"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONMT87	RCONMT88	RCONMT89	RCONMT90	RCONMT91	RCONMT92	RCONMT93	RCONMT94	RCONMT95	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
771878	58253	0	0	29662	0	102797	0	0	2000	0	229003	0	0		73326	25041	8525	102797	229003	0	0	3579	2000	0	50574	64075	9897	1809	114635	7167	9067	2792	328	53029	19354	0	0	15234	0	0		0		0		0		0	true							
772008	379594	0	7486	434274	0	532966	0	0	380	0	1576993	0	161477		130346	705420	32105	525480	1415516	0	0	15528	380	0	77430	159750	5115	912	237169	89242	156530	3000	0	112860	248772	0	0	245771	0	0		0		0		0		0	true							
772446	0	0	0	516	0	516	0	0	0	0	0	0	0		0	0	0	16	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0		0		0	false							
772754	13846	0	3631	31326	0	35975	0	0	0	0	62282	0	2947		15657	11524	3986	32344	59335	0	0	1539	0	0	10146	18889	2992	2073	29035	771	1769	0	272	18443	2812	0	0	2540	0	0		0		0		0		0	false							
773032	12728	0	16058	74920	0	89416	0	0	0	0	71312	0	2464		12674	24145	4474	73358	68355	0	493	1718	0	0	2263	15002	8210	2006	17265	1113	4306	1289	251	14807	6959	8209	0	5419	0	0		0		0		0		0	false							
773171	30288	0	128	37307	0	37307	0	0	0	0	59930	0	520		17634	2781	3470	37179	59410	0	0	946	0	0	5131	16334	2908	520	21465	334	1358	276	0	7259	1968	0	0	1692	0	0		0		0		0		0	true							
773247	511470	12	315055	2804033	0	3263077	0	0	248707	0	2691991	0	78990		539582	1216357	80498	2934515	2613001	13495	0	17740	248707	231328	278935	362536	157633	9177	641471	50027	80039	24933	883	268699	155882	821716	0	130066	0	0		0		871670		0		771237	true	377010	459032	712116	457692	488118	10731	
773443	56739	0	20316	61842	0	160882	0	0	0	0	184761	0	34044		37717	17402	11577	140566	150717	0	0	5271	0	0	25571	36098	3381	333	61669	33527	10472	1237	0	27665	45236	0	0	43999	0	0		0		0		0		0	true							
773470	54342	0	391	168323	0	242036	0	0	155477	0	685653	0	60695		181023	284798	10668	241645	624710	0	248	5164	155477	34122	24452	48729	71266	87671	73181	73769	10726	27982	1918	51095	114395	15252	0	84495	0	0		0		12594		0		12594	true							
773742	83135	0	43574	158572	0	222004	0	0	0	0	219492	0	38688		22839	65022	3966	176842	180804	1588	0	0	0	0	24895	9781	4529	701	34676	13917	4244	13268	0	17067	31429	0	0	18161	0	0		0		0		0		0	true							
774132	87358	0	45451	478487	0	761041	0	0	18164	0	667624	0	66089		84401	286726	24031	710074	600296	5516	1239	10331	18164	14621	57799	111748	13269	1096	169547	35126	54033	20469	0	99511	109628	158204	0	89159	0	0		0		129142		0		0	true							
774235	12338	0	4721	31706	0	41523	0	0	0	0	74958	0	0		9381	21294	3489	36802	74958	0	0	2181	0	0	5062	13246	1038	357	18308	2713	18598	0	311	10322	21622	0	0	21311	249	0		0		0		0		0	true							
774253	42699	0	577	26886	0	26886	0	0	0	0	62254	0	2714		7435	0	1860	26309	59540	0	0	520	0	0	2747	10341	1510	202	13088	1609	2485	661	0	7365	4755	0	0	4094	0	0		0		0		0		0	true							
774347	59587	0	4407	24336	0	40670	0	0	13880	0	205032	0	21311		52454	2484	13455	36263	183721	0	0	6002	13880	10514	32927	57246	23333	4656	88343	10473	9414	4912	0	65708	24799	0	0	19887	16713	0		0		0		0		0	true							
775054	39800	0	22011	138037	0	163184	0	0	25072	0	410512	0	111029		41612	137561	7520	141173	273927	0	25556	5838	25072	9017	41300	95482	12129	10000	136781	17034	47042	10164	0	117299	74240	7939	0	64076	0	0		0		0		0		0	true							
775241	8629	0	1220	7636	0	24192	0	0	0	0	23468	0	4498		6540	0	1317	22972	18970	0	0	0	0	0	3178	6624	528	73	9751	1045	2235	1157	0	3863	4437	0	0	3280	0	0		0		0		0		0	true							
775456	164677	0	49332	360712	0	559166	0	0	236937	0	1243165	0	80477		384195	399476	34102	509657	1161378	177	1310	12420	236937	29345	94283	177090	175864	73476	270910	78736	63679	14384	1500	136519	158299	69347	0	142415	0	0		0		50621		0		50621	true							
775773	43654	0	0	28487	0	45507	0	0	0	0	166025	0	40		39024	27507	17007	45507	165985	0	0	7172	0	0	12900	39314	9939	8365	52214	2285	15070	5749	1241	31495	24344	0	0	17354	0	0		0		0		0		0	true							
776369	24964	0	18818	73564	0	93941	0	0	0	0	74181	0	1110		5404	27191	2325	75123	73071	0	0	539	0	0	4790	7872	965	540	12662	2171	5284	405	0	8762	7860	0	0	7455	0	0		0		0		0		0	true							
776547	27628	54	4058	80400	0	98796	0	0	17009	0	263090	378	2115		67323	92046	11721	94680	260348	4	249	6177	17009	17009	32225	62881	13546	1777	95106	16570	14474	887	1056	43106	32987	0	0	31044	3101	0		0		0		0		0	true							
777254	15689	0	2032	19903	0	30136	0	0	15000	0	71852	0	1240		26152	6336	0	28104	70612	0	0	0	15000	15000	10661	25561	1709	33	36222	6119	5745	0	0	11811	11864	0	0	11864	0	0		0		0		0		0	true							
777366	42794	0	0	110532	0	137330	0	0	0	0	727582	0	1036		149100	98500	9474	137330	726007	0	539	1645	0	0	157805	241309	4153	1194	399114	80273	101553	0	0	255361	181826	3266	0	181826	0	0		0		0		0		0	false							
777441	12088	0	28310	13954	0	58544	0	0	3902	0	52073	0	14766		4611	3312	1051	30234	36620	0	687	221	0	0	2734	26103	894	78	28837	4865	0	2000	0	25197	6865	24145	2000	4865	7	0		0		0		0		0	true							
777870	55168	0	0	85649	0	85649	0	0	0	0	193642	0	0		56998	19130	18093	85649	193642	0	0	9386	0	0	33113	59891	9225	1155	93004	4586	10248	1126	0	46386	15960	0	0	14833	0	0		0		0		0		0	true							
778738	79358	5824	161086	171182	0	474065	0	0	34154	0	643627	0	55326		119447	182508	31210	304633	587448	2522	853	15352	34154	24641	69082	190105	24708	4298	259187	23445	61590	8230	303	168746	93568	59652	0	85035	0	0		0		42379		0		42379	true							
779016	68552	0	80704	8307	0	273909	0	0	16270	0	240746	0	11182		48705	38364	10308	192957	229564	248	0	3147	0	0	17906	58754	11648	865	76659	12429	16540	15688	0	40467	44657	12253	0	28969	0	0		0		10272		0		10272	false							
779351	209218	0	83028	456061	0	1083155	0	0	0	0	1325380	0	42499		195845	633014	46612	993439	1281891	6688	990	18185	0	0	110280	210539	28482	1610	320819	52947	71322	7968	0	155066	132237	329893	0	124269	0	0		0		0		0		0	true	114062	275787	559205	73809	208973	245	
779641	14133	0	1404	16507	0	20665	0	0	0	0	33931	0	2650		5082	5393	1597	19261	31281	0	0	361	0	0	2335	6120	1724	810	8455	611	2463	342	0	5907	3416	0	0	3074	0	0		0		0		0		0	true							
779650	77741	0	73167	84638	0	193617	0	0	129260	0	328721	0	15075		153481	61662	9990	119459	310343	991	3303	2957	129260	69120	36668	67706	68437	1436	104374	2249	9929	2628	265	20765	15071	38409	0	12178	3483	0		0		28149		0		28149	true							
779968	24234	0	0	116122	5719	120401	0	0	166042	0	994604	0	55000		282439	258315	1406	114682	938163	0	1441	553	166042	146860	195863	209840	35157	1146	405703	150328	105655	7355	6712	159567	270050	0	0	255982	1441	0		0		0		0		0	true							
780049	25923	0	64391	56500	0	149075	0	0	0	0	145030	0	4418		34809	22065	14927	84684	140612	0	0	8391	0	0	31989	36444	2759	1100	68433	11456	13027	268	0	37483	24751	0	0	24483	0	0		0		0		0		0	true							
780218	101122	2	46980	311600	0	456547	0	0	1	0	620349	0	103653		117533	265551	11796	407090	516448	2475	248	2813	1	0	72095	116962	13490	272	189057	16060	33237	1559	0	85286	50856	128761	0	49297	0	0		0		109176		0		109176	true							
780263	31985	0	1117	154747	0	155340	0	0	0	0	116219	0	4943		9497	36636	374	154223	111276	0	0	292	0	0	9776	12526	3753	0	22276	9136	9441	2967	0	16558	21544	0	0	18577	0	0		0		0		0		0	true							
780722	118025	0	13157	270163	0	299095	0	0	10000	0	369341	0	12059		79874	53273	33673	284947	356568	991	714	16902	10000	0	52997	84915	19412	8672	137912	11236	17013	2477	1320	86123	32046	50660	0	28249	0	0		0		28156		0		28156	true							
780955	43918	2	6484	78697	0	90103	0	0	0	0	199122	0	20166		39478	36928	8086	81884	170437	1733	8519	1271	0	0	32898	58117	8528	853	91015	4190	9652	4038	0	60918	17880	33908	0	13842	8442	0		0		5581		0		5581	false							
782016	22748	0	14242	26729	0	84029	0	0	0	0	53924	0	10498		7166	7054	5451	69787	43426	0	0	2726	0	0	8257	5335	942	136	13234	3224	4941	787	500	7504	9452	0	0	8165	0	0		0		0		0		0	true							
782306	1553842	12	29981	195443	0	257721	0	0	443295	0	4380877	0	65970		786007	1270741	79757	210939	4293977	16789	20930	30732	443295	443295	331249	792700	30896	501	1123949	115426	278988	6534	0	369339	400948	0	0	394414	0	0		0		0		0		0	true	45837	42326	161396	1022445	1298793	255049	
782548	5979	0	870	15609	0	24093	0	0	4263	0	36201	0	560		5292	5497	2112	23223	35641	0	0	0	6	0	3881	7966	1264	0	1394	4784	6328	500	0	7819	11612	0	3757	11112	0	0		0		0		0		0	true							
783161	155179	0	18860	177138	0	214441	0	0	0	0	1451000	0	75684		20666	1165734	17956	193351	1374578	2230	738	9038	0	0	31098	44518	5243	951	72615	17198	28457	2621	0	61145	48276	72493	0	45655	0	0		0		43334		0		43334	true							
783246	8347	0	35448	82588	0	149539	0	0	0	0	184033	0	10004		24896	92614	7606	110076	166029	4015	8000	0	0	0	13588	21809	11289	188	35396	20267	12741	3190	0	21978	36198	0	0	33008	0	13318		13318		0		0		0	false							
783349	6341	0	7580	7962	0	15724	0	0	0	0	17117	0	1221		4861	0	1085	8144	15896	0	0	554	0	0	3025	6088	1083	309	9113	0	0	0	271	5644	271	0	0	0	0	0		0		0		0		0	false							
783648	813706	0	1270012	3524946	0	3524946	0	0	934129	0	4435305	0	64206		1341414	1567118	96208	2036873	4371099	218061	0	32546	932121	737608	990247	551452	211604	2296	1527534	110865	184831	2933	253	414185	298882	38348	2008	294025	0	0		0		128282		0		35103	true	297152	539422	907052	640350	649516	164188	
783844	151857	0	43361	235720	0	310217	0	0	0	0	631490	5500	79355		106647	238383	21453	266856	546635	0	0	9684	0	0	18605	133595	22890	650	152200	3993	47142	13834	542	69093	65511	0	0	51135	0	0		0		0		0		0	true	97472	32309	122464	115919	141317	10539	
783910	50416	0	24244	83373	0	160476	0	0	11	0	215001	0	5338		34520	74882	6816	134499	208666	1733	997	1591	11	11	19948	52380	3145	414	72327	2618	11196	0	0	41369	13814	60390	0	13814	0	0		0		0		0		0	true							
784159	65271	0	12739	92938	0	254568	0	0	0	0	331364	0	82874		55458	82949	16103	241829	248490	0	0	7195	0	0	30881	77828	5307	737	108709	11694	56120	577	0	59296	68391	0	0	67814	0	0		0		0		0		0	true							
784430	6763	0	30167	44460	0	72826	0	0	0	0	59528	0	36288		13842	7593	5650	42659	23240	0	0	2670	0	0	7623	21940	1747	0	29563	5428	8433	0	0	17468	13861	0	0	13861	0	0		0		0		0		0	true							
785147	89240	0	152676	166554	0	626473	0	0	82324	0	281986	0	22456		46158	85043	7145	467373	259034	6424	496	1668	82324	82324	22298	50040	5875	2148	71249	3408	23634	300	0	34204	27342	264165	0	27042	0	0		0		236315		0		236315	true							
785473	147410	0	134413	562914	0	564929	0	0	280099	0	1175683	0	251160		373019	480288	21462	430516	924523	0	0	7417	280099	280099	238772	191551	19511	5646	430323	24815	57770	8648	1272	82461	92505	0	0	82585	0	0		0		0		0		0	true	108834	153026	160474	319814	144017	3393	
785857	40382	0	111748	175755	0	292487	0	0	0	0	85344	0	8292		7673	7359	0	180739	77052	0	0	0	0	0	8435	9972	255	5	18407	7419	11517	0	0	10994	18936	0	0	18936	0	0		0		0		0		0	true							
785923	970180	0	38216	223308	0	267177	0	0	0	0	1653549	0	88829		197003	238696	76410	225197	1562981	3764	1739	30250	0	0	109324	216858	24446	2944	326182	33030	53846	3724	500	156569	91100	116669	0	86876	0	0		0		0		0		0	true							
785950	53073	0	11211	180919	0	235082	0	0	15000	0	465637	0	50321		120942	105952	10321	223871	414934	0	382	5506	15000	15000	58396	139132	15154	1276	197528	23710	67213	1731	0	93017	92654	45034	0	75923	0	0		0		15151		0		15151	true							
786210	117991	0	124252	731664	0	731664	0	0	272468	0	1412207	0	167068		82180	984831	35237	598740	1231232	8672	13907	22995	272468	261349	83759	87296	22021	9717	170938	40334	53327	7184	5747	120613	106592	666190	0	93661	0	0		0		574922		0		574922	true							
786256	16634	0	1702	10590	0	19047	0	0	0	0	64948	0	6368		954	46460	174	17345	58085	0	495	0	0	0	511	740	240	11	1251	0	350	0	0	548	350	10053	0	350	0	0		0		9061		0		9061	true							
786555	39430	2424	4433	63521	0	112323	0	0	0	0	238707	0	36040		44727	91641	19801	105466	202667	0	0	7139	0	0	10197	61631	7117	1877	71828	4841	18085	2319	1568	36095	26813	0	0	22926	0	0		0		0		0		0	false							
786612	337607	0	475658	2100132	0	2100132	0	0	299752	0	3404529	0	121548		559890	1243918	137902	1624474	3278466	0	4515	11336	299752	299752	642129	637942	130055	19226	1280071	134904	230912	26988	847	869463	393651	409176	0	365815	0	0		0		279101		0		279101	true	237053	323749	515552	728366	315887	21720	
786733	57209	0	38165	142985	0	142985	0	0	25072	0	360141	0	33121		47954	188945	10212	103086	327020	1734	0	4394	25072	25072	32876	51765	7897	1052	84641	8866	10609	922	0	45636	20397	70580	0	19475	0	0		0		82824		0		59981	true							
786948	18113	0	19845	88655	0	105670	0	0	0	0	108881	0	17157		27987	21390	8814	85825	91724	0	0	2230	0	0	20579	20165	7717	2016	40744	7635	9914	1352	0	22490	18901	11254	0	17549	0	0		0		11254		0		0	true							
787459	8462	0	16	42775	0	48709	0	0	0	0	134160	0	1574		18928	47623	6710	48693	132586	0	0	3002	0	0	6898	24310	7371	192	18927	8984	28782	1539	0	19843	39305	0	0	18942	0	0		0		0		0		0	true							
787842	76079	0	16547	36637	0	149778	0	0	25000	0	181234	0	42375		30309	9617	5431	133231	138859	0	0	2912	25000	25000	32897	36764	4115	2681	69661	10269	8151	280	383	46148	19083	0	0	18420	0	0		0		0		0		0	true							
788559	15068	0	12868	19527	0	49487	0	0	0	0	86355	0	14999		17224	19990	6786	36619	65886	0	5470	610	0	0	11162	17549	4249	1074	27313	8979	5818	2466	0	16810	17263	0	0	14797	0	0		0		0		0		0	true							
788652	23453	0	4218	40919	0	69400	0	0	1	0	73176	0	12123		9721	7301	4691	65182	61053	0	0	2394	0	0	4533	10282	4045	1071	14432	2624	13771	5799	297	10210	22491	280	1	13395	0	0		0		280		0		280	true							
788773	56608	0	24874	270620	0	330420	0	0	14785	0	233591	0	21517		33590	72483	3061	302820	210166	2726	1908	974	14785	12289	42109	43749	5781	292	49995	6507	5643	419	0	58341	12569	106089	0	12150	0	0		0		72273		0		72273	true							
789051	12188	0	3304	15967	0	18408	0	0	1000	0	20601	0	2878		2596	0	0	15104	17723	0	0	0	0	0	479	4610	830	122	4089	358	1665	350	0	3444	2373	0	1000	2023	0	0		0		0		0		0	false							
790150	14672	0	161	13974	0	26052	0	0	0	0	37107	0	23		11273	2121	4223	25891	37084	0	0	2075	0	0	5602	8860	2919	1379	14461	410	1143	0	0	7486	1553	0	0	1207	0	0		0		0		0		0	true							
790271	87910	0	7360	68252	0	146673	0	0	12655	0	358826	0	11119		83915	123210	21433	139313	347707	0	0	9802	12655	0	54982	46077	18004	9371	87880	6162	5885	2288	4937	44519	19272	5244	0	12047	0	0		0		3937		0		3937	false							
790543	330406	1	77233	394205	0	394205	0	0	154832	0	878093	0	178693		98587	241792	15882	310037	696660	6934	2740	6368	154832	154832	35155	112781	1958	945	147936	45332	109724	0	0	52253	155056	398944	0	155055	0	0		0		360586		0		360586	true	56789	11142	111851	53322	235495	94911	
790703	93776	0	10619	177934	0	178583	0	0	1	0	294678	0	51509		23094	93307	11358	167964	243169	0	0	5408	1	1	16631	22049	3693	340	38680	15630	21476	27775	0	19618	64881	0	0	37106	0	0		0		0		0		0	true							
790918	116348	0	119426	227292	0	438387	0	0	99286	0	623255	0	22017		265143	72482	41409	318961	601238	0	0	14942	99286	0	124990	143928	83707	27677	268918	20228	33631	264	0	115159	54123	0	0	53859	0	0		0		0		0		0	true							
791072	10544	0	1196	32366	0	72740	0	0	0	0	185504	0	397		6084	129799	2186	71544	185107	0	0	1315	0	0	5881	16296	1485	507	22177	3963	16011	694	325	18084	20992	250	0	19974	0	0		0		0		0		0	true							
791353	39066	0	4891	58933	0	108280	0	0	0	0	116750	0	6743		12953	41667	3908	102894	110007	495	0	1408	0	0	10008	10858	3387	344	18013	4590	5681	1149	0	11644	11420	11817	0	10271	0	0		0		7786		0		7786	true							
791821	18162	872	4063	180861	0	262446	0	0	5000	0	351749	0	27983		24650	216364	0	257263	322034	248	1732	0	5000	5000	22733	31879	2381	0	54612	29704	23394	7132	0	32343	60230	90482	0	53098	0	0		0		77676		0		77676	true							
791942	47750	0	7620	41015	0	58264	0	0	0	0	170759	0	6880		20614	23391	27984	50644	163879	0	0	0	0	0	7727	20254	10417	7375	27981	16327	20839	11619	5060	25159	53845	0	0	37166	0	0		0		0		0		0	true							
792453	25694	0	2825	27777	0	36804	0	0	0	0	84482	0	6303		14304	26104	3417	33979	78179	0	0	830	0	0	6403	13951	4351	159	20354	273	7547	0	0	10560	7820	0	0	7820	0	0		0		0		0		0	true							
792640	18427	0	12095	29306	0	44050	0	0	0	0	120992	0	5594		41587	14780	4182	31955	115398	0	0	0	0	0	26294	34148	11679	1087	60442	4037	6122	3418	1000	31621	14577	0	0	10159	0	0		0		0		0		0	true							
792659	23747	0	20826	49503	0	89863	0	0	0	0	95655	0	4261		18451	15959	2745	69037	91394	0	0	1003	0	0	13899	27776	1157	151	38653	2201	10764	0	0	24533	12965	5696	0	12965	0	0		0		0		0		0	true							
794149	28960	0	12693	135501	0	135501	0	0	0	0	163473	0	11796		12525	57659	4119	122738	151440	70	237	2243	0	0	7012	20639	2288	122	27651	12590	31400	2803	0	17536	46793	3044	0	43990	0	0		0		0		0		0	true							
794345	23647	2	3216	34027	0	46833	0	0	5789	0	141101	2660	5621		33979	25469	14340	43615	132820	0	0	4587	5789	5032	18139	41651	7313	2797	59790	4865	17220	0	0	35922	22085	5789	0	22084	0	0		0		0		0		0	false							
794475	1399	0	0	0	0	0	0	0	9539	0	67146	0	0		6757	163	1816	0	22128	0	45018	884	9539	3572	5715	21608	21710	12260	27323	281	1471	2000	539	54536	4291	0	0	1752	37964	0		0		0		0		0	false							
794653	2986	0	144	9531	0	15675	0	0	0	0	19005	0	274		5130	6628	461	15300	18731	231	0	0	0	0	2664	5560	593	0	8224	573	0	0	0	3688	573	0	0	573	0	0		0		0		0		0	true							
795249	2571	0	21877	15810	0	50420	0	0	0	0	55050	0	9717		16900	12563	4105	28543	45333	0	0	691	0	0	7543	17675	746	1830	25218	7576	4543	0	0	10896	12119	0	0	12119	0	0		0		2887		0		0	true							
795548	44792	0	37786	106358	0	171615	0	0	41678	0	343848	0	70048		98641	85645	16725	133829	267825	0	5975	7166	41678	41678	43989	113931	5045	555	157917	20399	26183	2706	603	64879	49891	0	0	46582	5975	0		0		0		0		0	true							
795959	10691	0	1669	49073	0	49073	0	0	14000	0	61254	0	0		9349	0	2053	47404	61254	0	0	281	14000	3000	6131	21953	17512	3711	28084	807	450	0	0	39958	1257	0	0	1257	18947	0		0		0		0		0	true							
795968	4805204	838	1079037	5050183	3851	8700081	12975	0	0	160312	10824608	229	934518		391149	3313916	93555	7552598	9699291	50782	30258	5161	0	0	570360	418905	38971	8941	989265	761523	763540	143248	0	646028	1668311	0	0	1525063	0	0		0		0		0		0	true	1270450	2296275	314789	2999127	4193080	612124	
796152	43133	0	14260	187974	0	192029	0	0	51425	0	180580	0	25726		11341	16962	3838	177274	153937	495	917	1716	51425	51425	61409	42762	2539	464	104171	4239	7962	1109	0	95833	13310	62525	0	12201	0	0		0		34288		0		29769	true							
796657	26122	2	9258	92191	0	92191	0	0	0	0	85215	0	331		19726	17070	3821	82931	84884	0	0	1279	0	0	13075	13727	6033	688	26797	1917	3962	2621	0	13797	8500	0	0	5879	0	0		0		0		0		0	true							
797140	73387	0	4810	144946	0	192784	0	0	0	0	409346	0	15658		114207	98831	23793	187974	393688	0	0	6416	0	0	43284	45160	108964	624	71129	8564	8626	21907	0	83824	39097	0	0	17190	0	0		0		0		0		0	true							
797775	220393	0	45224	71198	0	495714	0	0	225000	0	958008	0	5742		422179	8271	62606	450439	951895	51	371	18643	225000	225000	444283	154956	6581	2884	599239	77102	43263	0	274	186525	120639	1309	0	120365	0	0		0		647		0		647	true	1834	191376	0	8271	22865	191415	
798512	14033	0	8922	21875	0	35501	0	0	0	0	26904	0	3130		3918	6619	3362	26579	23774	0	0	1730	0	0	2815	1403	729	364	3278	941	0	0	0	1393	941	0	0	941	0	0		0		0		0		0	false							
799751	6377	0	8066	36768	0	116496	0	0	10026	0	125363	0	13553		28523	66011	17153	108430	111810	0	0	1686	10026	10026	8334	27079	4421	1325	28477	3562	6708	1546	0	12636	11816	18109	0	9830	0	0		0		28135		0		18109	true							
799854	6935	0	23696	55605	0	182521	0	0	0	0	66877	0	1458		4891	2091	3865	158825	65419	0	0	2696	0	0	7832	22689	1388	26	30520	4501	21148	268	0	27044	25917	0	0	25393	0	0		0		0		0		0	false							
799939	2006	0	0	6429	0	10092	0	0	0	0	4864	0	0		1226	0	31	10092	4864	0	0	0	0	0	395	1505	417	0	1900	0	541	0	0	1091	541	0	0	541	0	0		0		0		0		0	false							
799948	26831	0	23179	145464	0	145464	0	0	0	0	117547	0	23011		19811	9940	8920	122285	94536	0	0	3904	0	0	19227	20989	3282	692	37651	16325	16263	3998	0	24379	36586	4463	0	31968	0	0		0		0		0		0	false							
800134	31264	3	33117	57748	0	119154	0	0	0	0	161172	0	18184		27536	54280	4775	85539	142700	495	288	1607	0	0	29185	23619	11339	78	52397	5419	4980	1006	0	36685	11405	25953	0	10399	0	0		0		9670		0		9670	true							
800442	24045	0	14912	26711	0	56509	0	0	0	0	61629	0	725		17135	1481	10365	41597	60904	0	0	0	0	0	9829	8616	11526	432	18445	946	2281	2178	295	13267	5701	0	0	3227	0	0		0		0		0		0	true							
800479	7656	0	0	4429	0	4429	0	0	0	0	44444	0	0		12123	2153	3003	4429	44444	0	0	756	0	0	6451	15975	3363	288	22426	1591	5821	1147	0	13953	8559	0	0	7412	0	0		0		0		0		0	false							
800853	37995	0	62587	136782	0	227422	0	0	0	0	160470	0	15365		16504	49404	4912	164317	144789	518	316	2141	0	0	11639	12544	3512	863	23544	35037	7839	1329	309	12053	44514	0	0	42876	0	0		0		0		0		0	true							
801047	70062	0	35891	89190	0	201253	0	0	3993	0	236591	0	8115		47086	77697	13848	165362	228476	0	0	4561	3993	1995	24207	39619	8276	1393	63819	5385	8349	805	798	26410	15337	2420	0	13734	0	0		0		2172		0		2172	true							
801056	24477	0	4470	32066	0	45554	0	0	1	0	98753	0	9394		9141	17699	4350	41083	89359	1	0	0	1	1	6237	12658	2457	21	18895	8659	23964	2582	0	12231	35205	0	0	32623	0	0		0		0		0		0	true							
801654	3619	27	0	54111	0	61709	0	0	0	0	61263	27	2000		16599	724	2221	61622	58636	60	600	1101	0	0	22229	16288	2423	52	38517	8997	6932	0	0	24393	15929	0	0	15929	0	0		0		0		0		0	true							
803256	19175	0	2824	21055	0	31211	0	0	0	0	45364	0	2724		7963	7093	4310	28387	42640	0	0	0	0	0	3647	8540	1240	0	7410	1081	4588	0	0	5464	5669	0	0	5669	0	0		0		0		0		0	true							
803265	6307	8	8515	12951	0	22644	0	0	0	0	16327	399	2283		1720	527	1319	14121	13645	0	0	483	0	0	2896	3054	0	0	5950	1235	2308	0	0	4230	3543	0	0	3543	0	0		0		0		0		0	false							
803649	37663	0	19393	55650	0	154573	0	0	4483	0	479893	0	57334		76606	199320	14201	135180	422559	0	0	7095	4483	250	21417	110149	12075	2441	131564	22917	50365	22187	1360	69476	96829	90314	0	73282	0	0		0		90314		0		90314	true							
803658	6487	0	1708	12555	0	18588	0	0	4258	0	42270	0	1095		8929	12429	2703	16880	41175	0	0	1321	4258	4258	5739	9885	917	45	15062	4616	1867	286	0	7656	6769	0	0	6483	0	0		0		0		0		0	true							
803957	31147	0	12164	79547	0	137320	0	0	24428	0	307225	20	28177		78804	66774	10092	125156	259692	0	19336	4748	24428	9678	33420	76618	38918	11636	110036	17667	23791	2723	4531	81788	48712	5018	0	41456	19573	0		0		0		0		0	true							
804150	6858	0	1148	12313	0	15945	0	0	0	0	31399	0	2619		9216	5327	3970	14797	28780	0	0	1733	0	0	3368	9206	2880	208	12574	325	2870	357	0	6446	3552	0	0	3194	0	0		0		0		0		0	true							
804338	284385	0	230080	747048	0	778277	0	0	266273	0	838216	0	76198		150624	65213	42736	548197	761025	0	993	17102	266273	69437	118398	123556	74655	1045	241954	101866	63627	5471	0	167030	170964	553869	0	165493	993	0		0		509934		0		509434	true							
804374	95627	0	2253	3528	0	180408	0	0	0	0	367448	0	49603		35855	84738	12062	178155	316620	0	1225	7659	0	0	50724	74408	9787	2069	125132	10037	37185	2873	0	101133	50095	33183	0	47222	0	0		0		11911		0		11911	true							
804422	19844	0	4249	19340	0	28060	0	0	0	0	47602	0	1206		12685	1959	6804	23811	46396	0	0	3621	0	0	6884	12332	914	333	19216	1094	4242	0	0	7778	5336	0	0	5336	0	0		0		0		0		0	false							
804860	10843	0	284	14672	0	16299	0	0	0	0	52100	0	627		8606	3513	994	16015	51473	0	0	405	0	0	6482	11348	2261	0	17830	3177	14476	0	0	11485	17653	0	0	17653	0	0		0		0		0		0	true							
805045	11843	0	5862	22228	0	38721	0	0	5000	0	71059	0	11097		15033	16393	2489	32859	59962	0	0	769	5000	5000	7666	18793	1555	224	26459	4776	9552	257	0	13205	14585	0	0	14328	0	0		0		0		0		0	true							
805250	49189	0	17913	111010	0	111010	0	0	12	0	100212	0	12351		8868	17443	5201	93085	87861	12	0	1913	12	12	3110	14816	4089	682	17926	5212	3683	1988	0	13829	10883	0	0	8895	0	0		0		0		0		0	true							
805335	16045	0	10143	36638	0	63081	0	0	0	0	70008	0	9097		11262	33722	4295	52938	60911	0	0	1006	0	0	2663	10439	2314	2793	13102	0	1783	0	250	6946	2033	0	0	1783	0	0		0		0		0		0	true							
805755	129511	0	27987	230789	0	247093	0	0	0	0	454208	0	21682		89219	79529	33724	219106	432526	0	0	15564	0	0	53817	95988	15936	3165	143502	19731	50446	5543	542	79687	76262	0	0	70177	0	15087		0		0		0		15087	false							
805876	52017	0	2207	55051	0	68490	0	0	0	0	130973	0	438		44896	7156	13317	66283	130535	0	0	5188	0	0	17418	27841	10671	7239	45050	1429	4884	945	1373	18273	8631	0	0	6313	0	0		0		0		0		0	false							
806846	341756	4	41700	93056	0	291602	0	0	245410	0	1807806	0	20301		461439	450922	50757	249898	1787505	0	0	26637	244913	54769	65525	318319	360385	18578	383844	27123	119300	105588	310	301367	252321	204625	0	146423	0	0		0		154072		0		154072	true							
806958	37522	0	16727	128608	0	220756	0	0	12685	0	489377	0	53133		80970	240504	28317	201864	435275	2165	969	8740	0	0	31552	91501	8938	15029	123040	10339	31963	17562	4467	66050	64331	62813	8258	42302	0	0		0		0		0		0	true							
