"IDRSSD"	RCFD0071	RCFD0081	RCFD1773	RCFD2130	RCFD2143	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFDJA22	RCFDJJ34	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON1773	RCON2130	RCON2143	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	RCONJA22	RCONJJ34	
582953																																							31875	11251	22638	0	616	15506	0	19088	509255	439380	5847	465105	0	4777	19000	0	44150	2000	509255	0	0	26616	0	0	17609	26579	74087	365293			0	380190	375413	-2075	0	0	0	878	44150	0	6289	
582971																																							30437	24609	139168	400	5972	23611	0	42633	1491286	1287259	12411	1371670	0	9757	72000	0	119616	0	1491286	0	0	133231	0	0	0	6025	324510	962749			0	1068217	1058460	-13615	0	0	0	0	119616	0	159971	
583071																																							9809	916	13389	0	0	4421	0	11390	185573	139676	2251	157927	0	1947	16000	0	27646	0	185573	0	0	26989	679	0	0	0	12744	126932			0	146916	144969	657	0	0	0	0	27646	0	0	
583268																																							94952	4392	34065	0	0	8579	694	17725	787378	683209	5474	688683	0	9490	0	0	98695	226	787378	0	0	86115	0	0	13558	0	114784	568425			0	636461	626971	-1204	0	0	0	0	98695	0	0	
583352																																							46092	4631	142097	0	5108	7861	450	7642	554095	474777	3527	478304	0	6283	0	0	75791	1486	554095	0	0	67568	0	0	7792	0	179261	295516			0	346497	340214	-1055	0	0	0	0	75791	0	0	
583754																																							105136	3702	13144	0	489	2340	331	17588	751043	625500	4783	660283	0	4360	30000	0	90760	200	751043	0	0	33336	0	0	57494	0	97630	527870			0	612673	608313	-270	0	0	0	0	90760	0	0	
583905																																							39457	3849	138398	0	11	22389	0	28324	1790373	1352989	21482	1564373	0	9177	189902	0	226000	0	1790373	0	0	234847	0	0	0	0	129479	1223510			0	1493755	1484578	-8847	0	0	0	0	226000	73367	0	
584377																																							20279	27165	528995	0	17105	61384	0	78052	1693148	1382291	34394	1534997	0	10273	118312	0	158151	10723	1693148	0	0	162198	0	0	39730	0	424402	957889			0	941593	931320	-54500	0	0	0	0	158151	0	28848	
584724																																							36079	13543	227252	0	730	26831	3276	38596	842822	657185	9958	777743	0	4156	75000	0	65079	2095	842822	0	0	46871	0	0	30092	0	148477	508708			0	500671	496515	-13979	0	0	0	35600	65079	0	0	
584920																																							285589	62501	1026375	0	20554	56862	547	62764	4263695	3870651	18969	3889620	0	33470	0	0	374075	730	4263695	0	0	451351	0	0	26425	12198	1667496	2203155			0	2751446	2717976	-104431	0	0	0	0	374075	0	18329	
585749																																							28763	9943	183577	0	19454	11217	72	16379	1074992	950271	6227	968498	0	8421	12000	0	106494	625	1074992	0	0	84084	0	0	22175	0	172527	777744			0	812647	804226	-390	625	0	0	0	106494	736	0	
586027																																							1026	2044	26638	274	0	922	0	19768	281767	184863	1971	186834	0	6656	0	0	94933	1089	281767	0	0	92032	0	0	2277	0	7928	176935			0	221742	215086	-465	4061	0	0	0	94933	203	11745	
586072																																							131575	9574	0	0	983	28202	90	8091	1026463	928731	4857	933588	0	11818	0	0	92875	0	1026463	0	0	62875	0	0	30000	6311	180049	748682			0	756508	744690	0	0	0	0	0	92875	0	96947	
586335																																							750	2878	54563	0	0	1845	0	3787	135474	120345	468	120813	0	573	0	0	14661	478	135474	0	0	10501	0	0	10450	0	28594	91751			0	55651	55078	-6768	16573	0	0	0	14661	0	0	
586960																																							3122	4664	68848	0	0	2417	0	6933	175227	150848	501	162049	0	628	9700	0	13178	290	175227	0	0	14573	0	0	3710	0	42201	108647			0	89871	89243	-5395	0	0	1000	0	13178	0	0	
587677																																							23719	2161	129818	0	373	4493	0	8198	419695	309549	1757	335206	0	2655	23900	0	84489	0	419695	0	0	91498	0	0	0	0	25782	283767			0	253192	250537	-7009	0	0	0	0	84489	396	0	
587800																																							116134	98485	1096346	24194	65229	58682	0	321924	8473696	6780960	147190	7354895	0	77362	426745	0	1118801	0	8473696	0	0	1179141	0	0	0	0	1748650	5032310			0	6473647	6396285	-60340	0	0	0	0	1118801	295167	1250	
588245																																							1216	3743	11945	0	566	7826	0	3632	238499	202815	2612	213427	0	2791	8000	0	25072	80	238499	0	0	20164	0	0	4978	0	30353	172462			0	211382	208591	-150	980	0	0	0	25072	0	0	
588348																																							4265	1138	63294	0	0	1021	1228	4677	289876	240929	1407	255780	0	3937	11000	0	34096	94	289876	0	0	35363	0	0	2042	0	21894	219035			0	218190	214253	-3403	0	0	2444	0	34096	0	0	
589158																																							1225	2839	26758	0	0	1024	0	2752	145169	116670	3140	119810	0	1657	0	0	25359	125	145169	0	0	14874	0	0	10500	0	19263	97407			0	105523	103866	-140	225	0	0	0	25359	97	6383	
589523																																							128676	25587	422753	0	0	21408	0	39264	1514823	1370439	16712	1398202	0	11524	0	0	116621	3127	1514823	0	0	114285	0	0	31265	1284	204750	1165689			0	877139	865615	-32056	10236	0	0	11051	116621	0	0	
589943																																							40491	23093	292317	0	17232	41178	5858	70762	1775554	1547388	11252	1628640	0	16706	70000	0	146914	5546	1775554	0	0	85894	0	0	85810	988	247431	1299957			0	1298738	1282032	-30336	1296	0	0	0	146914	307	0	
590220																																							62598	10676	340985	0	3828	13876	0	32023	1168157	1066277	11139	1077416	0	6231	0	0	90741	2459	1168157	0	0	80268	0	10655	18862	9147	291638	774639			0	677556	671325	-21503	0	0	0	0	90741	0	23699	
590640																																							9025	6721	318521	0	0	13729	0	24555	834165	704374	4229	738603	0	4650	30000	0	95562	830	834165	0	0	58542	697	0	43303	318	110456	593918			0	465249	460599	-7113	0	0	0	0	95562	0	0	
590976																																							29986	1411	0	0	0	3868	0	14524	1085824	809495	13279	979947	0	8433	157173	0	105877	1	1085824	0	0	103388	0	0	2488	3067	25068	784427			0	1038901	1030468	0	2500	0	0	0	105877	0	0	
591209																																							24843	1323	109011	0	132	6875	0	22531	366584	285374	1085	326459	0	1449	40000	0	40125	0	366584	0	0	49534	0	0	0	0	8315	277059			0	203227	201778	-9409	0	0	0	0	40125	91	0	
591320																																							33143	10419	26837	0	850	24559	0	14012	807158	679489	2890	757051	0	6081	69000	0	50107	2000	807158	0	0	31357	0	0	30600	0	201794	477695			0	583777	577696	-13850	0	0	0	5672	50107	0	119642	
591357																																							1633	1985	19594	0	69	1546	690	1531	109251	97508	1451	98959	0	678	0	0	10292	50	109251	0	0	10976	0	0	600	0	22256	75252			0	74963	74285	-1334	7918	0	0	0	10292	0	0	
591366																																							122258	11594	64997	1217	0	39525	3471	20255	694283	635827	4051	644820	0	4762	4942	0	49463	251	694283	0	0	26821	0	0	26369	0	183903	451924			0	435727	430965	-3978	0	0	0	0	49463	0	1	
592448																																							165219	41496	132332	0	3845	19131	427	134228	1459376	1140815	37320	1303135	0	15358	125000	0	156241	100	1459376	0	0	91839	0	0	64729	14495	300233	840582			0	936166	920808	-427	0	0	0	0	156241	0	27395	
592550																																							26916	4390	32879	0	11974	3788	0	7761	243336	203642	4482	211003	0	817	2879	0	32333	450	243336	0	0	879	0	0	30492	712	33075	170567			0	155733	154916	512	0	0	0	0	32333	0	0	
592644																																							94936	4695	142135	0	748	12088	0	20008	889090	754936	6679	771615	0	8651	10000	0	117475	1775	889090	0	0	95621	0	0	16225	0	207974	546962			0	597310	588659	3854	0	0	0	0	117475	0	25821	
593007																																							15567	98248	860217	0	199965	72275	72	235882	6902692	5545916	63494	6215151	0	53022	365374	0	687541	2319	6902692	0	0	477404	10254	0	287413	22567	1149284	4396632			0	4931369	4878347	-79595	0	0	0	240367	687541	0	509298	
593052																																							41986	13373	81341	0	33158	33756	2440	29266	1252724	1016078	16939	1119017	0	10517	86000	0	133707	215	1252724	0	0	62819	0	0	74391	255032	169542	846536			0	772889	762372	-3718	0	0	0	0	133707	0	0	
593249																																							11043	10250	209534	0	491	2347	0	22371	551989	497018	2556	504698	0	3028	5124	0	47291	696	551989	0	0	33298	0	0	24204	0	95139	401879			0	216227	213199	-10907	17811	0	0	0	47291	0	64943	
593333																																							7183	2686	25523	0	0	1821	0	2726	145174	131923	998	133329	0	1060	408	0	11845	100	145174	0	0	10268	0	0	2330	0	24249	107674			0	106295	105235	-853	0	0	0	0	11845	0	0	
593771																																							10274	10	0	0	0	0	0	2586	13328	7922	507	8429	0	0	0	0	4899	3278	13328	0	0	-5609	0	0	7630	0	63	7859			-400	0	0	0	0	0	0	0	4899	0	458	
593940																																							253	1475	38136	0	0	459	60	2552	87151	77729	172	78901	0	484	1000	0	8250	600	87151	0	0	11320	0	0	1800	0	10236	67493			-1038	40849	40365	-4432	3851	0	0	0	8250	0	0	
594433																																							185588	41851	866043	0	26308	47569	1663	151914	2812749	2426743	22608	2672216	0	19207	220000	0	140533	60	2812749	0	0	217568	0	0	126089	4969	442272	1984471			0	1506051	1486844	-203184	0	0	0	2865	140533	0	0	
594451																																							19385	6842	115680	0	776	3816	276	41807	1049854	825543	10920	941463	0	12412	105000	0	108391	150	1049854	0	0	4418	0	0	109543	0	146201	679342			0	850903	838491	-5720	3818	0	0	0	108391	0	18963	
594853																																							123103	18946	311257	0	5291	25039	44	53307	1580649	1377836	21272	1448420	0	12234	49312	0	132229	2426	1580649	0	0	106970	0	0	51298	277	339398	1038438			0	1055619	1043385	-28465	0	0	0	0	132229	0	0	
594938																																							37217	11990	174927	0	313	4634	237	19558	630366	514592	3757	586828	0	3603	37671	0	43538	75	630366	0	0	53868	0	0	4725	100	62011	452581			0	373299	369696	-15130	0	0	0	30808	43538	0	11694	
594947																																							34906	83467	166743	35159	207183	75667	0	109312	4363780	3627829	35102	3772846	0	44292	109915	0	590934	1800	4363780	0	0	193568	0	0	403293	5267	1024191	2603638			0	3580357	3536065	-7727	13	0	0	0	590934	144	109854	
595270																																							410803	187128	4735013	1003	255642	369073	7438	1619139	40442347	24738750	295513	36737308	0	224815	11703045	0	3705039	1000	40442347	0	0	3451896	0	0	190375	0	4455310	20283440			0	32981696	32756881	61768	0	0	0	0	3705039	0	100227	
595337																																							14181	1543	50000	0	0	1073	0	3471	149226	121472	705	122177	0	1806	0	0	27049	151	149226	0	0	28239	0	0	1959	0	22666	98806			0	80499	78693	-3300	200	0	0	0	27049	65	0	
595430																																							24941	10247	148694	0	56322	21295	184	89661	2329713	1973084	20026	2070210	0	8637	75640	0	259503	900	2329713	1461	1460	160128	0	0	109951	0	294416	1678668			0	1829025	1820388	-11476	5	0	0	0	259503	865	155650	
595869	1040883	206091	1648433	0	378583	119855	18990	387500	23709143	281500	20740110	0	173531	429652	0	2969033	6149	23709143	0	0	1376194	279594	0	1655912	13338		0	19780846	19607315	-69222	0	0	2969033	8561	0	235612	18031	217582			1648433							19793346					429652					0	0						3385669	16407677							0	0	0	0		8561		
595944																																							5715	620	13806	0	273	485	0	3204	86458	65109	895	78231	0	799	12227	0	8227	192	86458	0	0	6352	0	0	1858	78	4646	60463			0	62347	61548	-175	729	0	0	0	8227	0	0	
596062																																							58835	31455	268480	0	13789	22858	129	37821	1329149	1198149	10445	1208594	0	14148	0	0	120555	1000	1329149	0	0	90112	0	0	48148	2197	397466	800683			0	903751	889603	-18705	982	0	0	0	120555	0	3000	
596156																																							10270	12298	74936	0	0	11138	73	5528	665889	593308	7448	601998	0	6626	0	0	63891	1440	665889	0	0	51225	0	0	14560	0	217054	376254			0	558272	551646	-3334	0	0	0	1242	63891	0	0	
596277																																							269	881	0	0	0	1666	0	393	23696	21523	132	21655	0	215	0	0	2041	0	23696	0	0	2041	0	0	0	0	171	21352			0	19142	18927	0	1550	0	0	0	2041	10	0	
596455																																							6575	4323	39117	0	0	5068	0	2610	266494	235601	1005	244841	0	2043	8235	0	21653	405	266494	0	0	8433	0	0	15095	0	69204	166397			0	129442	127399	-2280	0	0	0	0	21653	0	81402	
596978																																							11567	2243	5201	0	730	3819	1019	12129	238402	183404	2053	202589	0	1826	17132	0	35813	0	238402	0	0	25679	0	0	12667	0	29732	153672			-2047	202222	200396	-486	814	0	0	0	35813	0	484	
597041																																							3080	2916	42418	0	3664	5109	172	4848	198142	161016	1396	185534	0	905	23122	0	12608	50	198142	0	0	-1300	0	0	20312	1712	30276	130740			0	128621	127716	-6454	4507	0	0	0	12608	0	2000	
597313																																							52839	8980	107295	0	678	9049	0	22776	615344	540700	4048	556248	0	4857	11500	0	59096	213	615344	0	0	58417	0	0	7192	1641	149801	390899			0	405021	400164	-6726	0	0	0	0	59096	0	11922	
597452																																							66527	3874	4978	10	3515	6810	4981	8828	330576	290320	3396	293716	0	3638	0	0	36860	1156	330576	0	0	20762	0	0	14946	883	90170	200150			0	233808	230170	-4	0	0	0	0	36860	0	0	
597546																																							14647	9527	95365	0	1309	12468	252	19219	536300	478665	6769	497434	0	3992	12000	0	38866	200	536300	0	0	34305	0	0	12663	0	52526	426139			0	385290	381298	-8302	2215	0	0	0	38866	0	0	
597658																																							9507	3984	57275	0	0	168	83	3925	150814	131597	497	137598	0	1903	0	0	13216	1000	150814	0	0	8140	0	0	9000	0	25002	106595			0	77775	75872	-4924	0	0	0	5504	13216	0	0	
598002																																							21845	10451	126380	0	0	8192	0	19861	805858	738321	8642	747388	0	6012	425	0	58470	0	805858	0	0	54516	0	0	13995	0	101260	637061			0	601715	595703	-10041	23426	0	0	0	58470	0	0	
598048																																							4221	8411	120974	0	2012	7441	1827	21926	686522	592526	6255	628034	0	6874	22500	0	58488	979	686522	0	0	50863	0	0	17087	0	103333	489193			0	500980	494106	-10441	0	0	0	6753	58488	0	25604	
598132																																							13516	749	10012	0	0	2856	0	642	63588	54874	227	55101	0	750	0	0	8487	390	63588	0	0	5315	0	0	3610	0	23617	31257			0	36563	35813	-828	0	0	0	0	8487	0	0	
598543																																							8135	1685	22475	0	0	482	0	4244	103500	89217	517	92930	0	787	0	0	10570	419	103500	0	0	7072	0	0	4376	0	18787	70430			0	66958	66171	-1297	0	0	0	3196	10570	73	235	
599643																																							472	4490	30967	0	4239	1900	0	5874	245762	209940	1797	221737	0	1659	10000	0	24025	150	245762	0	0	18977	0	0	6207	0	20343	189597			0	197953	196294	-1309	1498	0	0	0	24025	28	0	
599764																																							104309	51398	1845573	1642	25402	57706	257	212284	5505261	4707505	38580	5221085	0	38715	475000	0	284176	2500	5505261	0	0	383194	0	0	135943	8907	1668754	3038751			0	3236498	3197783	-237461	0	0	0	0	284176	0	0	
600419																																							5175	15911	155582	0	4121	33623	0	58673	1833878	1361394	24168	1681737	0	10171	296175	0	152141	402	1833878	2702	0	132540	577	0	31161	3422	188770	1172624			0	1553572	1543401	-11962	0	0	0	0	152141	2277	8414	
601032																																							1000	2968	7348	0	0	588	0	2064	37053	31426	483	31909	0	211	0	0	5144	100	37053	0	0	4995	0	0	400	0	4699	26727			0	23296	23085	-351	0	0	0	0	5144	0	0	
601041																																							151	2980	18408	0	0	443	0	1118	109215	92595	455	93050	0	1398	0	0	16165	200	109215	0	0	14598	0	0	1400	116	19523	73072			0	80581	79183	-33	6816	0	0	0	16165	0	0	
601050																																							2627484	544032	8910310	0	159872	471979	1016	842827	32100158	25857764	534127	29054033	330	165260	50074	0	3045795	10162	32100158	47124	15607	2420843	101616	0	1183892	3592	7756126	18101638			0	17665468	17500208	-569102	0	850000	125975	2470486	3046125	40098	0	
601153																																							2751	342	23697	0	0	1459	0	6451	158972	125478	1487	142033	0	1725	14500	0	16939	200	158972	0	0	13931	0	0	4300	0	26363	99115			0	125997	124272	-1492	0	0	568	0	16939	0	0	
601416																																							20844	65588	916149	0	50111	66128	142	375371	6105894	5196679	103021	5479076	0	47291	151000	0	626818	400	6105894	28375	28376	361952	0	0	306680	2356	977652	4219027			0	4536002	4488711	-42214	0	0	0	0	626818	0	92119	
601443																																							25173	5380	0	0	32	1866	0	4904	402401	347633	2030	350560	0	4677	0	0	51841	280	402401	0	0	51153	0	0	5720	0	46005	301628			0	243413	238736	-5312	864	0	0	897	51841	0	125446	
601658																																							29008	11339	73550	26	2076	27306	16425	15817	1025655	904932	2459	907391	0	9273	0	0	118264	500	1025655	0	0	34739	0	0	88454	0	255357	649575			0	853702	844429	-5429	5679	0	0	0	118264	0	0	
602543																																							33319	3992	81521	0	11999	5873	368	13139	468305	412049	3060	423313	0	2529	0	0	44992	1000	468305	0	0	26637	0	0	25139	2533	75003	337046			0	318090	315561	-7784	0	0	0	8204	44992	0	0	
602842																																							2095	274	0	0	0	52	0	1589	18534	14872	14	16806	0	120	1920	0	1728	400	18534	0	0	728	0	0	600	0	4676	10196			0	12262	12142	0	1019	0	0	0	1728	0	1363	
603232																																							0	2205	2546	0	0	166	0	1297	72701	56535	738	57273	0	1398	0	0	15428	225	72701	0	0	9626	0	0	5575	0	18500	38035			0	25370	23972	2	2228	0	0	0	15428	0	40287	
603540																																							2342	1813	15807	0	0	1706	0	2994	100197	83170	414	93160	0	1204	9576	0	7037	180	100197	0	0	6173	0	0	3020	0	17615	65555			0	76641	75437	-2336	98	0	0	0	7037	0	0	
603559																																							71	604	14044	0	0	213	0	1930	39788	31864	140	36284	0	413	4280	0	3504	100	39788	0	0	4202	0	0	667	0	7027	24837			0	22896	22483	-1465	443	0	0	0	3504	0	0	
603755																																							40	3933	26856	0	0	555	0	1627	53624	47536	333	48033	0	471	0	0	5591	237	53624	0	0	4312	0	0	1563	0	14906	32630			0	21084	20613	-521	0	0	164	0	5591	0	0	
604024																																							89240	11733	233738	0	56	6615	0	20377	773458	683421	6535	711794	0	4835	884	0	61664	4905	773458	0	0	65444	0	0	5126	2511	169977	513444			0	401354	396519	-13811	12605	0	0	20954	61664	64	0	
604033																																							8309	949	4990	0	0	81	0	318	25175	22889	53	22942	0	94	0	0	2233	54	25175	0	0	2313	0	0	246	0	5890	16999			0	6435	6341	-380	2103	0	0	0	2233	0	2084	
604547																																							453	3947	28907	0	661	4014	0	5659	249028	198849	2090	218609	0	3189	0	0	30419	570	249028	0	0	28192	0	0	3006	0	33743	165106			0	206925	203736	-1349	2	0	17670	0	30419	97	1552	
604640																																							33233	1045	9837	0	3662	2596	0	3125	163596	135864	1163	138772	0	527	1745	0	24824	300	163596	0	0	3542	0	0	21022	13359	6217	129647			0	97266	96739	-40	0	0	0	0	24824	0	0	
605571																																							14262	1448	5961	0	0	3933	0	6465	156207	125921	252	126173	0	241	0	0	30034	0	156207	0	0	31634	0	0	0	0	11907	114014			0	67797	67556	-1600	1970	0	0	0	30034	0	54612	
605610																																							6627	5210	32545	0	177	3242	0	4547	285882	237311	2693	258004	0	2325	18000	0	27878	0	285882	1674	0	25825	0	0	4470	0	26004	211307			0	228441	226116	-2417	0	0	0	0	27878	0	5744	
605656																																							7759	7012	97983	0	911	12303	0	12331	487475	432235	2334	448742	0	4453	0	0	38733	282	487475	0	0	29547	0	0	10947	0	105959	326276			0	353629	349176	-2043	0	0	0	14173	38733	0	0	
606046																																							822615	710679	8837400	0	1597642	785703	15414	1876121	50378840	40493518	836358	44462557	0	474651	3068620	0	5916283	465768	50378840	33366	42836	3054508	412083	166993	2805171	272059	9154050	31339468			0	35465181	34990530	-576157	3263	0	0	21225	5916283	21965	0	
606176																																							8589	16731	364421	0	0	25926	2262	40606	1073653	847442	13838	972359	0	9457	111079	0	101294	0	1073653	0	0	122032	0	0	2231	0	283653	563789			0	613126	603669	-22969	0	0	0	0	101294	879	10570	
606653																																							54999	4729	245870	0	1824	16474	138	30825	1336081	1182162	4321	1192255	0	13064	4583	0	143826	1300	1336081	0	0	99915	0	0	67700	0	230870	951292			0	994286	981222	-25089	0	0	0	1189	143826	0	0	
607146																																							22269	2315	90864	0	0	1248	0	5360	542562	453669	5900	491818	0	4756	32249	0	50744	300	542562	0	0	44278	0	0	11950	0	19616	434053			0	423262	418506	-5784	0	0	0	0	50744	0	2000	
608358																																							7216	2869	11127	0	0	984	0	2993	94146	77906	1161	79067	0	1017	0	0	15079	400	94146	0	0	10329	0	0	4600	0	17372	60534			0	50374	49357	-250	19560	0	0	0	15079	40	0	
608844																																							43199	5771	208580	0	1919	10634	0	8833	572239	517140	2784	519924	0	3608	0	0	52315	2396	572239	0	0	35024	0	0	20390	0	174860	342280			0	296911	293303	-5495	0	0	0	0	52315	0	0	
609010																																							43273	4020	23150	0	20	3796	0	12130	404574	365357	1913	367270	0	4077	0	0	37304	350	404574	0	0	37613	0	0	440	0	22450	342907			0	322262	318185	-1099	0	0	0	0	37304	0	0	
609467																																							29395	1435	11821	0	202	1625	0	2869	176478	142596	2313	144909	0	2809	0	0	31569	16097	176478	0	0	2381	0	2000	11100	0	9360	133236			0	130238	127429	-9	0	0	0	0	31569	0	1702	
609476																																							8850	11912	0	0	0	6009	106	7022	556595	430680	2749	471153	0	2398	37724	0	85442	0	556595	0	0	85970	0	0	0	0	15328	415352			0	285777	283379	-528	0	0	0	0	85442	0	239317	
609609																																							65669	2295	81626	0	60	2318	0	25536	646161	519143	17851	536994	0	5117	0	0	109167	2501	646161	0	0	-26617	0	0	134895	0	114789	404354			0	469497	464380	-1612	0	0	0	0	109167	0	4277	
609832																																							3963	5298	104582	0	3603	2520	354	10405	287629	258746	683	263179	0	1361	3750	0	24450	800	287629	0	0	22122	0	0	8429	155	51528	207218			0	155965	154604	-6901	0	0	0	0	24450	73	2072	
610128																																							2904	13536	222291	0	0	2163	50	47139	650587	477829	4598	531627	0	3760	49200	0	118960	291	650587	0	0	138246	0	0	2000	0	160127	317702			0	303677	299917	-21577	54	0	0	0	118960	0	62533	
610164																																							64230	22598	56329	0	48	12980	55	8290	509414	448039	4137	452176	0	3176	0	0	57238	1000	509414	0	0	23977	0	0	40000	764	173012	275027			0	345849	342673	-7739	0	0	0	0	57238	1447	0	
610539																																							1542	4042	26010	0	0	279	0	2026	80459	76090	286	76376	0	592	0	0	4083	400	80459	0	0	3309	0	0	3538	0	20090	56000			0	47152	46560	-3164	0	0	0	0	4083	0	0	
610557																																							1894	4287	24892	0	905	12058	0	10111	319832	269390	1739	288829	0	3024	17700	0	31003	1000	319832	0	0	5872	0	0	26000	0	66274	203116			0	268705	265681	-1869	0	0	0	0	31003	4	0	
610913																																							33113	5938	92612	0	261	7190	28	3870	360780	318169	1576	320360	0	2510	0	0	40420	2000	360780	0	0	39066	0	0	3508	0	121001	197168			0	218613	216103	-4154	1665	0	0	615	40420	0	0	
611031																																							46947	1274	23785	0	0	3899	90	7619	267604	236070	3976	240046	0	2833	0	0	27558	150	267604	0	0	5031	0	0	22747	0	93907	142163			0	186823	183990	-370	0	0	0	0	27558	0	0	
612159																																							1315	6460	148276	0	10445	8639	0	13847	468472	396395	2135	414090	0	5023	9687	0	54382	1665	468472	0	0	20161	0	0	35747	0	74968	321427			0	284513	279490	-3191	0	0	524	5349	54382	0	0	
612878																																							7577	678	26051	0	633	2199	0	2976	127168	106477	379	109356	0	992	2500	0	17812	0	127168	0	0	18713	0	0	0	0	2350	104127			0	88046	87054	-901	0	0	0	0	17812	0	0	
613008																																							681820	219746	1286318	0	997102	226631	2100	560355	20051412	16190169	217324	16881272	0	144773	400500	0	3170140	2044	20051412	78087	73279	504969	189245	0	2721209	16792	4853514	11336655			0	14533828	14389055	-58082	0	0	0	0	3170140	21258	1382903	
613156																																							23373	5372	20706	0	1069	11752	0	19965	551675	435416	5776	502633	0	3371	61441	0	49042	2500	551675	0	0	33415	0	0	16610	0	119357	316059			0	332109	328738	-3483	0	0	0	0	49042	0	140700	
613343																																							8567	26458	362972	0	23107	17408	2563	58140	1791832	1503981	20631	1643611	0	15093	77113	0	148221	935	1791832	0	0	154813	0	0	29533	2095	292401	1211580			0	1305615	1290522	-37060	0	0	0	41886	148221	0	0	
613400																																							54246	18258	535925	0	12389	65689	0	240428	4334692	3446075	77394	3950120	0	17227	383215	0	384572	500	4334692	0	0	419165	7820	0	0	0	615771	2830304			0	3415652	3398425	-35093	1512	0	0	43436	384572	0	0	
613558																																							65187	16043	20137	0	20631	43680	0	34504	1180502	1035582	9058	1054901	0	9835	10261	0	125601	800	1180502	0	0	56747	0	0	68529	1460	228034	807548			0	988695	978860	-475	0	0	0	0	125601	0	0	
613679																																							12505	10327	87115	88	8130	12643	443	26140	605115	491604	3979	555583	0	4897	60000	0	49532	1	605115	0	0	26866	0	0	32381	0	33386	458218			0	451338	446441	-9716	0	0	0	0	49532	1283	0	
613839																																							8245	4847	958	933	864	5369	0	6325	409434	342582	1463	365045	0	3556	21000	0	44389	400	409434	0	0	34488	0	0	16000	0	93090	249492			0	251267	247711	-6499	0	0	0	0	44389	0	134182	
613950																																							56324	268422	1429261	0	0	129378	123	125734	4321162	3819810	175241	4063981	0	26353	0	0	257181	1464	4321162	0	0	145141	0	0	257148	13371	2307961	1511849			0	2128560	2102207	-146572	8	0	0	68930	257181	1101	195233	
613978																																							13816	2832	16871	0	0	933	0	1877	163628	144493	409	144902	0	1200	0	0	18726	0	163628	0	0	20048	0	0	0	0	15285	129208			0	112441	111241	-1322	15289	0	0	0	18726	114	655	
614256																																							2	556	47188	0	0	1465	0	3438	96531	82226	637	93863	0	504	11000	0	2668	100	96531	0	0	7179	0	0	1534	0	16169	66057			0	41653	41149	-6145	823	0	0	0	2668	0	1910	
614313																																							55762	22102	195458	0	42145	20520	0	49670	1477525	1253252	19181	1323603	0	15645	35530	0	153922	5500	1477525	0	0	106968	0	0	66946	12774	244594	1008658			0	1094739	1079094	-25492	0	0	0	15640	153922	0	0	
614368																																							151892	12345	161954	30	0	34964	205	37321	1008984	911847	3221	915068	0	9131	0	0	93916	500	1008984	0	0	92639	0	0	8045	1563	286533	625314			0	617841	608710	-7268	0	0	0	0	93916	0	0	
614751																																							24635	4128	64454	0	0	7246	0	5344	264191	231829	2148	243977	0	3357	10000	0	20214	750	264191	0	0	7940	0	0	18250	0	69717	162112			0	161741	158384	-6726	0	0	0	0	20214	0	0	
614948																																							7070	1500	97573	0	136	1795	0	11590	293075	248225	2062	266639	0	1907	16352	0	26436	750	293075	0	0	28746	0	0	750	0	46144	202081			0	174778	172871	-3810	468	0	0	0	26436	72	0	
615217																																							58759	20272	160293	0	0	3543	0	33784	1071019	881428	3595	976224	0	8876	0	0	94795	2902	1071019	0	0	120370	0	0	2902	0	197504	683924			0	737085	728209	-31379	1770	0	0	91201	94795	3612	60777	
615253																																							10076	1967	90678	0	0	210	0	3793	175186	151981	1079	153060	0	1781	0	0	22126	1000	175186	0	0	13561	0	0	11500	0	28267	123714			0	70171	68390	-3935	0	0	0	0	22126	72	0	
615851																																							5881	2981	66203	2	0	2547	0	5615	233109	204530	429	204959	0	2461	0	0	28150	94	233109	0	0	33604	4	0	377	100	40512	164018			0	138924	136463	-5925	11882	0	0	0	28150	0	1431	
615879																																							15222	446	0	0	1014	1103	0	1302	124604	88730	1396	95126	0	1500	5000	0	29478	0	124604	0	0	29478	0	0	0	0	4483	84247			0	107017	105517	0	0	0	0	0	29478	0	0	
615954																																							88311	15103	6552	0	0	15050	0	32872	1002020	771237	11308	917545	167	10638	135000	0	84308	1660	1002020	0	0	34556	0	0	48864	0	196397	574840			0	808789	798151	-772	781	0	0	0	84475	0	45200	
