"IDRSSD"	RCONFT04	RCONFT05	RCONHT81	RCONHT82	RCONHT86	RCONL191	RCONL192	RCONM288	RIADHT85	
	PRINCIPAL AMOUNT OF 1-4 FAMILY RESID	QUARTER END AMOUNT OF 1-4 FAMILY RES	Retail originations during the quart	Wholesale originations and purchases	Repurchases and indemnification of 1	REP AND WARRNTY TO US GOVT AGCY	REP AND WARRNTY TO OTHR PARTIES	REP WARRNTY TO US GOVT AGCY TOTAL	Noninterest income for the quarter f	
255574	102881	24693				CONF	CONF			
255659	54057	5115	55362	0	0	CONF	CONF	0	1670	
256058						CONF	CONF			
256076						CONF	CONF			
256179						CONF	CONF			
256553	5055	3737	7752	0	0	CONF	CONF	0	241	
257233						CONF	CONF			
257345						CONF	CONF			
257578	22427	4291				CONF	CONF			
257653						CONF	CONF			
257756						CONF	CONF			
258306						CONF	CONF			
258379						CONF	CONF			
258539						CONF	CONF			
258771	105198	29256	112910	0	96	CONF	CONF	748	9798	
258874						CONF	CONF			
259059						CONF	CONF			
259330						CONF	CONF			
259442						CONF	CONF			
259956						CONF	CONF			
260055	23146	6581	37114	0	0	CONF	CONF	0	771	
260831						CONF	CONF			
261146	314115	62469	160190	174899	322	CONF	CONF	0	9723	
261360						CONF	CONF			
261940						CONF	CONF			
262059						CONF	CONF			
262237						CONF	CONF			
262358						CONF	CONF			
262741						CONF	CONF			
262844						CONF	CONF			
262956						CONF	CONF			
263243						CONF	CONF			
263627						CONF	CONF			
264455						CONF	CONF			
264772	0	0	0	0	0	CONF	CONF	0	0	
265340						CONF	CONF			
265407						CONF	CONF			
265452						CONF	CONF			
265676						CONF	CONF			
266244						CONF	CONF			
266253						CONF	CONF			
266655						CONF	CONF			
266851						CONF	CONF			
266945						CONF	CONF			
267652						CONF	CONF			
268006	5093	0	3312	0	0	CONF	CONF	0	254	
268136						CONF	CONF			
268677	0	0	0	0	0	CONF	CONF	0	-131	
268828						CONF	CONF			
268976						CONF	CONF			
269049	11600	658				CONF	CONF			
269058						CONF	CONF			
269571						CONF	CONF			
269759						CONF	CONF			
270148						CONF	CONF			
270353						CONF	CONF			
270504						CONF	CONF			
270531						CONF	CONF			
270652						CONF	CONF			
271136						CONF	CONF			
271275	0	0	0	0	0	CONF	CONF	0	0	
271341						CONF	CONF			
271529	46539	7839				CONF	CONF			
272030						CONF	CONF			
272058						CONF	CONF			
272151						CONF	CONF			
272272						CONF	CONF			
272302						CONF	CONF			
273336						CONF	CONF			
273550						CONF	CONF			
273653						CONF	CONF			
273662						CONF	CONF			
273840						CONF	CONF			
273859						CONF	CONF			
274025						CONF	CONF			
274052						CONF	CONF			
274829						CONF	CONF			
274856						CONF	CONF			
275255						CONF	CONF			
275358	17985	3420				CONF	CONF			
275479						CONF	CONF			
275657						CONF	CONF			
276074						CONF	CONF			
276159						CONF	CONF			
276551						CONF	CONF			
276579	124694	48335	154243	0	0	CONF	CONF	511	1643	
276645						CONF	CONF			
276654						CONF	CONF			
276850						CONF	CONF			
276953						CONF	CONF			
277240						CONF	CONF			
277277						CONF	CONF			
277736						CONF	CONF			
277820						CONF	CONF			
278256						CONF	CONF			
278555	131357	32520				CONF	CONF			
278733						CONF	CONF			
278751						CONF	CONF			
278818						CONF	CONF			
279105						CONF	CONF			
279842						CONF	CONF			
279954						CONF	CONF			
280110	333830	82218	331779	0	6363	CONF	CONF	7801	13464	
280138						CONF	CONF			
280352						CONF	CONF			
280558						CONF	CONF			
282075						CONF	CONF			
282226						CONF	CONF			
282824						CONF	CONF			
283438						CONF	CONF			
283652						CONF	CONF			
283737						CONF	CONF			
283867						CONF	CONF			
284154						CONF	CONF			
284239						CONF	CONF			
284556						CONF	CONF			
284752						CONF	CONF			
284958						CONF	CONF			
285151						CONF	CONF			
285348						CONF	CONF			
285544	0	0	0	0	0	CONF	CONF	0	0	
285553	0	0	0	0	0	CONF	CONF	0	0	
285740	2830	1284	3594	0	0	CONF	CONF	0	97	
285852						CONF	CONF			
285928						CONF	CONF			
286251						CONF	CONF			
286457	6684	1833				CONF	CONF			
286840						CONF	CONF			
287007						CONF	CONF			
287342						CONF	CONF			
287922						CONF	CONF			
287959						CONF	CONF			
288152						CONF	CONF			
288376						CONF	CONF			
288853	20252	2684	15542	0	0	CONF	CONF	0	399	
289056						CONF	CONF			
289225						CONF	CONF			
289515						CONF	CONF			
289702						CONF	CONF			
289739						CONF	CONF			
289757						CONF	CONF			
290249	30667	8674	33905	0	0	CONF	CONF	0	620	
290838	13274	495				CONF	CONF			
290922						CONF	CONF			
291059						CONF	CONF			
291376						CONF	CONF			
291611						CONF	CONF			
291732						CONF	CONF			
292234						CONF	CONF			
292467						CONF	CONF			
292850						CONF	CONF			
293053						CONF	CONF			
293352						CONF	CONF			
293437						CONF	CONF			
293651						CONF	CONF			
293754						CONF	CONF			
294023						CONF	CONF			
294751						CONF	CONF			
294779	5113	1763	5725	0	0	CONF	CONF	0	170	
294827						CONF	CONF			
295011						CONF	CONF			
295057						CONF	CONF			
295646						CONF	CONF			
296456						CONF	CONF			
296474						CONF	CONF			
296559						CONF	CONF			
296755						CONF	CONF			
297051						CONF	CONF			
297761						CONF	CONF			
298049						CONF	CONF			
298218						CONF	CONF			
298245	0	0	0	0	0	CONF	CONF	0	0	
299868						CONF	CONF			
300009	64490	9872				CONF	CONF			
300063						CONF	CONF			
300353						CONF	CONF			
300933						CONF	CONF			
300942						CONF	CONF			
301574						CONF	CONF			
301800	14512	1509	14533	0	0	CONF	CONF	0	698	
302030						CONF	CONF			
302133						CONF	CONF			
302553						CONF	CONF			
302656	13532	4101	16295	0	625	CONF	CONF	0	704	
303653						CONF	CONF			
303701						CONF	CONF			
303747						CONF	CONF			
303952						CONF	CONF			
304173						CONF	CONF			
304520						CONF	CONF			
304575						CONF	CONF			
304762						CONF	CONF			
304913	0	0	0	0	0	CONF	CONF	0	0	
305059						CONF	CONF			
305077						CONF	CONF			
305237						CONF	CONF			
305442						CONF	CONF			
306056						CONF	CONF			
306159	2679	425	3104	0	0	CONF	CONF	0	0	
306337						CONF	CONF			
306908						CONF	CONF			
307062						CONF	CONF			
307334						CONF	CONF			
307361						CONF	CONF			
307679						CONF	CONF			
308256						CONF	CONF			
308340						CONF	CONF			
308836						CONF	CONF			
309150						CONF	CONF			
309655						CONF	CONF			
309851						CONF	CONF			
310754	771364	136157				CONF	CONF			
310978	543436	161826	588972	0	135	CONF	CONF	1262	22613	
311050						CONF	CONF			
311144						CONF	CONF			
311256						CONF	CONF			
311265						CONF	CONF			
311603						CONF	CONF			
311658						CONF	CONF			
311845	337483	95511	342478	0	6284	CONF	CONF	0	23727	
311939						CONF	CONF			
312244						CONF	CONF			
312356						CONF	CONF			
313009						CONF	CONF			
313157						CONF	CONF			
313223						CONF	CONF			
313577						CONF	CONF			
314257	3246	2402				CONF	CONF			
314444						CONF	CONF			
315656						CONF	CONF			
316840	52078	8850	51788	0	0	CONF	CONF	1215	1643	
316859						CONF	CONF			
316934						CONF	CONF			
317258						CONF	CONF			
317342	38733	4410	38065	0	0	CONF	CONF	250	1208	
317379						CONF	CONF			
318974	71457	18837				CONF	CONF			
319047						CONF	CONF			
319551						CONF	CONF			
320034						CONF	CONF			
320052						CONF	CONF			
320070						CONF	CONF			
320119						CONF	CONF			
321152						CONF	CONF			
321255	0	0	0	0	0	CONF	CONF	0	0	
321273						CONF	CONF			
321330						CONF	CONF			
321947	0	0	0	0	0	CONF	CONF	0	0	
322449						CONF	CONF			
322551						CONF	CONF			
323204	34385	3351				CONF	CONF			
323651						CONF	CONF			
324153						CONF	CONF			
324229						CONF	CONF			
324256						CONF	CONF			
324340	10080	7639	13779	0	98	CONF	CONF	0	418	
324854						CONF	CONF			
324863	6252	310	6250	0	0	CONF	CONF	0	0	
324975						CONF	CONF			
325141	0	0	0	0	0	CONF	CONF	0	0	
325459						CONF	CONF			
325534						CONF	CONF			
326054						CONF	CONF			
326344						CONF	CONF			
326858						CONF	CONF			
326979						CONF	CONF			
327220						CONF	CONF			
327305						CONF	CONF			
327435						CONF	CONF			
327556						CONF	CONF			
327855						CONF	CONF			
328058						CONF	CONF			
328357						CONF	CONF			
328656						CONF	CONF			
328777	470	0	0	0	0	CONF	CONF	0	138	
329149						CONF	CONF			
329345	22377	0				CONF	CONF			
329550						CONF	CONF			
329952						CONF	CONF			
330239						CONF	CONF			
330248						CONF	CONF			
330855	12652	3968	16369	0	0	CONF	CONF	0	319	
330949						CONF	CONF			
331076						CONF	CONF			
331375						CONF	CONF			
331544						CONF	CONF			
331713						CONF	CONF			
332224						CONF	CONF			
332671						CONF	CONF			
332756						CONF	CONF			
333034						CONF	CONF			
333203	31021	8992	35960	0	0	CONF	CONF	0	903	
333650						CONF	CONF			
333856						CONF	CONF			
333940						CONF	CONF			
334264						CONF	CONF			
335346						CONF	CONF			
336147						CONF	CONF			
336361						CONF	CONF			
336576	14939	1782				CONF	CONF			
337340						CONF	CONF			
338646						CONF	CONF			
338945						CONF	CONF			
339072						CONF	CONF			
339353						CONF	CONF			
339456	7200	1163	6687	0	0	CONF	CONF	0	160	
339607						CONF	CONF			
339773	2672	0	1320	0	0	CONF	CONF	0	141	
339858	199088	99820	219154	0	185	CONF	CONF	3200	8617	
340135	16957	952	15720	0	0	CONF	CONF	0	361	
340144	8448	349				CONF	CONF			
340256						CONF	CONF			
340443						CONF	CONF			
340742	34159	7733	45358	0	0	CONF	CONF	0	1424	
340751						CONF	CONF			
341310						CONF	CONF			
342054						CONF	CONF			
342362						CONF	CONF			
342410	14635	2261	15707	0	0	CONF	CONF	0	478	
342634	270030	219649	221942	79048	0	CONF	CONF	500	5983	
343051						CONF	CONF			
343248	0	0	0	0	0	CONF	CONF	0	0	
343770						CONF	CONF			
343903						CONF	CONF			
343958						CONF	CONF			
344647						CONF	CONF			
344852						CONF	CONF			
345309						CONF	CONF			
345345	2871	210	3081	0	0	CONF	CONF	0	68	
345747	0	0	0	0	0	CONF	CONF	0	0	
345756	205152	24865	207587	0	0	CONF	CONF	0	5710	
345877						CONF	CONF			
346379	29690	2162				CONF	CONF			
346566						CONF	CONF			
346771						CONF	CONF			
347022						CONF	CONF			
347639	33416	6677				CONF	CONF			
347956	0	0	0	0	0	CONF	CONF	0	0	
348159	1186	0				CONF	CONF			
348720						CONF	CONF			
349129						CONF	CONF			
349343						CONF	CONF			
350657						CONF	CONF			
350750						CONF	CONF			
351131						CONF	CONF			
351560						CONF	CONF			
351878						CONF	CONF			
352370						CONF	CONF			
352651						CONF	CONF			
352745						CONF	CONF			
352772	104561	37651	99949	0	0	CONF	CONF	0	3225	
353238						CONF	CONF			
353546						CONF	CONF			
353555	76676	10344	69757	0	0	CONF	CONF	116	1910	
353957						CONF	CONF			
354253						CONF	CONF			
354310	53340	15077	57985	0	0	CONF	CONF	363	1237	
354552						CONF	CONF			
354851						CONF	CONF			
355120						CONF	CONF			
355559						CONF	CONF			
355858	9600	3403	10819	0	0	CONF	CONF	0	252	
356239						CONF	CONF			
356659						CONF	CONF			
356752						CONF	CONF			
357526						CONF	CONF			
357553						CONF	CONF			
357777						CONF	CONF			
357937						CONF	CONF			
358112						CONF	CONF			
358448						CONF	CONF			
358756						CONF	CONF			
359472						CONF	CONF			
359744						CONF	CONF			
360777						CONF	CONF			
361055						CONF	CONF			
361167	4949	428	4474	0	0	CONF	CONF	35	180	
361279						CONF	CONF			
361354						CONF	CONF			
361439						CONF	CONF			
362043						CONF	CONF			
362155						CONF	CONF			
362717						CONF	CONF			
362856						CONF	CONF			
362940						CONF	CONF			
363442						CONF	CONF			
363648						CONF	CONF			
363657						CONF	CONF			
363778						CONF	CONF			
364131						CONF	CONF			
364270						CONF	CONF			
364430						CONF	CONF			
364850	0	0	0	0	0	CONF	CONF	0	0	
365325	108180	37053	116591	0	0	CONF	CONF	1384	2603	
365745						CONF	CONF			
365848						CONF	CONF			
365950						CONF	CONF			
366078	12584	3725				CONF	CONF			
366238						CONF	CONF			
366247						CONF	CONF			
366359						CONF	CONF			
366658						CONF	CONF			
366854						CONF	CONF			
367150						CONF	CONF			
367178						CONF	CONF			
367431						CONF	CONF			
367543						CONF	CONF			
368054						CONF	CONF			
368344	0	0	0	0	0	CONF	CONF	0	0	
368522						CONF	CONF			
368951						CONF	CONF			
369453						CONF	CONF			
369659						CONF	CONF			
370020						CONF	CONF			
370347						CONF	CONF			
370721						CONF	CONF			
370833						CONF	CONF			
370954						CONF	CONF			
371223	26263	4163				CONF	CONF			
371232						CONF	CONF			
371362						CONF	CONF			
371559						CONF	CONF			
371755						CONF	CONF			
371849						CONF	CONF			
371924						CONF	CONF			
371942						CONF	CONF			
372444						CONF	CONF			
372538						CONF	CONF			
372640						CONF	CONF			
372855						CONF	CONF			
373272						CONF	CONF			
373553						CONF	CONF			
373601						CONF	CONF			
374130						CONF	CONF			
374653	45116	11509	50047	0	0	CONF	CONF	0	1229	
374774						CONF	CONF			
375043	11245	1836	11903	0	0	CONF	CONF	0	234	
375379						CONF	CONF			
375502						CONF	CONF			
375566	7924	1396				CONF	CONF			
375650						CONF	CONF			
376237						CONF	CONF			
376273	12890	4200	14804	0	0	CONF	CONF	100	442	
376442	0	0	0	0	0	CONF	CONF	0	0	
376947						CONF	CONF			
377663						CONF	CONF			
377850						CONF	CONF			
378044						CONF	CONF			
378110						CONF	CONF			
379050						CONF	CONF			
379153						CONF	CONF			
379470						CONF	CONF			
379649	0	0	0	0	0	CONF	CONF	0	0	
379920	391337	165781	339628	125761	0	CONF	CONF	3534	6195	
380346						CONF	CONF			
380458	22291	0				CONF	CONF			
380533						CONF	CONF			
380878						CONF	CONF			
380944						CONF	CONF			
381026						CONF	CONF			
381932						CONF	CONF			
381950						CONF	CONF			
382050						CONF	CONF			
382069						CONF	CONF			
382256						CONF	CONF			
382274						CONF	CONF			
382443						CONF	CONF			
382537						CONF	CONF			
382649						CONF	CONF			
382658						CONF	CONF			
382742						CONF	CONF			
382854						CONF	CONF			
384018						CONF	CONF			
384278	507296	92496	402257	97878	808	CONF	CONF	2086	8860	
384353						CONF	CONF			
384652						CONF	CONF			
384830						CONF	CONF			
385350						CONF	CONF			
385471						CONF	CONF			
385547						CONF	CONF			
385686						CONF	CONF			
386432						CONF	CONF			
386450						CONF	CONF			
386731						CONF	CONF			
386825						CONF	CONF			
387055						CONF	CONF			
387671						CONF	CONF			
388155						CONF	CONF			
388258						CONF	CONF			
388557						CONF	CONF			
388744						CONF	CONF			
388753						CONF	CONF			
388874						CONF	CONF			
389358						CONF	CONF			
389376						CONF	CONF			
390372						CONF	CONF			
390840						CONF	CONF			
391418						CONF	CONF			
391557						CONF	CONF			
391575	0	0	0	0	0	CONF	CONF	0	0	
391959						CONF	CONF			
391977						CONF	CONF			
392152						CONF	CONF			
392255						CONF	CONF			
392778						CONF	CONF			
393252						CONF	CONF			
393355	0	0	0	0	0	CONF	CONF	0	0	
393953						CONF	CONF			
394156						CONF	CONF			
394259						CONF	CONF			
395238	220197	45136	231402	0	336	CONF	CONF	58	3338	
396057						CONF	CONF			
396244						CONF	CONF			
396253						CONF	CONF			
396954						CONF	CONF			
397456	0	0	0	0	0	CONF	CONF	0	0	
397531						CONF	CONF			
397540	21908	3706	21965	0	0	CONF	CONF	0	431	
397559	15163	3093				CONF	CONF			
397755						CONF	CONF			
397858						CONF	CONF			
398051						CONF	CONF			
398248						CONF	CONF			
398668	0	0	0	0	0	CONF	CONF	0	0	
398837						CONF	CONF			
399357						CONF	CONF			
399517	5958	833	6314	0	0	CONF	CONF	0	171	
399731						CONF	CONF			
399973						CONF	CONF			
400057						CONF	CONF			
400141						CONF	CONF			
400365						CONF	CONF			
400767						CONF	CONF			
401072						CONF	CONF			
401559						CONF	CONF			
401755						CONF	CONF			
401906						CONF	CONF			
401951						CONF	CONF			
402846						CONF	CONF			
402873						CONF	CONF			
403067						CONF	CONF			
403151	0	0	0	0	0	CONF	CONF	0	0	
403179	7237	1575				CONF	CONF			
403254						CONF	CONF			
403656						CONF	CONF			
403870						CONF	CONF			
403946	19470	2349				CONF	CONF			
404653						CONF	CONF			
404943						CONF	CONF			
406022						CONF	CONF			
406059						CONF	CONF			
406666						CONF	CONF			
406974						CONF	CONF			
407168						CONF	CONF			
407506						CONF	CONF			
407645						CONF	CONF			
407850						CONF	CONF			
408307						CONF	CONF			
408642	20921	6260				CONF	CONF			
408875						CONF	CONF			
409265						CONF	CONF			
410159						CONF	CONF			
410560						CONF	CONF			
410748						CONF	CONF			
410917						CONF	CONF			
411062						CONF	CONF			
411174						CONF	CONF			
411231						CONF	CONF			
411240						CONF	CONF			
411549						CONF	CONF			
411576	0	0	0	0	0	CONF	CONF	0	0	
411624						CONF	CONF			
411651						CONF	CONF			
412153						CONF	CONF			
412452						CONF	CONF			
412555						CONF	CONF			
412667						CONF	CONF			
412751						CONF	CONF			
412845						CONF	CONF			
412872						CONF	CONF			
413141	26851	0	0	0	0	CONF	CONF	0	1505	
413208	6156	498	4778	0	0	CONF	CONF	1952	-421	
413347						CONF	CONF			
413543						CONF	CONF			
413646						CONF	CONF			
413673						CONF	CONF			
413758						CONF	CONF			
414102						CONF	CONF			
414652						CONF	CONF			
414764						CONF	CONF			
414858						CONF	CONF			
416245	29373	10497	32543	0	0	CONF	CONF	71	760	
416272						CONF	CONF			
416339						CONF	CONF			
416357						CONF	CONF			
416656						CONF	CONF			
416674						CONF	CONF			
417626						CONF	CONF			
417710						CONF	CONF			
418100						CONF	CONF			
418249	6340	1624				CONF	CONF			
418436						CONF	CONF			
419406	102685	8965	99107	0	0	CONF	CONF	0	3266	
419675						CONF	CONF			
419947						CONF	CONF			
420578						CONF	CONF			
420644						CONF	CONF			
420877						CONF	CONF			
421445						CONF	CONF			
421539						CONF	CONF			
422116						CONF	CONF			
422433						CONF	CONF			
422657						CONF	CONF			
423159						CONF	CONF			
423449						CONF	CONF			
423636						CONF	CONF			
423739						CONF	CONF			
424156						CONF	CONF			
424240						CONF	CONF			
424352						CONF	CONF			
424437	0	0	0	0	0	CONF	CONF	0	0	
425050						CONF	CONF			
425108						CONF	CONF			
425818						CONF	CONF			
425845						CONF	CONF			
425911	11601	2282				CONF	CONF			
426057						CONF	CONF			
426141						CONF	CONF			
426534	18101	2316	15138	0	672	CONF	CONF	0	750	
426758						CONF	CONF			
426945						CONF	CONF			
427241						CONF	CONF			
427353	33963	5965				CONF	CONF			
427858						CONF	CONF			
427960						CONF	CONF			
428060						CONF	CONF			
428462						CONF	CONF			
428547						CONF	CONF			
428855						CONF	CONF			
429021						CONF	CONF			
429487	3573	2025				CONF	CONF			
430036						CONF	CONF			
430054						CONF	CONF			
430344						CONF	CONF			
431172						CONF	CONF			
431323						CONF	CONF			
431350						CONF	CONF			
432058						CONF	CONF			
432432						CONF	CONF			
433505	3744	0	3394	0	0	CONF	CONF	0	102	
433608	23004	2300	23926	0	0	CONF	CONF	0	666	
433859						CONF	CONF			
433943						CONF	CONF			
434203						CONF	CONF			
434539						CONF	CONF			
435059						CONF	CONF			
435077						CONF	CONF			
435255						CONF	CONF			
435666						CONF	CONF			
435750	12090	3084	12448	0	0	CONF	CONF	0	381	
436159	399690	144212	371132	0	2018	CONF	CONF	663	13029	
436542						CONF	CONF			
436739						CONF	CONF			
436953	7697	1231				CONF	CONF			
437044						CONF	CONF			
437914	100569	34954	119066	0	810	CONF	CONF	0	2145	
439132						CONF	CONF			
439338	36741	422	21472	15169	242	CONF	CONF	1475	1515	
439356						CONF	CONF			
439404	1454	0	1454	0	0	CONF	CONF	0	178	
439730						CONF	CONF			
440857						CONF	CONF			
440978						CONF	CONF			
441050						CONF	CONF			
441078						CONF	CONF			
441135						CONF	CONF			
441256	36806	4999	39700	0	0	CONF	CONF	0	764	
441359						CONF	CONF			
441470						CONF	CONF			
441630						CONF	CONF			
442011						CONF	CONF			
442057						CONF	CONF			
442244						CONF	CONF			
442655						CONF	CONF			
443148						CONF	CONF			
443205						CONF	CONF			
443353						CONF	CONF			
443625						CONF	CONF			
443634						CONF	CONF			
444350						CONF	CONF			
444556						CONF	CONF			
444677						CONF	CONF			
445674						CONF	CONF			
445955						CONF	CONF			
446130						CONF	CONF			
446149						CONF	CONF			
446176						CONF	CONF			
447070						CONF	CONF			
447100						CONF	CONF			
447557						CONF	CONF			
448040						CONF	CONF			
448554						CONF	CONF			
449038						CONF	CONF			
449430						CONF	CONF			
449832						CONF	CONF			
449935						CONF	CONF			
450632						CONF	CONF			
450669						CONF	CONF			
450753						CONF	CONF			
450856	40241	13066	46487	0	0	CONF	CONF	10	1308	
450959						CONF	CONF			
451068	13183	2939				CONF	CONF			
451246						CONF	CONF			
451273	0	0	0	0	0	CONF	CONF	0	0	
451965	2604000	1822000	2517000	148000	10000	CONF	CONF	104000	156000	
452159						CONF	CONF			
452739						CONF	CONF			
452841						CONF	CONF			
453147						CONF	CONF			
453446	134171	30072				CONF	CONF			
454546	8288	1645				CONF	CONF			
454658						CONF	CONF			
454676						CONF	CONF			
454975						CONF	CONF			
455150						CONF	CONF			
455253						CONF	CONF			
455459						CONF	CONF			
455552						CONF	CONF			
455945						CONF	CONF			
455972	15954	487	13093	0	0	CONF	CONF	0	624	
456045	164068	154853	210193	0	0	CONF	CONF	0	4779	
456054						CONF	CONF			
456344						CONF	CONF			
456755	0	0	0	0	0	CONF	CONF	0	0	
457060						CONF	CONF			
457220						CONF	CONF			
457426						CONF	CONF			
457752						CONF	CONF			
458142						CONF	CONF			
458544						CONF	CONF			
458665						CONF	CONF			
458946						CONF	CONF			
459130						CONF	CONF			
459372						CONF	CONF			
459644						CONF	CONF			
459671						CONF	CONF			
460033	30721	9011	35658	0	0	CONF	CONF	0	908	
460275						CONF	CONF			
460332						CONF	CONF			
460350	0	0	0	0	0	CONF	CONF	0	0	
460556						CONF	CONF			
460770						CONF	CONF			
461058						CONF	CONF			
463605						CONF	CONF			
463650						CONF	CONF			
463735	126860	30760	131842	0	575	CONF	CONF	0	4147	
464853						CONF	CONF			
465038	12072	2166				CONF	CONF			
465243						CONF	CONF			
465524						CONF	CONF			
465618						CONF	CONF			
465672						CONF	CONF			
466044						CONF	CONF			
466240						CONF	CONF			
466754						CONF	CONF			
466932						CONF	CONF			
467144						CONF	CONF			
467470						CONF	CONF			
467658						CONF	CONF			
467733						CONF	CONF			
468673						CONF	CONF			
468806						CONF	CONF			
469250						CONF	CONF			
469559						CONF	CONF			
469737						CONF	CONF			
470032						CONF	CONF			
470050	124435	33233	142753	0	0	CONF	CONF	250	4125	
470434	48124	12508				CONF	CONF			
470452	0	0	0	0	0	CONF	CONF	0	0	
471057						CONF	CONF			
472018						CONF	CONF			
472045						CONF	CONF			
472148						CONF	CONF			
472250						CONF	CONF			
472531						CONF	CONF			
472616						CONF	CONF			
472951						CONF	CONF			
472979						CONF	CONF			
473042	31073	2391				CONF	CONF			
473257						CONF	CONF			
473266						CONF	CONF			
473501	33871	4014	36520	0	0	CONF	CONF	0	2324	
473930						CONF	CONF			
474058						CONF	CONF			
474245						CONF	CONF			
474254	8194	2303	9626	0	0	CONF	CONF	0	106	
474357						CONF	CONF			
474450						CONF	CONF			
474544						CONF	CONF			
474656						CONF	CONF			
474759	358749	90781	380646	0	0	CONF	CONF	342	13049	
474919	140340	23281	147541	0	485	CONF	CONF	1100	3585	
475345						CONF	CONF			
475354						CONF	CONF			
475653						CONF	CONF			
475756						CONF	CONF			
476445						CONF	CONF			
476472	28318	5135				CONF	CONF			
476539						CONF	CONF			
476810	1999000	1020000	250000	1815000	6000	CONF	CONF	13000	42000	
477303						CONF	CONF			
477321	5838	0				CONF	CONF			
477349						CONF	CONF			
477648						CONF	CONF			
477844						CONF	CONF			
478140						CONF	CONF			
478195						CONF	CONF			
479071						CONF	CONF			
479268	248	0	248	0	0	CONF	CONF	0	98	
479370	6027	2111				CONF	CONF			
479446						CONF	CONF			
479567						CONF	CONF			
479754						CONF	CONF			
479839						CONF	CONF			
480059						CONF	CONF			
480228	1979000	1878000	700000	1134000	5000	CONF	CONF	15000	33000	
480246						CONF	CONF			
480330						CONF	CONF			
480433						CONF	CONF			
480723	27518	1720	26398	0	0	CONF	CONF	0	677	
480853						CONF	CONF			
481159						CONF	CONF			
481177	27327	4773	29103	0	0	CONF	CONF	115	1021	
481579						CONF	CONF			
481627						CONF	CONF			
481748						CONF	CONF			
481944						CONF	CONF			
482053						CONF	CONF			
482156	139571	10205				CONF	CONF			
482370						CONF	CONF			
482446						CONF	CONF			
483274						CONF	CONF			
483537						CONF	CONF			
483751						CONF	CONF			
484057						CONF	CONF			
484776						CONF	CONF			
485054						CONF	CONF			
485139						CONF	CONF			
485214						CONF	CONF			
485456						CONF	CONF			
485559	305532	139104	308038	0	563	CONF	CONF	11588	8895	
487142						CONF	CONF			
487357						CONF	CONF			
488318	0	0	0	0	0	CONF	CONF	0	0	
488420						CONF	CONF			
488653						CONF	CONF			
488756						CONF	CONF			
489155						CONF	CONF			
489249						CONF	CONF			
489548						CONF	CONF			
489623	54128	4385	54128	0	0	CONF	CONF	0	2035	
490348						CONF	CONF			
490450						CONF	CONF			
490843						CONF	CONF			
490955						CONF	CONF			
491224	285000	94000	268000	23000	3000	CONF	CONF	1000	6000	
491402						CONF	CONF			
491653						CONF	CONF			
491934	65327	14081				CONF	CONF			
492650	13216	2051	14935	0	0	CONF	CONF	0	229	
492810						CONF	CONF			
493077						CONF	CONF			
493152						CONF	CONF			
493741						CONF	CONF			
493844						CONF	CONF			
494261	2579	9218	0	0	0	CONF	CONF	281	0	
494654						CONF	CONF			
495419						CONF	CONF			
495558						CONF	CONF			
496434						CONF	CONF			
496845	0	0	0	0	0	CONF	CONF	0	0	
496957						CONF	CONF			
497039						CONF	CONF			
497404	470873	124969	138578	377347	3765	CONF	CONF	1632	6272	
497655						CONF	CONF			
497851						CONF	CONF			
497954						CONF	CONF			
498148	7554	673				CONF	CONF			
498317						CONF	CONF			
498362	52294	28011	66762	0	0	CONF	CONF	911	1605	
498456						CONF	CONF			
498531						CONF	CONF			
498625						CONF	CONF			
498942						CONF	CONF			
499154						CONF	CONF			
499453						CONF	CONF			
499501						CONF	CONF			
499743						CONF	CONF			
499752						CONF	CONF			
499855						CONF	CONF			
500256						CONF	CONF			
500658						CONF	CONF			
501105	286092	222216	327025	0	2848	CONF	CONF	4375	71854	
501132						CONF	CONF			
501459						CONF	CONF			
501655						CONF	CONF			
501767						CONF	CONF			
501815						CONF	CONF			
502111	7134	56037				CONF	CONF			
502447						CONF	CONF			
502559						CONF	CONF			
502652						CONF	CONF			
502746						CONF	CONF			
502849	4591	0				CONF	CONF			
503547						CONF	CONF			
503640	198422	58737				CONF	CONF			
504142						CONF	CONF			
504311						CONF	CONF			
504535						CONF	CONF			
504647						CONF	CONF			
504713	9680337	2285196	2619357	2991013	14485	CONF	CONF	8044	156484	
505550						CONF	CONF			
505916						CONF	CONF			
507068	0	0	0	0	0	CONF	CONF	0	-9	
507152						CONF	CONF			
507349						CONF	CONF			
507509	19671	4313	20708	0	0	CONF	CONF	0	544	
508270						CONF	CONF			
508346						CONF	CONF			
508355						CONF	CONF			
509811	2686	345	3031	0	0	CONF	CONF	0	513	
509857						CONF	CONF			
509950	516130	154723	521610	0	16217	CONF	CONF	1000	12227	
510330						CONF	CONF			
510648						CONF	CONF			
510871	46607	9857	41710	0	0	CONF	CONF	0	3569	
510938						CONF	CONF			
510947						CONF	CONF			
511832						CONF	CONF			
513256						CONF	CONF			
513322						CONF	CONF			
513340						CONF	CONF			
513546						CONF	CONF			
513854						CONF	CONF			
514048						CONF	CONF			
514057						CONF	CONF			
514066						CONF	CONF			
514132						CONF	CONF			
514356						CONF	CONF			
514655						CONF	CONF			
514936						CONF	CONF			
515979						CONF	CONF			
516154						CONF	CONF			
516855						CONF	CONF			
