"IDRSSD"	RCONC970	RCONC971	RCONC972	RCONC973	RCONC974	RCONC975	RCONC978	RCONF164	RCONF165	RCONG401	RCONG402	RCONG403	RCONG404	RCONG405	RCONG406	RCONG407	RCONG408	RCONG409	RCONG410	RCONG411	RCONG412	RCONG413	RCONG414	RCONG415	RCONG416	RCONG417	RCONG418	RCONG422	RCONG423	RCONG427	RCONG428	RCONG432	RCONG433	RCONG437	RCONG453	RCONG457	RCONG458	RCONG462	RCONHT72	RCONJ455	RCONJ456	RCONJ457	RCONJ459	RCONPV10	RCONPV11	RCONPV12	RCONPV13	RCONPV14	RCONPV15	RCONPV16	TEXT3555	TEXT3556	TEXT3557	TEXT5592	TEXT5593	TEXT5594	TEXT5595	
1856							0	844	0																																	1359	298	0	0													
2161							25000	3262	8142																																	1060	12546	0	0													
2732							43000	0	20910																																	42170	4954	0	0													
2750							4800	696	322																																	1401	8514	0	0													
3252							22400	0	466																																	3737	17032	0	0						One way Sell							
3458							0	468	253																																	715	1080	0	0													
3720							5000	1788	2123																																	2497	3682	0	0													
3971							0	6588	26226																																	53139	9325	0	0													
4231							0	2687	5810																																	680	3379	0	0													
5069							0	220	12089																																	1940	0	0	0													
5135							0	2215	29428																																	10863	40830	0	0													
5210							0	36433	87893																																	146483	56855	0	0													
5461							32500	0	13087																																	11393	13499	0	0													
5751							0	411	1048																																	9618	17085	0	0													
6039	0	0	0	0	0	0	0	14777	25614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														2175	0	11509	3830	0	0													
6329	0	0	0	0	0	0	0	40941	92783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	39009	20375	0	0													
7009							0	0	0																																	0	0	0	0													
7045	0	0	0	0	0	0	0	1518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																669	6513	0	0													
7072							13750	5747	546																																	6584	6082	0	0													
7456							0	1075	678																																	6892	29476	0	0													
7634							0	914	0																																	255	767	0	0													
8462							0	1649	27																																	4363	2735	0	0													
8631							0	869	440																																	243	102	0	0													
9357							0	0	11381																																	150332	4377	5314	180577													
9553							0	1126	2345																																	2953	29350	0	0													
9807	0	0	0	0	0	0	0	56226	264769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	11105	6137	0	0						MUNICIPAL LETTER OF CREDIT FHLBNY							
9955							0	0	2311																																	6576	11684	0	0													
10250							0	3025	19332																																	39657	8980	0	0													
10849							0	6849	7307																																	2949	6051	0	0													
11145	0	0	0	0	0	0	0	1346	9086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	7696	115	0	0													
11640							0	5741	4645																																	7605	41873	0	0													
11837							0	7935	4949																																	4108	1030	0	0													
12030							0	244	34847																																	8412	20500	0	0													
12142							0	453	1285																																	10259	11552	0	0													
12311																																																										
12647							0	2354	0																																	5437	13555	0	0													
12946							514899	15532	188204																																	84908	76089	0	0													
13103	0	0	0	0	0	0	0	10639	179750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	169753	21061	0	0													
13251							0	554	0																																	834	564	0	0													
13457							0	9009	1835																																	728	4464	0	0													
14155							0	19168	6875																																	3489	11074	0	0													
14650							0	1756	7001																																	9039	3172	0	0													
14753							0	0	15																																	275	5013	0	0													
14865							4000	2332	11557																																	63510	115607	0	0													
14977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																423	8025	0	0													
16551							0	8865	2766																																	15803	615	0	67													
17110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																7619	139557	0	0													
17147	0	0	0	0	0	0	0	144644	745880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	3065377	326709	0	245526	59638	0	185888	0	0								
17259							0	567	1002																																	356	815	0	0													
17950							0	3596	7703																																	13512	24009	0	0													
17978							0	15790	215																																	0	26	0	0									Commit's to Originate Single Family Mortgages	Commit's to Originate Multi-Family Mortgages			
18050							0	6909	29261																																	12347	14268	0	0													
18827							188000	18651	186632																																	80619	23376	0	2550													
18836							0	2873	12719																																	797	7517	0	0													
18854	0	0	0	0	0	0	750	42917	94283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	103946	19280	0	0													
19356							0	372	4269																																	3428	130	0	0													
19936							0	4567	2988																																	13252	11067	0	0													
19972							0	4425	0																																	0	0	0	0													
20053							2390	5342	0																																	9392	7444	0	0													
20633							14700	2753	3362																																	1585	1779	0	0													
20857							0	2864	6294																																	25376	87811	0	0													
21256							0	0	0																																	1	34	0	0													
21359							0	505	57																																	1349	13	0	2490													
21658	0	0	0	0	0	0	0	1181	6599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																5186	5836	0	0													
22048							0	1467	16212																																	12352	5787	0	0													
22543							0	10514	9907																																	13505	1609	0	0													
22552							0	0	430																																	8645	11629	0	0													
22730							0	835	3515																																	4260	2867	0	0													
23456							0	7795	4772																																	4289	5554	0	0													
23504	0	0	0	0	140627	0	1369200	7180	185385	0	0	140627	0	0	0	0	0	13863	116839	9925	0	0	0	0	0	0	80449	0	69840	0	0	0	0	0	0	0	69840	0		0	0	731937	67691	0	254107	69963	110300	64755	0	9089								
23643							0	3629	5276																																	6492	1287	0	0													
23755							0	2169	3676																																	6507	569	0	0													
24006							0	0	34264																																	69329	11281	0	0													
24378							0	808	578																																	14	28	0	0													
24659							0	0	1006																																	295	3817	0	0													
24949							0	1549	27309																																	6756	6664	0	0													
25357							2050	9681	9791																																	1168	30123	0	0													
25647	0	0	0	0	0	0	0	759	7510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	11613	1894	0	0													
26765							267950	61419	215688																																	410836	39182	0	1505													
27070							0	1270	28077																																	23510	20604	0	0													
27614							0	3353	5220																																	6288	10663	0	0													
27847							0	6733	22167																																	7191	1353	0	0													
28013	0	0	0	0	0	0	0	250	68273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	106026	0	0	0													
28152	0	0	0	0	0	0	0	539	1185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																15411	8923	0	0													
28675	0	0	0	0	0	0	0	3568	2042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																5305	8119	0	0													
28732							0	10034	266																																	4553	2470	0	0													
29476							26525	223	7850																																	9165	0	0	0													
29636							0	28668	54688																																	13199	3245	0	0													
29878							0	1527	33111																																	0	8034	0	0													
30052							0	1167	2479																																	752	0	0	0													
31134	0	0	0	0	0	0	0	2390	706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																544	5808	0	0													
31255	0	0	0	0	0	0	217218	21711	46465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	32305	2454	0	15203													
31657							0	1193	0																																	3171	859	0	0													
31826	0	0	0	0	0	0	0	2961	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	39	39970	0	0													
31835							23405	0	2178																																	627	20450	0	0													
32234							0	636	180																																	11974	3467	0	0													
32766							0	4092	4314																																	8245	2574	0	0													
32971							0	13418	11822																																	5741	2777	0	0													
33147							77720	4793	22651																																	15913	33066	0	0													
33259							0	17444	53949																																	44350	26962	0	0													
33370	0	0	0	0	0	0	0	147	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	0	0													
33839							0	0	0																																	646	1733	0	0													
33857	0	0	0	0	0	0	0	30249	39448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	67135	90562	0	0													
34434							76000	9834	16624																																	3869	5222	0	0													
34537	0	0	0	0	10348	38125	0	712633	115411	0	0	10348	0	38125	0	0	0	0	0	10348	0	0	0	9432	13985	14708	14245	12389	0	0	0	0	0	0	0	0	0	0		0	0	671679	772591	0	0	0	0	0	0	0								
34555	0	0	0	0	0	0	0	2619	19546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														2299	1123	3847	8113	0	0													
34742							60700	86557	5756																																	9422	7728	0	0													
35057	0	0	0	0	0	0	2600	3057	1917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2311	13136	0	0													
35301																																																										
35646							0	576	0																																	3998	101	0	0													
35879							0	12377	1021																																	0	4831	0	0													
36933							0	27748	12548																																	1899	6735	0	0													
37051							0	350	2307																																	2514	6452	0	0													
37341							0	0	0																																	1315	1424	0	0													
37435							0	44111	60416																																	13188	11366	0	0													
37640	0	0	0	0	0	0	0	90577	321453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														68797	60467	397434	312398	0	0													
37659							0	80	39																																	2259	427	0	0													
37949							0	0	0																																	0	20768	0	0													
38740							0	3666	11905																																	5119	1949	0	0													
39327							0	11367	25310																																	23466	24455	0	0													
39756	0	0	0	0	0	0	18900	15881	6115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	83380	71022	0	0													
40033							0	85	0																																	0	119	0	0													
40499	0	0	0	0	106337	108367	205600	6415	216795	0	0	106337	108367	0	0	77955	28382	0	0	0	4823	96468	7076	0	0	0														0	0	182111	62240	0	0													
40855							0	1801	2370																																	1026	2180	0	0													
41553							0	1146	2528																																	670	1481	0	0													
41629							0	817	9048																																	4424	1309	0	25000													
41825	0	0	0	0	0	0	0	20880	33110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	135131	3266	0	0													
42037							0	418	330																																	1211	570	0	0													
42354							13000	989	7870																																	2931	2335	0	0													
42372							0	17050	857																																	3345	4801	0	0													
42420	0	0	0	0	156136	158411	8275	56969	449685	0	0	156136	0	158411	0	0	0	6666	129160	20310	0	0	0	17744	127268	13399	9652	23356	0	0	0	0	0	0	0	1176695	0	1176695		44428	68483	794541	125534	0	0	0	0	0	0	0								
42448							196425	55901	72787																																	50042	116791	0	0									POTENTIAL RECOURSE ON SOLD LOANS				
42457							0	0	243																																	223	7965	0	0													
43052							0	301	0																																	19215	1369	0	0													
43351							0	7058	9506																																	11560	9560	0	0								0					
43856							3500	711	0																																	2413	45	0	0													
43959							0	5683	2721																																	3893	1873	0	0													
44040							0	1547	847																																	5655	22912	0	0													
44433	0	0	0	0	0	0	0	19965	36400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	3172	2243	0	0	0													
44741							0	19230	25141																																	8321	3643	0	0													
44750							0	7287	5036																																	1652	23	0	0													
44929	0	0	0	0	0	0	0	0	2288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3150	1778	0	0													
45056							0	697	100																																	3024	9041	0	0													
45458							0	1628	9395																																	12995	16386	0	0													
45551							0	0	60452																																	0	241880	0	0													
45560	0	0	0	0	0	0	0	42086	127820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	205084	52393	0	0													
45775							0	1407	0																																	1047	7147	0	0													
46053							0	939	10981																																	7765	8161	0	0													
46941							0	1209	10092																																	757	12472	0	0													
47247	0	0	0	0	0	0	0	106113	9024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														1702	6003	32884	6004	0	0													
47500							0	4605	27239																																	5995	6761	0	0													
48057							18550	127	973																																	910	9156	0	0													
48374							0	4288	126822																																	33020	56302	0	0													
48440							0	4113	637																																	9000	6814	0	0									FHLB Pool (8026)	FHLB New (14578)	FHLB (17742)	FHLB (18555)	
49054							0	1384	5352																																	3369	4974	0	0													
49148							0	415	67																																	4420	1407	0	0													
49241							70000	11081	99834																																	96700	34143	0	0													
49652							0	0	2361																																	3846	6086	0	0													
49858							0	25075	4263																																	2101	0	0	0													
49951							0	431	730																																	15460	4880	0	0						Federal Home Loan Bank							
50144							0	225	0																																	1765	1100	0	0													
50461	0	0	0	0	0	0	0	9897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																8177	50	0	0													
51253	0	0	0	0	0	0	0	4763	6763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	1790	1914	0	0													
51356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	759	0	0													
51459							0	770	2457																																	7692	30664	0	0													
51842	0	0	0	0	0	0	0	5362	60466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	37687	26626	0	0													
52719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	0	0	0	0													
52951							4350	653	235																																	9599	4642	0	0						FHKB Letter of Credit							
53051							0	0	92																																	2653	1086	0	0													
54058	0	0	0	0	0	0	0	17595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	0	38430	0	0													
54656	0	0	0	0	0	0	0	1049	11902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	15225	14983	0	0													
54973	0	0	0	0	0	0	0	41558	189423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	361339	82345	0	198													
55336							0	3065	23454																																	15111	561	0	0													
55635							0	1462	205																																	694	2583	0	0													
55653							0	528	3457																																	5103	1387	0	0													
55970							0	16791	19629																																	1586	799	0	0													
56258							0	1356	6970																																	21498	9345	0	0													
56351	0	0	0	0	0	0	0	51989	83409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	179209	94486	0	7000													
56548							28650	1630	31730																																	872	9730	0	0													
56717							0	4560	32143																																	23145	18015	0	0													
57451							0	1460	29350																																	42621	3563	0	0													
58225							0	2459	5537																																	10929	1602	0	0													
58243	1078	0	0	0	65814	16869	0	86497	356550	0	0	66892	0	16869	1078	0	0	33559	19122	13133	0	0	0	0	16869	0														67121	22971	679925	312299	0	19726													
58355							0	1753	0																																	4474	1695	0	0													
58551							0	0	0																																	2337	16592	0	0													
58636							35000	14457	6799																																	10168	10757	0	0													
58757							0	3603	4171																																	35775	39660	0	0													
58971	0	0	0	0	0	0	0	161994	435856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	80	0	0	0	0	0	0	0	0	0	0		105276	83217	1356601	417332	0	0	0	0	0	0	0								
59316							144725	12313	86065																																	82807	14018	0	0													
59352							0	1045	8096																																	5688	10456	0	0													
59370							0	6659	2185																																	13122	2077	0	0													
59754							0	3958	248																																	4199	0	0	71													
60143																																																										
60330	0	0	0	0	0	0	0	12980	7407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	32231	27719	0	0													
60545							0	2075	539																																	7664	20254	0	0													
60554							0	0	417																																	2644	6205	0	0													
60648							0	1780	4387																																	14848	6972	0	0													
61122	0	0	0	0	0	0	6921	11963	46715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	132403	4276	0	0													
61355							0	7635	37572																																	67992	25658	0	0													
61757	0	0	0	0	0	0	0	5693	12510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	18727	2414	0	0													
61832							0	2563	6579																																	11685	4947	0	0													
61953							0	3547	495																																	2276	2826	0	0													
62044							0	14912	4783																																	17022	8304	0	0													
62110							0	0	0																																	0	0	0	0													
62147							0	1437	4459																																	692	898	0	0													
63050							0	9270	10907																																	3859	2506	0	0													
63069																																																										
63201							0	772	395																																	4505	1455	0	0													
63573							0	57765	35998																																	7981	788	0	0													
63733	0	0	0	0	0	0	0	47515	30562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	12722	64088	0	0													
64150							0	4125	1984																																	10137	16302	0	0													
64552	0	0	0	0	0	0	26400	3994	19059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	1822	470	0	0													
64730							0	7368	12858																																	166	2403	0	0													
65205							0	2144	45664																																	11247	7506	0	0													
65559	0	0	0	0	0	0	0	23724	10350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	39243	46050	0	0													
65858							0	166477	165152																																	129478	129107	0	0						N/A	N/A	N/A	N/A	N/A	N/A	N/A	
66154							3500	7103	8797																																	23754	5433	0	0													
66275							20000	2304	6040																																	29940	26493	0	0													
67142							0	3769	328																																	519	1912	0	0													
67151							0	43228	54800																																	34612	2931	0	0													
67209							0	58894	90786																																	37120	17444	0	0													
67254							0	0	0																																	0	0	0	0													
67656	0	0	0	0	0	0	0	6937	49680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														132976	1130	14685	28739	0	0													
67870							0	18563	28989																																	14885	2634	0	0													
68671							0	568	0																																	0	0	0	0													
68756	0	0	0	0	0	0	0	27108	13097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	101356	31855	0	0													
68831							30000	3753	5303																																	2096	5151	0	0													
69333	0	0	0	0	0	0	0	21228	72999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	98098	6137	0	15517													
69678							0	4246	4885																																	51328	19776	0	0													
70218	0	0	0	0	0	0	0	0	3620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																610	35	0	0													
70414							0	9401	1317																																	23195	15837	0	0													
70638							53200	4353	673																																	3095	26381	0	0													
70955							0	0	0																																	0	1058	0	0													
71073							0	4782	1056																																	1506	23885	0	0													
71457							29700	0	0																																	35513	87786	0	0													
71859							0	0	0																																	63	106821	0	0													
72258							0	542	1064																																	16761	0	0	11587													
72351							0	93	0																																	524	713	0	0													
72454							0	819	144																																	4416	4115	0	0													
72678							0	843	15516																																	11	1721	0	0													
73116							0	17911	30380																																	19150	523	0	0													
73152							0	165	458																																	545	5579	0	0													
73554							0	409	4266																																	10375	46060	0	0													
73956							0	0	0																																	1262	1601	0	0													
74056							0	0	85839																																	1474	27444	0	0													
74140	0	0	0	0	0	0	0	19143	49794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	5143	148035	131403	0	0													
74403	0	0	0	0	0	0	63400	23692	23221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	68987	19234	0	0													
74449							0	663	0																																	56	205	0	0													
75259							17800	15297	54362																																	135410	19115	0	0													
75446							0	1985	39																																	9222	16857	0	0													
75455							0	0	0																																	65	774	0	0													
75633																																																										
75651							0	0	0																																	545	3828	0	0													
76153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1407	9367	0	0													
76443							0	8452	1136																																	481	1772	0	0													
76854							11400	15323	26919																																	43839	1551	0	0													
77150	0	0	0	0	0	0	0	1331	1102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																4587	7969	0	0													
77253							0	5405	3267																																	9474	16626	0	0													
77422							0	826	2910																																	0	2710	0	5500													
77851	0	0	0	0	0	0	0	20208	96500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														6016566	56695	383755	196362	0	5900													
78157							0	36	2835																																	255	1	0	0													
78241							0	1647	176																																	868	3352	0	0													
78559							0	823	811																																	417	1975	0	0													
79042	0	0	0	0	0	0	0	15211	17331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	1465	0	0	0													
79127							0	318	1100																																	732	88	0	0													
79145							16550	2966	8634																																	287	3084	0	0													
79257							0	0	0																																	1048	0	0	0													
79855							0	5099	11710																																	6792	6651	0	0													
80150							0	395	9136																																	19380	80901	0	0													
80374							0	2844	0																																	1661	1579	0	0													
80431							0	827	388																																	1051	330	0	0													
81175							0	5265	5713																																	18407	29904	0	0													
82033							0	229	14693																																	10490	0	0	0													
82257							0	0	0																																	1584	3214	0	0													
82350							0	178	10																																	534	624	0	0													
83375							0	18818	64057																																	223806	91852	0	0													
83638																																																										
83834							5000	507	9896																																	7151	12533	0	0													
83852							0	47	0																																	117	6930	0	0													
83955							0	1538	1317																																	9876	4122	0	0													
84046							0	68	0																																	929	730	0	0													
84541							0	48133	61697																																	74281	88825	0	14028													
85052							0	0	2339																																	5308	87	0	0													
85472	0	0	0	0	68372	39196	1625000	136943	794328	0	0	68372	0	39196	0	0	0	34167	34205	0	0	0	0	4783	28370	6043	57319	5518	54410	0	0	0	0	0	0	0	54410	0		0	0	739279	176998	0	286256	35000	126101	88427	36728	0								
85931							0	2453	203																																	3934	2689	0	0													
86349							24000	5218	3466																																	1301	7864	0	0													
86675							0	21623	32436																																	2002	0	0	139													
87047							0	1023	2965																																	4	33	0	0													
87234							25000	42432	21131																																	27010	233	0	0													
87476							62013	0	455																																	0	0	0	0													
87579	0	0	0	0	0	0	16755	15889	13077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	286	11409	0	0													
88231							37000	78104	38289																																	19360	1332	0	0													
88259							0	250	0																																	3545	8103	0	0						Federal Home Loan Bank Letters of Credit							
88352	0	0	0	0	0	0	0	679	3986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																5654	4689	0	0													
88455							4920	15182	7110																																	27043	169191	0	0													
89032							11500	4309	7797																																	3194	3686	0	0													
89135							0	1154	770																																	5467	0	0	0													
89854							5000	3296	4666																																	3182	13693	0	0													
89957							7944	6923	2750																																	5038	0	0	0													
90047							0	99	0																																	92	2368	0	0													
90177							12000	0	0																																	0	3913	0	0													
90328							0	20204	63393																																	10453	26437	0	1245													
90337							25000	9864	23349																																	45482	6024	0	0													
90579							0	2489	6816																																	6521	0	0	0													
91615							7550	0	0																																	0	8702	0	0													
91754	0	0	0	0	0	0	0	4752	3008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	11639	7423	0	0													
91950							0	0	0																																	0	5998	0	0													
92144							0	0	0																																	0	4926	0	0													
92676	0	0	0	0	0	0	0	7360	31832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	64346	27271	0	0													
92706							0	7212	267																																	3471	877	0	0													
92902							0	0	0																																	0	0	0	0													
93244							0	4236	12450																																	13364	12475	0	0													
93543							0	8060	18030																																	18507	23321	0	0													
93619																																																										
94139							30000	6412	10732																																	23119	15206	0	0						FHLB LC'S AVAILABLE FOR PLEDGING							
94522							45000	46846	32117																																	27981	17477	0	0													
94755							0	4229	2489																																	5292	8092	0	0													
94858							0	2771	23																																	2079	6247	0	0													
95051	0	0	0	0	0	0	0	630	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														8261	167	1278	3373	0	0													
95677							0	0	0																																	661	195	0	0													
96553							2000	121	2075																																	3837	18936	0	0													
97055							49065	1213	2449																																	10644	61183	0	0													
97279							0	1517	101																																	2937	1489	0	0													
97457							27616	2495	2135																																	2029	12376	0	0													
97804							0	324	95371																																	99507	0	0	7770													
97943							0	4226	2803																																	15862	23079	0	0													
98351							0	4211	1255																																	1091	2420	0	542													
98463							0	0	17300																																	39325	18620	0	0													
98717	0	0	0	0	0	0	0	0	911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	0	0													
99143							17250	921	1638																																	4697	20973	0	0													
99376	0	0	0	0	31772	0	58820	0	656396	0	0	31772	0	0	0	0	0	0	6369	25403	0	0	0	0	0	0														0	0	291403	12	189424	12									Commitments to purchase loans	Recourse on loans			
99442							0	5945	28397																																	18118	39531	0	0													
99536							0	17047	79417																																	23201	1142	0	0													
99853							0	385	0																																	59	47	0	0													
100236							0	12759	12026																																	6218	18197	0	0													
100357							0	34595	17364																																	21028	94708	0	0													
100562	0	0	0	0	0	0	0	39392	518290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	111449	613056	349235	0	0													
100777							0	7853	4554																																	13604	1112	0	0													
100843							0	4610	11192																																	7888	41152	0	0													
101037							0	16378	21316																																	21673	49117	0	0													
101439							0	4452	13055																																	1949	6483	0	0													
