"IDRSSD"	RCON0211	RCON1287	RCON1709	RCON1713	RCON1733	RCON1736	RCON1752	RCON1754	RCON1773	RCON2163	RCON2192	RCON2941	RCON3129	RCON3190	RCON3545	RCON3548	RCON8492	RCON8495	RCON8496	RCON8499	RCONB989	RCONB995	RCONG389	RCONG390	RCONG393	RCONG394	RCONG397	RCONG398	RCONG399	RCONG400	RCONHT71	RCONJA22	RCONJF75	
13251	0	914					781	0	3293					0	0	0			0	273	0	0										0		
13457	0	248					0	0	1896					0	0	0			0	208	0	0										0		
14155	0	14052					517	0	25826					2500	0	0			0	6784	0	0										0		
14650	1494	0					232	5054	0					0	0	0			3556	0	0	0										0		
14753	0	197					160	288	10037					0	0	0			250	4828	0	0										133		
14865	0	0					715	3695	197339					0	0	0			1008	3369	0	0										0		
14977	0	922					65	0	1800					0	0	0			0	878	0	0										0		
16551	0	52438					4140	20591	54302					30000	0	0			16841	481	0	0										0		
17110	2601	0					219	2601	0					0	0	0			0	0	0	0										21251		
17147	0	0					47290	2023071	1358130					906868	0	0			1076773	840013	0	114758										0		
17259	0	937					375	265	14458					0	0	0			265	8770	0	0										0		
17950	0	69557					1532	0	392668					0	0	0			0	76026	0	0										171		
17978	15442	0					292	116919	0					0	0	0			10579	0	0	0										0		
18050	0	26144					2744	0	329124					30000	0	0			0	123632	0	0										0		
18827	0	3923					12033	0	349514					72295	0	0			0	91264	0	0										1909		
18836	0	2441					502	0	36842					0	0	0			0	4048	0	0										0		
18854	0	5506					1182	0	57170					0	0	0			0	19602	0	0										0		
19356	0	0					708	0	13501					6000	0	0			0	9597	0	0										0		
19936	0	41591					579	579	109607					5116	0	0			0	16551	0	0										0		
19972	0	0					39	26338	0					0	0	0			26301	0	0	0										1218		
20053	0	495					484	0	4826					7000	0	0			0	2261	0	0										0		
20633	0	2432					1312	0	71369					14537	0	0			0	24505	0	0										665		
20857	58153	0					1410	97363	111531					21633	0	0			36710	105920	0	500										74		
21256	0	300					66	0	2086					0	0	0			0	0	0	0										0		
21359	0	3388					363	241	21614					0	0	0			0	3471	0	0										0		
21658	0	8104					1503	0	38806					22130	0	0			0	7341	0	0										97		
22048	0	0					621	0	46842					437	0	0			0	18067	0	0										0		
22543	0	0					824	0	1500					0	0	0			0	1500	0	0										97		
22552	0	2924					1384	2209	12977					1062	0	0			2209	249	0	0										78		
22730	0	0					422	0	130813					168	0	0			0	37145	0	5456										0		
23456	0	0					1748	488	74219					7272	0	0			488	34179	0	0										0		
23504	0	0					67110	625188	702261					577840	87411	87411			0	22274	0	0										2623		
23643	0	0					1699	0	103134					8000	0	0			0	48316	0	0										0		
23755	0	0					1049	36070	48204					9846	0	0			19465	22617	0	0										0		
24006	0	83803					4880	0	231368					6854	8123	8123			0	18946	0	0										0		
24378	0	0					385	8816	2550					6000	0	0			698	0	0	0										0		
24659	11549	28848					56	13868	32214					0	0	0			1810	1347	0	0										14		
24949	0	0					1746	113682	77858					8750	0	0			0	0	0	0										0		
25357	0	0					3639	17339	51629					0	0	0			1127	4941	0	0										0		
25647	0	10019					1315	0	25250					27000	0	0			0	0	0	0										0		
26765	0	5832					11594	5175	166483					0	0	0			5175	7866	0	0										0		
27070	0	7238					7829	0	166696					95750	0	0			0	87111	0	0										0		
27614	0	0					1160	0	254257					0	0	0			0	92390	0	0										0		
27847	0	0					2422	0	133613					29000	0	0			0	83991	0	0										0		
28013	0	0					48731	8454	1300975					877458	18559	4567			0	683	0	0										1278		
28152	1101	4352					521	18954	26195					0	0	0			11381	9164	0	0										0		
28675	0	0					2103	0	139801					26118	0	0			0	3950	0	0										87		
28732	0	946					141	7038	22673					0	0	0			1266	4546	0	0										0		
29476	0	10659					754	431	14705					0	0	0			431	2368	0	0										0		
29636	0	0					1765	361740	173772					0	0	0			93076	75409	0	284646										698		
29878	0	0					2568	0	48113					0	0	0			0	0	0	0										0		
30052	0	0					133	0	8116					0	0	0			0	1004	0	0										0		
31134	0	2922					168	0	25026					0	0	0			0	18148	0	0										0		
31255	0	15357					2579	0	186016					0	0	0			0	111589	0	0										0		
31657	0	0					486	102553	0					0	0	0			10620	0	0	0										0		
31826	0	1499					1949	0	36065					0	0	0			0	20728	0	0										0		
31835	0	2867					0	2210	43035					0	0	0			2210	7744	0	0										772		
32234	14896	0					3519	157043	68339					0	0	0			112845	3968	0	0										0		
32766	0	0					1163	0	0					19000	0	0			0	0	0	0										0		
32971	0	854					1638	0	30047					17500	0	0			0	18639	0	0										71		
33147	0	0					2124	0	39340					7500	0	0			0	10098	0	0										0		
33259	0	84219					2307	1405	138641					36000	0	0			0	0	0	0										0		
33370	0	0					273	11	0					5272	0	0			0	0	0	0										0		
33839	0	0					90	0	14607					222	0	0			0	4418	0	0										0		
33857	0	16178					9036	0	84516					197725	0	0			0	27667	0	0										0		
34434	1496	3665					1134	2350	46134					0	0	0			854	13953	0	0										0		
34537	0	198					102484	613312	2866185					715000	0	0			0	5741	0	314107										13756		
34555	0	45982					4125	0	146731					3341	0	0			0	35520	0	0										0		
34742	0	0					2012	3000	76990					5000	0	0			0	18457	0	0										0		
35057	0	4905					712	0	12744					0	0	0			0	3978	0	0										87		
35301	3051000	26383000	0	0	0	4000	820000	39301000	50289000	7453000	272252000	0	252696000	23794000	5074000	7084000	8000	0	0	30000	6031000	2377000	15072000	5391000	13769000	5764000	5702000	3889000	1699000	8828000	0	6000	0	
35646	0	567					591	0	24348					0	0	0			0	16088	0	0										0		
35879	10879	0					2506	38851	22535					44756	0	0			0	11996	0	0										0		
36933	0	0					1117	0	52719					16500	0	0			0	22453	0	0										0		
37051	0	0					680	0	1823					15000	0	0			0	1823	0	0										29		
37341	0	0					674	0	5774					2000	0	0			0	4473	0	0										20		
37435	0	68564					1557	48654	601348					0	0	0			2630	23306	0	0										0		
37640	0	160247					17966	0	1568110					77274	0	0			0	459138	0	23290										0		
37659	0	0					54	4568	150					0	0	0			4568	0	0	0										0		
37949	0	1988					481	0	122816					3000	0	0			0	61667	0	28320										0		
38740	0	0					3515	0	80060					55232	0	0			0	24700	0	0										0		
39327	2991	2889					675	22081	185122					0	0	0			5020	8242	0	0										0		
39756	0	5041					701	0	5045					3566	0	0			0	0	0	4551										0		
40033	0	2319					474	0	19667					0	0	0			0	2663	0	0										0		
40499	0	0					21948	19212	287266					439652	17294	17294			0	0	0	0										0		
40855	0	0					875	0	9607					5300	0	0			0	4617	0	0										0		
41553	0	0					477	15188	59217					0	0	0			15188	3320	0	0										0		
41629	0	5098					1616	0	47334					22500	0	0			0	8665	0	0										0		
41825	0	0					1427	88808	46712					15000	109	35			28786	5971	0	0										0		
42037	0	0					65	0	23598					0	0	0			0	11517	0	0										0		
42354	0	9330					1603	0	40335					35000	0	0			0	15278	0	0										0		
42372	0	12607					806	0	86609					10000	0	0			0	6555	0	0										0		
42420	0	0					41614	498043	1111045					329985	0	0			24178	6597	0	29874										0		
42448	0	0					10367	0	174286					140858	0	0			0	128171	0	0										0		
42457	0	0					303	7982	8202					0	0	0			7982	0	0	0										0		
43052	0	1092					2590	0	25179					1450	0	0			0	7928	0	0										0		
43351	0	0					657	0	3185					10918	0	0			0	1940	0	0										0		
43856	0	489					1362	2305	8981					2000	0	0			2305	804	0	0										0		
43959	0	1653					1428	0	85067					30600	0	0			0	42688	0	0										0		
44040	0	0					1393	0	149089					0	0	0			0	45255	0	0										0		
44433	0	0					7278	0	560807					65000	0	0			0	8892	0	0										0		
44741	0	5016					1459	0	174516					0	0	0			0	126712	0	0										924		
44750	0	0					2093	0	41747					25600	0	0			0	513	0	0										0		
44929	0	41855					544	0	50350					0	0	0			0	3312	0	0										0		
45056	0	1906					240	8743	27184					65	0	0			8743	327	0	0										0		
45458	0	0					2962	500	70222					27721	0	0			0	26000	0	0										0		
45551	0	39517					6819	0	183839					50000	0	0			0	71536	0	0										0		
45560	0	0					11160	35151	520840					0	0	0			3972	34987	0	0										3513		
45775	0	0					406	0	26495					8157	0	0			0	724	0	0										0		
46053	0	4849					2647	36777	72577					0	0	0			22906	23171	0	0										119		
46941	0	0					570	1860	41311					3394	0	0			1360	11658	0	0										0		
47247	0	0					7593	832	27930					53000	408	447			332	14333	0	0										0		
47500	0	0					3384	0	48765					78579	0	0			0	6293	0	0										5740		
48057	0	1720					546	0	27398					0	0	0			0	16088	0	0										0		
48374	0	2497					9459	0	109397					49000	0	0			0	27207	0	220										505		
48440	0	0					1194	0	51092					11150	0	0			0	16056	0	0										0		
49054	0	0					1962	0	31775					36645	0	0			0	958	0	0										0		
49148	0	0					284	0	53201					0	0	0			0	13715	0	0										0		
49241	0	0					12780	31389	111447					0	0	0			8810	38579	0	0										0		
49652	0	0					1024	0	42990					17769	0	0			0	20292	0	0										998		
49858	0	1001					166	0	20722					0	0	0			0	1979	0	0										0		
49951	0	0					641	0	18328					10050	0	0			0	0	0	0										0		
50144	0	0					397	44010	0					0	0	0			8147	0	0	0										0		
50461	0	0					0	0	0					0	0	0			0	0	0	0										0		
51253	0	0					7055	0	21830					115000	0	0			0	0	0	0										0		
51356	0	0					0	0	16983					0	0	0			0	0	0	0										0		
51459	0	30746					3771	0	139910					0	0	0			0	30613	0	0										71		
51842	0	917					1846	0	74789					2000	0	0			0	31759	0	0										12		
52719	0	0					6402	0	0					0	0	0			0	0	0	0										0		
52951	0	0					3265	0	168077					50853	0	0			0	69657	0	0										0		
53051	0	0					5	29266	0					0	0	0			3080	0	0	0										0		
54058	0	6715					2972	0	119111					29000	0	0			0	39959	0	0										0		
54656	0	21162					2351	0	609145					0	0	0			0	459377	0	0										0		
54973	59953	121883					104529	1126159	667986					0	0	0			0	13500	0	0										0		
55336	0	26186					1848	0	117359					2481	0	0			0	22783	0	0										0		
55635	0	2999					177	0	6857					0	0	0			0	0	0	0										0		
55653	0	24863					302	0	25856					0	0	0			0	0	0	17723										0		
55970	0	48969					368	0	50693					200	0	0			0	0	0	0										0		
56258	0	0					722	0	124216					11640	0	0			0	48178	0	0										0		
56351	0	0					11203	267871	400408					0	0	0			165223	187034	0	0										0		
56548	0	0					6219	0	107644					154000	0	0			0	0	0	0										75		
56717	0	0					3047	0	242055					33473	0	0			0	70845	0	0										0		
57451	0	89229					1910	0	295980					23000	0	0			0	95224	0	2626										1323		
58225	0	21902					481	0	108233					57	0	0			0	23368	0	750										0		
58243	0	1000					55361	807732	235911					617345	0	0			77102	41739	0	0										0		
58355	0	0					457	51	0					0	0	0			51	0	0	0										0		
58551	0	0					0	0	83340					0	0	0			0	39854	0	0										0		
58636	0	0					571	0	117324					0	0	0			0	37112	0	0										0		
58757	0	26372					1724	0	63451					15600	0	0			0	18754	0	0										86		
58971	169352	49832					28997	2403396	241366					500000	0	0			1268	2513	0	393253										0		
59316	0	17811					7538	0	402460					111849	0	0			0	87748	0	0										0		
59352	0	600					379	0	95066					0	0	0			0	45743	0	0										0		
59370	0	0					542	1167	21411					4000	0	0			0	5592	0	0										28		
59754	0	0					1375	0	644					11705	0	0			0	644	0	0										0		
60143	0	1234000	0	0	0	0	874000	0	14837000	337000	77389000	0	71020000	5853000	321000	394000	0	0	0	0	0	0	0	10338000	0	2101000	0	1164000	0	0	0	47000	0	
60330	0	0					1304	0	198324					30	0	0			0	34227	23600	0										0		
60545	0	4697					835	0	70864					12000	0	0			0	44005	0	0										0		
60554	0	6667					188	0	8795					1080	0	0			0	0	0	0										79		
60648	0	4820					712	1440	101307					0	0	0			1440	47252	0	0										0		
61122	0	4013					5815	175010	89654					119142	0	0			4407	8303	0	21812										1008		
61355	0	63293					8170	231290	156730					45000	0	0			88263	24420	0	7881										0		
61757	16038	0					1232	24541	4130					0	0	0			1551	669	0	0										0		
61832	0	0					1389	0	196284					0	0	0			0	122598	0	0										0		
61953	0	3547					273	12860	32073					0	0	0			12333	436	0	0										0		
62044	0	0					327	0	2958					0	0	0			0	0	0	0										0		
62110	100	0					126	100	0					0	0	0			0	0	0	0										9200		
62147	0	0					657	500	29542					7000	0	0			0	17250	0	0										0		
63050	0	2325					515	0	81344					10000	0	0			0	47868	0	0										0		
63069	4489414	7345470	0	0	0	0	350072	8451949	9822680	0	94207350	0	82419986	1831498	331742	0	411444	510457	269757	0	0	0	298544	150627	2982790	0	0	0	0	1816126	0	124622	0	
63201	0	3363					601	17269	61086					3000	0	0			13044	26867	0	0										0		
63573	0	0					2615	0	77873					22544	0	0			0	0	0	0										0		
63733	0	29583					6876	0	395326					119805	0	0			0	79159	0	0										74		
64150	0	3315					795	10482	60295					5851	0	0			10482	48959	0	0										0		
64552	0	0					2312	0	27712					0	0	0			0	710	0	0										0		
64730	0	0					234	0	106077					0	0	0			0	549	0	0										0		
65205	0	0					1844	0	112986					26120	0	0			0	0	0	0										11782		
65559	0	0					572	0	349003					0	0	0			0	77583	0	0										0		
65858	0	0					658	0	526936					18	0	0			0	106537	0	0										456		
66154	0	0					1223	0	30754					2066	0	0			0	10645	0	0										0		
66275	0	3968					2396	0	21054					40000	0	0			0	4405	0	0										92		
67142	0	0					2625	0	43378					20000	0	0			0	32191	0	0										0		
67151	0	0					2175	3199	222569					45500	0	0			0	66210	0	0										0		
67209	0	0					5917	0	162005					123279	5861	5861			0	3766	0	0										16299		
67254	0	0					0	0	0					0	0	0			0	0	0	0										0		
67656	0	21970					877	112893	165539					0	0	0			46398	44276	0	0										0		
67870	0	4717					2152	0	93275					20000	0	0			0	7790	0	0										0		
68671	0	0					111	0	0					0	0	0			0	0	0	0										0		
68756	0	109192					1751	24688	224746					667	0	0			0	22496	0	0										0		
68831	0	0					1083	0	50075					0	0	0			0	13816	0	0										0		
69333	0	0					3765	189729	216343					0	0	0			90317	79799	0	47002										0		
69678	0	30020					1016	496	180169					0	0	0			496	93533	0	21890										71		
70218	0	0					679	0	1944					13000	0	0			0	0	0	0										0		
70414	0	0					2951	2573	163284					20138	0	0			1573	64635	0	0										0		
70638	0	0					973	0	40632					1455	0	0			0	40039	0	0										0		
70955	0	0					0	0	0					0	0	0			0	0	0	0										0		
71073	0	0					2830	1250	15364					51026	0	0			0	696	0	0										0		
71457	0	9609					5705	126	148251					47800	0	0			126	39234	0	25555										0		
71859	0	0					151	0	3498					0	0	0			0	1157	0	0										0		
72258	0	0					580	294287	252645					0	0	0			277091	0	0	0										0		
72351	0	0					119	0	31619					0	0	0			0	12753	0	0										0		
72454	5023	15490					110	24458	15490					0	0	0			19435	0	0	0										32		
72678	0	0					2122	0	140177					35032	0	0			0	85919	0	9325										67		
73116	0	0					544	0	121362					3000	0	0			0	6842	0	0										0		
73152	0	0					541	0	56251					7000	0	0			0	31896	0	0										0		
73554	0	0					3515	6646	75784					62169	0	0			3146	1811	0	0										0		
73956	0	998					220	0	20623					0	0	0			0	4951	0	0										0		
74056	0	9991					380	0	53079					7800	0	0			0	681	0	0										0		
74140	0	204306					8313	0	500560					0	0	0			0	68321	0	43207										0		
74403	0	7973					3560	0	125665					63076	0	0			0	0	0	36660										0		
74449	5666	0					25	6366	0					0	0	0			0	0	0	0										0		
75259	0	0					1932	0	21344					40599	0	0			0	4928	0	0										0		
75446	0	0					4087	0	156761					14653	0	0			0	104447	0	0										0		
75455	0	22166					0	0	22646					0	0	0			0	0	0	0										0		
75633																																		
75651	0	925					603	0	28967					2000	0	0			0	4185	0	0										3637		
76153	975	0					567	5161	1000					3000	0	0			635	0	0	0										0		
76443	0	0					214	0	32753					294	0	0			0	7425	0	0										0		
76854	0	0					1317	0	66071					15055	0	0			0	28974	0	0										0		
77150	0	4043					94	0	13720					790	0	0			0	0	0	0										0		
77253	0	0					1738	11983	197525					2037	0	0			11983	103465	0	0										0		
77422	0	0					711	0	18224					7000	0	0			0	2166	0	0										0		
77851	0	0					26114	527689	241217					101340	0	0			171916	0	0	0										500		
78157	495	0					100	12688	4980					0	0	0			1504	933	0	0										0		
78241	0	0					298	0	15561					0	0	0			0	3494	0	0										0		
78559	0	11451					227	0	12073					0	0	0			0	0	0	0										7		
79042	0	0					3444	0	76729					53293	0	0			0	31293	0	0										0		
79127	0	2036					334	0	21763					3217	0	0			0	8881	0	0										0		
79145	0	0					2329	0	19814					33185	0	0			0	2847	0	0										0		
79257	1747	0					0	3597	7986					4512	0	0			1150	0	0	0										510		
79855	0	13371					481	721	14458					8000	0	0			721	580	0	1										0		
80150	0	0					414	0	205203					57	0	0			0	103294	0	0										0		
80374	0	14405					361	0	97084					0	0	0			0	20751	0	0										0		
80431	0	5821					97	0	21414					0	0	0			0	1690	0	0										0		
81175	0	34924					1810	2	42019					8597	97	0			0	1764	0	0										0		
82033	0	0					1917	0	63729					25000	0	0			0	10895	0	0										0		
82257	0	2255					119	0	18302					600	0	0			0	2347	0	0										6		
82350	0	0					71	0	18517					2	0	0			0	2895	0	0										0		
83375	0	2990					1492	151565	218425					0	1773	0			151565	59827	0	0										1563		
83638	0	0	0	13568	0	0	59429	0	1786736	14131	10298198	0	9325392	765000			0	14123	0	0	0	0	0	1363805	0	395240	0	0	0	0		2525	6073	
83834	0	0					1482	1675	51020					5255	0	0			0	24038	0	0										0		
83852	0	1422					24	0	18605					0	0	0			0	8021	0	0										0		
83955	0	0					162	4241	40685					741	0	0			1705	12070	0	0										0		
84046	0	0					132	0	31115					2185	0	0			0	25542	0	0										0		
84541	0	9676					14419	135873	426381					140490	0	0			135873	45622	0	0										0		
85052	0	0					423	9290	106815					0	0	0			0	25786	0	1430										0		
85472	0	42728					113802	969778	730886					991202	0	0			183589	0	0	61489										2580		
85931	0	0					1695	21971	58019					5000	0	0			18538	16392	0	0										0		
86349	0	29789					1549	0	141148					0	0	0			0	54313	0	0										0		
86675	0	0					3929	0	176859					0	0	0			0	20564	0	0										0		
87047	0	2003					446	0	64706					0	0	0			0	40184	0	0										0		
87234	0	0					2064	0	54962					9000	0	0			0	18835	0	0										0		
87476	0	21639					1904	0	33333					0	0	0			0	0	0	0										0		
87579	0	9539					3528	22214	58798					14947	0	0			0	0	0	0										5527		
88231	0	2278					3882	15125	36181					40000	0	0			6600	8685	0	0										0		
88259	0	4754					432	0	12896					4475	0	0			0	3627	0	0										0		
88352	0	2830					81	0	46704					0	0	0			0	18872	0	0										0		
88455	0	0					5180	35746	164343					98800	0	0			25143	87508	0	0										0		
89032	0	60344					709	8309	82280					0	0	0			7931	0	0	0										0		
89135	0	0					172	0	5257					0	0	0			0	2464	0	0										0		
89854	0	5448					789	0	10024					5000	0	0			0	120	0	0										73		
89957	0	0					988	0	6915					0	0	0			0	0	0	0										0		
90047	0	0					0	0	14915					0	0	0			0	13882	0	0										0		
90177	0	0					3479	15148	20689					62079	0	0			4446	0	0	0										143		
90328	0	0					5139	0	114460					36000	0	0			0	38369	0	0										86		
90337	0	14627					2907	0	44804					15000	0	0			0	8963	0	0										0		
90579	0	24384					1270	0	152356					19645	0	0			0	0	0	0										0		
91615	0	0					325	0	25157					0	0	0			0	9112	0	0										94		
91754	0	12880					1987	0	364429					0	0	0			0	295881	0	0										0		
91950	0	0					226	3917	24105					4094	0	0			3917	9955	0	0										0		
92144	0	10472					95	0	19950					0	0	0			0	2994	0	0										0		
92676	0	0					2755	0	133249					41000	0	0			0	5049	0	3353										47		
92706	0	0					815	0	78517					11000	0	0			0	29394	0	0										34		
92902	0	0					48	7165	0					0	0	0			7165	0	0	0										0		
93244	0	3809					4588	2200	93778					66923	0	0			0	24631	0	10578										98		
93543	0	0					2517	0	65309					0	0	0			0	58396	0	0										1419		
93619																																		
94139	9983	0					9637	29495	303053					203900	0	0			15123	46503	0	0										0		
94522	0	19075					1212	20250	77030					0	7518	0			0	32969	0	0										2701		
94755	0	2857					659	500	61340					8000	0	0			0	16766	0	0										0		
94858	0	0					206	0	49414					0	0	0			0	31459	0	0										0		
95051	0	2998					4162	0	21965					91401	0	0			0	600	0	0										74		
95677	0	0					598	7024	13					10500	0	0			0	0	0	0										0		
96553	0	2402					647	2657	2982					11033	0	0			1743	0	0	0										0		
97055	0	0					3669	0	74062					61200	0	0			0	46078	0	0										318		
97279	0	248					332	0	18842					0	0	0			0	5790	0	0										0		
97457	0	499					795	0	5628					0	0	0			0	4682	0	0										0		
97804	0	0					11726	0	134066					61262	0	0			0	7589	0	0										0		
97943	0	21160					2461	0	130278					33000	0	0			0	64319	0	0										0		
98351	0	0					214	1762	24153					0	0	0			1251	11875	0	0										0		
98463	0	38889					2459	0	308810					0	0	0			0	30351	0	17722										0		
98717	0	0					584	0	30652					5512	0	0			0	0	0	0										0		
99143	0	2443					897	5391	81947					383	0	0			4976	37197	0	0										0		
99376	0	0					14509	740	483118					100000	0	0			0	0	0	0										0		
99442	0	0					781	148789	94445					0	0	0			54898	75330	0	0										0		
99536	0	71058					1302	0	343556					37	0	0			0	5576	0	10930										0		
99853	0	11492					0	0	36012					0	0	0			0	4781	0	0										0		
100236	0	0					311	425	15168					0	0	0			425	3977	0	0										0		
100357	0	0					5120	8939	216592					0	0	0			0	57766	0	0										0		
100562	0	0					19978	101672	1815376					17788	0	0			2732	212570	0	0										2656		
100777	0	0					2067	28594	203927					35000	0	0			0	14707	0	0										0		
100843	0	19586					4713	2691	205477					40300	0	0			2691	107029	0	0										0		
101037	0	5015					636	0	381132					0	0	0			0	124586	0	0										0		
101439	0	2976					198	0	57219					0	0	0			0	3948	0	0										0		
101671	0	0					1449	6323	248113					0	0	0			6323	15670	0	0										0		
101738	0	1951					1242	66148	96713					0	0	0			66148	0	0	0										0		
101952	0	888					1296	0	49571					0	0	0			0	34640	0	0										0		
102333	0	0					0	0	18408					0	0	0			0	7853	0	0										0		
102342	0	2863					1580	0	73728					0	0	0			0	28211	0	0										369		
102557	0	21360					442	0	22913					4250	0	0			0	809	0	0										0		
102874	0	1936					1386	1730	7396					13000	0	0			0	346	0	0										0		
103134	0	4462					688	0	21445					0	0	0			0	2069	0	0										0		
104234	0	0					74	5939	51236					1000	0	0			4486	21156	0	0										0		
104542	0	0					396	0	38715					8805	0	0			0	13504	0	0										0		
104971	0	0					24	0	3149					0	0	0			0	0	0	0										0		
105026	0	13015					1509	53301	59243					24250	0	0			9725	5222	0	0										0		
105473	74823	0					6767	1243950	55390					40000	6399	0			5899	0	0	78299										11		
105530	0	0					266	0	65915					0	0	0			0	17091	0	0										0		
106359	0	2866					10704	17116	615242					160000	1271	1271			0	69560	0	0										0		
106452	0	26751					849	47456	65100					15000	0	0			47340	0	0	3592										0		
106676	0	2723					694	0	4158					13900	0	0			0	1422	1472	0										0		
107244	0	0					647217	0	2822206					800000	0	0			0	1463157	0	589										0		
