"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1545	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDJ451	RCFDJ454	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCFDPV05	RCFDPV06	RCFDPV07	RCFDPV08	RCFDPV09	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLE75	RCONLG24	RCONLG25	RCONPR04	RCONPR05	RCONPR06	RCONPV05	RCONPV06	RCONPV07	RCONPV08	RCONPV09	RIADG377	
131436																																																																				0	63127	10798	0	13783	23172	0	23172	6530		21980	475696	0	0	0	109218	5604	96092	33248	3123	2735	36171	3807	12360	51022	37153	13647	58511	85249	85541	86377	0	0	0	0	124	0		6187	35294	96604	76813	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		124556				0	0	0	0	0	1396	0	0	0	0	0	0	0	0	0	0	0	0	5066	0	0	CONF	CONF										
131717																																																																				0	507	3293		0			2336	874		710	28145	0	0	0	8850	200	0	3874	0	47	53	375	3184	5136	3670	1532	3663	4245	3328	2332				0	3			0	3181	1931	2589			0			71	0	0	0	0	0	0	0	0	0	0	0	0	0		3044				71		0	223	0	1524	0	0	0	0	0			0	0		0	0	1924	0	0	CONF	CONF										
131940																																																																				0	3438	2391		2213			7958	11680		1071	120932	0	0	0	49414	3740	0	39838	2198	5447	17941	19878	2461	926	19084	13109	21785	12374	3977	20				0	20			12875	1071	14409	8133			0			274	0													0	49414	0	0	0	274		0	6	0	1417	0	0	0	0	0			0	0		0	0	1096	0	0	CONF	CONF									0	
132107																																																																				0	0	97515		0			149887	32701		39603	1456859	0	24067	0	552630	47	58825	89686	26516	6223	22384	27548	43655	425505	287380	48285	93613	179567	286480	7278				0	1136			9809	28620	116625	394997			0			0	0														560066	0	0	0	2707		8104	0	0	60	0	0	0	0	2707			0	0	0	0	0	1058	0	907	CONF	CONF										
132451																																																																				0	3159	224		468			3850	13773		0	108459	0	3411	0	58256	1101	40217	37266	3014	8951	1204	13687	11726	19674	17887	7414	4792	7805	4925	7380				0	0			6345	6420	4609	3369			0			0	0													0	18809	0	0	0	0		0	24	0	2459	0	0	0	0	0			0	0		0	0	991	0	0	CONF	CONF									0	
132778																																																																				0	814	1823		0			2755	1855		126	53300	0	0	0	25970	1297	2283	91	95	2891	4032	4665	8111	5885	2695	3208	11065	6904	3353	105				0	1			496	630	7182	9215			0			544	42														20392	0	0	0	587		0	15	0	1017	0	0	40	0	0			3	0		0	0	104	0	0	CONF	CONF										
132938																																																																				0	7582	0		14970			11222	358		280	84714	0	0	0	9554	26	0	32326	256	1941	3043	259	723	3152	19230	11049	27541	7620	9338	0				0	0			2249	5055	12901	17340			0			0	0														3643	0	0	0	1		954	0	0	1012	0	0	0	0	0			1	0	0	0	1	1211	0	0	CONF	CONF										
133579																																																																				0	0	12045	0	0	15301	0	15301	21207		1141	479058	0	0	2015	336974	2485	34476	9422	100	595	2046	2740	53047	277682	4222	4505	3926	6812	51427	70169	0	0	0	0	49	0		4020	3279	36941	44101	0	0	0			4	389	0	0	0	0	0	0	0	0	0	0	0	0		164115				4	0	0	0	0	590	0	0	0	0	0	0	0	0	0	0	0	0	925	0	1895	CONF	CONF										
133850																																																																				0	66110	82257		21333			93323	59149		31629	1578984	3761	0	0	278652	11217	201219	334977	14087	25622	71980	31368	34748	99621	384572	119448	498301	195062	105050	173				0	571			75979	129082	245263	462653			0			0	0													0	1146152	0	0	0	0		500	5427	0	5887	0	0	0	0	0			0	0	0	0	0	13713	0	341	CONF	CONF									0	
133971																																																																				0	0	1255		238			176	3094		0	284354	0	0	0	267574	1645	0	367	2	58	1255	2788	67808	194797	3336	0	34	414	8426	1870				0	0			0	208	527	9636			0			1146	0														267374	0	0	0	1146		0	1	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	CONF	CONF										
134156																																																																				0	33228	475		31956			23334	0		87	107509	87	0	0	4636	172	902	41084	353	721	837	1598	1060	67	18500	21510	15752	20520	12532	6916				0	0			352	1981	5787	1364			0			0	0														26702	0	0	0	0		0	60	0	2537	0	0	0	0	0			0	0	0	0	0	1627	0	0	CONF	CONF										
134437																																																																				4493	31880	38941		12019			192467	14743		52676	1008898	0	0	0	222044	5747	153891	155463	20386	31672	53474	26378	20729	66542	227329	81103	130989	141917	169647	29499				0	8677			21302	56040	175515	154588			0			151	0														479321	0	0	0	350		0	305	0	4747	0	0	0	0	0			142	0	89	0	53	12714	57	0	CONF	CONF										
134455																																																																				0	11305	165		27529			19321	0		1972	117005	0	0	819	32530	0	2664	47590	2273	4996	5403	11439	7844	187	28954	13629	14422	15807	9809	673				0	0			1060	416	17863	2558			0			0	0														117005	0	0	0	1292		0	80	0	684	0	0	0	1292	0			0	0	0	0	0	1522	0	0	CONF	CONF										
134848																																																																				0	18999	0		13354			23872	1146		837	180362	0	0	0	51673	0	1036	51252	794	2414	6187	24469	17730	79	27666	21280	42756	32380	4586	23				0	1			3135	1578	31368	27319			0			0	0														0	0	0	0	1143		0	10	0	6288	0	0	0	811	0			0	0	0	0	0	782	332	0	CONF	CONF										
135836																																																																				0	153	4241		221			28840	892		0	123463	0	0	0	43682	47	0	43398	940	3642	23298	14290	217	0	20003	18813	21446	13007	3448	1848				0	0			3052	10258	18657	6408			0			0	0														43682	0	0	0	0		0	10	0	802	0	0	0	0	0			0	0		0	0	6200	0	0	CONF	CONF										
135854																																																																				0	20244	0		71862			5225	446		0	105608	0	0	0	479	29	419	67656	0	70	207	202	0	0	40400	27186	11959	20100	4519	966				300	0			0	0	0	5923			0			0	0														39716	0	0	0	0		0	0	0	508	0	0	0	0	0			0	0	0	0	0	592	0	0	CONF	CONF										
136048																																																																				0	21597	0		38648			27744	364		469	147223	0	0	0	29464	184	4953	33055	199	2852	3666	2177	20453	117	9091	26166	21112	32515	26867	1326				0	11			1375	0	17020	6176			0			0	0														102541	0	0	0	0		0	23	0	3410	0	0	0	0	0			0	0	0	0	0	738	0	0	CONF	CONF										
136338																																																																				0	3156	1797		1226			19788	5077		302	252412	0	0	0	105843	608	32246	47254	2716	7683	22271	33946	20701	17438	21582	20300	32817	30926	26038	14285				0	18			4283	25374	38089	43153			0			774	0														143932	0	0	0	774		0	129	0	657	0	0	0	0	0			0	0	0	0	0	2912	0	0	CONF	CONF										
136655																																																																				0	20572	651		11237			4842	0		1106	87260	0	0	0	37716	995	32658	13097	3154	5485	22214	2522	2602	1739	1778	14188	7796	6480	4830	14472				0	31			2281	355	13	4669			0			0	0														28489	0	0	0	0		0	0	0	2289	0	0	0	0	0			0	0	0	0	0	503	0	0	CONF	CONF										
137205																																																																				0	9731	190602		54848			266423	88117		55201	2215644	0	5142	6687	552943	9189	219955	186972	20096	23542	75672	90823	90786	248451	479226	92832	317761	376109	323943	66678				559	582			17737	127230	278996	552336			0			3382	721														1007722	0	0	0	10898		0	865	0	1302	0	428	34	3126	3025			415	0	0	0	0	3841	488	0	CONF	CONF										
137447																																																																				0	62595	5519		30852			15113	269		391	267819	0	0	746	64518	1380	40943	79728	3012	7074	17681	12196	24514	41	32525	50940	45257	53662	20680	237				0	57			1732	879	34846	43365			0			242	49														37318	0	0	0	564		0	284	0	1588	0	0	0	0	0			322	282	40	0	0	4431	0	0	CONF	CONF										
137456																																																																				0	16048	3707		15742			15686	0		0	106272	0	4438	0	31860	564	21768	15684	440	4004	8695	2895	3084	12743	11353	9495	21426	16400	9772	5915				0	0			2070	309	2120	8261			0			0	0														0	0	0	0	0		0	276	0	3058	0	0	0	0	0			0	0	0	0	0	2133	0	0	CONF	CONF										
137559																																																																				0	22417	0		22537			12047	0		0	85131	0	2108	0	11924	0	0	12421	4	54	740	2177	8949	0	12083	14429	36740	4597	3633	1271				0	0			1563	0	0	8906			0			0	0														0	0	0	0	0		0	98	0	1580	0	0	0	0	0			0	0	0	0	0	1951	0	0	CONF	CONF										
137643																																																																				0	24955	828		20929			6324	0		4354	90794	0	0	0	12502	0	0	23766	89	161	3489	2442	6031	290	22148	1368	17549	23223	11533	2471				0	6			0	2650	6873	3873			0			0	0														26107	0	0	0	0		6376	13	0	791	0	0	0	0	0			0	0	0	0	0	320	0	0	CONF	CONF										
137652																																																																				0	0	1057	53355	0	7152	0	7152	261517		0	984794	0	0	0	489988	14357	361528	14515	81253	3374	12009	268150	86869	34714	169897	191588	49100	71975	12245	0	0	0	0	41	0	0		14729	4562	59407	66414	0	0	0			151	1548	0	0	0	0	0	0	0	0	0	0	0	0		268604				151	0	0	53355	0	12030	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	CONF	CONF										
137915																																																																				0	0	575724	17289	0	1505266	84673	1589939	104		0	4136493	0	11435	0	438344	0	424369	1047172	99981	184904	49435	43724	13593	8934	2401429	81043	363983	243056	279726	154035	0	0	0	453	2622	0		0	206800	0	629472	0	11435	0			3473	27466	0	0	0	0	0	0	0	0	0	0	0	0	0	1239074				3473	28129	620360	45419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15821	0	0	CONF	CONF									0	
138051																																																																				0	33769	151		39316			6019	0		0	126395	0	0	0	29858	0	0	88636	2378	4701	10908	10930	627	0	9881	71681	10974	3372	629	0				0	0			2591	0	7473	481			0			0	0														0	0	0	0	0		0	5	0	678	0	0	0	0	0			0	0	0	0	0	6054	0	0	CONF	CONF										
138257																																																																				0	7733	0		5197			2930	0		1160	42704	0	0	0	15205	0	3369	7969	451	239	1119	3644	9472	159	5103	2184	9345	7981	2885	0				0	0			627	140	6419	520			0			0	0													0	0	0	0	0	0		0	0	0	1534	0	0	0	0	0			0	0	0	0	0	1239	0	0	CONF	CONF									0	
138556																																																																				0	321	330		0			8484	1532		0	62314	0	0	0	30424	94	0	17256	680	2940	9655	14725	2397	0	5551	8085	10457	6943	552	0				0	0			2494	2729	5656	2661			0			0	0													0	25095	0	0	0	0		0	14	0	3101	0	0	0	0	0			0	0		0	0	4474	0	0	CONF	CONF									0	
139133																																																																				0	1114	5974	0	2705	31481	0	31481	1922		0	260473	0	0	1277	79807	1701	30265	47248	3778	3371	13676	25021	17347	16372	46128	24365	31977	51850	18082	6934	0	0	0	0	1244	0		11343	33808	64222	22274	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12039				160	98	0	98	0	370	0	0	0	0	0	0	0	160	0	0	0	160	2410	0	0	CONF	CONF									0	
139478																																																																				0	2092	50160		0			16720	25081		0	709292	0	0	0	350217	12483	92706	49816	2444	11375	30766	61826	91656	151847	56734	18335	71654	95070	104668	11930				0	4			906	2412	6531	242249			0			489	144														709292	0	0	0	489		0	53	0	1	0	0	0	0	0			0	0	0	0	0	383	0	0	CONF	CONF										
139553																																																																				0	48844	34956		13090			288344	19622		18832	1379156	0	390	13528	340085	16993	93246	260534	23071	28859	71219	66594	65798	83058	385854	71576	203287	212111	151286	9204				0	0			30878	80695	207470	255471			0			0	110														971057	0	0	0	0		0	759	0	10109	0	0	0	0	0			0	0	0	0	0	12618	0	0	CONF	CONF										
139656																																																																				0	226125	142107	28955	95006	752099	0	752099	87563		5164	3600945	0	802	0	686160	8650	264438	879385	63716	89679	118012	72072	97156	240820	1725063	294270	566665	181996	68428	40450	0	0	0	1950	24001	0		31864	394775	379662	684528	0	802	0			479	2257	0	0	0	0	0	0	0	0	0	0	0	0		1145657				15754	359	0	29314	0	28985	301	98	9152	1599	240	1546	0	2339	322	2017	0	0	22190	1546	72	CONF	CONF										
139740																																																																				0	8827	418437	2297	2114	455028	0	455028	18007		71060	2966357	0	17127	0	86229	6278	6222	905905	14119	15925	32692	23110	383	0	1057456	269374	840188	476837	232569	3704	0	0	0	0	0	0		195522	247190	397443	1017886	0	17127	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1492162				0	15308	0	17605	0	20	0	0	0	0	0	0	0	0	0	0	0	0	7584	0	0	CONF	CONF									0	
139843																																																																				0	311620	201060	2389	337365	460547	0	460547	78415		72930	2446715	0	42843	41002	129531	3392	112220	598117	6586	12429	25441	52056	24060	7681	992336	168065	430282	498576	185599	21782	0	0	0	0	90	0		35187	142167	161992	451170	0	42843	0			0	222	0	0	0	0	0	0	0	0	0	0	0	0		276646				42955	39	0	2428	0	10920	0	0	0	3072	0	39011	0	872	0	0	0	0	5058	39011	1	CONF	CONF										
140157																																																																				0	140015	0		132398			24361	4264		1703	342384	0	0	0	3541	0	3060	104873	274	747	1585	863	72	0	98113	34666	70169	49351	31695	54155				0	42			509	328	4179	22268			0			0	0														81128	0	0	0	0		0	0	0	3186	0	0	0	0	0			0	0	0	0	0	5590	0	0	CONF	CONF										
140362																																																																				0	166	139729	0	0	349878	0	349878	9159		0	3065150	10659	154987	22198	44316	798	31427	604752	24687	7461	8397	2900	683	188	1240105	90576	598875	604446	403422	84673	0	0	0	0	4071	0		4361	209569	637435	1135218	0	154987	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	171283	1539944				0	60730	147959	60730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177433	0	0	CONF	CONF									2786	
140634																																																																				0	6455	0		4068			6079	0		74	29539	0	0	0	3696	0	2731	10843	498	2047	979	88	23	0	3826	13955	3257	3070	375	180				0	0			0	0	4933	457			0			0	0														0	0	0	0	0		0	14	0	1494	0	0	0	0	0			0	0	0	0	0	2269	0	0	CONF	CONF										
141350																																																																				0	40873	0		55238			9176	16		164	124080	0	0	1419	6448	0	2920	53592	3057	449	319	463	665	1495	90803	6058	7746	7052	4071	1834				0	0			419	0	0	4833			0			0	0														37680	0	0	0	0		750	485	0	4666	0	0	0	0	0			0	0	0	0	0	1012	0	0	CONF	CONF										
141556	1321954			0	8848	1689155	0		0	0	3113518	0	30946			517703	1268051	97689	545617	884029	128698	14805	0	0	0	0	0	0	108	0						0	22367	0	0	0	0	0	0	0	0	0	0	0	0	1568733	19046	1745	68245	0	324	13705	0	0	0	0	0	772							12374	120614	0	8848	1689155	0		17573	0	0	3113518	0	22367		107116	1734	16757		12089	5074	4734	5806	2680	76402							0	0	0	0	108			16735	405176	413548	227084			0			518	0																			1745	68245			324	0	2650	0	2173	0				0				772		0	CONF	CONF										
141677																																																																				0	0	0		0			0	0		0	36581	0	0	0	34808	0	0	0	5	0	102	41	5923	28611	0	0	0	0	286	1486				0	0			698	0	1075	0			0			1	0														0	0	0	0	1		0	0	0	0	0	0	0	0	0			0	0		0	0	0	0	0	CONF	CONF										
141958																																																																				250	6589	954		2417			15667	415		0	71766	0	0	0	26730	1420	411	17177	340	1770	6691	7768	10107	0	5214	9853	12264	9280	8329	0				0	0			1769	81	5811	40			0			210	0														28150	0	0	0	210		0	79	0	3783	0	0	0	0	0			0	0		0	0	5761	0	0	CONF	CONF										
142049																																																																				0	20794	18		17381			9300	861		0	93096	0	0	0	28276	915	28276	29121	914	1264	8872	9186	1232	6808	16579	10364	16337	19423	822	1294				0	23			1630	1300	5242	5268			0			0	0														18467	0	0	0	0		0	10	0	1438	0	0	0	0	0			0	0	0	0	0	640	0	0	CONF	CONF										
142179																																																																				0	174	0		0			0	0		0	39668	0	0	0	35861	637	0	216	22	6	405	449	13858	20583	56	145	900	782	1107	817				0	0			0	0	753	0			0			205	0														34832	0	0	0	205		0	0	0	1304	0	0	0	0	0			0	0		0	0	939	0	0	CONF	CONF										
142955																																																																				0	2783	10950		16			142304	261		0	600559	0	0	7829	85333	3366	28728	138268	7468	11793	13584	1684	9438	39701	140618	86721	155041	87625	35512	2200				0	15			19115	59928	80906	181082			0			0	436													49248	165806	0	0	0	0		0	6772	0	2199	0	0	0	0	0			0	0	0	0	0	5529	0	0	CONF	CONF									326	
143372																																																																				0	38513	203		5283			7360	4094		0	154365	0	0	0	66813	108	17569	10941	6253	13858	324	1244	13439	31695	5166	11890	10131	11478	13900	32200				0	3			2207	7880	10047	3722			0			237	0													0	99392	0	0	0	820		0	0	0	5984	0	500	0	0	0			83	0		0	0	2148	0	0	CONF	CONF									0	
143662																																																																				0	605855	5924133	21207	734773	6332171	8632	6340803	2147567		1138926	37702604	0	365201	294800	6063283	23991	3985356	6338756	49665	151553	439275	884416	2933309	1603588	14006260	1148008	3025435	3350890	6095516	3914061	0	0	0	0	102554	19876		320280	2210658	4893375	5958006	0	365201	0			56103	11838	0	0	0	0	0	0	0	0	0	0	0	0	0	22382640				164111	386577	407898	407784	0	17163	0	9937	0	2349	21124	51813	0	22785	0	22785	0	0	40354	51813	22567	CONF	CONF				0	0	0	0	407898	0	
143859																																																																				0	52403	7950		83002			38950	7379		4489	333878	0	0	0	20170	586	9850	142875	4472	2498	4891	5631	403	2275	109579	51309	75853	48610	13584	11894				0	231			7395	15988	26778	58502			0			0	0													0	134860	0	0	0	0		2100	231	0	2976	0	0	0	0	0			0	0	0	0	0	4748	0	0	CONF	CONF									0	
143952																																																																				0	32729	2430		22340			13677	3535		5590	155483	0	0	0	24293	1608	0	30863	673	2404	5614	4191	11309	104	27355	10933	41273	34060	13815	1975				0	23			852	2611	18287	22167			0			0	0													0	97155	0	0	0	0		750	0	0	635	0	0	0	0	0			0	0	0	0	0	3956	0	0	CONF	CONF									0	
144034																																																																				0	843	21833		0			7752	13974		0	287562	5880	0	0	68091	2654	1806	64277	8127	5702	17071	17543	14028	5620	44137	25604	71198	32523	50141	1749				0	0			20022	29831	20306	107229			0			0	0														213470	280460	287055	3094	0		0	15	0	217	0	0	0	0	0			0	0	0	0	0	675	0	0	CONF	CONF										
144052																																																																				0	72993	19636		36388			37284	3904		0	390904	0	1311	54	81182	2813	77904	63192	6880	7186	40014	26199	724	0	37804	50221	65677	100170	28420	27431				0	46			5758	21897	33723	1669			0			0	0														79060	0	0	0	0		0	35	0	70185	0	0	0	0	0			0	0	0	0	0	2080	0	0	CONF	CONF										
144155																																																																				0	0	8700	0	178	31225	0	31225	1620		0	298511	660	0	0	44153	1755	200	57125	2234	1742	9749	14779	14949	460	29166	27593	90695	88104	15740	3720	0	0	0	0	28	0		2795	7622	89809	107313	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160574				0	74	0	74	0	172	0	0	0	0	0	0	0	0	0	0	0	0	3727	0	0	CONF	CONF									0	
144678																																																																				0	0	6503		0			73	11355		0	388924	0	0	0	364624	210	24915	1360	646	3336	9700	11467	64522	273225	10320	1085	576	139	10802	1256				423	0			1210	2444	0	2005			0			1674	0														364624	0	0	0	1727		0	39	0	0	0	0	53	0	0			0	0	0	0	0	38	0	0	CONF	CONF										
144856																																																																				12000	0	13517		0			26877	10576		3595	314623	0	0	0	116155	4276	0	45038	4729	6261	13526	24866	65799	974	51322	19160	39338	54686	33460	502				0	124			6134	27162	41877	44141			0			0	0														73159	0	0	0	0		0	122	0	903	0	0	0	0	0			0	0	0	0	0	7164	0	0	CONF	CONF										
144913																																																																				0	922	2269		0			3716	12785		16791	248524	0	0	0	105977	4909	0	35264	11813	0	113	452	19793	73698	23776	12460	31699	39114	35127	359				0	238			314	0	15063	60253			0			148	0														35000	0	0	0	148		0	0	0	22815	0	0	0	0	0			0	0	0	0	0	2472	0	0	CONF	CONF										
145059																																																																				0	17928	0		2323			7258	1181		0	55751	0	0	0	9500	143	57	11653	4	447	1138	3501	4150	66	6041	6544	4741	14927	12619	2				0	0			2675	2985	5247	4325			0			0	0														9500	0	0	0	0		0	0	0	373	0	0	0	0	0			0	0		0	0	1813	0	0	CONF	CONF										
145545																																																																				4748	27691	63554		13118			49482	22754		2627	531513	1747	0	260	153404	9403	88745	159479	5651	17182	45245	20706	55524	8352	78366	58280	98133	111233	24480	2859				0	13			8021	33121	56093	83662			0			863	307														153404	0	0	0	1021		0	870	0	1392	0	0	0	131	0			27	0	0	0	0	3307	0	0	CONF	CONF										
145554																																																																				0	163	10311		6			23788	2240		0	194934	1	0	0	65863	2392	7854	38359	3611	5144	6847	35302	13214	1639	24481	18330	29497	27193	24187	200				0	1			5756	25163	17831	40971			0			0	224														67357	0	0	0	0		0	5	0	288	0	0	0	0	0			0	0		0	0	157	0	0	CONF	CONF										
145741																																																																				0	47491	141		35423			9933	2388		810	158419	0	0	0	35846	727	0	53265	915	5510	8022	14707	6692	0	36944	16850	29793	30258	8471	258				0	0			3291	2677	9279	2494			0			0	0														35783	0	0	0	0		0	35	0	6285	0	0	0	0	0			0	0	0	0	0	1599	0	0	CONF	CONF										
145844																																																																				0	74584	9799		27325			34960	7693		3932	362041	0	0	0	94578	861	72962	44046	5342	15253	23474	23491	18568	7248	47873	30607	31051	56665	68296	32464				0	0			2849	5436	32537	63202			0			0	417														103404	0	0	0	0		0	243	0	2590	0	0	0	0	0			0	0	0	0	0	1452	0	0	CONF	CONF										
146056																																																																				0	10778	1000		9780			9704	0		0	41123	0	0	0	4147	0	3239	5832	410	2414	1204	0	0	119	14763	7427	9431	1833	1341	340				0	0			358	662	2232	834			0			0	0													0	11893	0	0	0	0		0	0	0	574	0	0	0	0	0			0	0	0	0	0	1054	0	0	CONF	CONF									0	
146663																																																																				0	8450	48449		83			68103	21023		10002	762545	402	0	0	56973	4058	5470	41880	134	1311	3443	8595	12086	31261	44410	17747	88522	170077	378563	6648				0	66			0	4479	35986	471495			0			158	61														571011	0	0	0	183		0	716	0	1838	0	0	0	0	0			0	0	0	0	0	31226	25	0	CONF	CONF										
147651																																																																				0	16579	6		10926			13023	174		0	50864	0	0	0	4114	0	0	9689	282	402	418	1593	1419	0	2156	7050	14123	13009	8756	1371				0	0			0	0	3247	1262			0			0	0														4657	0	0	0	0		0	23	0	585	0	0	0	0	0			0	0	0	0	0	925	0	0	CONF	CONF										
147679																																																																				0	0	60911		0			133	13458		0	313474	492	0	0	169838	8255	49586	26841	0	1499	2226	7959	28688	129392	42395	2694	2781	11259	3458	80957				0	9			18149	7721	13553	21926			0			0	98													0	154629	0	0	0	0		0	7	0	6	0	0	0	0	0			0	0	0	0	0	0	0	0	CONF	CONF									0	
147857																																																																				667	75908	0	0	52268	20473	0	20474	993		2249	210217	0	0	0	17209	0	0	60311	835	560	2464	4361	6832	2157	46660	13651	25232	46633	38472	21707	667	0	0	0	67	0		1198	6038	4380	24217	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		105971				0	33	0	33	0	3477	0	0	0	0	0	0	0	0	0	0	0	0	1039	0	0	CONF	CONF										
147923																																																																				0	3227	9354		0			24243	4669		2100	492754	0	0	0	111426	5110	47867	32861	7058	12154	29217	38938	19951	4108	24241	82483	118611	122457	30606	2929				0	0			14781	50159	124546	141328			0			0	0													0	0	0	0	0	0		0	952	0	125	0	0	0	0	0			0	0	0	0	0	734	0	0	CONF	CONF									0	
148171																																																																				0	19851	4286		12178			21310	10620		0	250544	0	0	0	126669	4575	61424	19402	4331	8224	6273	35790	33553	38042	21774	14255	14127	26381	30395	16828				0	7			396	3920	985	32339			0			0	0														135281	0	0	0	0		0	639	0	7119	0	0	0	0	0			0	0	0	0	0	5650	0	0	CONF	CONF										
148238																																																																				0	30457	0		7126			84010	0		205	299564	0	0	0	47578	5563	31043	224090	7216	22712	2889	2161	2671	9859	38792	155370	14717	21019	11578	9445				0	0			17575	21489	56732	12228			0			0	0													0	24377	0	0	0	130		0	71	0	6323	0	0	0	0	0			27	0	0	0	27	10207	103	0	CONF	CONF									0	
148340																																																																				0	13044	4034		2621			9086	3419		0	85944	0	0	0	37246	748	17721	13590	132	5568	13928	12163	2634	2821	8456	4865	13139	12835	7671	1733				0	0			3524	1211	8143	1398			0			0	0														46279	0	0	0	0		0	0	0	648	0	0	0	0	0			0	0	0	0	0	822	0	0	CONF	CONF										
148470																																																																				0	0	0		0			657	6395		0	240000	47	0	0	180430	3520	11391	27780	335	2231	8150	2186	27577	139950	12312	12911	12027	8847	3521	9910				0	0			24105	1492	20947	2353			0			347	0														154318	0	0	0	347		0	0	0	0	0	0	0	0	0			0	0	0	0	0	148	0	0	CONF	CONF										
148715																																																																				0	14218	3942		1932			5285	4323		624	98686	0	0	0	37890	27	23050	17716	1554	7747	8489	8120	8512	3209	15556	12622	9457	14293	2898	5578				0	2			6026	167	10543	4306			0			0	0														37890	0	0	0	17		0	868	0	2731	0	0	0	0	17			0	0		0	0	5802	0	0	CONF	CONF										
148920																																																																				0	10922	153		3713			3556	0		8	47095	0	0	0	19713	834	14543	2048	15	380	1074	3669	4707	9869	639	1417	4517	6652	7459	6492				0	0			365	0	2988	1190			0			0	0														0	0	0	0	0		0	17	0	2067	0	0	0	0	0			0	0		0	0	1569	0	0	CONF	CONF										
149150																																																																				0	22205	18646		6733			11968	11188		2795	193098	0	0	0	57045	3538	18237	52617	2079	3977	25750	16560	4257	4245	22322	24239	46573	27313	13261	1651				0	0			8972	5419	23325	15732			0			71	0													0	90417	0	0	0	72		779	167	0	2157	0	0	0	0	0			1	0		0	0	2429	0	123	CONF	CONF									0	
150035																																																																				0	3864	35134	0	176	87169	0	87169	69807		38169	1004811	0	0	0	257879	2247	13324	184732	10317	26124	72900	74351	64053	9464	209204	111605	218265	149652	51278	6279	0	0	0	0	339	0		7660	117277	81935	268790	0	0	0			35	0	0	0	0	0	0	0	0	0	0	0	0	0		491390				35	22724	1864	22724	0	3904	0	0	0	0	0	0	0	0	0	0	0	0	5873	0	0	CONF	CONF										
150044																																																																				0	5443	85415		0			19821	19497		1512	818371	0	0	0	163459	10041	51429	64075	10507	1982	9623	29708	69535	42104	88246	33778	88733	197369	242208	4200				0	382			19835	34245	114012	340452			0			0	0														676376	0	0	0	2098		0	151	0	3142	0	0	0	0	2098			0	0	0	0	0	964	0	0	CONF	CONF										
150727																																																																				0	120317	25162		25184			55806	20937		6668	840694	0	2214	0	174422	7515	128226	195612	9733	15677	33483	50497	47124	16902	65391	104812	199717	183366	96487	15708				0	0			850	36685	121356	238201			0			0	0														529007	0	0	0	0		1864	523	0	1807	0	0	0	0	0			0	0	0	0	0	1183	0	0	CONF	CONF										
151957																																																																				17617	132214	15232		84986			71796	4412		4181	799897	0	0	0	165912	4600	200	216874	18719	29445	51951	58744	6188	448	159748	163613	158269	117049	29016	0				0	0			7731	38871	105055	128461			0			59	30														160838	0	0	0	1216		0	3417	0	3323	0	0	0	767	0			365	0	0	0	0	12089	25	0	CONF	CONF										
