"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCFDLB56	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	RCONLB56	TEXT3552	TEXT3553	TEXT3554	
233031	4055000	0	2680000	1000	0	0	0	0	1067000	131000	0	0	0									176000									
233246														608	0	0	154	0	0	0	0	263	191	0	0	0	0				
233358														2092	0	756	0	0	0	0	0	654	448	234	682	0	0				
233442														690	0	1	0	0	0	0	0	172	484	33	0	0	0				
233527														21388	0	7866	0	0	1782	1408	0	5223	7375	924	0	0	0	Escrow payable	Reserves for MSRs		
233554														36063	0	1674	0	0	768	374	0	9230	24328	831	0	0	0	Vendor Reserve	Deferred Service Income		
234355														4548		964	0		811			654	1883	1047				Mortgage Loan Recourse Reserve			
234506														2948		1561	0					476	734	177			1557				
234739														15774	0	2037	0	0	0	0	0	5607	6380	1750	0	0	0				
234841														1035	0	0	0	0	0	0	0	871	164	0	0	0	0				
235174														546	0	68	0	0	0	0	0	125	348	5	0	0	0				
235231														1832	0	739	0	0	0	0	0	1048	0	45	560	0	0				
235446														1244	0	0	0	0	0	0	0	723	449	72	0	0	0				
235530														2915	0	1127	0	0	534	0	0	296	1392	100	0	0	0	IPAY SETTLEMENT ACCOUNT			
235558														272	0	0	186	0	0	0	0	63	23	0	0	0	0				
235950														420	0	80	0	0	0	0	0	218	99	23	0	0	0				
236153														46011		14124	0					8973	21709	1205	9868		4256				
236256														365	0	0	0	0	0	0	0	171	194	0	0	0	0				
236603														4510	0	3896	0	0	0	0	0	394	125	95	3628	0	0				
236706														111510		60218	0					7128	43485	679		12476	41806				
236957														3760		2804	0					622	334	0	1956		828				
237066														29664		24070	0	32				857	186	4551	4957	2130	15935				
237619														20420		7342	0	250				263	10575	2240			3822				
237954														2442	0	1837	0	0	621	0	0	576	12	17	1192	0	0	Deferred Liabilities			
238139														704	0	9	0	0	0	0	0	535	160	0	0	0	0		0		
238250														104	0	0	0	0	0	0	0	104	0	0	0	0	0				
238737														5916	0	3741	0	0	0	0	0	247	1767	161	0	0	3591				
239556														6557	0	65	0	0	0	0	0	783	5595	114	0	0	0				
239659														3631	0	563	0	0	0	0	0	884	1487	697	0	0	223				
240954														953	0	181	0	0	0	0	0	95	677	0	0	0	0				
241009														312	0	193	0	193	0	0	0	10	109	0	0	0	0	PPP FEES			
241157														10017		8400	0	1975	1889	475		994	286	337	1409		2651	Accrued bonuses, vacation, payroll	Other Liabilities		
241559														953	0	306	0	0	0	0	0	556	91	0	120	0	0				
242257														3800	0	1033	0	0	0	0	0	487	1857	423	1002	0	0				
242444														14956	0	13777	0	0	545	11420	0	723	456	0	0	0	0	Health   Dental	Right of Use		
242949														297	0	0	0	0	0	0	0	50	247	0	0	0	0				
242958														1089	0	675	0	0	297	0	0	106	308	0	202	0	0	Deferred Benefit Plan			
242976														10319		5474	0		2199			340	4268	237	2308		862	Branch Operating Accounts			
243375														67138	0	32308	0	0	32002	0	0	9	34821	0	0	0	0	Intercompany Payable			
243414														2314	0	133	0	0	0	0	0	236	1905	40	0	0	0				
243955														2323	0	2198	0	1938	0	0	0	125	0	0	260	0	0				
244037														855	0	12	0	0	0	0	0	381	444	18	0	0	0				
244149														6414		1792	860		673			173	3515	74	1087			IBNR Liability			
244158														2120	0	1354	0	0	0	0	0	352	414	0	618	0	736				
244251														4332	0	1889	0	0	0	0	0	1149	744	550	1889	0	0				
245016	54449	0	21886	0	0	0	111	0	18703	0	8734	2146	0									13860							IRS Witholding		
245276														198104		77295	48374		27572			4329	67088	1018			19354	Acceptances executed and outstanding			
245351														901	0	154	0	0	133	0	0	387	325	35	0	0	0	Deferred Loan Fee			
245557														10085	0	5845	0	0	3083	0	0	1342	2295	603	0	0	0	Supplemental Retirement			
246022														15028		11959	0					556	2011	502			11795				
246134														6461		3432	0					2350	479	200	2809						
246451														565	0	240	0	0	0	0	0	255	0	70	0	0	0				
246657														9879		7050	0					227	2151	451	1952		5088	ICS Clearing			
246947														963	0	798	0	105	0	0	0	148	7	10	693	0	0				
246956														1219	0	99	0	0	0	0	0	1120	0	0	0	0	0	0			
247140														10715	0	5229	0	3154	0	0	0	4333	206	947	1551	0	0				
247355														10695	0	6744	0	0	0	0	0	750	1299	1902	2098	0	2927				
247476														763	0	26	0	0	0	0	0	17	716	4	0	0	0				
247551														2060	0	390	0	0	140	0	0	714	810	146	0	0	157	Escrow Payable			
247908														16694	0	12294	0	0	0	0	0	110	2859	1431	3855	0	0				
248240														12019		4206	0					1348	5906	559	2242			Unprocessed Escrow A/C			
248352														689	0	0	0	0	0	0	0	281	408	0	0	0	0				
248455														1553	0	753	0	663	0	0	0	562	0	238	0	0	0				
248633														3869	0	0	0	0	0	0	0	3048	564	257	0	0	0				
248745														4618	0	107	0	0	0	0	0	2142	1694	675	0	0	0				
249416														985	0	693	0	0	0	0	0	120	142	30	692	0	0				
249612														256002		193471	30124					2413	27075	2919			143806				
249658														475	0	0	0	0	0	0	0	90	356	29	0	0	0				
250430														1765	0	1475	0	45	0	0	0	290	0	0	1430	0	0				
250476														202	0	7	0	6	0	0	0	25	169	1	0	0	0				
250850														881	0	20	0	0	0	0	0	697	124	40	0	0	0				
251558														1729	0	86	0	0	0	0	0	131	1512	0	0	0	0				
251745														5147	0	3020	0	0	0	0	0	482	547	1098	1809	0	1020				
251978														9438	0	2227	0	0	0	0	0	1641	5570	0	2209	0	0				
252041														3159	0	112	0	0	102	0	0	1564	1483	0	0	0	0	Section 105 Health Insurance Accrual			
252452														221	0	0	0	0	0	0	0	61	111	49	0	0	0				
253356														8375		2407	0					964	3596	1408			2407				
253468														16888		7320	0		3535	1984		5986	747	2835				Loan Fees & Deposits	SERP Liability		
253646														4118	0	0	0	0	0	0	0	855	3263	0	0	0	0				
253730														2521	0	0	0	0	0	0	0	273	2248	0	0	0	0				
254317														31466	0	3071	26095	0	2375	0	0	2300	0	0	0	0	0	DIVIDENDS PAYABLE			
254504														5093	0	877	0	0	673	0	0	309	3826	81	0	0	0	Escrow Res & Flood Fees			
254849														10469	0	3756	3834	0	2035	0	0	749	1654	476	0	0	0	MAC Miscellaneous Liabilities			
255350														1694	0	1331	0	0	0	0	0	179	182	2	1331	0	0				
255547														626		460	0					109	49	8							
255556														5223	0	4574	0	518	0	0	0	469	180	0	3467	0	0				
255574														17911	0	11571	0	0	0	0	0	122	6091	127	0	0	9504				
255659														47302		30582	0					3049	7465	6206	14925						
256058														4917	0	2812	0	0	385	667	0	1420	137	548	1670	0	0	Operating Lease Liability	Other Benefits Payable		
256076														275	0	237	0	61	0	0	0	4	34	0	30	0	0				
256179														1849	0	1393	0	0	0	0	0	218	1	237	1344	0	0				
256553														38225		26505	0					8512	3208	0	15701						
257233														13677	0	12496	0	0	0	0	0	470	275	436	0	0	7472				
257345														1505	0	1	0	0	0	0	0	976	477	51	0	0	0				
257578														3944	0	2527	0	643	0	0	1747	636	781	0	0	0	0	Moneygram	ATM Clearing	Investor Payment Clearing	
257653														483	0	23	0	0	0	0	0	369	91	0	0	0	0				
257756														1845	0	27	0	0	0	0	0	232	1577	9	0	0	0				
258306														16703	0	15331	0	0	0	0	0	79	1193	100	13238	0	0				
258379														2183	0	1590	0	50	1224	0	0	156	254	183	106	0	0	EMPLOYEE PENSION LIABILITY			
258539														641	0	217	14	0	0	0	0	236	157	17	0	0	0				
258771														70898		44177	0					1011	22941	2769			29562				
258874														805	0	70	30	0	0	0	0	403	302	0	0	0	0				
259059														723	0	0	0	0	0	0	0	75	633	15	0	0	0				
259330														9178		2506	0					1862	4354	456			1810				
259442														3524	0	1445	0	0	0	0	0	791	1063	225	1431	0	0				
259956														223	0	0	0	0	0	0	0	152	71	0	0	0	0				
260055														66204		49278	0					4054	6322	6550	24048		19971				
260831														1827	0	150	0	0	0	0	0	1023	594	60	104	0	0				
261146														11994		9979	0		3482		2519	1167	461	387				Salaries & Bonuses Payable	Mortgage Loan Loss Reserve	MGL Program Fee Deferral	
261360														13535	0	6788	0	0	0	0	0	1698	4778	271	6788	0	0				
261940														11166	0	4767	0	0	0	0	0	2138	3204	1057	3698	0	0				
262059														5378	0	2828	0	0	0	0	0	613	1390	547	1060	1408	0				
262237														4046	0	2302	0	0	0	0	0	858	756	130	2299	0	0				
262358														5083	0	3184	0	0	0	0	0	443	1230	226	0	0	3170				
262741														3117	0	35	0	0	0	0	0	562	2520	0	0	0	0				
262844														6884	0	2373	0	0	0	0	0	2559	1587	365	2354	0	0				
262956														980	0	486	0	0	0	0	0	139	355	0	469	0	0				
263243														4389		2253	0					1352	715	69	1906						
263627														5020	0	4437	0	0	0	0	0	125	432	26	4391	0	0				
264455														7580	0	5321	0	0	0	0	0	755	1304	200	4668	0	0				
264772														198473	0	119261	0	0	88667	0	0	12312	65315	1585	0	0	0	Other Short Term Liabilities			
265340														705	0	0	0	0	0	0	0	368	312	25	0	0	0				
265407														26741	0	10665	0	0	0	0	0	50	15214	812	6246	0	3827				
265452														505	0	317	0	0	0	0	0	176	12	0	0	0	0				
265676														1675	0	697	0	0	300	0	0	616	262	100	346	0	0	Litigation Reserve			
266244														1064	0	2	0	0	0	0	0	692	370	0	0	0	0	Pension Benefit Liability			
266253														746	0	456	0	0	0	0	0	201	49	40	450	0	0				
266655														974	0	0	0	0	0	0	0	201	763	10	0	0	0				
266851														1943	0	956	0	0	0	0	0	467	427	93	524	0	384				
266945														5950	0	2545	0	0	0	0	0	1302	2018	85	0	0	2441				
267652														550	0	301	0	0	0	0	0	124	125	0	293	0	0	Deposit account transfer posting in-process			
268006														27639		8305	0					1448	16512	1374							
268136														4057	0	2807	0	0	0	0	0	495	606	149	2673	0	0				
268677														10547		8289	0	96				678	1487	93			8192				
268828														829		0	0					286	543	0							
268976														3192	0	2494	0	0	0	0	0	0	488	210	1940	0	447				
269049														2837	0	0	0	0	0	0	0	1339	1498	0	0	0	0				
269058														1440		641	0					175	614	10	520						
269571														475	0	324	9	0	9	0	0	123	19	0	315	0	0	Accrued FDIC Premium			
269759														140	0	0	0	0	0	0	0	140	0	0	0	0	0				
270148														1279	0	986	0	390	0	0	0	85	208	0	596	0	0				
270353														603	0	521	0	24	0	0	0	82	0	0	497	0	0				
270504														8293	0	5648	0	0	0	0	0	470	1552	623	0	0	775				
270531														1257	0	418	0	0	0	0	0	240	492	107	0	0	394				
270652														864	0	363	0	0	0	0	0	464	37	0	0	0	0	Capitalized Interest			
271136														1354	0	960	113	5	0	0	0	49	230	2	0	0	483				
271275														4985		4349	0					0	616	20	3628						
271341														579	0	48	0	48	0	0	0	196	307	28	0	0	0				
271529														14386	0	11765	0	0	0	0	0	180	2164	277	4875	0	3934				
272030														1484	0	663	0	388	0	0	0	436	307	78	0	0	211				
272058														293	0	0	0	0	0	0	0	293	0	0	0	0	0				
272151														464	0	346	0	0	0	0	0	66	26	26	0	0	346				
272272														51403	0	9241	0	638	0	0	0	14078	24144	3940	742	870	6991				
272302														50327		33237	0					2546	14275	269	30771						
273336														24684		12284	0					415	10264	1721			6261				
273550														2849	0	1783	0	0	776	0	0	451	405	210	1006	0	0	BALANCE DUE TO COMMUNITY HOUSING FUNDS			
273653														472	0	15	0	0	0	0	0	398	34	25	0	0	0				
273662														9938	0	0	0	0	0	0	0	4825	4005	1108	0	0	0				
273840														937	0	50	0	3	0	0	0	115	770	2	0	0	0				
273859														89	0	0	0	0	0	0	0	89	0	0	0	0	0				
274025														19	0	0	0	0	0	0	0	8	11	0	0	0	0				
274052														225	0	0	3	0	0	0	0	187	35	0	0	0	0				
274829														3866		2193	0					419	1165	89	2193						
274856														499	0	33	29	0	0	0	0	394	43	0	0	0	0	VISA-Cardholder in Process	HandiMart ATM in Process		
275255														1476		461	0	270	15	23	153	636	55	324				Incoming RBP	Other Liabilities	Deferred Loan Fee	
275358														23239	0	5260	0	0	1813	0	0	10089	7890	0	0	0	2344	Serp Benefit Obligations			
275479														6325	0	5975	0	0	0	0	0	1	349	0	5877	0	0				
275657														552	0	0	0	0	0	0	0	432	9	111	0	0	0				
276074														1403	0	372	728	0	206	0	0	24	279	0	0	0	0	SERP LIABILITY			
276159														975	0	0	0	0	0	0	0	614	358	3	0	0	0				
276551														628	0	2	0	0	0	0	0	289	337	0	0	0	0				
276579														1219163		718700	0		187780			63463	395234	41766		274466		LIH Partnerships Unpaid Commitments	Equity Funds Payable		
276645														2976	0	1804	0	0	0	0	0	458	714	0	1009	0	0				
276654														306		0	0					177	119	10							
276850														67448	0	159	0	0	0	0	0	3887	63336	66	0	0	159				
276953														417	0	19	0	0	0	0	0	398	0	0	0	0	0				
277240														4288	0	1056	0	0	0	0	0	2604	628	0	166	0	0				
277277														1248		125	0					551	366	206							
277736														869	0	212	0	0	0	0	0	411	246	0	0	0	0				
277820														6070	0	4440	0	0	1150	0	0	982	381	267	3073	0	0	Accrual for possible legal settlement			
278256														2131	0	1547	0	146	1	0	0	553	31	0	1376	0	23	CDARS Incoming RBP			
278555														30677	0	19477	0	8313	0	0	0	1342	8721	1137	3197	0	7965				
278733														2282	0	75	0	0	0	0	0	244	1531	432	0	0	0				
278751														130	0	0	0	0	0	0	0	44	86	0	0	0	0				
278818														41185		16008	0					3823	20504	850			15224				
279105														12847		4756	0					0	7847	244	2007		2749				
279842														4120	0	0	0	0	0	0	0	1960	1564	596	0	0	0				
279954														7742		1784	0					3658	2237	63	1293			OTHER LIABILITIES			
280110	3003218	0	2014426	0	0	1250509	0	0	622135	295960	0	0	0									70697						Low income housing commitments			
280138														2800	0	0	0	0	0	0	0	629	2171	0	0	0	0				
280352														1045	0	748	0	0	0	0	0	53	189	55	617	0	0	LOAN FEE COLLECTED NOT EARNED			
280558														408	0	24	0	0	0	0	0	174	210	0	0	0	0				
282075														12775	0	5046	0	0	1500	0	0	2945	4265	519	0	0	2582	Collateral for Interest Rate SWAP			
282226														1291	0	786	0	0	0	0	0	114	338	53	760	0	0				
282824														2240	0	563	0	0	0	0	0	326	1295	56	540	0	0				
283438														8736	500	6629	0					1803	304	0	1609						
283652														577	0	454	0	139	0	0	0	96	27	0	0	0	0				
283737														19031	0	13827	0	108	0	0	0	4747	108	349	1205	0	12091				
283867														12431	0	5851	0	0	0	0	0	3415	2700	465	2634	0	2150				
284154														543	0	40	0	0	0	0	0	115	284	104	0	0	0				
284239														1205	0	14	0	0	0	0	0	1128	63	0	0	0	0				
284556														4851	0	588	345	0	0	0	0	2794	1124	0	0	0	305				
284752														674	0	218	0	0	0	0	0	248	208	0	0	0	0				
284958														265	0	0	0	0	0	0	0	99	166	0	0	0	0				
285151														2827		1608	945	1395	203			211	0	63				Unearned Loan Fees			
285348														1769	0	385	0	21	0	0	0	282	1102	0	0	0	0				
285544														4427		3314	0					24	895	194			3314				
285553														379		33	91					157	95	3							
285740														8300		2596	0	318				329	5375	0	1313		965				
285852														4659	0	1105	0	0	508	0	0	1689	1702	163	597	0	0	ATM Settlement			
285928														2973	0	1393	0	0	0	0	0	621	629	330	1199	0	0				
286251														58	0	0	0	0	0	0	0	58	0	0	0	0	0				
286457														10528	0	2935	0	0	0	0	0	4108	3404	81	861	0	1774				
286840														1099	0	12	118	0	0	0	0	941	28	0	0	0	0				
287007														1403	0	306	0	306	0	0	0	106	985	6	0	0	0				
287342														512		0	0					437	75	0							
287922														113	0	0	0	0	0	0	0	16	97	0	0	0	0				
287959														998	0	39	0	0	0	0	0	319	500	140	0	0	0				
288152														168	0	0	0	0	0	0	0	73	95	0	0	0	0				
288376														1483		34	0	22				599	850	0							
288853														183379		61210	0	15774	16208			33620	77615	10934				Variation margin			
289056														1324	0	0	0	0	0	0	0	99	1225	0	0	0	0				
289225														152	0	13	0	0	0	0	0	110	29	0	0	0	0				
289515														17723	0	5523	0	0	0	0	0	2533	7677	1990	0	0	4411				
289702														25088	0	13573	0	0	0	0	0	2168	7960	1387	10591	0	0				
289739														655	0	4	0	0	0	0	0	153	498	0	0	0	0				
289757														3586	0	2983	0	0	0	0	0	436	167	0	2983	0	0				
290249														9862		7373	0					882	507	1100	4560						
290838														950	0	170	0	0	0	0	0	181	419	180	0	0	0				
290922														1355	1000	1065	0	0	0	0	0	284	6	0	0	0	0				
291059														3249	949	2315	0	0	0	0	0	835	99	0	1366	0	0				
291376														918		904	0					14	0	0	872						
291611														8622	2145	2454	4530	309	0	0	0	1168	407	63	0	0	0				
291732														517	0	0	0	0	0	0	0	333	184	0	0	0	0				
292234														622	0	488	0	91	297	0	0	14	10	110	0	0	0	ATM SUSPENSE			
292467														261	0	0	0	0	0	0	0	39	214	8	0	0	0				
292850														150	0	17	0	0	0	0	0	52	81	0	0	0	0				
293053														32029	0	25440	0	0	0	0	0	3089	3288	212	11305	0	13083				
293352														274	0	0	0	0	0	0	0	209	65	0	0	0	0				
293437														2778	0	1098	0	0	0	0	0	1360	309	11	890	180	0				
293651														2354	0	983	0	0	0	0	0	835	536	0	950	0	0				
293754														301	0	0	0	0	0	0	0	121	154	26	0	0	0				
294023														9616	0	2701	0	0	0	0	0	739	6146	30	0	1605	1096	Collateral held on derivative contract			
294751														12238		9806	0					643	1751	38	4709		4406		CDARS DEFERRRED FEE LIABILITIES		
294779														10929		4224	0					1740	4552	413			1350				
294827														1181	0	3	0	0	0	0	0	453	725	0	0	0	0				
295011														3562		21	0					1997	889	655							
295057														974	0	0	0	0	0	0	0	643	315	16	0	0	0				
295646														121	0	0	0	0	0	0	0	31	90	0	0	0	0				
296456														3836	0	693	0	292	0	0	0	1598	1405	140	401	0	0				
296474														1426	0	213	23	0	0	0	0	626	564	0	0	0	0				
296559														2098	0	68	0	0	0	0	0	1510	384	136	0	0	0				
296755														774	0	0	0	0	0	0	0	537	237	0	0	0	0				
297051														1366	0	0	0	0	0	0	0	208	1158	0	0	0	0				
297761														3644	0	2178	0	0	0	0	0	974	461	31	1269	0	372	0			
298049														1117	0	53	0	0	0	0	0	884	180	0	0	0	0				
298218														7238	0	6	0	0	0	0	0	20	7212	0	0	0	0				
298245														2024		7	0					742	1275	0							
299868														10211		9784	0					36	390	1	8416						
300009														17513	0	2474	0	0	0	0	0	95	14769	175	2091	0	0				
300063														5353	0	981	0	0	0	0	0	3412	860	100	0	0	486				
300353														2681	0	1859	0	0	0	0	0	380	442	0	1792	0	0				
300933														2909		1005	0		218	173		409	1162	333	358			Split Dollar Cost of Insurance	Right of  Use Lease Liability		
300942														2868		1770	0					835	163	100	697		375				
301574														8889	0	7315	0	0	0	0	0	35	1216	323	6153	0	0				
301800														17362		14168	0	294	7694			63	2459	672	800			Lease Liability			
302030														915	0	595	0	592	0	0	0	22	298	0	0	0	0				
302133														178	0	3	0	0	0	0	0	35	140	0	0	0	0				
302553														2858	0	664	0	0	0	0	0	2027	55	112	627	0	0				
302656														22302		7228	219		178			6587	7278	990	536	1858	4619	Deferred Gain on Sale of Other Real Estate			
303653														775	0	31	0	0	25	0	6	299	272	173	0	0	0	ATM Suspense		Plainview Lease Obligation	
303701														3438	0	3319	0	0	0	0	0	85	0	34	1831	0	0				
303747														391	0	0	0	0	0	0	0	174	216	1	0	0	0				
303952														3242	0	1804	0	0	0	0	0	667	758	13	1777	0	0				
304173														6923	0	4820	0	347	180	1027	1030	129	1974	0	0	0	0	Unearned Profit-REO Sold	Lease Liability	Accrued Interest on Borrowings	
304520														2503	0	1875	0	0	0	0	0	80	463	85	1875	0	0				
304575														212	0	171	0	0	0	0	0	11	30	0	0	0	149				
304762														1168	0	191	0	0	0	0	0	401	426	150	0	0	178				
304913														4228	0	3286	0	3002	0	0	0	0	942	0	0	0	0				
305059														806	0	239	305	0	0	0	0	50	212	0	0	0	0				
305077														3150	0	2781	0	0	0	0	0	1	351	17	1046	0	0				
305237														3601	0	3569	0	0	0	0	0	30	2	0	1959	0	0				
305442														5360	0	3970	0	0	0	0	0	568	254	568	0	0	3869				
306056														171	0	8	0	0	0	0	0	80	71	12	0	0	0				
306159														2016		40	0					1462	426	88				UNAMORTIZED LOAN FEES			
306337														2210	0	704	0	0	0	0	0	766	646	94	678	0	0				
306908														6922	0	6316	0	0	0	5148	0	51	466	89	0	0	0		Liability for SERP		
307062														10142	0	7882	0	0	421	0	0	224	961	1075	0	0	7360	Visa Check Card Settlement			
307334														2822	0	1955	0	0	0	0	0	383	444	40	0	785	585				
307361														2155	0	405	0	0	0	0	0	512	983	255	0	0	395				
307679														12165	0	8442	0	0	2767	3743	0	564	2670	489	0	0	0	Pension Benefits	Lease Liability		
308256														381	0	18	0	0	0	0	0	288	75	0	0	0	0				
308340														2064	0	8	0	0	0	0	0	519	1437	100	0	0	0				
308836														493	0	0	0	0	0	0	0	157	336	0	0	0	0				
309150														948	0	347	0	0	128	0	0	202	282	117	0	0	0	Fraudulent Deposit			
309655														16327	0	8113	0	0	0	0	0	1824	4726	1664	0	0	5872				
309851														188	0	9	0	0	0	0	0	131	41	7	0	0	0				
310754														19379	0	12873	0	0	0	0	0	649	5799	58	0	0	4610				
310978														35898		13454	0					3038	18261	1145		9651					
311050														6926	0	1582	0	0	0	0	0	3523	1590	231	1262	0	0				
311144														38	0	17	0	0	0	0	0	21	0	0	0	0	0				
311256														3375	0	170	0	0	0	0	0	687	2484	34	82	0	0				
311265														1939	0	529	0	0	327	0	0	417	920	73	0	0	0	Customer Letters of Credit			
311603														9194	0	408	0	0	102	0	0	358	8428	0	0	0	0	DEFERRED OPTION INCOME			
311658														188	0	0	0	0	0	0	0	137	51	0	0	0	0				
311845														302509		124408	0					21202	143960	12939			48380				
311939														3202	0	1189	0	0	0	0	0	1689	324	0	1171	0	0				
312244														5566	0	1932	0	0	533	0	0	1052	2352	230	899	0	0	Other Escrow			
312356														805	0	82	0	0	0	0	0	640	0	83	0	0	0				
313009														1402	0	462	0	0	410	0	0	271	586	83	0	0	0	LEASE LIABILITY			
313157														687	0	297	0	0	0	0	0	390	0	0	0	121	0	Reserve for Mortgage Loan Escrow			
313223														5005	0	4529	0	1616	0	0	0	209	62	205	2141	0	0				
313577														17637	0	10196	0	0	0	0	0	1234	6048	159	9389	0	0				
314257														3793	0	2260	0	0	1390	707	0	770	581	182	0	0	0	US Bank Swap Collateral	Lease liabilities	reciprocal deposit clearing	
314444														2526	0	1573	0	1283	0	0	0	817	16	120	0	0	0	0			
315656														1347	0	920	0	0	0	0	0	177	210	40	0	0	0				
316840														135561		127016	0		51712			3131	3914	1500			35335	Low Income Housing Commitments			
316859														478	0	0	0	0	0	0	0	137	341	0	0	0	0				
316934														21	0	0	0	0	0	0	0	7	14	0	0	0	0				
317258														4811	0	1746	0	0	0	0	0	889	1950	226	1326	0	0				
317342														254259		207142	0		134801			670	39747	6700				Accrued Tax Contributions			
317379														5799	0	3984	0	1204	378	540	0	1387	213	215	1654	0	0	Midwest Equity Fund	SRIP Liab		
318974														29676	0	19227	0	456	216	0	0	8	9560	881	6346	4265	7140	OCCH Partnership Commitments			
319047														3222	0	423	0	423	0	0	0	1060	1618	121	0	0	0				
319551														6720	0	4459	0	0	0	0	0	1505	489	267	3725	0	0				
320034														350	0	15	0	0	0	0	0	320	15	0	0	0	0				
320052														3903		13	488					116	3204	82				Unearned Contracts Signing Bonus			
320070														2819	0	2213	0	0	2091	0	0	207	373	26	0	0	0	Pension Liabilities			
320119														368432		278429	0	99089				33990	52503	3510			129457				
321152														6242		4914	0					405	750	173			4901				
321255														116		0	0					37	76	3							
321273														7466	0	3343	0	0	0	0	0	1097	2331	695	1673	0	1285				
321330														149	0	0	0	0	0	0	0	51	98	0	0	0	0				
321947														5582	596	2432	0		6			2394	575	181	1191			Investments Payable			
322449														1037	0	131	9	0	0	0	0	598	252	47	131	0	0				
322551														201	49	58	0	0	9	0	0	86	57	0	0	0	0	RESERVE FOR OTHER LOSSES	SBA LOANS		
323204														25235	0	16420	0	0	6997	0	0	1846	6969	0	0	0	0	Payable Deferred Benefits			
323651														1518	0	859	0	0	0	0	0	659	0	0	703	0	0				
324153														1534	0	226	0	148	0	0	0	627	535	146	0	0	0	Right to Use Liability			
324229														253	0	146	0	17	0	0	0	29	68	10	0	0	129	State Tax Payable	Points Holding	Escrow Payable	
324256														186	0	0	0	0	0	0	0	67	119	0	0	0	0				
324340														38680		18501	0	2273		8529		3275	15257	1647		1765			MARGIN GOLDMAN SACHS		
324854														2041	0	535	0	0	408	0	0	1415	91	0	0	0	0	Accrued Salary Continuation			
324863														13360		2724	0					4607	1537	4492	2140						
324975														1277	0	381	0	0	149	0	0	475	421	0	0	214	0	ATM Settlement			
325141														1083		0	0					173	852	58							
325459														81	0	0	0	0	0	0	0	81	0	0	0	0	0				
325534														1444	0	330	0	0	0	0	0	537	263	314	298	0	0				
326054														2183	0	110	0	110	0	0	0	1583	374	116	0	0	0				
326344														3676	0	2586	0	0	452	894	682	376	471	243	243	0	0	Accrued Employee Benefits	Plan Reserve	Accrued Payroll	
326858														37074	0	24933	0	0	20412	0	0	3650	8141	350	0	0	0	RIGHT OF USE LIABILITY			
326979														2489	0	1386	0	0	0	0	0	1	921	181	865	0	521				
327220														352	0	108	0	0	0	0	0	122	101	21	0	0	0	Other Misc Liabilities			
327305														20278	0	16326	0	0	0	0	0	676	3081	195	4424	6094	0				
327435														8923	0	7539	0	0	0	0	0	162	1130	92	593	0	0				
327556														2719	0	494	0	0	494	0	0	1537	688	0	0	0	0	OVERDRAFTS			
327855														13450	0	7802	0	0	863	0	0	2318	1195	2135	3166	0	0	Mortgage Loan Escrow			
328058														67	0	0	0	0	0	0	0	18	49	0	0	0	0				
328357														4467		2944	0					2	1516	5			2943				
328656														828	0	76	0	75	0	0	0	610	142	0	0	0	0				
328777														29194		19008	0					612	6378	3196	7749		6813				
329149														1037	0	569	93	0	0	0	0	193	182	0	568	0	0				
329345														8474	0	3363	0	0	122	0	0	1645	2815	651	2391	626	0	Deferred Loan Fees			
329550														4350	0	2510	0	0	924	0	0	758	1082	0	1218	0	0	Lease Right of Use Liability			
329952														4816		2301	0					1302	559	654	1806		313				
330239														793	0	39	0	0	0	0	0	630	88	36	0	0	0				
330248														1042	0	546	0	0	0	0	0	100	373	23	546	0	0				
330855														83266		56611	0					7189	18658	808			49019				
330949														3607	0	1389	0	0	0	0	0	1040	1064	114	674	0	0				
331076														5332	0	2922	0	1962	0	0	0	475	1437	498	320	0	425				
331375														1124	0	95	0	91	0	0	0	659	370	0	0	0	0				
331544														296	0	0	0	0	0	0	0	133	163	0	0	0	0				
331713														5978	0	2696	0	0	0	0	0	2096	642	544	2696	0	0				
332224														6303	0	3727	0	0	1290	0	0	1041	1211	324	0	0	1034	SERP PLAN			
332671														3356	0	2868	0	0	0	0	0	3	415	70	2868	0	0				
332756														149	0	0	0	0	0	0	0	116	33	0	0	0	0				
333034														2241	0	414	0	0	349	0	0	714	613	500	0	0	0	Escrow reserve			
333203														14740		8274	0		3397			2080	3479	907			2421	Affordable Housing Investment Payable			
333650														1688	0	389	0	0	194	0	0	1122	177	0	0	0	0	FIS Settlement			
333856														3589	0	0	0	0	0	0	0	306	2733	550	0	0	0	PARTICIPATION PAYABLE			
333940														289		0	0					138	147	4							
334264														6465	0	1538	0	244	699	592	0	1163	3515	249	0	0	0	INTERCOMPANY LIABILITY TAXES	REAL ESTATE ESCROW		
335346														3242	0	1729	0	0	0	0	0	373	1077	63	0	0	1682				
336147														681	0	149	0	149	0	0	0	271	50	211	0	0	0				
336361														1342	0	0	587	0	0	0	0	435	320	0	0	0	0				
336576														1606	0	642	0	6	202	0	0	466	440	58	0	0	434	LIP-TEB Sold Loans			
337340														672	0	16	0	0	0	0	0	481	162	13	0	0	0				
