"IDRSSD"	RCFA2170	RCFA3128	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAJJ30	RCFAJJ31	RCFAJJ32	RCFAKW00	RCFAKW03	RCFAKX77	RCFAKX78	RCFAKX79	RCFAKX80	RCFAKX81	RCFAKX82	RCFAKX83	RCFALB58	RCFALB59	RCFALB60	RCFALB61	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP852	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ258	RCFAS540	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP851	RCFWP852	RCFWP853	RCFWP854	RCFWP855	RCFWP856	RCFWP857	RCFWP858	RCFWP859	RCFWP870	RCOA2170	RCOA3128	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAJJ30	RCOAJJ31	RCOAJJ32	RCOAKW00	RCOAKW03	RCOAKX77	RCOAKX78	RCOAKX79	RCOAKX80	RCOAKX81	RCOAKX82	RCOAKX83	RCOALB58	RCOALB59	RCOALB60	RCOALB61	RCOALE74	RCOANC99	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP852	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ258	RCOAS540	RCOWH312	
	TOTAL ASSETS	ALLOCATED TRANSFER RISK RESERVES	TOTAL RISK-BASED CAPITAL	AACL INCLUDIBLE IN TIER2 CAPITAL	TIER 2 (SUPPLEMENTARY) CAPITAL	TIER 1 LEVERAGE CAPITAL RATIO	TOTAL RISK-BASED CAPITAL RATIO	TIER 1 RISK-BASED CAPITAL RATIO	TIER 1 CPTL ALLWBL UNDR RISK-BASED	RISK-WEIGHTED ASSETS	AVG TOT ASSET NET DEDUCTIONS	ACCUMULATED OTH COMPREHENSIVE INCOME	OTHR DEDUCT FR ASSETS FOR LEVRGE CAP	TOTAL LEVERAGE EXPOSURE	ADVANCED APPROACHES ONLY: SUPPLEMENT	CAPTIAL CONSERVATION BUFFER	ELIGIBLE RETAINED INCOME	DIST AND DISCRE BONUS PAYMENTS QTR	Amount of allowances for credit loss	Amount of allowances for credit loss	Amount of allowances for credit loss	Retained Earning	Average total consolidated asset	Trading assets and trading liabiliti	Trading assets and trading liabiliti	Off-balance sheet exposures: Unused	Off-balance sheet exposures: Securit	Off-balance sheet exposures: Other o	Total off-balance sheet exposures (s	Total off-balance sheet exposures (s	Less: Investments in the capital of	Less: MSAs, net of associated DTLs,	LESS: DTAs arising from temporary di	Investments in the [Tier 2] capital	COMMON EQUITY TIER 1 CAPITAL	CAP RATIO COM EQTY TIER1 CAP RATIO	COM EQTY TIER 1 MINORTY INTERST	COM EQTY TIER 1 CAP BEFORE REG ADJ	COM EQTY TIER 1 CAP ADJS AND DEDUDS	LESS INTANG ASSTS NET OF ASSCTD DTLS	DFRD TX ASSTS OPRTING LOSS TX CRDT	NT UNRLZD GNS (LSSES) AFS SECURITIES	ACC NT GN LS CSHFLW HDGS	AOCI ATTRBTD DEFND BENFT POSTETRMNT	NT UNRLZD GNS (LSSES) HTM SEC AOCI	NET GNS (LSSES) HTM SEC AOCI	OTH THRSHLD DEDS COMEQTY TIER1 CAP	SUBTOT COMEQTY TIER1 CAP ADJ AN DEDS	INSF TIER1 TIER2 CAP CVR DED	ADJSTMNT DEDT  COM EQTY TIER1 CAP	COM EQTY TIER 1 CAPITAL	ADDITIONAL TIER 1 CAPITAL	NNQFY CAP INSTR PHSOUT ADD TIER1 CAP	TIER1 MNRTY INTR NOT EQTY TIER1 CAP	ADD TIER 1 CAPITAL BEFORE DEDUCTIONS	TOT ADDTNL TIER 1 CAP DEDUCTIONS	ADDTNL TIER 1 CAPITAL	TIER 2 CAP INSTRMNTS PLUS RLTD SRPLS	NNQLIFY CAP INSTR PHSOUT TIER2 CAP	CAP MNRTY INTRST NOT INCL TIER 1 CAP	TIER 2 CAPITAL BEFORE DEDUCTIONS	TOTAL TIER 2 CAPITAL DEDUCTIONS	DEDS COMEQTY TIER1 CAP ADD TIER1 CAP	CUMULATIVE CHANGE IN FAIR VALUE	UNCONDITIONALLY  OR OTHER AMOUNT	TOTAL RISK-BASED CAPITAL	AACL INCLUDIBLE IN TIER2 CAPITAL	TIER 2 (SUPPLEMENTARY) CAPITAL	TOTAL RISK-BASED CAPITAL RATIO	TIER 1 RISK-BASED CAPITAL RATIO	RISK-WEIGHTED ASSETS	TOTAL APPLICABLE CAPITAL BUFFER	CAP RATIO COM EQTY TIER1 CAP RATIO	NNSG INVCP UNCNS COMSTK 10 PCT THRSH	SUBTOT COMEQTY TIER1 CAP ADJ AN DEDS	COMSTK 10PCT EQTY TIER1 CAP THRSHLD	MSA DTL 10PCT EQTY TIER1 CAP THRS	DTAS CAP CMSTK 15PCT TIER1 CAP THRSH	MSA DTA 15PCT COMEQTY TIER1 CAPTHRES	INSF TIER1 TIER2 CAP CVR DED	ADJSTMNT DEDT  COM EQTY TIER1 CAP	COM EQTY TIER 1 CAPITAL	TIER 2 CAPITAL BEFORE DEDUCTIONS	TOTAL ASSETS	ALLOCATED TRANSFER RISK RESERVES	TOTAL RISK-BASED CAPITAL	AACL INCLUDIBLE IN TIER2 CAPITAL	TIER 2 (SUPPLEMENTARY) CAPITAL	TIER 1 LEVERAGE CAPITAL RATIO	TOTAL RISK-BASED CAPITAL RATIO	TIER 1 RISK-BASED CAPITAL RATIO	TIER 1 CPTL ALLWBL UNDR RISK-BASED	RISK-WEIGHTED ASSETS	AVG TOT ASSET NET DEDUCTIONS	ACCUMULATED OTH COMPREHENSIVE INCOME	OTHR DEDUCT FR ASSETS FOR LEVRGE CAP	TOTAL LEVERAGE EXPOSURE	ADVANCED APPROACHES ONLY: SUPPLEMENT	CAPTIAL CONSERVATION BUFFER	ELIGIBLE RETAINED INCOME	DIST AND DISCRE BONUS PAYMENTS QTR	CECL Tran Election	Amount of allowances for credit loss	Amount of allowances for credit loss	Amount of allowances for credit loss	Retained Earning	Average total consolidated asset	Trading assets and trading liabiliti	Trading assets and trading liabiliti	Off-balance sheet exposures: Unused	Off-balance sheet exposures: Securit	Off-balance sheet exposures: Other o	Total off-balance sheet exposures (s	Total off-balance sheet exposures (s	Less: Investments in the capital of	Less: MSAs, net of associated DTLs,	LESS: DTAs arising from temporary di	Investments in the [Tier 2] capital	Do you qualify for and opt-in to CBL	Standardized Approach for Counterpar	COMMON EQUITY TIER 1 CAPITAL	CAP RATIO COM EQTY TIER1 CAP RATIO	AOCI OPT-OUT ELECTION	COM EQTY TIER 1 MINORTY INTERST	COM EQTY TIER 1 CAP BEFORE REG ADJ	COM EQTY TIER 1 CAP ADJS AND DEDUDS	LESS INTANG ASSTS NET OF ASSCTD DTLS	DFRD TX ASSTS OPRTING LOSS TX CRDT	NT UNRLZD GNS (LSSES) AFS SECURITIES	ACC NT GN LS CSHFLW HDGS	AOCI ATTRBTD DEFND BENFT POSTETRMNT	NT UNRLZD GNS (LSSES) HTM SEC AOCI	NET GNS (LSSES) HTM SEC AOCI	OTH THRSHLD DEDS COMEQTY TIER1 CAP	SUBTOT COMEQTY TIER1 CAP ADJ AN DEDS	INSF TIER1 TIER2 CAP CVR DED	ADJSTMNT DEDT  COM EQTY TIER1 CAP	COM EQTY TIER 1 CAPITAL	ADDITIONAL TIER 1 CAPITAL	NNQFY CAP INSTR PHSOUT ADD TIER1 CAP	TIER1 MNRTY INTR NOT EQTY TIER1 CAP	ADD TIER 1 CAPITAL BEFORE DEDUCTIONS	TOT ADDTNL TIER 1 CAP DEDUCTIONS	ADDTNL TIER 1 CAPITAL	TIER 2 CAP INSTRMNTS PLUS RLTD SRPLS	NNQLIFY CAP INSTR PHSOUT TIER2 CAP	CAP MNRTY INTRST NOT INCL TIER 1 CAP	TIER 2 CAPITAL BEFORE DEDUCTIONS	TOTAL TIER 2 CAPITAL DEDUCTIONS	DEDS COMEQTY TIER1 CAP ADD TIER1 CAP	CUMULATIVE CHANGE IN FAIR VALUE	UNCONDITIONALLY  OR OTHER AMOUNT	TOTAL APPLICABLE CAPITAL BUFFER	
37																																																																																				82892	0				20.2360%			17403		86000	-5517	0						0	0	0	0	12703	86000	0	0.0000%	1496	0	0	1496	1.8048%	0	0	0	0	1		4700		1	0	11886	0	0	0	-5517	0	0	0		0	17403	0	0	17403	0	0	0	0	0	0						0	0	0		
242																																																																																				56675	0				10.7634%			6112		56785	-1455	0						0	0	0	0	5872	56785	0	0.0000%	1982	0	36	2018	3.5607%	0	0	0	0	1		240		1	0	4657	0	0	0	-1455	0	0	0		0	6112	0	0	6112	0	0	0	0	0	0						0	0	0		
279																																																																																				443000	0				11.3217%			49742		439352	-4158	0						0	0	0	0	32857	439418	0	0.0000%	32093	0	0	32093	7.2445%	0	0	0	0	1		16951		1	0	45650	0	66	0	-4158	0	0	0		0	49742	0	0	49742	0	0	0	0	0	0						66	0	0		
354																																																																																				101574	0				9.1883%			8859		96416	-7	0						0	0	0	0	-2297	97177	0	0.0000%	7863	0	16438	24301	23.9244%	0	0	0	0	1		11917		1	0	9613	0	0	761	-7	0	0	0		0	8859	0	0	8859	0	0	0	0	0	0						761	0	0		
457																																																																																						8679	871	871	9.3614%	12.4788%	11.2265%	7808	69550	83406	-18	0			4.4788%			0				3808	83406								0	0	0		0		4000	11.2265%	1	0	7790	0	0	0	-18	0	0	0		0	7808	0	0	7808	0	0	0	0	0	0	0	0	0	871	0	0	0			
505																																																																																						84738	8582	8582	8.6638%	12.0326%	10.8140%	76156	704238	879017	66	0			4.0326%			0				52459	880203								0	0	0		0		24883	10.8140%	1	0	77408	1186	0	0	-279	5	340	0		0	76156	0	0	76156	0	0	0	0	0	0	0	0	0	8582	0	1186	0			
1155																																																																																				551383	0				9.5277%			49875		523471	-4939	0						0	0	0	0	33757	532649	0	0.0000%	11542	0	2414	13956	2.5311%	0	0	0	0	1		25296		1	0	54114	8580	598	0	-4939	0	0	0		0	49875	0	0	49875	0	0	0	0	0	0						9178	0	75646		
1351																																																																																				228887	0				14.1553%			32543		229900	-287	0						0	0	0	0	31773	229900	0	0.0000%	6761	0	827	7588	3.3152%	0	0	0	0	1		770		1	0	32256	0	0	0	-287	0	0	0		0	32543	0	0	32543	0	0	0	0	0	0						0	0	0		
1454																																																																																				1004767	0				12.1337%			132329		1090595	-51719	0						0	0	0	0	130115	1090595	0	0.0000%	126386	0	16244	142630	14.1953%	0	0	0	0	1		2214		1	0	80610	0	0	0	-51719	0	0	0		0	132329	0	0	132329	0	0	0	0	0	0						0	0	0		
1669																																																																																				467463	0				12.2113%			55340		453186	-3302	0						0	0	0	0	53740	453186	0	0.0000%	20870	0	173	21043	4.5015%	0	0	0	0	1		1600		1	0	52038	0	0	0	-3302	0	0	0		0	55340	0	0	55340	0	0	0	0	0	0						0	0	0		
1856																																																																																				47330	0				14.1947%			6616		46609	-118	0						0	0	0	0	482	46707	0	0.0000%	2501	0	0	2501	5.2842%	0	0	0	0	1		6232		1	0	6596	98	0	0	-118	0	0	0		0	6616	0	0	6616	0	0	0	0	0	0						98	0	0		
2161																																																																																				371072	0				10.6359%			39238		368920	-10582	0						0	0	0	0	17762	368920	0	0.0000%	14138	0	253	14391	3.8782%	0	0	0	0	1		21476		1	0	28656	0	0	0	-10404	-178	0	0		0	39238	0	0	39238	0	0	0	0	0	0						0	0	0		
2732																																																																																				711671	0				16.7224%			119242		713067	-103	0						0	0	0	0	114565	714179	0	0.0000%	71026	0	2332	73358	10.3079%	0	0	0	0	1		5789		1	0	120251	0	1112	0	-103	0	0	0		0	119242	0	0	119242	0	0	0	0	0	0						1112	0	3936		
2750																																																																																						9457	534	534	12.8333%	16.4963%	15.5648%	8923	57328	69530	-973	0			8.4963%			0				812	69530								0	0	0		0		8111	15.5648%	1	0	7950	0	0	0	-973	0	0	0		0	8923	0	0	8923	0	0	0	0	0	0	0	0	0	534	0	0	0			
3252																																																																																						48564	1774	1774	12.2634%	34.6292%	33.3642%	46790	140240	381542	-2218	0			26.6292%			0				46290	381542								0	0	0		0		500	33.3642%	1	0	44572	0	0	0	-2218	0	0	0		0	46790	0	0	46790	0	0	0	0	0	0	0	0	0	1774	0	0	0			
3458																																																																																						6701	658	658	7.6395%	11.9924%	10.8148%	6043	55877	79102	-1429	0			3.9924%			0				4842	79102								0	0	0		0		1201	10.8148%	1	0	4614	0	0	0	-1429	0	0	0		0	6043	0	0	6043	0	0	0	0	0	0	0	0	0	658	0	0	0			
3720																																																																																				421234	0				12.3657%			51927		419929	-5624	0						0	0	0	0	36449	419929	0	0.0000%	15986	0	143	16129	3.8290%	0	0	0	0	1		15478		1	0	46303	0	0	0	-5624	0	0	0		0	51927	0	0	51927	0	0	0	0	0	0						0	0	0		
3971																																																																																						144100	10887	10887	12.3206%	16.5827%	15.3298%	133213	868978	1081226	-9708	0			8.5827%			0				21830	1088830								0	0	0		0		118987	15.3298%	1	0	131109	5263	1606	735	-9708	0	0	0		0	133213	0	0	133213	0	0	0	0	0	0	0	0	0	10887	0	7604	0			
4231																																																																																				168836	0				15.4817%			25610		165421	-3888	0						0	0	0	0	13013	165424	0	0.0000%	11243	0	0	11243	6.6591%	0	0	0	0	1		12600		1	0	21725	0	0	3	-3888	0	0	0		0	25610	0	0	25610	0	0	0	0	0	0						3	0	1559		
5069																																																																																						241033	6730	6730	44.1629%	45.4459%	44.1769%	234303	530374	530543	277	0			37.4459%			0				225674	530543								0	0	0		0		8629	44.1769%	1	0	234580	0	0	0	277	0	0	0		0	234303	0	0	234303	0	0	0	0	0	0	0	0	0	6730	0	0	0			
5135																																																																																				654806	0				18.0390%			119341		661572	-262	0						0	0	0	0	95341	662614	0	0.0000%	85635	0	2311	87946	13.4308%	0	0	0	0	1		25042		1	0	120121	1042	0	0	-262	0	0	0		0	119341	0	0	119341	0	0	0	0	0	0						1042	0	0		
5210																																																																																						361996	24094	24094	10.5412%	14.5796%	13.6092%	337902	2482887	3205522	-32851	-3508			6.5796%			1				211618	3272365								0	0	0		0		196635	13.6092%	1	0	375402	56065	14286	0	-29343	0	-3508	0		0	337902	0	0	337902	0	0	0	0	0	0	0	0	0	24094	0	70351	0			
5461																																																																																						93781	6807	6807	10.5719%	17.2283%	15.9778%	86974	544342	822692	-16604	0			9.2283%			0				80707	822725								0	0	0		0		6300	15.9778%	1	0	70403	0	33	0	-1383	0	0	-15221		0	86974	0	0	86974	0	0	0	0	0	0	0	0	0	6807	0	33	0			
5751																																																																																				328545	0				12.7832%			41847		327359	-6488	0						0	0	0	0	33420	328284	0	0.0000%	30582	0	108	30690	9.3412%	0	0	0	0	1		9352		1	0	36284	925	0	0	-6488	0	0	0		0	41847	0	0	41847	0	0	0	0	0	0						925	0	100		
6039																																																																																				578924	0				9.2809%			52232		562792	-91	0						0	0	0	0	21195	562792	0	0.0000%	14777	0	713	15490	2.6757%	0	0	0	0	1		31037		1	0	52141	0	0	0	-91	0	0	0		0	52232	0	0	52232	0	0	0	0	0	0						0	0	18607		
6329																																																																																						210733	21268	21268	9.0398%	12.4589%	11.2015%	189465	1691423	2095897	-14830	0			4.4589%			0				148777	2100209								0	0	0		0		45000	11.2015%	1	0	178947	0	0	4312	-14830	0	0	0		0	189465	0	0	189465	0	0	0	0	0	0	0	0	0	21268	0	4312	0			
7009																																																																																						124833	0	0	9.7518%	44.0084%	44.0084%	124833	283657	1280101	-699	0			36.0084%			0				123781	1280101								0	0	0		0		1052	44.0084%	1	0	124134	0	0	0	-699	0	0	0		0	124833	0	0	124833	0	0	0	0	0	0	0	0	0	0	0	0	0			
7045																																																																																						30828	1220	1220	8.9084%	20.9476%	20.1186%	29608	147167	332359	-11586	0			12.9476%			0				27183	332359								0	0	0		0		2425	20.1186%	1	0	18022	0	0	0	-11586	0	0	0		0	29608	0	0	29608	0	0	0	0	0	0	0	0	0	1220	0	0	0			
7072																																																																																						44138	3482	3482	8.7861%	13.8861%	12.7906%	40656	317858	462731	-2791	0			5.8861%			0				42623	468758								0	0	0		0		4060	12.7906%	1	0	43892	5478	549	0	-2900	0	109	0		0	40656	0	0	40656	0	0	0	0	0	0	0	0	0	3482	0	6027	0			
7456																																																																																						14332	1223	1223	9.4982%	12.7209%	11.6354%	13109	112665	138015	-1662	0			4.7209%			0				6109	138015								0	0	0		0		7000	11.6354%	1	0	11447	0	0	0	-1662	0	0	0		0	13109	0	0	13109	0	0	0	0	0	0	0	0	0	1223	0	0	0			
7634																																																																																				88886	0				13.2908%			11882		89400	-1270	0						0	0	0	0	3622	89400	0	0.0000%	914	0	0	914	1.0283%	0	0	0	0	1		8260		1	0	10612	0	0	0	-1270	0	0	0		0	11882	0	0	11882	0	0	0	0	0	0						0	0	1022		
8462																																																																																				190524	0				16.8945%			32418		191885	-5915	0						0	0	0	0	31718	191885	0	0.0000%	1676	0	244	1920	1.0077%	0	0	0	0	1		700		1	0	26503	0	0	0	-5915	0	0	0		0	32418	0	0	32418	0	0	0	0	0	0						0	0	7098		
8631																																																																																				76866	0				9.7795%			7508		76773	-709	0						0	0	0	0	6208	76773	0	0.0000%	2901	0	145	3046	3.9627%	0	0	0	0	1		1300		1	0	6799	0	0	0	-709	0	0	0		0	7508	0	0	7508	0	0	0	0	0	0						0	0	0		
9357																																																																																				519985	0				16.6516%			81442		489095	-511	0						0	0	0	0	55038	519351	0	0.0000%	20916	0	1868	22784	4.3817%	0	0	0	0	1		56660		1	0	111187	28667	1589	0	-511	0	0	0		0	81442	0	0	81442	0	0	0	0	0	0						30256	0	336222		
9553																																																																																						27711	1450	1450	10.9920%	16.0447%	15.2052%	26261	172711	238910	-4700	0			8.0447%			0				24161	238910								0	0	0		0		2100	15.2052%	1	0	21561	0	0	0	-4700	0	0	0		0	26261	0	0	26261	0	0	0	0	0	0	0	0	0	1450	0	0	0			
9807																																																																																						380419	28993	28993	12.8017%	16.4187%	15.1674%	351426	2316987	2745150	-4096	0			8.4187%			0				219154	2745150								0	0	0		0		132272	15.1674%	1	0	347330	0	0	0	-4096	0	0	0		0	351426	0	0	351426	0	0	0	0	0	0	0	0	0	28993	0	0	0			
9955																																																																																				260612	0				14.5471%			31894		219247	-1804	0						0	0	0	0	28761	219247	0	0.0000%	6626	0	8	6634	2.5455%	0	0	0	0	1		3133		1	0	30090	0	0	0	-1804	0	0	0		0	31894	0	0	31894	0	0	0	0	0	0						0	0	15856		
10250																																																																																						67746	4896	4896	8.7599%	14.9375%	13.8580%	62850	453530	717470	-20084	0			6.9375%			0				22850	717470								0	0	0		0		40000	13.8580%	1	0	42766	0	0	0	-12630	0	0	-7454		0	62850	0	0	62850	0	0	0	0	0	0	0	0	0	4896	0	0	0			
10849																																																																																				315229	0				10.7284%			33996		316878	-4165	0						0	0	0	0	19299	317572	0	0.0000%	28734	0	0	28734	9.1153%	0	0	0	0	1		15391		1	0	30525	694	0	0	-4165	0	0	0		0	33996	0	0	33996	0	0	0	0	0	0						694	0	0		
11145																																																																																						57119	3457	3457	12.0597%	19.0663%	17.9124%	53662	299581	444968	-10817	0			11.0663%			0				28617	445923								0	0	0		0		26000	17.9124%	1	0	43800	450	505	0	-10817	0	0	0		0	53662	0	0	53662	0	0	0	0	0	0	0	0	0	3457	0	955	0			
11640																																																																																				381935	0				12.9709%			49414		380961	-10985	0						0	0	0	0	4819	380961	0	0.0000%	59864	0	502	60366	15.8053%	0	0	0	0	1		44595		1	0	38429	0	0	0	-10985	0	0	0		0	49414	0	0	49414	0	0	0	0	0	0						0	0	0		
11837																																																																																						18369	1192	1192	9.6913%	16.9211%	15.8230%	17177	108557	177241	-4443	0			8.9211%			0				5177	177241								0	0	0		0		12000	15.8230%	1	0	12734	0	0	0	-4443	0	0	0		0	17177	0	0	17177	0	0	0	0	0	0	0	0	0	1192	0	0	0			
12030																																																																																						114675	6097	6097	15.6228%	23.9669%	22.6926%	108578	478473	694996	-264	0			15.9669%			0				107978	694996								0	0	0		0		600	22.6926%	1	0	108314	0	0	0	-264	0	0	0		0	108578	0	0	108578	0	0	0	0	0	0	0	0	0	6097	0	0	0			
12142																																																																																				325097	0				10.7594%			36290		337286	-15534	0						0	0	0	0	10790	337286	0	0.0000%	1738	0	260	1998	0.6146%	0	0	0	0	1		25500		1	0	20756	0	0	0	-9873	0	-353	-5308		0	36290	0	0	36290	0	0	0	0	0	0						0	0	23758		
12311			20580479	1856186	2522549	8.8456%	13.9125%	12.2072%	18057930	147928056	204146141	-2225709	0			5.9125%						3836332	209525219								0	0	0		18399531	11.3917%	0	20010154	5208812	67103	103164	-1965339	-7000	-201027	-47115		0	16851556	0	0	16851556	780000	0	426374	1206374	0	1206374	666363	0	0	2522549	0	5379078	0																																						0																	0				1																															
12647																																																																																				202545	0				12.3703%			25050		202501	0	0						0	0	0	0	7127	202545	0	0.0000%	23902	0	1109	25011	12.3484%	0	0	0	0	1		17967		1	0	25094	0	44	0	0	0	0	0		0	25050	0	0	25050	0	0	0	0	0	0						44	0	0		
12946																																																																																						317206	31522	31522	9.4673%	12.6084%	11.3555%	285684	2515824	3017582	-70330	0			4.6084%			0				223799	3050880								0	0	0		0		95184	11.3555%	1	0	248653	25195	8104	0	-70330	0	0	0		0	285684	0	0	285684	0	0	0	0	0	0	0	0	0	31522	0	33298	0			
13103																																																																																						466637	26970	26970	14.4676%	19.3874%	18.2669%	439667	2406907	3038976	-12959	-6160			11.3874%			0				422575	3050243								0	0	0		0		34519	18.2669%	1	0	444135	14250	3177	0	-19119	0	6160	0		0	439667	0	0	439667	0	0	0	0	0	0	0	0	0	26970	0	17427	0			
13251																																																																																						9628	761	761	13.0024%	15.8004%	14.5516%	8867	60935	68195	-154	0			7.8004%			0				4867	68195								0	0	0		0		4000	14.5516%	1	0	8713	0	0	0	-154	0	0	0		0	8867	0	0	8867	0	0	0	0	0	0	0	0	0	761	0	0	0			
13457																																																																																				105587	0				13.9158%			13607		97781	4	0						0	0	0	0	-387	98337	0	0.0000%	16564	0	0	16564	15.6875%	0	0	0	0	1		14550		1	0	14167	0	556	0	4	0	0	0		0	13607	0	0	13607	0	0	0	0	0	0						556	0	0		
14155																																																																																				430090	0				10.4170%			44601		428156	-84	0						0	0	0	0	44265	428156	0	0.0000%	3541	0	824	4365	1.0149%	0	0	0	0	1		336		1	0	44517	0	0	0	-84	0	0	0		0	44601	0	0	44601	0	0	0	0	0	0						0	0	16228		
14650																																																																																				124128	0				10.9690%			12769		116410	0	0						0	0	0	0	7574	116410	0	0.0000%	20968	0	4080	25048	20.1792%	0	0	0	0	1		5195		1	0	12769	0	0	0	0	0	0	0		0	12769	0	0	12769	0	0	0	0	0	0						0	0	272		
14753																																																																																				58968	0				11.5033%			6805		59157	-436	0						0	0	0	0	5228	59157	0	0.0000%	5304	0	0	5304	8.9947%	0	0	0	0	1		1577		1	0	6369	0	0	0	-436	0	0	0		0	6805	0	0	6805	0	0	0	0	0	0						0	0	0		
14865																																																																																				883540	0				10.9812%			96949		882867	-2489	0						0	500	0	0	86452	883632	0	0.0000%	25078	0	2807	27885	3.1561%	0	0	0	0	1		11262		1	0	95225	0	564	201	-2489	0	0	0		0	96949	0	0	96949	0	0	0	0	0	0						765	0	177427		
14977																																																																																				63240	0				18.9820%			11475		60452	-11	0						0	0	0	0	11505	60471	0	0.0000%	8448	0	0	8448	13.3586%	0	0	0	0	1		0		1	0	11494	0	19	0	0	0	0	0		0	11475	0	0	11475	0	0	0	0	0	0						19	0	0		
16551																																																																																				462792	0				10.2286%			46926		458771	-3241	0						0	0	0	0	29359	461204	0	0.0000%	42844	0	43	42887	9.2670%	0	0	0	0	1		20000		1	0	46118	2433	0	0	-3241	0	0	0		0	46926	0	0	46926	0	0	0	0	0	0						2433	0	0		
17110																																																																																				182992	0				19.7004%			36735		186468	0	0						0	0	0	0	29449	186468	0	0.0000%	0	0	2345	2345	1.2815%	0	0	0	0	1		7286		0	0	36735	0	0	0					0	0	36735	0	0	36735	0	0	0	0	0	0						0	0	144831		
17147																																																																																						1995528	197494	197494	10.0074%	12.6427%	11.3914%	1798034	15784092	17966979	-188098	0			4.6427%			0				825321	18690034								0	0	0		0		1695768	11.3914%	1	0	2332991	709617	13002	436	-189702	0	1604	0		0	1798034	0	0	1798034	0	0	0	0	0	0	0	0	0	197494	0	723055	0			
17259																																																																																						6128	366	366	7.8386%	12.1493%	11.4237%	5762	50439	73508	-1100	0			4.1493%			0				4224	73508								0	0	0		0		1538	11.4237%	1	0	4662	0	0	0	-1100	0	0	0		0	5762	0	0	5762	0	0	0	0	0	0	0	0	0	366	0	0	0			
17950																																																																																						83520	5092	5092	9.6873%	20.5546%	19.3015%	78428	406332	809593	-20850	0			12.5546%			0				48690	813417								0	0	0		0		33562	19.3015%	1	0	61402	3065	759	0	-20850	0	0	0		0	78428	0	0	78428	0	0	0	0	0	0	0	0	0	5092	0	3824	0			
17978																																																																																				316726	0				42.4178%			133476		314670	0	0						0	0	0	0	133476	314670	0	0.0000%	19265	0	0	19265	6.0825%	0	0	0	0	1		0		1	0	133476	0	0	0	0	0	0	0		0	133476	0	0	133476	0	0	0	0	0	0						0	0	0		
18050																																																																																						130267	7173	7173	11.6681%	19.5994%	18.5202%	123094	664649	1054963	-41147	0			11.5994%			0				87209	1054963								0	0	0		0		35885	18.5202%	1	0	81947	0	0	0	-41147	0	0	0		0	123094	0	0	123094	0	0	0	0	0	0	0	0	0	7173	0	0	0			
18827																																																																																						276041	24470	24470	9.0544%	12.4417%	11.3388%	251571	2218675	2778443	-8081	0			4.4417%			1				131661	2821795								0	0	0		0		163262	11.3388%	1	0	286842	35325	7350	677	-8081	0	0	0		0	251571	0	0	251571	0	0	0	0	0	0	0	0	0	24470	0	43352	0			
18836																																																																																				232867	0				9.7298%			22102		227158	-1198	0						0	0	0	0	20246	227158	0	0.0000%	33921	0	0	33921	14.5667%	0	0	0	0	1		1856		1	0	20904	0	0	0	-1198	0	0	0		0	22102	0	0	22102	0	0	0	0	0	0						0	0	0		
18854																																																																																						242224	18686	18686	12.4925%	15.0583%	13.8967%	223538	1608572	1789374	-3742	0			7.0583%			0				220312	1800386								0	0	0		0		14238	13.8967%	1	0	230808	10197	815	0	-3742	0	0	0		0	223538	0	0	223538	0	0	0	0	0	0	0	0	0	18686	0	11012	0			
19356																																																																																						13990	1546	1546	8.3176%	11.3248%	10.0733%	12444	123534	149610	-1403	0			3.3248%			0				4994	150385								0	0	0		0		8225	10.0733%	1	0	11816	762	13	0	-1403	0	0	0		0	12444	0	0	12444	0	0	0	0	0	0	0	0	0	1546	0	775	0			
19936																																																																																						51859	3493	3493	9.7586%	18.6317%	17.3768%	48366	278337	495625	-5623	0			10.6317%			0				33871	495625								0	0	0		0		14495	17.3768%	1	0	42743	0	0	0	-5623	0	0	0		0	48366	0	0	48366	0	0	0	0	0	0	0	0	0	3493	0	0	0			
