"IDRSSD"	RCFA2170	RCFA3128	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAJJ30	RCFAJJ31	RCFAJJ32	RCFAKW00	RCFAKW03	RCFAKX77	RCFAKX78	RCFAKX79	RCFAKX80	RCFAKX81	RCFAKX82	RCFAKX83	RCFALB58	RCFALB59	RCFALB60	RCFALB61	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP852	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ258	RCFAS540	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP851	RCFWP852	RCFWP853	RCFWP854	RCFWP855	RCFWP856	RCFWP857	RCFWP858	RCFWP859	RCFWP870	RCOA2170	RCOA3128	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAJJ30	RCOAJJ31	RCOAJJ32	RCOAKW00	RCOAKW03	RCOAKX77	RCOAKX78	RCOAKX79	RCOAKX80	RCOAKX81	RCOAKX82	RCOAKX83	RCOALB58	RCOALB59	RCOALB60	RCOALB61	RCOALE74	RCOANC99	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP852	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ258	RCOAS540	RCOWH312	
248240																																																																																						173038	15183	15183	8.8985%	11.7555%	10.7240%	157855	1471978	1773943	-5003	0			3.7555%			0				131636	1779119								0	0	0		0		31395	10.7240%	1	0	158028	3023	2153	0	-5003	0	0	0		0	157855	0	0	157855	0	0	0	0	0	0	0	0	0	15183	0	5176	0			
248352																																																																																				183247	0				9.7082%			17053		175656	-4379	0						0	0	0	0	6952	176257	0	0.0000%	20736	0	501	21237	11.5893%	0	0	0	0	1		10702		1	0	13275	591	10	0	-4379	0	0	0		0	17053	0	0	17053	0	0	0	0	0	0						601	0	0		
248455																																																																																						83090	3216	3216	14.3346%	29.3431%	28.2074%	79874	283167	557212	-16997	0			21.3431%			0				66366	559269								0	0	0		0		15565	28.2074%	1	0	64934	2057	0	0	-16997	0	0	0		0	79874	0	0	79874	0	0	0	0	0	0	0	0	0	3216	0	2057	0			
248633																																																																																				433116	0				13.6148%			59108		434144	-3717	0						0	0	0	0	57527	434144	0	0.0000%	27794	0	2570	30364	7.0106%	0	0	0	0	1		1581		1	0	55391	0	0	0	-3717	0	0	0		0	59108	0	0	59108	0	0	0	0	0	0						0	0	0		
248745																																																																																						50552	4240	4240	11.8628%	14.9276%	13.6755%	46312	338649	390397	-4309	0			6.9276%			0				40312	390397								0	0	0		0		6000	13.6755%	1	0	42003	0	0	0	-4309	0	0	0		0	46312	0	0	46312	0	0	0	0	0	0	0	0	0	4240	0	0	0			
249416																																																																																				170071	0				9.1207%			15401		168858	-6344	0						0	0	0	0	13470	168858	0	0.0000%	6644	0	1284	7928	4.6616%	0	0	0	0	1		1931		1	0	9057	0	0	0	-6344	0	0	0		0	15401	0	0	15401	0	0	0	0	0	0						0	0	0		
249612																																																																																						1536048	70125	70125	8.1094%	11.7599%	11.2231%	1465923	13061703	18076830	-133690	0			3.7599%			0				1432567	18290744								0	0	0		0		247270	11.2231%	1	0	1546147	213287	0	0	-119465	0	-14225	0		627	1465923	0	0	1465923	0	0	0	0	0	0	0	0	0	70125	0	213914	0			
249658																																																																																				116824	0				12.7211%			15111		118787	-1452	0						0	0	0	0	1638	118787	0	0.0000%	3543	0	35	3578	3.0627%	0	0	0	0	1		13473		1	0	13659	0	0	0	-1452	0	0	0		0	15111	0	0	15111	0	0	0	0	0	0						0	0	867		
250430																																																																																				131296	0				15.5670%			20431		131246	-2021	0						0	0	0	0	19931	131246	0	0.0000%	9556	0	1461	11017	8.3910%	0	0	0	0	1		500		1	0	18410	0	0	0	-2021	0	0	0		0	20431	0	0	20431	0	0	0	0	0	0						0	0	0		
250476																																																																																				63934	0				14.6500%			9450		64505	-558	0						0	0	0	0	-5400	64505	0	0.0000%	6986	0	0	6986	10.9269%	0	0	0	0	1		14850		1	0	8892	0	0	0	-558	0	0	0		0	9450	0	0	9450	0	0	0	0	0	0						0	0	0		
250850																																																																																				123143	0				11.2164%			14823		132155	-5764	0						0	0	0	0	12823	132155	0	0.0000%	10364	0	65	10429	8.4690%	0	0	0	0	1		2000		1	0	9059	0	0	0	-5764	0	0	0		0	14823	0	0	14823	0	0	0	0	0	0						0	0	0		
251558																																																																																						39484	3144	3144	8.8958%	15.7459%	14.4921%	36340	250758	408509	-5491	0			7.7459%			0				32603	409772								0	0	0		0		5000	14.4921%	1	0	32112	1263	0	0	-5491	0	0	0		0	36340	0	0	36340	0	0	0	0	0	0	0	0	0	3144	0	1263	0			
251745																																																																																				568648	0				11.2675%			64125		569116	-2942	0						0	0	0	0	60625	569116	0	0.0000%	0	0	3782	3782	0.6651%	0	0	0	0	1		3500		1	0	61183	0	0	0	-2942	0	0	0		0	64125	0	0	64125	0	0	0	0	0	0						0	0	3152		
251978																																																																																				612303	0				8.9980%			54976		610978	76	0						0	0	0	0	54023	610978	0	0.0000%	45026	0	287	45313	7.4004%	0	0	0	0	1		953		1	0	55052	0	0	0	76	0	0	0		0	54976	0	0	54976	0	0	0	0	0	0						0	0	0		
252041																																																																																						77104	7281	7281	9.2139%	13.2392%	11.9890%	69823	582392	757798	-1886	0			5.2392%			0				61590	758644								0	0	0		0		9079	11.9890%	1	0	68783	345	501	0	-1886	0	0	0		0	69823	0	0	69823	0	0	0	0	0	0	0	0	0	7281	0	846	0			
252452																																																																																						11380	526	526	7.5241%	19.5997%	18.6938%	10854	58062	144257	-6404	0			11.5997%			0				2400	144354								0	0	0		0		8551	18.6938%	1	0	4547	97	0	0	-6404	0	0	0		0	10854	0	0	10854	0	0	0	0	0	0	0	0	0	526	0	97	0			
253356																																																																																				1632489	0				13.6202%			227752		1672164	-36964	0						0	0	0	0	222863	1672275	0	0.0000%	178379	0	1408	179787	11.0131%	0	0	0	0	1		5000		1	0	190899	0	111	0	-36964	0	0	0		0	227752	0	0	227752	0	0	0	0	0	0						111	0	0		
253468																																																																																						555586	51299	51299	9.4187%	13.7148%	12.4485%	504287	4051002	5354132	5730	0			5.7148%			0				471925	5354132								0	0	0		0		32363	12.4485%	1	0	510018	0	0	0	-3887	9618	0	0		0	504287	0	0	504287	0	0	0	0	0	0	0	0	0	51299	0	0	0			
253646																																																																																						41582	3588	3588	8.3824%	11.7209%	10.7095%	37994	354769	453259	-7856	0			3.7209%			0				22450	458715								0	0	0		0		21000	10.7095%	1	0	35594	5456	0	0	-7856	0	0	0		0	37994	0	0	37994	0	0	0	0	0	0	0	0	0	3588	0	5456	0			
253730																																																																																				142773	0				10.0481%			14403		143340	-2246	0						0	0	0	0	7903	143340	0	0.0000%	9955	0	0	9955	6.9726%	0	0	0	0	1		6500		1	0	12157	0	0	0	-2246	0	0	0		0	14403	0	0	14403	0	0	0	0	0	0						0	0	0		
254317																																																																																				1414087	0				24.2654%			340209		1402032	0	0						0	0	0	0	47701	1402032	0	0.0000%	6991	0	695	7686	0.5435%	0	0	0	0	1		292508		1	0	340209	0	0	0	0	0	0	0		0	340209	0	0	340209	0	0	0	0	0	0						0	0	34422		
254504																																																																																						42370	2019	2019	11.3036%	15.1687%	14.4459%	40351	279325	356975	-4424	0			7.1687%			0				30238	356975								0	0	0		0		10113	14.4459%	1	0	35927	0	0	0	-4424	0	0	0		0	40351	0	0	40351	0	0	0	0	0	0	0	0	0	2019	0	0	0			
254849																																																																																				699717	0				10.1544%			71474		703870	-5179	0						0	0	0	0	24924	703870	0	0.0000%	96753	0	623	97376	13.9165%	0	0	0	0	1		40053		1	0	59798	0	0	0	-5179	0	0	0		0	64977	0	0	64977	0	0	6497	6497	0	6497						0	0	0		
255350																																																																																				141344	0				11.3216%			16241		143452	-1680	0						0	0	0	0	4241	143452	0	0.0000%	4051	0	278	4329	3.0627%	0	0	0	0	1		12000		1	0	14561	0	0	0	-1680	0	0	0		0	16241	0	0	16241	0	0	0	0	0	0						0	0	2193		
255547																																																																																						14267	1208	1208	10.3366%	14.7632%	13.5132%	13059	96639	126337	-1163	0			6.7632%			0				12189	126337								0	0	0		0		870	13.5132%	1	0	11896	0	0	0	-1163	0	0	0		0	13059	0	0	13059	0	0	0	0	0	0	0	0	0	1208	0	0	0			
255556																																																																																						34834	2015	2015	10.0202%	17.0892%	16.1007%	32819	203836	327528	-5874	0			9.0892%			0				24873	327528								0	0	0		0		7946	16.1007%	1	0	26945	0	0	0	-5874	0	0	0		0	32819	0	0	32819	0	0	0	0	0	0	0	0	0	2015	0	0	0			
255574																																																																																						261903	6286	6286	20.2636%	30.1243%	29.4013%	255617	869407	1261461	-12320	0			22.1243%			0				167217	1261461								0	0	0		0		88400	29.4013%	1	0	243297	0	0	0	-12320	0	0	0		0	255617	0	0	255617	0	0	0	0	0	0	0	0	0	6286	0	0	0			
255659																																																																																						786408	61547	61547	9.8929%	15.9878%	14.7365%	724861	4918812	7327089	-73318	0			7.9878%			1				668208	7357665								0	0	0		0		87229	14.7365%	1	0	682119	30576	0	0	-73318	0	0	0		0	724861	0	0	724861	0	0	0	0	0	0	0	0	0	61547	0	30576	0			
256058																																																																																				684263	0				9.7266%			66689		685632	-8071	0						0	0	0	0	57394	685632	0	0.0000%	56482	0	1010	57492	8.4020%	0	0	0	0	1		9295		1	0	58618	0	0	0	-8071	0	0	0		0	66689	0	0	66689	0	0	0	0	0	0						0	0	0		
256076																																																																																				137465	0				11.2307%			15349		136670	-2321	0						0	0	0	0	15349	136670	0	0.0000%	7611	0	0	7611	5.5367%	0	0	0	0	1		0		1	0	13028	0	0	0	-2321	0	0	0		0	15349	0	0	15349	0	0	0	0	0	0						0	0	0		
256179																																																																																				158441	0				14.8191%			23800		160604	-1178	0						0	0	0	0	22439	160604	0	0.0000%	18135	0	765	18900	11.9287%	0	0	0	0	1		1361		1	0	22622	0	0	0	-1178	0	0	0		0	23800	0	0	23800	0	0	0	0	0	0						0	0	0		
256553																																																																																						494774	40132	40132	9.9297%	12.1974%	11.2080%	454642	4056396	4578604	-26554	0			4.1974%			0				370945	4587739								0	0	0		0		92832	11.2080%	1	0	437223	9118	17	0	-26554	0	0	0		0	454642	0	0	454642	0	0	0	0	0	0	0	0	0	40132	0	9135	0			
257233																																																																																						121952	8085	8085	10.3201%	14.3710%	13.4183%	113867	848597	1103356	-41019	0			6.3710%			0				89751	1110336								0	0	0		0		31097	13.4183%	1	0	79829	5047	1933	0	-39417	-1601	0	0		0	113867	0	0	113867	0	0	0	0	0	0	0	0	0	8085	0	6980	0			
257345																																																																																						28350	2034	2034	8.9480%	15.8159%	14.6812%	26316	179250	294098	-7042	0			7.8159%			0				24385	294098								0	0	0		0		1931	14.6812%	1	0	19274	0	0	0	-7042	0	0	0		0	26316	0	0	26316	0	0	0	0	0	0	0	0	0	2034	0	0	0			
257578																																																																																						66997	5426	5426	9.6314%	15.4506%	14.1992%	61571	433622	639274	-2468	0			7.4506%			0				59284	639274								0	0	0		0		2287	14.1992%	1	0	59103	0	0	0	-2468	0	0	0		0	61571	0	0	61571	0	0	0	0	0	0	0	0	0	5426	0	0	0			
257653																																																																																				76282	0				12.9730%			9959		76767	-709	0						0	0	0	0	9459	76767	0	0.0000%	1665	0	0	1665	2.1827%	0	0	0	0	1		500		1	0	9250	0	0	0	-709	0	0	0		0	9959	0	0	9959	0	0	0	0	0	0						0	0	0		
257756																																																																																						37406	3010	3010	10.8635%	12.5959%	11.5823%	34396	296970	316621	-3509	0			4.5959%			0				24177	316621								0	0	0		0		10219	11.5823%	1	0	30887	0	0	0	-3509	0	0	0		0	34396	0	0	34396	0	0	0	0	0	0	0	0	0	3010	0	0	0			
258306																																																																																						66349	4830	4830	9.5887%	15.2140%	14.1065%	61519	436105	641581	-9096	0			7.2140%			0				57631	641581								0	0	0		0		3888	14.1065%	1	0	52423	0	0	0	-9096	0	0	0		0	61519	0	0	61519	0	0	0	0	0	0	0	0	0	4830	0	0	0			
258379																																																																																						18100	1355	1355	7.9750%	14.3069%	13.2359%	16745	126512	209968	-3830	-1577			6.3069%			1				16745	208391								0	0	0		0		0	13.2359%	1	0	12915	0	0	0	-2253	0	-1577	0		0	16745	0	0	16745	0	0	0	0	0	0	0	0	0	1355	0	0	0			
258539																																																																																				136435	0				11.9641%			16064		134268	-821	0						0	0	0	0	13814	134268	0	0.0000%	10439	0	234	10673	7.8228%	0	0	0	0	1		2250		1	0	15243	0	0	0	-821	0	0	0		0	16064	0	0	16064	0	0	0	0	0	0						0	0	0		
258771																																																																																						731318	48574	48574	8.7378%	13.6629%	12.7554%	682744	5352571	7813697	-73097	-73097			5.6629%			0				165216	7746784								0	0	0		0		523712	12.7554%	1	0	615831	0	6184	0	-73097	0	0	0		0	682744	0	0	682744	0	0	0	0	0	0	0	0	0	48574	0	6184	0			
258874																																																																																						15144	410	410	13.8949%	32.9554%	32.0632%	14734	45953	106039	-926	0			24.9554%			0				14734	106039								0	0	0		0		0	32.0632%	1	0	13808	0	0	0	-926	0	0	0		0	14734	0	0	14734	0	0	0	0	0	0	0	0	0	410	0	0	0			
259059																																																																																				147326	0				11.6419%			15385		132152	-257	0						0	0	0	0	6185	132152	0	0.0000%	4714	0	265	4979	3.3796%	0	0	0	0	1		9200		1	0	15128	0	0	0	-257	0	0	0		0	15385	0	0	15385	0	0	0	0	0	0						0	0	14529		
259330																																																																																						115085	11844	11844	9.2263%	11.9257%	10.6984%	103241	965013	1118981	-2065	0			3.9257%			0				90128	1126428								0	0	0		0		20560	10.6984%	1	0	108623	7435	12	0	-2065	0	0	0		0	103241	0	0	103241	0	0	0	0	0	0	0	0	0	11844	0	7447	0			
259442																																																																																						69506	4961	4961	12.6875%	17.5593%	16.3060%	64545	395836	508730	-3694	0			9.5593%			0				50585	508730								0	0	0		0		13960	16.3060%	1	0	60851	0	0	0	-3694	0	0	0		0	64545	0	0	64545	0	0	0	0	0	0	0	0	0	4961	0	0	0			
259956																																																																																				165777	0				10.2277%			16933		165560	-4046	0						0	0	0	0	6933	165560	0	0.0000%	11367	0	1407	12774	7.7055%	0	0	0	0	1		10000		1	0	12887	0	0	0	-4046	0	0	0		0	16933	0	0	16933	0	0	0	0	0	0						0	0	0		
260055																																																																																						713987	52991	53444	9.8968%	15.2144%	14.0756%	660543	4692826	6674340	-49132	0			7.2144%			0				514279	6691971								0	0	0		0		163895	14.0756%	1	0	629042	17631	0	0	-49132	0	0	0		0	660543	0	0	660543	0	0	0	0	0	0	0	0	453	53444	0	17631	0			
260831																																																																																						26427	2417	2417	9.2254%	13.7318%	12.4759%	24010	192451	260261	44	0			5.7318%			0				11477	260261								0	0	0		0		12533	12.4759%	1	0	24054	0	0	0	44	0	0	0		0	24010	0	0	24010	0	0	0	0	0	0	0	0	0	2417	0	0	0			
261146																																																																																				504815	0				10.5593%			51536		488062	-2903	0						0	0	0	0	18181	488062	0	0.0000%	53352	0	96	53448	10.5876%	0	0	0	0	1		33355		1	0	48633	0	0	0	-2903	0	0	0		0	51536	0	0	51536	0	0	0	0	0	0						0	0	7743		
261360																																																																																				1151168	0				12.4463%			139882		1123885	-6453	0						0	0	0	0	121439	1126810	0	0.0000%	65923	0	837	66760	5.7993%	0	0	0	0	1		21368		1	0	136354	2838	87	0	-6453	0	0	0		0	139882	0	0	139882	0	0	0	0	0	0						2925	0	0		
261940																																																																																						119307	11157	11157	9.7252%	13.3689%	12.1187%	108150	892422	1112054	-19016	0			5.3689%			0				93657	1116865								0	0	0		0		19304	12.1187%	1	0	93945	4811	0	0	-19016	0	0	0		0	108150	0	0	108150	0	0	0	0	0	0	0	0	0	11157	0	4811	0			
262059																																																																																						57165	5546	5546	9.7153%	12.9395%	11.6842%	51619	441786	531315	-6607	0			4.9395%			1				45619	531315								0	0	0		0		6000	11.6842%	1	0	45012	0	0	0	-6607	0	0	0		0	51619	0	0	51619	0	0	0	0	0	0	0	0	0	5546	0	0	0			
262237																																																																																						61508	5463	5463	9.7473%	14.0932%	12.8415%	56045	436438	574978	-3304	0			6.0932%			0				29462	574978								0	0	0		0		26583	12.8415%	1	0	52741	0	0	0	-3304	0	0	0		0	56045	0	0	56045	0	0	0	0	0	0	0	0	0	5463	0	0	0			
262358																																																																																						76793	6372	6372	10.5447%	15.0667%	13.8165%	70421	509686	667832	-1142	0			7.0667%			0				-7424	674985								0	0	0		0		84998	13.8165%	1	0	76432	4628	238	2287	-1142	0	0	0		0	70421	0	0	70421	0	0	0	0	0	0	0	0	0	6372	0	7153	0			
262741																																																																																						68467	3894	3894	9.0979%	11.7395%	11.0718%	64573	583219	709756	-7130	0			3.7395%			0				29973	714267								0	0	0		0		39111	11.0718%	1	0	61954	4511	0	0	-7130	0	0	0		0	64573	0	0	64573	0	0	0	0	0	0	0	0	0	3894	0	4511	0			
262844																																																																																						113448	7843	7843	11.3060%	18.1333%	16.8797%	105605	625635	934064	-26595	0			10.1333%			0				92093	939242								0	0	0		0		18690	16.8797%	1	0	84188	4954	224	0	-26595	0	0	0		0	105605	0	0	105605	0	0	0	0	0	0	0	0	0	7843	0	5178	0			
262956																																																																																				198516	0				11.5394%			22855		198061	-2857	0						0	0	0	0	7717	199223	0	0.0000%	4258	0	6497	10755	5.4177%	0	0	0	0	1		16300		1	0	21160	1162	0	0	-2857	0	0	0		0	22855	0	0	22855	0	0	0	0	0	0						1162	0	0		
263243																																																																																						58413	4801	4801	8.9992%	14.2589%	13.0870%	53612	409659	595741	-13558	0			6.2589%			0				27966	596486								0	0	0		0		26391	13.0870%	1	0	40799	745	0	0	-13558	0	0	0		0	53612	0	0	53612	0	0	0	0	0	0	0	0	0	4801	0	745	0			
263627																																																																																						18763	792	792	8.3051%	19.9119%	19.0714%	17971	94230	216385	0	0			11.9119%			0				8621	216385								0	0	0		0		9350	19.0714%	1	0	17971	0	0	0	0	0	0	0		0	17971	0	0	17971	0	0	0	0	0	0	0	0	0	792	0	0	0			
264455																																																																																				717034	0				11.0716%			79893		721604	-4954	0						1	0	0	0	59893	721604	0	0.0000%	28178	0	1335	29513	4.1160%	0	0	0	0	1		20000		1	0	74939	0	0	0	-4954	0	0	0		0	79893	0	0	79893	0	0	0	0	0	0						0	0	0		
264772																																																																																						1203934	91798	91798	10.8267%	16.7655%	15.4872%	1112136	7181022	10272133	-26005	0			8.7655%			0				288290	10390590								0	0	0		0		942303	15.4872%	1	0	1204588	75717	40896	1844	-26005	0	0	0		0	1112136	0	0	1112136	0	0	0	0	0	0	0	0	0	91798	0	118457	0			
265340																																																																																						40685	1630	1630	11.9777%	19.0135%	18.2517%	39055	213980	326063	-13108	0			11.0135%			0				35055	326063								0	0	0		0		4000	18.2517%	1	0	25947	0	0	0	-13108	0	0	0		0	39055	0	0	39055	0	0	0	0	0	0	0	0	0	1630	0	0	0			
265407																																																																																						329272	26057	26057	11.4930%	13.9483%	12.8445%	303215	2360657	2638249	-24020	0			5.9483%			0				325423	2660707								0	0	0		0		250	12.8445%	1	0	301653	22142	316	0	-23298	0	-722	0		0	303215	0	0	303215	0	0	0	0	0	0	0	0	0	26057	0	22458	0			
265452																																																																																				120457	0				10.9626%			13579		123867	-1012	0						0	0	0	0	11504	124607	0	0.0000%	5130	0	0	5130	4.2588%	0	0	0	0	1		2815		1	0	13307	740	0	0	-1012	0	0	0		0	13579	0	0	13579	0	0	0	0	0	0						740	0	0		
265676																																																																																						19588	1044	1044	12.6461%	23.4820%	22.2305%	18544	83417	146638	-2497	0			15.4820%			0				15951	146638								0	0	0		0		2593	22.2305%	1	0	16047	0	0	0	-2497	0	0	0		0	18544	0	0	18544	0	0	0	0	0	0	0	0	0	1044	0	0	0			
266244																																																																																						29533	2468	2468	8.9418%	11.9513%	10.9526%	27065	247111	302681	-6952	0			3.9513%			0				25103	302681								0	0	0		0		1962	10.9526%	1	0	20113	0	0	0	-6952	0	0	0		0	27065	0	0	27065	0	0	0	0	0	0	0	0	0	2468	0	0	0			
266253																																																																																				139942	0				12.2036%			16640		136353	-1568	0						0	0	0	0	10946	136353	0	0.0000%	20258	0	183	20441	14.6068%	0	0	0	0	1		5694		1	0	15072	0	0	0	-1568	0	0	0		0	16640	0	0	16640	0	0	0	0	0	0						0	0	0		
266655																																																																																				106307	0				13.7284%			14858		108228	-1443	0						0	0	0	0	2533	108228	0	0.0000%	15787	0	0	15787	14.8504%	0	0	0	0	1		12325		1	0	13415	0	0	0	-1443	0	0	0		0	14858	0	0	14858	0	0	0	0	0	0						0	0	0		
266851																																																																																						45085	2957	2957	11.6804%	18.9075%	17.6674%	42128	238450	360674	-6106	0			10.9075%			0				40310	360674								0	0	0		0		1818	17.6674%	1	0	36022	0	0	0	-6106	0	0	0		0	42128	0	0	42128	0	0	0	0	0	0	0	0	0	2957	0	0	0			
266945																																																																																				1159076	0				9.8700%			117600		1191485	-27509	0						0	0	0	0	69949	1191922	0	0.0000%	58041	0	5608	63649	5.4914%	0	0	0	0	1		48088		1	0	90528	0	76	361	-27509	0	0	0		0	117600	0	0	117600	0	0	0	0	0	0						437	0	41836		
267652																																																																																				112068	0				12.3696%			13787		111459	-6654	0						0	0	0	0	2937	111459	0	0.0000%	7084	0	0	7084	6.3212%	0	0	0	0	1		10850		1	0	7133	0	0	0	-6654	0	0	0		0	13787	0	0	13787	0	0	0	0	0	0						0	0	0		
268006																																																																																						276374	19007	19007	8.8449%	12.6359%	11.7669%	257367	2187218	2909792	-31262	0			4.6359%			0				266056	2918731								0	0	0		0		250	11.7669%	1	0	235044	6055	0	2884	-31262	0	0	0		0	257367	0	0	257367	0	0	0	0	0	0	0	0	0	19007	0	8939	0			
268136																																																																																						48319	3247	3247	11.4431%	18.7670%	17.5059%	45072	257468	393878	-965	0			10.7670%			0				33854	393878								0	0	0		0		11218	17.5059%	1	0	44107	0	0	0	-965	0	0	0		0	45072	0	0	45072	0	0	0	0	0	0	0	0	0	3247	0	0	0			
268677																																																																																						69934	6414	6414	8.8182%	11.5764%	10.5147%	63520	604106	720332	-11829	0			3.5764%			0				-41773	720332								0	0	0		0		105293	10.5147%	1	0	51691	0	0	0	-11829	0	0	0		0	63520	0	0	63520	0	0	0	0	0	0	0	0	0	6414	0	0	0			
268828																																																																																						75729	2891	2891	21.3248%	31.3500%	30.1532%	72838	241560	341565	-11715	0			23.3500%			0				52838	341565								0	0	0		0		20000	30.1532%	1	0	61123	0	0	0	-11715	0	0	0		0	72838	0	0	72838	0	0	0	0	0	0	0	0	0	2891	0	0	0			
268976																																																																																				881320	0				11.9971%			104873		874151	0	0						0	0	0	0	1868	874151	0	0.0000%	97026	0	0	97026	11.0092%	0	0	0	0	1		103005		1	0	104873	0	0	0	0	0	0	0		0	104873	0	0	104873	0	0	0	0	0	0						0	0	0		
269049																																																																																						87483	8261	8261	8.9318%	11.3282%	10.2585%	79222	772259	886968	-1377	0			3.3282%			0				21745	898633								0	0	0		0		69142	10.2585%	1	0	89510	7264	4401	0	-1377	0	0	0		0	79222	0	0	79222	0	0	0	0	0	0	0	0	0	8261	0	11665	0			
269058																																																																																						32852	2166	2166	10.7843%	14.9064%	13.9236%	30686	220388	284543	-7271	0			6.9064%			0				10080	287287								0	0	0		0		23350	13.9236%	1	0	26159	1490	1254	0	-7271	0	0	0		0	30686	0	0	30686	0	0	0	0	0	0	0	0	0	2166	0	2744	0			
269571																																																																																						12114	350	350	12.2028%	29.0218%	28.1833%	11764	41741	96404	0	0			21.0218%			0				11764	96404								0	0	0		0		0	28.1833%	1	0	11764	0	0	0	0	0	0	0		0	11764	0	0	11764	0	0	0	0	0	0	0	0	0	350	0	0	0			
269759																																																																																				59382	0				12.7294%			7525		59115	-67	0						0	0	0	0	1025	59115	0	0.0000%	0	0	0	0	0.0000%	0	0	0	0	1		6500		1	0	7458	0	0	0	-67	0	0	0		0	7525	0	0	7525	0	0	0	0	0	0						0	0	11602		
270148																																																																																						21030	1272	1272	11.0604%	16.7045%	15.6942%	19758	125894	178637	-2808	0			8.7045%			0				16469	178637								0	0	0		0		3289	15.6942%	1	0	16950	0	0	0	-2808	0	0	0		0	19758	0	0	19758	0	0	0	0	0	0	0	0	0	1272	0	0	0			
270353																																																																																						6217	219	219	9.8959%	26.1471%	25.2261%	5998	23777	60611	-3105	0			18.1471%			0				2498	60611								0	0	0		0		3500	25.2261%	1	0	2893	0	0	0	-3105	0	0	0		0	5998	0	0	5998	0	0	0	0	0	0	0	0	0	219	0	0	0			
270504																																																																																						130047	10952	10952	10.0635%	14.8462%	13.5959%	119095	875964	1183436	-12488	0			6.8462%			0				111065	1195010								0	0	0		0		19604	13.5959%	1	0	118181	11574	0	0	-12488	0	0	0		0	119095	0	0	119095	0	0	0	0	0	0	0	0	0	10952	0	11574	0			
270531																																																																																						25423	1395	1395	14.3195%	22.8400%	21.5868%	24028	111309	167799	-930	0			14.8400%			0				-9814	168436								0	0	0		0		34479	21.5868%	1	0	23735	0	0	637	-930	0	0	0		0	24028	0	0	24028	0	0	0	0	0	0	0	0	0	1395	0	637	0			
270652																																																																																				101577	0				7.7999%			8112		104002	-1359	0						1	0	0	0	2412	104002	0	0.0000%	16665	0	0	16665	16.4063%	0	0	0	0	1		5700		1	0	6753	0	0	0	-1359	0	0	0		0	8112	0	0	8112	0	0	0	0	0	0						0	0	0		
271136																																																																																						11845	711	711	11.2868%	21.2265%	19.9523%	11134	55803	98646	88	0			13.2265%			0				5087	98646								0	0	0		0		6047	19.9523%	1	0	11222	0	0	0	88	0	0	0		0	11134	0	0	11134	0	0	0	0	0	0	0	0	0	711	0	0	0			
271275																																																																																						42516	3236	3236	8.0158%	14.1915%	13.1114%	39280	299587	490031	-9711	0			6.1915%			0				569	490031								0	0	0		0		38711	13.1114%	1	0	29569	0	0	0	-9711	0	0	0		0	39280	0	0	39280	0	0	0	0	0	0	0	0	0	3236	0	0	0			
271341																																																																																						13722	1011	1011	10.2829%	14.8243%	13.7321%	12711	92564	123613	-4043	0			6.8243%			0				6040	123613								0	0	0		0		6671	13.7321%	1	0	8668	0	0	0	-4043	0	0	0		0	12711	0	0	12711	0	0	0	0	0	0	0	0	0	1011	0	0	0			
271529																																																																																						66822	3783	3783	8.5429%	15.1997%	14.3392%	63039	439626	737914	-26518	0			7.1997%			0				40495	739398								0	0	0		0		24028	14.3392%	1	0	38005	938	546	0	-26518	0	0	0		0	63039	0	0	63039	0	0	0	0	0	0	0	0	0	3783	0	1484	0			
272030																																																																																				215075	0				9.2251%			19709		213645	-1529	0						1	0	0	0	11754	213645	0	0.0000%	0	0	155	155	0.0721%	0	0	0	0	1		3685		1	0	13910	0	0	0	-1529	0	0	0		0	15439	0	0	15439	4270	0	0	4270	0	4270						0	0	12517		
