"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
	# OF LNS SECD BY NONFM NONRES PROPS	# OF C&I LNS TO U.S. ADDRESSEES	# PERMNT MTG LNS AMTS $100,000 OR LS	OTSTG BAL PRMT MTG LS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTD BAL > $250,000 THRU $1 MILLION	# NONMTG CML LNS AMTS $100,000 OR LS	OTSTG BAL NONMTGE LNS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTG BAL > $250,000 THRU $1 MILLION	NO OF LNS RPTD ON LINES: ITEM NO 260	# OF LS RPTD LINES: ITMS 300,303&306	# LS SCD PRIM BY FRMS $100,000 OR LS	OTST BL SCD PR BY FMS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	# LNS TO FIN AGR PRDT $100,000 OR LS	OTST BAL FIN AGR PRDT $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	AGRICLTRL LNS TO SMALL FARMS INDCTR	LOANS TO SMALL BUSINESSES INDICATOR	
37	9	40													11	3													true	true	
242	105	89													31	35													true	true	
279			17	698	35	4273	32	15087	111	2165	13	1513	7	943			14	794	24	3224	6	1753	4	74	0	0	0	0	false	false	
354			5	212	10	1897	22	12664	12	327	5	620	5	1218			3	170	2	287	3	1368	7	232	1	135	0	0	false	false	
457			6	169	12	1407	22	7306	55	1685	15	1839	15	2792			7	296	9	954	7	984	49	1099	11	1089	7	1043	false	false	
505			5	205	38	5586	61	23928	130	2667	63	5034	43	7021															false	false	
1155			43	1490	49	5502	73	30582	215	4967	71	6379	72	22088			10	285	32	3812	25	6743	102	2348	34	3245	11	2154	false	false	
1351			146	5009	49	6088	33	13553	257	6177	40	4872	22	6651			26	1043	17	2218	1	387	100	2168	9	790	4	1315	false	false	
1454			24	1497	50	6277	91	35282	361	8695	87	7520	118	29794			2	117	11	1076	8	2023	26	729	9	910	3	602	false	false	
1669			126	6165	78	10305	91	31975	423	10367	60	6360	33	8294			0	0	0	0	0	0	181	3817	15	1256	5	910	false	false	
1856			10	438	3	279	3	1494	31	1053	5	630	2	251			3	59	9	1379	1	190	48	1280	6	629	1	351	false	false	
2161			25	1044	36	4624	76	29304	127	4320	43	5072	13	4274			10	453	7	810	6	1309	8	173	1	115	0	0	false	false	
2732			1	12	7	992	57	28108	6	259	9	1428	19	6183															false	false	
2750			16	668	2	211	6	1082	158	1539	18	1816	6	2710			3	122	7	1033	5	1380	47	1006	26	2073	27	7092	false	false	
3252			49	2219	5	635	9	3144	84	2033	20	2374	11	3689			25	972	34	4538	30	8338	466	11331	90	12561	37	11191	false	false	
3458			34	1335	23	3405	18	7705	86	2026	14	1381	1	393			55	2238	45	5426	14	3470	143	2409	16	1605	1	140	false	false	
3720			52	2023	80	9394	80	25697	411	9846	67	6565	19	5078			34	1463	26	3212	12	3468	2	19	6	425	1	200	false	false	
3971			3	175	25	3500	40	16186	58	1283	37	3551	39	10270			13	527	8	906	20	4194	24	724	13	1060	11	1608	false	false	
4231			13	597	6	687	12	3835	75	1202	6	328	2	660			39	1085	7	551	2	576	13	366	1	41	4	379	false	false	
5069			0	0	1	250	14	4991	0	0	0	0	1	700			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
5135			64	2792	48	5977	96	45291	614	14106	85	7973	33	10702			86	4682	76	10451	40	10185	246	6515	73	6900	56	11237	false	false	
5210			133	4923	334	42004	632	226899	684	16008	257	20909	220	47875			40	1494	73	9295	87	23074	93	2731	28	2256	7	1110	false	false	
5461			4	236	15	2124	89	40977	29	1176	71	8570	30	9993			0	0	0	0	2	428	1	100	3	66	1	129	false	false	
5751			28	1120	43	5426	37	13364	235	7085	47	4901	25	9003			18	606	23	2819	35	9136	45	1393	33	3274	25	7110	false	false	
6039			63	2336	80	11770	131	51355	445	9745	60	6827	32	11013			57	2260	44	5588	30	7966	80	1417	5	458	2	886	false	false	
6329			171	13248	176	22670	277	108607	1958	43269	193	18592	102	24791			20	678	11	1089	3	217	4	228	0	0	1	328	false	false	
7009			0	0	0	0	0	0	0	0	1	177	1	300															false	false	
7045			26	989	19	2171	20	6466	54	1714	13	1405	7	2062			6	162	15	2034	9	2612	22	398	11	924	4	833	false	false	
7072			62	650	46	5557	82	26459	409	2563	51	4770	34	12749			0	0	2	332	1	300	0	0	0	0	0	0	false	false	
7456			10	386	9	989	16	5190	37	871	14	1138	14	4438			10	345	16	1933	14	2070	33	617	28	1921	22	3576	false	false	
7634			27	1073	17	2077	9	3204	119	3669	25	2684	13	3361			12	483	11	1439	5	1158	72	2690	19	2055	4	809	false	false	
8462			11	553	10	1352	13	6135	112	3404	18	2135	12	4555			2	176	7	893	6	1325	30	915	14	1752	6	1622	false	false	
8631			11	521	13	2177	17	6629	41	1051	9	618	6	2402			0	0	0	0	1	68	4	51	1	60	0	0	false	false	
9357			0	0	5	360	45	16735	188	4178	110	10145	145	33105															false	false	
9553			12	621	4	696	5	2062	26	805	10	1337	11	4150			13	468	35	4607	31	8711	54	1204	29	2336	33	5527	false	false	
9807			5	261	22	2551	76	29015	11	384	8	604	7	1517															false	false	
9955			6	169	2	246	19	10315	18	352	16	1601	14	6692			12	475	11	1109	10	2380	22	564	1	25	1	283	false	false	
10250			14	633	40	5230	96	35122	397	14197	176	17070	75	24717			2	91	5	586	1	402	0	0	0	0	0	0	false	false	
10849			17	768	17	2423	49	20532	76	2298	14	1455	12	5626			22	853	16	2083	5	1098	16	365	8	937	0	0	false	false	
11145			70	2776	106	12876	94	30491	87	2138	22	2080	16	2843			2	182	4	560	2	544	0	0	0	0	0	0	false	false	
11640			23	797	25	2583	30	11319	220	5521	35	3220	32	8932			8	361	9	819	7	1240	29	669	18	1567	12	1811	false	false	
11837			5	238	7	952	19	7464	32	504	14	1247	3	756			6	236	4	609	2	792	4	41	0	0	0	0	false	false	
12030			296	10544	133	15968	143	50237	708	14176	64	5632	36	8605			55	1793	23	2157	21	5483	59	1135	8	757	1	349	false	false	
12142			47	1733	27	3458	26	7400	92	2214	42	4931	37	12079			3	83	3	440	3	1049	9	298	5	404	6	674	false	false	
12311			1015	40012	2080	231926	3815	1461037	64925	1024799	16661	1331153	17403	4594650			46	1793	92	9292	56	10815	750	21768	533	47270	219	40619			
12647			28	1400	26	3028	42	16103	51	1093	15	1402	15	3270			17	441	21	2215	13	3449	36	603	12	1434	6	893	false	false	
12946			138	5153	163	17793	205	68111	1228	24367	260	24940	212	61893			233	8468	139	16235	62	16420	343	7148	68	7327	22	4779	false	false	
13103			41	2307	145	16886	328	109333	1207	29508	150	11671	145	32474			0	0	0	0	0	0	0	0	1	162	0	0	false	false	
13251			16	851	21	2783	20	9134	70	1970	19	1881	6	2510			4	40	4	535	0	0	20	449	4	532	6	1339	false	false	
13457			8	606	10	1557	13	4751	30	1199	10	1524	10	4848			4	200	6	927	11	2628	34	1623	15	2330	9	2936	false	false	
14155			34	1285	52	7236	54	23650	250	6372	42	5152	9	1943			98	4417	106	14021	60	20710	501	13349	77	12489	31	10410	false	false	
14650			12	422	13	1806	14	6590	113	4354	41	5127	27	10071			4	128	2	258	3	991	19	174	2	101	0	0	false	false	
14753			1	37	4	727	3	1018	58	1415	7	703	1	736			6	193	11	1267	7	1614	184	5138	34	3982	13	3298	false	false	
14865			58	2400	124	16366	94	34798	380	9847	127	11423	103	23672			53	2625	104	14233	98	28862	421	12037	171	17562	156	34393	false	false	
14977			5	303	4	403	4	1651	80	1647	7	755	2	541			8	321	17	2234	7	1779	53	1490	20	1700	14	2470	false	false	
16551			28	1006	59	7159	53	18793	183	4621	36	3520	27	8286			14	509	9	814	3	722	29	733	5	663	8	1745	false	false	
17110			0	0	0	0	0	0	2	186	1	182	5	2315															false	false	
17147			339	12518	589	67243	1245	496204	5694	102312	928	72823	1294	301032			124	4270	193	19936	180	45467	194	4998	149	13623	97	20176	false	false	
17259			16	555	8	1263	18	8887	8	295	1	92	4	942			16	538	3	394	6	1917	31	647	3	164	0	0	false	false	
17950			41	1445	77	9446	84	30300	322	7595	49	4874	40	10257			37	1667	60	8191	66	17923	384	9631	83	8555	47	8504	false	false	
17978			3	138	14	1693	13	3982	0	0	0	0	0	0			1	30	3	310	1	259	0	0	0	0	0	0	false	false	
18050			18	508	43	4587	71	29708	215	4590	38	3424	19	4286			35	1629	118	14094	43	11269	53	801	7	454	1	200	false	false	
18827			97	3659	171	18624	263	97973	323	7208	177	16733	174	29284			1	0	2	184	1	213	1	26	1	230	0	0	false	false	
18836			27	1221	22	2261	27	9516	74	1861	10	931	0	0			4	178	8	983	19	4236	17	141	1	200	0	0	false	false	
18854			17	656	37	4805	80	35244	369	9807	74	10143	97	51415			8	347	25	2932	19	4688	119	5504	46	6235	23	4892	false	false	
19356			21	837	18	2489	30	12242	94	2406	25	2113	23	9633			6	223	2	279	0	0	22	574	3	442	2	378	false	false	
19936			68	4203	68	8495	52	21683	66	3876	3	397	7	2677			61	3111	32	4479	25	6572	109	5837	22	3622	10	3720	false	false	
19972			0	0	0	0	0	0	0	0	1	35	0	0			0	0	2	47	0	0	0	0	0	0	0	0	false	false	
20053			56	2124	40	5184	46	18550	80	1925	30	2595	10	1741			19	848	29	3514	23	5828	60	1436	8	694	6	968	false	false	
20633			14	675	26	3067	43	15908	33	947	9	650	11	3653			1	18	1	162	3	517	0	0	0	0	0	0	false	false	
20857			36	1539	37	4588	52	18247	85	1903	37	3172	42	11375			42	1285	58	5667	69	13342	87	1890	64	5694	42	7794	false	false	
21256			0	0	0	0	0	0	5	189	5	687	2	433			0	0	0	0	0	0	8	141	0	0	1	254	false	false	
21359			11	495	4	580	5	2295	142	3864	23	2615	4	1675			31	1293	19	2700	7	1561	81	2216	17	2094	9	3201	false	false	
21658			99	4232	70	8407	42	14905	144	3277	17	2363	5	1374			60	2252	71	8657	47	11246	181	4060	33	3552	25	5778	false	false	
22048			49	1902	41	4918	32	9251	630	14207	84	8605	46	15061			107	3986	30	3297	7	1913	6	146	3	538	4	1740	false	false	
22543			87	3603	154	19653	172	61918	257	5923	83	6206	39	6954			3	213	6	877	1	16	8	399	8	1159	5	909	false	false	
22552			37	1691	40	5639	19	6451	167	4043	26	3235	17	5879			16	676	57	7360	33	9760	208	5217	49	5040	29	7573	false	false	
22730			23	516	23	3239	38	18697	115	3541	20	1607	8	2696			2	70	2	245	1	294	1	21	0	0	0	0	false	false	
23456			78	3443	109	13848	66	23822	240	5920	49	4417	21	7519			46	2018	42	4824	21	6089	112	2607	27	3220	14	2826	false	false	
23504			4	52	45	5168	436	201182	1345	38467	335	33808	449	106326															false	false	
23643			33	1405	43	4875	37	12672	427	12993	146	13737	70	18969			15	596	16	1755	17	4025	32	767	7	639	4	591	false	false	
23755			10	577	30	4408	65	27288	78	2607	46	4808	31	8992			0	0	0	0	1	340	1	16	0	0	0	0	false	false	
24006			0	0	14	1170	138	58153	120	1978	57	5589	88	28407															false	false	
24378			5	231	6	727	3	1468	44	1454	19	1456	1	554															false	false	
24659			24	810	19	2445	14	4091	86	2199	25	2946	9	2711			28	989	18	2227	11	2658	35	857	8	740	16	4075	false	false	
24949			23	971	40	4523	77	30163	49	793	19	1585	15	1951			1	62	3	278	1	259	3	69	0	0	0	0	false	false	
25357			122	5000	62	8982	87	32390	316	4051	28	2934	16	5347			89	3771	115	14479	67	19939	434	9523	126	12548	52	11083	false	false	
25647			17	1140	68	11327	125	50457	15	316	14	846	17	2755			0	0	1	23	0	0	0	0	0	0	0	0	false	false	
26765			8	297	91	10407	292	127475	268	10125	192	21362	280	98774			1	54	3	220	7	1403	9	100	2	260	1	1	false	false	
27070			22	830	42	5298	76	31284	54	1296	28	2424	35	8850			7	354	9	919	4	1282	8	300	2	247	4	891	false	false	
27614			14	438	30	2534	50	18809	36	487	10	548	13	3936			0	0	2	178	0	0	0	0	0	0	0	0	false	false	
27847			131	5301	110	13331	89	33378	819	16340	72	8049	21	6085			287	9845	154	20330	99	25543	465	8744	22	2474	1	172	false	false	
28013			5	395	59	6254	229	85913	214	6883	245	26617	101	24870															false	false	
28152			16	616	23	3056	17	6361	144	3551	41	4396	20	5887			16	654	63	7661	30	8395	106	2942	33	3152	22	5458	false	false	
28675			42	1744	36	4671	18	5591	111	2913	21	2499	16	3568			72	2205	39	4764	24	7533	40	882	13	1713	4	1102	false	false	
28732			4	249	17	2594	18	7176	182	4031	20	1771	11	2781			4	212	6	713	3	588	9	93	4	433	0	0	false	false	
29476			4	161	4	387	7	3068	75	2348	15	1348	8	3841			10	628	23	2541	27	9519	24	534	15	1969	29	10224	false	false	
29636			76	3741	73	8771	94	34418	446	8009	32	3403	22	6884	201	22													true	false	
29878			34	238	64	5896	444	190978	0	0	0	0	0	0															false	false	
30052			4	163	13	1794	18	5800	22	456	3	256	2	897			0	0	1	137	1	233	0	0	0	0	0	0	false	false	
31134			12	333	22	3086	19	5415	240	5349	36	3697	7	1734			15	708	17	2019	6	1493	20	735	6	520	3	556	false	false	
31255			2	146	9	1122	70	36712	212	6129	70	8653	77	27146			0	0	0	0	1	366	0	0	0	0	0	0	false	false	
31657			4	280	9	1027	11	3390	123	3274	26	2619	8	2796			19	630	20	2439	18	5215	60	1362	7	692	5	691	false	false	
31826			160	5755	124	17097	121	46032	249	6524	28	3560	21	7781			45	1664	18	2356	6	1257	98	1761	4	446	1	458	false	false	
31835			6	131	2	183	0	0	5	237	3	391	4	1432			0	0	8	746	5	1751	8	746	32	3813	31	8552	false	false	
32234			12	448	8	798	15	5867	37	1483	32	4145	13	5525			13	427	14	1497	15	2825	18	355	4	369	5	820	false	false	
32766			7	400	3	496	7	3973	28	745	9	1328	18	8737															false	false	
32971			39	1542	35	4355	45	17482	105	3659	43	4436	16	3596			5	178	10	1192	7	2083	11	511	2	132	4	587	false	false	
33147			104	4781	66	8749	40	16337	277	7507	63	6351	56	19684			69	3228	47	6358	33	9425	53	1452	42	4371	38	8962	false	false	
33259			41	2176	72	8225	158	62944	188	5989	85	7078	92	17984			1	78	2	324	1	419	0	0	0	0	0	0	false	false	
33370			1	69	6	936	3	786	0	0	0	0	0	0															false	false	
33839			6	348	0	0	2	795	92	3178	8	792	1	160			2	110	1	231	6	1379	27	2695	6	721	1	230	false	false	
33857			50	2163	60	9371	129	55810	464	12203	121	12827	127	33834			127	4608	115	13377	97	25803	464	5411	121	7514	85	10312	false	false	
34434			61	2530	76	9704	80	27808	436	10808	67	6341	19	7155			47	1760	17	2252	8	1028	4	178	2	458	0	0	false	false	
34537			94	4303	478	63237	1638	705258	2232	64423	942	81105	1042	262342			11	355	13	1601	15	3622	18	478	6	519	6	291	false	false	
34555			68	2791	43	4655	25	8134	125	2594	21	2294	19	5947			61	1381	72	8968	53	14375	127	3005	49	4312	18	4034	false	false	
34742			28	1368	37	5323	49	19018	94	2761	21	2998	21	6895			160	851	105	2859	78	8083	64	1289	5	724	3	1020	false	false	
35057			59	2018	64	7534	47	17575	92	2353	18	1708	12	2760			76	3142	69	8478	40	10325	130	3290	29	2490	10	2465	false	false	
35301			0	0	0	0	0	0	0	0	1	0	1	1000			0	0	0	0	0	0	0	0	0	0	0	0			
35646			28	1477	25	3676	22	11646	143	4423	32	5044	15	5737			10	663	15	2347	5	1481	40	1195	4	590	5	1430	false	false	
35879			5	89	1	56	5	1910	35	1327	18	1543	1	176			0	0	1	148	0	0	15	401	1	108	0	0	false	false	
36933			104	4082	83	11499	67	28909	1492	29080	110	10913	43	14188			104	3982	46	6207	13	3578	33	625	5	577	2	408	false	false	
37051			10	425	13	1907	16	10013	39	1226	19	1656	16	5957			24	1127	32	3947	39	17321	75	1854	28	3115	29	11394	false	false	
37341			18	556	16	2054	18	9389	141	4016	17	2258	11	4182			10	353	12	1289	9	3137	76	1843	14	1926	5	1464	false	false	
37435			124	5908	168	19732	243	80170	1125	23516	150	13149	57	12331			10	404	10	1022	12	2625	6	82	1	67	0	0	false	false	
37640			444	20459	659	81705	839	334012	1510	51343	564	61872	567	203672			445	22690	456	56293	321	88649	463	16214	131	17503	99	24922	false	false	
37659			7	355	8	1064	8	2693	71	2092	23	2193	8	3352			11	555	10	1466	3	756	104	2378	8	918	2	514	false	false	
37949			22	785	7	914	11	4580	110	3383	24	2148	13	4797			8	404	12	1490	10	2606	34	1213	17	2472	10	1667	false	false	
38740			37	1951	56	6970	79	33389	130	3445	53	5512	31	9457			5	195	5	622	5	1086	0	0	1	113	0	0	false	false	
39327			26	1223	75	9051	98	39470	131	3018	56	4368	60	15811			5	374	4	633	8	2501	2	53	0	0	2	461	false	false	
39756			98	2126	70	7912	102	43295	1335	11999	163	12629	222	61752			58	2520	76	10692	40	11035	784	10156	127	9624	62	9419	false	false	
40033			5	128	6	481	6	3487	10	453	8	851	12	3293			10	359	1	109	2	493	0	0	0	0	0	0	false	false	
40499			24	1395	131	16136	314	118985	854	21004	231	19242	260	63357	0	1													true	false	
40855			23	1117	21	2821	29	11283	242	6489	64	8075	18	5344			22	1039	38	4889	35	9429	197	5547	24	2903	18	4248	false	false	
41553			1	25	5	524	6	3346	58	2189	19	2404	3	1109			6	110	6	827	4	1504	83	1931	12	1833	1	26	false	false	
41629			7	396	23	3525	77	31286	120	2789	45	3642	14	3257			1	95	1	126	8	2298	15	329	2	248	0	0	false	false	
41825			4	265	54	7656	134	50912	214	4983	129	10178	155	36665			8	378	14	2320	14	3799	0	0	0	0	0	0	false	false	
42037			117	4764	42	4713	20	7546	150	5362	14	1791	10	3688			58	2296	17	1721	1	463	13	599	5	621	3	829	false	false	
42354			16	812	18	2820	30	12174	236	5265	28	2987	30	11829			13	813	13	1766	3	993	58	1338	9	824	1	60	false	false	
42372			33	1753	32	4822	28	10958	32	886	8	967	3	707															false	false	
42420			366	9982	619	58286	925	301687	10253	76516	587	38376	777	151341			3	116	6	400	3	528	55	1834	26	3005	5	960	false	false	
42448			75	2958	132	16200	200	73734	555	13273	133	13106	103	26428			52	1703	63	7086	39	8971	78	1360	27	2238	23	4119	false	false	
42457			2	43	2	241	7	4024	35	898	11	1493	13	6236			4	123	3	512	5	1292	41	1164	12	1969	5	1512	false	false	
43052			21	413	23	1904	26	6413	45	367	10	709	13	4079			0	0	0	0	1	282	4	82	0	0	0	0	false	false	
43351			51	2282	44	5884	44	18652	258	4118	65	6607	54	16636			35	1444	34	4330	35	9996	115	2589	38	3538	22	5777	false	false	
43856			7	166	6	653	5	1479	11	338	2	359	2	356															false	false	
43959			20	1062	27	3408	37	12109	141	4971	33	4040	10	3149			1	42	1	139	2	736	1	66	0	0	0	0	false	false	
44040			58	2160	43	5038	22	6760	156	3943	28	2719	21	5862			97	4187	130	15861	95	25726	158	4259	55	4819	36	7305	false	false	
44433			0	0	11	2010	36	18893	9	313	7	643	9	2358			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
44741			79	4193	143	18039	141	53157	106	3583	50	4908	38	11682			0	0	5	654	1	232	0	0	0	0	0	0	false	false	
44750			20	772	20	2681	36	13277	65	1732	15	1438	8	2763			8	480	8	1112	18	6998	2	16	0	0	0	0	false	false	
44929			15	487	24	2890	24	7722	68	1703	15	1139	9	1666			6	197	2	179	5	1500	3	61	1	10	1	185	false	false	
45056			3	123	4	569	5	1275	52	1124	10	1179	22	4339			6	345	9	1002	11	2626	110	4221	51	6575	27	6056	false	false	
45458			37	1729	24	3458	29	11147	140	3877	35	3650	14	5830			57	2560	59	7770	23	6111	146	4054	53	5965	8	2108	false	false	
45551			65	2837	91	11033	99	37881	5955	145843	1047	92423	182	35195			69	2287	178	14247	304	77404	497	11136	235	15193	212	40310	false	false	
45560			11	449	67	8692	207	79408	288	8187	117	9322	115	22266			0	0	5	702	5	1407	0	0	1	20	0	0	false	false	
45775			11	398	29	3099	67	21565	12	358	0	0	6	1188															false	false	
46053			12	600	26	3245	51	18512	81	2446	46	3591	39	13836			2	80	10	1161	15	3827	22	392	8	693	6	1843	false	false	
46941			81	2793	44	5535	59	26302	76	1609	21	2583	9	3439			55	2055	51	5432	38	10189	72	1399	9	991	0	0	false	false	
47247			16	764	58	7728	126	53961	68	971	34	2277	59	13602			6	233	8	971	3	886	5	99	2	119	0	0	false	false	
47500			18	918	39	4870	73	23175	117	2645	72	8842	44	12945			0	0	0	0	2	172	0	0	0	0	0	0	false	false	
48057			8	346	4	573	3	1123	80	1820	3	301	7	3617			26	1027	31	3840	17	4780	167	4931	48	5440	13	3288	false	false	
48374			75	2554	65	7372	111	38784	563	13046	98	9762	144	27484			437	13684	311	29901	337	64935	89	1785	14	1465	24	5112	false	false	
48440			48	2139	51	7036	75	31769	170	5172	35	3366	18	5403			11	459	25	3177	8	1974	33	1006	2	216	1	62	false	false	
49054			0	0	2	257	4	2062	4	119	4	334	9	3838			4	209	5	526	2	556	8	324	6	584	6	1862	false	false	
49148			22	796	7	797	2	768	46	1074	13	993	8	1540			19	534	23	2444	18	4701	51	1222	14	1128	2	900	false	false	
49241			46	1691	55	6389	106	40975	379	9270	105	10215	105	33569			46	1905	27	3000	27	6536	113	2579	38	3800	37	7043	false	false	
49652			15	475	4	498	10	3176	40	1366	12	1629	7	3524			13	607	7	794	7	2528	27	1055	23	2833	12	4425	false	false	
49858			2	91	14	1724	29	9121	40	1226	17	1564	7	2309			1	20	1	149	3	587	0	0	0	0	0	0	false	false	
49951			24	1024	13	2017	26	12921	122	4227	45	5849	62	22469			27	968	29	3352	23	5713	104	2773	25	2674	20	5292	false	false	
50144			13	348	16	1660	8	2280	38	958	3	319	2	810			5	177	7	564	3	958	11	159	1	19	3	342	false	false	
50461			0	0	7	940	28	12425	4	205	7	560	4	655			0	0	0	0	0	0	0	0	0	0	1	400	false	false	
51253			23	1100	40	4525	52	18189	95	1753	10	949	14	3265			6	239	10	1066	3	760	9	100	0	0	0	0	false	false	
51356			2	118	2	190	0	0	12	225	4	311	7	2651			0	0	1	126	1	249	11	321	0	0	0	0	false	false	
51459			29	1149	17	1638	27	8112	250	6707	45	3729	14	4062			41	1842	46	5182	34	8602	155	4572	45	5277	26	7091	false	false	
51842			17	674	30	3732	47	19130	110	2630	30	2834	28	10748			29	786	56	4050	60	8374	205	5933	75	8277	37	9251	false	false	
52719																													false	false	
52951			26	1180	20	2096	19	7531	496	13700	86	9068	48	12680			59	2407	45	5671	20	5082	181	4163	35	3185	8	1698	false	false	
53051			12	576	9	1540	10	4586	309	12501	120	16528	31	13925			13	476	6	700	2	239	102	1487	3	507	2	700	false	false	
54058			83	3297	64	7276	37	14119	287	6273	35	3430	15	3489			64	2738	77	9981	62	17326	157	3425	74	8458	56	13361	false	false	
54656			41	1343	19	1974	21	6056	353	8068	80	8425	60	13435			46	1725	48	5937	22	5982	366	5774	17	1438	6	1792	false	false	
54973			0	0	9	1311	74	38549	853	21767	35	4417	58	19378	0	7													true	false	
55336			17	775	51	6422	156	66397	183	3095	58	5936	39	10932															false	false	
55635			9	313	23	4119	33	18514	45	1940	12	1746	1	1000															false	false	
55653			8	307	8	822	16	5380	73	1850	17	1701	15	5028			0	0	0	0	1	257	0	0	0	0	0	0	false	false	
55970			6	283	47	5334	145	61616	21	689	9	876	6	841			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
56258			10	427	51	8713	32	12536	64	2595	37	3694	40	13204			7	163	10	1141	20	6350	104	4072	39	5457	14	3638	false	false	
56351			145	7034	315	40900	424	186639	2305	60875	598	64533	348	90203			106	4341	73	8907	38	9428	351	6975	25	3081	5	1034	false	false	
56548			6	228	17	1445	47	15756	5	114	2	93	2	103			6	147	9	995	12	2951	13	252	3	146	6	824	false	false	
56717			46	1873	124	14912	195	68668	554	11109	138	11683	108	22852			1	54	8	669	3	882	22	372	3	215	0	0	false	false	
57451			19	759	40	5075	46	17163	126	4707	29	3378	26	8818			17	721	17	1726	6	1522	43	930	15	1681	4	994	false	false	
58225			51	2050	70	8087	61	20429	246	6642	63	6977	15	5414			79	1936	18	1884	3	1119	24	143	0	0	0	0	false	false	
58243			99	4574	205	29230	321	132644	254	8057	154	16134	201	59279			2	7	2	232	4	1406	2	72	0	0	0	0	false	false	
58355			22	553	24	3377	17	4952	118	3475	29	3401	8	2014			0	0	2	173	0	0	3	219	2	191	5	993	false	false	
58551			39	1465	24	2973	16	7411	414	8341	43	4674	17	3031			49	2208	63	7880	29	7957	587	11846	81	9173	18	3971	false	false	
58636			41	2008	72	9259	82	32744	574	12387	59	5040	28	8551			383	13559	102	13733	26	7128	4	83	1	199	0	0	false	false	
58757			24	1025	54	7420	75	28624	189	4921	58	6550	69	20586			16	630	42	3819	38	7823	115	3329	60	6925	38	8364	false	false	
58971			55	1709	196	20616	617	259239	5683	64290	527	39700	872	200385			11	261	29	1571	37	2817	83	562	60	3674	40	6286	false	false	
59316			169	7728	296	38223	431	159206	1096	32945	316	37338	167	53728			32	1702	68	8951	57	13098	204	6791	47	5789	25	4694	false	false	
59352			22	907	36	5702	100	43795	115	3065	39	3223	17	4518			17	806	21	2480	14	3157	104	2106	8	686	11	2817	false	false	
59370			5	370	10	2175	20	8472	33	782	15	1783	5	1043			0	0	3	291	0	0	0	0	0	0	0	0	false	false	
59754			3	51	0	0	6	2626	18	531	17	1681	12	5355	2	7													true	false	
60143			284	9000	456	55000	1166	511000	8849	146000	2041	170000	2659	852000			0	0	7	1000	0	0	24	1000	0	0	5	1000			
60330			51	2464	101	13726	159	62597	435	11110	126	10927	105	25364			13	500	25	3099	22	6431	29	597	6	713	8	1969	false	false	
60545			33	1492	32	3959	27	9406	174	3678	24	2345	31	10575			21	921	34	4782	50	14883	236	6559	70	8343	47	10571	false	false	
60554	23	85															13	650	24	2817	35	9889	226	5407	48	5509	33	8609	false	true	
60648			14	603	25	3321	51	16802	77	1554	28	2486	25	7124			11	308	32	3733	23	6519	20	435	6	184	6	610	false	false	
61122			33	1712	99	12420	139	53548	597	11958	186	17162	92	22780			6	188	7	664	4	613	23	372	0	0	0	0	false	false	
61355			64	3143	100	12853	200	83840	407	9753	136	12577	135	36455			89	3463	113	14718	62	15738	357	8789	94	8886	37	7128	false	false	
61757			29	1484	39	4891	77	32612	73	1513	28	2411	21	5526			19	848	19	2397	4	490	35	743	2	153	0	0	false	false	
61832			8	319	25	2641	56	23792	51	1136	11	914	7	1040			0	0	1	142	4	1342	5	85	1	0	2	0	false	false	
61953			2	62	13	1582	19	6981	69	1639	21	2203	11	3994			4	241	4	500	2	766	1	25	0	0	1	235	false	false	
62044			0	0	6	843	19	10774	26	1083	37	4728	32	12193			4	223	2	106	0	0	0	0	0	0	0	0	false	false	
62110																													false	false	
62147			22	657	37	4264	27	9683	42	990	9	748	7	2164			8	246	6	774	6	1408	18	407	0	0	0	0	false	false	
63050			41	1893	51	7084	60	20752	179	3811	28	3030	14	5048			18	787	31	3873	15	3969	74	1272	5	450	2	506	false	false	
63069			1	2	30	3827	588	303524	6063	108012	1522	142966	813	160761			0	0	0	0	0	0	0	0	0	0	0	0			
63201			6	271	15	1985	28	11051	103	2511	35	3022	30	6793			1	41	1	65	2	473	13	257	2	114	4	856	false	false	
