"IDRSSD"	RCFD0071	RCFD0081	RCFD1773	RCFD2130	RCFD2143	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFDJA22	RCFDJJ34	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON1773	RCON2130	RCON2143	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	RCONJA22	RCONJJ34	
	INT-BEARING BALS DUE FRM DEP INSTS	NONINTEREST-BEARING BALS&CURR&COIN	AVAILABLE-FOR-SALE SECURITIES	INVEST. IN UNCONSOLIDATED SUBS & CO.	INTANGIBLE ASSETS	PREMISES&FIXED ASSETS(INCL ROU)	OTHER REAL ESTATE OWNED	OTHER ASSETS	TOTAL ASSETS	OTHER LIABILITIES, TOTAL	TOTAL LIABILITIES	MINORITY INT. IN CONSOL. SUBSIDIARIE	ACL_AMT	OTHER BORROWED MONEY	SUBORDINATED NOTES AND DEBENTURES	TOTAL EQUITY CAPITAL	COMMON STOCK	TOT LIAB, RESERVE & CAPITAL ACCOUNTS	TOTAL TRADING ASSETS	TRADING LIABILITES	UNDIVIDED PROFITS & CAPITAL RESERVES	DIRECT INDIRECT INV IN RE	PERPETUAL PREFERRED STK&REL SURPLUS	SURPLUS	LOANS AND LEASES HELD FOR SALE	AUDIT INDICATOR	OTHER COMPONENTS OF EQUITY CAPITAL	LOANS & LEASES, NET UNEARNED INCOME	LOANS & LEASES, NET UNEARN INC&ALLOW	ACCUMULATED OTH COMPREHENSIVE INCOME	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	TOT EQT CAP INC NONCTRL MINORITY INT	Equity securities with readily deter	Held to maturity securities (ASU 201	TOTAL DEPOSITS	NON-INTEREST BEARING DEPOSITS	TOT INT BEAR DEPS IN DOM&FGN OFF	INT-BEARING BALS DUE FRM DEP INSTS	NONINTEREST-BEARING BALS&CURR&COIN	AVAILABLE-FOR-SALE SECURITIES	INVEST. IN UNCONSOLIDATED SUBS & CO.	INTANGIBLE ASSETS	PREMISES&FIXED ASSETS(INCL ROU)	OTHER REAL ESTATE OWNED	OTHER ASSETS	TOTAL ASSETS	TOTAL DEPOSITS	OTHER LIABILITIES, TOTAL	TOTAL LIABILITIES	MINORITY INT. IN CONSOL. SUBSIDIARIE	ACL_AMT	OTHER BORROWED MONEY	SUBORDINATED NOTES AND DEBENTURES	TOTAL EQUITY CAPITAL	COMMON STOCK	TOT LIAB, RESERVE & CAPITAL ACCOUNTS	TOTAL TRADING ASSETS	TRADING LIABILITES	UNDIVIDED PROFITS & CAPITAL RESERVES	DIRECT INDIRECT INV IN RE	PERPETUAL PREFERRED STK&REL SURPLUS	SURPLUS	LOANS AND LEASES HELD FOR SALE	NON-INTEREST BEARING DEPOSITS	TOT INT BEAR DEPS IN DOM&FGN OFF	AUDIT INDICATOR	FISCAL YEAR END	OTHER COMPONENTS OF EQUITY CAPITAL	LOANS & LEASES, NET UNEARNED INCOME	LOANS & LEASES, NET UNEARN INC&ALLOW	ACCUMULATED OTH COMPREHENSIVE INCOME	FEDERAL FNDS SOLD	SECURS PURCHSD UDR AGRMNTS TO RESELL	FEDERAL FNDS PURCD IN DOMESTIC OFFCS	SECURS SOLD UNDR AGRMNTS TO REPURCH	TOT EQT CAP INC NONCTRL MINORITY INT	Equity securities with readily deter	Held to maturity securities (ASU 201	
37																																							11007	947	46453	0	0	292	0	2543	80515	67132	244	67376	0	815	0	0	13139	1200	80515	0	0	12750	0	0	3500	0	20873	46259			0	20088	19273	-4311	0	0	0	0	13139	0	0	
242																																							1590	858	18413	0	0	476	0	596	54129	46038	85	49073	0	186	2950	0	5056	120	54129	0	0	6022	0	0	120	0	12196	33842			0	30524	30338	-1206	1858	0	0	0	5056	0	0	
279																																							1297	5036	85896	0	247	12045	9271	13345	438276	338800	3229	390800	0	3247	48771	0	47476	1	438276	0	0	33629	0	0	17101	0	53828	284972			0	288176	284929	-3255	7136	0	0	0	47476	0	19074	
354																																							575	866	2227	0	0	4826	0	3079	119042	90787	888	108179	0	805	16504	0	10863	100	119042	0	0	-1857	0	0	12617	16264	25069	65718			0	76246	75441	3	15764	0	0	0	10863	0	0	
457																																							1263	1020	490	0	0	741	226	1472	85765	70015	298	77813	0	1162	7500	0	7952	60	85765	0	0	3966	0	0	3940	0	10709	59306			0	79114	77952	-14	2589	0	0	0	7952	12	0	
505																																							3847	16589	73058	0	1652	11410	0	22943	914207	807619	9393	837012	52	8646	20000	0	77143	6480	914207	0	0	51994	0	0	18403	0	178427	629192			0	793354	784708	266	0	0	0	0	77195	0	0	
1155																																							10126	10527	79723	0	9160	7700	0	14496	554876	494299	3477	497776	0	6984	0	0	57100	1600	554876	0	0	35122	0	0	23696	454	65379	428920			0	429674	422690	-3318	0	0	0	0	57100	0	0	
1351																																							4820	2730	7363	0	0	3962	113	3161	231405	197088	1487	198575	0	1450	0	0	32830	240	231405	0	0	32288	0	0	530	0	30801	166287			0	146940	145490	-228	0	0	0	0	32830	0	63766	
1454																																							40117	24946	399844	0	0	3273	0	18636	1082429	984384	4693	989077	0	7592	0	0	93352	1000	1082429	0	0	132913	0	0	1214	426	314188	670196			0	602584	594992	-41775	0	0	0	0	93352	195	0	
1669																																							11848	4737	75006	0	0	3321	0	22070	443567	386840	2531	389371	0	5503	0	0	54196	800	443567	0	0	55389	0	0	800	0	76683	310157			0	318392	312889	-2793	0	0	0	0	54196	0	13696	
1856																																							6190	594	7882	0	98	418	0	968	46277	37515	73	39588	0	431	2000	0	6689	500	46277	0	0	533	0	0	5732	0	4364	33151			0	29558	29127	-76	0	0	0	0	6689	0	1000	
2161																																							15036	5005	82610	0	0	19396	0	19347	368785	330921	6951	337872	0	2943	0	0	30913	1000	368785	0	0	18397	0	0	20524	0	78724	252197			0	229549	226606	-9008	785	0	0	0	30913	0	0	
2732																																							113400	9635	38090	0	1112	2687	0	6905	727134	598728	7084	605812	0	5628	0	0	121322	0	727134	0	0	115543	0	0	5789	0	145513	453215			0	560933	555305	-10	0	0	0	0	121322	0	0	
2750																																							1008	792	13207	0	0	197	0	4840	67934	58424	906	59635	0	530	305	0	8299	111	67934	0	0	940	0	0	8000	0	6981	51443			0	48357	47827	-752	0	0	0	0	8299	63	0	
3252																																							0	6677	223739	0	0	1953	50	6893	370758	321637	1137	322774	0	3538	0	0	47984	200	370758	0	0	48049	0	0	300	0	65468	256169			0	109984	106446	-565	25000	0	0	0	47984	0	0	
3458																																							4659	1487	16933	0	0	2238	0	2770	78641	72896	284	73680	0	657	0	0	4961	100	78641	0	0	4945	0	0	1101	0	13263	59633			0	50303	49646	-1185	117	0	0	500	4961	0	791	
3720																																							49516	6525	106317	0	0	4122	0	14884	424537	372351	3395	375746	0	1900	0	0	48791	2400	424537	0	0	37713	0	0	18600	0	110233	262118			-5538	205590	203690	-4384	225	0	0	0	48791	0	39258	
3971																																							39946	6207	206372	2496	9291	17678	26	34072	1046748	869016	12859	912375	0	11997	30500	0	134373	2	1046748	0	0	23788	0	0	118985	0	171033	697983			0	738026	726029	-8402	3724	0	0	0	134373	907	0	
4231																																							16296	1706	70805	0	0	834	0	6663	159787	136778	750	137528	0	999	0	0	22259	500	159787	0	0	12304	0	0	12100	0	37581	99197			0	63195	62196	-2645	0	0	0	0	22259	0	1287	
5069																																							90022	780	5711	0	0	34584	0	9496	524056	270182	10491	280673	0	12497	0	0	243383	4500	524056	0	0	234360	0	0	4129	0	35041	235141			0	394848	382351	394	0	0	0	0	243383	1112	0	
5135																																							68438	6933	100270	0	1042	6611	308	22011	667990	520725	4744	544541	0	6420	19072	0	123449	651	667990	0	0	98530	0	0	24391	0	108747	411978			0	468797	462377	-123	0	0	0	0	123449	0	0	
5210																																							71379	30450	462217	2283	73469	34014	32	165724	3233976	2486800	39005	2843436	0	23660	285000	0	390540	4798	3233976	0	0	222483	0	0	191837	16850	582340	1904460			0	2336605	2312945	-28578	260	0	3341	29290	390540	945	63408	
5461																																							22082	14981	35879	0	30	11376	0	20132	787498	689979	7574	715011	0	6912	17458	0	72487	2059	787498	0	0	81739	0	0	4241	0	262232	427747			0	468967	462055	-15552	0	0	0	0	72487	0	220963	
5751																																							0	6665	101481	0	898	1777	0	10345	325272	285651	2066	287717	0	3407	0	0	37555	600	325272	0	0	33805	0	0	8752	0	44737	240914			0	197568	194161	-5602	3735	0	0	0	37555	0	6210	
6039																																							50797	6196	49582	0	0	11430	0	8404	573267	513202	5283	518485	0	6752	0	0	54782	469	573267	0	0	23624	0	0	30568	0	166184	347018			0	421058	414306	121	28955	0	0	0	54782	0	3597	
6329																																							163224	47990	194960	0	0	42276	300	52435	2186058	1983507	13050	1996557	0	29813	0	0	189501	2600	2186058	0	0	156467	0	0	42400	4403	500350	1483157			0	1710282	1680469	-11966	1	0	0	0	189501	0	0	
7009																																							1079158	500	413167	0	0	2249	0	15588	1750319	1603413	19154	1622567	0	0	0	0	127752	500	1750319	0	0	127050	0	0	552	0	85429	1517984			0	238797	238797	-350	0	0	0	0	127752	860	0	
7045																																							31971	3367	146102	0	0	1614	0	10788	324277	301028	1080	302108	0	1250	0	0	22169	100	324277	0	0	28126	0	0	2325	0	37565	263463			0	131430	130180	-8382	0	0	0	0	22169	0	255	
7072																																							1224	7558	38895	0	6335	12055	0	21407	464682	397615	5287	419902	0	3528	17000	0	44780	0	464682	0	0	43127	0	0	4060	120	82057	315558			0	340149	336621	-2407	3875	0	0	0	44780	0	36592	
7456																																							567	3279	26831	0	0	688	330	5981	143374	118767	997	130891	0	1263	11127	0	12483	400	143374	0	0	6481	0	0	6600	0	24264	94503			0	106888	105625	-998	0	0	0	0	12483	73	0	
7634																																							17258	830	11997	0	0	387	0	1159	90633	78923	523	79446	0	1354	0	0	11187	200	90633	0	0	4028	0	0	8060	0	16608	62315			0	60356	59002	-1101	0	0	0	0	11187	0	0	
8462																																							5643	4834	86471	0	0	511	0	1327	198091	167163	1866	169029	0	2124	0	0	29062	350	198091	0	0	32328	0	0	350	0	34567	132596			0	98344	96220	-3966	3085	0	0	0	29062	0	0	
8631																																							5304	1899	17267	0	0	2618	0	3949	77714	69777	862	70639	0	410	0	0	7075	500	77714	0	0	6298	0	0	800	0	21818	47959			0	44373	43963	-523	2714	0	0	0	7075	0	0	
9357																																							58332	4641	51589	1833	30088	2060	0	3615	553536	431356	8809	440165	0	3956	0	0	113371	500	553536	0	0	56526	0	0	56160	0	162501	268855			0	404333	400377	185	109	0	0	0	113371	892	0	
9553																																							542	1207	33240	0	0	771	0	12358	236275	145715	1875	212715	0	1381	65125	0	23560	400	236275	0	0	25222	0	0	1700	0	22931	122784			0	156150	154769	-3762	0	0	0	0	23560	0	33388	
9807																																							272332	15697	353729	0	0	21186	2091	169027	2891179	2474315	17734	2549930	0	30943	0	0	341249	20000	2891179	0	0	210590	0	0	112272	0	151813	2322502			0	1952575	1921632	-1613	0	0	0	57881	341249	1143	134342	
9955																																							26158	1533	49080	0	0	5255	0	5235	218161	156677	691	186665	0	2043	29297	0	31496	110	218161	0	0	29735	0	0	3023	0	40814	115863			0	122769	120726	-1372	0	10174	0	0	31496	0	0	
10250																																							6121	7047	187100	0	0	10744	0	6026	703736	653286	4302	657588	0	4553	0	0	46148	1500	703736	0	0	23927	0	0	38500	0	164335	488951			0	422703	418150	-17779	700	0	0	0	46148	0	67848	
10849																																							1857	1563	70569	0	694	5994	0	4393	319070	284993	1351	286644	0	3066	300	0	32426	16	319070	0	0	20186	0	0	15375	0	37863	247130			0	237066	234000	-3151	0	0	0	0	32426	0	0	
11145																																							36537	6911	120304	44	1024	7392	0	19171	453341	381911	4410	405795	0	3450	19474	0	47546	1000	453341	0	0	30450	0	0	25000	143	92807	289104			0	254027	250577	-8904	11238	0	0	0	47546	0	0	
11640																																							469	7603	108521	0	0	3494	0	24158	381942	329844	4303	340547	0	2584	0	0	41395	650	381942	0	0	5648	0	0	43945	0	81183	248661			0	240281	237697	-8848	0	0	6400	0	41395	0	0	
11837																																							10370	995	41674	0	0	879	0	2541	154814	140536	414	140950	0	1235	0	0	13864	314	154814	0	0	5474	0	0	11686	0	13064	127472			0	99590	98355	-3610	0	0	0	0	13864	0	0	
12030																																							24618	13594	156132	0	0	4279	680	56660	707827	588325	7496	595821	0	12364	0	0	112006	300	707827	0	0	111035	0	0	300	0	193934	394391			0	456982	444618	371	7170	0	0	0	112006	0	76	
12142																																							9718	7806	72141	0	0	4184	165	14051	330695	304037	2997	307034	0	2239	0	0	23661	1250	330695	0	0	11694	0	0	24250	0	90477	213560			0	171945	169706	-13533	3675	0	0	0	23661	0	49249	
12311	11511056	2177808	26085361	271413	5947892	1384568	10462	7572185	209540855	3662359	187440893	421321	2374055	12745049	816190	21678641	39999	209540855	177842	330755	4524017	2520119	780000	18385866	822596		0	137834908	135460853	-2051241	0	144407	22099962	1942	15596758	0	0	0			26085361							169742133					12745049					177842	330755						33106061	136636072							0	0	0	144407		1942		
12647																																							23058	3368	0	0	15	2926	0	7117	220933	185973	508	195331	0	1223	8850	0	25602	250	220933	0	0	7635	0	0	17717	0	50200	135773			0	123146	121923	0	0	0	0	0	25602	0	62526	
12946																																							25503	43226	468559	0	36916	66664	10	102063	3008576	2672998	26747	2744745	0	38037	45000	0	263831	1	3008576	0	0	230782	0	0	95182	7631	560599	2112399			0	2290866	2252829	-62134	0	0	0	0	263831	5175	0	
13103																																							97313	27635	289703	980	17298	25547	0	62112	3091239	2586257	34200	2634552	4095	24583	14095	0	452592	500	3091239	0	0	428313	0	0	34019	9661	384790	2201467			0	2552464	2527881	-10240	0	0	0	0	456687	14660	18449	
13251																																							7756	1889	3274	0	470	1228	0	1942	72165	62943	261	63204	0	771	0	0	8961	25	72165	0	0	5093	0	0	3975	0	13956	48987			0	55404	54633	-132	973	0	0	0	8961	0	0	
13457																																							245	3154	1828	0	539	3789	0	1520	124997	109998	650	110648	0	1692	0	0	14349	50	124997	0	0	-209	0	0	14500	0	7196	102802			0	107808	106116	8	7806	0	0	0	14349	0	0	
14155																																							9207	6170	23454	0	0	6435	0	12151	438302	385587	3071	391158	0	4977	2500	0	47144	176	438302	0	0	46752	0	0	160	0	66163	319424			0	385862	380885	56	0	0	0	0	47144	0	0	
14650																																							9188	1006	0	0	0	1679	0	2627	135438	120815	998	121813	0	1560	0	0	13625	200	135438	0	0	9441	0	0	3984	0	18661	102154			0	111989	110429	0	5161	0	0	0	13625	0	5348	
14753																																							6329	791	9707	0	0	85	0	1272	66128	58036	460	58496	0	607	0	0	7632	300	66128	0	0	5446	0	977	1277	0	22020	36016			0	31677	31070	-368	16720	0	0	0	7632	121	33	
14865																																							32767	22503	198576	0	525	9926	0	31144	910202	803247	7526	810773	0	6811	0	0	99429	730	910202	0	0	90201	0	0	9532	0	216039	587208			0	618252	611441	-1034	0	0	0	0	99429	0	3320	
14977																																							7051	479	6285	0	18	2153	0	1206	66308	54169	507	54676	0	679	0	0	11632	0	66308	0	0	11620	0	0	0	0	13399	40770			0	48797	48118	12	998	0	0	0	11632	0	0	
16551																																							18967	6108	52191	0	4354	9748	202	11519	470436	389836	2056	421892	0	4786	30000	0	48544	175	470436	0	0	31335	0	0	19825	908	110458	279378			0	351041	346255	-2791	0	0	0	0	48544	0	20184	
17110																																							30407	1892	0	0	0	8411	0	4607	183770	128224	17584	145808	0	279	0	0	37962	300	183770	0	0	30676	0	0	6986	0	0	128224			0	113206	112927	0	0	0	0	0	37962	22925	2601	
17147																																							168706	88079	1386903	0	736844	140102	1270	686228	18798822	14922900	344742	16395986	0	194468	806748	0	2402836	10871	18798822	0	0	859768	175306	125	1686059	23190	2153491	12769409			0	13591174	13396706	-153987	0	0	199370	122226	2402836	0	1995488	
17259																																							1185	985	13319	0	0	1276	0	2646	70221	63881	1647	65845	0	1066	0	0	4376	769	70221	0	0	3668	0	0	769	0	17648	46233			0	51322	50256	-830	9	0	317	0	4376	0	545	
17950																																							392	9768	391404	0	4364	7776	0	16531	800696	730216	3730	733946	0	5399	0	0	66750	725	800696	0	0	49709	0	0	32837	0	168262	561954			0	375693	370294	-16521	0	0	0	0	66750	167	0	
17978																																							22985	2340	0	0	0	5272	211	2425	320053	184459	1205	185664	0	1495	0	0	134389	0	320053	0	0	134389	0	0	0	0	3815	180644			0	169256	167761	0	9864	0	0	0	134389	0	109195	
18050																																							57026	10929	305189	0	0	11629	0	21770	1044138	925242	5858	951100	0	7394	20000	0	93038	1214	1044138	0	0	91979	0	0	34671	321	300521	624721			0	644668	637274	-34826	0	0	0	0	93038	0	0	
18827																																							190024	34826	352102	4345	44126	36570	0	102686	2927538	2535231	22610	2630136	0	24138	72295	0	297402	693	2927538	0	0	139224	0	0	162569	0	515776	2019455			0	2185632	2161494	-5084	0	0	0	0	297402	1365	0	
18836																																							15477	1856	35207	0	0	5845	0	8834	235063	210464	3000	213464	0	2038	0	0	21599	180	235063	0	0	20544	0	0	1676	0	58323	152141			0	169880	167842	-801	2	0	0	0	21599	0	0	
18854																																							217427	39276	54858	0	10981	21057	459	29660	1890423	1636867	12872	1649739	0	19405	0	0	240684	40	1890423	0	0	229467	0	0	14198	1883	341025	1295842			0	1534227	1514822	-3021	0	0	0	0	240684	0	0	
19356																																							1268	2599	13581	0	774	1255	257	5188	151695	138721	890	139611	0	1791	0	0	12084	2025	151695	0	0	5066	0	0	6200	0	22639	116082			0	121313	119522	-1207	7251	0	0	0	12084	0	0	
19936																																							116892	3012	104187	0	0	3861	342	12727	489191	435565	3715	444371	0	4085	5091	0	44820	420	489191	0	0	34944	0	0	14108	0	103242	332323			0	251703	247618	-4652	0	0	0	0	44820	0	552	
19972																																							22953	1932	0	0	0	350	0	7938	117750	91667	1482	93149	0	441	0	0	24601	0	117750	0	0	24601	0	0	0	0	0	91667			0	57483	57042	0	0	0	0	0	24601	1232	26303	
20053																																							4727	2518	4300	0	0	420	0	3753	230511	196313	622	203935	0	1839	7000	0	26576	150	230511	0	0	20522	0	0	6053	0	34408	161905			0	199508	197669	-149	17124	0	0	0	26576	0	0	
20633																																							5606	4444	75472	0	0	5361	445	13944	362916	296128	2144	322838	0	2801	24566	0	40078	1106	362916	0	0	39459	0	0	2816	0	43736	252392			0	259453	256652	-3303	312	0	0	0	40078	680	0	
20857																																							9349	3727	114613	0	5318	14984	0	13784	699271	576625	3399	647941	0	2460	47527	0	51330	200	699271	0	0	12848	0	0	45893	0	100445	476180			0	444704	442244	-7611	0	0	20000	390	51330	63	95189	
21256																																							1282	311	1497	0	0	136	0	549	9479	8571	19	8590	0	93	0	0	889	105	9479	0	0	84	0	0	695	0	3481	5090			0	5797	5704	5	0	0	0	0	889	0	0	
21359																																							12485	1930	20980	0	0	336	0	1549	81979	74591	367	74958	0	497	0	0	7021	550	81979	0	0	3168	0	0	4850	0	21248	53343			0	44954	44457	-1547	0	0	0	0	7021	0	242	
21658																																							2241	2966	37359	0	0	1504	0	7251	238065	191802	1654	215561	0	2440	22105	0	22504	100	238065	0	0	19688	0	0	4157	0	18115	173687			0	188966	186526	-1441	132	0	0	0	22504	86	0	
22048																																							6927	5688	48172	0	0	4396	115	10299	333249	300399	3826	304710	0	4555	434	0	28539	1000	333249	0	0	26310	0	0	6650	0	53267	247132			0	262207	257652	-5421	0	0	51	0	28539	0	0	
22543																																							90632	2363	11372	0	3450	23076	0	5114	443657	405469	2068	407537	0	2502	0	0	36120	602	443657	0	0	21722	0	0	13761	1759	119416	286053			0	293499	290997	35	14810	0	0	0	36120	84	0	
22552																																							550	846	12750	0	0	2184	0	3947	149766	110666	382	138523	0	1177	1100	0	11243	100	149766	0	0	3402	0	0	8900	0	27714	82952			0	128386	127209	-1159	0	0	26375	0	11243	71	2209	
22730																																							10823	4693	131943	0	0	2855	0	8559	295815	268492	1543	277325	0	1715	159	0	18490	250	295815	0	0	25088	0	0	300	0	85477	183015			0	138495	136780	-7148	162	0	0	7131	18490	0	0	
23456																																							1480	4729	78036	0	4107	6173	605	8017	400976	365690	2311	370089	0	3335	349	0	30887	126	400976	0	0	36371	0	0	2512	744	43918	321772			0	299932	296597	-8122	0	0	1739	0	30887	0	488	
23504																																							1632691	79064	661767	0	156911	77927	0	583606	14528464	12152284	91079	12887739	119	94061	565260	0	1640606	1	14528464	79116	79116	691963	0	0	993570	0	3771599	8380685			-11332	10725674	10631613	-33596	0	0	0	0	1640725	2675	623094	
23643																																							2810	2753	102493	0	0	2553	75	14560	361441	333497	1250	337272	0	2768	2525	0	24169	200	361441	0	0	35608	0	0	4800	0	68454	265043			0	238965	236197	-16439	0	0	0	0	24169	0	0	
23755																																							15586	1977	47126	0	1086	6479	0	8979	328993	296489	2419	306254	0	2096	7346	0	22739	110	328993	0	0	25646	0	0	4615	0	68305	228184			0	213213	211117	-7632	856	0	0	0	22739	0	35787	
24378																																							4639	766	2349	0	0	1453	0	1170	78308	62948	901	69849	0	348	6000	0	8459	0	78308	0	0	8600	0	0	0	0	11501	51447			0	57069	56721	-141	687	0	0	0	8459	0	10523	
24659																																							3229	1937	32427	0	870	656	0	1176	108033	95554	520	96074	0	598	0	0	11959	50	108033	0	0	3799	0	0	7950	0	30059	65495			0	54520	53922	160	1934	0	0	0	11959	12	11870	
24949																																							71266	8863	79025	0	724	4085	0	16451	569847	493961	4804	507515	0	5400	8750	0	62332	1800	569847	0	0	27504	0	0	33223	0	114380	379581			0	283859	278459	-195	0	0	0	0	62332	0	110974	
25357																																							6867	4707	78302	0	0	6242	1153	10759	599666	534183	2281	536464	0	6301	0	0	63202	1957	599666	0	0	11814	546	0	49558	0	68214	465969			0	455484	449183	-127	18073	0	0	0	63202	0	23834	
25647																																							58685	4611	24335	0	0	6776	0	5165	376007	327080	3879	336959	0	3468	6000	0	39048	12	376007	0	0	9053	0	0	30829	0	52602	274478			0	279903	276435	-846	0	0	0	0	39048	0	0	
26765																																							802577	40480	162607	0	3454	65042	1996	112403	4917736	4456722	52551	4509273	0	48267	0	0	408463	2360	4917736	0	0	111520	0	0	309537	1459	1196950	3259772			0	3770852	3722585	-14954	0	0	0	0	408463	0	5133	
27070																																							6384	12461	164153	0	16591	16334	0	50878	978228	740864	5335	846949	0	8063	100750	0	131279	0	978228	0	0	140995	0	0	0	0	72362	668502			0	719345	711282	-9716	145	0	0	0	131279	0	0	
27614																																							18345	8589	253894	0	2654	7108	0	20520	586705	548925	3573	552498	0	1581	0	0	34207	1515	586705	0	0	47525	0	0	11139	0	149973	398952			0	277176	275595	-25972	0	0	0	0	34207	0	0	
27847																																							8697	11672	140135	0	0	12845	28	32129	915912	806420	6213	839633	0	7518	27000	0	76279	430	915912	0	0	83564	0	0	7982	0	149458	656962			0	717924	710406	-15697	0	0	0	0	76279	0	0	
28013																																							119197	12528	1330904	0	41147	45328	0	283959	5724431	4016343	32846	4977304	108	36890	923584	0	747019	0	5724431	19516	4531	306688	0	0	458335	0	743131	3273212			-12393	3900346	3863456	-5611	0	0	0	0	747127	0	8396	
28152																																							7908	6139	31397	0	0	1144	1062	6235	232900	213319	2429	215748	0	2122	0	0	17152	105	232900	0	0	7694	0	0	12500	30	51718	161601			0	154755	152633	-3147	7338	0	0	0	17152	0	19014	
28675																																							5160	2396	145123	0	406	1589	0	4292	324882	275095	810	294905	0	1528	19000	0	29977	0	324882	0	0	31436	0	0	0	0	14930	260165			0	167320	165792	-1459	0	0	0	0	29977	124	0	
28732																																							17753	3345	23024	0	0	3074	0	2820	170073	145636	1817	147453	0	1526	0	0	22620	250	170073	0	0	22754	0	0	307	0	50089	95547			0	114094	112568	-691	1485	0	0	0	22620	0	6004	
29476																																							3131	1702	14045	0	199	4870	0	6724	167350	146782	1024	148706	0	1796	900	0	18644	0	167350	0	0	12836	0	0	6069	0	12313	134469			-42	131667	129871	-219	6450	0	0	0	18644	0	358	
29636																																							117337	15311	173857	0	13140	28399	1939	62832	1593139	1182778	25514	1521767	0	8611	0	0	71372	1	1593139	0	0	15406	0	0	124806	0	285536	897242			0	831202	822591	-68841	0	0	0	313475	71372	705	357028	
29878																																							94437	7301	48612	0	0	33761	4524	25501	2149485	1352452	40383	1392835	0	17766	0	0	756650	0	2149485	0	0	762025	0	0	0	0	58327	1294125			0	1953115	1935349	-5375	0	0	0	0	756650	0	0	
30052																																							1073	1220	8031	0	3061	1988	0	610	53027	41251	692	42943	0	438	1000	0	10084	1000	53027	0	0	964	0	0	8140	0	13001	28250			0	36104	35666	-20	1378	0	0	0	10084	0	0	
31134																																							42181	3587	24982	0	0	4807	0	3208	223015	179868	2165	182033	0	1922	0	0	40982	200	223015	0	0	41709	0	0	250	0	48503	131365			0	146172	144250	-1177	0	0	0	0	40982	0	0	
31255																																							42585	7094	201653	0	933	6136	1900	32065	1250360	1117086	13688	1130774	0	9713	0	0	119586	2989	1250360	0	0	92146	0	0	31311	208	409271	707815			0	967499	957786	-6860	0	0	0	0	119586	0	0	
31657																																							0	2638	0	0	0	1352	0	6081	181467	153200	166	153366	0	1043	0	0	28101	60	181467	0	0	25831	0	0	2210	0	39374	113826			0	68979	67936	0	3541	0	0	0	28101	0	99919	
31826																																							46633	5835	33869	0	891	9497	0	12909	484309	431869	5337	437206	0	4951	0	0	47103	800	484309	0	0	47051	0	0	800	0	115231	316638			0	379626	374675	-1548	0	0	0	0	47103	0	0	
31835																																							23753	2211	40571	0	0	2262	24	18574	186178	154675	5362	160037	437	2325	0	0	25704	461	186178	0	0	7845	0	0	19550	0	80008	74667			0	96066	93741	-2152	2060	0	0	0	26141	772	2210	
32234																																							4168	5049	45950	0	4759	5142	0	24544	391570	379421	5177	390903	0	1149	0	0	667	332	391570	0	0	5339	0	0	28061	0	34573	344848			0	145676	144527	-33065	0	0	6305	0	667	0	157431	
32766																																							160962	1153	0	0	1652	3995	0	2223	404641	331634	958	351592	0	2486	19000	0	53049	320	404641	0	0	12284	0	0	40445	0	42018	289616			0	236715	234229	0	427	0	0	0	53049	0	0	
32971																																							23252	4087	27547	0	296	14115	0	17408	444540	381644	6198	405342	0	3142	17500	0	39198	0	444540	0	0	42976	0	0	0	249	56424	325220			0	360666	357524	-3778	0	0	0	0	39198	62	0	
33147																																							32132	5664	38917	0	0	5482	95	19134	582391	513568	3799	539867	0	7015	22500	0	42524	0	582391	0	0	35159	0	0	13610	0	36162	477406			0	487982	480967	-6245	0	0	0	0	42524	0	0	
33259																																							74411	2871	138738	1060	0	16201	0	28673	1090398	933063	7408	976471	0	11840	36000	0	113927	919	1090398	0	0	50331	0	0	66581	0	177706	755357			0	838882	827042	-3904	0	0	0	0	113927	0	1402	
33370																																							4273	322	0	0	0	265	0	586	26598	18886	349	23444	0	153	4209	0	3154	0	26598	0	0	3154	0	0	0	0	428	18458			0	21295	21142	0	0	0	0	0	3154	0	10	
33839																																							12212	1037	14685	0	0	231	0	486	48864	43038	170	43430	0	114	222	0	5434	200	48864	0	0	4686	0	0	550	0	6657	36381			0	20327	20213	-2	0	0	0	0	5434	0	0	
