"IDRSSD"	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD4266	RIAD4267	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4655	RIAD4662	RIAD4665	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	RIADC880	RIADC891	RIADC892	RIADC893	RIADC894	RIADC895	RIADC896	RIADC897	RIADC898	RIADF185	RIADF187	RIADF188	RIADK129	RIADK133	RIADK205	RIADK206	
	CHG-OFFS ON LNS SECURED BY FARMLAND	RECVRS ON LNS SECURED BY FARMLAND	CHG-OFFS ON LNS SECD BY MULTI-FAMILY	RECVRS ON LNS SECD BY MULTI-FMLY RES	CHG-OFF ON LS FINANCING RECEIVABLES	RECOV ON LEASE FINANCING RECEIVABLES	RECOVERIES CREDITED TO RESERVES	RECOVERIES ON C&I LOANS	RECOV ON C & I LNS-U.S. ADDRESSES	RECOV ON C & I LNS-NON-U.S. ADDRES	RECOV ON LNS TO FGN GOVTS & INST	RECOV ON ALL OTHER LOANS	LOSSES CHARGED TO RESERVE	CHARGE-OFFS ON C&I LOANS	CHG-OFFS ON LNS TO FGN GOVTS & INST	CHG-OFFS ON ALL OTHER LOANS	CHG-OFFS ON C&I LNS-U.S. ADDRESSES	CHG-OFFS ON C&I LNS-NON-U.S. ADDRES	CHRGE-OFFS ON R.E. LNS-NON U.S. ADDR	CHARGE-OFFS ON LOANS TO FARMERS	RECOV ON R.E. LOANS-NON U.S. ADDRESS	RECOVERIES ON LOANS TO FARMERS	CHG-OFFS OF LNS TO FINC COMMCL RE,CO	RECOVERS OF LNS TO FINC COMMCL RE,CO	CHG-OFFS OF RVLVG,OPEN-END LNS SECD	RECOVERS OF RVLVG,OPEN-END LNS SECD	CHRG-OFF ON LOANS IN FOREIGN OFFICES	RECVRS ON LOANS IN FOREIGN OFFICES	CHARGE-OFFS ON: CREDIT CARDS LOANS	RECOVERIES ON CREDIT CARDS LOANS	RCVRS ON CLSD-ED LNS:SECD FRST LIENS	RCVRS ON CLSD-ED LNS:SECURD JR LIENS	CHRG-OFFS CLSD-END:SECURED 1ST LIENS	CHRG-OFFS CLSD-END:SECURED JR LIENS	UNCOLLBLE CRED CRD FEE&FIN CHGS	CHARGE-OFFS ALL OTHR LEASE FNC RECVB	1-4 FAM RES CNSTRTN LN CHARGE-OFFS	1-4 FAM RES CNSTRTN LN RECOVERIES	OTHR CNSTRCTN LN & LAND DEV CHARGE-O	OTHR CNSTRCTN LN & LAND DEV RECOVERI	LN SCD BY OWNER-OCCPD NONFARM CHARGE	LN SCD BY OWNER-OCCPD NONFARM RECOVE	LN SCD BY OTHR NONFARM NONRES CHARGE	LN SCD BY OTHR NONFARM NONRES RECOVE	CHG-OFF LEASE TO IND FOR HOME & FAM 	LEASE TO IND FOR HOUSE & OTHR EXP RE	RECOVERIES ALL OTHR LEASE FNC RCVBL	CHRG OFF AUTO LN	RCVRY AUTO LN	CHARGE-OFFS ALL OTHER	RECOVERIES ALL OTHER	
557317	0	0	0	0	0	0	28	4		0		0	2468	374		0		0	0	0	0	0	0	0	1	0			0	0	14	1	3	0			0	0	8	5	0	2	2053	0	0	0		0	0	29	2	
557438	0	0	0	0	0	0	254	0				233	9	0		0				0		233	0	0	0	0			0	0	1	0	2	0			0	0	0	0	0	0	0	0				0	0	7	20	
557858	0	0	0	0	0	0	1577	352		0		0	9777	6188		0		0	0	0	0	0	0	0	0	0			0	0	9	5	0	0			0	6	0	0	0	0	0	9	0	0		605	192	2984	1004	
559179	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
560214	0	0	0	0	0	0	2	0				0	2	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				2	2	0	0	
560353	0	0	0	0	0	0	0	0				0	6	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	6	0	
560438	0	0	0	0	0	0	41	7				29	61	5		2							0	0	0	0			0	0	0	0	47	0			0	0	0	0	0	0	0	0				0	0	7	5	
560830	0	0	0	0	0	0	10	1				0	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	3	2	6	
561145	0	0	0	0	0	0	0	0				0	6	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				6	0	0	0	
561574	504	521	0	0	0	0	521	0				0	2304	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	1800	0				0	0	0	0	
561659	0	0	0	0	0	0	25	2		0		0	87	0		0		0	0	0	0	0	0	0	0	1			0	3	6	0	6	0			0	0	0	0	2	0	0	0	0	0		0	0	79	13	
561864	0	0	0	0	0	0	78	77				0	11	11		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	1	0	0				0	0	0	0	
562058	0	0	0	0	0	0	39	3				0	233	32		0				0		0	0	0	9	15			0	0	5	0	0	0			0	0	0	0	101	0	0	0				17	0	74	16	
563233	0	0	0	0	0	0	9	0				0	34	12		0				0		0	0	0	0	0			2	0	9	0	0	0			0	0	0	0	0	0	0	0				0	0	20	0	
563336	0	0	0	0	0	0	2	1				0	10	7		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	3	1	
563457	0	0	0	0	0	0	0	0				0	6	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	6	0	
563934	0	0	0	0	0	0	290	0				0	0	0		0							0	0	0	0			0	0	290	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
564052	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
564324	0	0	0	0	0	0	53	4				0	74	4		0				0		0	0	0	0	0			0	0	0	12	0	6			0	3	0	0	0	0	0	0				0	2	64	32	
564463	0	0	0	0	0	0	81	9				25	248	137		46				0		0	0	0	0	0			0	0	2	0	2	0			0	0	0	0	0	0	0	2				6	0	57	43	
564557	0	0	0	0			106		12	0	0	83	328		0	221	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	3	0	0	0	0	0	0	1	17	7	
564678	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
564838	0	0	0	0	0	0	21	0				0	55	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				39	17	16	4	
565143	0	0	0	0	0	0	1	0		0		0	25	0		0		0	0	0	0	0	0	0	0	0			19	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		3	0	3	1	
565170	0	0	0	0	0	0	0	0				0	389	0		0							0	0	0	0			0	0	0	0	0	0			0	0	389	0	0	0	0	0				0	0	0	0	
565536	0	0	0	0	0	0	2	0				0	0	0		0				0		0	0	0	0	0			0	2	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
565750	15	0	0	0	0	0	99	49				27	67	0		0				0		0	0	0	0	1			0	0	2	0	0	0			0	0	0	0	0	10	0	0				0	0	52	10	
565844	0	0	0	0	0	0	1	0				0	5	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	5	1	
566056	0	0	0	0	0	0	7	2				0	9	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				3	0	6	5	
566243	0	0	0	0	0	0	2	0				0	1471	1471		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	2	
567240	0	0	0	0	0	0	2	0				0	4	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	4	2	
567679	0	0	0	0	0	0	8	0				8	76	0		30							0	0	0	0			0	0	0	0	46	0			0	0	0	0	0	0	0	0				0	0	0	0	
567736	0	0	0	0	0	0	6	0				0	39	18		0							0	0	0	0			0	0	4	0	0	0			0	0	0	0	0	0	0	0				8	0	13	2	
568126	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
568135	0	15	0	0	0	0	270	251				4	5	0		0				0		4	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	5	0	
568359	0	0	0	0	0	0	15	0		0		0	7302	3222		0		0	0	0	0	0	0	0	0	0			0	0	11	0	0	0			0	0	0	0	0	4	4070	0	0	0		0	0	10	0	
568377	0	0	0	0	0	0	5	0				0	14	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	14	5	
568470	0	0	46	11	0	0	531	460		0		0	416	337		0		0	0	0	0	0	0	0	0	0			0	0	49	0	0	0			0	0	0	0	0	0	0	4	0	0		0	0	33	7	
568939	0	0	0	0	0	0	7	0				0	96	0		0							0	0	0	0			0	0	0	0	11	0			0	0	0	0	0	0	0	0				48	0	37	7	
570558	0	0	0	0	0	0	5	5				0	30	0		4				0		0	0	0	0	0			0	0	0	0	0	0			15	0	0	0	0	0	0	0				11	0	0	0	
570651	0	0	0	0	0	0	45	45				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
571135	0	0	0	0	0	0	6	0				0	29	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				2	3	27	3	
571265	0	0	0	0	0	0	121	40		0		0	930	832		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		95	81	3	0	
571920	0	0	0	0	0	0	12	0				0	330	322		0							0	0	0	11			0	0	0	0	0	0			0	0	0	0	0	0	0	0				7	0	1	1	
571957	0	0	0	0	0	0	10	10				0	43	26		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				16	0	1	0	
572347	0	0	0	0	0	0	2	0				0	91	59		0				0		0	0	0	0	0			0	0	1	0	0	20			0	0	0	0	0	0	0	0				12	1	0	0	
572374	0	0	0	0	0	0	967	26		0		608	978	44		755		0	0	0	0	0	0	0	0	8			0	0	10	16	15	21			0	0	0	201	8	0	0	0	0	0		49	57	86	41	
572459	0	0	0	0	0	0	18	4				0	10	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	1	0	0				0	6	10	7	
572655	0	0	0	0	0	0	0	0				0	2	0		2							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
573036	0	0	0	0	0	0	5	0				0	242	234		0				0		0	0	0	0	0			0	4	0	0	0	0			0	0	0	0	0	0	0	0				0	0	8	1	
573335	0	0	0	0	0	0	21	14				3	341	306		35				0		0	0	0	0	0			0	0	4	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
574079	0	0	0	0	0	0	3	0				0	6	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	6	3	
574949	0	1	0	0	0	0	36	5				4	1224	1152		7				0		0	0	0	0	0			23	15	1	0	3	0			0	0	0	0	0	0	0	0				6	2	33	8	
574976	0	0	0	0	0	5	322	116				137	2920	2008		232				0		0	0	0	0	0			27	12	0	0	0	0			0	0	0	0	0	0	0	0				640	52	13	0	
575133	0	0	0	0	0	0	4	2				1	2	0		2							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
575254	0	0	541	0	0	0	845	435		0		33	3107	393		0		0	0	0	0	33	0	0	0	0			0	0	50	0	307	0			0	5	0	0	137	0	0	0	0	0		897	132	832	190	
575348	0	0	0	0	0	0	6	0				0	23	0		0							0	0	12	1			0	0	0	0	0	0			0	0	0	0	0	0	0	0				9	4	2	1	
575375	0	0	0	0	0	0	0	0				0	39	0		0							0	0	0	0			0	0	0	0	0	39			0	0	0	0	0	0	0	0				0	0	0	0	
575759	0	0	0	0	0	0	332	10		0		322	279	0		277		0	0	277	0	320	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	2	0	
575834	0	0	0	0	0	0	11	0				0	8	0		0				0		0	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				0	0	8	9	
576354	0	0	0	0	0	0	94	78				0	66	56		0							0	0	0	0			0	0	0	0	0	0			0	0	0	6	0	0	0	0				0	5	10	5	
576578	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
576608	0	0	0	0	0	0	40	3		0		0	282	0		0		0	0	0	0	0	0	0	0	5			0	0	0	0	11	0			0	0	0	0	0	5	0	0	0	0		0	0	271	27	
576644	0	0	0	0	0	0	1027	1024				0	2453	2417		0				0		0	0	0	0	0			0	0	0	0	16	0			0	0	0	0	0	0	0	0				0	0	20	3	
576952	0	0	0	0	0	0	47	31				3	101	83		9				0		0	0	0	0	0			9	1	0	0	0	0			0	12	0	0	0	0	0	0				0	0	0	0	
577128	10	0	0	0	15683	949	2516	61		0		0	24430	1599		28		0	0	0	0	0	0	0	39	0			282	0	142	0	263	0			0	0	0	0	0	0	218	3	0	0		4949	618	1359	743	
577137	0	0	0	0	0	0	0	0		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
577230	0	0	0	0	0	0	1	0				0	1	0		0							0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
578116	0	0	0	0	0	0	24	0				11	120	0		27				0		0	0	0	17	0			0	0	2	0	12	0			0	0	0	0	0	0	0	0				13	3	51	8	
578237	0	0	0	0	0	0	14	14				0	2	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
578255	24	0	0	0	0	0	274	102				76	586	196		348				41		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	92				16	4	2	0	
578554	0	0	0	0	0	0	4	0				3	4	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				1	0	3	1	
578741	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
578862	0	0	0	0	0	0	0	0				0	5	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	5	0	
579140	0	0	0	0	0	0	1	0				0	7	0		0				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				7	0	0	0	
579319	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
579364	0	0	0	0	0	0	7	7				0	101	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	99	0				2	0	0	0	
579636	0	0	0	0	0	0	24	23				0	93	0		9							0	0	67	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				16	0	1	1	
580155	0	0	0	0	0	0	497	453				0	2681	2606		0				0		0	0	0	0	0			16	3	0	2	0	0			0	0	0	0	0	0	0	0				14	4	45	35	
580548	0	0	0	2	0	0	23	21		0		0	48	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			43	0	0	0	0	0	0	0	0	0		5	0	0	0	
580847	0	0	0	0	0	0	3	0				0	84	0		0							0	0	0	0			0	0	1	0	62	0			0	0	0	0	0	0	0	0				20	2	2	0	
580874	0	0	0	0	0	0	2	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	2	
581237	0	0	0	0	0	0	1	0				0	1	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	1	
581358	0	0	0	0	200	0	8	1				0	355	48		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				46	0	61	7	
582654	0	0	0	0	0	0	6	0				0	0	0		0				0		0	0	0	0	0			0	0	6	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
582878	0	0	0	0	0	0	2	0				0	0	0		0							0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
582953	0	0	0	0	0	0	32	0				0	160	98		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				44	23	18	9	
582971	0	0	0	0	0	0	55	0				0	59	3		0				0		0	0	0	0	0			0	1	6	0	0	0			0	0	0	0	0	0	0	0				45	43	11	5	
583071	0	0	0	0	0	0	21	0				16	41	0		41							0	0	0	0			0	0	5	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
583268	0	0	0	0	0	0	221	219				0	988	976		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	12	2	
583352	0	0	0	0	0	0	6	1				0	97	25		0				0		0	0	0	0	0			0	0	0	0	35	0			0	0	0	0	0	0	0	0				9	0	28	5	
583754	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
583905	0	0	0	0	0	0	39	0				0	123	41		0				0		0	0	0	0	0			2	0	37	2	78	0			0	0	0	0	0	0	0	0				0	0	2	0	
584377	0	0	0	0	0	2	173	0		0		141	25	0		0		0	0	0	0	0	0	0	0	18			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	25	12	
584724	0	0	0	0	0	0	36	6				24	248	110		98				0		0	0	0	4	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				35	3	1	3	
584920	0	0	0	0	0	0	874	298				0	1142	897		163				0		0	897	283	28	1			44	28	4	1	0	0			0	0	0	0	0	541	0	0				0	0	10	1	
585749	0	0	0	0	0	0	130	2				14	611	43		22				0		14	0	0	0	0			21	9	86	0	16	0			0	0	0	0	258	0	0	0				201	12	50	7	
586027	0	0	0	0	0	0	2631	0				0	4894	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				4356	2342	538	289	
586072	0	0	0	0	0	0	36	10				0	100	0		0				0		0	0	0	0	0			0	0	14	0	97	0			0	10	0	0	0	0	0	0				0	0	3	2	
586335	0	0	0	0	0	0	11	9				2	30	7		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	23	0	
586960	0	0	0	0	0	0	3	0				0	5	0		3							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				1	0	1	3	
587677	0	0	0	0	0	0	13	0				0	20	0		0				0		0	0	0	0	0			0	0	4	0	14	0			0	0	0	0	0	0	0	0				0	0	6	9	
587800	0	0	0	0	0	0	1940	617		0		0	19363	5435		0		0	0	0	0	0	0	0	180	47			1551	328	16	13	65	0			0	0	0	0	0	0	9148	597	0	0		0	0	2984	322	
588245	0	0	0	0	0	0	253	0				0	25	0		3							0	0	0	0			2	0	0	0	0	0			0	0	0	0	0	253	0	0				0	0	20	0	
588348	0	0	0	0	0	0	0	0				0	510	500		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				10	0	0	0	
589158	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
589523	0	0	0	0	0	0	209	29				90	758	76		329				0		0	0	0	26	26			250	24	0	0	0	0			0	0	0	13	0	0	0	0				7	0	70	27	
589943	0	0	0	0	0	0	228	198		0		0	1403	878		0		0	0	0	0	0	0	0	0	12			0	0	5	0	0	4			0	0	0	0	0	0	0	0	0	0		1	0	520	13	
590220	0	0	0	0	0	0	137	91		0		0	327	123		0		0	0	0	0	0	0	0	89	2			74	28	0	2	0	0			0	0	0	0	0	0	0	0	0	0		12	0	29	14	
590640	0	0	0	0	0	0	43	0				24	638	0		612				537		0	0	0	0	0			0	0	5	0	0	2			0	0	0	0	0	0	0	0				0	0	24	14	
590976	0	0	0	0	0	0	3	0				0	50	0		0				0		0	0	0	0	0			0	0	0	0	2	39			9	0	0	0	0	0	0	0				0	0	0	3	
591209	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
591320	0	0	0	0	0	0	126	9		0		0	118	17		0		0	0	0	0	0	0	0	15	0			30	1	107	0	34	0			0	0	0	0	0	0	0	0	0	0		0	0	22	9	
591357	0	0	0	0	0	0	21	1				1	49	21		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	13	0	0				2	0	26	6	
591366	0	0	0	0	0	0	26	3		0		0	440	213		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	37	0	0	0		79	2	111	21	
592448	0	0	0	0	0	0	376	74		0		0	2149	1449		0		0	0	0	0	0	0	0	0	2			0	0	11	48	11	0			0	0	0	0	665	241	0	0	0	0		24	0	0	0	
592550	0	0	0	0	0	0	0	0				0	304	0		0				0		0	0	0	0	0			4	0	0	0	0	0			0	0	0	0	0	0	300	0				0	0	0	0	
592644	0	0	0	0	0	0	20	1				0	961	0		0				0		0	0	0	0	0			0	3	0	0	0	0			0	0	0	9	0	0	877	0				0	0	84	7	
593007	0	0	0	0	0	0	408	77		0		228	12715	11560		787		0	0	2	0	20	0	0	0	0			0	0	19	0	7	0			0	0	0	0	191	59	0	2	0	0		15	1	155	22	
593052	0	0	0	0	0	0	86	4				10	1066	0		13				0		0	0	0	0	0			80	34	38	0	708	0			265	0	0	0	0	0	0	0				0	0	0	0	
593249	0	0	0	0	0	0	51	0				0	82	0		1				0		0	0	0	0	0			14	2	0	0	0	0			0	0	0	0	0	0	0	0				23	11	44	38	
593333	0	0	0	0	0	0	5	1				0	41	38		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	3	4	
593771	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
593940	0	0	0	0	0	0	0	0				0	46	37		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				6	0	3	0	
594433	0	0	0	0	0	0	145	48				0	687	178		222				222		0	0	0	0	0			14	0	2	0	0	0			0	0	0	0	0	0	0	0				44	16	229	79	
594451	0	0	0	0	0	0	0	0				0	2315	2280		0				0		0	0	0	0	0			0	0	0	0	35	0			0	0	0	0	0	0	0	0				0	0	0	0	
594853	0	0	0	0	0	0	39	30				0	489	363		0				0		0	0	0	7	7			0	0	0	1	0	87			0	0	0	0	0	0	0	0				0	0	32	1	
594938	0	0	0	0	0	0	0	0				0	2	1		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
594947	0	0	0	0	0	0	61	5		0		0	910	23		0		0	0	0	0	0	0	0	0	0			0	2	7	0	1	0			0	0	0	0	802	0	0	0	0	0		32	3	52	44	
595270	0	0	0	0	0	0	799	188		0		0	2760	1201		0		0	0	0	0	0	0	9	0	0			819	234	3	11	32	0			0	0	0	0	259	21	0	334	0	0		109	8	340	0	
595337	0	0	0	0	0	0	1	0				0	39	3		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				28	0	8	1	
595430	0	0	0	15	0	0	709	681		0		2	1140	1114		15		0	0	0	0	0	0	0	0	4			0	0	0	0	3	0			0	0	0	0	0	0	0	0	0	0		3	7	5	0	
595869	0	0	1372	0			1496		969	43	0	0	31862		0	0	27051	584	0	0	0	0	0	0	0	0	0	0	0	0	0	10	74	0		0	0	0	0	5	228	465	2553	0	0	0	0	0	0	0	4	
595944	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
596062	0	0	0	0	0	0	184	60				6	656	455		4				4		6	0	0	0	0			0	0	0	0	27	0			0	0	0	0	0	0	0	18				51	22	119	78	
596156	0	0	0	0	0	0	19	1		0		7	87	11		39		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	11	0	0	0	0	0	0		0	0	37	0	
596277	0	0	0	0	0	0	4	0				0	44	0		0							0	0	0	0			0	0	4	0	35	0			0	0	0	0	9	0	0	0				0	0	0	0	
596455	0	0	0	0	0	0	18	0				0	16	10		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	6	18	
596978	0	0	0	0	0	0	13	7				0	0	0		0							0	0	0	0			0	0	4	2	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
597041	0	0	34	0	0	0	0	0				0	75	0		0							0	0	0	0			0	0	0	0	41	0			0	0	0	0	0	0	0	0				0	0	0	0	
597313	0	0	0	0	0	0	31	21				0	82	27		0				0		0	0	0	0	1			0	0	4	0	26	0			0	0	0	0	0	0	0	0				0	0	29	5	
597452	268	10	0	0	0	0	33	0				0	1305	525		0				0		0	0	0	0	0			0	0	2	15	18	459			0	0	0	0	23	6	0	0				0	0	12	0	
597546	0	0	0	0	0	0	28	16				0	22	0		0				0		0	0	0	0	0			18	8	3	0	0	0			0	0	0	0	0	1	0	0				0	0	4	0	
597658	0	0	0	0	0	0	280	1				200	110	0		0				0		200	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	103	0				7	79	0	0	
598002	0	0	0	0	0	0	22	0		0		0	299	0		0		0	0	0	0	0	0	0	0	0			0	0	3	0	18	0			0	0	33	12	0	0	0	0	0	0		0	0	248	7	
598048	0	0	0	0	0	0	63	3				1	128	0		5				0		0	0	0	23	0			6	0	1	0	1	0			0	0	47	47	37	0	0	0				7	10	2	1	
598132	0	0	0	0	0	0	22	11				0	14	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	2	14	9	
598543	0	0	0	0	0	0	13	0				13	18	0		18				18		13	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
599643	0	0	0	0	0	0	13	7				0	36	36		0				0		0	0	0	0	0			0	0	3	0	0	0			0	0	0	0	0	0	0	0				0	0	0	3	
599764	0	0	0	0	0	0	484	74		0		136	1255	666		397		0	0	0	0	0	0	0	0	0			0	0	1	0	7	0			0	0	1	0	0	171	0	0	0	0		4	0	180	102	
600419	0	0	0	0	0	0	96	60				0	5	0		0				0		0	0	0	0	20			0	0	0	16	0	0			0	0	0	0	0	0	0	0				0	0	5	0	
601032	0	0	0	0	0	0	2	0				0	17	0		0				0		0	0	0	0	0			0	0	2	0	1	0			0	0	0	0	0	0	0	0				13	0	3	0	
601041	0	0	0	0	0	0	27	14				0	50	8		0				0		0	0	0	0	0			0	0	2	3	0	28			0	0	0	0	0	1	0	0				0	1	14	6	
601050	0	0	0	0	0	0	7122	372		0		598	37946	1624		1935		0	0	62	0	0	0	0	15	8			24102	3534	177	14	417	15	4039		24	0	0	0	400	471	0	0	0	0		6320	1123	3094	825	
601153	0	0	0	0	0	0	13	1				12	44	41		0				0		12	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				3	0	0	0	
601416	0	0	0	0	0	0	8460	123		0		38	16940	295		133		0	0	0	0	0	0	0	0	0			0	0	54	0	163	26			0	0	1920	357	0	3	597	3	0	0		12616	7650	1190	232	
601443	0	0	0	0	0	0	7	5				0	3	0		0				0		0	0	0	0	0			0	0	2	0	2	0			0	0	0	0	0	0	0	0				1	0	0	0	
601658	0	0	0	0	0	0	24	4				0	20	0		0				0		0	0	0	0	0			0	0	11	0	0	0			0	0	0	0	0	0	0	0				6	0	14	9	
