"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONMT87	RCONMT89	RCONMT91	RCONMT93	RCONMT95	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
990352	100377	0	53420	198378	0	309067	0	0	0	0	368569	0	58253		80752	31107		252420	308086	3227	2230	8006	0	0	77350	84613	12737	2579	149425	24573	32694	2540	0	96527	59807	97691	0	57267	1494													
990642	28739	0	59508	63199	0	153917	0	0	0	0	186637	0	50917		25829	34798		94409	135720	0	0	1774	0	0	14526	26954	11028	3168	41453	15857	33797	14718	3053	29847	67425	0	0	49654	0													
991078	4818	2556	0	3746	0	13780	0	0	6844	0	37638	0	0		4826	1757		11224	22742	0	14896	1085	6844	457	2090	7540	8818	6566	9630	1607	811	626	3004	20189	6048	0	0	2418	8053													
991135	9756	0	199	33091	0	41566	0	0	0	0	62509	0	250		11800	5366		41367	62259	0	0	2874	0	0	15120	8960	1555	32	23112	18003	2662	1055	0	13867	21720	0	0	19997	0													
991340	534403	4	1357960	4145983	0	4145983	0	0	508861	0	3264338	0	96926		1007789	870723	136977	2787879	3166664	140	748	45789	508861	273034	394741	711748	296543	28183	1106488	112166	286863	28968	0	423426	427997	0	0	399029	1236	0	0	0	0	0	true	256611	1065970	268239	596925	507803	26006	
991359	19649	0	2159	69589	0	75167	0	0	29000	0	125976	0	11378		15406	25253	2868	73008	113676	0	922	574	29000	29000	40956	21144	1768	94	62100	8545	7874	0	692	48556	17111	10085	0	16419	0	0	0	0	0	0	true							
991555	23861	0	14757	38708	0	97251	0	0	0	0	100477	0	7425		27145	20695		82494	93052	0	0	1133	0	0	10029	29947	7905	300	39976	1369	5986	385	0	21036	7740	1002	0	7355	0													
991621	75574	0	15695	117889	0	228759	0	0	0	0	251488	0	38092		40215	48331	15093	213064	213396	0	0	5819	0	0	20046	31791	12834	3542	51837	39734	16057	3275	304	27998	59370	0	0	55791	0	0	0	0	0	0	true							
991854	2064	0	813	4710	0	6878	0	0	0	0	4695	0	260		1287	585		6065	4435	0	0	0	0	0	634	1185	228	0	1819	0	0	0	0	760	0	0	0	0	0													
992851	22900	0	17013	56467	0	112995	0	0	0	0	170660	0	25186		44316	37322		95513	144231	469	1243	2442	0	0	20462	53156	6414	1144	73617	8566	19741	955	0	36860	29262	0	0	28307	0													
993250	30615	0	3969	42273	0	52368	0	0	37542	0	207807	0	35929		25915	19197		48399	140568	0	31310	1451	37542	25660	43492	71095	22031	2033	114587	5599	11543	788	1412	112737	19342	45089	0	17142	21716													
994435	106977	0	63070	521967	0	633035	0	0	0	0	544346	0	38619		93677	131524		569965	505727	0	0	10658	0	0	72773	114535	15766	3685	176158	46477	38878	9872	3861	113082	99088	17948	0	85355	0													
994770	5496	0	0	0	0	0	0	0	0	0	24166	0	6882		6862	0		0	16551	0	733	597	0	0	2213	7218	2534	107	9431	3628	2235	733	0	5212	6596	0	0	5863	0													
995076	156658	0	164739	1588867	0	1588867	0	0	43436	0	1595474	0	69052		66573	917740	30554	1423331	1526171	797	251	16831	43436	43436	41207	99065	14535	6631	140272	34746	248553	71330	5009	94866	359638	43436	0	283299	0	0	0	0	0	0	false							
995272	26521	0	0	62275	0	62275	0	0	0	0	365675	0	2546		115229	67999		62275	363129	0	0	39711	0	0	47307	129076	22140	9963	176383	14636	43419	2959	1655	93257	62669	0	0	58055	0													
995517	27044	0	24137	49455	0	190195	0	0	4	0	268790	0	8912		84378	20882		166058	259745	0	133	2531	4	4	30189	149031	2410	469	175929	5072	30389	3304	0	97721	38765	9232	0	35461	0													
995571	19001	0	26740	91420	0	106900	0	0	0	0	117762	0	7745		18134	18708	6142	80160	110017	0	0	3434	0	0	10990	41961	707	28	17816	10560	15805	0	0	35553	26365	2531	0	26365	0	0	0	0	0	0	false							
995674	15223	0	0	32546	0	32706	0	0	0	0	220259	0	11062		46262	26356		32706	203741	0	5456	4618	0	0	37194	92663	14525	62	129857	9249	22752	2235	0	98182	34236	48256	0	32001	3482													
995955	2725	0	9865	11456	0	27536	0	0	0	0	27092	0	6809		4333	1118		17671	20283	0	0	0	0	0	7079	9119	0	0	16198	4520	2532	0	0	11864	7052	0	0	7052	0													
996260	277295	0	0	608872	0	693874	0	91	42682	0	3973374	0	228436		280533	1363992	20644	693383	3730154	491	14693	0	42682	30057	216647	524909	30363	0	741556	673514	878915	7739	0	491386	1560168	97378	0	1552429	13794	0	0	81846	0	81846	true	280754	41130	151922	1212070	132129	145166	
997155	12409	0	4496	31491	0	39616	0	0	0	0	55333	0	266		12766	15280		35120	55067	0	0	1673	0	0	8239	9892	3073	136	18131	4055	1636	612	0	8574	6303	0	0	5691	0													
997557	22185	0	2231	24293	0	35772	0	0	0	0	51837	0	2992		12941	1402		33541	48845	0	0	0	0	0	7721	9471	3972	964	17192	2670	3147	0	305	9186	6122	0	0	5817	0													
997847	36043	0	1720	87239	0	127069	0	0	0	0	465805	0	21004		45500	274873	20435	125349	444801	0	0	10196	0	0	23070	43006	10685	0	66076	27751	48132	2245	0	31261	78128	1666	0	75883	0	0	0	0	0	0	true							
998358	11674	0	10816	15991	0	42182	0	0	0	0	28258	0	2276		4811	5022		31366	25982	0	0	0	0	0	1966	4770	659	68	6734	0	4102	0	0	2650	4102	0	0	4102	0													
998648	17204	0	5476	46759	0	100856	0	0	0	0	63701	0	41283		11962	6536		95380	22418	0	0	3536	0	0	7548	15996	1952	116	23544	3927	10023	400	0	13650	14350	0	0	13950	0													
998657	2332	0	3579	27082	0	31031	0	0	18000	0	63460	0	598		21838	4300		27452	59139	0	3723	0	18000	18000	13396	20410	243	6	33806	9971	12801	0	0	12218	22772	422	0	22772	3723													
998844	44886	0	52771	145819	0	294208	0	0	38969	0	659729	0	69584		119061	292594		241189	588414	248	1731	0	38969	27290	60326	115710	27802	10140	148757	30257	59552	18460	0	94919	108269	6437	0	89809	2988													
999935	86366	0	49191	133504	0	283273	0	0	0	0	415087	0	46998		48693	147549	11867	232843	366603	1239	1486	4411	0	0	39556	81232	9204	1264	119294	9425	38680	1811	0	82563	49916	111820	0	48105	0	0	0	84890	0	84890	true							
1000052	28083	0	31127	107410	0	192787	0	0	10208	0	334837	0	17253		52371	158870		161660	305168	0	12416	4632	0	0	35495	53600	6699	587	89095	14213	26397	5505	5388	44010	51503	53563	0	40610	0													
1000276	60924	0	7063	86812	0	91419	0	0	10830	0	217324	0	2607		37059	43155		84356	214716	0	1	8169	10830	10830	16517	37411	8594	1659	53928	19044	20720	9300	0	27122	49064	0	0	39764	0													
1000641	101213	0	138483	142809	0	417190	0	0	5000	0	314486	0	5313		26321	152541		277717	309173	990	0	3633	5000	5000	19090	22438	3496	178	37188	5352	6884	3293	0	18881	15529	21870	0	11770	0													
1000856	6283	0	87	7729	0	8315	0	0	0	0	9721	0	442		1798	1537	669	8228	9279	0	0	0	0	0	994	599	307	0	1491	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	true							
1000959	16007	0	11851	42778	0	71407	0	0	0	0	117921	0	31450		12597	63613	4263	59556	86471	0	0	1940	0	0	7784	9311	1587	296	15769	6023	13299	0	0	6381	19322	1161	0	18931	0	0	0	1142	0	1142	true							
1001059	125017	0	31450	457323	0	457323	0	0	0	0	719583	0	87412		128763	290971		425873	632171	0	0	12357	0	0	62410	119288	19458	7288	181334	31372	56778	4396	2606	79680	95152	88728	0	88150	0													
1001152	512681	12	49310	1307878	0	1575280	0	0	0	0	4970374	0	59113		305441	3040261	22521	1411284	4911261	114674	0	6745	0	0	286078	342713	33409	2839	628791	343047	386989	20054	2303	359597	752393	0	0	730036	0	0	0	0	0	0	true	360802	247020	1484754	1541945	462948	49733	
1001639	196722	0	36040	428800	0	594178	0	0	776883	0	2192572	0	71733		1160645	235375	62020	558138	2120839	0	0	16809	776883	690883	499276	957056	100592	2009	1456332	125427	74461	1654	0	398288	201542	76287	0	199888	0	0	0	68606	0	68606	true	109510	77638	76805	158570	166599	30123	
1001648	39005	0	198043	664463	0	1162632	0	0	0	0	2298535	0	273817		64200	1482739	26502	962608	2020765	1981	3953	13221	0	0	61820	123840	14906	5362	185660	133921	409825	20030	7087	141728	570863	310356	0	543746	0	0	0	0	0	0	true	149472	36350	759282	582565	37459	1546	
1001853	22620	0	3770	73019	0	90966	0	0	21978	0	223539	0	13061		61616	57862	14839	87196	209994	0	484	8478	21978	21978	51086	60869	5155	297	111955	11773	13347	532	0	55791	25652	6872	0	25119	0	0	0	4438	0	4438	true							
1002373	90007	16	2327	87288	0	160234	0	0	40360	0	410793	0	21168		65824	105975		157891	389625	0	0	7953	40360	40360	44762	65687	11145	635	110449	20376	67772	4434	0	56405	92582	0	0	88143	0													
1002458	3207	0	2135	10855	0	19818	0	0	2007	0	48685	0	2827		9898	0		17645	41877	38	3981	1013	2007	2007	10302	14318	11538	1170	24619	3051	2254	2846	0	27429	8151	1006	0	5304	1491													
1002878	2395253	0	151659	1893913	0	2202932	0	0	114757	0	11730729	0	582106		1559206	6463685	276545	2041860	11148623	9413	0	49791	114757	111626	915027	1434320	72153	15017	2349347	180695	246852	7165	563	877310	435275	795037	0	427546	0	0	0	742630	0	742630	true	110898	61919	4482439	1456577	2314325	80851	
1002953	11110	0	18037	19512	0	59597	0	0	0	0	100732	0	12262		6589	5056		41560	88470	0	0	317	0	0	6614	4071	1219	1095	10685	61715	8387	864	600	6410	71566	0	0	70102	0													
1003455	40297	1	41991	85941	0	198343	0	0	7540	0	180006	0	34513		29271	41607		155856	144525	495	968	1379	0	0	22698	31594	4709	671	54292	17410	20511	252	256	30401	38429	51875	7540	37921	0													
1003558	45299	0	4821	63344	0	113799	0	0	0	0	111354	0	18765		11153	35484	3182	108978	92589	0	0	1232	0	0	5927	13362	2470	477	19286	2563	5211	261	300	11083	8335	0	0	7774	0	0	0	0	0	0	true							
1003839	41402	0	6013	90959	0	117027	0	0	0	0	269548	0	9840		20387	128214		111014	259708	0	0	5225	0	0	13475	38801	2869	729	47486	8771	32182	3106	0	35487	44059	27440	0	40953	249													
1003950	5875	0	9939	7101	0	154064	0	0	5679	0	26476	0	557		2112	9168		143134	25919	991	0	492	5679	0	1800	2076	436	5770	3876	0	351	1000	0	7971	1351	16896	0	351	0													
1004256	5860	0	979	10050	0	15200	0	0	4247	0	33010	0	4830		9701	8298		14221	25321	0	2859	828	4247	1500	4559	8423	1463	2489	12232	781	609	529	0	7233	1919	6628	0	1389	1741													
1004470	209025	0	54490	509383	0	509383	0	0	0	0	846880	0	137783		150298	208381		454893	709097	0	0	21076	0	0	85618	162262	30217	1086	247879	45674	87165	17453	0	128884	150292	0	0	132839	0													
1005075	72000	0	0	13811	0	34194	0	0	20000	0	152735	0	622		33940	15653		34194	152113	0	0	13378	20000	0	5195	15250	5908	23166	20445	6944	4134	3485	1000	15580	15563	0	0	11078	0													
1005552	13508	0	7620	48453	0	60606	0	0	501	0	105230	0	13756		13622	45901		52973	90228	13	1246	4892	501	501	4120	14164	3047	4480	18284	6477	11437	740	1358	12189	20012	7601	0	17914	497													
1005655	12867	0	2670	26395	0	34133	0	0	4293	0	64690	0	2775		10650	6876	1845	31463	61915	0	0	874	4293	4293	8831	24508	4601	1067	33339	2238	3261	0	441	28357	5940	3894	0	5499	15960	0	0	1539	0	1539	false							
1005851	11583	0	8709	40332	0	45176	0	0	57943	0	105565	0	3109		8319	48062		35477	93339	990	9117	1355	57447	30201	9026	21503	6095	883	30529	2233	5780	400	0	29188	8413	24376	496	8013	8401													
1006148	94748	0	41718	165231	0	311444	0	0	35736	0	575028	7	96295		120502	199340		268984	478470	742	256	8968	0	0	74082	102737	33287	864	176819	27801	34420	7748	0	90469	69969	35736	0	34420	0													
1006157	62316	0	3791	49760	0	66623	0	0	0	0	121825	0	8870		23756	0		62832	112955	0	0	3177	0	0	7203	28700	3501	1089	35903	4105	14368	543	0	16737	19016	0	0	18473	0													
1006513	30983	0	0	105421	0	144636	0	0	4495	0	211789	0	0		17607	118990		144636	211789	0	0	2406	4026	4026	6492	29275	5371	180	30467	6262	13696	542	0	23709	20500	470	0	17354	0													
1006559	29795	0	21350	39093	0	80640	0	0	16815	0	92658	0	3142		13765	32766		59290	89516	0	0	1195	16815	16815	7432	13820	1592	141	18098	2818	4294	0	0	9219	7112	3112	0	7112	0													
1006652	21905	0	12622	54630	0	83972	0	0	0	0	112927	0	21781		18194	529	6264	71350	91146	0	0	3453	0	0	12688	27462	2698	0	39701	16162	30544	939	0	24654	47645	0	0	46706	0	0	0	0	0	0	true							
1007015	227073	9	66636	1096531	0	1499995	0	0	75000	0	1564039	134	47950		208775	565966	23275	1429994	1515955	3356	0	8564	75000	40000	108803	220863	45441	4256	329666	235464	154094	1025	1055	170588	391638	1525	0	389558	0	0	0	0	0	0	true	293333	256903	278257	278708	217080	9993	
1007051	6702	0	8048	35982	0	35982	0	0	3000	0	54912	0	10105		9852	11594		27934	44807	0	0	452	0	0	5096	14854	2365	1043	19950	1259	10221	777	1000	13506	13257	0	1500	11480	0													
1007154	23765	97	9325	196876	0	263951	0	0	0	0	405835	0	26928		15813	318415		254529	378907	0	0	1564	0	0	16461	22877	1222	140	39338	6126	15299	1275	256	24887	22956	3935	0	21425	0													
1007417	707768	0	87024	156502	0	165552	0	0	0	0	769458	0	4072		22296	26372		78528	765386	0	0	7255	0	0	11436	10785	7537	3203	13381	2357	0	0	0	10665	2357	0	0	2357	0													
1007734	5313	0	4376	119689	0	133628	0	0	0	0	447234	0	3669		46497	198591	5085	129252	443565	0	0	2385	0	0	40408	88824	830	0	129232	35523	77744	0	0	83567	113266	14056	0	113267	0	0	0	14056	0	14056	true							
1007752	52072	0	6876	35830	0	96630	0	0	21098	0	104202	0	7261		31362	0		89754	81366	0	15575	0	21098	8525	11737	16472	14168	83	28209	4602	3642	1426	0	11097	9670	0	0	8244	0													
1007819	187565	0	279452	1220421	0	1220421	0	0	0	0	1246935	0	50640		120088	701424		936758	1196295	4211	0	3882	0	0	56747	183897	9881	2653	240644	42373	60891	894	609	133090	104767	210322	0	103264	0													
1007873	149408	0	0	79539	0	107124	0	0	10761	0	340012	0	0		45180	38988		107124	340012	0	0	7466	0	0	19443	53705	16188	7485	72494	12938	31139	7303	3416	51641	54796	0	0	44076	0													
1007930	30435	0	10372	30901	0	52813	0	0	16033	0	101182	0	15791		14674	13130		42441	85391	0	0	587	0	0	8201	19058	3028	0	27259	12574	14201	554	0	15613	27329	0	16033	26775	0													
1007958	5493	0	3731	11972	0	26829	0	0	0	0	35091	0	6739		12338	1909		23098	28352	0	0	0	0	0	7697	8583	3731	229	16280	4671	2466	312	0	7902	7449	0	0	7137	698													
1008076	51852	0	73	340	0	25727	0	0	86570	0	315565	0	1052		152124	42616		25654	314513	0	0	8389	86570	63602	43333	93157	61781	3719	136490	3285	8240	7583	0	49865	19108	0	0	11525	0													
1008151	14375	17	15049	27931	0	53713	0	0	0	0	41901	0	794		11941	0		38647	41107	0	0	214	0	0	7664	8654	3191	1783	16317	3029	2279	926	0	9351	6234	0	0	5308	0													
1008209	1075	1	23795	33311	0	151606	0	0	0	0	141232	0	3116		15695	91077		125581	138116	2229	0	1648	0	0	12605	17406	2325	841	24415	5079	8970	1470	384	17482	15903	58657	0	14049	0													
1008450	3442	5966	711	7656	0	14854	0	0	1995	0	23717	0	4509		4912	4631		8177	19208	0	0	272	745	495	3066	6696	1117	260	6747	1837	2669	0	0	6227	4506	0	1250	4506	0													
1008553	13101	0	10753	8798	0	33140	0	0	2936	0	79076	0	3579		13723	6880		22387	75497	0	0	6989	2936	1939	17414	10452	7267	2449	27866	8918	5484	6746	367	23859	21515	0	0	14402	0													
1008674	146815	0	13764	192471	0	275720	0	0	88992	0	779303	0	44984		157571	246678		261956	734319	0	0	6808	88992	88992	69045	161424	3580	708	230469	47991	97703	5355	0	77188	151049	0	0	145694	0													
1008955	5335	0	842	32520	0	43870	0	0	0	0	94064	0	5122		19122	32665		43028	88942	0	0	2478	0	0	9203	18779	3510	1016	27982	17648	5615	0	293	13386	23556	0	0	23263	0													
1009242	113238	0	60535	310529	0	403607	0	0	16374	0	682811	0	90101		107729	224647		342080	591282	992	1428	10399	590	0	47169	129687	96132	6310	176856	12050	44094	8127	1357	171569	65628	99073	5536	56144	51896													
1009354	266753	0	67611	825561	0	1228188	0	0	59063	0	1838167	0	200194		258859	812245	54166	1158404	1561812	2173	76161	16849	59063	59063	137981	225021	47892	4766	360920	82723	251887	8322	577	156801	343509	0	0	334015	0	0	0	0	0	0	true	299197	293587	309591	502654	255236	11517	
1009756	6497	150	5040	60229	0	74218	0	0	4500	0	232990	19	67005		37870	132787		69028	165317	0	649	1890	4500	0	20657	48761	12531	1142	45693	3431	5825	1359	0	45221	10615	49453	0	9256	0													
1009840	24049	0	5959	17106	0	35942	0	0	0	0	54280	0	3628		15480	2634	3845	29983	50652	0	0	752	0	0	6736	15882	1546	149	22618	1044	2242	0	0	8833	3286	0	0	3286	0	0	0	0	0	0	false							
1010015	24558	0	34806	183354	0	183354	0	0	16196	0	107134	0	5281		38104	0		148548	101853	0	0	2330	16195	15154	12233	37846	5577	721	50079	7860	17336	1003	0	18273	26199	0	0	25196	0													
1010574	25451	0	88622	209849	0	209849	0	0	0	0	142852	0	4309		26117	29252		121227	138543	0	0	3219	0	0	18483	36056	2096	522	54539	8516	22184	292	0	31040	30992	11374	0	30700	0													
1011432	38079	0	13315	55052	0	81559	0	0	0	0	92169	0	2720		21191	11459		68244	89449	0	0	1872	0	0	5907	29716	2497	598	35623	0	3641	272	0	17527	3913	0	0	3641	0													
1011526	2224461	0	142328	1091822	0	1140660	0	0	0	0	4171042	0	232310		635579	644006	202591	998332	3938465	0	267	82673	0	0	363205	649476	79571	16827	1012681	67042	119943	5014	1498	473500	193497	0	0	186984	0	0	0	0	0	0	true	82945	-43146	560206	83800	1773288	451173	
1011638	62074	0	83372	543931	0	543932	0	0	54200	0	709265	0	13235		71733	395223		458083	696030	2477	0	12282	0	0	80340	85976	3121	1097	166316	38307	41424	1703	0	98801	81434	70314	54200	79731	0													
1011656	5912	0	1655	10554	0	14158	0	0	46598	0	88307	0	104		60064	7393		12503	41605	0	46598	1620	46598	0	7446	15359	47499	0	22805	1083	3617	0	0	10239	4700	0	0	4700	0													
1011852	1208	0	700	2922	0	4800	0	0	0	0	4368	0	1472		1389	0	422	4100	2896	0	0	128	0	0	1070	1626	463	0	2696	0	0	0	0	1771	0	0	0	0	0	0	0	0	0	0	true							
1011955	30668	0	23700	116861	0	202958	0	0	33932	0	397110	0	62021		114826	142855		179258	335089	0	0	17702	33932	20000	41933	101859	19471	7712	143792	18403	32150	1809	252	56148	52614	13213	0	50553	0													
1012251	184016	0	5224	15724	0	23062	0	0	0	0	433157	0	168905		15207	31263		17838	264252	0	0	5406	0	0	10559	26483	3469	851	37029	152506	23227	784	0	26154	176517	0	0	175733	0													
1012457	6815	0	2570	9190	0	19362	0	0	0	0	23176	0	1487		8012	0		16792	21689	0	0	426	0	0	2048	5664	1930	2579	7712	1523	2317	300	0	4209	4140	0	0	3840	0													
1013070	89049	0	210	161903	0	161903	0	0	15013	0	662636	0	79080		82866	263261	22879	161693	583556	0	0	12226	15013	15013	55475	117615	11445	752	173088	32638	83485	8917	0	102422	125040	0	0	116123	0	0	0	0	0	0	false							
1013650	0	0	2903	26751	0	36844	0	0	0	0	61475	0	7958		16584	17077		33941	53517	0	0	3600	0	0	8854	13293	7133	3567	22147	1741	7652	2160	0	16261	11553	0	0	9393	0													
1013744	71461	0	128067	572149	0	572149	0	0	64667	0	340049	0	53141		2619	145917		444082	286908	0	0	0	64667	49114	3426	24688	50	15553	28108	43193	35759	0	0	41100	78952	206655	0	78951	0													
1014059	9861	0	222	20460	0	26930	0	0	0	0	41156	0	2438		5419	14568		26708	38718	0	0	707	0	0	3964	8583	698	0	12546	276	3206	0	0	7826	3482	0	0	3482	0													
1014125	75795	0	69885	463323	0	463323	0	0	0	0	370190	0	34482		41259	150275		391208	335592	2230	116	7858	0	0	28840	45762	8983	7256	74601	15639	28802	6487	2351	49582	53279	140069	0	44441	0													
1014246	8182	11	5552	21143	0	31402	0	0	0	0	60090	486	30808		4474	35503		25839	28796	0	0	580	0	0	1951	6004	531	23	7955	811	7085	0	0	4035	7896	0	0	7896	0													
1014255	8118	0	613	10864	0	14695	0	0	0	0	17362	0	208		3787	0		14082	17154	0	0	0	0	0	391	6660	202	0	7051	0	1992	0	0	3466	1992	0	0	1992	0													
1014376	37808	0	3581	58787	0	76356	0	0	0	0	198808	0	3154		60767	4879		72775	195654	0	0	14342	0	0	17677	62307	20562	16537	79984	9922	15081	8547	5488	56316	39038	0	0	25003	0													
1014451	17372	0	1174	15472	0	20605	0	0	0	0	32740	407	879		5058	1482		19431	31454	0	0	653	0	0	2607	5419	1329	563	8026	1112	2858	0	0	4860	3970	0	0	3316	0													
1014554	21052	0	1145	24611	0	34348	0	0	5648	0	62031	0	6734		15052	0		33203	55297	0	0	0	5648	0	6293	12245	4827	4414	18538	3453	8555	1192	0	12727	13200	0	0	12008	0													
1014657	190772	0	14672	14560	0	47608	0	0	0	0	329283	0	20698		46916	29469	14193	32936	308585	0	0	6262	0	0	22243	55941	4138	555	78140	7098	17418	1650	0	35961	26166	0	0	24516	0	0	0	0	0	0	true							
1014853	55119	0	14644	106206	0	211206	0	0	0	0	247478	0	42895		31562	103931		196562	203131	0	1452	2783	0	0	32679	32234	3917	1277	64912	8857	8272	1192	0	38545	18321	45489	0	17129	0													
1015252	44930	0	143188	371604	0	506342	0	0	66959	0	151500	0	22430		38696	36043	15171	363154	129044	0	26	1343	66959	39353	1631	7561	33084	3762	9192	13030	3974	1482	6003	7342	24489	174183	0	17004	0	0	0	0	0	0	true							
1015270	31624	0	18165	31724	0	159917	0	0	3801	0	195358	0	23942		26034	72852		141752	167615	0	3801	3388	0	0	18693	26662	2518	2082	45318	19321	20465	626	513	23922	40925	0	0	35891	0													
1015458	5600	0	1254	15184	0	26725	0	0	7000	0	59842	0	3364		5897	4859		25471	56478	0	0	0	0	0	9490	14508	209	0	23998	11789	13386	0	0	18310	25175	0	0	25175	5388													
1015560	50648	0	0	357399	0	394677	0	0	557664	0	1802687	0	281		234491	347410	33363	393954	1802406	723	0	3550	557664	557664	628939	386754	4303	83	1015693	253119	130431	1000	0	785588	384550	0	0	383550	0	0	0	0	0	0	true	150375	36723	134796	212614	50648	0	
1015841	49944	0	26561	93238	0	113978	0	0	0	0	149565	0	20453		30715	22390		87417	129112	0	0	3537	0	0	11981	23261	12549	282	35242	5791	20571	2796	0	17358	29158	0	0	26362	0													
1015850	30395	0	7491	121115	0	193436	0	0	0	0	259161	0	5653		40016	130654		185945	253508	0	0	6235	0	0	17643	45635	7142	1232	63278	7999	15797	2664	0	31636	26460	0	0	23796	0													
1016174	23821	0	415	15810	0	44681	0	0	0	0	175824	0	7443		66613	14010		44266	160748	0	7633	3160	0	0	42220	65574	9063	575	107794	7606	11547	1408	0	50819	20561	0	0	19153	7629													
1016231	131385	3	21969	310603	0	400360	0	0	188607	0	1189818	0	20138		72780	425786	19249	366715	908435	11673	261245	12011	0	0	55724	173104	54438	479	228828	56278	176826	115798	0	210965	348902	92571	95855	233104	70831	0	0	82876	0	82876	false							
1016259	326235	0	22876	48656	0	196325	0	0	24001	0	790553	0	86797		86240	250548		171427	702961	2022	795	6700	24001	9001	30336	97454	37005	9606	127568	12184	20436	5478	1273	88160	39370	112515	0	32620	0													
1016558	2209	0	1634	9809	0	12866	0	0	1997	0	32607	0	4374		7970	7291		11232	28233	0	0	107	1997	999	7097	10500	1702	266	13598	1690	1852	0	0	11595	3542	2030	0	3542	3735													
1016718	14063	23	21967	42290	0	66830	0	0	0	0	42100	0	1406		11691	2287		44840	40694	0	0	3367	0	0	2967	12524	2466	1592	15491	267	2387	1102	2445	7858	6201	0	0	2654	0													
1016848	12345	0	2077	39800	0	57959	0	0	0	0	58857	0	6850		21539	11839	709	55882	52007	0	0	0	0	0	10300	12437	719	466	22677	6057	4693	0	0	2384	10750	0	0	10750	0	0	0	0	0	0	true							
1016857	99059	0	37188	322575	0	431087	0	0	0	0	557869	0	64183		14230	422000		393651	493686	248	0	2320	0	0	5929	10659	7470	2700	16588	1672	6466	1595	319	12528	10052	30274	0	8138	0													
1017425	145819	0	5057	135865	0	325237	0	0	6956	0	428419	0	55667		67593	99543		320180	372752	0	0	3698	6956	553	14584	77174	18449	4108	91758	5019	51012	12711	0	46722	68742	0	0	56030	0													
1017555	17646	0	3068	18148	0	29698	0	0	0	0	47442	0	13135		8731	9544		26630	34307	0	0	0	0	0	5394	5648	1677	293	10285	2373	4457	409	0	4281	7239	0	0	6830	0													
1017564	14365	0	18903	70305	0	81420	0	0	0	0	31983	0	4590		1652	13471		62517	27393	0	0	0	0	0	1074	2387	186	0	3461	0	500	0	0	1995	500	0	0	500	0													
1017854	6977	0	2195	12767	0	16728	0	0	0	0	28296	0	2040		7713	1658		14303	26256	230	0	0	0	0	3513	7630	2801	1030	11143	682	3496	510	0	7262	4688	0	0	4177	0													
1017939	1084976	0	2603858	9285466	0	12381985	0	0	155556	0	12031264	0	522709		1257241	7221503	342535	9766637	11506367	11490	2188	145443	155556	105006	1284376	1112723	138282	20741	2346549	542904	551184	69379	5196	1298881	1168663	1495455	0	1094088	249	0	0	1391282	0	1391282	true	2382655	1349754	3867150	2949927	1008171	74649	
1017957	13549	0	5594	105122	0	107647	0	0	0	0	102194	0	19786		19082	36314		102053	82408	0	0	1984	0	0	11636	16376	2185	194	28012	12279	9269	0	392	11309	21940	477	0	21548	0													
1018927	166990	0	46037	680215	0	880606	0	0	369654	0	1821115	0	1445		682004	354351		834569	1816247	0	3423	25588	369654	344610	539347	532628	60298	12128	1071975	39376	103859	11178	960	462397	155373	121366	0	143235	3422													
1157415	6774	4	69	113875	0	119331	0	0	148754	0	2185846	490	191156		188415	792129		119256	1677308	2	316892	0	148754	83866	325599	598388	64888	0	923987	140824	257244	0	0	800460	398068	0	0	398068	293388													
1160509	41856	0	68469	97283	0	186876	0	0	0	0	147402	0	0		17072	57159		118407	147402	0	0	4348	0	0	13251	16740	3491	3434	29991	3145	6553	773	1000	19844	11471	0	0	9698	0													
1162017	116827	0	58615	584031	0	667447	0	0	100271	0	414003	0	38176		14426	220989		605613	375689	3219	138	1815	100271	100271	28393	15174	913	322	43567	29732	1653	0	0	30376	31385	134465	0	31385	0													
1163283	30299	0	5857	29471	0	54163	0	0	0	0	59151	0	712		15239	1631		48306	58439	0	0	2037	0	0	5109	16176	2258	1262	21285	0	1729	687	0	9567	2416	0	0	1729	0													
1169650	17810	0	0	156682	0	175249	0	0	25894	0	633144	4750	0		179406	40871		175249	620220	0	8174	3161	398	248	192506	164826	395	2891	357332	84879	108220	0	20746	181212	213845	0	4750	193099	1491													
1176881	9355	0	0	129328	0	129328	0	0	1145045	0	1647628	0	0		1231497	95472	31299	95972	1613593	33356	34035	16980	1145045	796915	752246	291444	256118	132597	1043690	25313	77451	6581	1051	200908	110396	0	0	102764	31545	0	0	5000	0	0	false							
1176920	18411	0	9871	24904	0	38737	0	0	0	0	35744	0	2703		3109	9735		28866	32793	0	248	0	0	0	1928	2844	427	72	4772	767	1560	0	0	2162	2327	4379	0	2327	0													
