"IDRSSD"	RCFA2170	RCFA3128	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAJJ30	RCFAJJ31	RCFAJJ32	RCFAKW00	RCFAKW03	RCFAKX77	RCFAKX78	RCFAKX79	RCFAKX80	RCFAKX81	RCFAKX82	RCFAKX83	RCFALB58	RCFALB59	RCFALB60	RCFALB61	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP852	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ258	RCFAS540	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP851	RCFWP852	RCFWP853	RCFWP854	RCFWP855	RCFWP856	RCFWP857	RCFWP858	RCFWP859	RCFWP870	RCOA2170	RCOA3128	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAJJ30	RCOAJJ31	RCOAJJ32	RCOAKW00	RCOAKW03	RCOAKX77	RCOAKX78	RCOAKX79	RCOAKX80	RCOAKX81	RCOAKX82	RCOAKX83	RCOALB58	RCOALB59	RCOALB60	RCOALB61	RCOALE74	RCOANC99	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP852	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ258	RCOAS540	RCOWH312	
105530																																																																																						30295	1872	1872	12.7582%	19.5454%	18.3377%	28423	154998	222783	-6602	0			11.5454%			0				27686	222783								0	0	0		0		737	18.3377%	1	0	21821	0	0	0	-6602	0	0	0		0	28423	0	0	28423	0	0	0	0	0	0	0	0	0	1872	0	0	0			
106359																																																																																				2894984	0				9.8727%			296888		3007150	-71951	0						0	0	0	0	226337	3021356	2382	0.0823%	371294	0	9337	380631	13.1479%	0	0	0	0	1		84757		1	0	239143	14206	0	0	-73865	1914	0	0		0	296888	0	0	296888	0	0	0	0	0	0						14206	0	0		
106452																																																																																						89365	7319	7319	12.4164%	15.2046%	13.9593%	82046	587750	660790	-2874	0			7.2046%			0				54744	662566								0	0	0		0		29078	13.9593%	1	0	80948	0	1776	0	-2874	0	0	0		0	82046	0	0	82046	0	0	0	0	0	0	0	0	0	7319	0	1776	0			
106676																																																																																				99616	0				11.7653%			11654		99054	-129	0						0	0	0	0	11882	99282	0	0.0000%	8380	0	0	8380	8.4123%	0	0	0	0	1		0		1	0	11753	0	0	228	-129	0	0	0		0	11654	0	0	11654	0	0	0	0	0	0						228	0	0		
107244																																																																																						6479033	555876	1015876	13.4737%	14.6099%	12.3192%	5463157	44346801	40546913	-36011	0			6.3192%			0				4196501	41213173								0	0	0		0		1593936	11.5548%	1	0	5754426	660789	0	5471	-36011	0	0	0		0	5124177	0	0	5124177	338980	0	0	338980	0	338980	460000	0	0	1015876	0	666260	0			
107570																																																																																				558780	0				9.8898%			56063		566877	-5207	0						0	0	0	0	42498	566877	0	0.0000%	54781	0	130	54911	9.8269%	0	0	0	0	1		13565		1	0	50856	0	0	0	-5207	0	0	0		0	56063	0	0	56063	0	0	0	0	0	0						0	0	0		
107758																																																																																						7428	279	279	10.1020%	13.2806%	12.7818%	7149	55931	70768	-482	0			5.2806%			0				389	70768								0	0	0		0		6760	12.7818%	1	0	6667	0	0	0	-482	0	0	0		0	7149	0	0	7149	0	0	0	0	0	0	0	0	0	279	0	0	0			
108072																																																																																				195361	0				10.0247%			20017		199677	-3541	0						0	0	0	0	13631	199809	0	0.0000%	16224	0	73	16297	8.3420%	0	0	0	0	1		6518		1	0	16608	132	0	0	-3541	0	0	0		0	20017	0	0	20017	0	0	0	0	0	0						132	0	0		
108269																																																																																				52665	0				18.9885%			10130		53348	-743	0						0	0	0	0	10030	53348	0	0.0000%	775	0	0	775	1.4716%	0	0	0	0	1		100		1	0	9387	0	0	0	-743	0	0	0		0	10130	0	0	10130	0	0	0	0	0	0						0	0	0		
108652																																																																																				69207	0				15.2739%			10477		68594	0	0						0	0	0	0	-2430	69396	0	0.0000%	2997	0	0	2997	4.3305%	0	0	0	0	1		13709		1	0	11279	399	0	403	0	0	0	0		0	10477	0	0	10477	0	0	0	0	0	0						802	0	0		
108746																																																																																				84393	0				16.3215%			13722		84073	-2325	0						0	0	0	0	12522	84073	0	0.0000%	3873	0	0	3873	4.5892%	0	0	0	0	1		1200		1	0	11397	0	0	0	-2325	0	0	0		0	13722	0	0	13722	0	0	0	0	0	0						0	0	0		
108951																																																																																						82543	4976	4976	10.0956%	14.7471%	13.8581%	77567	559722	768323	-22559	0			6.7471%			0				27479	768686								0	0	0		0		50451	13.8581%	1	0	55371	363	0	0	-22559	0	0	0		0	77567	0	0	77567	0	0	0	0	0	0	0	0	0	4976	0	363	0			
109136																																																																																				559048	0				10.5790%			57959		547866	-9231	0						0	0	0	0	24755	547866	0	0.0000%	68812	0	1143	69955	12.5132%	0	0	0	0	1		33204		1	0	48728	0	0	0	-3748	0	0	-5483		0	57959	0	0	57959	0	0	0	0	0	0						0	0	0		
109154																																																																																						13207	1317	1317	7.8884%	11.8708%	10.6871%	11890	111256	150727	-984	0			3.8708%			0				3090	150727								0	0	0		0		8800	10.6871%	1	0	10906	0	0	0	-984	0	0	0		0	11890	0	0	11890	0	0	0	0	0	0	0	0	0	1317	0	0	0			
109453																																																																																						33887	2624	2624	9.2839%	12.7227%	11.7376%	31263	266350	336745	-1789	0			4.7227%			0				14477	338938								0	0	0		0		18979	11.7376%	1	0	31667	2163	30	0	-1789	0	0	0		0	31263	0	0	31263	0	0	0	0	0	0	0	0	0	2624	0	2193	0			
109574																																																																																						69973	4012	4012	10.2877%	14.2479%	13.4310%	65961	491111	641165	-8088	0			6.2479%			0				4002	641383								0	0	0		0		62177	13.4310%	1	0	58091	218	0	0	-8088	0	0	0		0	65961	0	0	65961	0	0	0	0	0	0	0	0	0	4012	0	218	0			
109659																																																																																				453156	0				9.7835%			43518		444812	20	0						1	0	0	0	22141	444950	0	0.0000%	37429	0	1547	38976	8.6010%	0	0	0	0	1		21515		1	0	43676	138	0	0	20	0	0	0		0	43518	0	0	43518	0	0	0	0	0	0						138	0	0		
110413																																																																																						223597	7690	7690	10.5277%	32.0419%	30.9399%	215907	697827	2050838	-790	0			24.0419%			0				198322	2050838								0	0	0		0		17585	30.9399%	1	0	215117	0	0	0	-790	0	0	0		0	215907	0	0	215907	0	0	0	0	0	0	0	0	0	7690	0	0	0			
110936																																																																																						357768	18849	18849	10.6201%	23.8536%	22.5969%	338919	1499846	3191298	-8585	0			15.8536%			1				151907	3201786								0	0	0		0		197500	22.5969%	1	0	340822	10488	0	0	-8585	0	0	0		0	338919	0	0	338919	0	0	0	0	0	0	0	0	0	18849	0	10488	0			
110945																																																																																				353591	0				12.0751%			42020		347989	-2413	0						1	0	0	0	28034	347989	0	0.0000%	34054	0	522	34576	9.7785%	0	0	0	0	1		13986		1	0	39607	0	0	0	-2413	0	0	0		0	42020	0	0	42020	0	0	0	0	0	0						0	0	0		
110972																																																																																				94445	0				10.4213%			9808		94115	-337	0						0	0	0	0	9928	94235	0	0.0000%	9037	0	0	9037	9.5685%	0	0	0	0	1		0		1	0	9591	120	0	0	-337	0	0	0		0	9808	0	0	9808	0	0	0	0	0	0						120	0	0		
111157																																																																																						10145	770	770	10.0070%	10.9948%	10.1603%	9375	92271	93684	-326	0			2.9948%			0				3125	93684								0	0	0		0		6250	10.1603%	1	0	9049	0	0	0	-326	0	0	0		0	9375	0	0	9375	0	0	0	0	0	0	0	0	0	770	0	0	0			
111205																																																																																						118893	8671	8671	10.2365%	15.2808%	14.1663%	110222	778056	1076759	-8267	0			7.2808%			0				110222	1076759								0	0	0		0		0	14.1663%	1	0	101955	0	0	0	-9124	-173	1030	0		0	110222	0	0	110222	0	0	0	0	0	0	0	0	0	8671	0	0	0			
111942																																																																																						99493	7447	7447	13.0351%	16.5378%	15.2999%	92046	601611	706142	-4357	0			8.5378%			0				71871	706142								0	0	0		0		20175	15.2999%	1	0	87689	0	0	0	-4357	0	0	0		0	92046	0	0	92046	0	0	0	0	0	0	0	0	0	7447	0	0	0			
112163																																																																																						357786	27538	27538	10.5629%	16.0567%	14.8209%	330248	2228266	3126502	-17293	0			8.0567%			0				197772	3159458								0	0	0		0		164907	14.8209%	1	525	345911	32160	796	0	-9723	0	0	-7570		0	330248	0	0	330248	0	0	0	0	0	0	0	0	0	27538	0	32956	0			
112332																																																																																				165331	0				12.8036%			21509		167992	-3933	0						0	0	0	0	20837	168596	0	0.0000%	5836	0	0	5836	3.5299%	0	0	0	0	1		1276		1	0	18180	0	604	0	-3933	0	0	0		0	21509	0	0	21509	0	0	0	0	0	0						604	0	0		
112510																																																																																						10061	917	917	8.4675%	12.5364%	11.3938%	9144	80254	107989	-740	0			4.5364%			0				8504	107989								0	0	0		0		640	11.3938%	1	0	8404	0	0	0	-740	0	0	0		0	9144	0	0	9144	0	0	0	0	0	0	0	0	0	917	0	0	0			
112556																																																																																						8809	586	586	12.2794%	18.8251%	17.5728%	8223	46794	66966	-251	0			10.8251%			0				2973	66966								0	0	0		0		5250	17.5728%	1	0	7972	0	0	0	-251	0	0	0		0	8223	0	0	8223	0	0	0	0	0	0	0	0	0	586	0	0	0			
112837			76074682	6487327	8442073	10.9418%	15.1377%	13.4579%	67632609	502549472	618113486	-6055766	-29159	722818801	9.3568%	7.1377%						17498629	654326554								0	0	0		86425547	13.4579%	0	97868410	28225989	8014962	1276	-5472237	-505653	-29178	0		0	67632609	0	0	67632609	0	0	0	0	0	0	1954746	0	0	8442073	0	36242227	642								2.5000%																														0																	0				1																															
113003																																																																																						224338	1237	1237	49.9964%	32.3945%	32.2159%	223101	692518	446234	310	1102			24.3945%			0				223101	447336								0	0	0		0		0	32.2159%	1	0	223411	0	0	0	-792	0	1102	0		0	223101	0	0	223101	0	0	0	0	0	0	0	0	0	1237	0	0	0			
113030																																																																																						22364	1491	1491	13.3273%	18.9950%	17.7286%	20873	117736	156618	-1743	0			10.9950%			0				12473	156618								0	0	0		0		8400	17.7286%	1	0	19130	0	0	0	-1743	0	0	0		0	20873	0	0	20873	0	0	0	0	0	0	0	0	0	1491	0	0	0			
113441																																																																																						141318	7651	7651	10.2880%	18.4810%	17.4804%	133667	764668	1299253	-13078	0			10.4810%			0				107520	1301310								0	0	0		0		28204	17.4804%	1	0	122646	2057	0	0	-13078	0	0	0		0	133667	0	0	133667	0	0	0	0	0	0	0	0	0	7651	0	2057	0			
113601																																																																																				1805324	0				16.4078%			292498		1782678	-37	0						0	0	0	0	264811	1782678	0	0.0000%	292576	0	11295	303871	16.8319%	0	0	0	0	1		7687		1	0	272461	0	0	0	-37	0	0	0		0	272498	0	0	272498	20000	0	0	20000	0	20000						0	0	176		
113740																																																																																				1332417	0				9.4706%			125169		1321662	-3779	0						0	0	0	0	75835	1321662	0	0.0000%	87738	0	2098	89836	6.7423%	0	0	0	0	1		49334		1	0	121390	0	0	0	-3779	0	0	0		0	125169	0	0	125169	0	0	0	0	0	0						0	0	117803		
114149																																																																																				298499	0				13.6696%			41006		299980	-4050	0						0	0	0	0	23781	301131	0	0.0000%	22495	0	479	22974	7.6965%	0	0	0	0	1		18376		1	0	38107	1151	0	0	-4050	0	0	0		0	41006	0	0	41006	0	0	0	0	0	0						1151	0	0		
114260																																																																																						620520	21500	21500	11.6957%	20.2805%	19.5778%	599020	3059691	5121715	-31296	0			12.2805%			0				527351	5121715								0	0	0		0		71669	19.5778%	1	0	567724	0	0	0	-31296	0	0	0		0	599020	0	0	599020	0	0	0	0	0	0	0	0	0	21500	0	0	0			
114457																																																																																				295489	0				12.6039%			40413		320640	-13345	0						0	0	0	0	39713	320640	0	0.0000%	28906	0	1588	30494	10.3198%	0	0	0	0	1		700		1	0	27068	0	0	0	-13345	0	0	0		0	40413	0	0	40413	0	0	0	0	0	0						0	0	0		
114774																																																																																						19939	398	398	29.5395%	42.2141%	41.3715%	19541	47233	66152	0	0			34.2141%			0				19541	66152								0	0	0		0		0	41.3715%	1	0	19541	0	0	0	0	0	0	0		0	19541	0	0	19541	0	0	0	0	0	0	0	0	0	398	0	0	0			
114840																																																																																						73594	5729	5729	11.1302%	16.0652%	14.8146%	67865	458096	609738	-3380	0			8.0652%			0				40935	609738								0	0	0		0		26930	14.8146%	1	0	64485	0	0	0	-3380	0	0	0		0	67865	0	0	67865	0	0	0	0	0	0	0	0	0	5729	0	0	0			
114859																																																																																						10606	665	665	10.4847%	19.9552%	18.7040%	9941	53149	94814	-546	0			11.9552%			0				2611	94814								0	0	0		0		7330	18.7040%	1	0	9395	0	0	0	-546	0	0	0		0	9941	0	0	9941	0	0	0	0	0	0	0	0	0	665	0	0	0			
115146																																																																																				185312	0				9.5372%			17788		186511	0	0						0	0	0	0	12929	186511	0	0.0000%	0	0	1563	1563	0.8434%	0	0	0	0	1		4859		1	0	17788	0	0	0	0	0	0	0		0	17788	0	0	17788	0	0	0	0	0	0						0	0	20322		
115575																																																																																				950776	0				11.3405%			108276		954776	-5282	-273						0	0	0	0	106134	955946	0	0.0000%	68621	0	57300	125921	13.2440%	0	0	0	0	1		3585		1	0	104437	723	672	48	-5009	0	-273	0		0	108276	0	0	108276	0	0	0	0	0	0						1443	0	54654		
116358																																																																																						8198	333	333	9.4448%	21.3969%	20.5277%	7865	38314	83273	-550	0			13.3969%			0				1365	83273								0	0	0		0		6500	20.5277%	1	0	7315	0	0	0	-550	0	0	0		0	7865	0	0	7865	0	0	0	0	0	0	0	0	0	333	0	0	0			
116554																																																																																						10413	170	170	4.4270%	19.5388%	19.2198%	10243	53294	231376	-247	0			11.5388%			0				-43956	231478								0	0	0		0		54301	19.2198%	1	0	10098	0	102	0	-247	0	0	0		0	10243	0	0	10243	0	0	0	0	0	0	0	0	0	170	0	102	0			
116741																																																																																				219809	0				14.7254%			31984		217203	-6003	0						0	0	0	0	28863	217203	0	0.0000%	6770	0	0	6770	3.0799%	0	0	0	0	1		3121		1	0	25981	0	0	0	-6003	0	0	0		0	31984	0	0	31984	0	0	0	0	0	0						0	0	0		
117038																																																																																				283389	0				9.7370%			25687		263808	-1068	0						0	0	0	0	22537	263808	0	0.0000%	30857	0	61	30918	10.9101%	0	0	0	0	1		3150		1	0	24619	0	0	0	-1068	0	0	0		0	25687	0	0	25687	0	0	0	0	0	0						0	0	0		
117074																																																																																						66569	1763	1763	17.8294%	34.5691%	33.6536%	64806	192568	363479	1	0			26.5691%			0				52517	363479								0	0	0		0		12289	33.6536%	1	0	64807	0	0	0	1	0	0	0		0	64806	0	0	64806	0	0	0	0	0	0	0	0	0	1763	0	0	0			
117458																																																																																						176820	11508	11508	14.2177%	19.2156%	17.9650%	165312	920190	1162717	-78	0			11.2156%			0				126990	1175621								0	0	0		0		51226	17.9650%	1	0	178138	12788	116	0	-9	0	0	-69		0	165312	0	0	165312	0	0	0	0	0	0	0	0	0	11508	0	12904	0			
117775																																																																																				128243	0				14.6247%			18816		128659	-2190	0						0	0	0	0	11073	128659	0	0.0000%	6384	0	0	6384	4.9780%	0	0	0	0	1		7743		1	0	16626	0	0	0	-2190	0	0	0		0	18816	0	0	18816	0	0	0	0	0	0						0	0	0		
118156																																																																																						173136	3223	3223	11.2510%	15.0252%	14.7455%	169913	1152307	1510203	-5064	0			7.0252%			0				61505	1517439								0	0	0		0		115644	14.7455%	1	0	172085	954	6282	0	-5064	0	0	0		0	169913	0	0	169913	0	0	0	0	0	0	0	0	0	3223	0	7236	0			
118660																																																																																				254070	0				12.4484%			31080		249670	1	0						0	0	0	0	29680	249670	0	0.0000%	0	0	0	0	0.0000%	0	0	0	0	1		1400		1	0	31081	0	0	0	1	0	0	0		0	31080	0	0	31080	0	0	0	0	0	0						0	0	3273		
118736																																																																																				312575	0				11.6938%			37702		322410	-4084	302						0	0	0	0	20242	322712	0	0.0000%	14088	0	67	14155	4.5285%	0	0	0	0	1		17460		1	0	33618	0	0	0	-3452	0	-632	0		0	37702	0	0	37702	0	0	0	0	0	0						0	0	3460		
119153																																																																																						37222	2416	2416	8.9439%	19.3193%	18.0654%	34806	192667	389158	-1235	0			11.3193%			0				26806	389158								0	0	0		0		8000	18.0654%	1	0	33571	0	0	0	-1235	0	0	0		0	34806	0	0	34806	0	0	0	0	0	0	0	0	0	2416	0	0	0			
119779																																																																																				1668894	0				9.4588%			155337		1642254	22	0						0	0	0	0	155337	1642254	8116	0.4863%	0	0	627	627	0.0376%	0	0	0	0	1		0		1	0	155359	0	0	0	22	0	0	0		0	155337	0	0	155337	0	0	0	0	0	0						0	0	156		
119872																																																																																						55637	3737	3737	8.4365%	15.5268%	14.4839%	51900	358328	615186	-5076	0			7.5268%			0				25080	615376								0	0	0		0		27010	14.4839%	1	0	47014	0	190	0	-5076	0	0	0		0	51900	0	0	51900	0	0	0	0	0	0	0	0	0	3737	0	190	0			
120476																																																																																				68750	0				11.8735%			8083		68076	0	0						0	0	0	0	8083	68076	0	0.0000%	8798	0	0	8798	12.7971%	0	0	0	0	1		0		1	0	8083	0	0	0	0	0	0	0		0	8083	0	0	8083	0	0	0	0	0	0						0	0	0		
120542																																																																																				493534	0				12.5092%			60388		482747	99	0						0	0	0	0	41604	482871	0	0.0000%	27248	0	1778	29026	5.8813%	0	0	0	0	1		18908		1	0	60611	0	124	0	99	0	0	0		0	60388	0	0	60388	0	0	0	0	0	0						124	0	20084		
120609																																																																																				1863027	0				10.1944%			193781		1900857	-29138	0						0	0	0	0	192281	1900857	0	0.0000%	246389	0	3889	250278	13.4339%	0	0	0	0	1		1500		1	0	164643	0	0	0	-33187	4049	0	0		0	193781	0	0	193781	0	0	0	0	0	0						0	0	88081		
120953																																																																																				250592	0				10.0221%			25848		257909	-10477	0						0	0	0	0	21344	258205	0	0.0000%	28008	0	172	28180	11.2454%	0	0	0	0	1		4800		1	0	15667	296	0	0	-10477	0	0	0		0	25848	0	0	25848	0	0	0	0	0	0						296	0	0		
121642																																																																																				7915475	0				10.8395%			844357		7789630	-3675	0						1	0	0	0	302799	7857605	0	0.0000%	909443	0	18054	927497	11.7175%	0	0	0	0	1		609533		1	0	908657	62506	5469	0	-3675	0	0	0		0	844357	0	0	844357	0	0	0	0	0	0						67975	0	314997		
121651																																																																																						88100	3279	3279	7.3940%	21.7531%	20.9435%	84821	405000	1147154	-12365	0			13.7531%			0				55841	1147154								0	0	0		0		28980	20.9435%	1	0	72456	0	0	0	-12365	0	0	0		0	84821	0	0	84821	0	0	0	0	0	0	0	0	0	3279	0	0	0			
121914																																																																																				447551	0				10.0607%			45983		457057	-5156	0						0	0	0	0	46076	459350	0	0.0000%	32691	0	143	32834	7.3364%	0	0	0	0	1		2200		1	0	43120	1128	1165	0	-5156	0	0	0		0	45983	0	0	45983	0	0	0	0	0	0						2293	0	0		
122153																																																																																				60800	0				22.0368%			13440		60989	-1360	0						0	0	0	0	11440	60989	0	0.0000%	2221	0	9	2230	3.6678%	0	0	0	0	1		2000		1	0	12080	0	0	0	-1360	0	0	0		0	13440	0	0	13440	0	0	0	0	0	0						0	0	0		
122546																																																																																						10432	1070	1070	7.9319%	12.1900%	10.9397%	9362	85578	118030	-1069	0			4.1900%			0				9112	118030								0	0	0		0		250	10.9397%	1	0	8293	0	0	0	-1069	0	0	0		0	9362	0	0	9362	0	0	0	0	0	0	0	0	0	1070	0	0	0			
123075																																																																																						15804	550	550	18.1046%	35.9926%	34.7400%	15254	43909	84255	-2370	0			27.9926%			0				15254	84255								0	0	0		0		0	34.7400%	1	0	12884	0	0	0	-2370	0	0	0		0	15254	0	0	15254	0	0	0	0	0	0	0	0	0	550	0	0	0			
123374																																																																																				93253	0				9.9502%			8986		90310	0	0						0	0	0	0	11344	92668	0	0.0000%	8645	0	0	8645	9.2705%	0	0	0	0	1		0		1	0	11344	0	2358	0	0	0	0	0		0	8986	0	0	8986	0	0	0	0	0	0						2358	0	0		
124344																																																																																						84804	7717	7717	10.5177%	13.7373%	12.4873%	77087	617325	732928	-4968	0			5.7373%			0				42176	733022								0	0	0		0		35005	12.4873%	1	0	72213	0	94	0	-5153	-169	354	0		0	77087	0	0	77087	0	0	0	0	0	0	0	0	0	7717	0	94	0			
124830																																																																																				179989	0				21.9630%			39673		180636	-449	0						0	0	0	0	20088	180636	0	0.0000%	16700	0	250	16950	9.4172%	0	0	0	0	1		19585		1	0	39224	0	0	0	-449	0	0	0		0	39673	0	0	39673	0	0	0	0	0	0						0	0	0		
125154																																																																																				473577	0				17.1298%			79992		466977	-2481	0						0	0	0	0	75879	466977	0	0.0000%	3186	0	0	3186	0.6728%	0	0	0	0	1		4113		1	0	77511	0	0	0	-7261	0	4324	456		0	79992	0	0	79992	0	0	0	0	0	0						0	0	14951		
125855																																																																																						147953	8366	8366	10.4748%	13.8020%	13.0216%	139587	1071964	1332592	-4945	0			5.8020%			0				70875	1332962								0	0	0		0		69082	13.0216%	1	0	135012	0	370	0	-4945	0	0	0		0	139587	0	0	139587	0	0	0	0	0	0	0	0	0	8366	0	370	0			
126012																																																																																				508087	0				10.2107%			52859		517681	-18709	-3605						0	0	0	0	50859	514076	0	0.0000%	38398	0	166	38564	7.5900%	0	0	0	0	1		2000		1	0	34150	0	0	0	-15104	0	-3605	0		0	52859	0	0	52859	0	0	0	0	0	0						0	0	5441		
126049																																																																																				122834	0				16.3130%			19789		121308	-3848	0						0	0	0	0	19039	121308	0	0.0000%	7380	0	0	7380	6.0081%	0	0	0	0	1		750		1	0	15941	0	0	0	-3848	0	0	0		0	19789	0	0	19789	0	0	0	0	0	0						0	0	0		
126375																																																																																				221315	0				11.9271%			26581		222862	-504	0						0	0	0	0	26581	222862	0	0.0000%	0	0	0	0	0.0000%	0	0	0	0	1		0		1	0	26077	0	0	0	-504	0	0	0		0	26581	0	0	26581	0	0	0	0	0	0						0	0	0		
126553																																																																																				565300	0				8.8879%			49698		559164	-1484	0						0	0	0	0	17049	559164	0	0.0000%	73347	0	265	73612	13.0218%	0	0	0	0	1		32649		1	0	48214	0	0	0	-1484	0	0	0		0	49698	0	0	49698	0	0	0	0	0	0						0	0	0		
126834																																																																																				812034	0				16.4908%			138646		840747	-32288	0						0	0	0	0	118646	840747	0	0.0000%	63102	0	1374	64476	7.9401%	0	0	0	0	1		20000		1	0	106358	0	0	0	-32288	0	0	0		0	138646	0	0	138646	0	0	0	0	0	0						0	0	0		
127055																																																																																						12465	750	750	9.6941%	14.5657%	13.6893%	11715	85578	120847	-52	0			6.5657%			0				2573	123763								0	0	0		0		12058	13.6893%	1	0	14579	2916	0	0	-52	0	0	0		0	11715	0	0	11715	0	0	0	0	0	0	0	0	0	750	0	2916	0			
127224																																																																																						32322	1089	1089	8.2905%	16.8637%	16.2955%	31233	191666	376734	-11290	0			8.8637%			0				28757	376959								0	0	0		0		2701	16.2955%	1	0	20168	225	0	0	-11290	0	0	0		0	31233	0	0	31233	0	0	0	0	0	0	0	0	0	1089	0	225	0			
128258																																																																																				77757	0				9.7113%			7527		77508	-71	0						0	0	0	0	2266	77508	0	0.0000%	1098	0	243	1341	1.7246%	0	0	0	0	1		5261		1	0	7456	0	0	0	-71	0	0	0		0	7527	0	0	7527	0	0	0	0	0	0						0	0	3821		
128904																																																																																						3001217	233415	233415	11.1853%	14.4900%	13.3631%	2767802	20712343	24745006	-263502	22700			6.4900%			0				1119019	25789402								0	0	0		0		2670479	13.3631%	1	0	3525996	906927	111779	2990	-279933	-6269	22700	0		0	2767802	0	0	2767802	0	0	0	0	0	0	0	0	0	233415	0	1021696	0			
129349																																																																																						39022	1307	1307	13.6398%	25.0594%	24.2201%	37715	155718	276506	-6856	0			17.0594%			0				35075	276506								0	0	0		0		2640	24.2201%	1	0	30859	0	0	0	-6856	0	0	0		0	37715	0	0	37715	0	0	0	0	0	0	0	0	0	1307	0	0	0			
129358																																																																																						26322	2240	2240	8.6561%	13.5957%	12.4387%	24082	193605	278208	0	0			5.5957%			1				14176	278208								0	0	0		0		9906	12.4387%	1	0	24082	0	0	0	0	0	0	0		0	24082	0	0	24082	0	0	0	0	0	0	0	0	0	2240	0	0	0			
129732																																																																																						1279816	105745	105745	12.2169%	14.3505%	13.1648%	1174071	8918239	9610235	-79703	0			6.3505%			0				563856	9838874								0	0	0		0		838854	13.1648%	1	0	1323007	180973	22090	25576	-93655	13952	0	0		0	1174071	0	0	1174071	0	0	0	0	0	0	0	0	0	105745	0	228639	0			
129853																																																																																				252918	0				11.5177%			29406		255312	-2988	0						0	0	0	0	26456	255312	0	0.0000%	0	0	2025	2025	0.8007%	0	0	0	0	1		2950		1	0	26418	0	0	0	-2988	0	0	0		0	29406	0	0	29406	0	0	0	0	0	0						0	0	2025		
129910																																																																																				606831	0				9.5615%			57703		603492	-3285	0						0	0	0	0	46846	603874	0	0.0000%	55062	0	243	55305	9.1137%	0	0	0	0	1		11239		1	0	54800	382	0	0	-3285	0	0	0		0	57703	0	0	57703	0	0	0	0	0	0						382	0	0		
130345																																																																																				613998	0				9.8056%			63275		645293	-25591	0						0	0	0	0	49775	645293	0	0.0000%	80033	0	943	80976	13.1883%	0	0	0	0	1		13500		1	0	37684	0	0	0	-25591	0	0	0		0	63275	0	0	63275	0	0	0	0	0	0						0	0	0		
130541																																																																																						664754	52449	52449	8.5538%	12.7458%	11.7402%	612305	5215464	7158295	-34275	0			4.7458%			1				108585	7321188								0	0	0		0		666613	11.7402%	1	0	740923	155117	5991	1785	-34275	0	0	0		0	612305	0	0	612305	0	0	0	0	0	0	0	0	0	52449	0	162893	0			
131436																																																																																						81808	6417	6417	9.4664%	16.0085%	14.7528%	75391	511030	796403	-335	0			8.0085%			0				57005	796403								0	0	0		0		18386	14.7528%	1	0	75056	0	0	0	-335	0	0	0		0	75391	0	0	75391	0	0	0	0	0	0	0	0	0	6417	0	0	0			
131717																																																																																						8155	550	550	11.6418%	18.5295%	17.2798%	7605	44011	65325	-2600	0			10.5295%			0				4604	65325								0	0	0		0		3001	17.2798%	1	0	5005	0	0	0	-2600	0	0	0		0	7605	0	0	7605	0	0	0	0	0	0	0	0	0	550	0	0	0			
131940																																																																																				151134	0				10.0061%			15332		153227	-846	0						0	0	0	0	14332	153227	0	0.0000%	18130	0	237	18367	12.1528%	0	0	0	0	1		1000		1	0	14486	0	0	0	-846	0	0	0		0	15332	0	0	15332	0	0	0	0	0	0						0	0	0		
132107																																																																																						199998	14965	14965	10.6155%	13.9347%	12.8920%	185033	1435256	1743038	-12619	0			5.9347%			0				138780	1750235								0	0	0		0		53450	12.8920%	1	0	179611	7197	0	0	-13392	0	773	0		0	185033	0	0	185033	0	0	0	0	0	0	0	0	0	14965	0	7197	0			
132451																																																																																				181290	0				11.2659%			20914		185640	-2386	0						0	0	0	0	19514	185640	0	0.0000%	13828	0	328	14156	7.8085%	0	0	0	0	1		1400		1	0	18528	0	0	0	-2386	0	0	0		0	20914	0	0	20914	0	0	0	0	0	0						0	0	2537		
