"IDRSSD"	RCFA2170	RCFA3128	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAJJ30	RCFAJJ31	RCFAJJ32	RCFAKW00	RCFAKW03	RCFAKX77	RCFAKX78	RCFAKX79	RCFAKX80	RCFAKX81	RCFAKX82	RCFAKX83	RCFALB58	RCFALB59	RCFALB60	RCFALB61	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP852	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ258	RCFAS540	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP851	RCFWP852	RCFWP853	RCFWP854	RCFWP855	RCFWP856	RCFWP857	RCFWP858	RCFWP859	RCFWP870	RCOA2170	RCOA3128	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAJJ30	RCOAJJ31	RCOAJJ32	RCOAKW00	RCOAKW03	RCOAKX77	RCOAKX78	RCOAKX79	RCOAKX80	RCOAKX81	RCOAKX82	RCOAKX83	RCOALB58	RCOALB59	RCOALB60	RCOALB61	RCOALE74	RCOANC99	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP852	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ258	RCOAS540	RCOWH312	
1669																																																																																				443567	0				12.5605%			56989		453716	-2793	0						0	0	0	0	55389	453716	0	0.0000%	23301	0	173	23474	5.2921%	0	0	0	0	1		1600		1	0	54196	0	0	0	-2793	0	0	0		0	56989	0	0	56989	0	0	0	0	0	0						0	0	0		
1856																																																																																				46277	0				14.1568%			6668		47101	-76	0						0	0	0	0	534	47199	0	0.0000%	2203	0	0	2203	4.7605%	0	0	0	0	1		6232		1	0	6690	98	0	0	-76	0	0	0		0	6668	0	0	6668	0	0	0	0	0	0						98	0	0		
2161																																																																																				368785	0				10.6123%			39921		376177	-9008	0						0	0	0	0	18397	376177	0	0.0000%	16403	0	273	16676	4.5219%	0	0	0	0	1		21524		1	0	30913	0	0	0	-8818	-190	0	0		0	39921	0	0	39921	0	0	0	0	0	0						0	0	0		
2732																																																																																				727134	0				16.5384%			120220		726916	-10	0						0	0	0	0	115543	728028	0	0.0000%	67941	0	2017	69958	9.6211%	0	0	0	0	1		5789		1	0	121322	0	1112	0	-10	0	0	0		0	120220	0	0	120220	0	0	0	0	0	0						1112	0	4339		
2750																																																																																						9591	540	540	12.8893%	17.3001%	16.3261%	9051	55439	70221	-752	0			9.3001%			0				940	70221								0	0	0		0		8111	16.3261%	1	0	8299	0	0	0	-752	0	0	0		0	9051	0	0	9051	0	0	0	0	0	0	0	0	0	540	0	0	0			
3252																																																																																						50327	1778	1778	13.2452%	35.8266%	34.5608%	48549	140474	366540	-565	0			27.8266%			0				48049	366540								0	0	0		0		500	34.5608%	1	0	47984	0	0	0	-565	0	0	0		0	48549	0	0	48549	0	0	0	0	0	0	0	0	0	1778	0	0	0			
3458																																																																																						6803	657	657	7.7817%	11.6834%	10.5551%	6146	58228	78980	-1185	0			3.6834%			0				4945	78980								0	0	0		0		1201	10.5551%	1	0	4961	0	0	0	-1185	0	0	0		0	6146	0	0	6146	0	0	0	0	0	0	0	0	0	657	0	0	0			
3720																																																																																				424537	0				12.6409%			53175		420660	-4384	0						0	0	0	0	37713	420660	0	0.0000%	19458	0	143	19601	4.6170%	0	0	0	0	1		15462		1	0	48791	0	0	0	-4384	0	0	0		0	53175	0	0	53175	0	0	0	0	0	0						0	0	0		
3971																																																																																						145948	10629	10629	12.8071%	17.1942%	15.9420%	135319	848820	1056596	-8402	0			9.1942%			0				23788	1064052								0	0	0		0		118987	15.9420%	1	0	134373	5263	1458	735	-8402	0	0	0		0	135319	0	0	135319	0	0	0	0	0	0	0	0	0	10629	0	7456	0			
4231																																																																																				159787	0				15.4649%			24901		161016	-2645	0						0	0	0	0	12304	161019	0	0.0000%	9198	0	0	9198	5.7564%	0	0	0	0	1		12600		1	0	22259	0	0	3	-2645	0	0	0		0	24901	0	0	24901	0	0	0	0	0	0						3	0	1576		
5069																																																																																						249185	6196	6196	46.0044%	50.9226%	49.6564%	242989	489341	528186	394	0			42.9226%			0				234360	528186								0	0	0		0		8629	49.6564%	1	0	243383	0	0	0	394	0	0	0		0	242989	0	0	242989	0	0	0	0	0	0	0	0	0	6196	0	0	0			
5135																																																																																				667990	0				18.4799%			122530		663046	-123	0						0	0	0	0	98530	664088	0	0.0000%	73261	0	2320	75581	11.3147%	0	0	0	0	1		25042		1	0	123449	1042	0	0	-123	0	0	0		0	122530	0	0	122530	0	0	0	0	0	0						1042	0	0		
5210																																																																																						373400	23295	23295	10.8603%	15.1332%	14.1891%	350105	2467428	3223718	-28578	-3508			7.1332%			1				223075	3289815								0	0	0		0		196635	14.1891%	1	0	391132	56065	13540	0	-24944	-126	-3508	0		0	350105	0	0	350105	0	0	0	0	0	0	0	0	0	23295	0	69605	0			
5461																																																																																						94857	6848	6848	11.1273%	17.3204%	16.0700%	88009	547661	790928	-15552	0			9.3204%			0				81739	790958								0	0	0		0		6300	16.0700%	1	0	72487	0	30	0	-1027	0	0	-14525		0	88009	0	0	88009	0	0	0	0	0	0	0	0	0	6848	0	30	0			
5751																																																																																				325272	0				12.7015%			42259		332709	-5602	0						0	0	0	0	33805	333607	0	0.0000%	28156	0	105	28261	8.6884%	0	0	0	0	1		9352		1	0	37555	898	0	0	-5602	0	0	0		0	42259	0	0	42259	0	0	0	0	0	0						898	0	99		
6039																																																																																				573267	0				9.4391%			54661		579092	121	0						0	0	0	0	23624	579092	0	0.0000%	40426	0	822	41248	7.1953%	0	0	0	0	1		31037		1	0	54782	0	0	0	121	0	0	0		0	54661	0	0	54661	0	0	0	0	0	0						0	0	14544		
6329																																																																																						218930	21978	21978	9.0847%	12.5174%	11.2608%	196952	1749000	2167951	-11966	0			4.5174%			0				156467	2172466								0	0	0		0		45000	11.2608%	1	0	189501	0	0	4515	-11966	0	0	0		0	196952	0	0	196952	0	0	0	0	0	0	0	0	0	21978	0	4515	0			
7009																																																																																						128102	0	0	7.4988%	48.3641%	48.3641%	128102	264870	1708304	-350	0			40.3641%			0				127050	1708304								0	0	0		0		1052	48.3641%	1	0	127752	0	0	0	-350	0	0	0		0	128102	0	0	128102	0	0	0	0	0	0	0	0	0	0	0	0	0			
7045																																																																																						31800	1249	1249	9.0998%	20.8372%	20.0187%	30551	152612	335732	-8382	0			12.8372%			0				28126	335732								0	0	0		0		2425	20.0187%	1	0	22169	0	0	0	-8382	0	0	0		0	30551	0	0	30551	0	0	0	0	0	0	0	0	0	1249	0	0	0			
7072																																																																																						44767	3567	3567	8.8329%	14.2549%	13.1191%	41200	314046	466438	-2407	0			6.2549%			0				43127	472425								0	0	0		0		4060	13.1191%	1	0	44780	5478	509	0	-2516	0	109	0		0	41200	0	0	41200	0	0	0	0	0	0	0	0	0	3567	0	5987	0			
7456																																																																																						14744	1263	1263	9.7185%	12.6936%	11.6062%	13481	116153	138715	-998	0			4.6936%			0				6481	138715								0	0	0		0		7000	11.6062%	1	0	12483	0	0	0	-998	0	0	0		0	13481	0	0	13481	0	0	0	0	0	0	0	0	0	1263	0	0	0			
7634																																																																																				90633	0				13.5259%			12288		90848	-1101	0						0	0	0	0	4028	90848	0	0.0000%	1378	0	0	1378	1.5204%	0	0	0	0	1		8260		1	0	11187	0	0	0	-1101	0	0	0		0	12288	0	0	12288	0	0	0	0	0	0						0	0	1021		
8462																																																																																				198091	0				17.1684%			33028		192377	-3966	0						0	0	0	0	32328	192377	0	0.0000%	1072	0	194	1266	0.6391%	0	0	0	0	1		700		1	0	29062	0	0	0	-3966	0	0	0		0	33028	0	0	33028	0	0	0	0	0	0						0	0	7688		
8631																																																																																				77714	0				9.7528%			7598		77906	-523	0						0	0	0	0	6298	77906	0	0.0000%	4310	0	140	4450	5.7261%	0	0	0	0	1		1300		1	0	7075	0	0	0	-523	0	0	0		0	7598	0	0	7598	0	0	0	0	0	0						0	0	0		
9357																																																																																				553536	0				16.8225%			83098		493968	185	0						0	0	0	0	56526	524056	0	0.0000%	21768	0	2045	23813	4.3020%	0	0	0	0	1		56660		1	0	113371	28667	1421	0	185	0	0	0		0	83098	0	0	83098	0	0	0	0	0	0						30088	0	318602		
9553																																																																																						28773	1451	1451	11.6945%	15.8582%	15.0585%	27322	181439	233632	-3762	0			7.8582%			0				25222	233632								0	0	0		0		2100	15.0585%	1	0	23560	0	0	0	-3762	0	0	0		0	27322	0	0	27322	0	0	0	0	0	0	0	0	0	1451	0	0	0			
9807																																																																																						372475	29613	29613	12.0641%	15.7365%	14.4854%	342862	2366953	2842008	-1613	0			7.7365%			0				210590	2842008								0	0	0		0		132272	14.4854%	1	0	341249	0	0	0	-1613	0	0	0		0	342862	0	0	342862	0	0	0	0	0	0	0	0	0	29613	0	0	0			
9955																																																																																				218161	0				13.8190%			32867		237840	-1372	0						0	0	0	0	29734	237840	0	0.0000%	5096	0	8	5104	2.3396%	0	0	0	0	1		3133		1	0	31495	0	0	0	-1372	0	0	0		0	32867	0	0	32867	0	0	0	0	0	0						0	0	13655		
10250																																																																																						68915	4988	4988	8.8411%	15.2569%	14.1527%	63927	451696	723067	-17779	0			7.2569%			0				23927	723067								0	0	0		0		40000	14.1527%	1	0	46148	0	0	0	-10833	0	0	-6946		0	63927	0	0	63927	0	0	0	0	0	0	0	0	0	4988	0	0	0			
10849																																																																																				319070	0				10.9904%			34883		317394	-3151	0						0	0	0	0	20186	318088	0	0.0000%	23929	0	0	23929	7.4996%	0	0	0	0	1		15391		1	0	32426	694	0	0	-3151	0	0	0		0	34883	0	0	34883	0	0	0	0	0	0						694	0	0		
11145																																																																																						58876	3450	3450	12.0581%	19.8645%	18.7005%	55426	296388	459657	-8904	0			11.8645%			0				30450	460681								0	0	0		0		26000	18.7005%	1	0	47546	450	574	0	-8904	0	0	0		0	55426	0	0	55426	0	0	0	0	0	0	0	0	0	3450	0	1024	0			
11640																																																																																				381942	0				13.3454%			50243		376482	-8848	0						0	0	0	0	5648	376482	0	0.0000%	45114	0	202	45316	11.8646%	0	0	0	0	1		44595		1	0	41395	0	0	0	-8848	0	0	0		0	50243	0	0	50243	0	0	0	0	0	0						0	0	0		
11837																																																																																						18819	1345	1345	10.2182%	17.4934%	16.2431%	17474	107578	171008	-3610	0			9.4934%			0				5474	171008								0	0	0		0		12000	16.2431%	1	0	13864	0	0	0	-3610	0	0	0		0	17474	0	0	17474	0	0	0	0	0	0	0	0	0	1345	0	0	0			
12030																																																																																						117813	6178	6178	15.7871%	24.2098%	22.9403%	111635	486633	707128	371	0			16.2098%			0				111035	707128								0	0	0		0		600	22.9403%	1	0	112006	0	0	0	371	0	0	0		0	111635	0	0	111635	0	0	0	0	0	0	0	0	0	6178	0	0	0			
12142																																																																																				330695	0				11.4620%			37194		324497	-13533	0						0	0	0	0	11694	324497	0	0.0000%	2044	0	260	2304	0.6967%	0	0	0	0	1		25500		1	0	23661	0	0	0	-8070	0	-353	-5110		0	37194	0	0	37194	0	0	0	0	0	0						0	0	23646		
12311			21160999	1877041	2414151	9.1154%	14.1472%	12.5332%	18746848	149577639	205660752	-2051241	0			6.1472%						4524017	211058702								0	0	0		18425865	11.7300%	0	20898641	5193831	57886	146233	-1814433	15501	-200560	-45344		0	17545527	0	0	17545527	780000	0	421321	1201321	0	1201321	537110	0	0	2414151	0	5397950	0																																						0																	0				1																															
12647																																																																																				220933	0				11.5790%			25587		220977	0	0						0	0	0	0	7635	220992	0	0.0000%	23590	0	1109	24699	11.1794%	0	0	0	0	1		17967		1	0	25602	0	15	0	0	0	0	0		0	25587	0	0	25587	0	0	0	0	0	0						15	0	0		
12946																																																																																						324645	31762	31762	9.6134%	12.8105%	11.5572%	292883	2534209	3046609	-62134	0			4.8105%			0				230782	3079692								0	0	0		0		95184	11.5572%	1	0	263832	25195	7888	0	-62134	0	0	0		0	292883	0	0	292883	0	0	0	0	0	0	0	0	0	31762	0	33083	0			
13103																																																																																						474590	29056	29056	14.1491%	19.4015%	18.2136%	445534	2446157	3148852	-10240	-6160			11.4015%			0				428313	3159990								0	0	0		0		34519	18.2136%	1	0	452592	14250	3048	0	-16400	0	6160	0		0	445534	0	0	445534	0	0	0	0	0	0	0	0	0	29056	0	17298	0			
13251																																																																																						9864	771	771	12.7070%	15.8907%	14.6486%	9093	62074	71559	-132	0			7.8907%			0				5093	71559								0	0	0		0		4000	14.6486%	1	0	8961	0	0	0	-132	0	0	0		0	9093	0	0	9093	0	0	0	0	0	0	0	0	0	771	0	0	0			
13457																																																																																				124997	0				11.9562%			13802		115438	8	0						0	0	0	0	-209	115977	0	0.0000%	11135	0	0	11135	8.9082%	0	0	0	0	1		14550		1	0	14349	0	539	0	8	0	0	0		0	13802	0	0	13802	0	0	0	0	0	0						539	0	5241		
14155																																																																																				438302	0				10.9382%			47088		430491	56	0						0	0	0	0	46752	430491	0	0.0000%	3585	0	824	4409	1.0059%	0	0	0	0	1		336		1	0	47144	0	0	0	56	0	0	0		0	47088	0	0	47088	0	0	0	0	0	0						0	0	21319		
14650																																																																																				135438	0				10.5104%			13625		129634	0	0						0	0	0	0	9441	129634	0	0.0000%	29500	0	4080	33580	24.7936%	0	0	0	0	1		4184		1	0	13625	0	0	0	0	0	0	0		0	13625	0	0	13625	0	0	0	0	0	0						0	0	885		
14753																																																																																				66128	0				11.0790%			7023		63390	-368	0						0	0	0	0	5446	63390	0	0.0000%	6161	0	0	6161	9.3168%	0	0	0	0	1		1577		1	0	6655	0	0	0	-368	0	0	0		0	7023	0	0	7023	0	0	0	0	0	0						0	0	0		
14865																																																																																				910202	0				11.1420%			99713		894932	-1034	0						0	500	0	0	90201	895682	0	0.0000%	28588	0	2807	31395	3.4492%	0	0	0	0	1		10262		1	0	99429	0	525	225	-1034	0	0	0		0	99713	0	0	99713	0	0	0	0	0	0						750	0	186195		
14977																																																																																				66308	0				17.6143%			11614		65935	12	0						0	0	0	0	11620	65953	0	0.0000%	15	0	0	15	0.0226%	0	0	0	0	1		0		1	0	11632	0	18	0	0	0	0	0		0	11614	0	0	11614	0	0	0	0	0	0						18	0	0		
16551																																																																																				470436	0				10.5510%			48902		463482	-2791	0						0	0	0	0	31335	465915	0	0.0000%	36814	0	43	36857	7.8346%	0	0	0	0	1		20000		1	0	48544	2433	0	0	-2791	0	0	0		0	48902	0	0	48902	0	0	0	0	0	0						2433	0	0		
17110																																																																																				183770	0				20.8236%			37962		182303	0	0						0	0	0	0	30676	182303	0	0.0000%	0	0	2346	2346	1.2766%	0	0	0	0	1		7286		0	0	37962	0	0	0					0	0	37962	0	0	37962	0	0	0	0	0	0						0	0	137661		
17147																																																																																						2035936	201037	201037	10.1420%	12.6674%	11.4166%	1834899	16072217	18092119	-153987	0			4.6674%			0				859768	18813918								0	0	0		0		1696930	11.4166%	1	0	2402711	709566	11851	382	-155591	0	1604	0		0	1834899	0	0	1834899	0	0	0	0	0	0	0	0	0	201037	0	721799	0			
17259																																																																																						5841	635	635	7.2153%	11.5879%	10.3281%	5206	50406	72152	-830	0			3.5879%			0				3668	72152								0	0	0		0		1538	10.3281%	1	0	4376	0	0	0	-830	0	0	0		0	5206	0	0	5206	0	0	0	0	0	0	0	0	0	635	0	0	0			
