"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
192558			71	2952	59	6687	60	19178	151	3080	25	2213	27	9056			36	1239	65	8039	38	10783	96	2269	34	3476	25	5740	false	false	
192651																															
192857																															
193162																															
193537																															
193649																															
193809			7	149	31	3546	126	51778	97	15083	50	3606	60	10498															false	false	
194440																															
194570																															
194936																															
195111																															
195157																															
195456																															
196752			3	161	12	1763	25	15012	12	243	11	1114	4	835			0	0	0	0	1	166	5	105	1	102	0	0	false	false	
196800			22	1650	35	4759	132	53200	71	1559	14	1500	9	2237															false	false	
197142																															
197254			16	812	11	1276	9	2659	74	1740	12	1033	4	2431			5	278	16	1599	10	2710	125	3653	24	2385	7	2003	false	false	
197302																															
197478			15	225	79	9328	1253	640330	6758	14306	176	18107	380	120459			0	0	0	0	0	0	0	0	1	123	8	2742			
197759																															
198073																															
198149																															
198251																															
198961																															
199137																															
199351																															
199436																															
199463																															
200435			61	2648	202	25367	406	176146	125	2489	30	1834	17	2028			32	862	37	3816	28	4613	12	269	2	150	7	304	false	false	
201254																															
201834			11	586	80	11917	317	151351	109	2783	30	3639	47	16704															false	false	
202514																															
202541																															
202907			271	11021	586	61062	863	282882	3465	74218	723	63170	709	150315			62	2332	137	14457	67	16300	573	13798	95	8772	29	6292	false	false	
203043			11	665	19	2727	38	15819	72	1465	27	1595	14	4906			29	1479	45	6151	56	17569	86	2233	22	1966	21	5462	false	false	
203052	17	37															10	426	17	2332	4	1089	6	155	1	100	0	0	false	true	
203575																															
204004			227	13822	629	77714	2250	977465	718	31196	402	50184	722	273881			0	0	1	69	0	0	0	0	0	0	0	0	false	false	
204237																															
204826																															
205243																															
205346																															
205458																															
205542																															
206156																															
206174																															
206473																															
206772																															
206950																															
207041																															
207050			19	2090	33	4377	105	45296	173	7857	115	11510	54	16075			0	0	0	0	6	2236	0	0	0	0	0	0	false	false	
207452																															
207470																															
207555																															
207845																															
207872																															
208057			25	1234	51	6660	84	32781	369	10045	117	13473	90	27376			13	564	21	2520	25	6998	47	1566	13	1292	18	4764	false	false	
208244			594	26147	1594	201414	3315	1363930	6638	152563	2559	203742	3664	886745			381	15680	796	91071	794	189499	2260	44334	870	80057	564	105914			
208347																															
208440																															
208459																															
208570																															
208655																															
208972																															
209148			54	1969	67	7932	125	47847	187	5735	87	9099	92	32496			42	1785	59	7264	48	13984	65	2181	34	3494	15	3984	false	false	
209362																															
209559																															
209858																															
210238																															
210256																															
210434			1	7	4	239	76	41370	113	5544	206	28261	256	100541			0	0	0	0	1	237	0	0	0	0	0	0			
211114			21	1061	8	1544	16	8368	12	434	7	1290	6	2212			0	0	0	0	1	275	0	0	0	0	0	0	false	false	
211271			1	23	7	723	13	5438	0	0	0	0	0	0			1	8	1	70	2	187	0	0	0	0	0	0	false	false	
211338																															
211851																															
212018			20	870	46	5370	79	30796	390	9358	226	21635	102	24977			52	1452	43	5386	40	12028	80	1408	9	957	2	273	false	false	
212344																															
212522			312	12429	390	47205	301	108018	1694	34084	311	28160	176	47142			44	1712	62	8108	18	4940	180	2730	13	1205	3	533	false	false	
212577			71	3285	137	16324	557	219359	960	29679	1262	101437	978	247622			2	36	1	179	0	0	0	0	0	0	0	0	false	false	
213471																															
213538																															
213912			27	1501	49	5867	70	24340	184	5624	146	14325	62	13149			7	363	28	4305	24	6103	21	348	8	546	1	390	false	false	
213958			1	95	9	1187	14	5724	57	1471	8	1147	2	300			4	237	15	1671	23	6445	53	1121	8	874	5	860	false	false	
214106			70	3482	178	19480	323	123348	362	10104	90	8171	49	14964															false	false	
214414			116	5380	211	26607	340	153221	609	17555	278	27091	258	73523			187	6071	491	32693	392	57678	736	22001	276	27736	202	52787	false	false	
214722			19	917	80	9622	194	81079	317	7854	154	14657	178	44893			0	0	1	144	1	257	2	40	1	84	1	0	false	false	
214807			0	0	0	0	0	0	0	0	0	0	0	0															false	false	
215345																															
215653																															
215662			4	96	30	3039	113	41540	332	3191	104	4994	115	21107			0	0	4	373	2	568	10	17	0	0	0	0	false	false	
215710																															
216164																															
216922			341	14400	956	112576	2040	765251	4340	146210	1164	97407	770	138737			48	1561	47	3977	37	8537	57	1293	22	1233	20	3291	false	false	
217059			21	836	52	7409	54	21410	166	4228	62	5922	43	13944			47	2265	74	9888	53	15342	219	5656	44	4938	27	6398	false	false	
218131																															
218261																															
218878			16	593	21	2945	27	12555	42	1271	7	719	17	4189			3	149	5	820	1	383	3	46	0	0	0	0	false	false	
219044																															
219651																															
219679																															
220059																															
220527			45	2115	212	26524	407	150030	826	9008	93	7607	122	23504			1	69	6	1000	9	2448	9	219	2	306	0	0	false	false	
220844																															
220974																															
221775																															
222156																															
222558																															
222754																															
223322			109	4993	284	35532	421	166435	858	20261	273	24024	202	41106			303	14502	513	67140	420	115085	826	21412	295	28376	146	27683	false	false	
223452																															
223751																															
223845																															
