"IDRSSD"	RCONC970	RCONC971	RCONC972	RCONC973	RCONC974	RCONC975	RCONC978	RCONF164	RCONF165	RCONG401	RCONG402	RCONG403	RCONG404	RCONG405	RCONG406	RCONG407	RCONG408	RCONG409	RCONG410	RCONG411	RCONG412	RCONG413	RCONG414	RCONG415	RCONG416	RCONG417	RCONG418	RCONG422	RCONG423	RCONG427	RCONG428	RCONG432	RCONG433	RCONG437	RCONG453	RCONG457	RCONG458	RCONG462	RCONHT72	RCONJ455	RCONJ456	RCONJ457	RCONJ459	RCONPV10	RCONPV11	RCONPV12	RCONPV13	RCONPV14	RCONPV15	RCONPV16	TEXT3555	TEXT3556	TEXT3557	TEXT5592	TEXT5593	TEXT5594	TEXT5595	
21359								403	42																																	893	0	0	2507													
21658	0	0	0	0	0	0	0	1541	9823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3914	4968	0	0													
22048								2511	14108																																	12379	3290	0	0													
22543								11925	11370																																	11801	1932	0	0													
22552								0	321																																	8676	10630	0	0													
22730								526	5442																																	4024	2827	0	0													
23456								9140	3577																																	3908	3717	0	0													
23504	0	0	0	0	140401	0	1264657	0	194644	0	0	140401	0	0	0	0	0	13791	116747	9863	0	0	0	0	0	0	56566	0	57260	0	0	0	0	0	0	0	57260	0				722014	76422	0	423789	135812	165348	122629	0	0								
23643								2473	4355																																	7048	1739	0	0													
23755								3515	3373																																	7341	558	0	0													
24378								227	642																																	16	27	0	0													
24659								0	748																																	369	3079	0	0													
24949								1005	35872																																	7156	5993	0	0													
25357								8539	8772																																	1147	31165	0	0													
25647	0	0	0	0	0	0	0	337	6212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																8913	0	0	1265													
26765								62142	290241																																	398497	37081	0	4690													
27070								732	41581																																	22848	17028	0	0													
27614								4525	2880																																	6891	9835	0	0													
27847								7313	27247																																	5617	1183	0	0													
28013	0	0	0	0	0	0	0	1417	95911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																112864	237	0	0													
28152	0	0	0	0	0	0	0	1552	966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																15048	8930	0	0													
28675	0	0	0	0	0	0	0	3302	2353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																5934	8515	0	0													
28732								11159	1548																																	4956	2596	0	0													
29476								23	11955																																	2841	0	0	0													
29636								23607	65861																																	15942	3114	0	0													
29878								948	40967																																	0	6119	0	0													
30052								1623	1308																																	735	0	0	0													
31134	0	0	0	0	0	0	0	1204	1051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3668	6039	0	0													
31255	0	0	0	0	0	0	176224	21305	44140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																29611	4143	0	4429													
31657								858	359																																	1517	2052	0	0													
31826	0	0	0	0	0	0	0	3010	754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																25	47592	0	0													
31835								0	2041																																	726	11124	0	0													
32234								236	21																																	14508	6037	0	0													
32766								6255	0																																	10924	2664	0	0													
32971								6278	11755																																	5082	1966	0	0													
33147								3845	27809																																	18306	21978	0	0													
33259								15465	66776																																	43581	26587	0	0													
33370	0	0	0	0	0	0	0	494	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	595	0	0													
33839								0	0																																	815	1988	0	0													
33857	0	0	0	0	0	0	0	27290	35082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																59413	101223	0	0													
34537	0	0	0	0	10252	39102	0	732354	152130	0	0	10252	0	39102	0	0	0	0	0	10252	0	0	0	9432	14962	14708	12465	13989	0	0	0	0	0	0	0	0	0	0				685534	825918	0	32176	212	9445	0	700	21819								
34555	0	0	0	0	0	0	0	3508	22290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																4259	9733	0	0													
34742								68226	4699																																	14294	13111	0	0													
35057	0	0	0	0	0	0	4100	2459	1980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2426	12595	0	0													
35301																																																										
35646								475	0																																	7965	51	0	0													
35879								14314	93																																	0	4642	0	0													
36933								20543	7973																																	2325	6627	0	0													
37051								350	2270																																	2078	4936	0	0													
37341								0	0																																	1187	1207	0	0													
37435								43012	61481																																	11407	11172	0	0													
37640	0	0	0	0	0	0	0	56969	377120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																426102	307235	0	0													
37659								65	140																																	2210	307	0	0													
37949								0	0																																	0	14685	0	0													
38740								3588	11984																																	5641	1911	0	0													
39327								29873	40779																																	26378	26916	0	0													
40033								19	1000																																	0	30	0	0													
40499	0	0	0	0	105810	115989	189650	8350	175387	0	0	105810	115989	0	0	77594	28216	0	0	0	4778	104185	7026	0	0	0																156081	68026	0	0													
40855								193	1189																																	1108	3285	0	0													
41553								932	1596																																	857	1469	0	0													
41629								600	10656																																	4931	1495	0	25000													
41825	0	0	0	0	0	0	0	22154	27659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																133379	5829	0	0													
42037								210	0																																	1193	874	0	0													
42354								744	9809																																	7466	2883	0	0													
42372								16054	1447																																	2077	6076	0	0													
42420	0	0	0	0	155481	157210	8220	52756	488121	0	0	155481	0	157210	0	0	0	0	142910	12571	0	0	0	29615	114259	13336	10078	20033	0	0	0	0	0	0	0	1174633	0	1174633				785137	133855	0	0	0	0	0	0	0								
42448								51224	72241																																	45421	90698	0	0									POTENTIAL RECOURSE ON SOLD LOANS				
42457								0	1378																																	471	7984	0	0													
43052								681	0																																	21031	1490	0	0													
43351								6166	8900																																	14027	9851	0	0								0					
43856								346	0																																	1735	265	0	0													
43959								7436	1918																																	4291	1855	0	0													
44040								1602	1039																																	5144	19230	0	0													
44433	0	0	0	0	0	0	0	19393	26686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																15348	0	0	0													
44741								19260	28314																																	4242	3593	0	0													
44750								10122	4031																																	1729	18	0	0													
44929	0	0	0	0	0	0	0	0	2101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2906	2986	0	0													
45056								118	101																																	3952	7942	0	0													
45458								996	7952																																	12015	19831	0	0													
45551								0	51362																																	0	253268	0	0													
45560	0	0	0	0	0	0	0	46254	110277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																193194	52847	0	0													
45775								1564	0																																	1235	8374	0	0													
46053								1203	7266																																	9420	8038	0	0													
46941								1124	8052																																	1809	12056	0	0													
47247	0	0	0	0	0	0	0	96994	6423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																35771	6037	0	0													
47500								4645	22112																																	5322	7289	0	0													
48374								3675	134177																																	27571	22530	0	0													
48440								3467	442																																	7824	6215	0	0									FHLB Pool (8026)	FHLB New (14578)	FHLB (17742)	FHLB (18555)	
49054								1543	6610																																	2181	2999	0	0													
49148								239	0																																	1168	6016	0	0													
49241								8327	105706																																	95035	25669	0	0													
49652								394	874																																	8254	9576	0	0													
49858								25931	4594																																	2152	0	0	0													
49951								732	5224																																	17697	4225	0	0						Federal Home Loan Bank							
50144								439	0																																	1580	1359	0	0													
50461	0	0	0	0	0	0	0	7464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																8598	50	0	0													
51253	0	0	0	0	0	0	0	2056	8308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3459	1790	0	0													
51356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	783	0	0													
51459								570	622																																	8410	28834	0	0													
51842	0	0	0	0	0	0	0	1414	52440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																39945	28484	0	0													
52719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	0	0													
52951								697	3202																																	3245	5815	0	0						FHKB Letter of Credit							
53051								0	92																																	2592	1005	0	0													
54058	0	0	0	0	0	0	0	10700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	51839	0	0													
54973	0	0	0	0	0	0	0	18682	231343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																339367	147469	0	193													
55336								2581	22002																																	14018	2764	0	0													
55635								1766	18																																	678	1759	0	0													
55970								13530	17835																																	2073	1512	0	0													
56258								987	6294																																	16685	8796	0	0													
56351	0	0	0	0	0	0	0	51697	101554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																173280	95604	0	7000													
56548								1191	35712																																	1134	5847	0	0													
56717								5518	27313																																	20326	16606	0	0													
57451								7285	17202																																	33078	3154	0	0													
58225								2064	5498																																	12913	1584	0	0													
58243	1078	0	0	0	44701	19322	0	80467	335873	0	0	45779	0	19322	1078	0	0	12499	19069	13133	0	0	0	0	19322	0																680501	348916	0	20204													
58355								1294	0																																	4502	1447	0	0													
58551								0	0																																	4991	15329	0	0													
58636								16250	14078																																	7596	9401	0	0													
58757								4620	3895																																	33999	25726	0	0													
58971	0	0	0	0	0	0	0	144565	366375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	5	0	0	0	0	0	0	0	0	0	0				1368808	394892	142	0	0	0	0	0	0								
59316								16475	68430																																	78680	17642	0	0													
59352								1045	8697																																	5739	10730	0	0													
59370								6104	2037																																	7413	4106	0	0													
59754								3568	138																																	2685	0	0	81													
60143																																																										
60330	0	0	0	0	0	0	0	12204	6478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																34179	26411	0	0													
60545								1832	64																																	8772	20513	0	0													
60554								0	329																																	1696	5967	0	0													
60648								2483	6563																																	10941	5766	0	0													
61122	0	0	0	0	0	0	6921	14981	33553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																122997	4284	0	0													
61355								6987	41113																																	80639	27635	0	0													
61757	0	0	0	0	0	0	0	3529	13852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																19161	2267	0	0													
61832								2002	6216																																	10936	5228	0	0													
61953								3706	768																																	2393	3271	0	0													
62044								17862	3817																																	24166	9545	0	0													
62110								0	0																																	0	0	0	0													
62147								1647	4110																																	591	2279	0	0													
63050								10063	10660																																	3307	2748	0	0													
63069																																																										
63201								379	2409																																	4581	2118	0	0													
63573								69564	31759																																	8332	353	0	0													
63733	0	0	0	0	0	0	0	41397	33810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																14455	64120	0	0													
64552	0	0	0	0	0	0	26400	8501	21423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2500	293	0	0													
64730								18785	9904																																	53	2427	0	0													
65205								2015	41085																																	12441	2220	0	0													
65559	0	0	0	0	0	0	0	21649	8378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																38096	51079	0	0													
65858								171708	156359																																	119414	143539	0	0						N/A	N/A	N/A	N/A	N/A	N/A	N/A	
66154								4641	11875																																	22657	4907	0	0													
66275								3419	7697																																	28202	30029	0	0													
67142								2322	826																																	458	1923	0	0													
67151								40066	67654																																	35474	2967	0	0													
67209								61050	80239																																	42638	18895	0	0													
67254								0	0																																	0	0	0	0													
67656	0	0	0	0	0	0	0	6134	55887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																15075	29476	0	0													
67870								14550	31166																																	13014	1331	0	0													
68671								1400	0																																	0	0	0	0													
68756	0	0	0	0	0	0	0	23287	19528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																86411	46030	0	0													
68831								3953	5305																																	2966	6651	0	0													
69333	0	0	0	0	0	0	0	23511	77869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																96624	5922	0	9343													
69678								2777	3190																																	51997	22588	0	0													
70218	0	0	0	0	0	0	0	0	1791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																616	34	0	0													
70638								3081	4739																																	2853	20043	0	0													
70955								0	0																																	0	916	0	0													
71073								4578	2025																																	1387	36031	0	0													
71457								0	0																																	34931	79384	0	0													
71859								0	0																																	63	110303	0	0													
72258								937	676																																	15760	0	0	9970													
72351								276	0																																	974	587	0	0													
72454								663	28																																	5514	3908	0	0													
72678								505	13341																																	6413	1348	0	0													
73116								16091	29054																																	18937	514	0	0													
73152								274	1217																																	644	6427	0	0													
73554								625	1562																																	9909	39698	0	0													
73956								0	0																																	816	1378	0	0													
74056								0	89482																																	1824	24473	0	0													
74140	0	0	0	0	0	0	0	15505	47317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																144763	126160	5000	2808													
74403	0	0	0	0	0	0	66000	21753	26273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																79684	18082	0	0													
74449								298	20																																	31	205	0	0													
75259								18946	45374																																	140535	23589	0	0													
75446								657	39																																	9685	16838	0	0													
75455								0	0																																	68	798	0	0													
75633																																																										
75651								0	0																																	396	4907	0	0													
76153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																442	7923	0	0													
76443								9577	798																																	668	1863	0	0													
76854								10481	26087																																	36507	5098	0	0													
77150	0	0	0	0	0	0	0	434	765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																5814	8104	0	0													
77253								5596	4747																																	9974	17027	0	0													
77422								1613	4389																																	0	2111	0	6500													
77851	0	0	0	0	0	0	0	18058	126463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																374926	197753	0	6475													
78157								145	1500																																	252	1	0	0													
78241								1920	191																																	953	2055	0	0													
78559								284	489																																	255	815	0	0													
79042	0	0	0	0	0	0	0	15377	16661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2224	0	0	0													
79127								1502	540																																	1067	28	0	0													
79145								4161	7772																																	297	8617	0	0													
79257								0	0																																	1120	0	0	0													
79855								4921	10130																																	7078	12135	0	0													
80150								802	7785																																	27482	92561	0	0													
80374								3070	0																																	1186	1579	0	0													
80431								1586	353																																	941	440	0	0													
81175								6547	7322																																	20029	35136	0	0													
82033								90	12528																																	8786	0	0	0													
82257								0	0																																	4321	3299	0	0													
82350								110	157																																	701	446	0	0													
83375								19217	72227																																	270021	30721	0	0													
83638																																																										
83834								486	7872																																	4640	9545	0	0													
83852								22	0																																	1389	8516	0	0													
83955								798	2826																																	9632	5075	0	0													
84541								44894	57007																																	85151	80080	0	0													
85052								0	1904																																	5082	67	0	0													
85472	0	0	0	0	104880	24938	1350000	216543	882058	0	0	104880	0	24938	0	0	0	34167	39213	31500	0	0	0	0	18945	5993	51127	7178	47153	0	0	0	0	0	0	0	47153	0				767621	146538	0	278181	35000	151048	62389	29744	0								
85931								3658	160																																	1648	2438	0	0													
86349								5776	3404																																	1044	8353	0	0													
86675								18240	33180																																	4998	0	0	156													
87047								294	2770																																	4	0	0	0													
87234								53600	18512																																	30685	241	0	0													
87476								0	209																																	0	0	0	0													
87579	0	0	0	0	0	0	17000	15689	7975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																291	11264	0	0													
88231								72264	33740																																	18168	1547	0	0													
88259								125	0																																	3466	8744	0	0						Federal Home Loan Bank Letters of Credit							
88352	0	0	0	0	0	0	0	308	2975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																4847	5087	0	0													
88455								9461	4477																																	39352	147280	0	0													
89032								4091	5979																																	2692	2722	0	0													
89135								0	766																																	7057	0	0	0													
89854								2889	3615																																	2658	15583	0	0													
89957								6785	8654																																	5707	0	0	0													
90047								278	0																																	86	2291	0	0													
90177								0	0																																	0	3003	0	0													
90328								21215	62652																																	17678	25162	0	0													
90337								8558	33819																																	49643	7475	0	0													
90579								2616	11479																																	6605	0	0	0													
91615								0	0																																	0	8898	0	0													
91950								0	0																																	0	5526	0	0													
92144								0	0																																	0	4497	0	0													
92676	0	0	0	0	0	0	0	3945	46894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																64286	22458	0	0													
92706								7297	366																																	3992	939	0	0													
92902								0	0																																	0	0	0	0													
93244								3739	14889																																	10566	11450	0	0													
93543								6702	24631																																	17245	24839	0	0													
93619																																																										
94139								7404	29646																																	24796	2904	0	0													
94522								45169	33712																																	22073	19011	0	0													
94755								4103	2934																																	5469	6903	0	0													
94858								2427	43																																	1994	6478	0	0													
95051	0	0	0	0	0	0	0	793	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1577	3371	0	0													
95677								0	0																																	520	195	0	0													
96553								124	1476																																	4386	14309	0	0													
97055								577	2743																																	12231	52154	0	0													
97279								1209	508																																	3473	2557	0	0													
97457								3706	1057																																	1825	11955	0	0													
97804								904	125738																																	113543	0	0	8353													
97943								3714	3163																																	16243	25826	0	0													
98351								2811	1846																																	2178	3756	0	0													
98463								425	16913																																	37772	20593	0	0													
98717	0	0	0	0	0	0	0	0	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	0	0													
99143								1594	1065																																	2892	13699	0	0													
99376	0	0	0	0	31315	0	61976	0	671352	0	0	31315	0	0	0	0	0	0	6307	25008	0	0	0	0	0	0																206568	8	192899	0									Commitments to purchase loans	Recourse on loans			
99442								12741	26580																																	15747	38664	0	0													
99536								17499	81807																																	19649	1127	0	0													
99853								0	147																																	93	10	0	0													
100236								12301	13942																																	5975	16171	0	0													
100357								24093	14976																																	25977	94844	0	0													
100562	0	0	0	0	0	0	0	51399	501560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																618124	342382	0	0													
100777								9597	4105																																	22016	772	0	0													
100843								4319	20873																																	7797	38531	0	0													
101037								17119	14207																																	22460	49292	0	0													
101439								3842	12541																																	2051	4678	0	0													
101671	0	0	0	0	0	0	0	482	17953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																38288	11159	0	0													
101738								5068	768																																	11321	3217	0	0													
101952								1217	0																																	5536	1610	0	0													
102333								1732	999																																	185	0	0	0													
102342								6559	0																																	11990	43937	0	0													
102557								543	2376																																	8930	302	0	0													
102874	0	0	0	0	0	0	0	4448	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2257	1103	0	0													
103134								2721	1326																																	3032	5050	0	0													
104234								213	991																																	1	421	0	0													
104542								0	0																																	0	0	0	0													
104971								0	0																																	0	55	0	0													
105026								20284	1867																																	14164	10623	0	0													
105473								73439	63290																																	102394	78363	2500	0													
105530								7476	166																																	914	6538	0	0													
106359	0	0	0	0	0	0	0	44873	131138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																107218	15759	0	0													
106452								17475	76542																																	39700	10478	0	0													
106676								2826	443																																	0	0	0	0													
107244	0	0	0	0	40223	0	4112100	3638132	8658200	0	0	40223	0	0	0	0	0	0	40223	0	0	0	0	0	0	0	258	256	0	0	0	0	0	0	0	0	0	0				2381437	147235	0	2915865	0	1605424	887599	0	422842								
107570								2345	6480																																	29916	895	0	0													
107758								50	98																																	986	3003	0	0													
108072								1321	0																																	7301	1918	0	0													
108269								61	164																																	100	0	0	450													
108652								0	52																																	90	0	0	0													
108746								0	17																																	28	3828	0	0													
108951								7456	597																																	51834	39148	0	0													
109136								33971	17085																																	3343	3862	0	0													
109154								6615	52																																	1826	0	0	0													
109453								6882	5606																																	14688	16034	0	0													
109574								18336	16288																																	26266	5396	0	0													
109659								3374	13685																																	13776	1758	0	0													
110413	0	0	0	0	0	0	0	0	121836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																55300	23435	0	0													
110936								0	183231																																	23703	33005	0	0													
110945								3210	4579																																	9610	15905	0	0													
110972								1866	3535																																	1125	853	0	0													
111157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																4461	16291	0	0													
111205								22384	12523																																	20091	33823	0	0													
111942								10259	21867																																	42155	8948	0	0													
112163	0	0	0	0	0	0	0	50390	64498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																124902	48050	0	0													
112332								1497	238																																	421	1833	0	0													
112510								308	551																																	1041	1399	0	0													
112556								362	0																																	134	5137	0	0													
112837																																																										
