"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1545	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDJ451	RCFDJ454	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCFDPV05	RCFDPV06	RCFDPV07	RCFDPV08	RCFDPV09	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLE75	RCONLG24	RCONLG25	RCONPR04	RCONPR05	RCONPR06	RCONPV05	RCONPV06	RCONPV07	RCONPV08	RCONPV09	RIADG377	
463605																																																																				0	18209	25363		1960			11294	19347		19263	292262	1459	0	574	88391	10226		49166	2159	3708	9401	22494	12437	37642	16039	27922	41131	46592	41325	31873				0	0			5245	10627	32654	41239							90														0				1182		0	44		6845													3014			CONF	CONF										
463650																																																																				0	82239	28189		137796			67588	11921		3745	868866	0	0	0	126414	11374		224823	3425	40294	42820	36329	1234	1866	116792	168147	236741	192520	26401	1184				0	900			14270	30254	97387	248077							50														640357				324		0	256		4808													3648			CONF	CONF										
463735																																																																				0	51761	1094521	0	706	7117380	12656	7130035	1015357		735928	23629977	0	976517	70519	4245333	34221	1688464	4422136	113625	114648	246787	150691	1583526	1994077	12025954	706378	1629236	2315848	2538026	97626	0	0	0	78182	146949	1245		177434	968110	3279258	2982122	0	976517				17114	12958													0	17293121				75796	152015	407737	152015	0	9759	0	0	0	0	0	58639	0	43	0	0	0	0	144032	58639	87767	CONF	CONF				52702	218354	0	76816	59864	0	
464853																																																																				0	3110	1294		797			3478	0		0	48263	0	0	0	19972	1932		13432	2882	10179	4440	2205	169	0	8194	9653	4862	1963	1619	0				0	0			815	415	12665	2738							0														19022				0		0	0		344													703			CONF	CONF										
465038																																																																				0	0	160920		0			460	18040		1310	355394	1045	0	0	53198	143		91854	2545	11581	16201	19953	1055	1863	114052	19618	89672	72433	6716	0				149	13380			31439	25272	24640	26559							0														326728				0		0	12		39													878			CONF	CONF										
465243																																																																				0	7229	5097		1452			11297	2387		1	280705	21	0	0	199215	9109		27778	10584	11634	17439	38057	99828	21285	21815	8238	7959	23813	18526	884				0	22			12388	4218	11852	10579							357														186474				2291		0	16		3277													2587			CONF	CONF										
465524																																																																				0	4796	62		8796			24385	376		91	101655	0	0	0	28656	1685		21209	367	964	166	81	4243	22616	6289	13589	10116	14018	13407	15373				0	160			3870	72	6481	12781							269													0	21283				76		0	0		3127													6317			CONF	CONF									0	
465618																																																																				0	8789	58671		651			104452	74433		12257	870742	1454	0	902	231066	16676		82218	6552	15760	51122	31968	94477	29859	200057	58782	202616	104409	54062	20130				0	435			13944	25705	152488	142086							1674														488216				770		0	2839		14194													13510			CONF	CONF										
465672																																																																				0	0	2906		0			10608	3272		2391	172493	0	0	0	103575	1607		24295	1053	6266	21267	27834	44335	2221	1959	30236	7841	21657	4602	2330				0	20			10767	9508	19067	1185							0														73143				259		0	3		3596													3988			CONF	CONF										
466044																																																																				0	41717	5533	0	49177	17724	0	17724	2897		2342	200203	0	0	0	42363	2366	42363	62829	2332	2034	8215	15999	5542	8038	62978	9003	23031	21576	18782	19625	0	0	0	0	0	0		4003	7346	11532	11476	0	0				0	0														43370				0	149	0	149	0	1102	0	0	0	0	0	0	0	0	0	0	0	0	476	0	0	CONF	CONF										
466240																																																																				539	3703	5613		1781			216862	29502		1514	751187	0	0	101630	114432	4354		302262	32652	21953	41818	6953	1528	4389	257925	163458	138650	33421	36016	0				30939	6			39180	75039	115006	80780							316													0	236119				2645		0	0		352													31585			CONF	CONF									0	
466754																																																																				0	79494	6052		16040			54194	67439		1835	884343	0	0	0	330365	15514		174735	23627	42723	83615	124395	28651	25073	169022	67413	101896	158396	34369	18746				0	1032			56865	44144	128620	38036							0													0	248839				5091		0	1260		21071													22382			CONF	CONF									0	
466932																																																																				0	13701	0		1084			17154	412		868	96847	0	0	0	30327	600		26809	1911	4737	8999	10171	3562	641	9439	20881	19275	14504	1870	194				0	7			3677	2656	15718	1165							0														0				204		0	0		963													8515			CONF	CONF										
467144																																																																				0	6583	882		696			780	0		1754	55054	0	0	0	34754	2606		13017	3059	4125	16224	7763	3411	0	2466	3367	7154	4358	2934	0				61	0			1311	0	2254	2620							108														32666				0		0	0		429													324			CONF	CONF										
467470																																																																				0	0	8823		0			0	2283		0	138551	0	0	0	124803	61		704	394	1427	2805	12618	25922	80582	2077	1456	1163	674	8379	0				0	0			0	0	232	2225							0														124803				1589		0	5		0													119			CONF	CONF										
467658																																																																				0	21442	26115		18890			100356	69864		3932	610353	0	0	17734	196293	7452		133567	11935	9802	38492	68444	47281	20086	179874	22840	68519	92863	45442	4477				0	57			6012	11404	38467	72674							0														195516				31		0	14574		8046													14775			CONF	CONF										
467733																																																																				0	346	3794		280			8410	3823		0	83812	0	0	0	15028	675		9758	0	580	12113	807	1316	210	1762	13354	17721	14775	20978	0				0	44			5674	6507	16885	17739							0													0	0				247		0	2490		297													1820			CONF	CONF									0	
468673																																																																				0	12291	4412		642			40875	25471		104	335587	0	0	39674	141702	2279		14997	13165	37544	77972	901	855	11265	67589	39346	47848	23602	8143	7018				0	13			6376	21370	58653	12600							322													0	77741				2364		2563	53		3242													2941			CONF	CONF									0	
468806																																																																				0	8	562975		0			139960	115		0	3765617	0	0	131475	111058	211		1880442	2276	50960	15665	27990	6761	4232	22711	1804495	573975	794899	385397	42463				0	28			13	3059	292208	1933546							50														1826131				29292		0	722344		0													92			CONF	CONF										
469250																																																																				0	1055	102		1977			1516	0		0	7747	0	0	0	2473	0		1044	174	302	1104	716	177	0	527	1607	1600	709	638	194				0	0			0	0	0	256							0														450				0		0	13		149													206			CONF	CONF										
469559																																																																				0	49896	13767		61582			28954	2179		4454	255478	0	0	0	37138	1874		106260	1155	1485	16098	12140	5076	721	81598	22022	56200	42363	11558	4456				0	8			7017	11513	17083	13679							0														76203				0		0	184		3353													2797			CONF	CONF										
469737																																																																				0	14945	12534		532			18328	16099		0	311330	0	0	0	87856	4224		99259	23210	12348	38926	9321	3242	749	83134	31001	77832	22392	8717	0				0	0			27456	12816	88503	21614							0													0	40101				0		0	111		1131													5181			CONF	CONF									0	
470032																																																																				0	12888	2430		3335			23645	2234		5918	142969	256	0	0	42407	940		25052	1890	4070	12808	21654	1279	705	16179	16026	20583	39614	8417	0				0	30			3730	6313	12864	14406							0														0				222		0	0		4688													7397			CONF	CONF										
470050																																																																				0	322710	92525	0	88820	1118348	0	1118348	268863		347559	8269639	0	0	1397	1917213	148647	1095692	1641806	112775	187542	341344	312641	722294	231071	1745645	882884	1439508	1282128	876920	78492	0	0	0	0	4887	0		375793	838856	1119425	710150	0	0				0	1958														7758488				0	1397	55025	1397	0	718500	0	0	0	0	0	0	0	0	0	0	0	0	140921	0	0	CONF	CONF				23565	31460	0	0	0		
470434																																																																				0	724	4298		131			8628	11141		0	75848	0	0	0	19830	667		36045	3243	11065	378	2486	141	2487	26740	2765	6942	11984	4933	2601				0	3			9700	4866	7153	7728							0														0				49		0	0		408													571			CONF	CONF										
470452																																																																				0	83557	84752	0	27112	99437	0	99437	45143		1007	1815182	0	144627	0	526864	41824	485403	298492	67256	47857	133712	132822	54414	88177	272186	200580	287291	267495	156297	102444	0	0	0	5542	0	0		60679	175007	160317	268827	0	144627				0	6202														899380				874	1155	0	1155	0	35609	0	236	0	638	0	0	0	0	0	0	0	0	53723	0	0	CONF	CONF										
471057																																																																				0	6304	241		8051			5037	0		0	20700	0	82	0	558	0	0	6217	0	0	14	0	301	243	6564	5399	1877	3137	2923	204				0	0			0	0	0	0						0	0														0				0		0	49	0	222	0	0	0	0	0			0	0	0	0	0	156	0	0	CONF	CONF										
472018																																																																				0	340	11090		0			2984	0		260	93432	37	0	0	24068	0		12403	4992	9517	8748	560	0	0	16286	26188	22730	3445	752	0				117	7			7352	5458	25932	14124							0														0				0		0	16		148													1573			CONF	CONF										
472045																																																																				0	9671	0		16361			869	0		293	32364	0	0	0	1627	0		15850	0	0	283	578	766	0	14116	2056	3112	3491	6079	1883				0	4			0	0	0	3193							0														0				0		0	7		176													163			CONF	CONF										
472148																																																																				0	2990	0		4406			2671	0		146	12365	0	0	0	227	0		4376	0	0	0	0	227	0	2384	3173	1302	3432	1611	236				0	0			0	0	0	1127							0														0				0		0	6		662													130			CONF	CONF										
472250																																																																				0	1764	0		2622			115	0		0	5281	0	0	0	0	0	0	3264	0	0	0	0	0	0	2302	970	1445	546	18	0				0	0			0	0	46	0						0	0														0				0		0	0	0	533	0	0	0	0	0			0	0	0	0	0	201	0	0	CONF	CONF										
472531																																																																				0	4938	202		293			3216	1009		17	41523	0	0	0	21633	669		7721	30	1171	7778	9467	3187	0	3162	3358	6723	5372	1275	0				0	0			561	1833	2146	0							0														0				0		0	0		2835													2171			CONF	CONF										
472616																																																																				0	987	28295	0	0	51920	0	51920	12019		0	514730	0	0	0	167373	9323	107428	32430	3055	4599	21440	46035	47026	45218	19200	5576	64305	129340	85284	37717	0	0	0	2513	194	0		887	2754	44644	50504	0	0				0	461														75539				31	35	0	35	0	139170	0	0	0	0	0	0	0	31	0	0	31	0	4112	0	2302	CONF	CONF										
472951																																																																				0	3928	0		2137			4396	0		3238	30967	0	0	0	9054	236		8084	432	1019	2479	3335	1790	0	1043	7328	5370	5685	2486	0				0	0			766	0	711	4432							0														7669				0		0	139		1223													707			CONF	CONF										
472979																																																																				0	1513	10377		0			2181	32174		0	192385	586	0	0	111191	0		7670	3586	13292	27883	44360	16908	4698	30341	9375	9402	8068	8077	16507				0	19			11279	5756	12591	5387							0														8200				40		0	0		61													442			CONF	CONF										
473042																																																																				0	140737	97531		17604			130417	136113		3108	1645540	0	0	0	313561	11763		350481	73494	81720	108742	24875	7466	15847	600434	240617	297372	92204	94067	3366				0	56			52431	120071	228172	375826							243													31454	787925				10356		0	479		9119													8552			CONF	CONF									445	
473257																																																																				0	2045	0		1380			21103	17836		0	141501	0	0	0	22684	9397		21308	213	2431	14159	3094	48	2738	8480	40513	35488	25702	7036	775				0	35			8628	15473	19603	13011							0													0	23510				0		0	6		5700													4600			CONF	CONF									0	
473266																																																																				0	12516	13731		23499			204006	0		40497	1333770	0	0	0	149511	21105		368303	14720	19110	70874	40279	3590	0	433647	163845	351833	128530	84595	21357				2389	0			16421	224473	336611	266008							0														1188716				4587		15500	260		2307													4936			CONF	CONF										
473930																																																																				0	12516	9275		20788			37080	5492		1169	356244	0	0	0	90921	2289		71330	2252	8899	16627	44537	16313	1607	61245	40154	50964	75452	35754	0				0	0			10166	47253	69487	37004							48														168826				0		0	63		3499													9242			CONF	CONF										
474058																																																																				0	10003	1528		1306			2999	426		0	147203	0	0	0	104358	1058		19567	1797	6799	33182	46246	15427	316	5960	5011	13551	13503	4087	0				0	46			4461	3851	8094	7693							0														134840				0		0	0		31													1349			CONF	CONF										
474245																																																																				0	5244	6762		4956			4748	0		0	56852	0	0	0	24741	1887		10350	2566	1871	5041	2737	752	11774	1213	7233	3709	6258	1281	12416				0	0			150	3750	308	2999							0														0				4		0	17		507													783			CONF	CONF										
474254																																																																				0	1346	237743	0	308	373140	0	373140	80623		142918	3456471	0	0	0	793221	28737	237591	510179	2953	6234	18892	118595	621036	23776	1074204	152030	542736	551304	318091	24700	0	0	0	0	70888	0		82468	247412	425248	783835	0	0				0	947														3054080				5150	20048	66120	20048	0	56439	0	0	0	2242	479	2429	0	0	0	0	0	0	45977	2429	5126	CONF	CONF										
474357																																																																				0	14984	1353		12922			8698	0		1296	70231	0	0	2496	17149	2030		20709	330	1288	4604	6842	4085	0	16838	4365	7613	15942	7647	677				0	0			1098	863	4431	724							0														29035				0		0	58		3610													1015			CONF	CONF										
474450																																																																				0	61464	2308		89920			30391	664		7765	248848	0	0	0	24971	2433		99185	501	1794	3071	11078	8071	301	69342	31371	39352	57637	21715	4412				0	45			2532	4239	5380	9432							0														77385				316		0	63		5639													1602			CONF	CONF										
474544																																																																				0	11212	1467		15101			4405	0		61	49229	0	0	0	9237	0		15878	807	1601	2796	3658	116	259	6532	6938	13587	11954	617	364				0	0			0	0	5247	1509							0														18285				0		0	0		525													465			CONF	CONF										
474656																																																																				0	531	0		87			23010	0		2174	97978	0	0	0	47137	940		40096	24775	7705	12302	416	1941	0	28717	7429	13846	577	262	0				0	0			690	6260	2956	13384							0														0				0		0	0		390													419			CONF	CONF										
474759																																																																				376	2492	183504	10003	1152	2576207	14	2576221	13955		516247	6766879	0	1939	0	1144392	23054	739948	1139203	15672	58108	130954	181515	383073	356834	2291274	505892	1181928	944682	560611	85249	376	0	0	4079	11323	0		113591	341311	668172	725425	0	1939				931	2055														5332228				3728	36638	369476	46641	0	3673	0	0	0	1175	0	1622	0	0	0	0	0	0	19856	1622	2089	CONF	CONF										
474919																																																																				2500	638214	1551799	1508	176169	2768308	0	2768308	1188889		920334	24061090	0	286790	218068	7104923	82316	3066269	3198043	199227	164658	298747	582438	2265870	3563218	11129001	669472	1946809	1471310	1422390	197813	2500	0	0	0	83794	0		367304	739217	3585135	3809197	0	286790				10017	14953													0	16786769				60218	115285	139781	116793	0	197159	0	535	1213	1123	41805	5525	0	0	0	0	0	0	302468	5525	102850	CONF	CONF				7495	0	0	62164	70121	0	
475345																																																																				0	17727	2916		10497			23457	6363		0	185301	0	0	0	34250	580		34347	1140	2480	1283	3540	23451	2332	34309	13339	31433	43625	19083	8501				0	100			1600	4014	44130	30753							0														19686				371		0	5		7625													1284			CONF	CONF										
475354																																																																				0	28476	25924		2831			26037	24096		7217	484453	0	0	0	112044	6698		28955	577	2337	12353	31900	22230	42425	17045	24043	59967	119673	37344	112861				355	298			13623	34917	96499	86487							0														164902				136		6000	118		7107													5726			CONF	CONF										
475653																																																																				0	55815	982		14592			46649	20815		2137	411270	1085	0	0	98716	6505		62362	7855	15835	48659	24024	387	1631	106145	24862	76223	88513	13927	3471				1014	91			10615	23209	56292	62935							0														198937				90		4000	180		2852													4956			CONF	CONF										
475756																																																																				0	43151	1188		12380			37357	6801		58	195808	0	418	0	23521	121		57226	3458	8463	2608	976	367	7649	20397	24908	21840	30314	28414	44909				0	114			4778	11710	33278	17037							0														41898				0		0	0		3004													892			CONF	CONF										
476445																																																																				0	9931	0		25342			2937	0		421	56120	0	0	0	4803	2199		45712	3125	600	487	35	117	439	9547	32440	6933	330	1051	463				0	0			2356	0	0	6890							0														56120				0		0	7		666													568			CONF	CONF										
476472																																																																				0	0	0		0			0	3384		0	252070	0	0	0	244346	0		90	459	662	302	406	6905	234079	4506	69	1283	1088	689	36				0	0			0	527	0	202							960														210844				35		0	0		2698													913			CONF	CONF										
476539																																																																				0	8966	105		19918			17368	0		250	102893	0	0	0	18745	0		40811	384	936	3855	4080	9289	0	29436	10073	25093	14517	5011	0				0	0			366	11931	8464	11344							0														40193				0		0	45		745													4646			CONF	CONF										
476810		41000	9307000	43321000	231000	59812000	95330000	3016000	4717000	107000	700731000	-645000	11739000	137792000	2207000	315887000	469785000	31343000	63424000	7141000	6844000	1805000	322000	29000	0	89000	11442000	166887000	1608000	33641000	7035000	157000	7250000	1496000	17190000	0	132000													294216000	1498000	19775000	111672000	1213000	0	82000	85000	1249000	0	0	0	6156000	28070000	30716000	5769000	30785000	16332000		17000	7789000	16876000	59000	56706000	8117000		2668000	1651000	107000	481048000	-645000	129000		117479000	1566000	46864000		1988000	2849000	3974000	11185000	29990000	66791000							131000	0	3838000	160608000	957000			15000	7138000	985000	9076000						82000	264000													0						8540000	71894000			0	0	0	0	0	0				0				4057000		205000	CONF	CONF				21275000	21095000	5612000	16782000	7130000	0	
477321																																																																				0	45140	56037		8506			107104	28753		2102	835369	0	0	0	165654	3985		51496	1683	3178	4763	10815	41197	103449	89496	18434	89360	145060	247182	79851				75	8			8747	30213	161744	99955							278													0	167762				0		0	136		110260													6950			CONF	CONF									0	
477349																																																																				0	1007	59889	0	0	1698	0	1698	16390		1052	421152	0	0	0	92985	6304	58237	48388	5958	14421	37281	26838	6559	1146	225378	14615	31944	28326	26088	0	0	0	0	0	0	0		10843	10894	18872	12195	0	0				0	0													0	142665				0	5	0	5	0	438	0	0	0	0	0	0	0	0	0	0	0	0	188580	0	0	CONF	CONF									0	
477648																																																																				0	130418	0		33224			7383	671		68	251326	0	0	98	7868	1339		133120	787	2518	2318	139	87	1953	86069	43784	89598	15239	7233	458				0	36			449	4805	32261	26377							0														93680				0		4935	38		1087													367			CONF	CONF										
477844																																																																				0	62942	509		26714			31662	7766		322	198559	0	0	0	35261	3367		44414	2269	3978	7690	2215	5297	13812	31325	18605	24987	29777	24077	33765				0	10			2651	1446	2098	19943							242														39873				0		0	88		2046													1734			CONF	CONF										
478140																																																																				0	5283	4618		3353			20196	2256		1791	127472	0	0	0	37184	4755		21723	229	2717	11859	3987	2530	15551	8738	16388	21922	7725	12671	18349				0	3			4115	8286	16684	15257							0													0	53484				0		0	78		1566													2047			CONF	CONF									0	
478195																																																																				0	122543	12009		122417			29512	6042		8468	434300	0	0	0	56196	1555		156870	1275	4213	17576	19695	9311	4126	114889	45768	57014	102714	35181	22318				0	7			7704	6782	32966	22283							0														89555				0		0	403		2036													3377			CONF	CONF										
479071																																																																				0	21192	4883		37616			17274	2586		34	164379	0	0	0	22796	1100		43325	408	0	9306	7336	5745	0	43325	0	35719	41784	20756	0				0	11			5037	8890	29594	12811							0														74064				517		0	343		118													94			CONF	CONF										
479268																																																																				0	192905	143508	0	105100	257332	0	257332	89500		3646	2395092	0	0	0	221066	1119	216880	244200	3655	23433	13472	24186	7558	148762	364751	138627	170910	363292	319127	815471	0	0	0	0	311	0		4267	135396	428145	586111	0	0				0	0														1145628				0	1937	0	1937	0	173389	0	0	0	0	0	0	0	0	0	0	0	0	51360	0	6868	CONF	CONF										
479370																																																																				0	966	0		0			20844	5552		0	441020	2945	4631	0	194140	14229		67014	3755	2478	3176	4219	18352	161426	67889	36250	56335	41009	24998	18161				0	35			45042	14787	82902	56695							0													0	0				0		1521	68		1197													1356			CONF	CONF									0	
479446																																																																				0	56627	15021		11446			7674	1114		16419	172898	0	498	0	15630	749		37418	327	1194	5721	6936	1452	0	30971	24946	51733	35301	13673	602				0	14			132	12795	23895	3603							0														63869				64		6974	16		117													174			CONF	CONF										
479567																																																																				0	1051	180		651			1463	3080		0	44461	0	0	0	11957	88		4708	187	2520	1396	463	2560	4831	1637	6105	6429	7324	5511	5498				0	0			2560	1720	5420	7327							0														0				0		0	19		2689													6256			CONF	CONF										
479754																																																																				0	15889	237		32365			39025	23726		0	206739	0	0	0	14875	79		75974	1930	1357	7170	4216	0	202	31736	44236	73577	38239	3627	125				42	101			4909	5472	15881	44790							0														12652				0		0	139		9209													0			CONF	CONF										
479839																																																																				0	213	28461		16			7437	40475		0	664213	0	0	0	217708	2045		33592	4470	7182	22636	2707	13787	166923	106876	27864	64289	18720	90599	138123				2056	0			11081	59524	38765	232152							0													0	220855				13		0	378		1098													22804			CONF	CONF									0	
480059																																																																				0	215	3182		0			3029	2325		0	101871	271	0	0	50868	0	1583	11600	1455	3526	17021	14006	2355	12354	5799	13856	16983	3796	10842	0				0	27			10375	7761	18446	4156						0	0													0	0				0		0	1	0	58	0	0	0	0	0			0	0		0	0	1699	0	0	CONF	CONF									0	
480228		1655000	8608000	91415000	2947000	237803000	69214000	26237000	459000	18086000	1161439000	0	38636000	225056000	1199000	238873000	307571000	144747000	226920000	158359000	74469000	20417000	573000	73000	3000	4000	13004000	102109000	121000	4995000	2172000	435000	10132000	23590000	36929000	7112000	17046000													363595000	4279000	27449000	190584000	573000	39839000	1299000	20000	667000	0	0	0	9757000	29646000	33517000	32551000	19769000	75101000		1655000	7441000	89941000	2651000	233855000	13184000		26237000	34000	18086000	1041182000	0	22123000		225056000	1199000	89855000		1913000	7095000	15215000	22322000	65715000	110931000							190000	3000	1130000	102109000	120000			435000	10131000	23590000	33777000						43000	458000													0						27299000	151343000			39839000	0	462000	26000	22000	1740000				0				9754000		3176000	CONF	CONF				25135000	23164000	32527000	10004000	60513000	0	
480246																																																																				0	1643	0		0			3135	0		0	31106	0	0	0	19298	0		2691	103	212	577	772	17437	197	1611	775	1540	2586	5095	129				0	0			326	0	0	3798							0														0				0		0	11		1979													916			CONF	CONF										
480330																																																																				0	0	0		0			0	353		0	4444	0	0	0	4034	0	0	150	0	0	0	0	49	3987	408	0	0	0	0	0				0	0			0	0	0	57						0	0													0	0				0		0	0	0	0	0	0	0	0	0			0	0		0	0	0	0	0	CONF	CONF									0	
480433																																																																				0	6212	4896		0			24396	6756		2000	241589	0	0	10684	106556	756		22031	1831	5537	18485	23983	39933	14960	26634	14968	35198	40403	14128	2624				448	1986			5921	18794	23113	30732							0													0	121869				408		0	121		1783													7119			CONF	CONF									0	
480723																																																																				0	175	8644		0			7143	20583		0	188610	0	0	0	96941	1903	16507	12663	3829	3588	8758	1366	5875	73132	30701	2193	8916	13479	6087	30025				0	131			7320	5402	16665	21585						0	173													0	167780				0		0	0	0	2115	0	0	0	0	0			0	0		0	0	3	0	0	CONF	CONF									0	
480853																																																																				0	4356	374		78			14777	3474		208	115058	515	15986	0	58001	2337		15093	442	1840	1900	16847	31317	4751	11671	9823	10780	21159	2207	457				0	13			971	252	4310	1557							151														58001				30		0	1713		2793													4373			CONF	CONF										
481159																																																																				0	2517	0		19820			32495	0		0	152696	0	54183	0	17854	0		76944	5712	2617	9071	361	0	0	53034	15581	48206	9995	421	1720				0	0			9773	0	12515	2789							93														0				20		0	0		171													579			CONF	CONF										
481177																																																																				0	45302	37001	12893	54596	188498	0	188498	18734		1319	1120868	0	5565	0	376483	6133	316220	184716	3864	12237	31809	129293	183998	14628	151611	94997	178425	217268	68434	24305	0	0	0	0	48	0		4571	15167	218253	134320	0	5565				0	0													0	467889				114	439	0	13332	0	669	0	0	0	0	0	114	0	0	0	0	0	0	877	114	0	CONF	CONF									0	
481579																																																																				0	34272	0		20198			6064	415		140	78665	0	0	0	12301	434	2458	18877	697	1387	2371	3739	3719	388	22141	4602	6318	11537	5131	16635				0	1			970	0	2564	545						0	0														4443				0		0	4	0	569	0	0	0	0	0			0	0	0	0	0	188	0	0	CONF	CONF										
481627																																																																				0	822	2973		0			36886	12619		30399	550016	0	0	0	75517	782		7178	7165	20991	2217	1804	5301	37780	31963	16804	68646	112754	194403	48335				0	73			861	1619	52987	38968							68														173820				0		0	185		256258													39067			CONF	CONF										
481748																																																																				0	2759	0		6502			1434	0		720	25178	0	0	0	5766	157		7943	308	302	2602	1710	660	0	7186	959	3387	1808	5997	0				0	0			135	0	529	0							43														0				0		0	1482		782													4912			CONF	CONF										
481944																																																																				0	7843	5344		2780			9913	11179		0	96504	0	0	0	16156	266		23124	414	4061	5581	604	4480	831	16261	15546	31355	13821	1390	0				55	40			968	1137	7642	22700							0														8108				77		0	70		5569													4842			CONF	CONF										
482053																																																																				0	175438	1821		145075			25038	3125		6918	459857	0	0	0	43541	3119		154107	2693	3884	7592	18731	8513	1569	132644	34922	61639	76548	76817	33632				0	7			4850	7027	24396	15846							0														93628				0		0	175		2147													1334			CONF	CONF										
482156																																																																				1222	61613	20019		30327			19280	15375		5414	501966	0	0	0	81965	12589		179534	16263	4024	9743	23939	9302	18693	113546	80655	79087	106330	29814	10554				0	0			63810	31386	19463	84345							54														131282				5528		47636	437		1827													5258			CONF	CONF										
482370																																																																				0	942	225		304			0	0		0	27369	0	0	0	22640	942	978	2266	70	928	1471	4827	14232	1112	300	968	758	2202	383	118				0	0			0	0	0	711						0	0														20590				0		0	0	0	609	0	0	0	0	0			0	0		0	0	996	0	0	CONF	CONF										
482446																																																																				0	27583	2521		3764			10828	3972		229	90849	0	0	0	13127	729		27720	494	1684	4180	4422	1643	648	9473	19610	20194	24179	1987	2007				0	0			0	0	13389	13645							0														33447				22		0	13		485													564			CONF	CONF										
483274																																																																				0	0	2628		0			0	341		0	367687	0	0	0	359535	4160		1620	1202	987	4782	4868	87392	260110	2201	41	364	701	4777	68				0	0			0	0	90	682							39														0				49		0	6		183													62			CONF	CONF										
483537																																																																				0	0	411		0			1905	835		0	109492	0	0	0	58563	1733		20905	155	2007	7946	20696	18022	9736	4577	15027	10937	15780	2655	1905				0	13			6257	11662	9142	18173							0													0	12991				38		0	3		144													651			CONF	CONF									0	
483751																																																																				0	90379	2127		11467			11926	3331		0	311242	0	4528	144	89827	141		45935	2114	7682	29157	25002	18702	6737	26726	31521	44649	45611	37585	30450				0	0			5611	2018	25582	51336							0														51121				235		0	391		6774													5804			CONF	CONF										
484057																																																																				0	7534	0		4287			15325	0		0	61301	0	0	0	0	0		21057	0	0	0	0	0	0	8034	13023	16659	21183	2377	0				0	0			0	3423	9066	13995							0														0				0		0	48		4514													3109			CONF	CONF										
484776																																																																				0	10526	3202		1704			22999	15919		404	229140	367	1767	0	54457	1491		40732	2809	2889	18307	17286	12319	847	25168	22631	45839	61522	18653	1179				0	91			2932	8767	52157	45154							0													0	127529				0		0	29		1014													6894			CONF	CONF									0	
485054																																																																				0	24142	0		24886			1926	0		77	56001	0	0	0	79	0		21035	0	63	0	0	16	0	24765	1422	11100	12739	4691	1206				0	2			0	3367	0	469							0														7276				0		0	149		378													526			CONF	CONF										
485139																																																																				0	0	181		0			22385	0		0	93964	0	0	0	19952	29	15248	31890	441	3391	11980	4140	0	0	16554	11504	33914	7639	3375	428				0	0			364	4741	29745	9262						0	0														0				0		0	533	0	1292	0	0	0	0	0			0	0		0	0	5480	0	0	CONF	CONF										
485214																																																																				0	7924	7265		851			10681	6792		2	181065	0	0	0	89258	1235		28907	2750	13629	33646	12160	3641	23431	12310	25789	17110	14739	7172	14684				0	5			12244	12508	12329	17097							0														89258				0		0	0		1119													1755			CONF	CONF										
485456																																																																				0	9855	3511		2784			47236	0		0	251063	583	0	3652	59058	2148		38152	5629	21103	11589	4925	8462	7350	49527	36621	32967	33836	28036	11601				0	22			19296	7130	27619	67342							0														37629				123		0	39		3950													1656			CONF	CONF										
