"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDB556	RCFDC010	RCFDFT33	RCFDFT34	RCFDFT35	RCFDHT80	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONB556	RCONC010	RCONFT33	RCONFT34	RCONFT35	RCONHT80	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
227777																				2589	484	17010		2575				1750					0	9612	0	0				
228000																				2383	0	34609		29459				2728					0	39	0	0				
228158																				1212	0	14023		1477				3812					0	6548	0	974				
228279																				1740	4154	23032		796				3064					0	13278	0	0				
228345																				896	928	9481		681				1322					0	5654	0	0				
229070																				1440	0	9492		394				815					0	6843	0	0				
229173																				861	470	3150		514				364					0	941	0	0				
229342																				119	1193	2863		122				1429					0	0	0	0				
229454																				322	0	1856		343				547					0	644	0	0				
229801	1065	340632	185350	2566195	256442	1057668	29930			242861	183400		584824		0	333153	324731	81800		340632																	Deferred IT Implementation Costs			
229913	0	52891	7077	182328	42579	109454	0	0	0	12906	0	0	0	0	0	0	0	0		52891																				
230423																				1060	2547	18557		278				2110					0	12562	0	0				
230610																				405	1815	11913		232				952					0	8509	0	0				
230759																				2281	22707	89759		22386	19339			22011					0	5689	0	14685	Inv in LIHTC			
231279																				296	122	5490		138				208					0	4726	0	0				
232847																				322	0	4024		168				1516					0	2018	0	0				
232856																				10512	0	29354		2915				11122					0	4805	0	0				
233031		686000	283000	9117000		4037000	1213000			574000					0	1869000	1525000	143000																			Investment in Low Income Housing Tax Cr			
233246																				344	0	2233		153				1736					0	0	0	0				
233358																				1101	0	9594		241				1255					0	6669	328	0				
233442																				1551	531	4649		263				2304					0	0	0	0				
233527																				18988	24793	74380		18691				11012					0	896	0	0				
233554																				2192	4868	34038		21723				5255					0	0	0	0				
234355																				3647	4244	59276	1650	5387				9211			2151		0	32371	0	4416				
234506																				1961	1669	7120	522	1987	1465			1503					0	0	0	0	RIGHT OF USE ASSET			
234739																				1959	2329	43072		3609				6717					0	25410	0	3048				
234841																				498	1114	4704		0				3092					0	0	0	0				
235174																				1357	0	2009		185				467					0	0	0	0				
235231																				197	1687	10592		631				1188					0	2529	0	4360				
235446																				605	0	5649		600				4444					0	0	0	0				
235530																				966	0	6855		1080				4809					0	0	0	0				
235558																				253	0	1306		53				1000					0	0	0	0				
235950																				1034	99	2139		141				865					0	0	0	0				
236153																				22361	0	97777		19487				35440		13493			0	10684	0	9805				
236256																				104	239	1469		217				909					0	0	0	0				
236603																				412	1788	13449		772				1599					0	8878	0	0				
236706																				17774	12417	141347	4285	28655				34120	13624				0	14730	14723	18928				
236957																				450	540	15275	2654	3835				1379			1065		0	9071	0	0				
237066																				5117	0	48506	1641	2378	274			13053	404				0	27958	0	0	274			
237619																				3933	1916	52979	20841	22580				9244					0	0	15306	0				
237954																				780	569	3374		329				1503					0	193	0	0				
238139																				480	0	1840		224				1136					0	0	0	0				
238250																				178	0	1501		0				1323					0	0	0	0				
238737																				1750	4910	25110		1343				2268					0	14839	0	0				
239556																				1468	0	22072		3165				2241					0	15198	0	0				
239659																				1714	0	7014		1526				3774					0	0	0	0				
240954																				1057	0	2067		312				698					0	0	0	0				
241009																				329	1314	6601		323				763					0	2901	0	971				
241157																				3822	0	28802	1895	2361	252			4077		214			0	18195	0	347	OTHER ASSETS			
241559																				2407	0	5597		199				2991					0	0	0	0				
242257																				3856	996	18582		1331				4240					0	5987	0	2172				
242444																				3455	11926	76048		7343				4818					0	48506	0	0				
242949																				405	26	3238		189				622					0	1145	0	851				
242958																				225	575	2132		280				750					0	302	0	0				
242976																				726	8346	38099	635	5631	2779			3049					0	14937	0	5410	LINQS			
243375																				10368	60233	836302		650580				14626					0	60140	40355	0				
243414																				979	633	8826		657				1274					0	4572	0	711				
243955																				259	0	2260		323				714					0	964	0	0				
244037																				153	143	1791		564				931					0	0	0	0				
244149																				1429	0	14270		4155	2605			2376					706	5604	0	0	Accrued BOEM Income	Prepaid Income Taxes		
244158																				2089	0	17604		456				3529					0	9551	0	1979				
244251																				381	0	15073		586				4489					0	8102	0	1515				
245016		6672	10838	50260	1618	4684				7035					0	17907	0	3124		6672																				
245276																				29063	7264	376953	147267	269219				71407					0	0	0	0				
245351																				2036	2266	16280		841				1620					0	9517	0	0				
245557																				5295	8383	21094		3334				3656					0	426	0	0				
246022																				0	3169	6469	804	1617	134			1683		2			0	0	0	0	Low Income Housing State Tax Credit Funding			
246134																				677	6472	26304	814	826				3913					0	14416	0	0				
246451																				715	0	1322		105				502					0	0	0	0				
246657																				658	12877	25478		4782	1722	650		7161					0	0	0	0	Investment in low income housing fund	Deposits Paid	Sweep Account Clearing	
246947																				174	34	4239		194				600					0	3237	0	0				
246956																				1782	0	36565		5524				7640					0	21619	0	0				
247140																				17633	7799	52737		5659				8489					0	13157	0	0				
247355																				1736	0	66288		5100				7092					0	52360	0	0				
247476																				486	1691	8333		558				443					0	4042	1113	0				
247551																				2241	0	6205		275				3689					0	0	0	0				
247908																				4313	8204	58194		17075				5141					0	23461	0	0				
248240																				5327	312	40827	1820	8521	2181			11476					0	14334	154	703	Tax Credit Fund			
248352																				2036	399	5436		155				2846					0	0	0	0				
248455																				326	0	10300		892				3443					0	5639	0	0				
248633																				1535	1743	6645		580				2640					0	147	0	0				
248745																				597	1415	10487		218				1785					0	6472	0	0				
249416																				116	1532	5779		353				333					0	338	0	3107				
249612																				107871	0	606058		86005	23134			82256					0	329926	0	0	Collateral for Derivatives			
249658																				1185	555	4627		139				423					0	2325	0	0				
250430																				263	1051	5221		119				629					0	1097	0	2062				
250476																				108	1	399		32				258					0	0	0	0				
250850																				882	0	3290		122				829					0	1457	0	0				
251558																				2615	1404	12730		1213				1278					0	6220	0	0				
251745																				345	0	8514		1008				5439					0	454	1268	0				
251978																				2080	0	10530		377				3308					0	4765	0	0				
252041																				1319	66	9652		1976				6291					0	0	0	0				
252452																				195	0	1466		397				874					0	0	0	0				
253356																			15	15082	14238	35178	3731	3746				2112					0	0	0	0				
253468																				22079	25370	141952		61036				24861	58939				0	8267	0	339				
253646																				1065	291	12388		531				5209					0	4223	0	1069				
253730																				186	0	5684		60				2188					0	0	3250	0				
254317																				0	0	19008		6075				12933					0	0	0	0				
254504																				354	2098	15192		1605				1179					0	9956	0	0				
254849																				1061	0	110791		104182				2008					0	3540	0	0				
255350																				652	716	5300		233				474					0	2869	0	356				
255556																				1369	0	9800		597				1127					0	4311	0	2396				
255574																				3615	1000	35394		10137				5392					0	15250	0	0				
255659																				6074	30800	76342	4208	8202				31266					0	0	0	0				
256058																				2462	0	12288		1123				4013					0	4690	0	0				
256076																				294	939	5540		38				751					0	3518	0	0				
256179																				41	0	5379		233				1296					0	3809	0	0				
256553																				12799	14543	149259	2113	8667				44194		2113			0	69056	0	0				
257233																				4476	13159	56019		5121				5943					0	27320	0	0				
257345																				1183	0	2925		275				1467					0	0	0	0				
257578																				8617	496	34620		12407				2136					0	10964	0	0				
257653																				0	0	766		89				677					0	0	0	0				
257756																				4789	0	13625		1048				3763					436	3589	0	0				
258306																				3646	5622	26484		4967				2083					0	6502	0	3664				
258379																				260	1253	8247		615				815					0	5304	0	0				
258539																				723	0	2750		49				1978					0	0	0	0				
258874																				500	242	5926		920				525					0	3739	0	0				
259059																				217	0	1943		491				1235					0	0	0	0				
259330																				1266	3074	31158	2692	5603	1668			3926					0	9324	0	7965	Right of Use Asset			
259442																				2544	1152	18349		737				3793					0	9310	0	813				
259956																				1947	1873	4541		149				572					0	0	0	0				
260055																				14296	26991	195724	8625	15485				31134					0	86706	2782	18330				
260831																				177	0	1846		221				1386					0	62	0	0				
261146																				1472	0	9093		5786				1835	2014				0	0	0	0				
261360																				120	3695	33506		867				6975					0	20597	0	1252				
261940																				5952	0	31909		2691				8169					0	14522	0	575				
262059																				907	1351	18677		2578				1857					0	11984	0	0				
262237																				438	2544	15738		1906				2716					0	0	0	8134				
262358																				4864	5130	25951		3402				2681					0	9874	0	0				
262741																				1931	0	16588		334				3813					0	9897	0	613				
262844																				3271	0	33090		1437				6523					0	20041	0	1818				
262956																				1350	948	10047		199				1132					0	5985	0	433				
263243																				1357	0	13115		1946		1186		3047					0	6765	0	0		Unamortized Finders Fees		
263627																				609	1125	13106		449				435					0	9403	0	1085				
264455																				526	2977	14981		2150				2583					0	6745	0	0				
264772																			0	41126	68493	420726	0	234545	0	0	0	41062	0	167073	0	0	0	35500	0	0				
265340																				1632	4119	12510		334				1343					0	5082	0	0				
265407																				1575	14986	77379		6409				6981					0	43844	1479	2105				
265452																				1116	4	4165		28				982					0	2035	0	0				
265676																				135	792	5686		755				465					0	3539	0	0				
266244																				2419	1532	9566		715				1296					0	3604	0	0				
266253																				1600	0	7818		327				2237					0	3654	0	0				
266655																				1279	211	7718		189				2329					0	3710	0	0				
266851																				426	1287	12860		1230				1344					0	8573	0	0				
266945																				7605	9615	48461		1807				4856					0	24578	0	0				
267652																				610	0	5112		187				422					0	3893	0	0				
268006																				2874	17210	70933	4118	16227		8001		8402					0	26220	0	0		Investment in LIHTC projects		
268136																				272	1796	10099		1214				1926					0	4341	0	550				
268677																				1272	0	20703	2137	16356	5113			3075			9106		0	0	0	0	BOLI			
268828																				837	2766	18581		1882	1835			1026					0	12070	0	0	EDP SOFTWARE			
268976																				2986	661	19525		233				3574					0	12071	0	0				
269049																				5180	39	12041		582				5040					0	1200	0	0				
269058																				3579	0	8745	143	270				1545					0	3351	0	0				
269571																				136	0	2615		1				333					0	1419	0	726				
269759																				198	0	3625		5				1538					0	1884	0	0				
270148																				248	34	5058		230				1125					0	3421	0	0				
270353																				143	0	1688		60				271					0	1214	0	0				
270504																				3257	3803	28000		11101				4460					0	3820	0	1559				
270531																				1045	2648	4321		129				499					0	0	0	0				
270652																				0	0	4451		258				2493					0	1700	0	0				
271136																				20	0	902		449				433					0	0	0	0				
271275																				1618	4722	16585	1122	1627				1539					0	7079	0	0				
271341																				116	0	718		142				460					0	0	0	0				
271529																				537	0	18849		2078				2271					0	10868	0	3095				
272030																				138	782	3854		183				911					0	1135	0	705				
272058																				188	0	919		33				698					0	0	0	0				
272151																				113	815	3368		138				209					0	2093	0	0				
272272																				28141	7963	147998		5073				30581					0	75257	0	983				
272302																				60721	0	239939		36867	23362	10758		10737					0	128602	0	3012	Prepaid Pension	Current prepaid fed and and state tax		
273336																				2088	24353	100049		14289	4530			10884					0	31524	0	16911	Investments in LLPs			
273550																				10725	1176	22256		18				4304					0	6033	0	0				
273653																				250	0	941		14				677					0	0	0	0				
273662																				938	20494	46857		19395				6030					0	0	0	0				
273840																				1576	0	10152		218				1568					0	6790	0	0				
273859																				188	0	432		0				244					0	0	0	0				
274025																				112	45	443		117				169					0	0	0	0				
274052																				149	2	648		62				435					0	0	0	0				
274829																				852	4429	22839		5677				1421					0	10460	0	0				
274856																				525	54	3089		194				2316					0	0	0	0				
275255																				842	0	11046	502	534	29	3		7809					0	1861	0	0	CDARS Outgoing RBP	ICS Simplified Settlement		
275358																				8020	7139	60813		3212				22574					0	18099	18	1751				
275479																				2048	3960	9496		428				860					0	2200	0	0				
275657																				1054	154	2384		0				1176					0	0	0	0				
276074																				3529	0	17095		9230				1569					0	2767	0	0				
276159																				281	2176	4585		107				2021					0	0	0	0				
276551																				544	0	6109		262				1552					0	3751	0	0				
276579																				364727	756164	3233838		1202471				339772	367614	314995			0	539578	31126	0				
276645																				2008	227	13160		688				4346					0	5891	0	0				
276654																				97	64	1153		83				909					0	0	0	0				
276850																				7358	1772	35865		2254				19025					0	2693	0	2763				
276953																				0	246	2865		1531				1088					0	0	0	0				
277240																				1314	2186	5472		282				1690					0	0	0	0				
277277																			371	4972	891	12494	394	1176		200	152	1720			46		0	3735	0	0		Due from ISO Processor	Prepaids Greater than 1 year	
277736																				728	2	1840		240				870					0	0	0	0				
277820																				993	3311	16189		423				2648					0	5378	116	3320				
278256																				2829	798	15993		1672				4018					0	6676	0	0				
278555																				8633	6533	35584		9634				10784					0	0	0	0				
278733																				137	485	2159		502				1035					0	0	0	0				
278751																				97	0	884		586				201					0	0	0	0				
278818																				13517	30512	168600	16156	19401				16995					0	66933	0	21242			0	
279105																				3809	11423	76801	24463	29248				6181					0	18025	0	8115				
279842																				8553	0	11883		656				2674					0	0	0	0				
279954																				7687	7376	52779		8884	7530			14166					0	14666	0	0	OTHER RECEIVABLES			
280110	0	798390	1127707	8915789	0	2036323	0	0	0	708932	0	0	1778981	0	0	3203020	657298	384119		798390																				
280138																				109	1750	7839		501				444					0	5035	0	0				
280352																				169	0	1757		53				591					0	944	0	0				
280558																				128	0	792		141				523					0	0	0	0				
282075																				4188	8634	68933		5679				6239					0	44193	0	0				
282226																				431	3734	7679		380				1673					0	1461	0	0				
282824																				1671	1476	20218		5055				1996					0	6019	0	4001				
283438																				1148	5670	43874	1476	25266	17644			5669					0	6121	0	0	INVESTMENT IN SUBSIDIARY			
283652																				508	0	3143		346				2289					0	0	0	0				
283737																				1395	0	9820		662				7763					0	0	0	0				
283867																				6322	0	26273		5834				4576					0	9541	0	0				
284154																				907	118	2057		84				948					0	0	0	0				
284239																				454	41	6416		216				1234					0	4471	0	0				
284556																				3881	0	17875		1579				9935					0	2480	0	0				
284752																				552	0	1645		271				507					0	315	0	0				
284958																				201	13	1118		59				845					0	0	0	0				
285151																				1963	0	3651	21	280	117			1408					0	0	0	0	Gold and Silver			
285348																				675	547	5933		385				1242					0	3084	0	0				
285544																				803	1939	3670	153	358				570					0	0	0	0				
285553																				0	0	1320		15				766					0	539	0	0				
285740																				4900	0	30624	919	1003				3427		15	69		0	21294	0	0	Cardinal Tickets			
285852																				2805	459	17901		1022				3743					0	9872	0	0				
285928																				382	0	12084		591				1778					0	9333	0	0				
286251																				0	0	2304		64				276					0	1964	0	0				
286457																				5155	1589	45511		9566				7060					0	22141	0	0				
286840																				0	0	2012		41				1971					0	0	0	0				
287007																				227	1963	2779		221				368					0	0	0	0				
287342																				527	135	2969		87				1815					0	405	0	0				
287922																				102	197	2397		69				221					0	1808	0	0				
287959																				1095	58	2521		102				1266					0	0	0	0				
288152																				129	189	1768		21				208					0	1221	0	0				
288376																				957	8040	22954	286	956	668			1622					0	11379	0	0	Purchased Solar Income Tax Credit			
288853																				94386	249046	905596	21770	85678				99911	22413		29248		0	268287	0	108288				
289056																				1513	1820	10705		252				789					0	6331	0	0				
289225																				465	0	2296		44				254					0	1533	0	0				
289515																				8894	8198	52603		4787				7642					0	15714	0	7368				
289702																				10924	9944	46234		4109				6183					0	15074	0	0				
289739																				1056	442	9639		731				1804					0	5606	0	0				
289757																				1337	376	9526		211				3881					0	3721	0	0				
290249																				4858	0	68292	1236	27741	21611			5339					0	30354	0	0	Investment in CDE			
290838																				1184	868	5595		1417				2126					0	0	0	0				
290922																				78	0	1246		69				1099					0	0	0	0				
291059																				314	0	3760		66				1106					0	2274	0	0				
291611																				238	0	7179		5452				1489					0	0	0	0				
291732																				67	2042	2751		6				636					0	0	0	0				
292234																				1709	1398	16761		933				1217					0	11504	0	0				
292467																				437	0	1287		292				558					0	0	0	0				
292850																				98	129	513		75				211					0	0	0	0				
293053																				2226	5417	54895		6081				8414					0	32757	0	0				
293352																				89	0	1172		18				1065					0	0	0	0				
293437																				2552	11408	25334		520				2126					0	509	4405	3814				
293651																				1469	43	11585		13				5016					0	4571	0	473				
293754																				108	0	2491		444				377					0	1562	0	0				
294023																				1571	8710	32442		2081				5730					0	14350	0	0				
294751																				644	0	13230	2064	6596	1727	2505		1611					0	4379	0	0	Check Card Settlement Receivable	Pension Plan		
294779																				5045	914	43375	1767	8203	2131	2949		7383					0	21830	0	0	Card processing prefund	Lease right to use asset		
294827																				85	862	9317		2081				756					0	5533	0	0				
295011																			20	2964	1731	19415	611	939	291			3100					0	10681	0	0	Loan Fees Receivable			
295057																				293	0	1451		271				887					0	0	0	0				
295646																				0	314	534		6				214					0	0	0	0				
296456																				2020	102	14973		1228				3485					0	8138	0	0				
296474																				519	0	10400		650				1156					0	8075	0	0				
296559																				620	234	7323		4412				2057					0	0	0	0				
296755																				241	0	7411		91				2779					0	4300	0	0				
297051																				1139	32	5456		181				1326					0	2778	0	0				
297761																				987	8296	16734		1253				916					0	5282	0	0				
298049																				160	46	3117		207				2704					0	0	0	0				
298218																				5888	1839	41162		1895				5742					0	23303	0	2495				
298245																				1959	7547	12851	311	593				2752					0	0	0	0	0			
299868																				1292	3577	30952		3732	3036			1493					0	15174	0	5684	Annuities			
300009																				2542	2855	39631		7586				2583					0	21338	0	2727				
300063																				4975	2738	14608		3773				3122					0	0	0	0				
300353																				1020	0	9907		387				2938					0	5562	0	0				
300933																				303	0	17181	840	1326	159	273		3209					0	7642	0	4701	Right of Lease Use	reclassify ATM Switch Clearing		
300942																				247	169	5582	151	203				1571					0	3392	0	0				
301574																				767	3697	43596		6393				3452					0	19742	5157	4388				
301800																				3452	10974	62773	2639	12580				5946					0	29821	0	0				
302030																				226	762	1142		137				17					0	0	0	0				
302133																				592	0	3085		106				245					0	2142	0	0				
302553																				2012	40	11704		1084				3596					0	4972	0	0				
302656																				7175	0	69903	4237	12422	1333			24753	5170	292	128		0	25553	0	0	EFT Settlement	Income Tax Refund Receivable		
303653																				50	0	2237		512				1675					0	0	0	0				
303701																				617	2005	8116		1309				1185					0	3000	0	0				
303747																				130	615	3704		256				453					0	2250	0	0				
303952																				2247	4093	20485		434				6947					0	6764	0	0				
304173																				10527	13470	75842		3727				3708					0	44410	0	0				
304520																				678	0	5296		152				778					0	1656	0	2032				
304575																				290	0	590		229				71					0	0	0	0				
304762																				255	376	2338		455				1252					0	0	0	0				
304913																			0	0	658	2704	0	2046	0	0	0	0	0	0	1910	0	0	0	0	0				
305059																				1242	0	5072		1093				2737					0	0	0	0				
305077																				354	600	7573		1808				752					0	3832	0	227				
305237																				142	897	8788		645				1016					0	6088	0	0				
305442																				1727	2967	22961		1228				2522					0	14517	0	0				
306056																				138	157	1653		161				962					0	235	0	0				
306159																				4978	0	17870	449	1115	666			2061					0	9716	0	0	Other Receivables			
306337																				596	0	17654		1464				5023					0	10163	0	408				
306908																				481	1768	36227		10922				2814					0	18064	0	2178				
307062																				373	1965	10062		1175				5272					0	1277	0	0				
307334																				2034	980	10820		1582				1644					0	4580	0	0				
307361																				2991	628	6873		1183				2071					0	0	0	0				
307679																				1695	3368	42056		3539				4828					0	21021	167	7438				
308256																				57	0	1284		129				1098					0	0	0	0				
308340																				1782	0	13021		1291				4715					0	3420	0	1813				
308836																				332	256	917		155				174					0	0	0	0				
309150																				1667	0	19850		2533				2301					0	0	13349	0				
309655																				8552	5856	40377		9955				10057					0	5957	0	0				
309851																				162	19	4299		1166				646					0	2306	0	0				
310754																				3199	0	27687		22646				1842					0	0	0	0				
310978																				20707	8903	131493		16964				8106	8359				0	66330	10483	0				
311050																				3248	0	19874		2766				5955					0	7905	0	0				
311144																				0	0	245		14				231					0	0	0	0				
311256																				1859	369	9272		3332				1473					0	2239	0	0				
311265																				560	0	11949		990				1364					0	9035	0	0				
311603																				7522	603	42495		23590				4260					0	0	6520	0				
311658																				365	637	2640		96				327					0	1215	0	0				
311845																				46281	182823	679653		276450				102723		81049			0	68272	3104	0				
311939																				1005	0	10064		658				1465					0	6936	0	0				
312244																				3357	0	31222		841				9712					0	17312	0	0				
312356																				114	0	2325		262				1949					0	0	0	0				
313009																				4032	2168	7336		132				1004					0	0	0	0				
313157																				371	0	4314		305				2761					0	877	0	0				
313223																				4195	3164	20860		3335				1957					0	6861	0	1348				
313577																				3008	3541	34073		3246				4444					0	16759	0	3075				
314257																				3946	0	17455		2365				4724					0	6420	0	0				
314444																				1654	0	7244		414				2503					0	2673	0	0				
315656																				298	0	1683		394				991					0	0	0	0				
316840																				26849	24074	203976	9970	22507				20773					0	77746	0	32027				
316859																				353	1327	4958		278				1683					0	1317	0	0				
316934																				0	63	1102		24				1015					0	0	0	0				
317258																				401	0	21644		1149				5112					0	13851	0	1131				
317342																				20795	44977	233390		25948				28512	10143				0	98123	15035	0				
317379																				676	2486	10806		2773				3810					0	1061	0	0				
318974																				26497	3689	135993		42104				7698					0	55132	0	873				
319047																				1818	749	11254		1912				2036					0	2523	0	2216				
319551																				9007	1110	35151		511				13020					0	11503	0	0				
320034																				152	108	2350		157				762					0	1171	0	0				
320052																				1620	0	11937	2435	5018				5299		2047			0	0	0	0	Rejectd Debit	Reject Debits		
320070																				1797	563	9091		402				565					0	5015	0	749				
320119																				18746	52661	526960		135110				59915	66042				0	260528	0	0				
321152																				358	0	3163		2110	1250	533		695					0	0	0	0	Subordinated Debt	Due From Affiliates		
321255																				38	0	649	71	252				359					0	0	0	0				
321273																				6254	5025	33526		3160				2292					0	16795	0	0				
321330																				53	334	2292		131				925					0	849	0	0				
321947																				2249	7335	31133	748	1352				3495		91	31		0	12606	0	4096				
322449																				646	31	2331		270				1384					0	0	0	0				
322551																				51	43	526		80				352					0	0	0	0				
323204																				11593	17815	62353		2649				8038					0	20273	0	1985				
323651																				587	1434	6915		724				4170					0	0	0	0				
324153																				1129	2549	10377		646				1610					0	4443	0	0				
324229																				399	104	761		85				173					0	0	0	0				
324256																				0	0	1151		34				1117					0	0	0	0				
324340																				31116	18371	155314	1692	15377	2416			16219	8526				0	72853	0	1378	Cinnaire			
324854																				345	1249	12350		1212				3839					0	5705	0	0				
324863																				3556	17194	68879	1801	2084				16579					0	29466	0	0				
324975																				1245	1467	6994		713				872					0	2594	103	0				
325141																				1073	3263	11441	1085	1085				1224					0	4796	0	0				
325459																				194	504	1041		52				291					0	0	0	0				
325534																				496	0	2942		848				1598					0	0	0	0				
326054																				806	1016	7984		1012				2143					0	3007	0	0				
326344																				2126	8326	27153		474				7373					0	6388	0	2466				
326858																				10533	12117	74257		19542				20481					0	11584	0	0				
326979																				973	5104	34352		4159				2449					0	19616	0	2051				
327220																				444	994	6515		610				1068					0	3399	0	0				
327305																				2196	2622	36896		12518				3329					0	16231	0	0				
327435																				1546	14113	37019		2080				2518					0	16762	0	0				
327556																				864	0	13496		363				3715					0	8554	0	0				
327855																				1579	0	24335		1144				3002					0	18610	0	0				
328058																				267	0	572		21				284					0	0	0	0				
328357																				7174	0	21903		8381				3449			7893		0	2899	0	0				
328656																				1937	0	8702		412				3912					0	2441	0	0				
328777																				15021	22663	134245	3439	11114	5921			12078					0	62285	1747	9337	SBIC - Investment			
329149																				910	0	6383		232				2717					0	2524	0	0				
329345																				4140	4532	45268		9194				4345					0	22419	638	0				
329550																				2977	2449	23052		2086				3088					0	8298	0	4154				
329952																			40	5639	4669	14766	672	725				3733					0	0	0	0				
330239																				541	460	15914		437				1574					0	11790	0	1112				
330248																				376	0	5840		261				1727					0	3476	0	0				
330855																				9087	11317	166251		52160	29539			19355					0	65802	0	8530	Purchased Tax Credits			
330949																				1924	918	11016		560				2380					0	5234	0	0				
331076																				1528	1326	15310		322				915					0	11219	0	0				
331375																				2402	323	5289		1740				824					0	0	0	0				
331544																				684	0	4530		193				471					0	3182	0	0				
331713																				2380	7563	31755		970				2212					0	14596	0	4034				
332224																				372	2259	18912		3478				2034					0	10769	0	0				
332671																				1316	817	8406		699				365					0	1132	4077	0				
332756																				430	0	1717		46				1241					0	0	0	0				
333034																				188	0	4522		2680				1654					0	0	0	0				
333203																				12161	9398	54528	5091	8414				5589					0	17589	0	1377				
333650																				851	0	17375		107				9245					0	7172	0	0				
333856																				713	1885	15466		755				2413					0	9700	0	0				
333940																				71	517	1290	95	95				607					0	0	0	0				
334264																				1244	5239	21007		1154				2780					0	10590	0	0				
335346																				2560	1684	10993		579				2640					0	1132	1187	1211				
336147																				536	600	3090		289				997					0	668	0	0				
336361																				199	200	1280		184				697					0	0	0	0				
336576																				1053	0	6210		3980				1177					0	0	0	0				
337340																				312	0	1014		110				592					0	0	0	0				
338646																				1668	0	12328		829				6140					0	2572	1119	0				
338945																				80	0	1279		103				1096					0	0	0	0				
339072																				588	0	46001		42935	28363			2478			11585		0	0	0	0	MSR Sale Receivable			
339353																				54	0	1730		2				809					0	436	0	429				
339456																				1115	0	5946	775	1995				2836					0	0	0	0				
339607																				12430	4753	33213		4373				4851					0	6806	0	0				
339773																				44021	29493	179928		28994				21078	24425				0	55000	0	1342				
339858																			0	248605	131414	1730784	0	754704		257974		176958	0	0	0	0	0	93142	321451	4510		Margin Accounts on Derivative Positions		
340135																				3635	7222	63408		15368	13292			6091					0	31092	0	0	LINQS+ Annuities			
340144																				9633	7912	50031		2221				5023					0	25242	0	0				
340256																				5414	1437	14488		3836				2634					0	1167	0	0				
340443																				436	1606	5184		222				792					0	2128	0	0				
340742																				2204	3518	16434	447	1343				2781	561				0	6588	0	0				
340751																				1774	0	32189		1249				5705					0	23461	0	0				
341310																				3498	4772	42942		9165				4069					0	21438	0	0				
342054																				396	0	4522		1815				2311					0	0	0	0				
342410																				24111	34949	254610	8262	29090	8617			20440					0	120587	0	25433	RABBI TRUST - DEFERRED COMP ASSET			
342634																				36854	29306	659353		218803	69284			74249					0	119278	179136	1727	O/A Investment in Partnerships			
343051																				49	2082	7222		328				376					0	4387	0	0				
343248																				29	133	655	28	28				465					0	0	0	0				
343770																				86	92	788		28				582					0	0	0	0				
343903																				5072	1647	35464		11851				3712					0	11583	0	1599				
343958																				570	0	4175		89				2741					0	775	0	0				
344647																				3380	15483	48031	1664	3429	300			6118					0	19621	0	0	Dealer Reserve			
344852																				40	0	2324		0				756					0	1528	0	0				
345309																				11799	8696	85665	1385	4144	1314			5804			1372		0	55222	0	0	Federal Income Tax Receivable			
345345																				1943	0	12235	580	973				9319					0	0	0	0				
345747																				5680	4349	31776	1083	2738				3292					0	11653	0	4064				
345756																				22597	1665	40588	632	4594				1847			616		414	9471	0	0				
345877																				903	1941	25835		1828				3353					0	13466	3781	563				
346379																				5123	0	14027		2304				2309					0	4291	0	0				
346566																				145	0	389		27				217					0	0	0	0				
346771																				318	424	2400		721				937					0	0	0	0				
347022																				354	1346	2990		192				784					0	314	0	0				
347639																				5948	0	20202		2727				1755					0	6680	0	3092				
347956																				2466	0	17453		13341				1646	5780				0	0	0	0				
348159																				3726	577	9277		776				1048					0	3150	0	0				
348720																				644	1816	21359		1318				3546					0	12875	1160	0				
349129																				236	0	8034		238				962					0	6598	0	0				
349343																				415	0	2752		506				1831					0	0	0	0				
350657																				18	0	252		21				213					0	0	0	0				
350750																				993	0	2359		303				1063					0	0	0	0				
351131																				0	717	1447	102	102				457					0	0	0	171				
351560																				1033	3000	12418		1780				758					0	5847	0	0				
351878																				299	488	1781		491				503					0	0	0	0				
352370																				230	433	6379		377				950					0	4389	0	0				
352651																				335	0	2067		611				1121					0	0	0	0				
352745																				1799	0	9831		501				1989					0	5542	0	0				
352772																				16549	132768	790711		259011	193160			64914					0	140846	172170	4453	Low Income Housing Tax Credits			
353238																				1314	816	14472		2015				2105					0	4001	1067	3154				
353546																				327	297	6111		310				1297					0	3880	0	0				
353555																			2192	6249	0	106207	10240	35552				41687	13214				0	20395	0	2324				
353957																				189	0	1060		52				819					0	0	0	0				
354253																				300	102	2863		30				628					0	1803	0	0				
354310																				39617	17832	251444	11436	29501				29101			8643		0	112904	22489	0				
354552																				3636	1782	22735		4037				3807					0	9473	0	0				
354851																				274	0	2981		197				1145					0	1365	0	0				
355120																				569	3236	21591		764				2243					0	12505	0	2274				
355559																				2911	802	16726		990				1765					0	10258	0	0				
355858																				4047	24376	51339		2511	853			11070					0	9335	0	0	Unposted Debits DDA & SAV			
356239																				1400	0	10684		530				5243					0	2856	0	655				
356659																				323	150	1976		0				1503					0	0	0	0				
