"IDRSSD"	RIAD3210	RIAD3217	RIAD4340	RIAD4356	RIAD4415	RIAD4460	RIAD4470	RIADB507	RIADB508	RIADB509	RIADB510	RIADB511	
621151	22171	20657	631	0	0	332	0	0	20657	0	0	1215	
621357	58629	52254	11053	0	0	4981	0	0	52254	168	0	135	
621441	35341	30435	3288	0	0	1500	0	0	30435	0	0	3118	
622037	58074	48782	14077	0	0	6090	0	0	48782	0	0	1305	
622774	308697	266841	36243	0	0	10323	0	0	266841	0	0	15936	
623052	49364	41363	8389	0	0	4406	0	0	41363	0	0	4018	
623454	49249	41166	8898	0	0	6612	0	0	41166	0	0	5797	
623548	22147	18418	2613	0	0	153	0	0	18418	-33	0	1302	
623874	39032	37300	1009	0	0	0	0	0	37300	0	0	723	
624246	53568	48350	7710	0	0	3176	0	0	48350	0	0	684	
624648	24640	22256	1510	0	0	0	0	0	22256	0	0	874	
624778	153162	146208	2997	0	0	0	0	0	146208	0	0	3957	
624956	19232	17571	2211	0	0	550	0	0	17571	0	0	0	
625056	11899	9857	1960	0	0	792	0	0	9857	0	0	874	
625065	58013	36409	3204	0	15595	0	0	-58	36351	0	0	2863	
625159	75549	80003	14458	0	0	30000	0	0	80003	0	0	11088	
625757	33573	29008	5895	0	0	3800	0	0	29008	0	0	2470	
625850	50445	46851	5418	0	0	1824	0	0	46851	0	0	0	
625953	17365	14153	1527	0	0	885	0	0	14153	0	0	2570	
626101	222580	204929	16295	0	0	150	0	0	204929	0	0	1506	
627108	208908	192517	10976	0	0	0	0	187	192704	0	0	5228	
627854	107855	96552	11303	0	0	0	0	0	96552	0	0	0	
628039	16370	12488	3130	0	0	1608	0	0	12488	0	0	2360	
628123	21338	17726	185	0	0	210	0	0	17726	20	0	3617	
628356	30833	29153	5034	0	0	3900	0	0	29153	0	0	546	
628552	42997	38078	5025	0	1110	2709	0	0	38078	0	0	1493	
629148	11703	9231	2130	0	0	1609	0	0	9231	0	0	1951	
629353	97590	42617	10750	0	41000	2650	0	0	42617	41	0	5832	
629522	44327	18009	5065	20144	0	0	0	0	18009	0	0	1109	
629746	17205	14729	1443	0	0	311	0	0	14729	0	0	1344	
630041	3329	3105	259	0	0	145	0	0	3105	0	0	110	
630340	11232	9138	1202	0	0	0	0	0	9138	0	0	892	
630555	57902	45790	10533	0	0	5880	0	0	45790	0	0	7459	
630658	64275	52164	8665	0	0	5160	0	0	52164	0	0	8606	
631039	30849	27315	2943	0	98	20	0	0	27315	9	0	504	
631150	37226	34451	3134	0	0	1215	0	0	34451	0	0	856	
631178	41623	35427	5509	0	0	376	0	0	35427	0	0	1063	
631422	184375	163823	23195	0	0	11349	0	0	163823	0	0	8706	
631570	118539	121109	7433	0	495	10500	0	0	121109	0	0	2	
632410	66774	55008	7163	0	-1343	1555	0	0	55008	0	0	7501	
632607	137557	122885	6847	0	0	0	0	0	122885	0	0	7825	
632858	68185	64306	10438	0	0	8000	0	0	64306	0	0	1441	
633378	714644	698889	32941	0	0	25564	0	0	698889	3245	0	5133	
633640	19634	17027	328	0	0	45	0	-74	16953	0	0	2398	
634544	21406	18688	4639	0	0	2000	0	0	18688	0	0	79	
634955	29485	26251	2850	0	0	2565	0	0	26251	0	0	2949	
635840	63250	54893	10693	0	0	9550	0	0	54893	0	0	7214	
635907	115421	106483	3832	0	0	0	0	0	106483	0	0	5106	
636276	89315	83725	5399	0	0	0	0	0	83725	0	0	191	
636753	12520	11469	457	0	0	200	0	0	11469	0	0	794	
636771	490911	478188	71967	0	0	71500	0	0	478188	0	0	12256	
637170	67185	68096	8698	0	0	10000	0	0	68096	0	0	391	
637451	1505737	1469491	134982	0	0	134000	0	0	1469491	3994	0	31270	
637554	96576	88239	18618	0	0	12105	0	0	88239	0	0	1824	
638131	28027	24364	1756	0	0	1280	0	0	24364	0	0	3187	
638355	26686	26175	4536	0	0	4025	0	0	26175	0	0	0	
638850	44517	40576	3361	0	0	840	0	0	40576	0	0	1420	
639549	95689	81218	9236	0	0	1984	0	0	81218	0	0	7219	
639567	553548	514307	514241	0	0	475000	0	0	514307	0	0	0	
639633	30739	27669	4403	0	0	2172	0	0	27669	0	0	839	
639857	4561	4026	898	0	0	584	0	0	4026	0	0	221	
640143	19686	11218	369	2854	4820	100	0	0	11218	0	0	525	
640246	64137	59115	3600	0	0	1726	0	0	59115	0	0	3148	
640442	30756	27927	3348	0	0	923	0	0	27927	61	0	343	
640956	25168	21194	4421	0	0	2900	0	0	21194	0	0	2453	
641449	10553	6880	1501	0	0	642	0	0	6880	0	0	2814	
641579	31264	27286	2620	0	0	2013	0	0	27286	0	0	3371	
642437	25026	20365	2760	0	0	1680	0	0	20365	0	0	3581	
643078	106098	99905	11863	0	0	0	0	0	99905	-5670	0	0	
643274	5443	4726	-23	0	0	3	0	189	4915	0	0	554	
643340	95785	47479	0	-30528	0	0	0	0	47479	71780	0	7054	
643658	16780	15721	734	0	0	0	0	0	15721	0	0	325	
644057	8356	7616	1040	0	0	300	0	0	7616	0	0	0	
644141	12434	10379	617	0	0	185	0	0	10379	0	0	1623	
644646	34606	31619	2179	0	0	748	0	0	31619	0	0	1556	
644776	26072	23717	807	0	400	0	0	0	23717	0	0	1148	
644842	27748	25795	3974	0	0	2500	0	0	25795	0	0	479	
644954	9534	8787	1457	0	290	1000	0	0	8787	0	0	0	
644963	16793	14781	2280	0	0	305	0	0	14781	0	0	37	
645157	22756	21565	6149	0	0	5413	0	0	21565	0	0	455	
645317	190167	165541	15261	0	0	4558	0	0	165541	28	0	13895	
645465	304840	261868	33260	0	0	0	0	0	261868	8084	0	1628	
645540	35042	31746	3324	0	0	0	0	0	31746	-185	0	157	
645577	30417	27834	2564	0	0	0	0	0	27834	0	0	19	
645625	4160467	2728605	249684	1059681	150000	111000	0	0	2728605	0	0	83497	
646042	13353	11534	2255	0	0	1445	0	0	11534	0	0	1009	
646145	35882	28748	4829	0	0	1734	0	0	28748	0	0	4039	
646172	167276	156634	10642	0	0	0	0	0	156634	0	0	0	
646444	35536	31581	3955	0	0	0	0	0	31581	0	0	0	
646471	3997	3959	38	0	0	0	0	0	3959	0	0	0	
646556	51828	49866	8683	0	0	6800	0	0	49866	0	0	79	
646743	53430	45599	5720	0	0	3500	0	0	45599	0	0	5611	
646873	25951	22893	2836	0	0	0	0	0	22893	0	0	222	
647218	74534	67673	7918	0	0	4581	0	0	67673	0	0	3524	
647245	21443	19262	4027	0	0	2016	0	0	19262	962	0	-792	
647414	14074	11248	1037	0	0	0	0	0	11248	0	0	1789	
647759	9105	5840	2478	0	0	1494	0	0	5840	0	0	2281	
647777	19041	17564	734	0	0	0	0	0	17564	0	0	743	
647955	10677	9284	1425	0	0	450	0	0	9284	0	0	418	
648130	133793	124440	7809	0	0	500	0	0	124440	445	0	1599	
648242	302853	282995	30370	0	0	14749	0	0	282995	0	0	4237	
648251	29514	27258	5050	0	0	3060	0	0	27258	0	0	266	
648345	13283	11047	2412	0	500	1109	0	0	11047	0	0	433	
648550	16300	15137	2926	0	0	1750	0	0	15137	0	0	-13	
649342	59243	54734	6298	0	0	3450	0	0	54734	0	0	1661	
649632	6705	5932	94	0	200	0	0	0	5932	0	0	479	
651121	51686	45132	4146	0	0	1166	0	0	45132	-211	0	3785	
651149	6227	5856	894	0	0	833	0	0	5856	0	0	310	
651158	15832	11648	2061	0	0	925	0	0	11648	0	0	3048	
651448	69943	67639	2304	0	0	0	0	0	67639	0	0	0	
651541	26400	21198	3050	0	2350	800	0	0	21198	0	0	602	
651859	731828	621301	131981	0	0	51000	0	0	621301	0	0	29546	
651952	18178	16066	2670	0	70	1090	0	0	16066	0	0	462	
652043	46325	40651	5196	0	0	4000	0	0	40651	0	0	4478	
652070	17400	16886	514	0	0	0	0	0	16886	0	0	0	
652874	1207877	1328305	164785	0	59258	329258	0	0	1328305	0	0	-15213	
652959	2477	2378	191	0	0	95	0	3	2381	0	0	0	
653134	60566	51677	8621	0	0	3930	0	0	51677	0	0	4198	
653433	19233	16298	1662	0	0	1100	0	0	16298	0	0	2373	
653611	98341	88926	10339	0	0	2677	0	0	88926	0	0	1753	
653778	41299	36101	2345	0	0	0	0	0	36101	0	0	2853	
653947	40676	37176	5021	0	0	2866	0	0	37176	0	0	1345	
654047	15500	15395	-982	0	1000	0	0	0	15395	0	0	87	
654300	28021	26709	416	0	0	0	0	0	26709	0	0	896	
654579	13487	13254	233	0	0	0	0	0	13254	0	0	0	
655530	8458	6863	585	0	1000	158	0	0	6863	0	0	168	
655839	61512	56176	15158	0	0	12793	0	0	56176	0	0	2971	
656032	29322	24114	2589	0	0	750	0	0	24114	0	0	3369	
656377	3055489	3007190	248748	0	0	209000	0	0	3007190	0	0	8551	
656470	292151	240645	38230	0	0	5365	0	0	240645	500	0	18141	
656658	34779	23777	1929	0	8500	0	0	353	24130	0	0	220	
656779	23546	23045	323	0	0	0	0	0	23045	0	0	178	
657178	21132	21010	253	0	0	0	0	0	21010	0	0	-131	
657271	359688	324049	23104	0	0	0	0	0	324049	0	0	12535	
657365	872647	812512	84169	0	0	51500	0	0	812512	0	0	27466	
657459	369052	317491	32156	0	20000	7500	0	0	317491	0	0	6905	
657758	16500	14626	1809	0	0	911	0	0	14626	0	0	976	
657954	17194	12826	1705	0	850	230	0	0	12826	0	0	2043	
658072	7173	6990	183	0	0	0	0	0	6990	0	0	0	
658474	34473	34355	118	0	0	0	0	0	34355	0	0	0	
658924	24292	22730	2655	0	0	1450	0	0	22730	0	0	357	
659341	58819	46677	6964	0	0	0	0	0	46677	0	0	5178	
659556	28386	24550	5532	0	0	2280	0	0	24550	0	0	584	
659640	13623	13440	229	0	0	18	0	0	13440	0	0	-28	
659855	3371314	3264256	332663	0	0	369400	0	0	3264256	0	0	143795	
660066	13284	9835	2525	0	0	1170	0	0	9835	0	0	2094	
660253	13976	12321	1805	0	0	150	0	0	12321	0	0	0	
660271	39614	33534	4842	0	26	3000	0	0	33534	0	0	4212	
660570	42655	42239	-586	0	0	0	0	0	42239	235	0	767	
660655	538080	462365	67784	0	0	22775	0	0	462365	0	0	30706	
660879	9345	8300	917	0	0	0	0	0	8300	128	0	0	
660927	71202	65032	7069	0	0	1440	0	0	65032	551	0	-10	
661072	22249	20864	1131	0	0	0	0	-7	20857	32	0	229	
661223	32135	29880	2938	0	0	1816	0	0	29880	0	0	1133	
661308	812710	721911	107332	0	0	50000	0	0	721911	6918	0	26549	
661474	33548	33274	274	0	0	0	0	0	33274	0	0	0	
662350	9174	8105	821	0	0	192	0	0	8105	0	0	440	
662369	442092	424363	47435	0	0	40000	0	0	424363	2211	0	8083	
662949	68971	64087	8182	0	0	7650	0	0	64087	0	0	4352	
663245	3197586	3570445	-361094	0	0	79546	0	0	3570445	0	0	67781	
663638	9995	7591	999	0	0	374	0	0	7591	0	0	1779	
663656	4330	9096	-5515	0	2399	0	0	-1650	7446	0	0	0	
663834	697384	634099	65502	0	0	15000	0	0	634099	0	0	12783	
663955	76563	70793	13539	0	0	6600	0	0	70793	0	0	-1169	
664206	577879	541857	39504	0	2500	5300	0	0	541857	0	0	-682	
664653	51894	39527	5774	0	5450	0	0	0	39527	0	0	1143	
664756	7369747	7419290	556320	0	0	607191	0	0	7419290	0	0	1328	
665146	35781	32483	1364	0	0	420	0	0	32483	0	0	2354	
665258	16910	15384	2975	0	0	1466	0	0	15384	0	0	17	
665865	96652	80127	10718	0	0	3023	0	0	80127	0	0	8830	
666059	116580	110597	18872	0	0	14100	0	0	110597	0	0	1211	
666358	8444	8430	607	0	0	1172	0	0	8430	0	0	579	
666554	132766	117972	15169	0	0	750	0	0	117972	0	0	375	
666844	29776	26315	2970	0	0	1206	0	0	26315	0	0	1697	
666974	32876	31495	1148	0	0	0	0	0	31495	0	0	233	
667029	34819	30121	7667	0	0	8703	0	0	30121	0	0	5734	
667346	15686	12734	1555	0	0	314	0	0	12734	0	0	1711	
667524	23444	21054	2647	0	0	1300	0	0	21054	0	0	1043	
667551	9104	6347	1242	0	0	400	0	0	6347	0	0	1915	
667757	1130219	1102091	73324	0	0	105300	0	0	1102091	7995	0	52109	
668053	6983	6375	698	0	0	90	0	0	6375	0	0	0	
668147	21472	18577	3950	0	0	1870	0	0	18577	0	0	815	
669555	105027	91921	10340	0	0	2386	0	0	91921	0	0	5152	
670430	18354	13823	828	0	822	356	0	0	13823	0	0	3237	
670467	272899	180744	30709	72528	0	26000	0	0	180744	264	0	14654	
670560	275484	259112	16256	0	0	0	0	0	259112	-126	0	242	
670654	8305	8593	2113	0	0	2401	0	0	8593	0	0	0	
670748	16212	5539	1734	2849	6250	1000	0	0	5539	0	0	840	
670878	63637	62425	-243	0	0	0	0	0	62425	0	0	1455	
671053	7317	6388	864	0	0	211	0	0	6388	0	0	276	
671147	80757	70429	12537	0	0	3960	0	0	70429	0	0	1751	
671334	357979	317407	33744	0	-165	1000	0	0	317407	0	0	7993	
671464	2366522	2212861	75599	0	59359	65500	0	0	2212861	4639	0	79564	
671558	123683	105412	22884	0	0	11280	0	0	105412	0	0	6667	
672238	8590	7504	320	0	0	125	0	0	7504	0	0	891	
672247	16079	13712	1045	0	0	540	0	0	13712	0	0	1862	
672537	51671	43548	4490	0	0	580	0	0	43548	0	0	4213	
672573	27903	27364	313	0	0	0	0	0	27364	0	0	226	
673244	17111	16030	1136	0	0	860	0	0	16030	0	0	805	
673440	1189776	956142	148348	0	0	0	0	0	956142	0	0	85286	
673477	11306	11091	43	0	0	0	0	0	11091	0	0	172	
673851	16931	15657	2427	0	0	1430	0	0	15657	0	0	277	
673909	479708	431755	54551	0	0	7026	0	0	431755	436	0	-8	
674344	16366	15010	2163	0	0	807	0	0	15010	0	0	0	
674849	207997	195952	16655	0	0	18334	0	0	195952	0	0	13724	
675042	14602	12994	1858	0	0	1075	0	0	12994	0	0	825	
675079	48523	40877	7826	0	0	2370	0	0	40877	380	0	1810	
675248	12021	8926	1120	0	0	0	0	0	8926	0	0	1975	
675341	3719	3110	-194	0	0	0	0	0	3110	0	0	803	
675659	13600	9382	1266	0	0	0	0	0	9382	0	0	2952	
675855	12388	12147	1279	0	0	1150	0	0	12147	0	0	112	
676049	25020	22866	2513	0	0	1350	0	-110	22756	0	0	1101	
676151	47332	40033	6138	0	0	2000	0	0	40033	0	0	3161	
677176	524297	649362	61793	0	1270	202013	0	0	649362	0	0	13885	
677354	8665	4970	2016	0	0	1185	0	0	4970	0	0	2864	
677448	40951	34570	6608	0	0	1703	0	0	34570	0	0	1476	
677644	218073	197781	19262	0	0	10760	0	0	197781	0	0	11790	
677756	20724	17644	1772	0	0	610	0	0	17644	0	0	1918	
677970	25477	22692	2446	0	0	0	0	0	22692	0	0	339	
678052	6630	5424	718	0	0	225	0	0	5424	0	0	713	
678070	73266	68025	2441	0	0	0	0	0	68025	0	0	2800	
678258	6144	5845	860	0	0	700	0	0	5845	0	0	139	
678454	27238	24778	1835	0	0	425	0	0	24778	0	0	1050	
678557	18486	16942	2316	0	0	1410	0	0	16942	0	0	638	
678744	41149	37869	4907	0	0	4150	0	0	37869	0	0	2523	
679451	9897	8630	900	0	0	400	0	0	8630	0	0	767	
680130	101796	85812	14039	0	5000	8000	0	0	85812	0	0	4945	
680457	185563	181336	36936	0	0	32800	0	0	181336	0	0	91	
680813	527939	432271	55220	0	0	10082	0	0	432271	1523	0	49007	
681043	11953	11238	752	0	0	650	0	0	11238	0	0	613	
681249	5284	4950	484	0	0	150	0	0	4950	0	0	0	
682143	122171	106294	12725	0	7173	5151	0	0	106294	0	0	1130	
682563	4541125	3822207	662157	0	0	352292	0	0	3822207	0	0	409053	
682648	18873	12895	1583	0	200	599	0	0	12895	0	0	4794	
683449	66280	56710	5755	0	0	1750	0	0	56710	0	0	5565	
683814	51207	43825	6361	0	0	1757	0	0	43825	0	0	2778	
684455	158524	144015	17649	0	10000	14781	0	0	144015	0	0	1641	
685023	11312	9698	1157	0	0	348	0	0	9698	0	0	805	
685676	245319	227570	17588	0	0	7100	0	0	227570	0	0	7261	
686459	38884	33812	5642	0	0	1830	0	0	33812	0	0	1260	
686570	7376	6302	502	0	0	0	0	0	6302	0	0	572	
686758	25779	23308	1174	0	0	1100	0	0	23308	0	0	2397	
687054	15384	14582	807	0	300	391	0	0	14582	0	0	86	
687830	20617	19022	3962	0	0	3100	0	0	19022	0	0	733	
687951	250237	231253	18859	0	0	6140	0	0	231253	0	0	6265	
688079	1258897	1327309	26587	0	0	94999	0	0	1327309	0	0	0	
688453	9051	8287	727	0	0	389	0	0	8287	0	0	426	
688556	16495	14631	2118	0	0	1135	0	0	14631	0	0	881	
689209	310889	289956	12752	0	0	0	0	0	289956	0	0	8181	
689357	69450	55945	9137	0	0	5490	0	0	55945	0	0	9858	
689759	21017	17749	2356	0	0	282	0	0	17749	-8	0	1202	
691042	3858	2854	342	0	0	240	0	0	2854	0	0	902	
691743	13795	14045	698	0	0	948	0	0	14045	0	0	0	
691958	111696	103251	2330	0	5000	500	0	0	103251	290	0	1325	
692450	29684	27384	3791	0	0	1593	0	0	27384	0	0	102	
692704	53829	47607	6181	0	0	0	0	41	47648	0	0	0	
692946	50943	44868	6256	0	0	2780	0	0	44868	36	0	2563	
693073	5008	5152	-144	0	0	0	0	0	5152	0	0	0	
693224	5716082	3474844	318496	1559092	385000	125000	0	0	3474844	0	0	103650	
693345	640560	556489	81850	0	930	44313	0	0	556489	0	0	45604	
693952	35471	31077	5193	0	0	1350	0	0	31077	0	0	551	
694146	3561	1629	-500	0	2100	0	0	0	1629	0	0	332	
694771	5637	5125	512	0	0	0	0	0	5125	0	0	0	
694847	66083	57064	9170	0	0	2635	0	0	57064	0	0	2484	
694904	8144855	8579156	-129429	0	-504438	0	0	0	8579156	48207	0	151359	
695349	76279	62321	12377	0	0	2710	0	0	62321	0	0	4291	
695947	23532	7546	2313	13625	-158	623	0	0	7546	0	0	829	
696047	15700	14181	938	0	0	428	0	0	14181	0	0	1009	
696168	45390	47510	-2120	0	0	0	0	0	47510	0	0	0	
696430	82044	71857	9100	0	0	6599	0	0	71857	0	0	7686	
696645	16900	14302	1789	0	0	212	0	0	14302	0	0	1021	
697035	12871	11763	1616	0	0	1085	0	0	11763	0	0	577	
697147	28213	23640	109	0	0	198	0	0	23640	0	0	4662	
697156	65391	58786	12714	0	780	8600	0	0	58786	0	0	1711	
697231	67952	64449	12503	0	0	9000	0	0	64449	0	0	0	
697763	629879	591386	115165	0	0	152860	777	0	591386	0	0	76965	
697950	8565	6826	1444	0	0	0	0	0	6826	0	0	295	
698144	109658	102265	15326	0	0	13000	0	0	102265	0	0	5067	
698546	20360	18207	2398	0	0	1261	0	0	18207	0	0	1016	
698649	65150	56532	9621	0	0	4738	0	26	56558	0	0	3709	
699105	129093	112635	6856	0	0	0	0	0	112635	0	0	9602	
699253	14607	12850	2657	0	0	1024	0	0	12850	0	0	124	
700140	7900	7094	1014	0	0	454	0	0	7094	0	0	246	
700252	11779	9872	922	0	0	464	0	0	9872	0	0	1449	
700430	17426	12877	2060	0	0	0	0	0	12877	0	0	2489	
700458	25475	22275	3546	0	0	1450	0	0	22275	0	0	1104	
701062	633711	615441	85474	0	-46750	47609	0	0	615441	0	0	27155	
701222	120160	111998	14378	0	0	10896	0	0	111998	0	0	4680	
701839	55447	24208	14540	0	0	6579	0	0	24208	0	0	23278	
701857	5683	5040	1114	0	0	726	0	0	5040	0	0	255	
702117	1848419	1488114	160243	253199	0	105000	0	0	1488114	0	0	51863	
702612	147120	115866	30394	0	0	5000	0	0	115866	0	0	5860	
702836	21643	20016	1824	0	0	307	0	0	20016	0	0	110	
702911	79754	56990	13404	0	0	2000	0	0	56990	0	0	11360	
703039	33145	30570	2129	0	0	600	0	0	30570	0	0	1046	
703552	208006	199801	40026	0	0	38000	0	0	199801	0	0	6179	
703767	472495	428753	42452	0	0	14200	0	0	428753	0	0	15490	
705378	14503	12665	1442	0	120	220	0	0	12665	0	0	496	
705556	22885	15487	3446	0	0	1750	0	0	15487	0	0	5702	
706030	21066	17695	3459	0	0	1704	0	0	17695	0	0	1616	
706058	17946	15501	2505	0	0	930	0	0	15501	0	0	870	
706236	20231	18651	1067	0	0	589	0	0	18651	819	0	283	
706254	27156	23026	3459	0	0	1582	0	0	23026	0	0	2253	
706450	3151	2758	-20	0	0	0	0	0	2758	0	0	413	
706656	21325	16731	2551	0	0	1080	0	0	16731	0	0	3123	
707354	543347	482747	74810	0	0	35438	0	0	482747	0	0	21228	
708379	26346	22229	2117	0	0	0	0	0	22229	0	0	2000	
709143	59122	54140	5433	0	0	8250	0	0	54140	0	0	7799	
709451	15988	15368	2095	0	0	1959	0	0	15368	0	0	484	
709554	30812	25669	9239	0	0	6310	0	0	25669	0	0	2214	
709602	220667	189240	22214	0	0	7000	0	0	189240	0	0	16213	
709639	58948	43911	8379	0	0	1185	0	0	43911	0	0	7843	
709956	10684	9085	-550	0	0	0	0	0	9085	1543	0	606	
710176	69287	46782	9124	19677	0	7000	0	0	46782	0	0	704	
710859	35511	29287	8320	0	0	5472	0	0	29287	0	0	3376	
711472	223652	199646	22714	0	0	6094	0	0	199646	-10000	0	17386	
711520	11231	10281	204	0	0	0	0	0	10281	0	0	746	
711548	48019	42749	7474	0	0	4908	0	0	42749	0	0	2704	
711753	13528	12013	1966	0	0	532	0	0	12013	0	0	81	
711801	82104	76615	1398	0	0	0	0	0	76615	1	0	4090	
712059	94885	86682	9641	0	0	5586	0	0	86682	0	0	4148	
712648	27115	26657	4033	0	0	3700	0	0	26657	0	0	125	
712956	39152	35599	4123	0	0	631	0	0	35599	0	0	61	
713252	17325	13681	2464	0	1000	511	0	0	13681	0	0	691	
713476	64789	59238	2946	0	17	500	0	0	59238	187	0	2901	
713926	107982	87651	11253	0	2000	3696	0	0	87651	0	0	10774	
714165	9767	8527	564	0	0	340	0	0	8527	0	0	1016	
714437	24610	22231	1414	0	450	0	0	0	22231	0	0	515	
714839	32704	28454	4231	0	0	590	0	0	28454	0	0	609	
714978	48144	46511	629	0	0	0	0	0	46511	0	0	1004	
715032	19927	18523	1969	0	0	266	0	-411	18112	0	0	112	
715050	44062	42423	3525	0	0	3273	0	0	42423	0	0	1387	
715144	52213	46872	11471	0	0	6200	0	0	46872	0	0	70	
715340	97922	89601	13260	0	0	7700	0	0	89601	0	0	2761	
715470	10911	10568	1152	0	0	834	0	0	10568	25	0	0	
715630	29337	23353	3011	0	0	2080	0	0	23353	0	0	5053	
715872	53479	48415	5450	0	0	350	0	0	48415	0	0	-36	
715975	9891	9508	244	0	0	0	0	0	9508	0	0	139	
716374	133481	109970	16608	0	0	4440	0	0	109970	0	0	11343	
716833	189446	172226	10539	0	0	6000	0	0	172226	0	0	12681	
716851	13643	2453	5068	0	0	2850	0	0	2453	0	0	8972	
716954	33599	28132	4431	0	0	1761	0	0	28132	0	0	2797	
717232	7851	6392	986	0	29	925	0	0	6392	0	0	1369	
717670	37617	29445	594	0	7594	0	0	0	29445	0	0	-16	
717737	188564	149776	35746	0	0	15225	0	0	149776	0	0	18267	
717924	424415	338431	59870	0	0	35000	0	0	338431	0	0	61114	
718145	80374	69917	9506	0	1285	6100	0	0	69917	0	0	5766	
718275	33852	29948	3982	0	0	2336	0	0	29948	0	0	2258	
718538	42002	37942	3672	0	0	2042	0	0	37942	0	0	2430	
719030	10560	9228	833	0	0	120	0	0	9228	0	0	619	
719610	21633	19675	1396	0	0	88	0	0	19675	0	0	650	
719656	47266	41432	5043	0	0	1270	0	0	41432	0	0	2061	
719964	23728	21085	3733	0	0	1700	0	0	21085	0	0	610	
720157	6907	6712	554	0	0	498	0	0	6712	0	0	139	
720344	17586	14449	2716	0	0	1200	0	0	14449	0	0	1621	
720746	59455	51317	8227	0	0	5035	0	0	51317	0	0	4946	
720858	10600	9060	1887	0	0	1800	0	0	9060	0	0	1453	
721350	76564	68227	11177	0	0	3820	0	0	68227	0	0	980	
721752	7106	4960	322	0	0	74	0	0	4960	0	0	1898	
721949	76355	69866	9004	0	0	6250	0	0	69866	0	0	3735	
722227	17742	14787	-221	2565	0	0	0	0	14787	0	0	611	
722432	58144	52449	4597	0	0	1532	0	0	52449	0	0	2630	
722544	554120	488156	43709	0	0	5000	0	0	488156	0	0	27255	
722777	14170802	12644664	1390954	1252553	56419	1380000	0	0	12644664	0	0	206212	
722816	92773	79564	5939	0	0	4691	0	0	79564	0	0	11961	
723112	24648000	22064000	2848000	0	0	1950000	0	0	22064000	160000	0	1526000	
723158	13991	12564	1182	0	0	541	0	0	12564	0	0	786	
723550	6462	3549	1671	0	0	1036	0	0	3549	0	0	2278	
723653	35903	35475	6281	0	0	8000	0	0	35475	0	0	2147	
724744	77171	66136	9236	0	0	3150	0	207	66343	0	0	4742	
724904	54924	53430	4098	0	0	2985	0	0	53430	0	0	381	
724940	9271	8938	661	0	0	328	0	0	8938	0	0	0	
725077	40181	40878	2118	0	0	4032	0	0	40878	341	0	876	
725732	576230	521395	50026	0	0	0	0	0	521395	0	0	4809	
726458	8996	8189	1075	0	0	690	0	0	8189	0	0	422	
726953	171923	165324	9978	0	0	5000	0	0	165324	0	0	1621	
727174	155719	154348	22489	0	0	21118	0	0	154348	0	0	0	
728948	65605	51396	7636	0	0	2800	0	0	51396	0	0	9373	
728957	26711	20142	4562	0	0	3753	0	0	20142	0	0	5760	
729011	68637	59841	7507	0	0	1425	0	0	59841	0	0	2714	
729057	15359	12742	1700	0	0	420	0	0	12742	0	0	1337	
729178	25748	24697	1300	0	0	570	0	0	24697	0	0	321	
729310	138225	140641	-1720	0	-73	4400	0	0	140641	0	0	3777	
729842	28212	21199	4277	0	0	1440	0	0	21199	0	0	4176	
729945	13779	12548	976	0	751	496	0	0	12548	0	0	0	
731050	30474	27556	3310	0	0	1200	0	0	27556	0	0	808	
731247	602537	541559	61441	0	-141	26318	0	0	541559	0	0	25996	
731957	2832	2446	151	0	0	0	0	0	2446	0	0	235	
732178	116702	102696	21061	0	0	8900	0	0	102696	0	0	1845	
732253	30584	30013	1298	0	0	506	0	0	30013	0	0	-221	
732637	9533	6543	373	0	1035	200	0	0	6543	0	0	1782	
732758	56834	53797	5369	0	0	2950	0	0	53797	0	0	618	
732954	8507	6234	1211	0	0	340	0	0	6234	0	0	1402	
733540	17337	16404	2133	0	0	1200	0	0	16404	0	0	0	
733559	44002	41578	3373	0	0	1253	0	0	41578	0	0	304	
733661	36894	30229	5208	0	0	0	0	0	30229	0	0	1457	
733755	13146	11677	3248	0	0	2000	0	0	11677	0	0	221	
733951	20683	14422	3395	0	0	1650	0	0	14422	0	0	4516	
734248	42096	35432	3752	0	0	2195	0	0	35432	0	0	5107	
734350	86560	74494	5997	0	4000	0	0	0	74494	0	0	2069	
734538	164695	156538	8688	0	0	4138	0	0	156538	0	0	3607	
734613	66498	60251	5500	0	0	2242	0	0	60251	0	0	2989	
735067	67778	62666	8063	0	0	3000	0	0	62666	49	0	0	
735414	8079	7987	888	0	0	796	0	0	7987	0	0	0	
735441	157574	147923	17877	0	0	8500	0	0	147923	0	0	274	
735973	13377	12099	354	0	0	0	0	0	12099	0	0	924	
736158	6016	6629	532	0	0	1690	0	0	6629	0	0	545	
736550	41063	36639	5226	0	0	3438	0	0	36639	0	0	2636	
737548	100970	90369	11497	0	0	4835	0	0	90369	0	0	3939	
738013	108315	97825	25860	0	0	22031	0	0	97825	0	0	6661	
738040	222753	187184	28660	0	0	12898	0	0	187184	0	0	19807	
738143	42381	32630	1225	0	0	0	0	0	32630	0	0	8526	
738255	27746	23510	3665	0	0	1512	0	0	23510	0	0	2083	
738303	153585	144164	5675	0	0	0	0	0	144164	0	0	3746	
738657	4558	3905	791	0	0	534	0	0	3905	0	0	396	
738769	189543	153046	18505	60151	17	48636	0	0	153046	0	0	6460	
739346	15494	12719	1848	0	0	675	0	0	12719	0	0	1602	
