"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
322551			6	182	10	1364	6	1713	91	2661	19	2311	0	0			10	303	9	979	2	461	17	479	2	185	1	125	false	false	
323204			282	5088	216	25793	271	94752	3010	28398	366	25345	259	48890			142	4547	145	18455	111	27785	1471	15050	187	13834	62	10704	false	false	
323651			17	760	45	5765	24	10395	261	6946	56	5564	14	4290			25	1027	19	2552	5	1431	206	5270	29	3296	12	3202	false	false	
324153			8	374	15	1896	20	6736	173	4848	55	5891	25	6704			27	1284	67	9454	32	9361	92	1850	12	1086	4	1319	false	false	
324229			7	345	5	567	2	532	15	381	5	617	2	271			16	292	3	277	1	439	0	0	0	0	0	0	false	false	
324256	24	116															12	521	9	1178	1	112	160	4418	44	4973	17	4330	false	true	
324340			104	3921	281	36604	615	255693	373	8752	204	16313	278	62679			19	596	32	3447	27	6352	30	744	21	1847	12	1501	false	false	
324854			13	432	6	851	2	822	217	7158	77	8714	51	17841			39	1924	46	6226	32	10324	79	2111	25	3376	16	3090	false	false	
324863			33	1450	112	13819	217	83187	908	24395	322	32353	248	56861			22	1006	41	5094	34	8401	414	10205	172	14850	125	23724	false	false	
324975			10	228	5	572	8	2314	19	672	0	0	0	0			6	210	1	125	0	0	0	0	0	0	0	0	false	false	
325141			50	1779	42	5423	31	10018	207	5194	58	6840	19	5961			5	107	7	1027	3	1194	3	35	2	153	0	0	false	false	
325459			1	38	0	0	0	0	19	408	2	57	0	0			3	158	7	924	3	996	33	599	8	682	7	1881	false	false	
325534			47	2438	71	8921	74	28790	101	2340	25	2075	25	5839			7	287	13	1470	9	2463	7	153	1	19	2	678	false	false	
326054			22	677	36	5077	56	22568	157	3784	62	4847	62	15310			18	849	20	2444	14	4257	63	1531	11	1125	12	2096	false	false	
326344			86	3102	58	7051	74	26968	602	23222	110	11527	81	23869			165	7554	180	21675	121	31896	542	19837	110	14022	40	10296	false	false	
326858			33	1784	70	9608	156	65729	596	20751	312	34840	229	64419			26	971	51	6661	108	27381	305	11756	199	29910	142	39969	false	false	
326979			19	866	54	6906	70	24758	144	3006	53	4351	32	9831			3	191	2	220	0	0	8	243	7	934	2	647	false	false	
327220			7	355	29	3818	32	11098	84	2013	26	2062	18	4857			15	682	28	3119	14	4077	35	723	8	682	4	950	false	false	
327305			83	3112	83	10112	131	58030	2530	46810	302	23942	156	36704			3	53	6	778	3	723	17	471	5	481	3	626	false	false	
327435			46	2280	124	15810	185	72088	119	3694	22	2554	10	2522			1	48	1	146	3	1183	0	0	0	0	0	0	false	false	
327556			30	1246	15	1879	9	3589	181	3883	21	2202	32	7276			18	718	22	2351	15	5032	247	5593	59	5321	38	7772	false	false	
327855			4	150	24	2820	81	32434	103	1664	46	3517	57	12201			4	223	8	1055	10	1943	11	248	6	793	0	0	false	false	
328058			10	496	9	1275	11	4020	17	383	2	258	2	706			2	71	3	519	0	0	37	679	3	531	3	802	false	false	
328357			1	32	8	425	52	14885	3	38	1	10	1	29			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
328656			14	592	24	2908	25	9243	162	3604	26	2473	24	5974			17	885	74	9246	78	19129	442	10841	111	11247	54	16576	false	false	
328777			40	808	89	10402	276	106207	520	13096	122	8381	102	20496			0	0	3	376	5	926	0	0	0	0	0	0	false	false	
329149			17	766	10	1103	13	6711	28	683	17	1442	8	2670			8	397	19	2801	37	7447	29	781	35	3298	24	4855	false	false	
329345			29	992	63	8129	100	47650	338	7317	81	7342	39	11863			14	484	14	1455	4	808	2	49	1	84	0	0	false	false	
329550			35	1868	58	7890	80	33558	334	1002	64	6931	23	8953			39	1778	29	4374	23	7569	23	686	8	1062	4	1374	false	false	
329952			22	1145	58	7553	93	38747	321	7620	50	3718	17	7019			8	408	34	4456	10	2823	68	1429	0	0	0	0	false	false	
330239			24	1113	18	2214	28	10512	172	5775	33	3135	22	5527			5	257	3	224	0	0	2	49	0	0	0	0	false	false	
330248			33	1276	14	1812	13	4834	135	2828	13	1674	11	4048			27	1155	29	3750	25	6603	89	1674	33	2899	13	2778	false	false	
330855			95	3590	183	19863	288	97081	495	11596	189	16200	143	35757			121	4144	148	16646	86	21539	229	5237	54	4959	26	4430	false	false	
330949			24	967	36	4613	39	11892	166	3316	39	2924	19	4214			45	1851	44	5420	27	7058	34	644	6	527	1	209	false	false	
331076			11	583	22	3285	53	22512	29	532	24	2304	27	5409															false	false	
331375			34	341	22	2550	71	30681	194	2221	21	1792	24	5030															false	false	
331544			68	2888	43	5210	5	1149	90	2068	12	1044	2	766			5	115	15	1682	6	1497	64	1374	12	809	4	1291	false	false	
331713			21	802	69	8627	125	50449	121	3095	55	6117	54	14086			1	71	1	139	3	827	2	15	0	0	0	0	false	false	
332224			46	2272	79	11862	113	44382	72	1410	62	6260	51	16926			0	0	0	0	0	0	1	26	2	233	0	0	false	false	
332671			19	380	12	1502	20	8155	0	0	0	0	0	0															false	false	
332756			0	0	0	0	0	0	84	1678	10	1079	2	497			8	354	19	2262	14	3112	89	2562	48	4409	19	2112	false	false	
333203			55	2477	104	12659	188	72013	128	3304	57	5704	30	11450			2	116	5	393	0	0	0	0	0	0	0	0	false	false	
333650			39	1348	20	2625	16	6227	232	6223	44	4681	31	8414			162	8245	203	26521	127	37060	506	13088	152	16005	101	23618	false	false	
333856			23	1244	59	7397	66	28694	510	13675	85	9767	54	17991			4	152	15	1913	9	2537	75	1323	7	662	4	1447	false	false	
333940			9	246	6	730	2	1020	23	1060	3	270	2	187			19	614	13	1438	13	2562	41	959	14	1743	12	2340	false	false	
334264			36	1696	61	8104	101	41789	224	5040	86	9010	86	30605			6	256	13	1581	8	2549	26	837	5	305	0	0	false	false	
335346			15	639	18	2673	29	14182	117	2572	33	3173	40	9819			4	182	9	1173	8	2057	46	908	15	1195	24	4374	false	false	
336147			19	733	29	4297	35	13536	74	1482	11	831	5	832			50	1867	55	6882	30	8247	68	1261	4	318	0	0	false	false	
336361			11	471	16	1768	30	12469	124	3137	27	2653	11	3396			4	292	8	777	5	1471	41	929	5	504	5	1093	false	false	
336576			7	43	3	183	14	5613	20	367	3	25	6	1551															false	false	
337340			0	0	3	448	2	627	9	246	13	1084	0	0															false	false	
338646			47	1787	47	5203	90	36866	155	3870	65	6291	67	15297			76	3009	88	9814	50	15238	100	2854	39	4341	22	6433	false	false	
338945			12	473	7	790	2	310	61	1318	8	323	3	745			17	785	25	3098	29	7980	139	2920	26	3117	12	3295	false	false	
339072			3	143	7	677	20	11624	12	386	15	890	11	3215															false	false	
339353			7	315	2	131	5	1345	40	993	13	1307	22	6909			3	163	6	955	11	2212	46	1235	12	1331	9	2357	false	false	
339456			74	3374	99	11727	107	37103	411	9463	53	5428	46	12457			33	1309	21	2305	7	1564	52	941	4	321	2	342	false	false	
339607			13	444	23	2653	107	43065	68	1431	29	2528	26	8438															false	false	
339773			151	1698	124	14542	308	127976	2173	7120	425	16478	638	59631			0	0	0	0	1	357	24	210	0	0	0	0	false	false	
339858			17	800	78	9277	427	184309	658	24536	225	23047	318	146897			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
340135			69	3128	167	21138	294	115512	1033	28668	341	30606	225	52517			6	150	8	1049	2	636	13	279	2	150	2	483	false	false	
340144			55	2531	164	20682	330	131381	219	5232	105	9017	123	28011			66	2098	26	2685	5	1161	3	42	1	25	1	197	false	false	
340256			5	258	52	6480	201	85442	44	1346	67	4706	118	35963			0	0	0	0	2	778	0	0	0	0	0	0	false	false	
340443			23	836	13	1832	9	3402	16	362	4	334	4	371			5	142	6	548	3	822	11	324	0	0	0	0	false	false	
340742			3	86	33	3924	90	35154	142	5064	87	7765	76	18862			0	0	1	94	0	0	0	0	0	0	0	0	false	false	
340751			94	3887	93	13055	99	40865	1060	26371	134	14331	88	30605			21	994	35	4893	25	7651	203	4061	25	3007	13	3735	false	false	
341310			4	157	43	5131	130	51675	648	11007	159	15005	134	35747			0	0	0	0	1	219	0	0	0	0	0	0	false	false	
342054			48	1448	51	5894	81	24245	259	4774	23	1752	23	6554			52	1834	64	8606	61	21869	170	2153	11	1091	4	1381	false	false	
342410			61	3223	222	29385	488	196816	403	13555	162	20652	224	71038			14	658	58	7601	51	13361	106	3163	15	1420	6	2530	false	false	
342634			239	11050	403	47840	621	215878	3055	77788	698	67805	873	195711			104	4294	81	9269	40	8687	375	6672	42	3356	5	2244	false	false	
343051			9	254	8	980	5	1498	20	396	4	509	2	531			8	329	3	269	2	669	14	195	2	180	0	0	false	false	
343248			9	356	0	0	0	0	18	1375	1	209	3	1095			15	736	27	4415	11	3851	41	1564	21	3544	2	554	false	false	
343770			15	614	14	1928	25	10096	47	1020	29	2936	13	4167			20	805	21	2400	15	3997	4	176	3	557	3	647	false	false	
343903			25	1376	43	4555	67	61449	108	2646	56	5305	30	4981	1	0													true	false	
343958			15	656	8	1119	4	1285	42	1099	20	2309	7	1623			7	439	31	4405	37	10253	124	3676	46	5169	25	6825	false	false	
344647			77	3212	67	9328	126	48337	182	5149	39	4495	53	22811			64	5381	69	9440	56	15273	164	6289	39	4296	31	8859	false	false	
344852			18	731	11	1372	10	3201	89	1652	12	1470	15	5264			4	182	7	1002	8	2053	31	788	10	986	4	1041	false	false	
345309			31	1818	57	9773	71	35366	233	4426	29	4401	33	14495			0	0	0	0	1	130	0	0	0	0	0	0	false	false	
345345			25	963	45	5445	29	10225	245	7075	58	5606	41	18000			51	2112	140	14368	169	40071	485	15505	163	22577	88	29363	false	false	
345747			9	213	47	5180	102	41232	42	896	41	3322	59	15490			4	208	11	1176	11	2645	15	858	14	1742	11	2878	false	false	
345756			22	1309	36	4807	53	18567	82	3297	62	6208	27	6468			0	0	0	0	2	481	0	0	1	150	2	329	false	false	
345877			70	3052	86	11907	125	54873	398	9949	101	11657	71	22661			8	381	1	179	3	817	4	108	0	0	0	0	false	false	
346379			32	1565	65	8691	61	23758	263	8258	83	9942	42	13369			11	403	15	2115	31	12331	29	916	25	2972	19	5834	false	false	
346566			2	52	8	1280	6	2394	8	215	6	563	3	921			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
346771			11	646	24	2847	25	10010	10	228	3	358	5	460			1	0	0	0	2	566	0	0	0	0	0	0	false	false	
347022			14	354	26	3340	64	22664	62	1802	16	1814	16	3244			2	59	2	191	2	378	0	0	0	0	1	150	false	false	
347639			3	146	23	3010	66	26868	12	374	16	2143	23	7241															false	false	
347956			0	0	14	2034	20	8313	61	1594	17	1114	37	13734			0	0	0	0	1	285	0	0	0	0	0	0	false	false	
348159			4	157	9	1092	30	13341	391	4420	27	3658	39	14634			1	72	3	454	4	895	2	38	1	144	1	361	false	false	
348720			22	558	55	5783	89	29937	140	951	25	1437	24	3139			0	0	2	275	0	0	0	0	0	0	0	0	false	false	
349129			14	706	20	2740	33	8849	86	1968	19	1751	2	832			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
349343			25	895	33	4332	45	17008	188	5370	55	5334	49	17027			27	970	42	3907	23	5868	78	1748	32	2919	15	4023	false	false	
350657			14	442	6	920	3	1032	54	1194	10	1033	8	2336			3	81	2	346	1	126	54	1062	5	538	3	96	false	false	
350750			9	268	19	3140	72	31960	7	314	0	0	1	383															false	false	
351131			0	0	1	54	2	1104	11	119	4	340	5	1210			2	67	0	0	0	0	3	109	0	0	1	398	false	false	
351560			0	0	2	333	18	9232	3	135	18	2733	60	17525															false	false	
351878			1	39	1	74	1	36	129	4534	59	7339	33	9486			0	0	1	31	0	0	5	122	1	108	0	0	false	false	
352370			29	1288	24	4763	17	5662	93	2983	15	1557	6	1705			19	648	26	2765	19	4404	23	557	2	205	0	0	false	false	
352651			4	126	4	580	15	5629	13	410	16	1513	17	7182			0	0	0	0	1	440	6	226	1	109	3	776	false	false	
352745			25	1046	37	4720	22	7796	214	5230	31	2974	11	3087			43	1848	43	5645	28	7642	97	2437	16	1499	3	1115	false	false	
352772			282	11514	898	103142	2570	1063489	19165	101663	1259	69875	1201	160255			20	605	43	5080	76	17995	237	4132	130	8677	98	14921	false	false	
353238			72	3317	155	20145	185	71856	896	24657	133	14830	67	17674			3	67	4	202	7	1964	0	0	0	0	0	0	false	false	
353546			22	987	21	2883	18	8244	75	1928	13	1397	12	3312			6	267	9	1177	7	2170	20	402	15	1838	13	2893	false	false	
353555			198	14582	336	44897	376	148203	3997	89587	885	95132	857	267122			6	278	4	367	4	902	66	1973	43	2882	40	7287	false	false	
353957			1	6	0	0	1	290	30	441	2	296	0	0			1	64	6	583	3	628	26	736	3	562	3	1071	false	false	
354253			3	77	1	165	2	1479	40	1212	9	895	7	2082			4	241	4	578	6	2116	58	1394	22	2648	86	1923	false	false	
354310			70	2029	215	25371	641	264897	1109	23329	373	24651	493	89208			280	8062	218	25811	344	99022	561	12255	72	6260	19	3997	false	false	
354552			25	1168	30	3810	71	26883	102	2893	37	2931	26	8337			33	1599	33	3534	25	6238	67	1482	7	580	9	1791	false	false	
354851			7	252	10	1547	20	7539	32	737	20	1570	13	3980			10	342	18	2196	14	4180	66	1851	11	1351	9	2351	false	false	
355120			25	1004	47	5392	109	40953	126	3368	43	4410	53	17705			5	137	5	497	0	0	1	75	2	59	1	500	false	false	
355559			21	845	50	6390	91	36200	89	1957	49	3640	51	10293															false	false	
355858			60	2675	134	18721	311	137972	339	10117	171	19332	130	41755			39	1796	84	9979	78	21280	296	8671	126	12596	66	15476	false	false	
356239			53	1882	38	4726	32	11459	347	8389	77	6776	37	8486			21	717	37	2487	91	19234	355	9280	168	20557	136	45647	false	false	
356659			22	990	11	1542	8	3177	55	1417	11	1172	4	1242			27	1292	33	4791	10	3650	40	789	5	556	2	319	false	false	
356752			22	983	16	1993	83	44159	23	805	22	3749	31	10630			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
357526			16	646	23	2177	33	13712	78	1952	25	2364	26	9366			0	0	0	0	1	162	0	0	0	0	0	0	false	false	
357553			15	531	18	1949	15	2485	42	758	27	1216	10	1038			6	306	21	2436	14	2989	53	1110	52	2306	32	2137	false	false	
357777			33	1073	46	4611	24	11508	111	2222	22	1619	7	2273			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
357937			21	992	62	7541	147	58235	190	6352	94	9605	64	17525															false	false	
358112			91	3151	32	3591	16	7035	58	1115	19	2096	4	1436	26	11													true	false	
358448			11	349	13	1595	5	2484	20	449	8	674	4	774			3	149	4	227	3	954	4	52	0	0	0	0	false	false	
359472			3	125	9	1224	8	4331	12	430	19	1587	2	250															false	false	
359744			6	257	5	618	7	2111	39	954	14	1237	13	3300			9	410	13	1549	20	6573	71	1664	16	2120	12	2944	false	false	
360777			10	491	9	1374	2	564	0	0	0	0	0	0															false	false	
361055			7	330	34	4872	88	37779	515	17425	112	10850	87	28732			1	14	0	0	1	273	0	0	0	0	0	0	false	false	
361167			64	2481	125	14313	253	94297	851	19399	217	20614	201	43911			25	880	34	4221	17	4853	191	4025	40	4291	6	1483	false	false	
361279			23	1529	27	3751	50	17220	337	6793	24	2709	12	3025			14	385	10	1017	3	834	19	416	1	144	0	0	false	false	
361354			9	320	4	577	0	0	14	424	1	92	1	265			8	277	7	888	3	691	23	603	11	1195	5	1511	false	false	
361439			50	2100	112	12771	126	42942	216	4047	30	2496	12	5451			25	1145	25	3044	6	1184	17	319	0	0	0	0	false	false	
362043			1	95	2	336	3	804	36	772	10	739	6	1215			3	69	12	1215	10	4587	54	981	18	740	12	2221	false	false	
362155			5	177	17	1910	32	15676	233	4745	19	1786	4	1990			23	878	16	2185	7	2227	223	3825	6	644	1	300	false	false	
362717			34	1767	75	8102	152	62091	142	3833	56	5466	67	20833			2	38	10	820	12	3064	14	360	4	401	4	1075	false	false	
362856	54	58															0	0	1	150	1	310	8	222	2	31	0	0	false	true	
362940			5	294	10	1546	4	1861	53	1372	16	1773	2	1105			6	305	4	568	4	912	16	426	1	103	1	0	false	false	
363442			1	35	2	250	1	424	14	589	0	0	0	0			11	347	12	1621	3	628	3	39	0	0	1	300	false	false	
363648			13	474	4	506	5	1594	69	1751	7	741	7	3430			19	642	25	3359	23	6636	81	1878	43	4004	34	8086	false	false	
363657			47	2020	84	12463	78	29905	504	16515	60	6162	51	15092			4	173	11	1485	4	926	80	1670	3	118	1	435	false	false	
363778			7	421	24	3411	29	14155	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
364131			17	574	28	3596	70	31783	74	1822	26	2481	23	6431			39	1334	20	2336	10	2241	19	336	2	94	0	0	false	false	
364270			0	0	1	142	7	3307	21	727	12	1236	9	2481			0	0	0	0	0	0	0	0	0	0	0	0			
364430			9	316	25	3378	67	29679	88	2548	20	2221	33	8928			20	947	19	2321	8	2357	2	104	1	0	0	0	false	false	
364850			25	876	22	2490	13	4364	176	4357	30	2951	10	2892			12	392	12	1613	3	786	73	2127	10	1103	5	745	false	false	
365325			266	15048	928	120743	1992	818025	15295	558455	930	92171	588	150300			9	274	27	3306	26	9493	67	1916	17	2264	8	1311	false	false	
365745			10	352	17	2133	18	6779	68	1813	24	3016	29	10496			1	44	3	442	2	378	7	106	1	50	3	794	false	false	
365848			3	81	1	173	0	0	25	890	10	1007	2	293			1	32	2	260	1	452	1	13	0	0	0	0	false	false	
365950			28	1239	33	5019	21	8405	64	1747	13	1462	11	4358			18	813	19	1656	12	4467	36	664	11	1143	5	1533	false	false	
366078			92	3682	151	17734	192	65726	210	4048	85	7201	67	11905			5	131	2	113	0	0	0	0	2	136	0	0	false	false	
366238			80	4308	169	21408	352	137845	601	14342	158	16048	191	55065			55	2793	82	10187	66	17511	132	1984	9	1053	1	389	false	false	
366247			42	1767	13	1554	10	4024	70	1566	19	2116	8	2524			5	143	15	1404	29	7598	49	792	38	3024	21	4635	false	false	
366359			0	0	0	0	1	284	89	2136	11	1182	9	4353			16	663	9	1282	5	1041	71	1554	6	750	4	1163	false	false	
366658			49	1723	30	4160	11	4045	176	3521	20	1279	13	2914			37	1440	13	1744	1	361	121	1692	4	391	1	115	false	false	
366854			4	112	5	831	21	9961	37	1084	22	2835	46	16371			6	269	3	392	1	433	7	101	0	0	0	0	false	false	
367150	32	167															19	1012	12	1916	7	2187	167	3439	24	2475	4	910	false	true	
367178			14	574	37	4476	39	11419	27	1041	18	1342	17	2866			0	0	0	0	1	299	0	0	0	0	0	0	false	false	
367431			53	2149	46	6613	47	17497	449	10229	54	5844	30	8099			21	863	12	1609	4	1060	7	126	0	0	0	0	false	false	
367543			103	2773	40	4367	42	15665	73	1987	28	3130	30	11229			74	2590	47	5316	57	19976	41	1436	26	2948	31	11079	false	false	
368054			10	505	8	1372	5	1933	74	2403	23	3871	5	2022			3	156	7	1380	3	1182	85	1865	12	1875	4	1197	false	false	
368344			70	2605	20	2574	17	5677	114	2386	11	947	5	841			18	729	39	4746	31	9409	241	5048	57	5449	45	8557	false	false	
368522			3	101	19	2499	27	8999	1	46	3	399	2	1059															false	false	
368951			37	1381	29	3514	26	10099	157	3771	40	3630	27	6884			40	1384	44	5433	29	6884	128	2652	30	2905	9	1735	false	false	
369453			13	372	4	475	7	1359	85	2223	16	1438	9	1736			30	1250	44	4889	21	4296	143	3744	49	5886	27	8986	false	false	
369659			24	1033	54	6092	134	55511	469	11443	102	10686	98	31292			27	1293	36	4580	18	4658	168	3418	29	2768	13	2961	false	false	
370020			52	1756	81	10074	111	43897	302	6561	83	6334	39	6653			41	1485	35	3765	43	8800	125	2282	16	1194	4	492	false	false	
370347			23	1099	10	1033	6	2173	84	2681	17	1937	16	6475			10	376	43	4675	36	8657	67	1868	27	2900	14	4688	false	false	
370721			49	2341	35	4644	32	10197	172	5198	25	2595	11	2576			44	2110	53	7400	57	17976	108	3177	36	4747	13	4663	false	false	
370833			4	192	6	852	7	3739	16	389	5	388	7	1879															false	false	
370954			1	98	2	224	7	3866	1	54	0	0	0	0			5	245	2	289	1	413	6	132	0	0	0	0	false	false	
371223			1	27	9	757	31	11112	20	396	10	1051	26	7899			0	0	0	0	1	158	0	0	0	0	0	0	false	false	
371232			4	171	6	819	29	11881	101	3089	28	2309	11	3080			2	108	5	440	1	174	2	80	2	253	0	0	false	false	
371362			26	1076	40	5464	57	23376	306	7718	33	3434	32	9408			22	855	39	4161	14	4071	311	6911	57	7136	49	11637	false	false	
371559			3	117	3	450	5	2363	72	1839	16	1557	6	1331			11	545	12	1295	11	2912	76	1872	21	1884	9	1578	false	false	
371849			2	6	16	1744	20	7864	21	81	21	2566	11	2494			0	0	15	1763	21	10474	9	56	21	2286	10	2720	false	false	
371924			44	2197	71	8440	123	48444	152	5738	59	6896	49	16274			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
371942			37	1233	21	2331	10	3144	173	3089	12	1407	7	1218			45	1916	34	3551	25	5916	233	5390	32	3399	11	2094	false	false	
372444			31	1412	21	2361	17	7051	27	690	12	914	4	1570			16	634	26	2829	15	3779	15	381	8	963	7	1433	false	false	
372538			140	6504	165	21767	168	67056	824	20488	171	17244	58	18734			53	2180	34	4057	20	4742	110	2969	32	3534	17	3948	false	false	
372640			7	283	13	1343	9	4062	153	3644	40	4066	27	5060			5	271	32	4477	33	13382	38	1124	9	801	16	6101	false	false	
372855			6	214	12	1527	24	9255	23	558	7	754	11	3794			2	117	1	64	2	376	0	0	1	239	1	207	false	false	
373272			1	61	4	272	1	264	1	50	0	0	2	173			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
373553			8	359	3	472	19	9288	9	265	2	66	3	664			1	60	7	832	3	819	32	1011	15	1969	8	2615	false	false	
373601			2	114	8	1349	22	11636	4	53	0	0	1	398															false	false	
374130			17	756	38	5208	66	23967	154	5652	67	7176	43	10819			10	420	5	441	2	713	0	0	1	220	2	335	false	false	
374653			32	1334	39	5205	76	31982	413	10231	156	17642	83	17512			17	857	23	2816	23	6526	45	892	46	3757	34	8397	false	false	
374774			4	53	11	1322	25	7191	14	575	9	683	7	1667			1	26	1	197	0	0	0	0	0	0	0	0	false	false	
375043			129	5392	131	14854	211	85816	435	15057	164	15936	182	50985			305	14297	412	51654	231	66565	409	11248	199	17678	128	26567	false	false	
375379			0	0	4	393	10	3180	0	0	0	0	0	0															false	false	
375566			36	1401	42	5589	107	39750	266	7574	66	7605	59	15134			9	167	9	873	6	1612	10	274	1	87	1	47	false	false	
375650			1	28	3	312	1	798	22	493	1	97	1	300			5	152	6	770	5	971	31	651	2	238	1	283	false	false	
376237			47	1482	27	3233	23	6027	212	4731	40	4171	15	3338			13	510	5	489	2	544	5	139	1	59	1	253	false	false	
376273			12	450	35	3327	69	26350	66	2101	45	2558	67	16764			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
376442			36	1532	52	6020	59	22132	171	3679	58	5597	64	16002			21	774	46	4895	34	9533	75	1457	55	4195	57	10920	false	false	
376947			47	1287	9	1109	3	527	41	837	7	766	7	1578			10	383	3	324	9	2846	19	449	10	992	5	740	false	false	
377663	32	170															13	418	10	1425	4	1291	205	4841	32	2978	12	3214	false	true	
377850			35	1502	14	2258	29	13143	60	2660	32	5044	44	16450															false	false	
378044			5	249	9	1538	13	5318	142	3834	46	4791	30	11347			7	402	4	488	2	682	19	440	2	133	0	0	false	false	
378110			8	467	12	1272	12	2787	24	617	3	243	3	889	8	0													true	false	
379050	14	87															8	488	5	515	12	4610	41	822	4	592	4	1643	false	true	
379153			16	692	20	2247	14	5311	272	6214	30	2952	7	2313			18	836	22	2559	11	3063	189	4515	15	1763	1	194	false	false	
379470			3	73	0	0	8	3330	0	0	2	293	0	0															false	false	
379649			145	5142	23	3027	15	4857	166	3725	9	1065	0	0			136	6775	89	10808	20	5732	75	1631	2	245	0	0	false	false	
379920			2015	44149	2759	262006	4445	1539968	73945	393778	4657	385706	3737	908466			58	1340	50	3457	40	7792	383	4135	25	1719	9	1165	false	false	
380346			19	882	21	2872	13	4648	68	2377	31	2953	23	7624			14	490	20	2488	21	4966	37	1003	13	1117	7	1421	false	false	
380458			25	1635	137	19125	297	122153	623	18037	252	25006	170	51168			5	138	24	2852	16	5862	21	831	5	296	6	478	false	false	
380533			47	1707	31	4253	41	15523	204	4826	57	5953	40	11318			62	1930	78	7777	66	13171	115	2625	73	6837	53	11481	false	false	
380878			6	247	7	1238	11	4034	178	6405	15	2327	8	2443			6	362	9	1808	13	4277	0	0	0	0	0	0	false	false	
380944			12	676	27	4864	37	16766	56	2912	36	4555	43	12279															false	false	
381026			15	712	32	4312	33	11585	144	4174	26	2532	13	3705			5	229	18	2474	10	2674	29	818	6	682	5	2117	false	false	
381932			31	1283	45	5878	70	27591	193	4160	33	3216	27	8534			2	20	4	330	5	1308	17	325	11	1236	9	2609	false	false	
381950			22	1334	45	5676	51	17123	65	1562	5	522	10	3964			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
382050			123	5700	128	16678	116	44513	223	6305	47	4961	38	6581			4	105	2	268	3	986	1	8	0	0	0	0	false	false	
382069			27	1070	27	4036	17	8400	372	7594	24	3014	13	4922			40	1902	19	2969	1	260	66	1391	5	648	0	0	false	false	
382256			0	0	0	0	0	0	77	1867	26	3417	18	4528			1	10	3	362	2	627	52	1683	20	2013	12	2688	false	false	
382274			2	70	1	122	0	0	0	0	0	0	0	0															false	false	
382443			29	1533	33	4320	16	6274	128	2266	14	1162	18	5349			15	667	37	4569	31	9971	197	4534	88	8070	37	7155	false	false	
382537			48	2317	65	8818	103	59684	764	25317	174	20905	116	54558			90	3561	53	5680	45	16790	27	991	8	1030	12	5694	false	false	
382649			117	4514	92	10416	108	39737	238	6345	77	8703	68	19071			20	691	14	1693	7	1294	3	20	2	244	1	100	false	false	
382658			17	551	2	321	0	0	489	14825	72	9153	22	7316			165	10066	136	17430	91	22372	1263	37567	104	12955	19	5558	false	false	
382742			7	394	30	4796	57	23949	16	890	13	1365	33	6681			0	0	0	0	0	0	2	25	0	0	0	0	false	false	
382854			11	568	10	1149	14	5068	127	3083	31	3274	14	1882			4	176	7	923	5	1325	32	835	10	1395	1	439	false	false	
384018			2	19	27	2218	243	107158	1263	1768	66	2374	119	12923															false	false	
384278			129	8875	201	25802	272	93013	323	9289	71	7709	73	27104			23	944	22	2582	9	2221	16	500	3	382	0	0	false	false	
384353			0	0	4	532	0	0	16	358	2	334	0	0			17	459	7	286	5	1038	40	675	6	563	4	1122	false	false	
384652			0	0	3	473	13	6132	7	262	13	1417	16	2710															false	false	
384830			13	420	23	3082	44	1860	55	1006	4	340	3	578			0	0	3	293	0	0	0	0	0	0	0	0	false	false	
385350			69	3025	46	7667	25	10370	64	1324	18	1365	5	1747			113	498	16	1494	4	1103	12	286	2	145	1	321	false	false	
385471			21	894	27	3245	26	9111	62	1545	14	1370	9	2195			66	2627	80	9553	75	18099	81	2385	54	4011	30	5800	false	false	
385547			106	3838	39	4804	12	4208	390	6740	9	946	6	1674			27	860	32	3812	20	5544	507	10624	31	3780	10	3307	false	false	
385686			0	0	9	781	35	11743	0	0	2	96	0	0															false	false	
386432			48	3104	61	8858	51	20597	249	6164	17	1963	11	3168			19	592	7	849	3	1063	116	2141	2	117	2	326	false	false	
386450			20	943	32	4400	28	22131	53	1851	26	2537	34	10488			12	561	27	4315	33	9233	72	2350	50	5859	39	8971	false	false	
386731			29	1401	22	3272	32	12256	259	8016	65	7818	37	13114			0	0	1	92	0	0	7	148	0	0	0	0	false	false	
386825			2	9	1	19	3	1004	42	1411	24	1835	9	2272			2	67	4	601	0	0	0	0	0	0	0	0	false	false	
