"IDRSSD"	RCFD0071	RCFD0081	RCFD1773	RCFD2130	RCFD2143	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFDJA22	RCFDJJ34	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON1773	RCON2130	RCON2143	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	RCONJA22	RCONJJ34	
324153																																							9221	2761	77861	0	0	4759	0	10593	357486	313581	1317	324898	0	3881	10000	0	32588	560	357486	0	0	34827	0	0	2941	0	79634	233947			0	256172	252291	-5740	0	0	0	0	32588	0	0	
324229																																							655	3220	10769	5	0	1025	0	732	56113	48336	269	48605	0	350	0	0	7508	200	56113	0	0	7321	0	0	325	0	12732	35604			0	39013	38663	-338	944	0	0	0	7508	100	0	
324256																																							29	200	0	0	0	208	0	1307	63818	57207	141	57348	0	400	0	0	6470	1000	63818	0	0	4470	0	0	1000	0	19389	37818			0	49711	49311	0	528	0	0	0	6470	0	12235	
324340																																							31883	56092	554420	22	170078	48318	2524	158783	4407418	3602337	33616	3900741	0	35550	264788	0	506677	3016	4407418	0	0	123887	0	0	415448	7185	909320	2693017			0	3022033	2986483	-35674	0	0	0	0	506677	6437	385193	
324854																																							89	4939	79483	0	381	2132	50	12495	288428	257782	1572	260819	0	2802	0	0	27609	250	288428	0	0	26183	0	0	2900	0	47383	210399			0	185597	182795	-1724	6064	0	0	1465	27609	0	0	
324863																																							103794	44400	168064	0	0	17324	0	64345	2259922	1909271	27500	1936771	0	28926	0	0	323151	2000	2259922	0	0	311497	0	0	29200	1564	737775	1171496			0	1640703	1611777	-19546	39663	0	0	0	323151	0	208991	
324975																																							6292	1164	71037	0	84	968	44	7489	174240	148455	1039	159494	0	538	10000	0	14746	0	174240	0	0	18105	0	0	0	0	20364	128091			0	87700	87162	-3359	0	0	0	0	14746	0	0	
325141																																							0	6589	80740	0	1637	9270	0	10995	287631	247211	952	248163	0	1217	0	0	39468	300	287631	0	0	43537	0	0	3637	0	63677	183534			0	163342	162125	-8006	16275	0	0	0	39468	0	0	
325459																																							23	498	11924	0	0	46	0	1142	25659	19265	102	21040	0	248	1200	0	4619	250	25659	0	0	5594	0	32	300	0	5153	14112			0	12274	12026	-1557	0	0	473	0	4619	0	0	
325534																																							1893	2265	104760	0	516	2477	0	3156	360089	323856	2311	330333	0	2477	1582	0	29756	300	360089	0	0	32467	0	0	2575	213	58865	264991			0	247286	244809	-5586	0	0	2584	0	29756	0	0	
326054																																							31619	7586	37638	0	0	3849	0	7460	494067	395217	1593	440867	0	3667	15000	0	53200	150	494067	0	0	56383	0	0	1000	0	79037	316180			-3071	365610	361943	-1262	0	0	0	29057	53200	1136	42836	
326344																																							11229	6574	151980	0	195	6544	24	28584	719681	563095	4041	650686	0	6203	60860	0	68995	600	719681	0	0	77759	0	0	4400	0	104683	458412			0	510357	504154	-13764	0	0	0	22690	68995	0	10397	
326858																																							67710	34599	368489	0	0	39327	0	66227	2088099	1702657	51226	1894722	0	23091	140000	0	193377	6000	2088099	0	0	178214	0	0	35695	190	417668	1284989			0	1532524	1509433	-26532	330	0	839	0	193377	0	1794	
326979																																							74732	5443	193652	0	392	9302	0	37730	845767	744039	2723	748850	0	4997	2088	0	96917	10	845767	0	0	105042	0	0	2462	0	112391	631648			0	528081	523084	-10597	1432	0	0	0	96917	0	0	
327220																																							6304	2921	37940	0	97	5772	0	6195	190680	172506	268	177780	0	1393	5006	0	12900	444	190680	0	0	13371	0	0	2994	0	64057	108449			0	123506	122113	-3909	9338	0	0	0	12900	0	0	
327305																																							24707	11959	165335	5	5699	17006	0	35029	1119834	962680	18698	1011378	0	8473	30000	0	108456	100	1119834	0	0	83642	0	0	31713	0	214519	748161			0	868180	859707	-6999	0	0	0	0	108456	387	0	
327435																																							55883	7751	292025	0	0	10473	0	37265	841773	771128	9180	780308	0	9241	0	0	61465	1028	841773	0	0	87830	0	0	2060	0	435563	335565			0	442132	432891	-29453	0	0	0	0	61465	0	5485	
327556																																							15	7772	122415	0	0	7881	30	13451	395212	344553	2290	356887	0	3205	10044	0	38325	100	395212	0	0	31096	0	0	7200	0	70033	274520			0	233382	230177	-71	13471	0	0	0	38325	0	0	
327855																																							155694	13110	57308	0	5978	15718	2359	25286	975431	854000	13162	867162	0	11544	0	0	108269	155	975431	0	0	89397	0	0	23939	0	227087	626913			0	711522	699978	-5222	0	0	0	0	108269	0	0	
328058																																							14479	972	5235	0	0	37	0	589	53224	45375	27	45402	0	531	0	0	7822	500	53224	0	0	7298	0	0	500	0	9549	35826			0	30286	29755	-476	2157	0	0	0	7822	0	0	
328357																																							212397	3189	20553	0	75	5975	412	23197	819886	640700	5141	740925	0	5374	87197	0	78961	200	819886	0	0	74426	0	0	10833	0	280535	360165			0	448858	443484	-6498	0	0	7887	0	78961	0	110604	
328656																																							918	3569	11897	0	0	733	0	8135	235329	180896	733	213136	0	2474	30145	0	22193	100	235329	0	0	12333	0	0	11400	0	37883	143013			0	212467	209993	-1640	0	0	1362	0	22193	84	0	
328777																																							150348	16397	560961	0	4636	28130	870	132239	3029370	2420582	30776	2701383	0	20275	249757	0	327987	0	3029370	656	268	294826	0	0	93489	800	304149	2116433			0	2112733	2092458	-60328	0	0	0	0	327987	0	41875	
329149																																							42	1158	17186	0	2661	1315	0	6366	157058	110340	953	139716	0	1175	23300	0	17342	50	157058	0	0	11101	0	0	6610	0	28301	82039			0	129345	128170	-419	0	0	3731	1392	17342	160	0	
329345																																							16282	7260	240390	0	2982	18115	436	44198	1064187	896090	7473	946563	0	9440	43000	0	117624	100	1064187	0	0	67543	0	0	56467	4702	129167	766923			0	739262	729822	-6486	0	0	0	0	117624	0	0	
329550																																							1279	9416	68544	0	0	27868	314	22658	572671	499313	5031	527873	0	5029	23529	0	44798	2086	572671	0	0	24889	0	0	22009	0	91752	407561			0	447575	442546	-4186	46	0	0	0	44798	0	0	
329952																																							53149	10889	309377	0	0	10112	79	15542	992503	888776	4822	893598	0	6348	0	0	98905	550	992503	0	0	107686	0	0	800	423	243931	644845			0	502337	495989	-10131	96943	0	0	0	98905	0	0	
330239																																							2143	4884	174463	980	0	3769	7	16252	370221	303071	846	303917	0	2083	0	0	66304	374	370221	0	0	63985	0	0	6122	0	113901	189170			0	151634	149551	-4177	18172	0	0	0	66304	0	0	
330248																																							2766	2360	59844	0	1597	2000	0	5808	177505	156726	929	158867	0	1276	1212	0	18638	1300	177505	0	0	15294	0	0	4150	0	49091	107635			0	99527	98251	-2106	4879	0	0	0	18638	0	0	
330855																																							8443	27662	270479	0	43217	64216	63	162804	3035331	2502670	83020	2687935	464	20820	100000	0	346932	600	3035331	2245	2245	238997	0	0	123061	24543	528574	1974096			0	2132652	2111832	-15726	0	0	0	0	347396	2	319825	
330949																																							3462	6751	53770	0	0	14230	0	11905	421664	369604	3518	389283	0	2301	16161	0	32381	300	421664	0	0	12088	0	0	22125	0	57300	312304			0	333622	331321	-2132	225	0	0	0	32381	0	0	
331076																																							2635	5297	29660	0	40	6143	0	15292	275735	209442	4472	213914	0	2693	0	0	61821	1	275735	0	0	27774	0	0	35199	0	53430	156012			0	218868	216175	-1153	493	0	0	0	61821	0	0	
331375																																							6622	4355	30460	0	0	6191	0	5360	390316	314423	1176	358599	0	3689	43000	0	31717	0	390316	0	0	1207	0	0	31262	0	59053	255370			0	340732	337043	-752	0	0	0	0	31717	285	0	
331544																																							5059	1796	50783	0	0	1512	0	4438	109867	91819	591	92410	0	636	0	0	17457	1500	109867	0	0	13137	0	0	6000	0	25248	66571			0	46620	45984	-3180	295	0	0	0	17457	0	0	
331713																																							5383	6961	102415	0	0	6799	0	31017	663985	584916	5673	614589	0	5732	24000	0	49396	75	663985	0	0	69471	0	0	500	0	97845	487071			0	517142	511410	-20650	0	0	0	0	49396	0	0	
332224																																							14023	2184	160217	0	82	4949	0	19850	479538	405479	5855	411352	0	4534	18	0	68186	2846	479538	0	0	24877	0	0	45461	0	91869	313610			0	279067	274533	-4998	0	0	0	0	68186	0	3700	
332671																																							20822	2635	8055	0	0	3075	0	8891	107424	70490	3433	78923	0	2386	5000	0	28501	0	107424	0	0	28687	0	0	0	0	10253	60237			0	66332	63946	-186	0	0	0	0	28501	0	0	
332756																																							2071	663	12144	0	0	623	0	1766	69569	50681	180	58761	0	307	7900	0	10808	100	69569	0	0	2956	0	0	8000	0	13010	37671			0	51292	50985	-248	0	0	0	0	10808	1317	0	
333203																																							10591	10570	326255	0	4051	22041	0	55459	1616622	1217797	15323	1519601	0	8407	286481	0	97021	200	1616622	0	0	99273	13095	0	23431	4172	229784	988013			0	1176800	1168393	-25883	118	0	0	0	97021	1877	0	
333650																																							95642	9666	103278	0	6538	4285	590	17617	615337	541018	1702	542720	0	7283	0	0	72617	646	615337	0	0	27229	0	0	45068	0	118269	422749			0	379245	371962	-326	0	0	0	0	72617	746	5013	
333856																																							70997	4326	55579	0	672	10715	0	16230	690146	608891	4178	613069	0	6475	0	0	77077	555	690146	0	0	75939	0	0	3245	0	252824	356067			0	533160	526685	-2662	0	0	0	0	77077	0	4942	
333940																																							1225	1578	18883	0	0	262	0	1278	67653	60056	236	60292	0	176	0	0	7361	200	67653	0	0	7922	0	0	200	0	21269	38787			0	22922	22746	-961	2843	0	0	0	7361	0	18838	
334264																																							55808	13645	208151	0	471	11381	0	21885	778915	690868	5253	712548	0	6058	0	0	66367	625	778915	0	0	63628	0	0	16451	0	266733	424135			0	473132	467074	-14337	0	0	0	16427	66367	0	500	
335346																																							17686	8132	29096	0	0	4183	0	8505	415315	348442	2989	361431	0	7011	10000	0	53884	500	415315	0	0	41880	0	0	12158	0	84337	264105			0	354724	347713	-654	0	0	0	0	53884	0	0	
336147																																							1153	4772	21106	0	0	2335	0	3212	219799	193583	1093	199676	0	1658	5000	0	20123	400	219799	0	0	11221	0	0	9600	0	58177	135406			0	178481	176823	-1098	9398	0	0	0	20123	0	1000	
336361																																							33550	5535	1228	0	0	10825	0	1192	226423	190085	1134	191219	0	1613	0	0	35204	600	226423	0	0	29592	0	0	5200	0	50464	139621			0	123375	121762	-188	21721	0	0	0	35204	0	30610	
336576																																							632	4243	25341	0	0	7012	0	6407	331853	286579	1968	303047	0	2610	14500	0	28806	0	331853	0	0	31274	0	0	0	1237	32178	254401			0	289246	286636	-2468	345	0	0	0	28806	0	0	
337340																																							16671	1317	44502	0	8106	1268	0	989	149960	126705	650	127355	0	899	0	0	22605	665	149960	0	0	6416	0	0	16035	0	20720	105985			0	78006	77107	-511	0	0	0	0	22605	0	0	
338646																																							42029	6031	50360	0	2868	9062	785	12363	628361	542911	5823	566874	0	6310	18140	0	61487	650	628361	0	0	34319	0	0	26301	0	104611	438300			0	511106	504796	217	0	0	0	0	61487	67	0	
338945																																							14280	2082	1937	0	0	664	0	1044	65592	58464	464	58928	0	437	0	0	6664	200	65592	0	0	5191	0	0	1320	0	13802	44662			0	46009	45572	-47	0	0	0	0	6664	13	0	
339072																																							538824	1435	958	0	0	6999	54	35023	675249	405663	24851	430514	0	1432	0	0	244735	1168	675249	0	0	215773	0	0	27781	361	153649	252014			0	87388	85956	13	0	0	0	0	244735	5639	0	
339353																																							17342	1760	24348	0	1531	233	0	1760	85337	73439	384	73823	0	446	0	0	11514	50	85337	0	0	6533	0	0	5850	0	28990	44449			0	38809	38363	-919	0	0	0	0	11514	0	0	
339456																																							6648	12544	137587	0	0	21584	709	6837	661715	584147	4164	588311	0	7722	0	0	73404	600	661715	0	0	66670	0	0	13450	1385	240637	343510			0	455007	447285	-7316	0	0	0	0	73404	0	27136	
339607																																							17603	8037	178408	0	4587	22927	0	32290	1446208	1032362	12025	1312210	0	4891	267823	0	133998	0	1446208	0	0	141820	1789	0	9000	0	182348	850014			0	1176076	1171185	-16822	3039	0	0	0	133998	6343	0	
339773																																							274324	60437	268959	0	39654	67099	0	248741	6926702	5858918	92362	6147515	0	87411	196235	0	779187	0	6926702	0	0	362757	0	0	419566	66447	838714	5020204			0	5985393	5897982	-3136	3059	0	0	0	779187	0	0	
339858																																							617152	1073654	13606625	89353	1363843	479024	169	1573808	52005221	39680944	1763542	46509440	0	275860	2790415	461704	5495781	82517	52005221	5676246	353773	3087326	300357	0	2492108	93133	8162491	31518453			0	25608215	25332355	-166170	0	4859	937639	521423	5495781	15901	1778742	
340135																																							1062	27785	244229	1977	0	38600	598	77755	2044108	1824544	18842	1855652	0	15526	100	0	188456	2269	2044108	0	0	174147	0	0	26142	3314	513814	1310730			0	1632648	1617122	-14102	10573	0	0	12166	188456	0	21093	
340144																																							9826	19826	184265	950	5471	12913	0	48950	1460917	1189610	14747	1322704	0	12605	112950	0	138213	1805	1460917	0	0	101187	949	0	48133	180	287117	902493			0	1108640	1096035	-12912	40	0	0	5397	138213	0	81512	
340256																																							4850	2726	193613	0	0	5199	447	14124	875946	658596	8111	788707	0	5868	122000	0	87239	341	875946	0	0	21481	0	0	72159	0	132667	525929			0	660855	654987	-6742	0	0	0	0	87239	0	0	
340443																																							1912	449	64587	0	562	880	0	5030	137750	124220	978	127098	0	608	1900	0	10652	500	137750	0	0	15084	0	0	500	0	26451	97769			0	64938	64330	-5432	0	0	0	0	10652	0	0	
340742																																							1896	6206	121110	0	365	10120	0	16819	825048	663329	13119	744471	0	8464	43500	0	80577	276	825048	0	0	860	0	0	81811	8640	88352	574977			0	666147	657683	-2370	0	0	0	24523	80577	2209	0	
340751																																							61038	10262	103042	0	0	11702	90	30074	984345	872298	10673	882971	0	8789	0	0	101374	100	984345	0	0	99983	0	0	1784	0	185159	687139			0	776926	768137	-493	0	0	0	0	101374	0	0	
341310																																							18131	5200	158102	0	337	9901	370	42120	968287	820016	9419	879908	0	8029	50473	0	88379	0	968287	0	0	91588	0	0	6028	0	172483	647533			0	742130	734101	-9237	0	0	0	0	88379	0	25	
342054																																							87882	2587	57724	0	0	15697	0	4162	617491	561872	2256	569952	0	4241	0	0	47539	750	617491	0	0	49548	0	0	4086	552	99678	462194			0	449128	444887	-6845	0	0	0	5824	47539	0	4000	
342410																																							107691	42083	952497	0	111041	63574	0	260573	5541962	4533712	70798	4918473	0	47681	274701	0	623489	564	5541962	14463	14720	215593	10938	0	422533	6090	874113	3659599			0	4020693	3973012	-15201	0	0	0	24542	623489	0	0	
342634																																							414412	253595	1876830	0	465894	225658	6957	666596	18922957	15640943	234968	16707474	0	157071	364762	0	2215483	13390	18922957	9610	21801	1368141	0	0	847577	278789	3038112	12602831			0	13674233	13517162	-13625	0	0	445000	0	2215483	0	1207454	
343051																																							2326	2316	49367	0	0	999	355	7298	91926	81491	629	82120	0	490	0	0	9806	50	91926	0	0	10134	0	0	400	0	26020	55471			0	22930	22440	-778	6825	0	0	0	9806	0	0	
343248																																							200	713	7305	0	0	147	0	707	38486	30405	154	33384	0	300	2825	0	5102	26	38486	0	0	4991	0	0	145	0	7118	23287			0	27325	27025	-60	0	0	0	0	5102	0	2389	
343770																																							3011	181	23639	0	0	554	0	829	104179	90669	337	91006	0	693	0	0	13173	0	104179	0	0	13314	0	0	0	0	9431	81238			0	68064	67371	-141	8537	0	0	0	13173	0	57	
343903																																							22494	6989	105301	0	8010	8506	0	37676	1031499	830375	9496	925371	0	5142	85500	0	106128	0	1031499	0	0	110614	0	0	0	0	113528	716847			0	845897	840755	-4486	1768	0	0	0	106128	0	0	
343958																																							33	1481	0	0	0	531	0	4028	101806	89341	933	90717	0	1357	443	0	11089	50	101806	0	0	1389	0	0	9650	0	18445	70896			0	96119	94762	0	935	0	0	0	11089	36	0	
344647																																							82731	11587	305880	0	2717	10784	2279	48209	1230620	1039200	11539	1144221	0	6898	25000	0	86399	1700	1230620	0	0	93628	0	0	26101	0	158741	880459			0	649688	642790	-35030	575	0	0	68482	86399	0	123068	
344852																																							30933	2497	57745	0	0	1402	0	2385	156675	143439	754	144193	0	833	0	0	12482	250	156675	0	0	7261	0	0	7250	0	43143	100296			0	62546	61713	-2279	0	0	0	0	12482	0	0	
345309																																							9238	19510	265011	224	411	31019	0	86664	1755941	1170727	30986	1486779	0	11828	285066	0	269162	0	1755941	0	0	279847	0	0	3190	0	435751	734976			0	1314335	1302507	-13875	0	0	0	0	269162	39157	2200	
345345																																							19803	8978	5757	0	1730	11701	0	10748	554123	456385	2760	496645	0	5350	37500	0	57478	300	554123	0	0	52485	0	0	4663	350	55559	400826			0	500406	495056	30	0	0	0	0	57478	0	0	
345747																																							25374	3495	81020	0	1951	19661	0	31742	864872	696338	8514	789852	0	9956	85000	0	75020	100	864872	0	0	61522	0	0	19900	490	172603	523735			0	696264	686308	-6502	2927	0	0	0	75020	0	11904	
345756																																							29631	4555	32444	0	6490	8128	236	41228	560266	423218	5914	474132	0	6631	45000	0	86134	1375	560266	0	0	85940	0	0	600	41421	118414	304804			0	402764	396133	-1781	0	0	0	0	86134	0	0	
345877																																							39854	8444	140650	0	2924	9404	3089	25781	876512	760937	8477	769613	0	6925	199	0	106899	0	876512	0	0	77082	0	0	28918	537	312691	448246			-158	651295	644370	1057	0	0	0	0	106899	0	1459	
346379																																							1544	16506	21346	0	1171	5047	620	14136	350930	278727	1837	323856	0	2801	43292	0	27074	3403	350930	0	0	16853	0	0	7497	4978	22232	256495			0	287884	285083	-679	355	0	0	0	27074	144	0	
346566																																							12987	1484	22572	0	0	1185	0	497	77847	66992	95	67087	0	580	0	0	10760	750	77847	0	0	9081	0	0	750	0	28151	38841			0	39169	38589	179	533	0	0	0	10760	0	0	
346771																																							27273	3705	9	0	944	4177	0	1948	198327	170831	1857	172688	0	1023	0	0	25639	1	198327	0	0	14581	0	0	10528	75	54983	115848			0	110948	109925	529	0	0	0	0	25639	0	50271	
347022																																							53452	3036	94882	0	0	6707	284	2916	305598	269661	1303	271792	0	1828	0	0	33806	2500	305598	0	0	32341	0	0	2500	0	83701	185960			0	146149	144321	-3535	0	0	0	828	33806	0	0	
347639																																							22263	2364	94984	0	8000	7854	0	19626	456680	300605	3464	431244	0	2146	127175	0	25436	2000	456680	0	0	13017	0	0	12771	4192	131278	169327			0	196886	194740	-2352	0	0	0	0	25436	0	102657	
347956																																							68480	4505	37660	0	0	44786	0	17447	565153	485562	15459	501021	0	5807	0	0	64132	1942	565153	0	0	-17664	0	0	82545	0	76334	409228			0	382135	376328	-2691	15947	0	0	0	64132	0	0	
348159																																							2644	2380	29770	0	1144	2381	0	10221	218075	172283	1154	200000	0	2411	26563	0	18075	247	218075	0	0	8374	0	0	11887	0	43719	128564			0	171944	169533	-2433	0	0	0	0	18075	2	0	
348720																																							113877	7007	225209	0	212	18047	1225	21365	965683	814098	7587	821685	0	10336	0	0	143998	698	965683	0	0	140658	0	0	1787	143	250968	563130			0	530637	520301	855	0	0	0	0	143998	0	58297	
349129																																							9832	8045	6098	0	0	3500	0	8654	263549	232332	1207	241539	0	1147	0	0	22010	500	263549	0	0	27007	0	0	7500	0	66234	166098			0	101665	100518	-12997	1115	0	8000	0	22010	0	125787	
349343																																							45184	7436	27229	14	0	2600	2280	2682	283670	243066	600	243666	0	2768	0	0	40004	460	283670	0	0	35355	0	0	4415	0	75343	167723			0	199013	196245	-226	0	0	0	0	40004	0	0	
350657																																							2062	710	22671	0	0	405	34	362	42662	38929	153	39175	0	184	0	0	3487	300	42662	0	0	3480	0	0	300	0	12183	26746			0	16602	16418	-593	0	0	93	0	3487	0	0	
350750																																							23056	2155	0	0	0	2955	2996	2049	260409	214867	1415	226282	0	3440	10000	0	34127	680	260409	0	0	32247	0	0	1200	0	40486	174381			0	230638	227198	0	0	0	0	0	34127	0	0	
351131																																							500	1136	22838	0	0	603	0	1318	46913	37710	145	37855	0	229	0	0	9058	123	46913	0	0	9685	0	0	425	0	13875	23835			0	18238	18009	-1175	2509	0	0	0	9058	0	0	
351560																																							70683	4579	0	0	0	6078	0	11976	278782	220388	9507	229895	0	6285	0	0	48887	5230	278782	0	0	43657	0	0	0	0	106179	114209			0	191355	185070	0	0	0	0	0	48887	0	396	
351878																																							3576	7059	42479	0	0	1029	448	1983	203885	178467	553	183541	0	881	4521	0	20344	0	203885	0	0	20884	0	0	0	0	7149	171318			0	148192	147311	-540	0	0	0	0	20344	0	0	
352370																																							4636	3846	63651	0	0	6276	388	6181	205030	175074	2081	177155	0	1125	0	0	27875	0	205030	0	0	28004	0	0	0	0	25656	149418			0	109320	108195	-129	11848	0	0	0	27875	9	0	
352651																																							23911	1154	27746	0	0	2033	0	1894	211561	185669	909	186578	0	2362	0	0	24983	332	211561	0	0	17874	0	0	7067	0	50995	134674			0	156985	154623	-290	200	0	0	0	24983	0	0	
352745																																							5478	2022	49782	0	264	2334	0	10798	348701	305918	1597	316785	0	3158	9270	0	31916	300	348701	0	0	32829	0	0	1200	775	87434	218484			0	277092	273934	-2413	428	0	0	0	31916	0	2886	
352772																																							239868	182772	2016261	0	387214	141799	5578	808463	16347870	13812149	326545	14396409	0	160276	150000	0	1951461	2851	16347870	0	0	534279	0	0	1627343	42902	4497857	9314292			0	11721687	11561411	-213012	0	0	0	107715	1951461	406	961196	
353238																																							70284	13244	81589	0	0	7015	352	17522	743393	666469	5552	672021	0	6023	0	0	71372	50	743393	0	0	69997	0	0	4892	0	140673	525796			0	545224	539201	-3567	14183	0	0	0	71372	0	3	
353546																																							9471	3416	36454	0	659	5057	0	5987	184429	163442	988	166333	0	1441	1903	0	18096	757	184429	0	0	15631	0	0	2245	0	34247	129195			0	124826	123385	-537	0	0	0	0	18096	0	0	
353555																																							1722074	124882	379287	2442	47119	155155	25	111026	9551998	8336986	68756	8474958	0	91320	0	0	1077040	5000	9551998	0	0	1026638	8	0	50000	12619	1453614	6883372			0	7081198	6989878	-4598	0	0	30601	38615	1077040	7483	0	
353957																																							2892	2769	28244	0	0	56	0	1044	57227	48839	114	48953	0	1044	0	0	8274	25	57227	0	0	11223	0	0	150	0	9987	38852			0	23266	22222	-3124	0	0	0	0	8274	0	0	
354253																																							9637	1234	23996	0	0	428	0	2749	63317	55742	658	56400	0	454	0	0	6917	200	63317	0	0	3437	0	0	4000	0	17320	38422			0	25727	25273	-720	0	0	0	0	6917	0	0	
354310																																							490133	63579	366251	0	182838	66127	23926	244838	8404657	7199956	73235	7497602	0	88165	200000	0	907055	2400	8404657	0	0	432948	0	0	493820	15288	1544617	5655339			0	6914804	6826639	-22113	0	0	0	24411	907055	2014	123024	
354552																																							81772	15191	332854	0	13676	11840	0	23433	890612	806502	3296	833986	0	4904	0	0	56626	1025	890612	0	0	59601	0	0	31545	1224	79715	726787			0	415464	410560	-35545	0	0	0	24188	56626	62	0	
354851																																							15615	974	6531	0	0	163	0	2808	95067	84069	186	85255	0	1767	1000	0	9812	250	95067	0	0	7484	0	0	2150	0	15128	68941			0	70743	68976	-72	0	0	0	0	9812	0	0	
355120																																							108924	14119	150734	0	0	8902	0	21905	886375	774283	6590	780873	0	8170	0	0	105502	970	886375	0	0	94894	0	0	12030	0	212463	561820			0	588349	580179	-2392	0	0	0	0	105502	0	1612	
355559																																							35673	12022	160980	0	6361	9429	0	16682	613674	533827	4209	551036	0	5094	13000	0	62638	900	613674	0	0	32778	0	0	31100	3307	100784	433043			0	374155	369061	-2140	159	0	0	0	62638	0	0	
355858																																							201670	33960	196357	1265	54254	40209	674	53217	2073342	1571391	28144	1619329	0	80811	19794	0	454013	971	2073342	0	0	414849	0	38050	12974	2908	346639	1224752			0	1521482	1440671	-12831	0	0	0	0	454013	0	48157	
356239																																							1315	53914	115727	0	5764	3903	100	9885	497871	447671	2089	451072	0	2090	1312	0	46799	450	497871	0	0	49253	0	0	3550	0	38188	409483			0	295069	292979	-6454	14284	0	0	0	46799	0	0	
356659																																							5339	2156	35633	0	0	572	98	1844	181833	145756	665	148021	0	5101	1000	0	33812	100	181833	0	0	27665	0	0	5950	0	13988	131768			0	141292	136191	97	0	0	600	0	33812	0	0	
356752																																							28046	38760	63303	0	0	8183	0	8045	526613	481393	2196	483589	0	4455	0	0	43024	350	526613	0	0	5815	0	0	37953	285	137420	343973			0	381777	377322	-1094	2669	0	0	0	43024	0	0	
357526																																							12341	4760	4845	899	0	5075	723	13454	263335	203454	2609	245678	0	1578	39615	0	17657	8000	263335	0	0	6537	0	0	8000	0	81785	121669			0	216355	214777	-4880	0	0	0	0	17657	0	6461	
357553																																							11316	7482	88645	0	0	1053	0	4955	249319	210583	1194	220383	0	1490	5000	0	28936	2000	249319	0	0	26532	0	0	2000	0	52857	157726			0	137358	135868	-1596	0	0	0	3606	28936	0	0	
357777																																							11578	669	0	0	0	2736	251	15311	344495	254596	1370	301625	0	1675	45659	0	42870	0	344495	0	0	42870	0	0	0	0	21798	232798			0	271736	270061	0	0	0	0	0	42870	0	43889	
357937																																							50811	1379	28345	0	0	8314	982	19426	486051	427978	4776	432754	0	3537	0	0	53297	200	486051	0	0	39125	0	0	14300	0	113522	314456			0	347972	344435	-328	0	0	0	0	53297	0	32359	
358112																																							4347	4526	40038	0	3268	7731	6	5736	217167	180036	3881	196971	0	1319	0	0	20196	567	217167	0	0	14268	0	0	9496	0	46448	133588			0	152544	151225	-4135	290	0	2000	11054	20196	0	0	
358448																																							4172	2793	34322	0	0	2556	0	4698	96644	87280	172	87452	0	593	0	0	9192	2535	96644	0	0	5958	0	0	2535	0	23118	64162			0	45394	44801	-1836	2902	0	0	0	9192	0	400	
359472																																							9610	1483	171	0	0	415	0	604	66807	49575	63	49638	0	465	0	0	17169	0	66807	0	0	17173	0	0	0	0	1732	47843			0	54752	54287	-4	0	0	0	0	17169	237	0	
359744																																							394	3110	54797	0	945	409	0	1834	105289	92591	693	93284	0	658	0	0	12005	264	105289	0	0	8687	0	0	3721	0	22099	70492			0	37566	36908	-667	6892	0	0	0	12005	0	0	
360777																																							6389	607	0	0	0	207	0	541	30543	23380	69	23449	0	68	0	0	7094	0	30543	0	0	7094	0	0	0	0	0	23380			0	22867	22799	0	0	0	0	0	7094	0	0	
361055																																							45923	20461	161572	0	91	35294	18	39751	1291227	1052027	10710	1217042	0	8447	60826	0	74185	2000	1291227	0	0	76543	0	0	29659	0	230187	821840			0	868897	860450	-34017	0	0	0	93479	74185	0	127667	
361167																																							302906	81080	1456219	0	201294	164185	248	269862	8508720	6942818	81861	7444472	0	45100	321136	0	1064248	15000	8508720	0	0	307741	0	0	837124	1332	1510788	5432030			0	4817991	4772891	-95617	5800	0	0	98657	1064248	5426	1247477	
361279																																							732	2811	27109	0	435	4582	0	9454	346592	299245	4087	317332	0	2699	14000	0	29260	100	346592	0	0	19799	0	0	9490	0	44585	254660			0	295187	292488	-129	8981	0	0	0	29260	0	0	
361354																																							8934	268	32093	0	8	179	0	548	62793	53582	320	53902	0	387	0	0	8891	248	62793	0	0	7957	0	0	1000	0	6528	47054			0	11259	10872	-314	9891	0	0	0	8891	0	0	
361439																																							40902	5769	98208	0	0	7578	0	23011	613829	551089	4050	555139	0	7062	0	0	58690	549	613829	0	0	63033	0	0	2485	0	127136	423953			0	445423	438361	-7377	0	0	0	0	58690	0	0	
