"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDB556	RCFDC010	RCFDFT33	RCFDFT34	RCFDFT35	RCFDHT80	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONB556	RCONC010	RCONFT33	RCONFT34	RCONFT35	RCONHT80	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
7634																			0	101	0	1314	258	451	186	0	0	762	0	0	0	0	0	0	0	0	Late fees receivable			
8462																			0	21	0	1824	0	27	0	0	0	1776	0	0	0	0	0	0	0	0				
8631																			0	345	342	3804	65	65	0	0	0	226	0	0	0	0	0	2826	0	0				
9357																			0	994	0	4854	1142	1723	0	0	0	2137	0	0	0	0	0	0	0	0				
9553																			0	3113	0	14513	536	592	54	0	0	5387	0	0	0	0	0	3212	0	2209	Nebraska Fund XV Investment			
9807																				6424	0	171445	1461	2023				9773					0	41134	112091	0				
9955																			0	3894	1	5373	0	65	0	0	0	1413	0	0	0	0	0	0	0	0				
10250																			0	2520	0	6776	626	920	0	0	0	2949	0	184	0	0	0	387	0	0				
10849																			0	764	1460	4710	417	461	0	0	0	2025	0	44	0	0	0	0	0	0				
11145																			25	1590	3373	18673	1397	3622	1457	743		1619					0	7306	0	1163	Marble Cliff Capital	Great Lakes Capital Fund		
11640																			0	2349	3204	23987	434	3159	0	0	0	4686	0	0	0	0	0	10589	0	0				
11837																			0	157	1497	2460	198	207	0	0	0	599	0	0	0	0	0	0	0	0				
12030																			0	41217	4687	54581	274	597	322	0	0	6437	0	0	0	0	0	1643	0	0	Securities Paydown Receivable			
12142																			0	806	2625	13940	491	665	0	0	0	2359	0	36	0	0	0	4569	0	2916				
12311	0	903685	886601	7751440	0	2336131	0	0	0	774727	0	0	0	0	0	816159	942716	1091421		903685																				
12647																			0	578	0	6652	274	467	0	0	0	1328	0	0	0	0	0	4279	0	0		0		
12946																			0	9212	25234	111423	1574	2522	0	0	0	15759	0	302	622	0	0	4273	54423	0				
13103																				3992	8875	84805		42592	16861			9062					0	20284	0	0	Deferred Compensation Assets			
13251																			0	787	0	1942	128	128	0	0	0	413	0	0	0	0	0	614	0	0				
13457																			0	0	106	1645	334	334	0	0	0	1205	0	0	0	0	0	0	0	0				
14155																			0	736	65	17054	468	537	0	0	0	6002	0	0	0	0	0	9714	0	0				
14650																			0	362	0	2695	0	198	0	0	0	646	0	0	0	0	0	1489	0	0				
14753																			0	160	0	961	58	58	0	0	0	743	0	0	0	0	0	0	0	0				
14865																			0	715	2882	29350	609	2979	0	0	0	10143	0	0	0	0	0	8659	2011	1961				
14977																				66	76	1353	77	124				1087			4		0	0	0	0				
16551																			0	4335	0	11700	367	565	0	0	0	1898	0	15	0	0	0	4902	0	0				
17110																				219	0	4261	1102	3783				259			2506		0	0	0	0				
17147																				47245	70107	683060	49003	164710				93368	48468				0	218703	69282	19645				
17259																			0	375	0	2602	88	91	0	0	0	360	0	0	0	0	0	1776	0	0		0		
17950																			0	2581	5713	16311	360	989	450	177	1	6638	0	0	0	0	0	0	0	390	DFB Travelers Expense	Other assets	ATM Settlement	
17978																			0	292	0	2633	466	651	25	0	0	1690	0	0	160	0	0	0	0	0	Accrued Late Charges Receivable			
18050																			0	1758	0	19912	1342	2647	0	0	0	4137	0	147	0	0	0	11370	0	0				
18827																			0	12457	10402	103808	5458	15473	0	0	0	17717	9435	0	0	0	0	25725	0	22034				
18836																			0	491	817	8890	647	2119	1018	0	0	759	0	0	0	0	0	4704	0	0	DEFERRED DIRECTOR FEES			
18854																				1165	5447	31122		15414	8944			9096					0	0	0	0	Oil & Gas Assets			
19356																			0	788	0	5415	591	591	0	0	0	914	0	0	0	0	0	3122	0	0				
19936																			0	579	2177	12832	373	546	154	0	0	2664	0	0	0	0	0	6866	0	0	Income Tax Receivable			
19972																			0	39	738	8113	0	206	0	0	0	289	0	0	0	0	0	5322	0	1519				
20053																			0	490	0	3432	190	190	0	0	0	1337	0	0	0	0	0	1415	0	0				
20633																			0	1582	1783	18692	0	6090	4559	0	0	1323	0	0	0	0	0	7914	0	0	DUE FROM THIRD PARTY SWEEP INVESTMENT BROKER			
20857																			0	734	0	11115	160	327	0	0	0	9867	0	0	160	0	0	187	0	0				
21256																			0	66	0	550	22	22	0	0	0	59	0	0	0	0	0	403	0	0				
21359																			0	363	0	1613	123	256	133	0	0	788	0	0	0	0	0	206	0	0	Farmer Mac			
21658																				1519	0	7840	322	349				1948					0	3395	0	629				
22048																			0	625	0	10807	523	4222	0	0	0	2	0	0	1	0	0	5958	0	0				
22543																			0	824	0	4623	1244	2243	0	0	0	1556	0	0	0	0	0	0	0	0				
22552																			0	1346	0	3466	0	85	0	0	0	2035	0	0	0	0	0	0	0	0				
22730																			0	405	2436	8256	505	628	0	0	0	1332	0	0	0	0	0	3455	0	0				
23456																			0	1864	0	8490	748	753	5	0	0	2511	0	0	0	0	0	3362	0	0	Stadium Builder-Rapid transfer			
23504																				67197	52384	593862	7814	17546				55572					0	354747	38801	7615				
23643																			0	1716	0	14416	425	431	0	0	0	1855	0	0	0	0	0	7532	0	2882				
23755																			0	1049	0	11054	338	2603	2055	0	0	1293	0	0	0	0	0	6109	0	0	HUDSON RIGHT OF USE			
24378																			0	385	194	1092	0	201	0	0	0	312	0	0	0	0	0	0	0	0				
24659																			0	56	0	1113	0	0	0	0	0	1057	0	0	0	0	0	0	0	0				
24949																			0	1746	1733	16682	421	691	0	0	0	1857	0	0	0	0	0	10655	0	0				
25357																			385	3647	0	10187	247	882	0	0	0	5658	0	0	57	0	0	0	0	0				
25647																				1315	1887	5383	387	738				1443			20		0	0	0	0				
26765																			0	11642	0	115118	6390	7885	0	0	0	17132	0	0	0	0	0	60679	2419	15361				
27070																			0	8296	3496	50789	948	2360	0	0	0	3146	0	682	0	0	0	33491	0	0				
27614																			0	1041	6119	19708	431	1336	338	0	0	2140	0	0	0	0	0	9072	0	0	ATM Conversion Account			
27847																			0	2465	0	32030	1697	1904	2	0	0	6762	0	155	50	0	0	15899	0	5000	Deed Stamp Inventory			
28013																				51635	10434	282663	3829	17649				20118					0	182299	0	528				
28152																				522	0	6202	18	648				1482	630				0	3550	0	0				
28675																				2103	473	4299	138	230				1493					0	0	0	0				
28732																			0	141	696	2612	0	185	0	0	0	603	0	0	0	0	0	987	0	0				
29476																			0	799	0	6523	0	239	0	0	0	2295	0	0	0	0	0	3190	0	0	0			
29636																			0	1785	25200	62937	2884	3842	0	0	0	5774	0	0	0	0	0	18837	825	6674				
29878																			0	2568	10360	25017	1309	5032	140	2737	675	7057	0	0	171	0	0	0	0	0	Seat License, CRA Investment	Additional Minimum Liabilty Pension	Debit Escrow	
30052																			0	138	0	478	0	124	0	0	0	216	0	0	0	0	0	0	0	0				
31134																				168	571	3106	436	466				1377					0	524	0	0				
31255																				2777	0	32728	2740	3124				6280					0	18361	0	2186				
31657																			0	486	0	6179	200	275	0	0	0	772	0	0	0	0	0	3628	0	1018				
31826																				1949	990	13341	1815	3340				1833					0	5229	0	0	deferred compensation 1070			
31835																			0	0	1907	18755	194	232	0	0	0	2493	0	0	0	0	0	13134	0	989				
32234																			0	3608	13477	24261	0	3971	0	0	0	3205	0	2843	0	0	0	0	0	0				
32766																			0	1179	0	2395	218	392	121	0	0	824	0	0	0	0	0	0	0	0	Payroll			
32971																			0	1638	2225	17149	706	913	0	0	0	1924	0	0	166	0	0	10135	0	314				
33147																			0	2442	0	19886	995	2038	0	714	0	8347	0	0	0	0	0	6254	0	805	Outgoing RBP - CDARS	OTHER INVESTMENTS - ANNUTITIES		
33259																			0	2307	3902	28173	634	1023	327	0	0	4007	0	0	0	0	0	16934	0	0	Unposted Deposits			
33370																				273	285	588		0				30					0	0	0	0				
33839																			0	90	0	422	51	72	0	21	0	260	0	0	0	0	0	0	0	0	Primarily Negative Accrued FASB Tax Liability	Fiserv Reserve and Neg Accr Fed Tax		
33857																				7318	0	19739	1742	1822				10599					0	0	0	0				
34537																				137893	58686	684621		87319				70159	25610				0	308942	0	21622				
34555																				4061	0	17451	578	849				4777		161	1		0	7764	0	0				
34742																			0	2449	1375	20535	488	1809	0	0	0	3226	0	0	0	0	0	11676	0	0				
35057																				704	0	9397	349	3543	964			2004					0	2347	0	799	SBA Portion of Foreclosed Loan			
35301	0	568000	583000	53970000	0	47785000	24257000	15490000	0	1069000	0	0	0	0	0	697000	3268000	0		567000																	Receivables for Cash collateral posted	Receivables for non- Cash collateral posted		
35646																			0	591	253	4871	0	99	0	0	0	508	0	0	0	0	0	3420	0	0				
35879																			0	2789	1845	13763	183	350	142	0	0	823	0	0	0	0	0	7956	0	0	LOAN FAIR VALUE			
36933																			0	998	2433	10492	566	653	0	0	0	2393	0	0	0	0	0	4015	0	0				
37051																			0	680	0	2117	101	237	0	0	0	940	0	136	0	0	0	260	0	0				
37341																			0	655	0	2658	185	191	0	0	0	535	0	0	6	0	0	1277	0	0				
37435																			0	1557	7878	27780	3319	10838	4400	0	0	7507	0	0	0	0	0	0	0	0	Investment - Fed HTC			
37640																				17688	46391	247308	10278	37212				38834					0	68187	0	38996				
37659																			24	55	0	2421	14	650	0	0	0	546	0	0	0	0	0	1170	0	0				
37949																			0	616	0	11017	207	277	0	0	0	2804	0	0	0	0	0	7320	0	0				
38740																			0	3463	3051	16023	366	750	0	0	0	1568	0	0	0	0	0	7191	0	0				
39327																			0	676	1300	34985	715	2754	468	1427	0	3183	0	144	0	0	0	26304	768	0	Other Deposits	Annuity		
40033																			0	475	0	5160	190	1654	705	752	0	253	0	0	0	0	0	966	0	1812	Deferred Comp	Receivable from US Treasury Securtity 12/31/2025		
40855																			0	1027	0	2455	0	114	0	0	0	1314	0	0	0	0	0	0	0	0				
41553																			0	479	0	3587	30	30	0	0	0	1025	0	0	0	0	0	2053	0	0				
41629																			0	1972	489	5794	781	1461	0	0	0	1352	0	0	0	0	0	520	0	0	Low Income Housing Investment			
41825																				2282	4442	19790	1271	1879				3349					0	5747	0	2091	Other Assets	Health Insurance Reserve		
42037																			0	65	914	4150	0	197	0	0	0	499	0	0	0	0	0	2190	0	285				
42354																			503	3653	0	11279	303	823	0	0	0	2277	0	0	0	0	0	4526	0	0				
42372																			0	806	2490	14376	2226	2318	0	0	0	1570	0	0	0	0	0	6749	443	0				
42420																				38295	43761	443038		84212	36553			43617					0	155839	67582	9732	Limited Partnership Investments			
42448																			0	10556	4185	59339	2203	4321	0	0	0	17943	0	369	0	0	0	22334	0	0				
42457																			0	305	149	1550	191	256	0	0	0	840	0	0	0	0	0	0	0	0				
43052																			0	2626	108	8180	55	264	0	0	0	491	0	0	0	0	0	4691	0	0	Income Tax Receivable	Unrealized Tax Affect AFS		
43351																			0	657	300	9158	595	780	146	0	0	4932	0	0	0	0	0	0	1258	1231	Income tax receivable			
43856																			0	1458	241	3898	109	262	150	0	0	284	0	0	0	0	0	1653	0	0	Naming Rights	Real Estate Wires		
43959																			0	1463	2696	11653	225	225	0	0	0	1126	0	0	0	0	0	6143	0	0				
44040																			0	1666	3154	16202	248	257	0	0	0	4769	0	0	0	0	0	6356	0	0				
44433																				7485	11645	30007	1338	4850	2059	372	892	6027	51				0	0	0	0	Security Deposits	Clearing CAPS	Securities Principal Payments	
44741																			0	1459	1410	6934	595	736	0	0	0	3329	0	0	0	0	0	0	0	0				
44750																			0	2295	2446	11924	0	450	0	0	0	1051	0	0	0	0	0	3769	0	1913				
44929																				544	0	4816	189	189				632					0	1555	0	1896				
45056																			0	245	86	2039	243	248	0	0	0	1460	0	0	0	0	0	0	0	0				
45458																			0	2975	329	9753	685	787	0	0	0	1878	0	0	0	0	0	3620	164	0				
45551																			0	6095	6722	51643	1551	6988	3677	0	0	13692	0	6	0	0	0	14964	0	3182	EFA Vendor Commissions			
45560																				9657	0	76178	22138	28337				8037					0	26519	0	3628				
45775																			0	406	1643	7446	0	227	0	0	0	593	0	0	0	0	0	4577	0	0				
46053																			0	3058	0	12043	452	719	0	0	201	1501	0	0	0	0	0	6413	0	352	Passport Prefunded Transactions	Lease Right of Use NAPA	Right of use lease  Prior Lake	
46941																			0	831	0	7781	0	480	0	0	0	1517	0	0	0	0	0	2956	0	1997				
47247																				9702	0	52833	2327	12392	5816			4761	638	51			0	25978	0	0	Lender Reserve Account			
47500																			0	3635	1047	25583	1109	1595	0	0	0	1638	0	0	4	0	0	17668	0	0				
48374																			0	10493	0	85518	0	16886	0	0	0	27060	0	0	10401	3214	0	29924	0	1155				
48440																			0	1194	978	7970	0	219	11	0	0	1014	0	0	0	0	0	4565	0	0	Prefunding account			
49054																			0	1872	0	4085	151	306	0	0	0	1907	0	0	0	0	0	0	0	0				
49148																			0	284	90	3342	155	155	0	0	0	1059	0	0	0	0	0	1754	0	0				
49241																			0	13149	6197	67975	2236	5755	0	0	0	7774	0	0	0	0	0	27055	0	8045				
49652																			0	1935	176	9518	143	470	0	0	0	1617	0	0	0	0	0	5320	0	0				
49858																			0	168	121	5863	0	613	0	318	0	536	0	0	0	0	0	4425	0	0	Prepaid Insurance	Prepaid Service Contracts		
49951																			42	986	0	8401	0	1379	0	0	0	2951	0	0	0	0	0	3085	0	0				
50461																				0	2630	2933	34	34				269					0	0	0	0				
51253																				6584	0	25941		4764	3649			8258					0	6335	0	0	Brokered Deposit Premium			
51356																				0	0	394	57	57				337					0	0	0	0				
51459																			0	3771	192	13199	244	244	0	0	0	3444	0	0	0	0	0	5548	0	0	Insurance Claims Receivable	Accrued Income Taxes		
51842																				1846	2256	14010	235	2441	1952			3178					0	4289	0	0	FASB 115 Sed G (l) Def Tax			
52719																				6402	30573	107216		70241				0			64305		0	0	0	0				
52951																			486	2562	1046	7749	0	524	0	0	0	3617	0	0	0	0	0	0	0	0				
53051																			0	5	0	605	0	36	0	0	0	564	0	0	0	0	0	0	0	0				
54058																				1507	199	10475		310	207			8459					0	0	0	0	Accrued Income Tax Receivable			
54973																				112163	111415	493014	7737	29661	15774			29435					0	61781	148559	0	Pension Surplus			
55336																			0	1860	1715	9744	841	927	0	0	0	2304	0	0	0	0	0	2938	0	0				
55635																			0	177	376	2693	400	1483	0	0	0	657	0	0	0	0	0	0	0	0				
55970																			0	367	1146	25196	1007	1283	0	0	0	1862	0	0	0	0	0	16080	0	4458				
56258																			0	693	0	7532	172	225	0	0	0	2048	0	0	0	0	0	4566	0	0				
56351																				11405	7098	123299	8379	20216	4506			16205					0	68375	0	0	Right of Use Asset			
56548																			0	6844	2934	22418	714	1584	0	0	0	2213	0	0	0	0	0	8843	0	0				
56717																			0	4131	7674	50163	2225	4979	0	2043	0	4628	0	0	0	0	0	24126	0	4625		ROU Lease Assets		
57451																			0	1675	3934	18459	875	1027	0	0	0	2906	0	0	0	0	0	8917	0	0				
58225																			0	481	1727	13354	349	1208	0	0	0	1506	0	67	0	0	0	7196	0	1236				
58243																				38465	12954	301138	7952	67950	4740			25057	44192	2691	8148		0	116710	40002	0	NMTC Receivable			
58355																			0	125	0	1495	54	54	0	0	0	266	0	0	0	0	0	1050	0	0				
58551																			0	403	0	10700	0	179	0	0	0	2986	0	0	0	0	0	6586	0	546				
58636																			0	846	2813	20946	1096	1861	673	0	0	2775	0	0	0	0	0	5732	0	6919	PROPERTY PURCHASED FOR CUSTOMER OUTINGS			
58757																			0	1732	1569	17975	212	463	140	0	0	4416	0	0	0	0	0	9795	0	0	Agency Receivable			
58971																				17747	51250	222001	8929	28151				32905					0	91948	0	0				
59316																			0	6623	14653	90397	11153	13782	0	0	0	9250	0	0	0	0	0	35173	1452	9464				
59352																			0	385	0	11701	318	682	0	0	0	2789	0	0	0	0	0	7845	0	0				
59370																			41	353	1139	15922	749	1020	172	0	0	1131	0	9	49	0	0	12279	0	0	INCOME TAX RECEIVABLE	OTHER ASSETS		
59754																			18	1474	444	5326	1257	1446	0	0	0	1962	0	0	0	0	0	0	0	0				
60143	0	862000	681000	5644000	0	2350000	1346000	0	0	300000	0	0	0	0	0	1425000	26000	0		862000																	Pension plan assets			
60330																				1304	2138	33121	3638	5681				3852					0	13418	0	6728				
60545																			0	610	201	3744	0	76	0	0	0	2857	0	0	0	0	0	0	0	0				
60554																			0	188	0	2661	0	20	0	0	0	1786	0	0	0	0	0	667	0	0				
60648																			0	712	3185	14286	0	628	0	0	0	2276	0	0	0	0	0	6475	0	1010				
61122																			2802	4630	8094	113057	3454	42096	20798			7877					0	50360	0	0	Pension asset			
61355																			0	6580	4854	52735	2583	7065	0	0	0	8071	0	0	0	0	0	26165	0	0				
61757																				1218	856	14836		213			160	1792					0	10757	0	0			Debit Card Settlement	
61832																			0	1396	3248	18568	823	858	0	0	0	2079	0	0	0	0	0	5683	0	5304				
61953																			0	277	0	890	0	51	0	0	0	562	0	0	0	0	0	0	0	0				
62044																			0	286	0	4506	391	2303	1142	0	0	1209	0	210	0	0	0	708	0	0	Holding Company Commitment			
62110																			0	126	468	661	0	38	0	0	0	29	0	0	0	0	0	0	0	0				
62147																			0	747	0	3317	94	169	0	0	0	450	0	0	0	0	0	1951	0	0				
63050																			0	1409	2807	14912	0	170	0	0	0	2216	0	0	0	0	0	8310	0	0				
63069	0	440102	333054	2848408	0	1169972	466574	0	0	435656	0	0	0	0	0	110581	359043	0		440102																	Affordable Housing Investments commitment			
63201																			0	566	1501	6798	960	1112	0	0	0	1120	0	0	0	0	0	2499	0	0				
63573																			0	2298	1562	9820	0	3965	3345	0	0	1995	0	0	0	0	0	0	0	0	Prepaid Pension Obligation			
63733																			37	6786	6796	61241	1503	7017	3359			9077		298			0	26249	0	5316	Insurance Annuity Asset			
64552																				2214	1308	12568		2549		831		1150				901	0	5347	0	0	Accounts Receivable	Prepaid Service Contracts		
64730																			0	234	2274	3885	111	311	0	0	0	1066	0	0	0	0	0	0	0	0				
65205																			0	1477	4082	59370	1024	2331	0	0	0	3508	0	0	0	0	0	33636	0	14336				
65559																				572	6157	27230	664	919				6113		155			0	13469	0	0				
65858																			0	2456	1709	42951	2902	10902	6645	0	0	11078	0	2	1245	0	0	15149	0	1657	Artwork			
66154																			0	1250	331	10532	668	983	0	0	0	1546	0	0	0	0	0	6181	0	241				
66275																			0	2396	2018	11964	529	1063	504	0	0	4870	0	0	0	0	0	1617	0	0	Taxes and Loan Fees Receivable		0	
67142																			0	2625	0	4295	326	835	0	0	0	835	0	490	0	0	0	0	0	0				
67151																			0	661	0	7079	0	2983	0	0	0	3435	0	0	0	0	0	0	0	0				
67209																			0	5375	11483	45585	0	4578	3492	0	0	4645	0	0	0	0	0	19504	0	0	Income Tax Receivable			
67254																			0	0	0	195	0	172	0	0	0	23	0	0	0	0	0	0	0	0				
67656																				877	14060	28756	1111	3572				7106					0	3141	0	0	NET CURRENT TAXES			
68671																			0	113	0	5495	2113	3967	0	0	0	1415	0	0	0	0	0	0	0	0				
68756																				1751	0	25720		6083				8045	4460				0	9841	0	0				
68831																			0	1103	335	6866	0	343	0	0	0	1476	0	0	0	0	0	3609	0	0				
69333																				3784	0	50702	1609	3259	1425			7083					0	36576	0	0	Right of Use Lease Asset			
69678																			0	1012	1693	8575	1168	3124	1130	0	0	2746	0	22	0	0	0	0	0	0	Trust Fees Receivable			
70218																				679	297	7281		5893	5331			412					0	0	0	0	Right of Use Asset			
70638																			0	1667	0	12085	502	967	0	0	0	4877	0	0	0	0	0	3218	178	1178				
70955																			0	0	0	693	135	161	0	0	0	532	0	0	0	0	0	0	0	0				
71073																			0	2835	364	8229	153	454	0	0	0	616	0	0	290	0	0	1346	0	2614				
71457																			0	5284	1718	24794	2304	2343	0	0	0	7869	0	0	0	0	0	7580	0	0				
71859																			0	149	317	1799	0	1271	0	0	0	62	0	0	1214	0	0	0	0	0				
72258																			0	580	0	9725	912	1144	193	39	0	8001	0	0	0	0	0	0	0	0	Accrued Principal Receivable - Mortgage Backed Securities	AR Trust Income		
72351																			0	120	0	807	91	94	0	0	0	593	0	0	0	0	0	0	0	0				
72454																			0	110	459	1737	220	220	0	0	0	948	0	0	0	0	0	0	0	0				
72678																			0	2173	7183	33937	1381	1409	0	0	0	2422	0	0	23	0	0	20750	0	0				
73116																			0	544	4082	14653	971	1915	0	0	0	1947	0	0	0	0	0	6165	0	0				
73152																			0	561	0	6173	76	76	0	0	0	1213	0	0	0	0	0	3537	0	786				
73554																			0	3630	0	16672	783	1590	438	0	0	7747	0	0	0	0	0	3705	0	0	INCOME TAX RECEIVABLE			
73956																			0	223	57	1685	0	18	0	0	0	318	0	0	0	0	0	1069	0	0				
74056																			0	1133	178	9441	465	3250	2785	0	0	3241	0	0	0	0	3	1636	0	0	TAX CREDIT INVESTMENTS			
74140																				8313	2755	78797	3401	13199	6309			8397					0	17848	26275	2010	Investment in Low Income Housing			
74403																				3560	6570	33543	922	3069				3742					0	16602	0	0				
74449																			0	25	0	160	0	27	0	0	0	108	0	0	0	0	0	0	0	0				
75259																			0	1273	1614	30780	2721	3659	0	0	0	4265	0	0	499	0	0	19173	0	796				
75446																			0	4003	29	16930	368	404	0	0	0	3691	0	6	0	0	0	8803	0	0				
75455																			0	0	0	358	0	0	0	0	0	358	0	0	0	0	0	0	0	0				
75633	0	3085563	1811592	11525518	359433	1199919	0	0	0	860479	0	445333	0	0	64	1771315	2312941	483645																						
75651																			0	612	198	3907	0	253	160	0	0	777	0	0	0	0	0	2067	0	0	Insurance Agency			
76153																				722	0	2632	94	485				1267					0	158	0	0				
76443																			0	214	0	977	131	223	0	0	0	540	0	0	0	0	0	0	0	0				
76854																			0	1661	3598	21512	533	1927	0	0	0	2454	0	0	0	0	0	8800	0	3072				
77150																				91	0	843		209				543					0	0	0	0				
77253																			13	1748	4524	31845	740	5165	0	0	4200	3725	0	0	0	0	0	16683	0	0			DIVERSIFIED LENDING - FACTORING	
77422																			0	711	799	9147	287	2257	0	1081	0	476	0	0	777	0	0	2576	0	2328		Annuity Contracts		
77851																				21879	8234	152701	7777	13403	3462			21353					0	87832	0	0	Wealth Management Trust Fees Receivable			
78157																			0	100	0	482	0	94	0	0	0	288	0	0	0	0	0	0	0	0				
78241																			0	299	465	1563	0	63	0	0	0	736	0	0	0	0	0	0	0	0				
78559																			0	117	0	1108	208	244	0	0	0	747	0	0	0	0	0	0	0	0				
79042																				3057	3086	20873		42				5583					0	8972	0	133				
79127																			5	334	0	4042	139	197	0	0	0	449	0	0	37	0	0	3062	0	0				
79145																			0	2334	484	4459	265	426	0	0	0	1215	0	0	0	0	0	0	0	0				
79257																			0	0	0	736	0	352	0	0	0	384	0	0	0	0	0	0	0	0				
79855																			0	481	0	4675	686	2629	1789	0	0	1565	0	0	0	0	0	0	0	0	IN PROCESS NON POST DEBITS			
