"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDB556	RCFDC010	RCFDFT33	RCFDFT34	RCFDFT35	RCFDHT80	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONB556	RCONC010	RCONFT33	RCONFT34	RCONFT35	RCONHT80	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
202907																				68917	53212	505250		214107	170045			57680					0	110805	29	500	Net pension asset			
203043																				5294	0	20626		10952	8826			4380					0	0	0	0	Visa Stock Shares			
203052																				64	0	636		8				564					0	0	0	0				
203575																			0	287	453	3042	0	91	0	0	0	229	0	0	0	0	0	1982	0	0				
204004																				115687	167407	980115	49259	186851				95798	105734	132	14215		0	307139	4609	102624				
204237																			0	137	0	1591	232	235	0	0	0	1219	0	0	0	0	0	0	0	0				
204826																			0	1550	0	10431	292	292	0	0	0	1803	0	0	0	0	0	6786	0	0				
205243																			0	1527	4773	28932	1154	2021	0	0	0	3516	0	0	0	0	0	15107	1988	0				
205346																			0	2388	0	4995	215	322	0	0	0	2285	0	102	0	0	0	0	0	0				
205458																			0	331	0	816	111	128	0	0	0	357	0	0	0	0	0	0	0	0				
205542																			0	1822	1876	11141	830	880	0	0	0	3181	0	0	0	0	0	3382	0	0				
206156																			0	958	0	7787	352	3088	500	0	0	1963	0	0	0	0	0	1778	0	0	Dreamspring Partnership		CDARS INCOMING RATE BRIDGE	
206174																			0	842	3869	20471	1648	2279	0	0	0	1715	3	0	628	0	0	10039	0	1727	Stationery, Supplies, & Premium Inventory			
206473																			0	1828	0	2481	0	149	0	0	0	504	0	0	0	0	0	0	0	0				
206772																			0	684	636	2924	0	1084	883	0	0	520	0	0	0	0	0	0	0	0	0			
206950																			0	517	0	2921	55	55	0	0	0	852	0	0	0	0	0	1497	0	0				
207041																			0	11	151	1259	0	107	0	0	0	393	0	0	0	0	0	597	0	0				
207050																				12952	0	34510	1352	4883				5268	1832				0	11407	0	0	0			
207452																			0	775	252	7238	468	470	0	0	0	1929	2	0	0	0	0	3812	0	0				
207470																			0	244	0	13356	0	517	0	0	0	616	0	0	0	0	0	11269	0	710				
207555																			0	373	0	2360	254	254	0	0	0	939	0	0	0	0	0	794	0	0				
207845																			0	6014	3359	54653	1281	3647	1646	0	0	6186	0	0	0	0	0	35447	0	0	Federal Income Tax Benefit			
207872																			0	1550	2670	18656	521	1461	0	0	0	3184	0	0	775	0	0	3568	3006	3217				
208057																				508	0	13922	157	220				5633					0	7561	0	0				
208244		493583	511983	3616996		1328693	586471	410045		306802					0	410204	508013	57718		493583																	Miscellaneous Investments	Tax Credit Investments		
208347																			0	889	0	2939	68	81	9	4	0	1432	0	0	0	0	0	537	0	0	Computer Supplies	Bank Vehicle		
208440																			0	87	9	4181	49	69	0	0	0	2134	0	0	0	0	0	1882	0	0				
208459																			0	90	0	1355	867	1041	0	0	0	224	0	0	0	0	0	0	0	0				
208570																			0	2112	2542	21705	369	424	0	0	0	1945	0	0	0	0	0	14682	0	0	Payroll in process-PEO			
208655																			0	2013	543	9802	930	1039	0	0	0	6207	0	0	0	0	0	0	0	0				
208972																			0	1361	633	4578	89	103	0	0	0	575	0	0	0	0	0	1906	0	0				
209148																				1726	875	11731	708	937				4278					0	3915	0	0				
209362																			0	378	0	1192	159	230	0	0	0	584	0	0	0	0	0	0	0	0				
209559																			0	181	0	3555	0	43	0	0	0	851	0	0	0	0	0	2480	0	0				
209858																			0	5818	5216	28156	2194	2658	0	0	0	5070	0	0	232	0	0	9394	0	0				
210238																			0	422	3585	20197	546	902	310	0	0	1926	0	0	0	0	0	13362	0	0	INCOME TAX RECEIVABLE			
210256																			0	3194	0	4607	0	140	0	0	108	1273	0	0	0	0	0	0	0	0			Premium USDA/SBA Govt Loan	
210434	0	1540320	0	11433061	0	7013455	0	0	0	498200	0	2347592	0	0	0	2381086	0	0		1539427																				
211114																				341	0	1346	157	378				627			191		0	0	0	0				
211271																				30101	1890	55464		7966				12916		1861			0	2591	0	0				
211338																			0	433	349	2818	423	605	182	0	0	1431	0	0	0	0	0	0	0	0	Fiserv EFT Deposit			
211851																			0	350	0	1468	54	54	0	0	0	1064	0	0	0	0	0	0	0	0				
212018																				2384	4760	31378	1381	8242	152	3313		2265	3082	39			0	7867	0	5860	Principal Receivable on MBS/SBA	Annuities		
212344																			0	201	41	2177	105	155	0	0	0	1780	0	0	49	0	0	0	0	0				
212522																				8448	10392	73678	3608	4936				12263		1087			0	37639	0	0	Prepaid Pension	Prepaid Retirement Contribution Asset		
212577																				43520	10185	203150	6461	39543	26072			15972			738		0	86664	0	7266	Owned Equipment with Operating Leases			
213471																			0	182	506	4589	0	973	0	0	0	2928	0	0	0	0	0	0	0	0				
213538																			0	211	0	4701	222	253	0	0	0	936	0	0	0	0	0	3301	0	0				
213912																				1090	261	7258	265	1219	612			859					0	3829	0	0	Deferred Director Fees Trust			
213958																				67	0	2446	49	155				554	106				0	1670	0	0				
214106																				10224	12844	116221		7702	4861			17985					0	67466	0	0	Interest Rate SWAP - Asset			
214414																				13032	3126	93523	3967	16373	3141	2300		13582		277	607		0	39056	0	8354	Investments in tax credits	Goldman Sachs		
214722																				2749	7956	67853	7877	28662				5465	273				0	19294	267	3460				
214807																			0	98000	431000	2008000	0	1384000	0	0	0	95000	0	0	1298000	0	0	0	0	0				
215345																			0	1605	271	24365	462	633	0	0	0	6760	0	0	0	0	16	12817	0	2263				
215653																			0	237	0	657	0	0	0	0	0	420	0	0	0	0	0	0	0	0				
215662																				9651	14578	76381	1236	10418	7000			6279					0	35455	0	0	Purchase of Energy Tax Credits			
215710																			0	2522	8249	31564	917	2458	0	1144	0	2388	0	0	0	0	0	10679	0	5268	Accr Inc Tax Ref Rec	PC Investor Balance (Reclass)		
216164																			0	556	0	9662	153	179	0	0	0	1976	0	0	0	0	0	6312	0	639				
216922																				78189	33494	529217		185042	135992			39206					0	150149	720	42417	LIHTC Investments			
217059																				351	0	4410		399	257			2568					0	1092	0	0	FISERV SETTLEMENT			
218131																			0	401	4675	7987	542	792	250	0	0	2119	0	0	0	0	0	0	0	0	Equity Investments			
218261																			0	130	0	723	0	97	0	0	0	496	0	0	0	0	0	0	0	0				
218878																				1575	2186	8264	373	1443				752			1070		0	2308	0	0				
219044																			0	1391	0	5299	478	639	89	0	0	1100	0	72	0	0	0	2169	0	0	Deferred Comp Assets			
219651																			0	456	0	18799	1952	3756	1259	0	0	3199	0	0	0	0	0	11388	0	0	INVESTMENT IN SBIC LP			
219679																			0	51	103	1540	0	38	0	0	0	191	0	0	0	0	0	1157	0	0				
220059																			0	1594	3319	17958	956	3881	2552	0	0	1749	0	7	0	0	0	7415	0	0	Investment in SBIC			
220527																				1258	10372	56331	3388	21392		3479		5472					0	17837	0	0		RIght of Use Lease Asset		
220844																			0	3453	1157	10429	213	297	0	0	0	1586	0	0	0	0	0	3936	0	0				
220974																			0	1184	297	28582	299	590	0	0	0	3300	0	0	0	0	0	20114	0	3097				
221775																			0	760	526	3436	786	1000	0	0	0	1150	0	0	0	0	0	0	0	0				
222156																			0	418	2094	8921	135	139	0	0	0	1260	0	0	0	0	0	5010	0	0	Mortgage Loans in Process			
222558																			0	97	0	6741	93	354	0	0	0	1215	0	0	0	0	0	5075	0	0				
222754																			0	1464	944	5241	823	836	0	0	0	1997	0	0	0	0	0	0	0	0	Interest Rate Swap			
223322																				6193	9647	101391	3052	5977				20836					0	35707	0	23031				
223452																			0	259	442	3919	65	75	2	8	0	1958	0	0	0	0	0	1185	0	0	DUE FROM CSI	CDARS	1	
223751																			0	246	0	984	85	109	0	0	0	629	0	0	0	0	0	0	0	0	interest on securities			
223845																			0	291	21	5667	0	555	442	0	0	924	0	0	0	0	0	3876	0	0	Insurance receivables			
224954																			0	105	0	921	0	298	0	0	0	518	0	0	0	0	0	0	0	0				
225054																			0	963	458	3280	127	135	0	0	0	729	0	0	6	0	0	995	0	0	Reserve for LIHTC	Other receivables IENC		
225157																			0	188	0	5990	324	442	7	0	0	5360	0	23	88	0	0	0	0	0	CDARS OUTGOING RBP			
225559																			0	3143	2742	22025	809	1353	474	0	0	2296	0	0	0	0	0	12491	0	0	Cash Collateral on Debit Card Settlements			
225942																			0	105	91	483	55	113	0	0	0	174	0	0	0	0	0	0	0	0				
226949																				20	0	1242	27	27				159					0	1036	0	0				
227151																			0	3917	478	25191	723	1374	0	0	0	2953	0	563	0	0	273	16196	0	0				
227357																			0	1442	0	15251	551	628	0	0	0	2162	0	44	8	0	0	10988	31	0				
227656																			0	191	10	624	0	182	75	0	0	241	107	0	0	0	0	0	0	0	Debt Right of Use			
227777																			0	2248	466	16884	0	2804	711	0	0	1691	0	0	0	0	0	9675	0	0	LIHTC Investment			
228000																			129	1933	0	39193	1128	34483	543	1410	30642	2744	0	0	0	0	0	33	0	0	RABBI TRUST ASSET	DIRECTORS/EMPL DEFERRED PLAN 2	FAS 158 PENSION	
228158																			0	1274	0	14532	0	1647	500	0	0	4032	0	0	0	0	0	6603	0	976	dda unposted			
228279																			0	1749	3880	22971	670	763	0	0	0	3180	0	0	0	0	0	13399	0	0				
228345																			0	896	928	8901	0	226	157	0	0	1152	0	0	0	0	0	5699	0	0	Cashier Check Settlement			
229070																			0	1440	0	9506	336	396	0	0	0	778	0	13	47	0	0	6892	0	0	None	None		
229173																			0	902	448	2878	156	230	0	0	0	350	0	0	0	0	0	948	0	0				
229342																				119	1061	2658		140				1338					0	0	0	0				
229454																			40	324	0	2180	288	399	0	71	0	801	0	0	0	0	0	656	0	0	accrued interest rec	savings bond redeemed		
229801	1286	340933	148751	2555221	273645	1083550	29114			243897	167621		609599		0	335189	320730	82171		340933																	Deferred IT Implementation Costs			
229913	0	52825	9183	200172	42663	131062	0	36238	0	7102	0	0	0	0	0	0	0	0		52825																		CURRENT INC TAX ASSET		
230423																			0	1060	2405	18472	278	494	200	0	0	1856	0	0	0	0	0	12657	0	0	CURRENT FIT REFUNDABLE			
230610																			0	405	1695	11756	0	111	60	0	0	973	0	0	0	0	0	8572	0	0	Ohio Equity Fund			
230759																				2307	22698	83913		22086	18514			16316					0	4998	0	15508	Inv in LIHTC			
231279																			0	0	121	5421	103	124	0	0	0	208	0	0	0	0	0	4968	0	0				
232847																			0	322	0	3845	134	154	0	0	0	1341	0	0	8	0	0	2028	0	0	Unposted Deposits			
232856																			0	10647	0	31720	2300	5324	0	0	0	10912	0	0	0	0	0	4837	0	0				
233031		636000	275000	8381000		3344000	1345000			571000					0	1879000	1533000	143000																			Investment in Low Income Housing Tax Cr			
233246																			0	344	0	2328	282	289	0	0	0	1695	0	0	0	0	0	0	0	0				
233358																			0	1097	0	9851	235	240	0	0	0	1452	0	0	0	0	0	6729	333	0				
233442																			0	1605	475	4935	0	250	0	0	0	2605	0	0	0	0	0	0	0	0				
233527																			0	19016	23688	66848	2250	12453	9118	0	0	10787	0	0	0	0	0	904	0	0	Other Investments			
233554																			2878	2239	3587	41176	6477	29958	17996	0	0	5392	0	0	0	0	0	0	0	0	Receivable from US Treasury			
234355																				2739	3924	56776		4006				9023			1261		0	32649	0	4435				
234506																				1929	1583	6733	401	1850	1432			1371					0	0	0	0	RIGHT OF USE ASSET			
234739																			0	1959	3869	43839	2414	2887	0	0	0	6421	0	0	0	0	0	25644	0	3059				
234841																			0	453	824	4254	0	0	0	0	0	2977	0	0	0	0	0	0	0	0				
235174																			0	1357	0	2060	0	225	162	0	0	478	0	0	0	0	0	0	0	0	Accounts receivable			
235231																			0	212	1430	10581	652	739	0	0	0	1279	0	0	0	0	0	2542	0	4379				
235446																			0	751	0	5745	320	579	0	213	46	4415	0	0	0	0	0	0	0	0	Other Assets	EFT Settlement	Insurance Captive	
235530																			0	966	0	9597	4053	4256	0	0	0	4375	0	0	0	0	0	0	0	0				
235558																			0	257	0	1235	0	138	0	0	0	840	0	0	0	0	0	0	0	0				
235950																			0	1034	93	2067	0	120	0	0	0	820	0	0	0	0	0	0	0	0				
236153																				23745	0	120836		24679				35376		13050			0	27180	0	9856				
236256																			0	177	178	1465	0	276	201	0	0	834	0	0	0	0	0	0	0	0	MBS Principal Receivable			
236603																			0	412	1743	13476	0	732	0	0	0	1644	0	0	0	0	0	8945	0	0				
236706																				21663	259	133936	4887	32282				31971	12129				0	14812	14223	18726				
236957																				990	821	15462	324	3432				1081					0	9138	0	0				
237066																				5140	0	49239	2018	3208	275			12744	852				0	28147	0	0	274			
237619																				6090	1408	59958	27133	28264				8890					0	0	15306	0				
237954																			0	780	479	3218	141	326	0	0	0	1587	0	0	0	0	0	46	0	0				
238139																			0	480	0	1823	152	178	0	0	0	1165	0	0	0	0	0	0	0	0				
238250																			0	42	0	1452	0	0	0	0	0	1410	0	0	0	0	0	0	0	0	EMPLOYEE RETENTION TAX CREDIT			
238737																			0	1750	4637	24909	811	1260	0	0	0	2300	0	0	19	0	0	14962	0	0				
239556																			0	1468	0	22073	0	2950	1247	862	0	2336	0	0	0	0	0	15319	0	0	Investment in Lasco	Equity Investment Deferred Compensation		
239659																			0	472	0	5098	694	1250	0	0	0	3376	0	0	0	0	0	0	0	0				
240954																			0	1063	0	2166	171	310	0	0	0	793	0	0	0	0	0	0	0	0				
241009																			25	329	1490	7794	187	1401	70	1108	10	676	0	0	0	0	0	2923	0	975	ONGOING RESERVES	CHECKING SAVINGS SETTLEMENT	VISA DEFERRED	
241157																			80	3035	0	27960	1413	1925	248			4314		184			0	18334	0	352	OTHER ASSETS			
241559																			0	2385	0	5943	549	556	0	0	0	3002	0	0	0	0	0	0	0	0				
242257																			0	2958	739	19688	743	1677	0	0	0	4757	0	174	0	0	0	7371	0	2186				
242444																			0	3445	10753	73339	2219	5194	2558	0	0	5003	0	0	0	0	0	48944	0	0	Tax Credit Equity			
242949																			0	383	23	3226	0	193	0	0	0	617	0	0	0	0	0	1155	0	855				
242958																			0	315	589	2284	253	274	0	0	0	807	0	0	0	0	0	299	0	0				
242976																				2394	6708	38295	694	5603	2792			3149					0	15017	0	5424	LINQS			
243375																			0	10318	45141	1020444	0	847771	807580	0	0	15112	0	0	0	0	0	61157	40945	0	Settlement Asset			
243414																			0	981	436	8655	0	589	180	0	0	1335	0	41	0	0	0	4600	0	714	Deferred Stock Grant Compensation			
243955																			0	258	0	2155	0	255	0	0	0	671	0	0	0	0	0	971	0	0				
244037																			0	153	140	1816	299	494	194	0	0	1029	0	0	0	0	0	0	0	0	EFT DEPOSIT			
244149																				1441	0	14560		4169	3154			2593					708	5649	0	0	Accrued BOEM Income	Prepaid Income Taxes		
244158																			0	1308	0	17892	1406	1510	104	0	0	3465	0	0	0	0	0	9616	0	1993	fiserv eft deposit			
244251																			0	381	0	15461	336	425	0	0	0	4958	0	0	0	0	0	8176	0	1521				
245016		6672	10613	51566	2185	5545				7564	120				0	18034	0	3138		6672																				
245276																				29063	104185	331322		127059				71015			49681		0	0	0	0				
245351																			0	2036	2025	15851	313	711	0	0	0	1499	0	0	0	0	0	9580	0	0				
245557																			0	5362	7640	19578	1340	2894	0	0	0	3323	0	0	0	0	0	359	0	0				
246022																				0	2980	7291	512	2328				1983		2			0	0	0	0	Low Income Housing State Tax Credit Funding			
246134																				677	6254	26387	687	699				4223					0	14534	0	0				
246451																			0	665	0	1264	0	133	0	0	0	466	0	0	0	0	0	0	0	0				
246657																				657	12267	23126		3089	748	681		7113					0	0	0	0	Investment in low income housing fund	Deposits Paid	Sweep Account Clearing	
246947																			0	174	21	4286	144	152	0	0	0	679	0	0	0	0	0	3260	0	0				
246956																			0	1963	0	36174	0	5768	4841	877	0	6631	0	0	0	0	0	21812	0	0	ANNUITIES	GOLD		
247140																			0	17080	8015	53126	5008	6629	0	0	0	8147	0	0	0	0	0	13255	0	0				
247355																			0	5370	0	71577	3433	4242	0	0	0	9192	0	0	0	0	0	52773	0	0				
247476																			0	486	1635	8246	358	490	0	0	0	440	0	0	0	0	0	4070	1125	0				
247551																			0	2228	0	5753	219	371	0	0	0	3154	0	0	132	0	0	0	0	0				
247908																			0	7399	8064	64750	2573	20464	13855	0	0	5220	0	0	0	0	0	23603	0	0	KSB PENSION ASSET			
248240																				4874	851	43930	2163	11431				11460					0	14454	155	705				
248352																			0	2441	234	6450	688	688	0	0	0	3087	0	0	0	0	0	0	0	0				
248455																			0	326	0	10610	0	1069	675	0	0	3523	0	0	0	0	0	5692	0	0	ACCRUED TRUST FEES			
248633																			0	1203	1684	6041	251	343	0	0	0	2664	0	0	0	0	0	147	0	0				
248745																			0	694	993	10145	160	234	0	0	0	1696	0	0	0	0	0	6528	0	0				
249416																			0	116	1454	5653	108	220	0	0	0	400	0	0	0	0	0	341	0	3122				
249612																				115034	0	635889		100756	24752			87392					0	332707	0	0	Collateral for Derivatives			
249658																			0	1186	511	4595	0	120	0	0	0	431	0	0	0	0	0	2347	0	0				
250430																			0	263	982	5302	180	180	0	0	0	697	0	0	0	0	0	1110	0	2070				
250476																			0	108	65	660	0	50	0	0	0	437	0	0	0	0	0	0	0	0				
250850																			0	879	0	3264	0	136	0	0	0	784	0	0	0	0	0	1465	0	0				
251558																			0	2615	1331	15176	1005	1291	0	0	0	1077	0	0	0	0	0	8862	0	0				
251745																			0	347	0	8093	704	863	0	0	0	4928	0	0	0	0	0	468	1487	0				
251978																			0	2109	0	10202	347	396	0	0	0	2906	0	0	0	0	0	4791	0	0				
252041																			0	1311	44	9045	782	2063	0	0	0	5627	0	0	1242	0	0	0	0	0				
252452																			0	262	0	1523	253	342	0	0	0	919	0	0	0	0	0	0	0	0				
253356																				15092	13349	34470	2921	2921				3108					0	0	0	0				
253468																				22039	26966	141935		61029				23208	59282				0	8353	0	340				
253646																			0	1065	264	12708	338	995	0	0	0	5061	0	0	0	0	0	4260	0	1063				
253730																			4	186	0	5592	41	45	0	0	0	2096	0	0	0	0	0	0	3265	0	GL Suspense Clearing			
254317																			0	0	0	13308	0	1152	0	0	0	12156	0	0	0	0	0	0	0	0				
254504																			0	354	2015	15328	1474	1706	0	0	0	1218	0	0	0	0	0	10035	0	0				
254849																			0	1309	0	105020	878	98191	8071	88583	572	1961	0	86	0	0	0	3559	0	0	MISC ASSETS	OPERATING LEASE ASSETS	BILLED LEASE RECEIVABLES	
255350																			0	652	691	5405	153	159	0	0	0	657	0	0	0	0	0	2888	0	358				
255556																			0	1254	0	9911	488	687	0	0	0	1218	0	0	0	0	0	4343	0	2409				
255574																			0	3660	1359	36297	0	10249	0	0	0	5688	0	0	0	0	0	15341	0	0				
255659																				6229	27002	68330	3603	5530	1676			29569					0	0	0	0	EFT Settlement Deposit			
256058																			0	2763	0	13044	221	920	212	385	0	4542	0	0	0	0	0	4819	0	0	Late Charge Receivable	Operating Lease Asset		
256076																			0	294	883	5999	18	714	0	0	0	563	0	0	695	0	0	3545	0	0				
256179																			0	41	0	5261	0	142	0	0	0	1240	0	0	0	0	0	3838	0	0				
256553																				13079	14163	148869	1167	7456				44402		2768			0	69769	0	0				
257233																			0	4476	13017	56032	3813	5790	0	0	0	5238	0	0	0	0	0	27511	0	0				
257345																			0	1183	0	2891	196	407	211	0	0	1301	0	0	0	0	0	0	0	0	CARD SETTLEMENT DEPOSIT			
257578																			0	8617	413	32493	0	10087	2918	0	0	2322	0	0	0	0	0	11054	0	0	FHLBI LRA			
257653																			0	0	0	677	0	73	0	0	0	604	0	0	0	0	0	0	0	0				
257756																			0	4789	0	12861	499	524	0	0	0	3513	0	0	0	0	427	3608	0	0				
258306																			0	3338	5656	26520	0	5427	3166	0	0	1874	0	0	0	0	0	6515	0	3710	DEFERRED TRUSTEE COMPENSATION			
258379																			0	260	1083	8286	615	805	0	0	0	805	0	0	0	0	0	5333	0	0				
258539																			0	723	0	2630	0	75	0	0	0	1832	0	0	0	0	0	0	0	0				
258874																			0	500	308	6007	0	891	797	0	0	548	0	0	0	0	0	3760	0	0	Retirement Plans			
259059																			0	223	0	2048	331	747	0	0	0	1078	0	0	0	0	0	0	0	0				
259330																				791	2974	31789	3064	6731	1581			3915					0	9384	0	7994	Right of Use Asset			
259442																			0	2727	966	17463	266	540	208	0	0	3029	0	0	0	0	0	9385	0	816	Defferred Interest Income			
259956																			0	1947	1648	4486	289	289	0	0	0	602	0	0	0	0	0	0	0	0				
260055																				14504	25879	190249	8138	12461				27283					0	87481	4014	18627				
260831																			0	177	0	1903	229	241	0	0	0	1409	0	0	0	0	0	76	0	0				
261146																				718	0	7209	1788	4746				1745	1484				0	0	0	0				
261360																			4	120	3420	34129	759	770	0	0	0	7801	0	0	0	0	0	20758	0	1260				
261940																			0	6096	0	33139	1516	2806	0	0	0	9051	0	0	0	0	0	14607	0	579				
262059																			0	897	2074	19416	0	2532	0	0	0	1849	1369	0	0	0	0	12064	0	0				
262237																			0	417	2460	16016	811	1677	839	0	0	3265	0	0	0	0	0	0	0	8197	SBA Servicing Asset			
262358																			0	5530	5204	26342	2338	2522	0	0	0	3150	0	0	0	0	0	9936	0	0	ATM Switch/Cash Clearing			
262741																			0	3281	0	18424	432	432	0	0	0	4127	0	0	0	0	0	9968	0	616				
262844																			0	4670	0	34301	552	1452	0	0	0	6155	0	286	0	0	0	20200	0	1824				
262956																			0	1350	803	9737	181	347	0	0	0	1003	0	0	166	0	0	5800	0	434				
263243																				1357	0	13139		1790		1181		3179					0	6813	0	0		Unamortized Finders Fees		
263627																			0	609	1125	13246	208	514	228	0	0	446	0	0	0	0	0	9463	0	1089	Accrued Interest Rec - Other US Agency			
264455																			0	530	2823	15468	1945	2382	0	0	0	2751	0	0	0	0	0	6982	0	0				
264772																			0	41336	70088	419744	0	228639	0	0	0	43915	0	166206	0	0	0	35766	0	0				
265340																			0	1632	3900	12398	0	283	0	0	0	1466	0	0	0	0	0	5117	0	0				
265407																			0	1575	15059	77478	2535	6392	2209	0	0	7557	0	0	0	0	0	43304	1479	2112	Company Owned Life Insurance			
265452																			0	1165	0	4264	0	0	0	0	0	1048	0	0	0	0	0	2051	0	0				
265676																			0	135	1139	5612	130	220	0	0	0	541	0	0	0	0	0	3577	0	0				
266244																			0	2326	1818	9574	364	625	0	0	0	1173	0	0	0	0	0	3632	0	0				
266253																			0	1625	0	7860	154	255	0	0	0	2319	0	0	0	0	0	3661	0	0		SOFTWARE		
266655																			0	986	0	7736	329	557	0	0	0	2454	0	0	0	0	0	3739	0	0				
266851																			0	875	1186	13323	453	1229	160	0	0	1392	608	0	0	0	0	8641	0	0	Money Gram Reserve			
266945																			0	7605	8791	47442	0	1438	596	0	0	4770	0	0	0	0	0	24838	0	0	Prepaid Equip & Service Contracts			
267652																			110	610	0	5325	178	288	0	0	0	500	0	0	0	0	0	3927	0	0				
268006																				2921	16765	69648		15116		7696		8451		5194			0	26395	0	0		Investment in LIHTC projects		
268136																			0	272	1876	9532	345	462	0	0	0	1994	0	0	0	0	0	4377	0	551				
268677																				1295	0	21539	1751	17244	5155			3000			10337		0	0	0	0	BOLI			
268828																				836	2356	18210		1555	1555			1313					0	12150	0	0	EDP SOFTWARE			
268976																			0	2986	661	19317	210	306	0	0	0	3182	0	0	0	0	0	12182	0	0				
269049																			0	4734	25	11022	604	604	0	0	0	4450	0	0	0	0	0	1209	0	0				
269058																				3223	0	8739	196	317				1809					0	3390	0	0				
269571																			0	56	0	2284	24	24	0	0	0	331	0	0	0	0	0	1147	0	726	ACCRUED FEDERAL AND STATE TAXES			
269759																			0	243	0	3874	92	102	10	0	0	1630	0	0	0	0	0	1899	0	0	Other Assets	Bank Owned Life Insurance		
270148																			0	248	30	5268	273	273	0	0	0	1268	0	0	0	0	0	3449	0	0				
270353																			0	144	0	1819	73	73	0	0	0	366	0	0	0	0	0	1236	0	0				
270504																			0	2933	3498	27507	1799	11070	8982	0	0	4608	0	0	52	0	0	3834	0	1564	Tax Credit Investments			
270531																			0	1045	2030	3657	0	81	0	0	0	501	0	0	0	0	0	0	0	0				
270652																			0	0	0	3229	117	147	0	0	0	1364	0	0	0	0	0	1718	0	0				
271136																			0	20	0	1217	185	721	0	0	0	476	0	34	0	0	0	0	0	0				
271275																				1584	4521	16461	1206	1676				1551					0	7129	0	0				
271341																			0	116	0	850	132	229	0	0	0	505	0	0	0	0	0	0	0	0				
271529																			0	537	0	18559	1167	1738	0	0	0	2213	0	0	0	0	0	10962	0	3109				
272030																			0	138	752	3852	216	228	0	0	0	883	0	0	0	0	0	1142	0	709				
272058																			0	188	0	906	0	33	0	0	0	685	0	0	0	0	0	0	0	0				
272151																			0	129	830	3448	106	148	0	0	0	229	0	0	0	0	0	2112	0	0				
272272																			5	50436	7938	172539	4313	4766	0	0	0	32605	377	4	67	0	0	75801	0	993				
272302																				61470	0	238400		34271	23399			9960					0	129674	0	3025	Prepaid Pension	Current prepaid fed and and state tax		
273336																				2088	22730	117207		33353				10248			19960		0	36044	0	12744				
273550																			0	10730	636	21503	0	329	0	0	0	3731	0	0	0	0	0	6077	0	0				
273653																			0	205	0	880	0	48	0	0	0	627	0	0	0	0	0	0	0	0				
273662																			0	948	18955	46074	16446	20599	0	0	0	5572	0	0	0	0	0	0	0	0				
273840																			0	1576	0	10484	220	280	0	0	0	1784	0	0	0	0	0	6844	0	0				
273859																			0	188	0	492	0	0	0	0	0	304	0	0	0	0	0	0	0	0				
274025																			0	112	34	402	0	106	0	0	0	150	0	0	0	0	0	0	0	0				
274052																			0	152	0	772	173	173	0	0	0	447	0	0	0	0	0	0	0	0				
274829																				1250	4026	31135		5413	2415			1407					0	18914	0	125	Deferred Compenstion			
274856																			0	525	46	2665	165	203	0	0	0	1891	0	0	0	0	0	0	0	0				
275255																				847	0	10398	1417	1441	24			6242					0	1868	0	0	CDARS Outgoing RBP			
275358																			0	8047	7495	59680	797	2476	0	0	0	21646	0	0	0	0	0	18220	19	1777				
275479																			0	2048	3857	9268	222	408	0	0	0	736	0	0	0	0	0	2219	0	0				
275657																			0	1054	136	2191	0	0	0	0	0	1001	0	0	0	0	0	0	0	0				
276074																			0	3273	0	17250	808	9704	8005	0	0	1480	0	0	0	0	0	2793	0	0	NET PENSION ASSETS	OTHER ASSETS		
276159																			0	284	2058	3988	117	117	0	0	0	1529	0	0	0	0	0	0	0	0				
276551																			0	544	0	5672	233	234	0	0	0	1112	0	0	0	0	0	3782	0	0				
276579																				337635	713922	3163725		1195774				343159	375096	309410			0	542024	31211	0				
276645																			0	1992	209	13092	983	1168	0	0	0	3782	0	0	0	0	0	5941	0	0				
276654																				131	0	1117		218				768					0	0	0	0				
276850																			0	7361	1711	35344	1091	1957	0	0	0	18831	0	0	367	0	0	2710	0	2774				
276953																			45	0	195	2962	58	1589	1327	0	0	1178	0	5	0	0	0	0	0	0	CSV Life Insurance			
277240																			0	1314	2185	5498	248	263	0	0	0	1736	0	0	0	0	0	0	0	0	0			
277277																			371	5055	901	12685	135	1250			318	1720			275		0	3759	0	0		Due from ISO Processor	Prepaids Greater than 1 year	
277736																			0	865	0	2131	0	370	0	0	0	896	0	0	0	0	0	0	0	0				
277820																			0	993	5627	18540	449	557	0	0	0	2645	0	0	0	0	0	5411	116	3191			0	
278256																			0	2640	825	16078	324	2282	1	1957	0	3598	0	0	0	0	0	6733	0	0	Outgoing CDARS RBP	Foxtrot LLC		
278555																				12480	6286	40185	3078	9550				11869			5491		0	0	0	0				
278733																			0	137	768	2317	242	357	0	0	0	1055	0	0	0	0	0	0	0	0				
278751																			0	100	0	685	112	360	248	0	0	225	0	0	0	0	0	0	0	0	OTHER ASSETS			
278818																				12457	27067	162709	14654	16907				17633					0	67330	0	21315			0	
279105																				3079	11161	76315	24638	29391				6401					0	18132	0	8151				
