"IDRSSD"	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD4266	RIAD4267	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4655	RIAD4662	RIAD4665	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	RIADC880	RIADC891	RIADC892	RIADC893	RIADC894	RIADC895	RIADC896	RIADC897	RIADC898	RIADF185	RIADF187	RIADF188	RIADK129	RIADK133	RIADK205	RIADK206	
5069	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
5135	325	0	0	0	0	0	12	2				7	1865	333		993				993		7	0	0	0	0			10	1	0	0	16	94			0	0	0	0	8	0	7	0				22	0	57	2	
5210	0	0	0	0	0	0	89	15				67	423	14		217				0		0	0	0	0	0			0	0	0	0	19	0			0	0	0	0	32	0	0	0				7	2	134	5	
5461	0	0	0	0	0	0	35	0				0	6	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	35				0	0	6	0	
5751	0	0	0	0	0	0	6	5				0	148	139		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				9	1	0	0	
6039	0	0	0	0	0	0	30	23		0		0	43	4		0		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		19	1	18	6	
6329	0	12	0	0	0	0	12873	545		0		0	35035	1358		0		0	0	0	0	0	0	0	0	0			0	0	59	0	46	0			0	14	0	0	0	205	0	0	0	0		28873	11404	4758	634	
7009	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
7045	0	0	0	0	0	0	9	0				0	253	131		0							0	0	0	0			8	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	114	9	
7072	0	0	0	0	0	0	147	56				0	557	540		0				0		0	0	3	0	0			0	0	90	0	1	0			0	0	0	0	0	0	0	0				0	0	16	1	
7456	0	0	0	0	0	0	11	0				11	11	0		11				11		11	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
7634	0	0	0	0	0	0	76	50				0	75	5		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	70	26	
8462	0	0	0	0	0	0	26	6				0	170	88		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				76	17	6	3	
8631	0	0	0	0	0	0	0	0				0	4	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	4	0	
9357	0	0	0	0	7	0	125	125				0	445	438		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
9553	0	0	0	0	0	0	1	0				1	0	0		0				0		0	0	1	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
9807	0	0	0	77	0	0	697	395		0		0	4	0		4		0	0	0	0	0	0	0	0	0			0	0	152	0	0	0			0	0	0	0	0	1	0	72	0	0		0	0	0	0	
9955	0	0	0	0	0	0	2	0				0	5	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	5	2	
10250	0	0	0	0	0	0	54	18				19	323	75		55				0		0	0	0	0	0			0	0	0	2	0	0			0	0	0	0	0	0	0	0				26	2	167	13	
10849	0	0	0	0	0	0	16	16				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
11145	0	0	0	0	0	0	2477	0		0		0	229	0		0		0	0	0	0	0	0	0	0	0			0	0	66	0	0	0			0	0	0	0	5	47	0	0	0	0		7	0	217	2364	
11640	0	0	0	0	0	0	45	8				30	97	38		52				0		8	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	5	7	2	
11837	0	0	0	0	0	0	0	0				0	56	55		0							0	0	0	0			1	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
12030	3	893	0	0	0	0	4943	570				116	8338	574		81				36		44	0	0	0	0			572	9	1629	0	1023	0			0	0	110	42	913	632	4238	407				370	378	454	267	
12142	0	0	0	0	0	0	10	2				8	276	203		35				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				15	0	23	0	
12311	0	0	10340	7095			210151		62756	0	0	4504	526409		0	12902	217993	0	0	119	0	139	344	82	5974	4539	0	0	44349	9082	2661	1363	3570	957	0	10864	0	123	1306	1561	2754	1555	27579	48358	0	0	10901	78958	33621	108744	21893	
12647	0	0	0	0	0	0	8	0				0	8	0		0				0		0	0	0	0	0			8	1	7	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
12946	0	7	0	0	0	0	664	116				10	3832	984		6				6		10	0	0	0	0			250	0	33	3	159	0			0	0	0	4	0	0	1196	0				27	26	1210	465	
13103	0	0	0	0	0	0	697	19		0		0	458	181		3		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	556	0	0	0	2	0	0		170	86	104	34	
13251	0	0	0	0	0	0	10	6				0	80	0		33				33		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				32	1	15	3	
13457	0	0	0	0	0	0	5	0				5	1	0		1				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
14155	0	0	0	0	0	0	6	1				0	19	14		0				0		0	0	0	0	0			0	0	0	0	0	0			0	1	0	0	0	0	0	0				5	4	0	0	
14650	0	0	0	0	0	0	52	1				0	51	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				24	2	27	49	
14753	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
14865	0	0	0	0	0	0	76	73				0	29	8		0				0		0	0	0	0	0			1	1	0	0	0	0			0	0	0	0	0	0	0	0				0	0	20	2	
14977	0	0	0	0	0	0	4	4				0	7	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	7	0	
16551	0	0	0	0	0	0	123	84				0	61	41		0				0		0	0	0	0	4			0	0	0	0	0	0			0	0	0	0	0	29	0	0				0	0	20	6	
17110	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
17147	0	0	4	1	0	0	5811	4205		0		0	24221	17676		0		0	0	0	0	0	0	0	1519	493			0	0	136	34	1930	1			0	0	64	1	399	22	463	201	0	0		725	428	1440	290	
17259	0	0	0	0	0	0	11	0				0	23	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				10	8	13	3	
17950	0	0	0	0	0	0	25	1				0	1091	1052		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	20	20				10	2	9	2	
17978	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
18050	0	0	0	0	0	0	128	29				0	517	199		11				11		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				6	8	301	91	
18827	0	0	0	0	0	0	318	262				6	1435	102		0				0		0	0	0	0	0			0	0	32	0	364	0			0	0	686	0	0	0	268	18				0	0	15	0	
18836	0	0	0	0	0	0	34	0				0	133	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	133	34	
18854	0	0	0	0	0	0	989	965		0		4	200	0		0		0	0	0	0	4	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	197	17	0	0		0	0	3	3	
19356	0	0	0	0	0	0	27	0				20	139	59		54							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				26	7	0	0	
19936	0	0	0	0	0	0	94	45				4	452	0		212				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	29	222	8	0	0				0	3	18	5	
19972	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
20053	274	0	0	0	0	0	7	0				0	295	0		0							0	0	0	0			11	4	0	0	0	0			0	0	0	0	0	3	0	0				0	0	10	0	
20633	0	0	0	0	0	0	11	0				1	34	0		14				0		0	0	0	0	0			0	0	0	0	0	0			0	9	0	0	0	0	0	0				0	0	20	1	
20857	0	0	0	0	0	0	1	1				0	16	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	16	0	
21256	0	0	0	0	358	0	0	0				0	358	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
21359	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
21658	0	0	0	0	0	0	7	0				3	1	0		1				0		0	0	0	0	0			0	0	0	4	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
22048	10	0	0	0	0	0	55	31				0	709	587		22				0		0	0	0	0	0			0	0	0	0	16	0			4	0	0	0	3	3	3	0				0	3	64	18	
22543	0	0	0	0	0	0	41	30				0	38	1		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	37	11	
22552	0	0	0	0	0	0	2	2				0	8	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				8	0	0	0	
22730	0	0	0	0	0	0	111	0				0	335	0		0							0	0	0	0			0	0	3	0	2	0			0	0	0	0	0	0	0	0				0	0	333	108	
23456	0	0	0	0	0	0	13	1				0	681	99		64				50		0	0	0	0	0			33	1	0	0	0	0			0	0	0	0	375	0	96	6				8	4	6	1	
23504	0	0	69	1	0	0	1043	1003		0		0	33363	5955		0		0	0	0	0	0	3902	0	0	0			0	0	0	0	44	0			0	0	0	0	1751	12	25468	0	0	0		0	0	76	27	
23643	0	0	0	0	0	0	224	3				0	825	226		0				0		0	0	0	0	0			0	0	0	0	1	0			0	0	208	0	0	1	0	0				131	54	259	166	
23755	0	0	0	0	0	0	102	1				0	158	26		0				0		0	0	0	0	0			0	0	62	0	94	0			0	0	0	0	0	0	0	0				4	30	34	9	
24378	0	0	0	0	0	0	2	0				0	0	0		0							0	0	0	0			0	0	0	2	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
24659	0	0	0	0	0	0	13	0				0	9	0		0				0		0	0	0	0	0			9	0	10	0	0	0			0	0	0	0	0	0	0	0				0	1	0	2	
24949	0	0	0	0	0	0	175	0				0	9	0		0				0		0	0	0	0	0			2	1	23	36	0	0			0	0	0	0	0	115	0	0				0	0	7	0	
25357	312	0	506	3	0	0	426	236				132	4869	1306		635				635		132	0	0	0	0			0	0	0	0	25	0			0	0	0	0	238	0	1679	3				22	7	146	45	
25647	0	0	0	0	0	0	201	0		0		0	137	0		32		0	0	0	0	0	0	0	0	0			0	0	0	195	0	3			0	0	0	0	98	0	0	0	0	0		0	0	4	6	
26765	0	0	0	0	0	0	521	339				91	1881	1175		238				0		0	0	0	0	0			0	0	24	0	142	0			0	0	60	1	151	66	0	0				0	0	115	0	
27070	0	0	0	0	0	0	11	0				11	50	0		50				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
27614	0	0	0	0	0	0	1	0				0	38	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	38	1	
27847	107	1	0	0	0	0	143	64				6	456	164		0				0		6	0	0	0	0			0	0	12	0	26	0			0	0	0	0	0	3	0	0				119	42	40	15	
28013	0	0	0	18	0	0	1242	1143		0		0	5683	5340		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	343	81	0	0	0	0		0	0	0	0	
28152	0	0	0	0	0	0	0	0				0	186	0		0				0		0	0	0	0	0			0	0	0	0	0	3			0	0	0	0	0	0	174	0				0	0	9	0	
28675	0	0	0	0	0	0	3	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	3	
28732	0	0	0	0	0	0	8	7				0	13	1		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				5	0	7	1	
29476	0	1	0	0	0	0	10	0				5	97	0		0				0		0	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	2	0	0				0	0	97	0	
29636	0	0	0	0	0	0	367	59				4	525	58		1				1		4	0	0	22	0			235	66	44	1	21	0			0	1	0	1	69	159	0	0				4	1	115	31	
29878	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
30052	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
31134	0	0	0	0	0	0	72	7				0	182	22		0				0		0	0	0	0	0			9	3	3	0	0	0			0	0	0	0	0	0	0	0				27	8	124	51	
31255	0	0	0	0	0	0	171	168		0		3	574	541		3		0	0	0	0	0	0	0	0	0			0	0	0	0	0	30			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
31657	0	0	0	0	0	0	32	0				15	0	0		0				0		15	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	16	0	1	
31826	0	0	0	0	0	0	215	98		0		0	459	2		43		0	0	0	0	0	0	23	0	0			0	0	1	0	10	0			0	0	0	0	254	78	0	0	0	0		21	8	129	30	
31835	0	0	0	0	0	0	403	5				0	650	104		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	546	398	
32234	0	0	0	0	0	0	44	0				0	148	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	148	44	
32766	0	0	0	0	0	0	142	2				0	145	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	100	145	0	0	37				0	0	0	3	
32971	0	0	0	0	0	0	70	0				0	146	0		0				0		0	0	0	0	0			0	0	43	0	44	0			0	0	0	0	0	0	0	0				0	0	102	27	
33147	0	0	0	0	0	0	76	27				0	3961	640		2848				2848		0	0	0	0	0			0	0	39	0	7	0			305	1	0	0	118	0	0	0				28	2	15	7	
33259	0	0	0	0	0	0	0	0				0	198	183		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	15	0	
33370	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
33839	0	0	0	0	0	0	7	0				0	7	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				7	7	0	0	
33857	0	0	0	0	0	0	30	6		0		2	198	0		50		0	0	50	0	2	0	0	0	0			0	0	15	0	0	0			106	0	40	0	0	0	0	0	0	0		0	4	2	3	
34537	0	0	0	0	0	0	6374	2668		0		0	20019	14731		808		0	0	0	0	0	0	0	19	17			0	0	202	0	388	0			0	0	157	16	0	0	1128	2572	0	0		136	171	2652	728	
34555	0	0	0	0	0	0	82	65		0		2	86	20		34		0	0	0	0	0	0	0	0	0			0	1	1	0	0	0			0	0	0	0	0	0	0	0	0	0		2	2	30	11	
34742	0	0	0	0	0	0	3	1				0	30	3		0				0		0	0	0	0	0			0	0	0	0	27	0			0	0	0	0	0	0	0	0				0	0	0	2	
35057	0	0	0	0	0	0	45	0				0	162	0		0				0		0	0	0	0	0			0	0	2	0	0	0			0	0	0	0	127	38	0	0				0	0	35	5	
35301	0	0	0	0			0		0	0	0	0	38000		0	0	8000	7000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	23000	0	0	0	0	0	0	0	0	
35646	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
35879	0	0	0	0	0	0	16	0				0	81	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	81	16	
36933	0	0	0	0	0	0	9	9				0	117	101		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				5	0	11	0	
37051	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
37341	0	0	0	0	0	0	20	19				1	568	354		203				81		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	11	0	
37435	0	0	0	0	0	0	925	347				0	3728	1929		0				0		0	0	0	15	0			130	46	76	9	0	50			0	0	13	14	0	0	940	123				251	181	400	129	
37640	0	0	0	0	0	0	902	49		0		496	3572	764		1494		0	0	0	0	0	0	0	95	18			905	301	21	0	115	0			0	0	0	0	26	0	0	0	0	0		65	5	108	12	
37659	0	0	0	0	0	0	2	0				0	153	131		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	22	2	
37949	0	0	0	0	0	0	31	27				0	364	362		1				0		0	0	0	0	0			1	0	4	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
38740	0	0	0	0	0	0	29	0				10	113	0		16				0		0	0	0	0	0			0	0	0	0	33	0			0	0	0	0	1	0	0	0				39	5	24	14	
39327	0	0	0	0	0	0	57	0				31	176	50		85				0		0	0	0	0	0			0	0	3	0	11	0			0	0	0	10	0	0	0	0				0	0	30	13	
40033	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
40855	0	0	0	0	0	0	1	0				0	4	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				4	1	0	0	
41553	0	0	0	0	0	0	1	0				0	8	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	8	1	
41629	0	0	0	0	0	0	269	18				0	473	20		0				0		0	0	0	0	0			8	3	0	0	0	0			0	0	0	0	0	0	0	0				433	190	12	58	
41825	0	0	0	0	0	0	14	12		0		0	0	0		0		0	0	0	0	0	0	0	0	2			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
42037	0	0	0	0	0	0	40	26				0	47	26		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	21	14	
42354	0	0	0	0	0	0	14	0				0	42	24		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				9	9	9	5	
42372	0	0	0	0	0	0	17	17				0	18	0		0				0		0	0	0	2	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	16	0	
42420	22	0	766	0	227	43	8991	4841		0		234	38366	18496		1529		0	0	0	0	0	0	0	244	145			346	79	66	23	501	0			562	0	732	0	1652	69	4748	148	0	0		5893	2555	2648	788	
42448	0	0	0	0	0	0	455	140				106	1533	142		575				0		7	0	0	0	0			106	11	106	5	229	0			0	32	0	0	209	0	0	0				116	27	156	28	
42457	0	0	0	0	0	0	0	0				0	250	150		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	100	0	0	0				0	0	0	0	
43052	0	0	0	0	0	0	2	0				0	3	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	3	0	0	0				0	0	0	2	
43351	0	26	0	0	0	0	1507	1402				42	4703	4414		57				57		42	0	0	0	0			0	0	0	0	0	0			54	0	0	0	0	0	0	0				11	14	167	23	
43856	0	0	0	0	0	0	0	0				0	1	0		0							0	0	0	0			1	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
43959	0	0	0	0	0	0	10	9				0	112	107		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	5	1	
44040	0	0	0	0	0	0	24	3				0	34	0		0				0		0	0	0	0	0			0	0	5	0	0	0			0	0	0	0	0	0	0	0				14	6	20	10	
44433	0	0	0	0	0	0	73	69		0		0	20	20		0		0	0	0	0	0	0	0	0	0			0	0	0	4	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
44741	0	0	0	0	0	0	74	0				5	153	0		24				0		0	0	0	0	0			0	0	7	0	0	0			0	0	0	0	0	0	0	0				70	18	59	44	
44750	0	0	0	0	0	0	24	3				0	14	0		0							0	0	0	0			0	0	14	2	14	0			0	0	0	0	0	0	0	0				0	5	0	0	
44929	0	0	0	0	0	0	64	0				0	70	0		0							0	0	0	0			0	0	0	0	33	0			0	0	0	0	0	34	0	0				35	30	2	0	
45056	0	0	0	0	0	0	1	0				0	0	0		0				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
45458	0	0	0	0	0	0	39	9				0	114	100		0				0		0	0	0	0	0			0	0	5	0	0	0			0	0	0	0	0	0	0	0				5	6	9	19	
45551	0	1	0	0	0	0	217	165				0	3106	2827		0				0		0	0	0	0	0			24	1	0	0	0	0			0	0	0	17	68	0	0	9				0	1	187	23	
45560	0	0	0	0	0	0	118	39		0		16	386	15		75		0	0	0	0	0	0	0	0	0			0	0	0	0	155	0			0	21	43	0	0	0	0	0	0	0		21	18	77	24	
45775	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
46053	0	0	0	0	0	0	78	30				0	161	73		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				25	1	63	47	
46941	0	0	0	0	0	0	21	0				0	59	0		0							0	0	0	0			0	0	0	0	1	0			0	0	0	0	0	0	0	0				2	4	56	17	
