"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCFDLB56	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	RCONLB56	TEXT3552	TEXT3553	TEXT3554	
297761														3935	0	2582	0	0	0	0	0	974	328	51	1007	0	849	0			
298049														1068	0	0	0	0	0	0	0	909	159	0	0	0	0				
298218														9162	0	8	0	0	0	0	0	19	9135	0	0	0	0				
298245														1226		51	0					765	410	0							
299868														11460		9442	0					27	1990	1	8329						
300009														15607	200	2550	0	0	0	0	0	169	12713	175	2236	43	0				
300063														5814	0	1041	0	286	361	0	0	3176	1482	115	0	0	284	SUSPENSE LIABITITY - SBA			
300353														2785	0	2026	0	0	0	0	0	371	388	0	1864	0	0				
300933														3132		809	0		218			343	1647	333	327			Split Dollar Cost of Insurance			
300942														3170		2000	0					872	198	100	723						
301574														9621	0	7526	0	0	0	0	0	76	1658	361	6580	0	0				
301800														17524		14972	0	124	7399			41	2076	435	1107			Lease Liability			
302030														511	169	434	0	257	0	0	0	4	73	0	0	0	0				
302133														185	0	4	23	4	0	0	0	33	115	10	0	0	0				
302553														2495	0	687	71	0	0	0	0	1595	53	89	652	0	0				
302656														27480		7042	1973			350		6212	11026	1227	574	1833	4284	Deferred Gain on Sale of Other Real Estate	Service Fees Payable		
303653														604	0	50	0	0	50	0	0	330	102	122	0	0	0	ATM Suspense		Plainview Lease Obligation	
303701														3257	0	3091	0	0	0	0	0	106	47	13	1875	0	0				
303747														313	0	30	0	0	0	0	0	138	142	3	0	0	0				
303952														3234	0	1916	0	0	0	0	0	656	651	11	1852	0	0				
304173														7209	0	3175	0	241	156	1008	687	159	3875	0	0	0	0	Unearned Profit-REO Sold	Lease Liability	Accrued Interest on Borrowings	
304520														2637	0	1849	0	0	0	0	0	110	593	85	1849	0	0				
304575														283	0	268	0	0	0	0	0	1	14	0	0	0	137				
304762														1195	0	245	0	0	0	0	0	377	329	244	0	0	215				
304913														5911	0	4367	0	2886	1302	0	0	0	1544	0	0	0	0	Other Liabilities			
305059														936	0	29	616	0	0	0	0	68	223	0	0	0	0				
305077														3144	0	2525	0	0	0	0	0	1	598	20	1091	0	0				
305237														2435	0	2402	0	0	0	0	0	31	2	0	1913	0	0				
305442														8734	0	5194	0	0	0	0	0	848	2120	572	0	0	4494				
306056														212	0	0	0	0	0	0	0	87	113	12	0	0	0				
306159														2346		51	0					1832	353	110				UNAMORTIZED LOAN FEES			
306337														2281	0	729	0	0	0	0	0	733	709	110	716	0	0				
306908														7649	0	6616	0	0	0	5169	0	55	877	101	0	0	0		Liability for SERP		
307062														9368	0	7952	0	0	0	0	0	230	128	1058	0	0	7366				
307334														2419	0	1218	0	0	0	0	0	382	724	95	0	450	533				
307361														2242	0	233	0	0	0	0	0	479	1300	230	0	0	219				
307679														12263	0	7078	0	0	2666	3419	0	575	4042	568	0	0	0	Pension Benefits	Lease Liability		
308256														392	0	11	0	0	0	0	0	302	79	0	0	0	0				
308340														1815	0	6	0	0	0	0	0	476	1208	125	0	0	0				
308836														382	0	0	0	0	0	0	0	155	227	0	0	0	0				
309150														1036	0	336	0	0	128	0	0	207	394	99	0	0	0	Fraudulent Deposit			
309655														21840	0	11955	0	0	5302	0	0	2868	5253	1764	0	0	5738	Tax Credit Subscription Liability			
309851														178	0	10	0	0	0	0	0	150	11	7	0	0	0				
310754														21902	0	12144	0	0	0	0	0	1005	8695	58	0	0	4019				
310978														32869		13717	0					2594	15818	740		7911					
311050														5881	0	1139	0	0	0	0	0	3670	855	217	1107	0	0				
311144														476	415	458	0	0	0	0	0	18	0	0	0	0	0				
311256														2841	0	174	0	0	0	0	0	720	1913	34	0	0	0				
311265														1648	0	388	0	0	0	0	0	447	732	81	0	0	254	Customer Letters of Credit			
311603														10469	0	40	0	0	0	0	0	311	10118	0	0	0	0	DEFERRED OPTION INCOME			
311658														164	0	0	0	0	0	0	0	138	26	0	0	0	0				
311845														357768		132084	0		43831			18259	196061	11364			46055	GNMA ROAP Liability			
311939														2574	0	1043	0	0	0	0	0	1276	255	0	1040	0	0				
312244														4984	0	1776	0	0	466	383	0	687	2321	200	927	0	0	Escrow Clearing	Other Escrow		
312356														398	0	50	0	0	0	0	0	271	0	77	0	0	0				
313009														1123	0	160	0	0	0	0	0	299	654	10	0	0	93				
313157														552	9	260	0	0	94	0	0	292	0	0	0	77	0	Reserve for Mortgage Loan Escrow			
313223														5236	0	4743	0	1651	0	0	0	272	76	145	2321	0	0				
313577														22200	0	11086	0	0	0	0	0	1228	9708	178	10250	0	0				
314257														4405	0	1960	0	0	1120	0	0	772	1326	347	0	76	0	Swap collateral			
314444														2417	0	1575	0	1330	0	0	0	701	21	120	0	0	0				
315656														579	0	255	0	0	0	0	0	178	106	40	0	0	0				
316840														128686		120673	0		42976			1919	4644	1450			32370	Low Income Housing Commitments			
316859														469	0	0	0	0	0	0	0	161	308	0	0	0	0				
316934														9	0	0	0	0	0	0	0	6	3	0	0	0	0				
317258														4976	0	1598	0	0	0	0	0	770	2397	211	1335	0	0				
317342														243971		178127	0		105231			654	57265	7925				Accrued Tax Contributions			
317379														6496	0	4107	0	1382	292	574	0	1769	405	215	1645	0	0	Midwest Equity Fund	SRIP Liab		
318974														29371	0	18031	0	177	216	0	0	1	10459	880	6544	3725	6600	OCCH Partnership Commitments			
319047														2976	0	296	0	296	0	0	0	1281	1269	130	0	0	0				
319551														6666	0	4836	0	0	0	0	0	1323	184	323	3736	0	0				
320034														365	0	60	0	0	0	0	0	305	0	0	0	0	0				
320052														4594		4	927					114	3467	82				Unearned Contracts Signing Bonus			
320070														2731	0	2192	0	0	2124	0	0	192	333	14	0	0	0	Pension Liabilities			
320119														383361		281929	0	128028				32311	65527	3594			126164				
321152														1885		702	0					434	577	172			468				
321255														100		0	0					39	58	3							
321273														7392	0	2873	0	0	0	0	0	1532	2342	645	1573	0	911				
321330														359	0	0	0	0	0	0	0	31	327	1	0	0	0				
321947														6160	595	2401	0		3			2552	957	250	1207			Investments Payable			
322449														912	0	112	6	0	0	0	0	587	160	47	112	0	0				
322551														218	54	63	0	0	9	0	0	87	68	0	0	0	0	RESERVE FOR OTHER LOSSES	SBA LOANS		
323204														26041	0	16648	0	0	6890	0	0	2125	7268	0	0	0	0	Payable Deferred Benefits			
323651														778	0	196	0	0	0	0	0	582	0	0	85	0	0				
324153														1317	0	256	0	113	0	0	0	617	253	191	0	0	0	Right to Use Liability			
324229														269	0	136	0	9	0	0	0	34	89	10	0	0	127	State Tax Payable	Points Holding	Escrow Payable	
324256														141	0	0	0	0	0	0	0	77	64	0	0	0	0				
324340														33616		17906	0	1916		7689		1650	12713	1347		1826			MARGIN GOLDMAN SACHS		
324854														1572	0	418	0	0	407	0	0	1123	31	0	0	0	0	Accrued Salary Continuation			
324863														27500	16800	19117	0					4418	274	3691							
324975														1039	0	203	0	0	174	0	0	346	490	0	0	0	0	ATM Settlement			
325141														952		0	0					127	767	58							
325459														102	0	0	0	0	0	0	0	97	5	0	0	0	0				
325534														2311	885	1277	0	101	0	0	0	448	272	314	291	0	0				
326054														1593	0	33	0	0	0	0	0	1111	333	116	0	0	0				
326344														4041	0	2931	0	0	484	927	860	385	482	243	215	142	0	Accrued Employee Benefits	Plan Reserve	Accrued Payroll	
326858														51226	0	33187	0	0	20412	0	0	3500	14189	350	0	0	0	RIGHT OF USE LIABILITY			
326979														2723	0	1396	0	0	0	0	0	1	1296	30	952	0	444				
327220														268	0	24	0	2	0	0	0	136	86	22	0	0	0	Other Misc Liabilities			
327305														18698	0	14704	0	0	0	0	0	595	3161	238	4499	4758	0				
327435														9180	0	8079	0	0	0	0	0	123	838	140	6112	0	0				
327556														2290	0	352	0	0	352	0	0	1358	580	0	0	0	0	OVERDRAFTS			
327855														13162	0	6925	0	17	0	0	0	2376	1659	2202	3074	0	0				
328058														27	0	0	0	0	0	0	0	25	2	0	0	0	0				
328357														5141		2944	0					2	2097	98			2943				
328656														733	0	66	0	58	0	0	0	643	24	0	0	0	0				
328777														30776		17069	0					551	9958	3198	7359		5501				
329149														953	0	578	131	0	0	0	0	169	75	0	577	0	0				
329345														7473	0	3533	0	0	0	0	0	1431	1858	651	2780	0	0				
329550														5031	0	2392	0	0	611	0	0	864	1775	0	1344	0	0	Lease Right of Use Liability			
329952														4822		2533	0					1367	287	635	2032		248				
330239														846	0	1	0	0	0	0	0	660	135	50	0	0	0				
330248														929	0	550	0	0	0	0	0	103	253	23	550	0	0				
330855														83020		59196	0					6729	16461	634			51831				
330949														3518	0	1631	0	0	0	0	0	1000	743	144	766	0	0				
331076														4472	0	2874	0	2151	0	0	0	291	839	468	306	0	334				
331375														1176	0	94	0	0	0	0	0	519	563	0	0	0	0				
331544														591	232	232	0	0	0	0	0	148	206	5	0	0	0				
331713														5673	0	2758	0	0	0	0	0	1596	779	540	2758	0	0				
332224														5855	0	3352	0	0	1299	0	0	826	1357	320	0	0	934	SERP PLAN			
332671														3433	0	2874	0	0	0	0	0	0	474	85	2874	0	0				
332756														180	0	0	0	0	0	0	0	116	64	0	0	0	0				
333203														15323		7035	0		2193			1870	5327	1091	1879		2385	Affordable Housing Investment Payable			
333650														1702	0	358	47	0	247	0	0	1143	154	0	0	0	0	FIS Settlement			
333856														4178	0	0	0	0	0	0	0	313	2915	950	0	0	0	PARTICIPATION PAYABLE			
333940														236		0	0					152	80	4							
334264														5253	0	1256	0	297	255	643	0	964	2784	249	0	0	0	INTERCOMPANY LIABILITY TAXES	REAL ESTATE ESCROW		
335346														2989	0	1606	0	0	0	0	0	642	678	63	0	0	1606				
336147														1093	0	243	0	243	0	0	0	247	392	211	0	0	0				
336361														1134	0	28	580	28	0	0	0	451	54	21	0	0	0				
336576														1968	0	393	0	6	0	0	0	979	553	43	0	0	387	LIP-TEB Sold Loans			
337340														650	0	22	0	0	0	0	0	453	162	13	0	0	0				
338646														5823	0	978	0	0	0	0	0	1470	2765	610	0	0	621				
338945														464	0	1	0	0	0	0	0	152	274	37	0	0	0				
339072														24851		13816	0		11977			57	10910	68				MSR Sale Payable			
339353														384	0	104	0	0	0	0	0	105	164	11	0	0	0				
339456														4164		1349	0					1557	669	589			1262	ALLOWANCE FOR CREDIT LOSS UNFUNDED			
339607														12025	0	10193	0	0	0	0	0	1077	302	453	0	3145	4722				
339773														92362		70166	0					1464	17407	3325	21520	22311	23924				
339858														1763542	0	1373070	0	0	0	0	936316	20573	315694	54205	0	0	0			Payables from Unsettled Trading securities transactions	
340135														18842		11975	0					336	4154	2377	9218						
340144														14747	0	6067	0	0	0	0	0	2637	5501	542	6067	0	0				
340256														8111	0	4971	0	0	0	0	0	942	1693	505	476	0	4200				
340443														978	0	687	0	0	0	0	0	197	87	7	680	0	0	'			
340742														13119		9293	0					1277	2299	250		633	8460				
340751														10673	0	4745	0	0	0	0	0	3186	2589	153	4445	0	0				
341310														9419	0	7264	0	0	0	0	0	77	1360	718	5419	0	0	ICS in clearing/In process			
342054														2256	0	1442	0	0	653	0	0	539	75	200	0	0	0	Debit Card Settlement Clearing			
342410														70798		51433	0					1746	15236	2383	33963		14722				
342634														234968		157570	0					8551	40896	27951	92821		36250				
343051														629	0	554	0	0	0	0	0	11	40	24	554	0	0				
343248														154		0	0					78	76	0							
343770														337	0	61	0	0	0	0	0	95	156	25	0	0	0				
343903														9496	0	5277	0	0	458	0	0	1066	3153	0	2981	0	350	Non-Qualified Pension Liability			
343958														933	0	0	310	0	0	0	0	335	288	0	0	0	0				
344647														11539		6536	0	1865	729			1669	3334	0	335	985		Deferred Incentive Compensation			
344852														754	0	429	0	0	429	0	0	265	21	39	0	0	0	Acc Liab Exec			
345309														30986		4891	0					95	25688	312	3497						
345345														2760		12	158					1905	655	30							
345747														8514		2386	0					1107	4811	210	2340						
345756														5914		4836	0	2346				1037	0	41	484		2006				
345877														8477	0	6749	0	0	0	0	0	71	1657	0	5685	0	0				
346379														1837	0	75	620	0	0	0	0	469	513	160	0	0	0				
346566														95	0	62	0	0	0	0	0	21	12	0	0	0	0				
346771														1857	0	1454	0	0	770	0	0	0	334	69	618	0	0	Post Retirement Obligation			
347022														1303	0	0	0	0	0	0	0	464	799	40	0	0	0				
347639														3464	0	1751	0	4	0	0	0	195	1462	56	0	0	1747				
347956														15459		12221	0					262	2514	462		5024	7158				
348159														1154	0	0	0	0	0	0	0	265	889	0	0	0	0				
348720														7587	0	3868	0	0	1867	0	0	186	2833	700	990	0	0	Accrued Retirement Fmis			
349129														1207	0	0	0	0	0	0	0	369	728	110	0	0	0				
349343														600	0	148	0	0	0	0	0	305	92	55	0	0	0				
350657														153	0	30	0	0	0	0	0	47	63	13	0	0	0				
350750														1415	0	61	0	0	0	0	0	741	613	0	0	0	0				
351131														145		85	0					41	5	14							
351560														9507	0	8740	0	0	1457	736	0	139	328	300	6177	0	0	Reserve for Profit Sharing and Bonus	Lease Liability		
351878														553	0	25	0	0	0	0	0	0	528	0	0	0	0				
352370														2081	0	1009	0	0	0	0	0	491	552	29	874	0	0				
352651														909	0	682	0	0	640	0	0	142	52	33	0	0	0	Def Orig Fee			
352745														1597	0	91	0	0	0	0	0	392	952	162	0	0	0				
352772														326545		235964	0		118471			15992	59604	14985				Unfunded investment commitments			
353238														5552	0	4731	0	254	512	0	0	561	0	260	3935	0	0	Unearned Fees			
353546														988	0	738	0	0	154	198	0	250	0	0	188	0	0	Bonus Payable	BOLI DCIP Payable		
353555														68756	11531	19226	0					23751	21779	4000			3771				
353957														114	0	8	0	0	0	0	0	106	0	0	0	0	0				
354253														658	0	525	0	0	0	0	0	127	6	0	525	0	0				
354310														73235		36369	0					14711	17887	4268			28531				
354552														3296	0	278	0	0	25	0	0	1423	1335	260	0	0	0	Unearned Revenue - IRA Fees			
354851														186	0	8	0	0	0	0	0	134	3	41	7	0	0				
355120														6590	0	5272	0	0	0	0	0	1007	311	0	0	0	0				
355559														4209	0	2236	0	0	0	0	0	489	1233	251	1548	491	190				
355858														28144		5709	0					1709	19777	949	5709			Accrued Long Term Employee Benefits	Deferred Compensation		
356239														2089	0	1053	52	0	0	0	0	329	599	56	1053	0	0				
356659														665	0	0	0	0	0	0	0	475	90	100	0	0	0				
356752														2196	0	913	0	0	0	0	0	422	534	327	0	0	773				
357526														2609	0	1117	0	263	0	0	0	269	1215	8	0	0	0				
357553														1194	0	0	0	0	0	0	0	791	310	93	0	0	0				
357777														1370	0	854	0	0	0	0	0	279	140	97	854	0	0				
357937														4776	0	3881	159	0	0	0	0	489	27	220	3332	0	0				
358112														3881	0	2756	0	0	0	0	0	472	653	0	2756	0	0				
358448														172	0	0	0	0	0	0	0	35	118	19	0	0	0				
359472														63	0	7	0	0	0	0	0	1	52	3	0	0	0	FDIC DEPOSIT ACCTS			
359744														693	0	0	0	0	0	0	0	190	500	3	0	0	0				
360777														69		2	0					35	32	0							
361055														10710	0	6293	0	0	0	0	0	737	2933	747	2998	0	3277				
361167														81861		53050	0		18000			7407	18238	3166			14335	Restoration Plan Liability			
361279														4087	0	518	0	0	0	0	0	1847	1562	160	0	0	0				
361354														320	0	0	0	0	0	0	0	247	61	12	0	0	0				
361439														4050		418	0	347				1974	1554	104	71						
362043														251	0	2	0	0	0	0	0	79	160	10	0	0	0				
362155														324	0	0	0	0	0	0	0	152	64	108	0	0	0				
362717														8017	1209	1435	0	27				1825	4481	276			71				
362856														91	0	61	0	0	0	0	0	26	0	4	0	0	0				
362940														133	0	31	0	0	0	0	0	102	0	0	0	0	0				
363442														35	0	0	0	0	0	0	0	32	3	0	0	0	0				
363648														548	0	23	0	0	0	0	0	298	227	0	0	0	0				
363657														5288		1510	183		378			2089	1506	0		1132		Deferred gain on derivatives that were unwound			
363778														399	0	229	2	61	48	0	0	79	89	0	120	0	0	Taxes			
364131														4610	0	3900	0	0	486	102	462	458	0	252	0	0	2697	NON QUALIFIED PENSION	IR DERIVATIVES MTM	BONUS ACCRUAL	
364270	2443	0	961	0	96	0	0	0	1468	14	0	0	268									0									
364430														3136	0	1793	0	0	522	0	0	1233	110	0	1263	0	0	Accrued Bonus			
364850														874		706	0		101	63		162	6	0	539			Reserve for High Deductible	Deferred Gain On ORE		
365325														270361		134133	0					23582	77571	35075			95392				
365745														2306	0	13	0	0	0	0	0	518	1527	248	0	0	0				
365848														532	0	77	0	0	0	0	0	91	362	2	0	0	0	Accounts payable			
365950														564	0	17	107	0	0	0	0	309	54	77	0	0	0				
366078														11864	0	5870	0	0	1916	0	0	1561	4065	368	2541	0	0	Unfunded investment commitments			
366238														26988		16898	0	5	255			2813	6482	795	1345		5463	Deferred Directors Fees			
366247														1186	0	35	535	0	0	0	0	616	0	0	0	0	0				
366359														147	0	30	0	0	0	0	0	73	44	0	0	0	0				
366658														359	0	0	46	0	0	0	0	254	58	1	0	0	0				
366854														2522	0	489	225	0	0	0	0	442	1227	139	0	0	311				
367150														404	0	13	0	0	0	0	0	372	19	0	0	0	0				
367178														1409	0	1053	0	0	0	0	0	28	322	6	1048	0	0				
367431														605	0	311	0	0	0	0	0	153	1	140	0	0	0				
367543														3786	0	0	0	0	0	0	0	560	3226	0	0	0	0				
368054														306	0	0	0	0	0	0	0	214	45	47	0	0	0				
368344														1777		0	0					469	1308	0							
368522														5369	0	4509	0	1185	0	0	0	159	662	39	3324	0	0				
368951														492	0	31	0	0	0	0	0	425	30	6	0	0	0				
369453														655	0	84	0	84	0	0	0	452	89	30	0	0	0				
369659														10418	0	6405	0	0	0	0	0	1351	851	1811	6405	0	0	UNEARNED REVENUE--PPP LOAN FEES			
370020														11781	0	7920	0	0	2641	0	0	603	3253	5	4044	0	0	Low income housing payable			
370347														300	0	0	0	0	0	0	0	266	34	0	0	0	0				
370721														3011		2014	0		307	250		770	226	1				ACCRUED PAYROLL	ACCRUED TRANSACTION EXPENSE MERGER		
370833														2261	0	1020	0	0	0	0	0	293	918	30	0	0	602				
370954														452	0	34	0	0	0	0	0	150	143	125	0	0	0				
371223														2341	0	1006	0	0	1005	0	0	129	1206	0	0	0	0	LIHTC			
371232														4073	0	3550	0	0	0	0	0	117	406	0	3125	0	0				
371362														9718	0	6701	0	0	0	0	0	2242	775	0	6701	0	0				
371559														296	0	40	0	0	0	0	0	256	0	0	0	0	0				
371849														669	0	369	0	0	0	0	0	140	160	0	364	0	0				
371924														16321	0	8100	0	0	4271	0	0	1872	5603	746	0	0	2607	Other Liabilities			
371942														2092	0	1301	0	0	0	0	0	432	359	0	1121	0	0	0			
372444														938	0	484	0	0	0	211	0	259	169	26	177	0	0	SHAZAM DAILY SETTLEMENT & CARDHOLDER	ESCROW PAYABLE FHLMC/RURAL		
372538														8940	0	62	0	0	0	0	0	7066	622	1190	0	0	0				
372640														1580	0	1332	0	411	0	0	0	94	60	94	921	0	0				
372855														1707		677	0	677				772	177	81							
373272														2	0	1	0	0	0	0	0	1	0	0	0	0	0				
373553														277	0	0	0	0	0	0	0	256	21	0	0	0	0				
373601														3412		1285	0		565			678	1338	111				IR Derivatives			
374130														1121	0	7	0	7	0	0	0	204	708	202	0	0	0				
374653														70348		48359	0					6981	13908	1100	16487		29127				
374774														123	0	23	0	0	0	0	0	40	60	0	0	0	0				
375043														11280		3832	0					1726	5250	472			3597				
375379														178	0	43	0	14	0	0	0	0	135	0	0	0	0				
375566														13006	0	8733	0	0	0	0	0	1829	2232	212	0	0	8601				
375650														84	0	0	0	0	0	0	0	21	58	5	0	0	0				
376237														861	0	325	0	0	234	0	0	79	447	10	0	0	0	Lease Liability - Branch Building			
376273														37301		20066	0					31	17047	157	17365						
376442														4579		1847	0					1362	1370	0	1825						
376947														910	0	0	281	0	0	0	0	349	280	0	0	0	0				
377663														1360		1008	0					193	159	0	787						
377850														1086	0	0	0	0	0	0	0	944	142	0	0	0	0				
378044														278	0	42	0	0	0	0	0	132	4	100	0	0	0				
378110														313	0	169	0	0	0	0	0	56	86	2	0	0	0				
379050														115	0	0	0	0	0	0	0	109	6	0	0	0	0	Deferred Fee Income			
379153														527	0	0	0	0	0	0	0	238	251	38	0	0	0				
379470														419	0	97	0	0	0	0	0	0	322	0	97	0	0				
379649														2764		2288	0					460	16	0	2288						
379920														483427		274856	18650					32300	137030	20591			171669				
380346														622	0	0	0	0	0	0	0	270	297	55	0	0	0	OTHER	Fed and State W/H	Loan settlement account	
380458														36373	0	27475	0	2187	0	0	0	3469	4063	1366	0	5954	9300				
380533														2559	0	0	0	0	0	0	0	1457	1102	0	0	0	0				
380878														3258	0	1892	0	0	0	0	0	363	742	261	0	0	1282				
380944														1248	0	379	0	0	254	0	0	204	600	65	107	0	0	Sub-S Effect			
381026														694		0	0					406	258	30							
381932														2902	0	2452	0	0	151	145	0	223	227	0	179	0	0	ACCD BONUSES	ACCD PROFIT SHARE		
381950														1670	0	91	0	84	0	0	0	441	1138	0	0	0	0				
382050														3201		2029	0					83	953	136							
382069														2606		487	0					1281	832	6			483				
382256														347	0	0	238	0	0	0	0	109	0	0	0	0	0				
382274														14	0	0	0	0	0	0	0	14	0	0	0	0	0				
382443														2962	0	1901	0	0	0	0	0	250	770	41	1853	0	0				
382537														1848	0	2	0	0	0	0	0	1460	222	164	0	0	0				
382649														4439	0	0	0	0	0	0	0	654	3785	0	0	0	0				
382658														5088	3696	4014	91	318	0	0	0	361	622	0	0	0	0	Dividends			
382742														2593	0	1688	0	308	0	0	0	154	712	39	0	0	1380				
382854														644		308	0					228	51	57	308						
384018														54338	0	31802	0	0	0	0	0	20211	1181	1144	0	0	25714				
384278														128887		110183	9552	579	75711			6220	2375	557	10014	10177	1641	Federated Govt Obligation Fund			
384353														41	0	0	0	0	0	0	0	26	15	0	0	0	0				
384652														10381	0	3131	0	0	1000	0	0	3989	2764	497	0	0	1704	Funds received in error			
384830														1904	300	1057	0	0	0	0	0	765	82	0	737	0	0				
385350														1650	0	1194	0	0	0	0	0	295	15	146	1112	0	0				
385471														6086	0	4799	0	0	0	0	0	314	967	6	4609	0	0				
385547														1611	0	779	0	0	0	0	0	658	174	0	505	0	0	debit card clearing			
385686														4354	0	4273	0	14	0	0	0	1	68	12	3598	0	0				
386432														923	0	312	0	0	0	0	0	472	139	0	0	0	0				
386450														2243		1508	0		136	500		440	225	70	819			Accrued Salaries & Wages	Midwest Housing		
386731														3699	0	2819	0	0	0	0	0	716	57	107	0	0	2161				
386825														294	0	0	0	0	0	0	0	62	232	0	0	0	0				
387055														280	0	0	0	0	0	0	0	60	220	0	0	0	0				
387671														3190	0	1057	0	0	500	0	0	169	1771	193	0	0	0	LOAN PURCHASE RESERVE			
388155														393	0	272	0	0	0	0	0	59	0	62	0	0	0				
388258														163	0	0	0	0	0	0	0	129	18	16	0	0	0				
388557														1474	0	0	0	0	0	0	0	950	524	0	0	0	0				
388744														1622	0	545	0	0	0	0	0	131	395	551	545	0	0				
388753														192	0	0	47	0	0	0	0	113	30	2	0	0	0				
388874														186	0	163	0	148	15	0	0	0	23	0	0	0	0	Other liabilities			
389358														578	0	0	0	0	0	0	0	578	0	0	0	0	0				
389376														580	0	60	0	0	49	0	0	53	467	0	0	0	0	ACCRUED VACATION			
390372														4487	0	3709	0	0	0	0	0	22	756	0	1363	0	2225				
390840														10478	0	7362	0	0	602	0	0	816	1997	303	948	896	4769	Director Deferred Plan			
391418														545	0	0	0	0	0	0	0	115	430	0	0	0	0				
391557														407	0	304	0	0	0	0	0	34	65	4	304	0	0				
391575	143949	0	39309	74181	16665	0	0	0	2231	1199	0	0	16941									27029									
391959														595	0	296	186	6	0	0	0	113	0	0	290	0	0				
391977														19878	0	11944	0	0	0	0	0	1	7863	70	11702	0	0				
392152														408	0	0	0	0	0	0	0	109	204	95	0	0	0				
392255														921	0	428	0	353	75	0	0	324	169	0	0	0	0	Other Liabilities			
392778														18506	0	12824	0	0	11081	0	0	461	4803	418	0	0	0	Equity Investment Commitment			
393252														1174	0	212	0	0	0	0	0	945	7	10	0	0	0				
393355														611		5	0					195	226	185							
393953														2745	0	2264	0	301	1365	546	18	481	0	0	0	0	0	Other Reserved Liabilities	Real Estate Escrow	Misc.	
394156														713	0	236	0	0	129	0	0	405	72	0	0	0	0	Unearned Loan Servicing Income			
394259														2532	0	446	0	0	1	0	0	1280	731	75	445	0	0	Promontory Rate Bridge			
395238														1345995		500570	1196					62639	730054	51536			396963				
396057														254	0	0	0	0	0	0	0	137	93	24	0	0	0				
396244														2296		1148	0	972	168			912	11	225				Debit Card Settlement			
396253														5686	0	2967	0	0	1765	808	0	610	1947	162	0	0	0	Deferred Fees Reserve	Swap Liability		
396954														1168	0	1069	0	0	524	404	0	99	0	0	0	0	0	OFFICER DEFERRED	RESERVE INCENTIVE POOL		
397456														640		196	0					68	296	80			196				
397531														19725	0	13006	0	3643	0	0	0	434	4846	1439	5761	0	0				
397540														23430		11941	0		5583			2431	6063	2995		101	3994	LIHTC UNFUNDED LIABILITY			
397559														2840	0	742	0	396	0	0	0	1855	142	101	204	0	0				
397755														16612	0	9669	0	0	0	0	0	3368	985	2590	1258	0	2584	Deferred Income			
397858														274	0	0	0	0	0	0	0	238	36	0	0	0	0				
398051														3191		2503	197	771		10		198	293	0	1722			Other Assets	Shazam		
398248														4681		1380	2341					373	542	45			1380				
398668	268400	0	52630	199962	0	28260	0	0	15808	0	0	0	15706									0						Deferred Income			
398837														2420	221	1177	0	0	0	0	0	577	340	326	956	0	0				
399357														392	0	0	0	0	0	0	0	343	49	0	0	0	0				
399517														118413		70130	0					6422	40709	1152			43403				
399731														712		201	0					199	312	0							
399973														694	0	9	0	0	0	0	0	31	605	49	0	0	0				
400057														970	0	351	0	0	0	0	0	383	176	60	0	0	319				
400141														3528	0	1107	0	0	0	0	0	1444	744	233	450	0	207				
400365														6165	0	4041	0	0	0	0	0	1194	684	246	3491	0	390				
400767														435	0	196	0	0	0	0	0	11	128	100	0	0	0				
401072														288	0	224	0	0	0	0	0	3	61	0	0	0	0				
401559														1892	0	1500	0	0	0	0	0	342	50	0	1470	0	0				
401755														1187	0	646	0	0	256	152	0	241	0	300	0	0	0	ACCT PAYABLE SAL CONT PLAN MJ	ACCT PAYABLE SAL CONT BOLI	ACCT PAYABLE TRADE	
401906														10128	0	7804	0	0	0	0	0	61	1888	375	2812	0	0				
401951														1013	0	790	0	0	0	0	0	138	60	25	0	0	651				
402846														842	0	345	53	0	131	0	0	444	0	0	131	0	0	Deferred Data Processing Credit			
402873														2188	0	1856	0	0	0	0	0	161	171	0	1856	0	0				
403067														2817	0	1952	0	0	0	0	0	205	619	41	0	0	1948				
403151														9899		924	0	868				5964	3011	0				CDARS INCOMING RATEBRIDGE PAYMENT			
403179														38819	0	32034	0	0	0	0	0	741	5450	594	0	1683	16439				
403254														374	0	267	0	0	0	0	0	3	104	0	0	0	264				
403656														234	0	0	110	0	0	0	0	20	104	0	0	0	0				
403870														8803	0	5764	0	0	0	0	0	1940	1060	39	4854	0	0				
403946														13471	0	9315	0	0	0	0	0	735	2349	1072	2553	0	6060				
404653														5422	0	4232	0	0	0	0	0	256	707	227	0	0	4232				
404943														273	0	132	0	64	0	0	0	132	0	9	0	0	68				
406022														5734	0	4078	0	2386	0	0	0	142	963	551	0	0	1225				
406059														3160	0	320	0	0	0	0	0	856	1221	763	0	0	320				
406666														2070	0	9	0	0	0	0	0	1752	88	221	0	0	0				
406974														3208	0	2010	0	0	0	0	0	527	649	22	0	0	1976				
407168														1166	0	0	0	0	0	0	0	785	228	153	0	0	0				
407506														74937	0	61396	0	0	0	0	0	25	12669	847	0	0	0				
407645														4913	768	1541	0	689	0	0	0	1723	1542	107	0	0	0				
408307														2685		584	0					0	1775	326			317				
