"IDRSSD"	RCONG349	RCONG350	RCONG351	RCONG352	RCONG353	RCONG354	RCONG355	RCONG356	RCONG357	RCONG358	RCONG359	RCONG360	RCONG361	RCONG362	RCONG363	RCONG364	RCONG365	RCONG366	RCONG367	RCONG368	RCONG369	RCONG370	RCONG371	RCONG372	RCONG373	RCONG374	RCONG375	RCONHT50	RCONHT51	RCONHT52	RCONHT53	RCONHT54	RCONHT55	RCONHT56	RCONHT57	RCONHT58	RCONHT59	RCONHT60	RCONHT61	RCONK142	RCONK143	RCONK144	RCONK145	RCONK146	RCONK147	RCONK148	RCONK149	RCONK150	RCONK151	RCONK152	RCONK153	RCONK154	RCONK155	RCONK156	RCONK157	RCONMG95	RCONPU98	RCONPU99	RCONPV00	RCONPV01	
14155																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
14650																												0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
14753																												0	0	4454	4345	29	29	414	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
14865																												0	0	52988	51800	853	790	24174	24183	495	502	3185	3188	0	0	43520	43411	0	0	0	0	956	1010	7751	7669	0	0	0	0		0	0	0	0	
14977																												0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
16551																												0	0	1000	998	0	0	6936	6896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
17110																												0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
17147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324643	277950	87936	76099					0	0	0	0	11085	11056	70714	67962	0	0	0	0	5895	5164	11492	11285	0	0	0	0		0	0	0	0	
17259																												0	0	250	237	0	0	4178	3811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
17950																												0	0	3065	2891	0	0	134661	127514	0	0	0	0	0	0	15191	14251	0	0	0	0	0	0	684	624	0	0	0	0		0	0	0	0	
17978																												87417	83381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
18050																												0	0	0	0	0	0	145700	133362	0	0	19150	18274	0	0	0	0	0	0	0	0	0	0	1435	1244	0	0	0	0		0	0	19150	18274	
18827																												0	0	22790	21900	0	0	105972	105803	0	0	10510	10792	0	0	11578	11821	0	0	0	0	0	0	3344	3314	0	0	0	0		0	0	10510	10792	
18836																												0	0	9041	9075	0	0	6007	5696	0	0	0	0	0	0	1391	1392	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
18854																												0	0	21	21					0	0	0	0	0	0	6701	6496	0	0	0	0	0	0	1520	1464	0	0	0	0		0	0	0	0	
19356																												0	0	0	0	0	0	1076	1124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
19936																												0	0	16763	16076	23	23	15212	14033	0	0	0	0	0	0	1862	1871	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
19972																												0	0	0	0	32	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
20053																												0	0	817	776	0	0	871	818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
20633																												0	0	9935	9587	0	0	21909	21403	0	0	0	0	0	0	5487	5182	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
20857																												0	0	0	0	0	0	343	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
21256																												0	0	1085	1094	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
21359																												0	0	1787	1697	0	0	8721	7716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
21658																												0	0	11266	11190					0	0	0	0	0	0	5685	5663	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
22048																												0	0	4603	4378	0	0	21491	19234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
22543																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
22552																												0	0	0	0	0	0	9321	8417	0	0	0	0	0	0	1534	1527	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
22730																												0	0	691	656	0	0	61869	59277	0	0	0	0	0	0	6568	6523	0	0	0	0	0	0	790	620	0	0	0	0		0	0	0	0	
23456																												0	0	0	0	0	0	40568	37134	0	0	0	0	0	0	987	1017	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
23504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10633	9470	41752	41366	90400	84113	0	0					10633	9470	41752	41366	73787	67273	58099	59094	0	0	0	0	196678	177892	120626	111234	0	0	0	0	0	10633	9470	41752	41366	
23643																												0	0	999	997	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
23755																												0	0	2491	2474	15836	15675	2970	2646	0	0	0	0	0	0	2209	1986	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
24378																												0	0	0	0	10889	10571	2238	2082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
24659																												507	511	2001	2022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
24949																												13131	12036	4726	4749	30063	29611	26572	26644	0	0	0	0	29432	29577	16064	16387	0	0	0	0	16794	15117	11321	11390	0	0	0	0		0	0	0	0	
25357																												0	0	0	0	6448	6468	53603	54068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
25647																												0	0	4005	3911					0	0	0	0	0	0	204	204	0	0	0	0	0	0	231	200	0	0	0	0		0	0	0	0	
26765																												0	0	0	0	0	0	134336	120625	0	0	0	0	0	0	2932	2958	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
27070																												0	0	10571	10327	0	0	14443	13149	0	0	0	0	0	0	5276	5089	0	0	0	0	0	0	0	0	0	0	824	816		0	0	0	0	
27614																												0	0	0	0	0	0	133072	117915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
27847																												0	0	0	0	0	0	27544	25551	0	0	0	0	0	0	16113	15349	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
28013																												0	0	607	559					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
28152																												3588	3628	4906	4705					0	0	0	0	0	0	1545	1512	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
28675																												0	0	6926	6903					0	0	0	0	0	0	2169	2155	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
28732																												3497	3495	4485	4257	790	782	8007	7619	0	0	0	0	0	0	1980	2008	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
29476																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	10746	10729	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
29636																												4199	3874	0	0	178473	163700	33813	27784	0	0	0	0	5823	5804	818	759	0	0	0	0	52266	46476	1773	1685	0	0	0	0	104	0	0	0	0	
29878																												0	0	50458	48905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
30052																												0	0	0	0	0	0	2353	2339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
31134																												0	0	2000	1939					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
31255																												0	0	69	69					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
31657																												0	0	0	0	88913	79609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
31826																												0	0	8799	8375					0	0	0	0	0	0	33	33	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
31835																												0	0	19290	18558	0	0	12247	12197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
32234																												0	0	1773	1755	6767	6792	402	420	0	0	0	0	3537	3654	3359	3326	0	0	0	0	0	0	3	0	914	948	3825	3682		0	0	0	0	
32766																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
32971																												0	0	0	0	0	0	8	8	0	0	198	196	0	0	1868	1826	0	0	0	0	0	0	1975	1945	0	0	0	0		0	0	198	196	
33147																												0	0	6954	6140	0	0	16572	14608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3595	2789	0	0	0	0		0	0	0	0	
33259																												0	0	31031	29487	0	0	24115	22168	0	0	0	0	0	0	1746	1751	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
33370																												0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
33839																												0	0	9177	9201	0	0	682	686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
33857																												0	0	0	0					0	0	1152	1012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1152	1012	
34537	0	0	0	0	0	0	0	0	0	381667	381380	0	0	0	0	0	0	0	0	0	0	0	0	895	839	151768	152104	0	0	54632	54546					895	839	533435	533484	84438	78857	205498	205409	0	0	0	0	1914	1629	37898	36359	0	0	0	0		0	0	0	0	
34555																												0	0	2008	1990					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
34742																												0	0	16240	15770	0	0	38811	38075	0	0	835	825	0	0	0	0	0	0	0	0	0	0	946	944	0	0	0	0		0	0	835	825	
35057																												0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
35301																																																													
35646																												0	0	8350	8140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
35879																												27633	27920	0	0	0	0	6169	5491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	697	569	0	0	0	0		0	0	0	0	
36933																												0	0	4092	3860	0	0	28626	25157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
37051																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
37341																												0	0	377	365	0	0	826	808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
37435																												25000	24305	44262	44577	13520	12601	200461	189231	0	0	0	0	8973	8543	64060	62108	0	0	0	0	0	0	12045	11296	0	0	0	0		0	0	0	0	
37640																												0	0	10211	10266					0	0	0	0	0	0	318244	290456	0	0	0	0	0	0	4298	3409	0	0	0	0		0	0	0	0	
37659																												0	0	0	0	0	0	134	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
37949																												0	0	7405	7444	0	0	26042	24451	0	0	0	0	0	0	1851	1850	0	0	0	0	0	0	1981	1900	0	0	0	0		0	0	0	0	
38740																												0	0	0	0	0	0	39592	34450	0	0	0	0	0	0	18973	17149	0	0	0	0	0	0	890	704	0	0	0	0		0	0	0	0	
39327																												9611	9569	66891	65455	0	0	77506	73455	0	0	6582	6496	0	0	20985	20754	0	0	0	0	0	0	14859	14720	0	0	0	0		0	0	6582	6496	
40033																												0	0	6397	5988	0	0	3519	3497	0	0	254	317	0	0	1003	1011	0	0	0	0	0	0	1011	1006	0	0	0	0		0	0	0	0	
40855																												0	0	4000	4009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
41553																												0	0	53178	45571	0	0	7939	7914	0	0	0	0	0	0	3004	3031	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
41629																												0	0	27011	26397	0	0	8174	8028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
41825																												1974	1916	5360	5112					0	0	0	0	0	0	0	0	0	0	0	0	0	0	2960	2976	0	0	0	0		0	0	0	0	
42037																												0	0	0	0	0	0	8794	7825	0	0	171	169	0	0	90	86	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
42354																												0	0	0	0	0	0	17561	15244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
42372																												0	0	1306	1305	0	0	7825	7143	0	0	29400	27597	0	0	349	356	0	0	0	0	0	0	0	0	0	0	0	0		0	0	29400	27597	
42420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23199	20464	1000	984					0	0	0	0	0	0	0	0	0	0	0	0	50681	44238	181320	160795	0	0	0	0		0	0	0	0	
42448																												0	0	45838	44873	0	0	3564	3097	0	0	0	0	0	0	995	873	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
42457																												0	0	0	0	0	0	5840	4900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
43052																												0	0	1495	1486	0	0	11273	11029	0	0	0	0	0	0	863	822	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
43351																												0	0	0	0	0	0	322	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
43856																												0	0	1106	1099	0	0	2027	1979	0	0	0	0	0	0	3469	3491	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
43959																												0	0	20360	17333	0	0	17325	15307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2411	1888	0	0	0	0		0	0	0	0	
44040																												0	0	19433	18933	0	0	51618	47563	0	0	0	0	0	0	3171	3242	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
44433																												0	0	71166	70722					0	0	138231	138197	0	0	15168	14785	0	0	0	0	0	0	12135	11644	0	0	3759	3380		0	0	0	0	
44741																												0	0	35207	34450	0	0	1479	1344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
44750																												0	0	37954	29193	0	0	112	107	0	0	0	0	0	0	239	236	0	0	0	0	0	0	0	0	0	0	3378	3427		0	0	0	0	
44929																												0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
45056																												0	0	7467	7329	0	0	6964	6803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
45458																												0	0	4681	4423	0	0	20667	18634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	221	0	0	0	0		0	0	0	0	
45551																												0	0	11497	11282	0	0	47205	43030	0	0	3165	3106	0	0	6428	6215	0	0	0	0	0	0	2991	2894	0	0	0	0		0	0	3165	3105	
45560																												0	0	24085	22631					0	0	14852	14822	0	0	8066	8108	0	0	0	0	0	0	0	0	0	0	0	0		0	0	14161	14148	
45775																												0	0	16491	14829	0	0	11437	9903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
46053																												3538	3189	23898	22934	9043	9000	15675	14896	0	0	0	0	0	0	490	492	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
46941																												0	0	10766	10562	0	0	17959	16019	0	0	0	0	0	0	1726	1693	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
47247																												0	0	294	289					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
47500																												0	0	9890	9624	0	0	35667	30138	0	0	0	0	0	0	1833	1664	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
48374																												0	0	9666	9692	0	0	24605	23665	0	0	5046	4797	0	0	5905	5858	0	0	0	0	0	0	6572	5406	0	0	0	0		0	0	5047	4797	
48440																												0	0	11765	10381	0	0	12380	11525	0	0	0	0	0	0	13384	12585	0	0	0	0	0	0	3302	3245	0	0	0	0		0	0	0	0	
49054																												0	0	17296	16302	0	0	1153	1060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
49148																												0	0	1748	1779	0	0	27798	24381	0	0	0	0	0	0	242	235	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
49241																												0	0	16586	16802	3668	3178	9967	9651	0	0	0	0	1590	1403	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
49652																												0	0	4990	4852	0	0	4653	4193	0	0	2609	2604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	2609	2604	
49858																												0	0	0	0	0	0	8938	9026	0	0	0	0	0	0	5783	5867	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
