"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONMT87	RCONMT89	RCONMT91	RCONMT93	RCONMT95	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
	OTH NONTRANSACTION SAVINGS DEPOSITS	TOT TRANSACTION ACCTS-US GOVERNMENT	TOT TRANSACT ACCTS-STS&POL SUB IN US	TOTAL DEMAND DEPOSITS	TOT TRANS ACCTS-BKS IN FGN COUNTRIES	TOTAL TRANSACTIONS ACCOUNTS	TOT TRANS ACCTS-FGN GOVTS&OFFCL INST	NONTRANS DPS OF BKS IN FGN COUNTRIES	TOTAL BROKERED DEPOSITS	TOT NONTRANS ACCTS-FGN GOVTS&OFFCL I	TOTAL NONTRANSACTION ACCOUNTS	TOT NONTRANSACTION ACCTS-US GOVT	TOT NONTRANSACTION ACCTS-STS&POL SUB	PREFERRED DEPOSITS	TIME DEPOSITS LT 100000	AMT OUTSTDG IN MONEY MARKET DEP ACCT	IRA AND KEOGH PLAN ACCOUNTS	TRANSACTION ACCTS: IPC DEPOSITS	NONTRANSACTION ACCTS: IPC DEPOSITS	TRANSACTION ACCT: CB'S & DI'S IN U.S	NONTRANSACT ACCT: CB'S & DI'S IN U.S	IRA KEOGH IN MEM ITEM 2.C	SELECTED COMPONENTS OF TOTAL DEPOSIT	SELECTED COMPONENTS OF TOTAL DEPOSIT	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS OF 250000 OR LESS WITH	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS EQ 100K LE 250K	TIME DEPOSITS GT 250K	Total reciprocal deposit	BRKRD DEP GT 250000 MAT LE 1 YR	TIME DEP GT 250000 MAT LE 1 YRDEP	EST DEP LISTING SERVICE NOT BROKERED	Fully insured, affiliate sweep depos	Not fully insured, affiliate sweep d	Fully insured, non-affiliate sweep d	Not fully insured, non-affiliate swe	Designated exception sweep deposit	OFFR CONSUM DEP ACT INDIV HSHLD FMLY	NONINTR TRN ACCTS INDIV HSHLD FMLY	INTR TRN ACCTS INDIV HSHLD FMLY	MMDA DEPS PRIMRLY INDIV HSHLD FAMLY	OTHR MMDA INDIV PRTNRS CORPS	OTHR SVGS DEPS IND HSHLD FAMILY USE	OTHR SVGS DEPS IND PRTNRS AND CORPS	
237954	21424	0	20475	36494	0	70621	0	0	44660	0	140650	0	21693	39222	8556	1501	6157	50146	93339	0	25618	4193	1118	278	10528	19255	8262	143	29783	18519	37961	20016	3041	29632	79537	0	20485	56480	15743	0	0	0	0	0	true							
238139	61252	0	6788	66073	0	82004	0	0	0	0	153449	0	35219	38274	13246	48511	4988	75216	117228	0	1002	1373	0	0	7937	23952	2152	0	31889	6521	3124	0	0	20795	9645	3526	0	9645	0	0	0	2930	0	2930	true							
238250	8424	0	3347	19910	0	31343	0	0	0	0	31019	0	2883	4066	4615	6585	314	27996	28136	0	0	103	0	0	2198	4318	1815	669	6516	3514	2966	0	530	4385	7010	0	0	6480	0	0	0	0	0	0	false							
238737	7192	0	6106	374038	36271	392357	0	7548	22773	0	378832	0	30913	37019	18894	224732	1804	349980	340371	0	0	513	8080	8080	22117	31538	1451	20	53655	42589	45386	3806	0	36233	91781	0	14693	87975	0	0	0	0	0	0	true							
239556	78829	0	42133	98536	0	256859	0	0	6	0	267586	0	21374	0	42411	45034	13917	213590	246212	1136	0	6713	6	0	26186	45844	10628	1783	72030	20757	29026	8530	967	42030	59280	0	0	49783	0	0	0	0	0	0	true							
239659	223200	0	15936	33253	0	64425	0	0	0	0	513992	0	46570	41196	35205	112383	8664	48242	466738	247	684	3864	0	0	49733	68360	4452	812	118037	15961	37004	1806	282	88151	55053	47550	0	52965	0	0	0	0	0	0	true							
240954	27608	0	0	85891	0	99585	0	0	0	0	138569	0	0	0	8924	86242	3205	99585	138569	0	0	1385	0	0	7187	11074	1061	574	18261	329	3884	610	0	10972	4823	3205	0	4213	0	0	0	0	0	0	true							
241009	41705	0	6579	71263	0	83283	0	0	0	0	96518	0	15947	22526	2510	40755	3908	76704	80571	0	0	0	0	0	705	2201	1485	0	2906	262	0	9405	0	1880	9667	0	0	262	0	0	0	0	0	0	false							
241157	81866	76	77645	181114	0	410058	0	0	0	0	381706	0	83118	119682	68950	26107	23764	331499	297974	838	614	12674	0	0	54169	116503	8643	4850	147347	24246	64232	1090	0	115214	89568	47495	0	3085	0	0	0	13292	0	13292	true							
241559	10990	0	15580	97470	0	97470	0	0	0	0	118911	0	14008	13693	29318	29161	7929	79428	104666	2462	237	3682	0	0	14966	38723	10655	578	53689	2266	10793	526	252	35604	13837	42396	0	13059	0	0	0	24143	0	24143	false							
242257	60532	0	69370	145220	0	292176	0	0	20000	0	401873	0	26673	49864	118974	45628	20659	221073	374424	1733	776	9584	0	0	78411	145064	7079	1879	223301	16107	45871	1014	288	113458	63280	84759	20000	41978	0	0	0	45346	0	45346	true							
242444	268701	0	153686	416190	0	1002752	0	0	0	0	804379	0	6	139030	84143	346112	9989	849066	804373	0	0	2401	0	0	45994	87263	6072	1053	113257	12306	36878	0	0	56239	49184	873	0	49184	0	0	0	873	0	873	true	473718	375348	197513	148599	246160	22541	
242949	17010	0	1625	27735	0	55882	0	0	6000	0	34141	0	6	0	7836	7987	370	54257	34135	0	0	0	6000	6000	980	7025	549	69	8005	0	521	0	0	787	521	0	0	521	0	0	0	0	0	0	true							
242958	31506	0	10536	61659	0	61659	0	0	0	0	82168	0	1159	0	13711	0	3921	50076	74054	1047	6955	2345	0	0	8729	22617	3076	1122	30852	1915	10300	1613	1290	21833	15118	0	0	11661	6955	0	0	0	0	0	true							
242976	120086	0	29092	135648	0	227299	0	0	50250	0	461986	0	32154	24453	103807	137749	26716	198207	400843	0	28989	8452	50250	0	25749	36454	24844	91605	62147	5306	12422	1451	6321	74845	25500	20168	0	17728	28742	0	0	13494	0	13494	true							
243375	15897	0	0	4848338	0	4848908	0	0	246722	0	24568	0	0	0	680	2653	1186	4848908	24568	0	0	1087	246722	246722	270	661	731	808	931	0	1668	1880	0	1790	3548	166487	0	1668	0	0	0	246722	0	0	true	4094303	570	1203	1450	3753	12144	
243414	47012	0	23434	55492	0	137573	0	0	12025	0	140741	0	19213	37798	19216	28889	2517	114139	121528	0	0	649	11732	11732	10127	19473	11622	424	13010	10750	7362	5082	0	22430	23194	11777	0	18112	0	0	0	10599	0	10599	true							
243955	1335	0	492	6700	0	6953	0	0	1	0	28688	0	338	530	3180	292	1735	6461	28350	0	0	1139	1	0	3735	7119	706	111	10854	4025	10368	998	0	8491	15391	0	0	14393	0	0	0	0	0	0	false							
244037	17820	296	5734	47401	0	68497	0	0	989	0	114203	1090	11797	14175	14779	45631	3495	61725	101316	742	0	930	989	989	11977	17955	776	142	29854	9286	10616	0	0	16071	19902	0	0	19902	0	0	0	495	0	0	true							
244149	19761	0	19166	81349	0	121333	0	0	0	0	128132	0	15348	29485	19131	35390	8827	102167	112551	0	233	4431	0	0	10896	28642	8850	2767	39538	8115	9334	3501	876	32024	21826	443	0	17449	0	0	0	0	0	0	true							
244158	31535	0	27538	118624	0	151189	0	0	0	0	189324	0	9224	23859	23891	75691	4370	123651	179652	0	448	727	0	0	21183	31801	2799	334	52984	3834	21449	699	0	32226	25982	11820	0	25283	0	0	0	7032	0	7032	true							
244251	94563	0	30788	152175	0	345633	0	0	0	0	222690	0	12858	32456	19423	33832	5100	314845	209832	0	0	1503	0	0	22104	19694	3631	1897	41797	22844	23376	750	0	27902	46970	0	0	46219	0	0	0	0	0	0	true							
245016	2056	0	0	337795	66298	337820	0	0	100000	0	1477259	0	0	0	280381	206896	32812	271522	1477259	0	0	20327	100000	100000	398494	294993	14040	291	693487	241958	308941	9589	0	427437	560488	29645	0	550889	63120	0	0	0	0	0	true	40758	25	91123	115773	2047	9	
245276	2251592	677	1456467	2629170	0	5802311	0	0	336712	0	4462710	0	168217	1616749	666752	13761	176307	4336567	4288543	8600	5950	37991	336712	124638	307486	436597	231974	44811	744083	444362	621987	94151	15989	354116	1176489	0	0	1066349	0	0	0	13761	0	13761	true	584684	1436914	0	13761	1342949	908643	
245351	15494	0	35368	140471	0	179015	0	0	73434	248	129102	0	15664	51032	16693	32926	4799	140676	112942	2971	248	1840	73434	12756	24333	18430	26705	354	42763	4369	5904	587	0	53129	10860	48273	0	10273	0	0	0	92832	0	92832	true							
245557	236281	0	108094	234348	0	375286	0	0	0	0	491854	0	38485	0	75480	34061	44164	267192	453369	0	0	19422	0	0	53781	65578	22538	2214	119346	25249	45936	5963	252	68631	77400	30716	0	71185	0	0	0	30716	0	30716	false							
246022	267680	0	192	9923	0	83504	0	0	25269	0	418205	0	25501	24768	3747	102637	1637	83312	392704	0	0	772	0	0	3266	5043	2292	27	8309	32295	4965	0	0	6881	37260	0	25269	11991	0	0	0	0	0	0	true							
246134	69303	0	28403	64854	0	123282	0	0	0	0	671299	0	165756	174239	85344	271837	23394	94879	505493	0	50	14728	0	0	65188	93512	14440	6251	158700	69248	74059	6377	1085	94047	150769	0	0	143307	0	0	0	0	0	0	true							
246451	14213	0	603	24127	0	29407	0	0	5750	0	75205	0	0	353	18803	14306	3835	28804	75205	0	0	2079	5750	5750	14759	17911	682	0	31670	3935	8971	428	0	14549	13334	0	0	12906	0	0	0	0	0	0	true							
246657	45426	0	124050	722810	0	810251	0	0	232508	0	180836	0	15362	28489	13987	87511	6749	678028	165474	8173	0	1581	232508	232508	7589	15579	1996	410	23168	9884	11006	1434	0	11587	22324	437066	0	20890	0	0	0	0	0	0	true							
246947	17136	0	6954	15951	0	40153	0	0	5000	0	58907	0	21727	26973	9519	24614	1886	33199	37180	0	0	1370	5000	0	2890	3974	1090	5200	6859	813	1549	1642	0	3634	4004	0	0	2362	0	0	0	0	0	0	true							
246956	50880	0	9439	117436	0	202309	0	0	71050	0	326411	0	31283	10178	39684	27631	6861	192375	288517	495	6611	993	71050	61574	83584	102862	4175	10011	99521	13970	29209	2739	1350	160948	47268	63322	0	43179	6611	0	0	3815	0	3815	false							
247140	278361	3	196773	722891	0	770606	0	0	228793	0	1245702	0	39907	169723	369400	295813	47266	571850	1204946	1980	849	19418	228793	100232	92989	276195	159797	15198	369173	32880	79517	14372	580	174779	127349	119212	0	112363	0	0	0	70662	0	70662	true	121645	122052	137537	130351	249666	16193	
247355	161841	0	107	12256	0	12256	0	0	0	0	1787169	0	180903	181010	68007	1307386	12652	12149	1606266	0	0	5059	0	0	98667	109349	9815	385	208016	45493	53247	685	301	150209	99726	238969	0	98740	0	0	0	145869	0	145869	true	2140	1492	452973	634063	126649	35192	
247476	9052	0	0	3499	0	15636	0	0	3000	0	55478	0	462	0	10215	18151	2042	15636	55016	0	0	1172	0	0	12320	7853	422	29	20072	5017	2635	0	0	10409	7652	0	0	7212	0	0	0	0	0	0	true							
247551	0	0	36368	278316	0	278316	248	0	26255	0	108611	0	15471	7541	27896	0	3968	236684	92894	5016	246	1784	26255	26255	61565	15018	4182	2887	76583	17241	5586	1052	1080	55756	24959	103849	0	22827	0	0	0	72741	0	72741	true							
247908	349520	0	16922	581002	0	749173	0	0	0	0	879030	0	21020	35287	10877	516148	21880	732251	858010	0	0	1168	0	0	1979	5279	4046	1611	7258	0	447	0	0	2038	447	-2109	0	447	0	0	0	0	0	0	true	395508	34980	406891	109257	254543	75093	
248240	764476	0	23221	402159	0	402159	0	0	147169	0	1247245	0	46273	55028	70283	219209	4855	377798	1200962	1140	10	2132	147169	147169	67052	109138	13655	1153	176190	34132	35916	2515	0	120714	72563	494158	0	70048	0	0	0	0	0	0	true	73004	131349	72431	142388	226940	16640	
248352	12982	0	4078	12974	0	54013	0	0	12892	0	105452	0	2142	6220	35135	28070	3532	49935	102812	0	498	1597	12892	12892	28731	17578	6989	230	46309	6726	3634	512	0	18393	10872	19725	0	10360	498	0	0	0	0	0	true							
248455	78105	0	15953	104281	0	223694	0	0	0	0	237802	0	64932	80885	18918	56803	4392	207741	172870	0	0	2086	0	0	21472	17986	2256	702	39047	36720	22914	845	0	23497	60479	0	0	59634	0	0	0	0	0	0	true							
248633	17257	0	138	44498	0	91878	0	0	14040	0	265663	0	58265	47648	50301	28311	29158	91740	207398	0	0	18164	14040	0	32042	64009	21976	14789	96051	17781	40976	24986	3536	82515	87279	0	0	58757	0	0	0	0	0	0	false							
248745	42098	0	2319	90698	0	107919	0	0	5	0	275207	0	10387	0	54836	106833	12992	105106	264820	494	0	4065	5	5	27321	46557	12264	1509	73878	18218	17941	1948	518	32815	38625	7912	0	36159	0	0	0	7182	0	7182	true							
249416	34642	0	12948	45853	0	62875	0	0	0	0	95053	0	4285	15471	33450	5007	11847	49927	90768	0	0	4981	0	0	15857	24434	6730	2888	40291	1892	3079	270	254	16459	5495	0	0	4971	0	0	0	0	0	0	true							
249612	2939413	0	211837	1512974	0	3001826	0	0	1400624	0	12707934	0	248	0	1684086	4307283	275491	2779900	12707180	10089	506	76565	1400624	189251	1452526	2003165	198217	48585	3455691	796566	895286	49749	17144	2018406	1758745	496	0	1691852	0	0	0	965703	0	496	true	881672	454427	2625515	1681768	2513044	426369	
249658	8604	0	2617	30072	0	36957	0	0	0	0	70730	0	2714	5090	3519	28172	1312	34340	56400	0	11616	805	0	0	7658	1971	9103	4178	9629	8541	2503	0	0	19391	11044	5201	0	11043	0	0	0	5201	0	5201	true							
250430	17627	0	7916	25906	0	49462	0	0	0	0	59652	0	1137	4815	15651	66	4466	41546	58515	0	0	2103	0	0	10137	19717	2945	499	29854	3490	5172	0	0	17646	8662	0	0	8661	0	0	0	0	0	0	true							
250476	19039	0	0	4919	0	6893	0	0	0	0	47220	0	23	0	3038	10161	0	6893	42278	0	4919	0	0	0	1540	7659	1698	3968	9199	1321	0	1834	0	11827	3155	0	0	1321	0	0	0	0	0	0	true							
250850	8781	0	122	22676	0	38361	0	0	6000	0	76070	0	5070	0	7272	7183	1008	38239	71000	0	0	296	6000	4000	23344	15773	599	328	39117	5240	12822	2000	0	32773	20062	13088	0	18062	0	0	0	0	0	0	true							
251558	73279	1	28637	173939	0	205774	0	0	17296	0	149412	0	1931	0	16421	17976	10271	173164	147481	3972	0	4433	15000	0	18530	6733	5846	19017	25263	4920	563	1324	1224	33705	8031	77655	0	4883	0	0	0	64032	0	64032	false							
251745	41801	0	40350	188163	0	262510	0	0	0	0	261153	0	33994	66034	48557	32523	20044	222160	227159	0	0	9861	0	0	42768	63693	8291	1527	106443	28701	37494	4355	0	67722	70550	0	0	66195	0	0	0	0	0	0	false							
251978	29278	0	4343	89317	0	105532	0	0	0	0	450028	0	37510	14221	46610	78267	19247	101189	412518	0	0	12882	0	0	64071	126656	33083	2044	190727	36492	50984	29152	0	179245	116628	16215	0	87476	31232	0	0	14977	0	14977	true							
252041	64776	0	52684	136122	0	285019	0	0	0	0	399082	0	71069	79958	35174	170065	4289	230062	327453	2273	560	2637	0	0	19850	64333	14615	2161	84183	15254	40349	7222	457	65785	63282	98936	0	55603	1734	0	0	71894	0	71894	true							
252452	17114	9	8346	39075	0	60140	0	0	0	0	59702	0	2079	6856	8986	25844	4080	51785	57623	0	0	1281	0	0	4761	6305	2651	6	11053	1084	1937	0	0	4737	3021	0	0	3021	0	0	0	0	0	0	true							
253356	40338	0	73492	358368	0	476814	0	0	15000	0	869119	0	28311	101696	60761	533519	5878	403298	767002	24	73806	2393	15000	15000	74071	63936	670	0	138007	52902	103255	429	0	77916	156586	11428	0	156157	0	0	0	11428	0	11428	true	360601	42697	226148	215250	35915	4423	
253468	89915	0	824754	2760917	0	3118583	0	0	1399263	0	2029746	0	755587	1126657	33180	1177482	61454	2277983	1270232	15846	3927	1839	1399263	1399263	298015	260912	987	170	558927	123862	77870	534	0	526904	202266	2449942	0	201732	0	0	0	1867137	0	1867137	true	55778	123071	0	630450	0	89915	
253646	42454	0	12255	75937	0	144575	0	0	0	0	255593	0	57941	65629	27908	146353	9411	132320	197652	0	0	4489	0	0	11680	31026	6002	3389	42706	2891	10395	1103	300	24189	14689	0	0	13286	0	0	0	0	0	0	true							
253730	17080	0	35831	43414	0	61664	0	0	0	0	76486	0	872	3691	13270	2450	2150	25833	75614	0	0	947	0	0	10766	24864	2214	2	33026	5651	12079	1378	0	24578	19108	0	0	17730	0	0	0	0	0	0	true							
254317	117536	0	31150	61715	0	194847	0	0	0	0	815402	0	26084	50230	234517	166803	103333	163697	789318	0	0	49246	0	0	54656	126902	146871	74943	181558	17772	40001	46759	23161	168855	127693	0	0	57773	0	0	0	0	0	0	true	0	71756	128065	31082	89606	20014	
254504	102508	0	2689	96850	0	142287	0	0	13808	0	186668	0	24018	15244	32611	11216	6634	138218	162132	1380	518	0	13808	222	15286	25548	13191	2514	40834	4298	11268	840	0	23928	16406	7517	0	15566	0	6074	0	0	0	6074	true							
254849	61135	0	74791	175844	0	219038	0	0	115847	248	313574	0	73536	22389	10701	95735	1377	141523	221440	2724	18350	1222	115847	115847	40697	82165	1397	385	122758	10953	20439	668	0	113943	32060	238313	0	31392	0	0	0	112611	0	112611	true							
255350	15896	0	7789	35841	0	51382	0	0	0	0	72642	0	7845	0	17138	18895	4113	42353	62435	1240	2362	1317	0	0	10401	17737	2980	321	28137	2501	2877	1036	0	14300	6414	2022	0	5378	2216	0	0	0	0	0	true							
255556	0	0	12344	142528	0	197521	0	0	6000	0	75303	0	6138	14557	15442	1885	5414	185177	69165	0	0	3795	6000	0	5718	25535	3599	5432	20585	9166	20816	2333	819	24842	33134	8665	0	29689	0	0	0	0	0	0	true							
255574	106065	0	836	321629	0	321629	0	0	89644	0	593853	6	3030	3175	201793	129253	42536	320793	590576	0	241	13355	89644	36799	44773	134671	91573	23329	178949	11297	27449	23592	1850	92553	64188	0	0	38746	0	0	0	0	0	0	false							
255659	833587	1	565269	2413286	0	3269516	0	0	0	0	3482292	0	225428	710253	275228	1449278	65133	2699131	3256142	5115	722	31801	0	0	326517	310488	33340	5590	601952	286954	216566	17587	2384	400707	523491	325214	0	503520	0	0	0	269351	0	269351	true	490854	442726	474570	871545	637689	137778	
256058	52880	0	9533	109781	0	168192	0	0	12140	0	397576	1	26751	32550	65755	22724	22420	158659	370824	0	0	13891	5369	1940	51431	93191	62230	6415	143381	35399	57413	12515	3378	147512	108705	0	0	92811	57389	0	0	0	0	0	true							
256076	27431	0	2282	27191	0	50068	0	0	0	0	71259	0	7412	6870	9202	7621	3259	47786	63847	0	0	1155	0	0	11539	8268	1277	0	19807	10244	4203	675	0	11883	15122	0	0	14447	0	0	0	0	0	0	true							
256179	22202	0	8135	62267	0	63697	0	0	0	0	71463	0	3485	0	13315	15004	2433	55562	67978	0	0	1358	0	0	7486	16398	463	312	23883	2920	6679	0	0	11343	9599	0	0	9599	0	0	0	0	0	0	true							
256553	28297	0	259515	1394456	0	1616323	0	0	808605	0	2704835	0	344614	268185	347116	1676098	45942	1356707	2360221	101	0	13008	805605	0	337537	314850	18732	3999	370113	175277	138059	9905	2081	328002	325322	808605	0	177358	0	0	0	730781	0	730781	true	361070	201008	1676098	0	28297	0	
257233	85583	0	49224	551883	0	551883	0	0	0	0	525670	0	216801	192695	81809	150539	35490	501639	301755	1020	7114	16606	0	0	35966	89837	24605	11159	125754	21431	70902	27691	7957	79758	127981	168102	0	92333	5661	0	0	0	0	0	true	29579	212639	9132	141407	85583	0	
257345	38337	0	14844	79826	0	98385	0	0	2284	0	161907	0	21427	24883	40407	43163	12903	83541	139090	0	1390	5522	2284	245	19238	37660	9640	1959	56843	6135	5514	262	0	28089	11911	0	0	11649	0	0	0	0	0	0	true							
257578	0	0	0	272238	0	272238	0	0	74498	0	263140	0	27978	0	70800	36	7393	272238	234652	0	510	1512	0	0	65647	52282	10363	747	117929	86638	46255	1172	0	58239	134065	9376	74498	132893	0	0	0	36	0	36	false							
257653	11014	0	10561	16670	0	33164	0	0	0	0	36311	0	5605	14916	8936	1828	2426	22603	30706	0	0	894	0	0	4703	9977	740	622	14680	989	6439	0	0	7106	7428	0	0	7428	0	0	0	0	0	0	true							
257756	55530	0	7727	95969	0	128312	0	0	9000	0	176987	0	2217	2128	33355	8068	1311	119348	174770	1237	0	440	9000	9000	28451	41230	779	192	69681	19364	23373	0	0	37297	42737	19871	0	42737	487	0	0	17641	0	17641	true							
258306	105613	16	744	132242	0	174292	0	0	0	0	329320	0	4552	3634	34406	104047	7594	173513	324768	19	0	2263	0	0	44172	50866	2305	521	95038	11204	10593	0	0	63458	21797	37615	0	21796	0	0	0	0	0	0	true							
258379	20172	0	5518	10941	0	50973	0	0	3095	0	149150	0	52	3254	47050	10942	6013	45455	149098	0	0	6013	3095	3095	25847	48410	12656	6821	65044	3675	14613	1850	4164	46684	24302	6118	0	18288	0	0	0	0	0	0	true							
258539	22124	0	300	18403	0	23577	0	0	3000	0	83538	0	2743	1347	15677	10264	10339	23277	80795	0	0	2975	0	0	9464	15579	8384	708	25043	11188	3589	2239	0	18458	17016	0	3000	11521	0	0	0	0	0	0	true							
258874	15408	0	32	5542	0	19203	0	0	0	0	88656	0	258	0	28119	15183	5386	19171	88398	0	0	2801	0	0	15020	27981	6303	1697	43001	1657	5154	253	0	22882	7064	0	0	6811	0	0	0	0	0	0	true							
259059	16411	1	13636	25413	0	52036	0	0	0	0	58357	0	2197	4919	8020	24990	2353	38288	56160	111	0	1063	0	0	5375	6868	1741	145	12115	1981	846	0	0	6109	2827	9109	0	2827	0	0	0	8117	0	8117	true							
259330	62132	0	86011	367507	0	367507	0	0	137944	0	667168	0	27080	104189	231739	244875	34777	280755	640088	741	0	18076	137944	131903	136883	132121	34546	4913	268990	17847	26200	7652	0	76723	51699	18832	0	44047	0	0	0	17345	0	17345	true	28505	126758	146169	98705	62092	39	
259442	37779	2	33684	84104	0	183490	0	248	23627	0	286332	0	11271	3111	80674	86166	17547	149804	273237	0	1576	7811	23627	12486	29105	54940	47357	4407	84045	5934	9898	8467	2279	55135	26578	18001	0	15831	1720	0	0	13983	0	13983	true							
259956	21812	0	25576	11888	0	82416	0	0	18000	0	72958	0	4653	0	29764	1913	2893	56830	50305	10	18000	1053	18000	0	8038	18235	3611	15028	26273	1278	2747	296	0	15148	4321	0	0	4025	0	0	0	0	0	0	true							
260055	96221	714	148658	2146374	0	2847607	0	0	80000	495	3231281	0	314866	319728	253793	2386237	23872	2692617	2911187	5618	4733	9720	80000	80000	247671	223364	8284	1357	471035	130178	119174	17405	1389	226883	268146	373136	0	249352	0	0	0	355078	0	355078	true	420163	608998	927574	855595	92073	3881	
260831	11174	0	12294	87289	0	87289	0	0	0	0	159766	0	9636	19332	21501	29526	2621	74995	144573	0	5557	1518	0	0	21858	51512	1553	0	73370	8902	33803	1438	0	53422	44143	0	0	42705	5707	0	0	0	0	0	true							
261146	40278	0	93149	204153	0	206127	0	0	54734	0	238654	0	26678	20221	70705	31856	12407	112978	211976	0	0	5736	54734	54734	78573	46508	2424	238	125081	19692	17040	2042	0	57039	38774	77836	0	36732	0	0	0	77836	0	77836	true							
261360	101096	207	63509	322266	0	456130	0	0	0	0	592305	768	3417	61769	72815	141045	16986	392414	588120	0	0	7939	0	0	97628	125298	4856	1427	222926	57760	63196	0	0	156393	120956	0	0	120956	0	0	0	0	0	0	false							
261940	61577	1	101204	134833	0	399047	0	0	10033	248	626903	0	51695	128445	147069	112088	35263	297842	573876	0	1084	15027	0	0	121393	183949	7486	601	305341	55252	83044	1514	0	166360	139810	35772	10033	138296	0	0	0	0	0	0	true	131785	166057	56854	48237	59073	1718	
262059	25967	21	27043	118831	0	194725	0	0	31113	0	282808	0	58988	41986	16588	97024	7457	165681	222628	1980	1192	4452	31113	31113	38695	79584	1596	942	118074	17104	20697	1200	0	104229	39001	130709	0	37800	6795	0	0	47845	0	36457	true							
262237	16169	0	12816	110461	0	161835	0	0	10011	0	359504	0	24709	16925	38632	201345	9137	148030	333975	989	820	4837	10011	10011	40395	48122	3947	1886	88517	19693	27004	943	0	55718	47640	46536	0	46697	0	0	0	48748	0	38809	true							
262358	23759	0	2630	72676	0	281669	0	0	25166	0	274159	0	38541	35890	18913	102770	5791	233224	172966	45815	62652	3060	25166	25166	43962	55831	22542	922	99793	14309	8896	1167	0	104345	24372	110590	0	23205	66477	0	0	100000	0	100000	true							
262741	46474	30	69837	332296	0	444791	0	0	46725	0	184207	455	7084	22890	49159	10957	9008	369971	176668	4953	0	3477	46725	46725	70809	46003	2912	703	114158	3581	2768	0	0	71268	6349	185411	0	6349	0	0	0	173573	0	173573	true							
262844	139207	0	50252	246546	0	333198	0	0	0	0	445929	0	16902	24726	76156	111848	21804	281213	428659	1733	368	0	0	0	34685	76178	20755	463	110833	19287	35612	7211	682	55926	62792	50030	0	54899	0	0	0	0	0	0	true							
262956	41300	0	24712	44249	0	76341	0	0	0	0	62892	0	1515	0	11705	0	4933	51629	61377	0	0	2637	0	0	4535	8986	4092	1120	5567	274	1451	0	1135	7027	2860	1335	0	1725	0	0	0	835	0	835	true							
263243	70489	2	29337	110979	0	218808	0	0	8000	0	288940	0	558	26507	63645	28386	22337	189469	288382	0	0	11047	8000	2000	53850	49035	23111	2297	102885	40306	17437	4030	0	64648	61773	0	0	55743	0	0	0	0	0	0	true							
263627	29850	0	29478	45689	0	102380	0	0	5000	0	70559	0	3115	29520	18994	2604	2136	72902	67444	0	0	521	5000	5000	12016	16602	1534	410	28618	3545	3998	0	0	11568	7543	0	0	7543	0	0	0	0	0	0	false							
264455	79253	6	117873	250523	0	413569	0	0	0	0	259954	0	41787	155545	26399	41346	8577	295690	218167	0	0	4539	0	0	18131	34303	6472	0	52434	60361	18698	1390	0	32507	80449	0	0	79059	0	0	0	0	0	0	true							
264772	6484979	0	1493	925480	0	925480	0	0	643702	0	9022946	0	18998	0	1265712	103545	0	923294	9001797	693	2151	0	643702	635506	612793	1365882	27763	8910	1978675	112391	298928	5084	2670	749636	419074	57147	0	411319	1869209	0	0	0	0	0	true	0	82406	0	84056	6459167	25795	
265340	28323	0	45249	56626	0	75333	0	0	10000	0	180025	0	16654	53256	33964	49859	11676	30084	163371	0	0	5264	10000	10000	20662	36151	8653	2087	56813	10066	5789	17554	881	33589	34290	0	0	15855	0	0	0	0	0	0	true							
265407	269111	9	206054	833193	0	1102762	0	0	181825	0	1239965	0	18559	10533	197060	443990	38669	890260	1221406	6439	0	15099	181825	181825	200665	171820	13069	1047	372485	86546	51382	2335	0	189540	140263	416463	0	137928	0	0	0	181825	0	0	true	160803	226266	178589	258066	228379	40731	
265452	15062	0	20487	49127	0	49127	0	0	0	0	46235	0	2298	17742	11253	0	1407	28640	43937	0	0	178	0	0	7612	12575	3442	703	20187	2111	2244	2487	0	13080	6842	0	0	4355	0	0	0	0	0	0	false							
265676	15776	0	3788	46584	0	53886	0	0	0	0	80491	0	11550	13514	12226	6225	1415	50098	59624	0	9317	161	0	0	8995	27984	285	21	36979	11838	9367	0	0	25059	21205	0	0	21205	9317	0	0	0	0	0	true							
