"IDRSSD"	RCON0211	RCON1287	RCON1709	RCON1713	RCON1733	RCON1736	RCON1752	RCON1754	RCON1773	RCON2163	RCON2192	RCON2941	RCON3129	RCON3190	RCON3545	RCON3548	RCON8492	RCON8495	RCON8496	RCON8499	RCONB989	RCONB995	RCONG389	RCONG390	RCONG393	RCONG394	RCONG397	RCONG398	RCONG399	RCONG400	RCONHT71	RCONJA22	RCONJF75	
86675	0	0					3929	0	184910					0	0	0			0	21670	0	0										0		
87047	0	0					446	0	65174					0	0	0			0	41171	0	0										0		
87234	0	0					2064	0	65141					9000	0	0			0	21312	0	0										0		
87476	0	21987					2429	0	33138					0	0	0			0	0	0	0										0		
87579	0	9708					1937	14857	57168					291	0	0			0	0	0	0										5502		
88231	0	13255					5592	10252	101406					40000	0	0			6020	21416	0	0										0		
88259	0	4334					379	0	13129					3527	0	0			0	4556	0	0										0		
88352	0	2890					82	0	54013					0	0	0			0	19997	0	0										0		
88455	0	0					6388	32354	159107					114800	0	0			21764	87660	0	0										0		
89032	0	72612					610	9014	91006					0	0	0			8667	0	0	0										0		
89135	0	0					172	0	4978					0	0	0			0	2607	0	0										0		
89854	0	5239					653	0	9442					2000	0	0			0	120	0	0										66		
89957	0	0					996	0	11061					0	0	0			0	0	0	0										0		
90047	0	0					0	0	14863					0	0	0			0	13847	0	0										0		
90177	0	0					3563	14685	20135					59913	0	0			4423	0	0	0										144		
90328	0	0					3474	0	114096					0	0	0			0	39422	0	0										81		
90337	0	14726					2933	0	44442					10000	0	0			0	9045	0	0										0		
90579	0	49868					1270	0	159416					19645	0	0			0	0	0	0										0		
91615	0	0					325	0	22680					0	0	0			0	8947	0	0										88		
91950	0	0					316	3907	28616					6636	0	0			3907	15960	0	0										0		
92144	0	9670					91	0	19340					0	0	0			0	3142	0	0										0		
92676	0	0					3871	0	124947					72950	0	0			0	5010	0	4645										47		
92706	0	0					614	0	77185					8000	0	0			0	29791	0	0										46		
92902	0	0					48	7027	0					0	0	0			7027	0	0	0										0		
93244	0	1958					4972	2200	94595					71726	0	0			0	25332	0	12263										89		
93543	0	0					2517	0	71756					0	0	0			0	65612	0	0										586		
93619																																		
94139	0	0					9839	19496	300095					201000	0	0			15140	48027	0	0										0		
94522	0	19388					1191	15250	81083					0	7826	0			0	34939	0	0										3279		
94755	0	2908					659	0	77682					8000	0	0			0	17110	0	0										0		
94858	0	0					246	0	49565					0	0	0			0	32550	0	0										0		
95051	0	3014					4162	0	21131					91202	0	0			0	628	0	0										67		
95677	0	0					617	7555	11					10750	0	0			0	0	0	0										0		
96553	0	4566					1005	2078	5156					20967	0	0			1582	0	0	0										7		
97055	0	404					4167	0	79539					85000	0	0			0	43514	0	0										344		
97279	0	0					244	0	19068					0	0	0			0	5419	0	0										0		
97457	0	0					771	0	2023					0	0	0			0	1641	0	0										0		
97804	0	0					14424	0	139269					72604	0	0			0	7581	0	0										0		
97943	0	15654					2360	0	126051					31000	0	0			0	65564	0	0										0		
98351	0	0					256	1647	20316					0	0	0			1203	12336	0	0										0		
98463	0	65853					2341	0	335564					0	0	0			0	31190	0	25721										0		
98717	0	0					560	0	28755					4963	0	0			0	0	0	0										0		
99143	0	17388					925	4780	99812					353	0	0			4675	46185	0	0										0		
99376	0	0					18889	557	515134					100000	0	0			0	0	0	0										0		
99442	0	0					1225	145893	102654					0	0	0			55070	81243	0	0										0		
99536	0	61305					1347	0	354507					30	0	0			0	5479	0	14379										0		
99853	0	997					0	0	25149					0	0	0			0	4944	0	0										0		
100236	0	0					311	200	15045					0	0	0			200	4176	0	0										0		
100357	0	0					5175	8918	261163					0	0	0			0	82627	0	0										0		
100562	0	0					19978	90544	1731931					11713	0	0			1564	220686	0	0										2693		
100777	0	0					2307	26177	189606					30000	0	0			0	15036	0	0										0		
100843	0	19776					6445	3029	201602					83500	0	0			3029	115795	0	0										0		
101037	0	5054					649	0	362181					0	0	0			0	124205	0	0										0		
101439	0	996					198	0	38692					0	0	0			0	3882	0	0										0		
101671	0	0					1743	5780	244444					6521	0	0			5780	13682	0	0										0		
101738	0	1978					1255	64201	89474					0	0	0			64201	0	0	0										0		
101952	0	911					1298	0	50114					0	0	0			0	35065	0	0										0		
102333	0	0					0	0	18449					0	0	0			0	8124	0	0										0		
102342	0	3417					1924	0	76084					6000	0	0			0	30724	0	0										369		
102557	0	24497					444	0	25369					5500	0	0			0	407	0	0										0		
102874	0	1469					1386	1480	6839					7000	0	0			0	358	0	0										0		
103134	0	8483					659	0	26462					0	0	0			0	2574	0	0										0		
104234	0	0					74	5957	56118					0	0	0			4498	24398	0	0										0		
104542	0	0					396	0	35469					4745	0	0			0	12446	0	0										0		
104971	0	0					24	0	2873					0	0	0			0	0	0	0										0		
105026	0	9648					1153	48498	50783					16000	0	0			8719	5230	0	0										0		
105473	49857	0					2362	1148890	30754					0	7671	0			5987	0	0	83747										13		
105530	0	0					266	0	75225					0	0	0			0	18226	0	0										0		
106359	0	2917					14120	16722	613923					223675	1201	1201			0	67005	0	0										0		
106452	0	19671					868	47179	68262					15000	0	0			47068	0	0	4384										0		
106676	0	3506					708	0	4457					16000	0	0			0	939	1696	0										0		
107244	0	0					671280	0	2610143					0	0	0			0	1483223	0	537										0		
107570	0	0					2835	11546	82257					44400	0	0			11546	37339	0	0										0		
107758	0	0					523	0	7072					7879	0	0			0	7072	0	0										0		
108072	0	0					807	0	23791					11000	0	0			0	561	0	0										0		
108269	0	3495					117	0	16491					0	0	0			0	4598	0	0										0		
108652	7000	0					388	7000	0					0	0	0			0	0	0	0										0		
108746	0	0					36	0	47095					0	0	0			0	33855	0	0										0		
108951	0	28513					4659	0	230793					71375	0	0			0	120418	0	0										404		
109136	0	5968					368	93466	131655					0	0	0			12867	67862	0	0										0		
109154	0	388					1215	0	25231					0	0	0			0	14013	0	0										0		
109453	0	0					1513	0	33796					23000	0	0			0	13355	0	0										0		
109574	0	15080					2377	0	89547					49715	0	0			0	0	0	0										35122		
109659	0	1996					936	0	15003					0	0	0			0	1069	0	0										0		
110413	0	0					12195	0	343750					0	14360	0			0	41976	0	2098										0		
110936	0	0					2051	0	907890					958	0	0			0	0	0	0										9268		
