"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1545	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDJ451	RCFDJ454	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCFDPV05	RCFDPV06	RCFDPV07	RCFDPV08	RCFDPV09	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLE75	RCONLG24	RCONLG25	RCONPR04	RCONPR05	RCONPR06	RCONPV05	RCONPV06	RCONPV07	RCONPV08	RCONPV09	RIADG377	
501132																																																																				0	75318	32963		11902			58163	21252		2542	578855	0	0	0	116662	4324	37986	133773	7633	21469	20983	24079	36570	3977	164360	39171	85858	121829	43277	7029				0	927			40956	38641	100820	63207			0			111	0													0	50682	0	0	0	111		0	0	0	3179	0	0	0	0	0			0	0	0	0	0	7999	0	550	CONF	CONF	0	0	0						0	
501459																																																																				1500	9824	50985		3393			107443	46165		6090	792132	290	0	0	88749	18115	58936	254185	2435	5658	4672	767	2016	72570	182319	163871	258089	77221	21382	149				0	277			3546	37561	90740	322959			0			0	0														442583	0	0	0	0		0	307	0	2929	0	0	0	0	0			0	0	0	0	0	1839	0	0	CONF	CONF	0	0	0							
501655																																																																				0	30286	0		4670			16664	0		0	85624	0	607	0	30144	0	3606	9015	1057	80	1066	2437	8868	16637	5236	7571	4890	10672	13517	13433				0	0			0	0	0	210			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		58836				40		0	7	0	707	0	0	0	0	40			0	0	0	0	0	2329	0	0	CONF	CONF	0	0	0							
501767																																																																				0	3711	0		3822			8759	0		0	92002	134	0	0	23603	1531	22932	12613	5923	5686	375	53	4739	6827	30925	11677	2666	1973	7146	14142				0	260			1415	7709	7417	31258			0			0	0														55529	0	0	0	2557		0	0	0	791	0	0	0	0	2557			0	0		0	0	1860	0	0	CONF	CONF	0	0	0							
502111																																																																				0	0	81555		0			536485	0		0	1414830	0	0	20612	22053	163557	0	81206	1445	5495	9776	5337	0	0	847224	51786	85607	170994	150719	0				0	0			0	94471	340635	175932			0			0	0													0	237801	0	0	0	608		0	142	0	0	0	608	0	0	0			0	0	0	0	0	0	0	0	CONF	CONF	0	0	0						0	
502447																																																																				0	3030	0		1911			10910	0		0	72881	0	0	0	43924	0	1407	13765	666	3102	233	965	14005	24653	6906	14860	1784	2107	2998	158				0	3			1578	322	378	7730			0			0	0														43924	0	0	0	612		0	9	0	901	0	306	0	0	0			306	306		0	0	2185	0	0	CONF	CONF	0	0	0							
502559																																																																				0	1490	1358		134			1670	933		0	164210	0	0	0	72090	1531	54925	2230	2035	7687	17086	12229	27725	5329	27158	23705	14615	10624	15607	326				0	22			12078	16342	28048	27139			0			0	0													0	34900	0	0	0	0		0	13	0	189	0	0	0	0	0			0	0		0	0	1173	0	0	CONF	CONF	0	0	0						0	
502652																																																																				0	6841	2643		255			126504	30906		0	416033	0	0	0	54375	1477	16043	114891	6880	2448	15378	10596	3059	15821	172096	22291	59244	70567	37223	0				0	178			10763	14055	71544	94558			0			0	0													0	161039	0	0	0	0		0	79	0	150	0	0	0	0	0			0	0	0	0	0	1705	0	0	CONF	CONF	0	0	0						0	
502746																																																																				0	19794	18568		8460			66132	10918		2967	386783	0	0	0	93932	4680	74214	41075	1589	1571	5067	7904	73242	4300	99324	11023	45391	74749	56474	5890				0	24			4831	21388	86056	44371			0			42	147														90387	0	0	0	1267		0	10	0	3389	0	0	0	0	0			0	0	0	0	0	1263	1225	0	CONF	CONF	0	0	0							
502849																																																																				0	44674	29645		65134			579100	21566		33226	2568088	0	0	12500	199311	1490	125173	341493	17808	16338	44178	47856	9434	62445	384426	176604	316050	419585	727252	337363				0	6311			24396	143899	202157	434116			0			160	142														775364	0	0	0	160		0	1776	0	1512	0	0	0	0	0			0	0	0	0	0	779775	0	2244	CONF	CONF	0	0	0							
503547																																																																				0	7088	0		11981			2433	0		587	45711	0	0	0	14191	497	0	12098	63	137	151	122	3667	10054	5398	6678	2294	4285	6103	6198				179	0			0	0	1836	286			0			0	0														0	0	0	0	0		0	2	0	4729	0	0	0	0	0			0	0	0	0	0	1902	0	0	CONF	CONF	0	0	0							
503640																																																																				0	9056	0		7728			465	0		0	79845	0	0	0	62073	21	1203	9128	0	0	73	20	0	60704	6281	2848	3758	3202	1683	0				0	0			0	0	243	0			0			0	0														57139	0	0	0	0		0	0	0	99	0	0	0	0	0			0	0	0	0	0	160	0	0	CONF	CONF	0	0	0							
504142																																																																				0	16920	0		1484			4328	36		0	72378	0	0	0	33806	20	3147	8943	474	4889	7011	9866	10721	347	3203	8138	6211	9861	10971	79				0	0			1277	278	4402	3750			0			50	0														29978	0	0	0	50		0	0	0	2937	0	0	0	0	0			0	0		0	0	3140	0	11	CONF	CONF	0	0	0							
504311																																																																				0	27501	20007		4515			28260	26445		332	540031	0	0	0	203346	10615	71020	30356	8523	24479	52417	59209	40568	18150	38599	35899	82654	137695	36478	5297				863	37			12761	13834	97305	63638			0			0	0														203346	0	0	0	0		0	1466	0	15433	0	0	0	0	0			0	0	0	0	0	13673	0	0	CONF	CONF	0	0	0							
504535																																																																				0	10513	1061		4985			19044	2830		1957	193396	0	0	0	80227	3337	65301	61231	18147	49667	9326	1959	385	210	31940	50533	13088	14252	330	1605				1073	0			13875	7585	14640	16964			0			0	0														34210	0	0	0	0		0	36	0	8671	0	0	0	0	0			0	0	0	0	0	6598	0	0	CONF	CONF	0	0	0							
504647																																																																				0	6385	1046		1928			4623	2444		6138	52092	0	0	0	15866	588	0	14506	22	1015	4807	9295	684	43	5121	8348	10563	9951	1937	303				0	0			134	1522	8990	2142			0			0	0														0	0	0	0	0		0	23	0	141	0	0	0	0	0			0	0		0	0	122	0	0	CONF	CONF	0	0	0							
504713		659345	13483448	6942013	1007093	83508348	1768816	11131919	0	5736737	393873055	0	13315573	118416717	2893339	55871531	212122190	7022097	14083165	12463382	17532904	10837178	0	45837	6410	0	135246	32234128	1061254	239120	1004968	2561449	6696532	9098185	15188499	3523652	4441348	0	0	0	0	0	0	0	0	0	0	0	0	217837842	2382133	5434321	49899283	327737	3575339	447033	0	563702	0	0	0	14423797	7281101	13231147	14649928	8694577	6042529		659345	13483448	6942013	1006665	83508348	1536087		11131919	0	5736737	393605054	0	7965000		118416717	2893339	56434527		3247509	2849521	5876999	14507815	38520862	53262556							45837	6410	129922	32234083	1061254			2561449	6696532	9098185	15188499			113495	146170	0	534941	705039													0						5417317	49886812			3575339	37572	208149	143768	6257	440711				0				14423797		842000	CONF	CONF	0	0	0	7281101	13225244	14649928	8693279	6037259	0	
505550																																																																				0	35217	16957		22996			113391	17388		1158	564318	0	0	0	66577	5062	42433	125768	8225	9560	21304	24395	1673	844	113939	98032	162771	105247	8807	106				0	79			12951	40793	147760	82337			0			0	1002														301716	0	0	0	4746		0	71	0	234	0	0	0	0	0			3802	3053	732	0	17	1347	944	0	CONF	CONF	0	0	0							
505916																																																																				0	2259	704		559			5158	2942		0	56253	118	0	4960	34871	1096	5856	3596	46	86	969	2796	6459	24499	4996	1598	3387	5515	4771	1081				0	65			0	227	2585	2202			0			0	0														18586	0	0	0	0		0	0	0	3393	0	0	0	0	0			0	0		0	0	310	0	0	CONF	CONF	0	0	0							
507068																																																																				0	26876	234669	0	14294	120651	0	120651	84736		0	1731453	0	425	23424	328226	11638	139374	179548	1891	31244	52003	29928	100137	112490	161727	191979	481407	367718	184695	345	0	0	0	0	856	0		27918	36514	139038	653104	0	425	0			3655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1731453				5343	1763	0	1763	0	44070	0	0	0	886	219	531	0	52	0	0	0	52	6675	531	11022	CONF	CONF	0	0	0						0	
507152																																																																				0	179	2997		0			37406	35428		0	617575	0	0	0	214613	7859	161843	113963	28365	51423	37120	24046	70227	1783	121128	128761	90213	35598	21436	1932				0	0			23647	40685	35070	213041			4745			70	7985														380389	0	0	0	1097		0	5	0	5757	0	0	0	0	1027			0	0	0	0	0	888	0	0	CONF	CONF	0	0	0							
507349																																																																				163	7869	1373		8717			3108	0		71	41177	0	0	0	15228	0	0	15769	1001	3217	3511	5726	1430	344	8301	4123	9999	3056	470	0				0	0			0	0	1681	1519			0			0	0														12943	0	0	0	21		0	3	0	1020	0	0	0	0	0			21	0	21	0	0	425	0	0	CONF	CONF	0	0	0							
507509																																																																				0	870	33372	0	0	87797	0	87797	57455		2147	1483865	0	0	0	1000251	4761	220343	13599	13799	28582	56232	80442	127065	689006	121582	23599	122764	132622	26565	53932	0	0	0	1270	126	0		15153	34096	105313	135957	0	0	0			0	604	0	0	0	0	0	0	0	0	0	0	0	0	0	1014412				0	486	0	486	0	833	0	0	0	0	0	0	0	0	0	0	0	0	3978	0	0	CONF	CONF	0	0	0						0	
508270																																																																				0	0	0		0			0	0		0	85354	0	0	0	79587	2223	0	0	0	0	0	0	5978	73026	0	0	0	0	554	5213				0	0			3424	0	0	120			0			0	0													0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0	0		0	0	0	0	0	CONF	CONF	0	0	0						0	
508346																																																																				0	89999	163417		21485			174235	39744		19597	1487408	0	0	685	323514	6994	203450	226676	23863	40081	81072	98914	26690	47414	275495	143984	401544	266764	70621	4129				1633	673			39609	83846	174728	327748			0			0	0													0	734209	0	0	0	0		0	12267	0	4136	0	0	0	0	0			0	0	0	0	0	3783	0	946	CONF	CONF	0	0	0						0	
508355																																																																				0	31001	0		9498			35917	550		0	335022	0	3843	0	87075	1929	17485	133519	5989	23682	33957	21934	1514	0	38851	94967	65021	39126	4823	2805				0	0			10973	27962	55575	53740			0			0	0														47440	0	0	0	0		0	141	0	8344	0	0	0	0	0			0	0	0	0	0	8474	0	0	CONF	CONF	0	0	0							
509811																																																																				0	79863	226652	0	22556	416027	0	416027	188864		28742	4895153	0	2079	414	1221312	23925	857250	468185	114775	194747	318397	269408	187941	133067	1251789	382215	834786	658242	524497	16749	0	0	0	0	3483	0		165106	127763	382939	889720	0	2079	0			11385	3758	0	0	0	0	0	0	0	0	0	0	0	0		1208691				26910	19351	20392	19351	0	786905	613	7698	0	2943	34	1851	0	2386	0	0	0	0	289474	1851	6240	CONF	CONF	0	0	0							
509857																																																																				0	65	0		53			881	1374		0	13257	0	0	0	4844	171	647	3001	157	1050	1892	421	809	514	2765	1850	2532	882	244	139				0	0			0	0	2888	1736			0			0	0														4629	0	0	0	0		0	41	0	756	0	0	0	0	0			0	0		0	0	448	0	0	CONF	CONF	0	0	0							
509950																																																																				0	207076	763302	19544	61334	1097931	0	1097931	385041		77578	12615999	-2940	6938	44181	4843428	50510	501237	2333067	267845	111265	272703	186125	117733	3847589	3436426	1453757	1241263	1119474	400296	32022	0	0	0	30	9469	0		386257	1269822	1043832	2177148	0	6938	0			11455	5812	0	0	0	0	0	0	0	0	0	0	0	0	591955	12613059				142024	2384	44389	21928	0	68045	506	4822	0	16432	30650	75824	0	2335	0	0	0	0	99001	75824	0	CONF	CONF	0	0	0	1201	0	0	0	43188	9986	
510330																																																																				0	22172	15598		2391			20563	6814		6982	276122	0	0	10200	86529	0	51356	117606	11367	18705	31797	21394	3044	0	48973	57954	60314	17798	4541	0				0	0			36842	22431	40156	6164			0			0	0														0	0	0	0	0		0	0	0	5043	0	0	0	0	0			0	0	0	0	0	4437	0	0	CONF	CONF	0	0	0							
510648																																																																				0	883	2428		155			1491	4486		83	75553	0	145	0	17730	1080	8689	21023	2053	4217	10617	14	455	276	12461	11647	29812	1270	173	535				0	2			5407	6033	6172	29040			0			0	0													0	15680	0	0	0	0		0	31	0	296	0	0	0	0	0			0	0		0	0	91	0	0	CONF	CONF	0	0	0						0	
510871		1809	162969	129008	1988	2075940	6255	14416	0	432211	13142053	0	0	3040930	8544	1741875	3239753	637571	1894243	2742632	1528679	72474	0	0	0	0	0	293088	7828	142529		18948	146667	887493	2255350	847537	44502	0	0	0	0	0	0	0	0	0	0	0	0	5730339	39911	34055	222978	0	2043011	44	0	4263	0	0	0	466526	16317	158318	0	0	48343		1809	148365	129008	1988	2075940	155		14416	0	432211	13013456	0	892039		2959826	8340	224959		20463	96991	88502	95051	606325	2026807							0	0	0	293088	7820			18948	141465	884294	2244604			0			4776	33680																			34039	222978			2039040	0	0	0	663	30165				0				463083		335	CONF	CONF	0	0	0	16317	158318	0	0	48343		
510938																																																																				0	67689	18741		33067			41977	3982		2099	451516	0	0	0	62424	1628	39099	76125	5285	3999	8932	17116	10620	16019	68974	49750	59457	83699	54241	55229				0	1787			3061	38664	56313	80987			0			131	0														85185	0	0	0	10410		0	399	0	23649	0	0	0	584	9695			0	0	0	0	0	15049	0	0	CONF	CONF	0	0	0							
510947																																																																				0	14433	3891		6961			14695	0		0	91948	0	0	0	30306	2424	28901	11526	827	1664	7181	11801	1053	7700	8010	7128	21092	16716	3885	4811				0	0			773	8	7243	7504			0			0	0														20538	0	0	0	0		0	28	0	2007	0	0	0	0	0			0	0	0	0	0	1675	0	0	CONF	CONF	0	0	0							
511832																																																																				0	57509	7742		16001			56582	0		0	425966	0	0	0	92183	8687	73558	92119	8665	54303	13908	4905	5759	3821	49416	156244	81988	25058	18709	663				0	0			10346	38709	72418	33989			0			1002	0													0	18091	0	0	0	2043		0	228	0	9780	0	147	0	0	0			626	0	0	0	0	21792	268	0	CONF	CONF	0	0	0						0	
513256																																																																				0	83528	10868	973	49807	32167	0	32167	7129		2899	372708	979	0	0	69071	2042	45159	91296	6806	12997	11285	11904	20822	5257	84702	54466	50035	52368	59681	3364	0	0	0	0	0	0		4270	25309	53957	25819	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		22594				0	226	1083	1199	0	1792	0	0	0	0	0	0	0	0	0	0	0	0	2747	0	0	CONF	CONF	0	0	0							
513322																																																																				0	3364	2117		1768			9398	2299		0	75126	0	0	0	18008	6	216	16599	979	2489	7557	6306	676	0	10601	4854	17287	18903	5050	104				0	120			975	3752	19449	12821			0			151	0													0	0	0	0	0	404		0	17	0	523	0	0	0	0	0			253	253		0	0	509	0	0	CONF	CONF	0	0	0						0	
513340																																																																				0	15791	17834		3904			33601	12311		4160	371328	0	0	0	141123	249	4821	15658	85	1502	1661	1958	47264	87812	56368	11935	22514	28142	92729	18429				0	1076			1530	5262	54745	75987			0			0	0														132022	0	0	0	394		0	9	0	1367	0	0	0	0	0			200	0	200	0	0	2379	194	5333	CONF	CONF	0	0	0							
513546																																																																				0	59700	13831		15285			9338	3649		169	190084	0	0	0	32312	1801	21296	46247	1767	5496	11002	6433	2945	4669	26782	30618	58286	20447	12103	7987				0	2			7881	6877	6267	31428			0			0	0													0	45113	0	0	0	0		0	0	0	466	0	0	0	0	0			0	0	0	0	0	1078	0	0	CONF	CONF	0	0	0						0	
513854																																																																				0	7397	0		6268			10470	0		28	69294	0	0	0	20577	0	20420	3954	537	8412	3129	0	171	8274	3904	8062	6574	6109	15547	8520				0	0			6111	62	6496	2752			0			0	0													0	3000	0	0	0	26		0	17	0	1598	0	0	0	0	0			26	0	0	0	0	7518	0	0	CONF	CONF	0	0	0						0	
514048																																																																				0	88441	9023		14313			29349	13299		495	503466	0	0	0	187145	9641	146245	138575	12322	56410	78443	29252	8776	510	48624	110407	70130	30021	32529	21649				0	0			21490	21240	52379	37264			0			7	527													0	471659	0	0	0	7		0	437	0	5120	0	0	0	0	0			0	0	0	0	0	13830	0	0	CONF	CONF	0	0	0						0	
514057																																																																				0	3217	0		3033			1048	0		0	7567	0	0	0	0	0	0	2082	0	0	0	0	0	0	927	1155	1618	3449	58	79				0	0			0	0	0	40			0			0	0													0	0	0	0	0	0		0	9	0	167	0	0	0	0	0			0	0	0	0	0	53	0	0	CONF	CONF	0	0	0						0	
514066																																																																				0	4105	242514		2798			120998	49378		0	1343963	1796	0	21459	307044	5293	169851	234460	5097	10836	12724	22103	40791	214173	129756	88819	145016	263079	373201	37068				1581	0			1623	8616	238171	317249			0			0	0														1180374	0	0	0	1839		0	30048	0	43	0	0	1826	0	0			0	0	0	0	0	16298	13	0	CONF	CONF	0	0	0							
514132																																																																				0	54553	1119		4565			35967	8803		632	300343	0	0	14	90154	5031	2070	80162	4585	11233	26067	38269	5005	4306	29791	49578	67471	56685	6305	0				0	123			3455	6734	58471	13174			0			623	115													0	141220	0	0	0	1318		0	116	0	5643	0	50	0	158	0			20	0	0	5	15	11803	467	0	CONF	CONF	0	0	0						0	
514356																																																																				0	8464	0		2460			1314	0		4	18390	0	0	0	333	0	0	5206	41	53	124	115	0	0	4581	4532	5999	853	1144	248				0	0			0	0	4036	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		0				0		0	0	0	348	0	0	0	0	0			0	0	0	0	0	1431	0	0	CONF	CONF	0	0	0							
514655																																																																				0	3785	4297		1890			43049	1889		0	497981	856	0	0	133051	5044	40820	112140	6102	12954	62616	41816	7107	2457	127604	34364	86259	63431	28738	24862				0	0			30977	52652	105546	104785			0			0	0													0	0	0	0	0	644		5575	0	0	248	0	0	0	528	116			0	0	0	0	0	6049	0	0	CONF	CONF	0	0	0						0	
514936																																																																				0	4128	8805		0			10342	16987		2360	215132	855	0	0	78967	2610	13054	37116	3546	13683	1766	1749	7795	50292	25930	22103	16841	21394	15714	34976				0	11			9840	23298	26820	18228			0			546	0													0	181478	0	0	0	546		0	63	0	8988	0	0	0	0	0			0	0	0	0	0	4540	0	271	CONF	CONF	0	0	0						0	
515979																																																																				0	0	0		0			9112	0		0	13956	0	0	0	588	0	488	4845	25	0	462	0	99	0	1468	3633	2870	3738	1654	0				0	0			0	0	138	571			0			0	0														0	0	0	0	0		0	0	0	623	0	0	0	0	0			0	0		0	0	2924	0	0	CONF	CONF	0	0	0							
516154																																																																				0	69390	337		68406			16137	0		45	180989	0	202	0	17605	340	1651	75563	276	499	100	812	7804	8113	65532	9388	7840	18863	54920	6640				0	0			784	199	4758	780			0			0	0														53764	0	0	0	1147		0	6	0	773	0	0	0	0	0			1147	1147	0	0	0	1227	0	0	CONF	CONF	0	0	0							
516855																																																																				0	20464	9232		1852			199953	6253		965	750289	0	108	0	75659	4603	27162	318132	24209	11386	32487	6712	0	0	330567	113001	145916	78176	5759	0				0	0			5111	44238	161310	216042			0			0	791														180082	0	0	0	0		0	132	0	2543	0	0	0	0	0			0	0	0	0	0	1824	0	0	CONF	CONF	0	0	0							
516873																																																																				0	0	10588		0			1256	0		0	43319	0	0	0	15682	0	8846	2199	398	781	2360	3029	6891	2223	2439	1119	8593	3018	10277	2105				0	0			0	0	1651	12169			0			0	0														0	0	0	0	0		0	0	0	0	0	0	0	0	0			0	0		0	0	1973	0	0	CONF	CONF	0	0	0							
517049																																																																				0	30017	27416		3205			177363	12092		2158	1130791	0	0	13912	171862	4947	37149	486830	25408	33033	65814	38594	1386	6709	179153	249237	410801	115851	2033	0				0	0			48411	189176	86311	368339			0			0	0													0	508635	0	0	0	0		0	16	0	777	0	0	0	0	0			0	0	0	0	0	8701	0	0	CONF	CONF	0	0	0						0	
517357																																																																				0	19009	67409		23943			331405	5274		617	1085172	0	0	0	100901	294	73041	306146	4633	7886	35508	23239	19796	9515	654060	67141	106189	130919	16433	1563				0	128			587	65066	157312	304093			0			0	102													0	293212	0	0	0	3555		0	397	0	4240	0	0	0	0	3511			44	0	44	0	0	4497	0	0	CONF	CONF	0	0	0						0	
517441																																																																				0	41703	39354		7856			34631	3895		6281	287889	0	0	0	75260	2295	0	60592	5834	7040	35240	22695	3909	337	53067	21055	72464	37662	18493	6102				0	0			5620	7143	24340	36449			0			0	0														114614	0	0	0	0		0	66	0	1464	0	0	0	0	0			0	0	0	0	0	1532	0	0	CONF	CONF	0	0	0							
517674																																																																				0	2235	19965		209			40476	12047		0	660071	0	0	0	247788	9148	109388	112845	15965	17858	35921	45258	78071	54260	90216	40565	107513	89453	56963	9366				2330	381			12790	97104	96739	106367			0			18	0														309115	0	0	0	18		0	0	0	5584	0	0	0	0	0			0	0	0	0	0	6908	0	0	CONF	CONF	0	0	0							
518037																																																																				0	53955	17310		34925			77253	54050		12725	814743	0	0	0	156298	2707	53624	287846	27409	26003	67753	26881	4154	2238	239311	137864	192271	46059	27565	9089				0	0			25080	96888	83537	179285			0			0	0													0	57708	0	0	0	9023		0	4253	0	6628	0	0	0	0	0			0	0	0	0	0	9849	9023	0	CONF	CONF	0	0	0						0	
518176																																																																				0	364	0		0			833	0		0	25675	52	0	0	17898	644	0	1939	0	8	61	333	3623	13731	463	1468	456	1316	2554	1570				0	0			1930	1316	2071	0			0			0	0														15137	0	0	0	0		0	0	0	0	0	0	0	0	0			0	0		0	0	671	0	0	CONF	CONF	0	0	0							
518354																																																																				0	0	0		385			3699	0		0	26507	0	0	0	8506	6349	0	4561	160	390	1008	872	1555	3979	2692	4959	3313	5957	436	0				194	0			2293	637	3137	336			0			0	0														0	0	0	0	0		0	3	0	175	0	0	0	0	0			0	0		0	0	793	0	0	CONF	CONF	0	0	0							
518877																																																																				0	10115	10515		93			23754	1314		270	134549	0	0	0	25045	780	10790	27872	2570	1975	10637	9804	18	0	27702	16016	33579	31042	1165	0				0	0			6823	12105	28869	13378			0			0	0														61696	0	0	0	0		0	103	0	112	0	0	0	0	0			0	0		0	0	1273	0	0	CONF	CONF	0	0	0							
519146																																																																				0	140034	804		9523			19004	271		17	284087	0	0	0	52317	112	20884	41140	2317	7143	19994	9909	8778	2877	25450	79333	73383	20406	16974	14176				0	0			2419	17213	26303	8102			0			0	0														120618	0	0	0	0		0	354	0	4181	0	0	0	0	0			0	0	0	0	0	3433	0	0	CONF	CONF	0	0	0							
519360																																																																				0	0	27258		0			7547	0		1167	199140	0	172	0	43511	0	10973	18086	3	0	0	1262	9728	32518	18169	13984	14473	34788	74224	0				0	57			0	5258	18890	95196			0			0	0														133383	0	0	0	0		0	84	0	0	0	0	0	0	0			0	0		0	0	0	0	0	CONF	CONF	0	0	0							
519445																																																																				0	5575	8672		133			34450	4595		749	158146	0	0	0	45653	2780	9372	54803	6244	3648	9996	5700	17319	2746	34396	20407	11156	23702	20551	2285				0	0			3085	3908	4870	40849			0			0	0														36563	0	0	0	0		0	43	0	2167	0	0	0	0	0			0	0		0	0	617	0	0	CONF	CONF	0	0	0							
519874																																																																				0	4827	0		21582			2315	0		0	36917	0	0	0	534	0	0	14681	0	192	0	0	145	197	13375	1725	2898	8423	6349	2167				0	0			0	0	0	0			0			0	0													0	0	0	0	0	0		0	424	0	204	0	0	0	0	0			0	0	0	0	0	7031	0	0	CONF	CONF	0	0	0						0	
520003																																																																				0	269	99157		0			94846	35485		21723	1147399	0	0	0	538816	13147	90594	41714	3026	6382	22899	46507	87558	371114	103547	35616	91675	211195	111152	50030				0	0			28516	22641	93295	184912			0			42	111													0	407781	0	0	0	558		0	12785	0	515	0	0	0	0	184			6	0	0	0	0	1292	326	0	CONF	CONF	0	0	0						0	
520423																																																																				0	900	28996		0			5105	7817		3774	301503	1145	0	0	15600	68	8919	27410	798	2095	4733	2073	5311	565	47113	17517	58537	76463	78713	16				0	17			112	22708	45206	171466			0			0	59													0	23418	0	0	0	0		0	0	0	805	0	0	0	0	0			0	0	0	0	0	74	0	0	CONF	CONF	0	0	0						0	
520777																																																																				0	0	63976		0			0	10335		0	228372	682	0	0	126307	621	0	14120	586	1254	8423	10379	41586	63623	19415	6943	20561	33070	14303	8434				0	0			0	0	486	27280			0			953	0														210665	0	0	0	1353		0	30	0	0	0	0	0	0	400			0	0	0	0	0	19	0	0	CONF	CONF	0	0	0							
521158																																																																				0	2255	6342		2018			20583	373		0	343625	169	0	0	62545	64518	31731	16539	2549	8972	3777	3161	9586	34123	33031	19443	47637	50834	126313	3733				0	556			1833	19562	72249	87245			0			0	0													0	339523	0	0	0	0		0	98	0	740	0	0	0	0	0			0	0	0	0	0	2877	0	0	CONF	CONF	0	0	0						0	
521970																																																																				0	8675	84		13249			24024	7322		0	175077	0	2167	0	64679	5628	1537	25762	56	1466	2319	1429	54463	4850	7051	26330	30888	20674	18689	6474				0	127			5037	2231	12251	19276			0			0	0														0	0	0	0	201		0	0	0	8163	0	0	0	13	188			0	0	0	0	0	2164	0	0	CONF	CONF	0	0	0							
522034																																																																				0	477	391		454			19609	1844		1458	52479	0	0	0	9577	1589	827	7121	1462	1236	562	3062	2326	877	5056	3350	11406	7454	7979	7494				0	10			361	262	8640	3041			0			0	0														11497	0	0	0	0		0	19	0	2650	0	0	0	0	0			0	0		0	0	2097	0	0	CONF	CONF	0	0	0							
522454																																																																				0	1691	354		394			4643	157		527	50391	0	0	0	19514	361	18784	6263	758	1949	8659	6790	931	426	8528	5880	7110	4411	3740	0				0	0			5620	155	6427	6803			0			5	0														16848	0	0	0	266		185	7	0	862	0	0	0	261	0			0	0		0	0	2691	0	0	CONF	CONF	0	0	0							
522605																																																																				0	34150	349502	0	11864	222119	0	222119	97084		43106	3611141	0	0	0	1046778	17400	286605	244415	19639	63456	58902	77942	142713	676216	1257590	101483	465416	226785	430344	79070	0	0	0	882	531	0		26918	213778	351694	1101094	0	0	0			0	171	373351	673038	3794	17479	20139	126	6603	7562	93	6854	7940	23	0	1093637				11881	42417	38971	42417	0	4364	0	0	0	0	11512	354	0	15	0	15	0	0	8489	354	2097	CONF	CONF	0	0	0						0	
522669																																																																				0	3853	6367		0			36990	0		117	295162	0	0	0	113664	3031	37507	50163	7376	11208	34059	36018	20965	4039	26019	17020	39749	60740	35383	2526				0	0			4624	40919	54238	29781			0			0	0													0	127659	0	0	0	0		0	5	0	602	0	0	0	0	0			0	0	0	0	0	971	0	0	CONF	CONF	0	0	0						0	
522753																																																																				0	17568	26719		3818			10041	0		1223	204457	0	0	303	53556	409	33289	24165	4523	2583	10434	8838	15851	11132	25666	12299	37444	21932	42124	11244				0	0			8244	25390	11804	36821			0			0	13														194370	0	0	0	1670		0	147	0	4215	0	0	1670	0	0			0	0	0	0	0	4502	0	0	CONF	CONF	0	0	0							
