"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1545	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDJ451	RCFDJ454	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCFDPV05	RCFDPV06	RCFDPV07	RCFDPV08	RCFDPV09	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLE75	RCONLG24	RCONLG25	RCONPR04	RCONPR05	RCONPR06	RCONPV05	RCONPV06	RCONPV07	RCONPV08	RCONPV09	RIADG377	
210434		233	1586542	9614748	0	3662853	198256	428558	54	750	41948281	0	238055	5548824	62280	21733111	35368979	488977	214436	192572	74803	1615	0	0	0	0	0	0	4759	0		117805	404828	1127673	3237773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9409646	8868	10558399	5033846	0	3072	3920	0	1692	0	0	0	357028	77911	15085	4278177	0	662671		233	1586542	9568154	0	3662853	198256		428558	0	750	40024445	0	0		5548824	62280	4919970		189633	569034	688383	1395590	2113503	574017							0	0	0	0	4759			117805	404828	1127673	3237773			0			3256	6153													0						9940354	3775022			3072	0	0	0	0	0				0				356709		0	CONF	CONF	0	0	0	15000	15085	3636944	0	107992	0	
211114																																																																				0	272	6202		0			4227	3135		556	82909	0	0	0	30134	109	1230	18195	1816	1039	1045	1917	11981	12133	14277	8601	7784	5226	10305	6571				0	20			2193	14786	4939	6923			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		9990				0		0	4847	0	559	0	0	0	0	0			0	0		0	0	4007	0	0	CONF	CONF	0	0	0							
211271																																																																				0	260	14520	0	0	630	0	630	3444		0	2180275	49012	0	0	1703217	2725	96182	271762	3993	32370	34578	16191	78372	1517709	332249	48023	124782	8313	7232	5470	0	0	0	0	0	0		227288	168434	123	108380	0	0	0			6862	12879	0	0	0	0	0	0	0	0	0	0	0	0		1672265				6862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	CONF	CONF	0	0	0							
211338																																																																				0	27422	14643		2551			32275	14289		0	349262	0	0	0	118257	7755	18365	108724	6928	15661	50592	43031	1632	0	38485	47650	68761	63691	11899	0				0	3039			25447	19856	33620	26809			0			1056	79													0	199451	0	0	0	1188		0	96	0	12995	0	0	0	118	0			14	0	0	0	0	10208	0	0	CONF	CONF	0	0	0						0	
211851																																																																				1886	31533	2648		17852			9628	1505		0	93983	0	0	81	6906	1358	48	30840	147	932	1829	2878	1120	0	11406	19312	15873	35950	4443	0				0	0			419	5377	9563	4267			0			0	0														27147	0	0	0	0		0	0	0	628	0	0	0	0	0			0	0	0	0	0	413	0	69	CONF	CONF	0	0	0							
212018																																																																				0	48752	36210	0	2796	60097	0	60097	22683		14283	434108	0	0	0	133745	15558	66079	120466	6404	11995	33467	15086	31024	35431	68256	33812	71429	64753	50153	7448	0	0	0	0	1755	0		5611	741	37588	52005	0	0	0			49	0	0	0	0	0	0	0	0	0	0	0	0	0		361500				3069	455	0	455	0	117	0	0	0	0	2091	100	0	829	827	0	0	0	1712	100	0	CONF	CONF	0	0	0							
212344																																																																				0	15114	0		31372			11587	242		95	70488	0	0	0	6753	0	5550	32935	363	622	4600	190	747	231	15322	17671	18162	9187	1009	2378				0	0			888	99	1100	1217			0			0	0														0	0	0	0	0		0	44	0	1120	0	0	0	0	0			0	0	0	0	0	857	0	0	CONF	CONF	0	0	0							
212522																																																																				0	25363	90558	0	4071	310846	0	310846	35239		39944	1611122	2009	0	165	324413	64615	150676	173803	11473	6612	17220	68612	118520	99625	374264	39475	199891	282842	214540	159888	0	0	0	4288	6521	0		40589	85168	216912	317799	0	0	0			0	643	0	0	0	0	0	0	0	0	0	0	0	0		950402				222	4003	0	4003	0	27685	0	0	0	222	0	0	0	0	0	0	0	0	15117	0	0	CONF	CONF	0	0	0							
212577																																																																				0	3835	110861	0	0	802699	0	802699	380106		914	3783847	0	83670	0	637731	3089	506986	550698	43354	33167	79238	159802	253830	65624	1197459	219849	641030	596501	352274	97444	0	0	0	0	291	0		142366	184341	550989	840459	0	83670	0			49	190	0	0	0	0	0	0	0	0	0	0	0	0	0	2520400				5055	0	0	0	0	39857	0	0	0	1127	1103	2776	0	0	0	0	0	0	2639	2776	5133	CONF	CONF	0	0	0						0	
213471																																																																				0	0	1116		0			0	0		0	267411	0	0	0	202635	14621	0	0	0	12	563	817	19986	178815	29	3	103	395	6272	57895				0	0			8788	537	158	35902			0			0	1707														154846	0	0	0	0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	3654	0	0	CONF	CONF	0	0	0							
213538																																																																				0	2692	407		810			16126	0		0	118950	0	0	183	39606	3365	2376	32648	1073	5371	13785	12282	6566	529	5710	20494	22347	25761	3018	2014				0	0			8133	4355	26645	13343			0			0	0														0	0	0	0	2701		0	3	0	1283	0	0	0	0	0			0	0		0	0	2182	2701	0	CONF	CONF	0	0	0							
213912																																																																				210	23392	13934		1326			34809	8408		550	224950	0	0	0	57758	1906	21963	16859	1920	4442	9506	4826	7907	29157	27856	11720	30091	30531	40289	26706				0	0			2010	7180	39743	19871			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68233				0		0	13	0	420	0	0	0	0	0			0	0		0	0	13420	0	0	CONF	CONF	0	0	0						0	
213958																																																																				0	13490	483		4478			3380	1883		1886	60107	0	403	0	17463	2516	48	8551	378	1947	5587	6926	2625	0	6002	3216	10919	11519	7184	2043				0	34			780	2075	6399	3362			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		18658				0		0	22	0	904	0	0	0	0	0			0	0	0	0	0	549	0	0	CONF	CONF	0	0	0							
214106																																																																				0	0	293800	0	0	77944	0	77944	28907		28278	1687399	0	6981	0	447129	12968	203384	150792	12394	20389	16871	28391	184806	181645	428557	33121	80564	222158	349175	126057	0	0	0	0	76	0		19361	86596	144705	519311	0	6981	0			0	810	0	0	0	0	0	0	0	0	0	0	0	0		622542				2847	17375	0	17375	0	2244	0	0	0	2775	72	0	0	0	0	0	0	0	1724	0	0	CONF	CONF	0	0	0							
214414																																																																				0	213274	139356	0	218050	314405	0	314405	83282		23133	2717612	-208	0	0	425814	7964	174469	336018	2784	140020	7851	41353	74569	155578	721611	184272	261090	488601	452573	175846	0	0	0	0	57	0		10914	114438	525370	582566	0	0	0			51	1436	0	0	0	0	0	0	0	0	0	0	0	0		452554				51	518	0	518	0	46042	0	0	0	0	0	0	0	0	0	0	0	0	12221	0	0	CONF	CONF	0	0	0							
214722																																																																				0	3399	46500	0	374	194786	0	194786	43603		6509	1000399	0	0	11830	179418	25560	169693	178717	16606	7235	46595	43329	17699	47105	191527	59278	118292	178878	130044	140432	0	0	0	0	504	0		15579	85123	110664	271920	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139108				0	1564	0	1564	0	1500	0	0	0	0	0	0	0	0	0	0	0	0	13396	0	0	CONF	CONF	0	0	0						0	
214807																																																																				1318000	0	1925000	2286000	0	1850000	210000	2060000	244000		2000	14981000	0	0	66000	1938000	39000	1928000	11684000	69000	305000	186000	499000	517000	341000	11282000	29000	14000	1000	14000	1569000	6000	0	1312000	0	0	86000		0	133000	0	2021000	0	0	0			0	4000	0	0	0	0	0	0	0	0	0	0	0	0	0	1341000				118000	2551000	359000	4837000	0	0	0	0	48000	0	64000	6000	0	0	0	0	0	0	105000	6000	0	CONF	CONF	0	0	0	0	0	79000	0	280000	0	
215345																																																																				0	83372	30502		64774			89559	8373		5147	523479	10	0	0	88557	8921	27990	148875	3848	13935	13971	22756	19077	14734	104682	63330	88143	105629	43891	27932				0	497			16445	16385	76216	24115			0			0	856														185937	0	0	0	0		0	0	0	5651	0	0	0	0	0			0	0	0	0	0	4975	0	398	CONF	CONF	0	0	0							
215653																																																																				0	9468	0		5353			2161	0		0	29173	0	0	0	5219	469	0	6260	123	20	923	3247	815	91	3643	3601	7299	6242	2129	1040				0	0			0	361	0	4331			0			0	0														10689	0	0	0	0		0	13	0	1082	0	0	0	0	0			0	0	0	0	0	716	0	0	CONF	CONF	0	0	0							
215662																																																																				0	6209	89116	0	760	212168	0	212168	6707		0	1067640	3951	0	0	97514	6416	32034	250271	18619	9706	22453	21548	18783	6405	496220	125424	121837	123986	90000	15314	0	0	0	958	1740	0		25774	162532	223251	236669	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448245				1271	53	0	53	0	255	0	0	0	0	0	520	0	751	751	0	0	0	1469	520	0	CONF	CONF	0	0	0						0	
215710																																																																				0	38975	50788		3794			67751	4306		15258	601378	0	0	0	155278	14305	51139	38086	8581	10074	11865	16444	39931	68127	124662	7269	80876	105748	88648	38518				0	38			266	57798	83328	100044			0			0	0														254734	0	0	0	0		4456	2015	0	1573	0	0	0	0	0			0	0	0	0	0	1405	0	562	CONF	CONF	0	0	0							
216164																																																																				0	36154	0		16249			34134	0		2641	166956	0	0	0	41343	0	689	57225	911	7264	12298	14843	4117	1910	17363	35067	28365	31300	8595	4922				0	0			1571	1085	30643	878			0			0	0													0	162057	0	0	0	0		0	34	0	397	0	0	0	0	0			0	0	0	0	0	1827	0	0	CONF	CONF	0	0	0						0	
216922																																																																				0	42731	537015	523	110471	685798	0	685798	374996		233378	8730209	0	0	37424	1743935	8656	445964	1078321	70802	87779	151703	186750	352738	888255	2305959	388178	1414428	1483622	1301518	62162	0	0	0	26289	7335	0		212429	540770	1353912	2801164	0	0	0			585	993	0	0	0	0	0	0	0	0	0	0	0	0		7139267				670	13593	3380	14116	0	7035	0	0	0	40	45	0	0	0	0	0	0	0	26799	0	0	CONF	CONF	0	0	0	0	0	3380	0	0		
217059																																																																				0	64331	19215	0	31799	38770	0	38770	13418		0	293803	0	2206	0	37040	10025	3382	88373	5402	11348	10311	8085	1759	135	67041	42631	80273	55557	11078	158	0	0	0	0	223	0		2707	5972	39410	24007	0	2206	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		80642				6	35	0	35	0	2473	0	0	0	0	0	0	0	6	0	0	0	6	2172	0	0	CONF	CONF	0	0	0							
218131																																																																				0	0	11902		0			21560	8648		0	295899	524	0	0	45708	4149	31508	16149	2633	1044	1579	3489	10350	26581	38740	13334	85999	73488	30761	8385				0	0			8680	22153	38962	132623			0			206	0													0	114809	0	0	0	975		0	0	0	1203	0	0	0	769	0			0	0	0	0	0	835	0	0	CONF	CONF	0	0	0						0	
218261																																																																				0	5598	238		54			5006	0		591	37240	0	0	0	14403	0	2822	12548	2736	986	1438	620	8623	0	7805	6410	3151	3122	2349	0				0	0			396	721	4023	710			0			0	0														0	0	0	0	0		0	27	0	453	0	0	0	0	0			0	0		0	0	5020	0	0	CONF	CONF	0	0	0							
218878																																																																				0	4387	974		46			12509	3349		0	118853	0	0	0	33098	1507	8227	6005	938	5011	4867	9106	2849	10056	12356	3415	15686	38261	8710	7281				0	41			677	3386	14119	40291			0			0	67	0	0	0	0	0	0	0	0	0	0	0	0		37890				0		0	1182	0	2448	0	0	0	0	0			0	0		0	0	839	0	0	CONF	CONF	0	0	0							
219044																																																																				0	4158	5844		1737			40170	9375		3639	234229	0	0	0	66089	3652	27600	51639	2389	11936	23820	21936	2386	3572	38160	16808	50549	52516	6930	2405				24	0			7613	7805	51534	30062			0			0	0														9000	0	0	0	0		0	12	0	1370	0	0	0	0	0			0	0		0	0	1145	0	0	CONF	CONF	0	0	0							
219651																																																																				0	9783	18400		134			202832	4091		0	733031	2342	0	36794	96455	0	9973	78274	673	11243	12871	15604	8933	47116	53698	125582	158481	201702	85019	14179				0	1			1751	101451	106569	139477			0			0	16														655933	0	0	0	0		0	0	0	1409	0	0	0	0	0			0	0	0	0	0	53020	0	0	CONF	CONF	0	0	0							
219679																																																																				0	1310	1366		0			37	835		0	26471	0	0	0	16490	166	13924	1873	0	945	69	479	2829	12168	515	1243	796	518	1885	5023				0	12			26	2712	0	1963			0			0	0														22516	0	0	0	0		0	4	0	731	0	0	0	0	0			0	0		0	0	819	0	0	CONF	CONF	0	0	0							
220059																																																																				0	3695	28629		554			30777	9870		0	352236	894	2855	0	105952	5147	22211	49316	2192	9116	22763	34827	22881	14175	42901	14391	55551	71287	62480	563				0	158			6280	9865	91648	52910			0			315	0														166071	0	0	0	1021		0	98	0	1089	0	0	0	0	0			0	0	0	0	0	3603	706	0	CONF	CONF	0	0	0							
220527																																																																				0	28038	45323	0	318	57190	0	57190	127574		5845	1205524	0	0	802	275840	1714	9746	106491	12425	18279	58494	58191	20800	105499	183707	47176	213147	301660	150353	31617	0	0	0	0	2245	0		28745	95344	257779	267321	0	0	0			335	0	0	0	0	0	0	0	0	0	0	0	0	0	82	937661				884	8233	0	8233	0	1830	0	0	0	534	0	15	0	0	0	0	0	0	2185	15	0	CONF	CONF	0	0	0						0	
220844																																																																				0	13666	13231		5616			21617	5442		694	174247	0	0	0	25808	507	11455	31290	1025	2416	6196	6221	1632	8318	21423	17431	35333	51604	18553	4095				0	16			2324	2591	16712	52201			0			0	0													0	143220	0	0	0	0		11500	2	0	574	0	0	0	0	0			0	0		0	0	1746	0	0	CONF	CONF	0	0	0						0	
220974																																																																				0	7966	32027		1311			27826	30480		26108	620390	0	0	0	262016	9145	9903	164594	14729	14763	58288	35648	93885	43270	120608	50472	107335	47026	26784	4923				0	655			57510	67841	48393	32125			0			367	0													0	0	0	0	0	367		0	0	0	10280	0	0	0	0	0			0	0	0	0	0	6707	0	0	CONF	CONF	0	0	0						0	
221775																																																																				0	0	29438		0			1013	17735		0	225417	0	0	0	78095	1562	52008	24597	6130	6794	10119	4727	18643	31091	25768	20950	47089	20679	32543	138				0	0			2499	3062	20399	68952			0			912	0														70504	0	0	0	2024		0	372	0	211	0	0	427	549	136			0	0		0	0	2079	0	0	CONF	CONF	0	0	0							
222156																																																																				0	0	0		1064			6620	2938		573	67233	0	0	0	24610	3830	0	7835	0	410	1269	4811	8884	9034	4437	5553	6330	10838	14419	710				0	24			663	1160	18578	4437			0			114	0													0	20972	0	0	0	394		0	0	0	1283	0	0	0	0	0			0	0		0	0	1453	280	0	CONF	CONF	0	0	0						0	
222558																																																																				0	19353	2050		14400			19845	0		1583	87496	0	0	0	4954	918	4763	24075	624	903	3254	0	0	0	27835	12381	28838	2317	5495	5155				0	3			3438	1497	13320	4459			0			0	0														0	0	0	0	0		0	64	0	467	0	0	0	0	0			0	0	0	0	0	1145	0	0	CONF	CONF	0	0	0							
222754																																																																				0	662	39961		0			38052	3183		0	259551	0	0	0	25941	1819	1934	72158	2368	3089	3648	15987	186	664	47071	31495	78995	70098	3314	2637				0	49			13217	43870	31105	61267			0			0	0													0	28833	0	0	0	0		0	257	0	60	0	0	0	0	0			0	0	0	0	0	108	0	0	CONF	CONF	0	0	0						0	
223322																																																																				0	762182	80108	20503	271532	197823	0	197823	110358		48854	3452184	0	0	18033	582449	91980	397413	1025519	117222	61434	151886	94057	118736	39097	872037	276972	545723	794511	281441	91689	0	0	0	0	0	0		129797	244306	167664	583314	0	0	0			740	965	0	0	0	0	0	0	0	0	0	0	0	0		1220320				1339	0	7	20503	0	19130	599	0	0	0	0	0	0	0	0	0	0	0	142177	0	0	CONF	CONF	0	0	0							
223452																																																																				688	28626	39		27767			5419	11		0	97715	0	0	0	25412	59	523	34075	995	4885	9118	9708	577	129	12430	16369	21006	20090	1279	1129				0	0			575	183	3957	40			0			0	0													0	49784	0	0	0	0		0	25	0	2577	0	0	0	0	0			0	0	0	0	0	2337	0	0	CONF	CONF	0	0	0						0	
223751																																																																				0	5821	1717		9431			3120	24		0	71987	0	0	0	28179	1658	0	28596	3248	2209	9048	12050	685	0	11804	11347	7463	12322	873	0				0	123			11959	1859	4491	1711			0			0	939													0	1477	0	0	0	400		0	18	0	181	0	0	0	0	0			400	0	400	0	0	1695	0	0	CONF	CONF	0	0	0						0	
223845																																																																				0	11494	3391		5368			9195	561		0	107296	0	2492	0	54895	0	0	17378	1243	2902	7049	17546	25272	0	5418	8636	6624	13598	16192	182				282	0			1330	420	9278	3649			0			0	0														66389	0	0	0	0		0	104	0	2564	0	0	0	0	0			0	0	0	0	0	2273	0	0	CONF	CONF	0	0	0							
224954																																																																				0	0	0		0			7089	0		2064	78984	0	0	0	27036	20	0	13129	509	1135	4790	12375	6965	1263	4605	6880	19955	12396	3129	97				0	0			3415	2618	35026	0			0			0	0														0	0	0	0	0		0	0	0	886	0	0	0	0	0			0	0		0	0	830	0	0	CONF	CONF	0	0	0							
225054																																																																				0	567	11790		38			16739	2667		0	189979	0	0	0	50185	696	38745	10150	927	5205	5806	7646	11060	19541	19220	2487	35256	47903	32107	1122				0	0			2300	9172	49939	44544			0			0	0													0	65580	0	0	0	569		0	0	0	783	0	0	0	569	0			0	0		0	0	559	0	0	CONF	CONF	0	0	0						0	
225157																																																																				0	83529	1425		87221			37137	13		0	292136	0	96	0	24497	682	0	225366	1039	3385	10889	8607	577	0	193753	27189	29258	11825	3309	1695				0	72			2965	1224	34337	12944			0			0	0														56251	0	0	0	0		0	780	0	2071	0	0	0	0	0			0	0	0	0	0	3143	0	0	CONF	CONF	0	0	0							
225559																																																																				0	0	4777		0			21551	81598		0	389345	0	0	0	191329	7681	131791	125421	9058	11570	59328	54692	30679	24127	106629	4967	25709	37084	18716	3738				0	2963			9750	5667	42549	16756			0			0	0														40000	0	0	0	152		0	54	0	2546	0	0	0	0	0			0	0	0	0	0	2124	152	0	CONF	CONF	0	0	0							
225942																																																																				0	1095	0		1350			781	21		542	19371	0	0	0	8448	2100	2883	5809	295	1987	3674	2147	0	204	1499	2028	2151	4585	346	280				150	6			0	1056	1747	1759			0			0	0														9880	0	0	0	0		0	0	0	266	0	0	0	0	0			0	0	0	0	0	50	0	0	CONF	CONF	0	0	0							
226949																																																																				0	981	0		376			3944	0		320	12113	0	0	0	762	97	559	2302	268	335	52	36	70	0	2157	2354	2611	653	732	914				0	0			0	0	2209	2495			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		0				0		0	0	0	81	0	0	0	0	0			0	0		0	0	848	0	0	CONF	CONF	0	0	0							
227151																																																																				0	22878	3073		10092			52543	4357		682	425478	0	5726	0	135909	1831	72296	104817	6783	10484	56698	34386	13695	13163	68020	55789	61535	69477	32990	1442				0	13			39637	25967	28374	84586			0			0	0													0	85072	0	0	0	0		0	49	0	7098	0	0	0	0	0			0	0	0	0	0	2663	0	0	CONF	CONF	0	0	0						0	
227357																																																																				0	2741	2234		286			8281	0		300	259531	704	0	0	54600	105	11588	35711	1070	3549	6993	11394	11397	20197	25604	37064	76693	42600	17191	2065				0	0			18769	54732	62173	51984			0			0	0													0	259532	0	0	0	761		0	0	0	1095	0	0	0	0	0			0	0	0	0	0	2935	761	0	CONF	CONF	0	0	0						0	
227656																																																																				0	65	1492		6			3084	0		0	32187	0	0	0	23257	185	14767	8883	3426	2849	9530	2783	727	3923	772	1836	4544	1649	125	0				0	0		0	0	2	2160	1573			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		16150				0		0	0	0	238	0	0	0	0	0			0	0		0	0	125	0	0	CONF	CONF	0	0	0							
227777																																																																				0	0	14974		0			0	33433		0	466130	0	0	0	355349	27592	80876	4459	5126	14643	17342	40566	49433	226806	33532	9432	6365	14738	16547	29751				0	42			1812	7724	12554	6501			0			0	141														391474	0	0	0	0		0	0	0	145	0	0	0	0	0			0	0	0	0	0	6004	0	0	CONF	CONF	0	0	0							
228000																																																																				0	0	32246		0			44805	42546		5605	663470	2630	0	0	255978	2140	187227	22366	1199	9875	29347	18351	140123	54798	63239	29371	125002	152672	27324	4672				0	102			13901	9226	192922	56618			0			0	910													0	663470	0	0	0	0		33	169	0	5993	0	0	0	0	0			0	0	0	0	0	3816	0	0	CONF	CONF	0	0	0						0	
228158																																																																				1473	29682	27376		9460			126294	8276		464	606200	0	105	0	179489	7918	42305	228197	26679	29787	107965	11068	1749	1372	118012	87686	171547	44185	4637	0				317	85			20861	39501	42922	86991			0			0	0														149608	0	0	0	0		0	616	0	16975	0	0	0	0	0			0	0	0	0	0	7395	0	0	CONF	CONF	0	0	0							
228279																																																																				0	32699	16290		5805			33829	32980		6943	441853	0	44511	0	171932	3462	84909	19489	517	6356	9875	33018	24735	96471	51522	14861	41366	63444	55412	37469				0	0			7291	12500	35672	26212			0			580	492														166343	0	0	0	702		0	0	0	9407	0	0	0	122	0			0	0	0	0	0	2320	0	0	CONF	CONF	0	0	0							
228345																																																																				0	100402	13475		1291			5255	9138		1325	277823	0	0	0	68109	9230	14222	38984	1376	11562	20251	20771	11941	2207	10306	22393	112583	50545	11906	1981				385	0			5454	12894	16985	32687			0			0	0														231811	0	0	0	0		0	82	0	791	0	0	0	0	0			0	0		0	0	320	0	0	CONF	CONF	0	0	0							
229070																																																																				0	0	176411		0			0	0		0	199314	265	0	0	1681	0	1471	875	107	723	0	642	209	0	26241	64611	77434	25667	3945	0				0	0			0	875	527	20084			0			0	0													0	70738	0	0	0	0		0	1	0	0	0	0	0	0	0			0	0		0	0	0	0	0	CONF	CONF	0	0	0						0	
229173																																																																				0	586	4013		0			3833	5295		0	83701	0	0	0	54888	1208	2396	11360	1516	1132	3035	1092	8120	39993	7933	779	5068	6128	4407	4497				0	2			1843	2122	3918	2784			0			0	0														40561	0	0	0	0		0	0	0	436	0	0	0	0	0			0	0		0	0	2773	0	0	CONF	CONF	0	0	0							
229342																																																																				0	10530	1218		18429			11655	3464		417	110281	42	0	1620	21825	221	3149	36211	677	1887	3063	7717	7888	592	28284	5363	29059	17010	4530	3132				0	0		0	790	836	23770	13518			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		29229				0		3132	0	0	353	0	0	0	0	0			0	0	0	0	0	165	0	123	CONF	CONF	0	0	0							
229454																																																																				0	6137	0		2329			8919	0		1583	64473	0	0	0	26068	881	0	15838	1021	2317	10631	10307	1703	0	4329	8212	11766	10910	3163	0				0	0			1717	1827	3935	2599			0			0	0														27839	0	0	0	0		0	0	0	2910	0	0	0	0	0			0	0		0	0	5568	0	0	CONF	CONF	0	0	0							
229801		5178	8571713	23190	0	7777226	114823	653346	0	12043	50162966	0	555014	5744329	124409	7575806	20694462	2046804	7403055	6681846	6240249	962026	0	0	0	0	0	49173	1137113	13281		328368	2160889	6624731	11571127	0	739084	0	0	0	0	0	0	0	0	0	0	0	0	30867306	168028	1162633	1371794	0	1945328	19017	0	0	0	0	0	46469	231751	575969	556436	0	7638		5178	8571713	23190	0	7777226	114823		653346	0	12043	50162966	0	739084		5744329	124409	1502489		138527	116848	322052	500114	810767	3812278							0	0	0	49173	1137113			328368	2160889	6624731	11571127			0			1169	4707																			1162633	1371794			1945328	0	0	32704	65631	49507				0				46469		1819	CONF	CONF	0	0	0	231751	575969	556436	0	7638		
229913	0			0	0	344228	125000		0	0	1805738	1277	54286			681449	1758771	24680	23563	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	123042	0	3794	1333993	0	0	0	0	0	0	0	0	0							0	0	0	0	344228	125000		0	0	0	1805738	1277	0		0	0	0		0	0	0	0	0	0							0	0	0	0	0			0	0	0	0			0			0	0													0						3794	1333993			0	0	0	0	0	0				0				0		0	CONF	CONF	0	0	0						0	
230423																																																																				0	35459	14415		12568			11492	5531		183	224695	0	0	0	48844	1647	38886	4126	600	4368	19671	13703	10206	296	22723	36400	65236	43288	8186	18				0	22			4629	2954	22376	63005			0			0	15														78607	0	0	0	1177		0	20	0	644	0	0	0	1177	0			0	0	0	0	0	906	0	0	CONF	CONF	0	0	0							
230610																																																																				0	0	9496		170			28668	9950		2708	205538	294	0	13524	88478	1661	88257	12551	0	11038	32505	36500	4759	3456	4812	28345	25409	34291	8428	15623				0	72			6913	4566	31791	17880			0			187	0														30522	0	0	0	187		0	43	0	1001	0	0	0	0	0			0	0	0	0	0	2435	0	0	CONF	CONF	0	0	0							
230759																																																																				0	10006	156825	0	1186	359692	27984	387676	15657		0	1526875	0	0	169885	92532	78	92532	494645	56391	3272	5824	26944	102	0	662997	168721	215195	226811	65678	948	0	0	0	0	257	5804		103096	191881	106481	432853	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	42311	496189				228	6008	0	6008	0	1417	0	0	0	0	0	0	0	228	0	0	0	228	20922	0	355	CONF	CONF	0	0	0						746	
231279																																																																				0	0	0		0			854	999		0	57984	0	0	0	46568	354	34849	5158	34	256	672	1341	34021	10244	66	4802	961	4862	340	385				0	0			3883	2508	1581	0			0			0	0														44581	0	0	0	0		0	0	0	704	0	0	0	0	0			0	0		0	0	533	0	0	CONF	CONF	0	0	0							
232847																																																																				0	24635	1987		14249			15624	10040		983	109541	0	0	0	20873	678	16	24118	1326	3827	6829	6454	2277	0	16387	8876	29396	12685	20196	0				0	17			109	2727	7783	5875			0			75	0														20594	0	0	0	171		0	103	0	1752	0	0	0	0	0			96	0	0	96	0	2106	0	0	CONF	CONF	0	0	0							
232856																																																																				0	56455	49676		2303			31223	0		6850	1975176	0	0	0	1108446	6183	581653	444608	11213	33770	64301	115433	625114	229284	169444	230182	288596	82400	63751	31962				0	0			65294	288895	109466	241998			0			2565	1942													132085	1926447	0	0	0	3769		0	167	0	3408	0	1204	0	0	0			0	0	0	0	0	4812	0	0	CONF	CONF	0	0	0						395	
233031		68000	3232000	293000	100000	25450000	135000	3278000	0	6591000	96123000	0	6990000	21381000	586000	13470000	49958000	1865000	3790000	4547000	9588000	4321000	0	248000	0	0	556000	1519000	367000	28000	16000	1039000	1609000	5226000	4058000	0	1498000	0	0	0	0	0	0	0	0	0	0	0	0	92099000	311000	1465000	11912000	0	90000	84000	0	1000	0	0	0	5422000	12000	3180000	1202000	812000	6706000		68000	3232000	293000	100000	25450000	135000		3278000	0	6591000	96123000	0	1498000		21381000	586000	3941000		357000	260000	470000	1250000	4697000	14322000							248000	0	556000	1519000	367000			1039000	1609000	5226000	4058000			0			150000	93000																			1465000	11912000			90000	0	0	0	2000	74000				0				5422000		96000	CONF	CONF	0	0	0	12000	3180000	1202000	812000	6706000		
