"IDRSSD"	RCFA2170	RCFA3128	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAJJ30	RCFAJJ31	RCFAJJ32	RCFAKW00	RCFAKW03	RCFAKX77	RCFAKX78	RCFAKX79	RCFAKX80	RCFAKX81	RCFAKX82	RCFAKX83	RCFALB58	RCFALB59	RCFALB60	RCFALB61	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP852	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ258	RCFAS540	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP851	RCFWP852	RCFWP853	RCFWP854	RCFWP855	RCFWP856	RCFWP857	RCFWP858	RCFWP859	RCFWP870	RCOA2170	RCOA3128	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAJJ30	RCOAJJ31	RCOAJJ32	RCOAKW00	RCOAKW03	RCOAKX77	RCOAKX78	RCOAKX79	RCOAKX80	RCOAKX81	RCOAKX82	RCOAKX83	RCOALB58	RCOALB59	RCOALB60	RCOALB61	RCOALE74	RCOANC99	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP852	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ258	RCOAS540	RCOWH312	
56717																																																																																						144618	12043	12043	11.3592%	15.0450%	13.7921%	132575	961239	1167113	-10844	0			7.0450%			0				130486	1167113								0	0	0		0		2089	13.7921%	1	0	121731	0	0	0	-10844	0	0	0		0	132575	0	0	132575	0	0	0	0	0	0	0	0	0	12043	0	0	0			
57451																																																																																						91002	5547	5547	11.5912%	20.6512%	19.3924%	85455	440663	737243	-7806	0			12.6512%			0				59670	737243								0	0	0		0		25785	19.3924%	1	0	77649	0	0	0	-7806	0	0	0		0	85455	0	0	85455	0	0	0	0	0	0	0	0	0	5547	0	0	0			
58225																																																																																				463455	0				9.2709%			42673		460288	-3206	0						0	0	0	0	40642	463691	0	0.0000%	37011	0	268	37279	8.0437%	0	0	0	0	1		5434		1	0	42870	2402	1001	0	-3206	0	0	0		0	42673	0	0	42673	0	0	0	0	0	0						3403	0	0		
58243																																																																																						925047	68586	68586	11.9646%	16.8905%	15.6382%	856461	5476737	7158294	-5372	0			8.8905%			0				400747	7170545								0	0	0		0		467965	15.6382%	1	0	863340	12251	0	0	-6420	2285	0	-1237		0	856461	0	0	856461	0	0	0	0	0	0	0	0	0	68586	0	12251	0			
58355																																																																																						7481	754	754	8.8056%	12.4057%	11.1553%	6727	60303	76395	0	0			4.4057%			0				1532	76700								0	0	0		0		5500	11.1553%	1	0	7032	305	0	0	0	0	0	0		0	6727	0	0	6727	0	0	0	0	0	0	0	0	0	754	0	305	0			
58551																																																																																				276758	0				10.5336%			28463		270211	-2778	0						0	0	0	0	19400	272715	0	0.0000%	13883	0	513	14396	5.2017%	0	0	0	0	1		11567		1	0	28189	2504	0	0	-2778	0	0	0		0	28463	0	0	28463	0	0	0	0	0	0						2504	0	0		
58636																																																																																				551719	0				9.8526%			55169		559946	-5861	0						0	0	0	0	47902	560363	0	0.0000%	68515	0	578	69093	12.5232%	0	0	0	0	1		7684		1	0	49725	417	0	0	-5861	0	0	0		0	55169	0	0	55169	0	0	0	0	0	0						417	0	0		
58757																																																																																						44210	2652	2652	8.9407%	11.3847%	10.7018%	41558	388328	464818	-1750	0			3.3847%			0				14866	466659								0	0	0		0		28533	10.7018%	1	0	41649	1841	0	0	-1750	0	0	0		0	41558	0	0	41558	0	0	0	0	0	0	0	0	0	2652	0	1841	0			
58971																																																																																						1102142	107175	107175	9.3040%	12.9382%	11.6801%	994967	8518509	10693952	-23417	4201			4.9382%			1				951768	10698153								0	0	0		0		43199	11.6801%	1	0	971550	0	0	0	-14312	0	-10171	1066		0	994967	0	0	994967	0	0	0	0	0	0	0	0	0	107175	0	0	0			
59316																																																																																						228796	19646	19646	8.5649%	12.0806%	11.0433%	209150	1893917	2441940	-21343	0			4.0806%			1				88137	2471820								0	0	0		0		150893	11.0433%	1	0	217687	29267	97	516	-21343	0	0	0		0	209150	0	0	209150	0	0	0	0	0	0	0	0	0	19646	0	29880	0			
59352																																																																																						88019	6015	6015	12.5363%	18.3182%	17.0664%	82004	480501	654131	-576	0			10.3182%			0				79011	654131								0	0	0		0		2993	17.0664%	1	0	81428	0	0	0	-576	0	0	0		0	82004	0	0	82004	0	0	0	0	0	0	0	0	0	6015	0	0	0			
59370																																																																																						64603	2930	2930	17.0287%	27.6802%	26.4248%	61673	233391	362170	-730	0			19.6802%			0				61673	362170								0	0	0		0		0	26.4248%	1	0	60943	0	0	0	-730	0	0	0		0	61673	0	0	61673	0	0	0	0	0	0	0	0	0	2930	0	0	0			
59754																																																																																				244313	0				9.6568%			23394		242253	-94	0						0	0	0	0	1692	243026	0	0.0000%	8102	0	0	8102	3.3162%	0	0	0	0	1		22524		1	0	24122	665	97	11	-45	0	0	0		0	23394	0	0	23394	0	0	0	0	0	0						773	0	0		
60143			9804000	736000	1233000	10.5553%	13.4988%	11.8011%	8571000	72628680	81201000	-2079000	-275000			5.4988%						6483000	81672000								0	0	0		2834000	11.8011%	0	7238000	696000	0	1000	-1612000	-192000	-275000	0		49000	8571000	0	0	8571000	0	0	0	0	0	0	497000	0	0	1233000	0	746000	0																																						0																	0				1																															
60330																																																																																						170665	12563	12563	10.9951%	17.0260%	15.7727%	158102	1002378	1437929	-21645	0			9.0260%			0				134274	1443559								0	0	0		0		29458	15.7727%	1	0	142087	4717	913	0	-21645	0	0	0		0	158102	0	0	158102	0	0	0	0	0	0	0	0	0	12563	0	5630	0			
60545																																																																																						33552	2454	2454	10.6787%	15.9580%	14.7908%	31098	210252	291215	-3878	0			7.9580%			0				26933	291215								0	0	0		0		4000	14.7908%	1	0	27055	0	0	0	-4043	0	0	0		0	31098	0	0	31098	0	0	0	0	0	0	0	0	0	2454	0	0	0			
60554																																																																																				109350	0				10.6576%			11647		109284	-72	0						0	0	0	0	4647	109284	0	0.0000%	0	0	730	730	0.6676%	0	0	0	0	1		7000		1	0	11575	0	0	0	-72	0	0	0		0	11647	0	0	11647	0	0	0	0	0	0						0	0	5346		
60648																																																																																						43993	3069	3069	9.3019%	18.0090%	16.7526%	40924	244284	439953	-9122	0			10.0090%			0				38184	439953								0	0	0		0		2740	16.7526%	1	0	31802	0	0	0	-9122	0	0	0		0	40924	0	0	40924	0	0	0	0	0	0	0	0	0	3069	0	0	0			
61122																																																																																						242647	19972	19972	11.0096%	15.1939%	13.9433%	222675	1596998	2022550	-23533	-3522			7.1939%			0				136716	2027696								0	0	0		0		94627	13.9433%	1	0	207810	8335	333	0	-10469	0	-9208	-4254		0	222675	0	0	222675	0	0	0	0	0	0	0	0	0	19972	0	8668	398			
61355																																																																																						166348	13106	13106	10.3460%	14.4666%	13.3269%	153242	1149873	1481176	-19723	0			6.4666%			0				101021	1484684								0	0	0		0		55729	13.3269%	1	0	137027	3508	0	0	-3430	0	0	-16293		0	153242	0	0	153242	0	0	0	0	0	0	0	0	0	13106	0	3508	0			
61757																																																																																						74210	5227	5227	11.9692%	17.7897%	16.5367%	68983	417151	576337	191	0			9.7897%			0				56951	579977								0	0	0		0		15672	16.5367%	1	0	72814	3640	0	0	191	0	0	0		0	68983	0	0	68983	0	0	0	0	0	0	0	0	0	5227	0	3640	0			
61832																																																																																				361804	0				11.7166%			43123		368050	-6301	0						0	0	0	0	28390	368050	0	0.0000%	28778	0	99	28877	7.9814%	0	0	0	0	1		14733		1	0	36822	0	0	0	-6301	0	0	0		0	43123	0	0	43123	0	0	0	0	0	0						0	0	0		
61953																																																																																				124311	0				9.9457%			12446		125140	-1812	0						0	0	0	0	11746	125140	0	0.0000%	9767	0	351	10118	8.1393%	0	0	0	0	1		700		1	0	10634	0	0	0	-1812	0	0	0		0	12446	0	0	12446	0	0	0	0	0	0						0	0	0		
62044																																																																																						25428	1906	1906	9.5056%	11.8859%	10.9950%	23522	213934	247453	-7	0			3.8859%			0				-14128	247453								0	0	0		0		37650	10.9950%	1	0	23515	0	0	0	-7	0	0	0		0	23522	0	0	23522	0	0	0	0	0	0	0	0	0	1906	0	0	0			
62110																																																																																						10896	0	0	75.4780%	295.8458%	295.8458%	10896	3683	14436	53	0			287.8458%			0				6643	14436								0	0	0		0		4200	295.8458%	0	0	10896	0	0	0					0	0	10896	0	0	10896	0	0	0	0	0	0	0	0	0	0	0	0	0			
62147																																																																																				106343	0				10.4250%			11174		107185	-2647	0						0	0	0	0	7783	107185	0	0.0000%	18500	0	70	18570	17.4624%	0	0	0	0	1		3391		1	0	8527	0	0	0	-2647	0	0	0		0	11174	0	0	11174	0	0	0	0	0	0						0	0	413		
63050																																																																																						70879	3865	3865	14.8046%	21.6428%	20.4626%	67014	327495	452658	-4116	0			13.6428%			0				57517	453887								0	0	0		0		10726	20.4626%	1	0	64127	1229	0	0	-4116	0	0	0		0	67014	0	0	67014	0	0	0	0	0	0	0	0	0	3865	0	1229	0			
63069			12102710	747589	1147589	11.1391%	17.8705%	16.1760%	10955121	67724380	98348434	873903	12211	106479396	10.2885%	9.8705%						5213747	98934441								0	0	0		6316459	16.1760%	0	12404109	529100	569	0	48446	826826	0	-79		44126	10955121	0	0	10955121	0	0	0	0	0	0	400000	0	0	1147589	0	573796	0								4.6000%																														1																	0				1																															
63201																																																																																						27997	1881	1881	9.3511%	18.6755%	17.4208%	26116	149913	279284	-4990	0			10.6755%			0				19386	279284								0	0	0		0		6730	17.4208%	1	0	21126	0	0	0	-4990	0	0	0		0	26116	0	0	26116	0	0	0	0	0	0	0	0	0	1881	0	0	0			
63573																																																																																				637370	0				18.6608%			118139		633086	1512	0						0	0	0	0	118139	633086	0	0.0000%	136664	0	75	136739	21.4536%	0	0	0	0	1		0		1	0	119651	0	0	0	1512	0	0	0		0	118139	0	0	118139	0	0	0	0	0	0						0	0	0		
63733																																																																																						187211	14620	14620	9.8261%	14.6807%	13.5342%	172591	1275218	1756450	-14096	0			6.6807%			0				117078	1773263								0	0	0		0		72326	13.5342%	1	0	175308	15973	840	0	-14096	0	0	0		0	172591	0	0	172591	0	0	0	0	0	0	0	0	0	14620	0	16813	0			
64552																																																																																						55060	3039	3039	11.7289%	22.7288%	21.4743%	52021	242248	443528	-2028	0			14.7288%			0				-1935	443667								0	0	0		0		54095	21.4743%	1	0	50132	139	0	0	-2028	0	0	0		0	52021	0	0	52021	0	0	0	0	0	0	0	0	0	3039	0	139	0			
64730																																																																																						34603	2010	2010	10.7377%	21.5980%	20.3434%	32593	160214	303537	-4815	0			13.5980%			0				8543	303537								0	0	0		0		24050	20.3434%	1	0	27778	0	0	0	-4815	0	0	0		0	32593	0	0	32593	0	0	0	0	0	0	0	0	0	2010	0	0	0			
65205																																																																																				1013850	0				18.6471%			186758		1001537	-6138	0						0	0	0	0	185777	1001556	0	0.0000%	90135	0	43261	133396	13.1574%	0	0	0	0	1		1000		1	0	180639	0	19	0	-6684	0	546	0		0	186758	0	0	186758	0	0	0	0	0	0						19	0	0		
65559																																																																																						116352	5877	5877	10.9123%	17.9275%	17.0220%	110475	649014	1012388	-12034	0			9.9275%			0				77475	1012388								0	0	0		0		33000	17.0220%	1	0	98441	0	0	0	-12034	0	0	0		0	110475	0	0	110475	0	0	0	0	0	0	0	0	0	5877	0	0	0			
65858																																																																																						231184	23768	23768	7.5856%	11.3162%	10.1528%	207416	2042951	2734354	-23864	0			3.3162%			0				141636	2757572								0	0	0		0		88999	10.1528%	1	0	206771	23218	0	0	-23863	0	0	0		0	207416	0	0	207416	0	0	0	0	0	0	0	0	0	23768	0	23218	0			
66154																																																																																						31561	2601	2601	9.1971%	11.9988%	11.0099%	28960	263035	314881	-2275	0			3.9988%			0				17264	314881								0	0	0		0		11696	11.0099%	1	0	26685	0	0	0	-2275	0	0	0		0	28960	0	0	28960	0	0	0	0	0	0	0	0	0	2601	0	0	0			
66275																																																																																				732162	0				9.9740%			69098		692784	-602	0						0	0	0	0	29523	692784	0	0.0000%	14957	0	3773	18730	2.5582%	0	0	0	0	1		39575		1	0	68496	0	0	0	-602	0	0	0		0	69098	0	0	69098	0	0	0	0	0	0						0	0	64783		
67142																																																																																				244548	0				12.8223%			31656		246883	-3708	0						0	0	0	0	18048	246883	0	0.0000%	14392	0	27	14419	5.8962%	0	0	0	0	1		13608		1	0	27948	0	0	0	-3708	0	0	0		0	31656	0	0	31656	0	0	0	0	0	0						0	0	0		
67151																																																																																						123061	10361	10361	10.8722%	14.9559%	13.6967%	112700	822827	1036591	-25025	0			6.9559%			0				85705	1036916								0	0	0		0		27320	13.6967%	1	0	88000	325	0	0	-24990	-35	0	0		0	112700	0	0	112700	0	0	0	0	0	0	0	0	0	10361	0	325	0			
67209																																																																																						168497	16619	16619	9.4040%	12.6915%	11.4397%	151878	1327637	1615044	-12741	0			4.6915%			0				134843	1615044								0	0	0		0		17035	11.4397%	1	0	139137	0	0	0	-11968	-316	-457	0		0	151878	0	0	151878	0	0	0	0	0	0	0	0	0	16619	0	0	0			
67254																																																																																						2252	6	6	13.9868%	467.2199%	465.9751%	2246	482	16058	0	0			459.2199%			0				-27753	16058								0	0	0		0		29999	465.9751%	1	0	2246	0	0	0	0	0	0	0		0	2246	0	0	2246	0	0	0	0	0	0	0	0	0	6	0	0	0			
67656																																																																																						305068	15343	15343	18.9985%	25.9889%	24.6818%	289725	1173841	1524989	-5652	0			17.9889%			0				236761	1530591								0	0	0		0		35727	22.7361%	1	0	266836	5533	69	0	-5652	0	0	0		0	266886	0	0	266886	22839	0	0	22839	0	22839	0	0	0	15343	0	5602	0			
68671																																																																																				277467	0				10.7299%			29862		278306	0	0						0	0	0	0	8665	278306	0	0.0000%	9344	0	0	9344	3.3676%	0	0	0	0	1		21197		1	0	29862	0	0	0	0	0	0	0		0	29862	0	0	29862	0	0	0	0	0	0						0	0	0		
68756																																																																																						144431	10307	10307	10.7700%	15.8501%	14.7190%	134124	911230	1245347	-2573	0			7.8501%			0				100560	1248239								0	0	0		0		36456	14.7190%	1	0	134443	2892	0	0	-2573	0	0	0		0	134124	0	0	134124	0	0	0	0	0	0	0	0	0	10307	0	2892	0			
68831																																																																																				261023	0				12.4251%			32008		257608	-666	0						0	0	0	0	18800	257608	0	0.0000%	8294	0	103	8397	3.2170%	0	0	0	0	1		13208		1	0	31342	0	0	0	-666	0	0	0		0	32008	0	0	32008	0	0	0	0	0	0						0	0	12821		
69333																																																																																						219800	15849	15849	11.2916%	13.8411%	12.8431%	203951	1588019	1806219	-18937	0			5.8411%			1				122867	1806219								0	0	0		0		81084	12.8431%	1	0	185014	0	0	0	-18299	0	0	-638		0	203951	0	0	203951	0	0	0	0	0	0	0	0	0	15849	0	0	0			
69678																																																																																						66884	4190	4190	8.9892%	16.0092%	15.0063%	62694	417784	697440	-4267	0			8.0092%			0				49628	697440								0	0	0		0		13066	15.0063%	1	0	58427	0	0	0	-4267	0	0	0		0	62694	0	0	62694	0	0	0	0	0	0	0	0	0	4190	0	0	0			
70218																																																																																				100637	0				12.9657%			13131		101275	-18	0						0	0	0	0	5039	101275	0	0.0000%	3127	0	0	3127	3.1072%	0	0	0	0	1		8092		1	0	13113	0	0	0	-18	0	0	0		0	13131	0	0	13131	0	0	0	0	0	0						0	0	0		
70638																																																																																						62291	4576	4576	12.1791%	17.0720%	15.8179%	57715	364872	473886	-2027	0			9.0720%			0				39695	473990								0	0	0		0		18124	15.8179%	1	0	55792	0	104	0	-2027	0	0	0		0	57715	0	0	57715	0	0	0	0	0	0	0	0	0	4576	0	104	0			
70955																																																																																				22335	0				15.2764%			3551		23245	0	0						0	0	0	0	3226	23245	0	0.0000%	955	0	71	1026	4.5937%	0	0	0	0	1		325		1	0	3551	0	0	0	0	0	0	0		0	3551	0	0	3551	0	0	0	0	0	0						0	0	0		
71073																																																																																						17340	895	895	10.3897%	17.3480%	16.4526%	16445	99954	158281	-1210	0			9.3480%			0				6153	159992								0	0	0		0		12003	16.4526%	1	0	16946	1668	0	43	-1210	0	0	0		0	16445	0	0	16445	0	0	0	0	0	0	0	0	0	895	0	1711	0			
71457																																																																																				679697	0				9.4677%			63277		668347	-5819	0						0	0	0	0	23277	668347	0	0.0000%	0	0	21123	21123	3.1077%	0	0	0	0	1		40000		1	0	57458	0	0	0	-5819	0	0	0		0	63277	0	0	63277	0	0	0	0	0	0						0	0	127993		
71859																																																																																						24708	145	145	32.7323%	212.6517%	211.4037%	24563	11619	75042	0	0			204.6517%			0				23302	75042								0	0	0		0		1261	211.4037%	1	0	24563	0	0	0	0	0	0	0		0	24563	0	0	24563	0	0	0	0	0	0	0	0	0	145	0	0	0			
72258																																																																																						103607	3288	3288	9.3698%	28.0504%	27.1602%	100319	369360	1070663	-395	0			20.0504%			0				90719	1070663								0	0	0		0		9600	27.1602%	1	0	99924	0	0	0	-1611	0	0	1216		0	100319	0	0	100319	0	0	0	0	0	0	0	0	0	3288	0	0	0			
72351																																																																																				81041	0				13.9037%			12000		86308	-4913	0						0	0	0	0	11700	86308	0	0.0000%	2343	0	225	2568	3.1688%	0	0	0	0	1		300		1	0	7087	0	0	0	-4913	0	0	0		0	12000	0	0	12000	0	0	0	0	0	0						0	0	25		
72454																																																																																						18010	941	941	9.9858%	15.9044%	15.0734%	17069	113239	170932	-846	0			7.9044%			0				4059	170932								0	0	0		0		13010	15.0734%	1	0	16223	0	0	0	-846	0	0	0		0	17069	0	0	17069	0	0	0	0	0	0	0	0	0	941	0	0	0			
72678																																																																																				583375	0				14.9457%			83385		557920	-18820	0						0	0	0	0	83385	557920	0	0.0000%	28527	0	0	28527	4.8900%	0	0	0	0	1		0		1	0	64565	0	0	0	-18820	0	0	0		0	83385	0	0	83385	0	0	0	0	0	0						0	0	1508		
73116																																																																																						79465	5229	5229	10.1709%	13.8291%	12.9191%	74236	574623	729885	-7439	0			5.8291%			0				67236	729885								0	0	0		0		7000	12.9191%	1	0	66797	0	0	0	-10093	0	2654	0		0	74236	0	0	74236	0	0	0	0	0	0	0	0	0	5229	0	0	0			
73152																																																																																				131114	0				11.4966%			15265		132778	-8220	0						0	0	0	0	14231	132778	0	0.0000%	6557	0	78	6635	5.0605%	0	0	0	0	1		1034		1	0	7045	0	0	0	-8220	0	0	0		0	15265	0	0	15265	0	0	0	0	0	0						0	0	0		
73554																																																																																				345563	0				11.6550%			40564		348040	-1625	0						0	0	0	0	680	348140	0	0.0000%	2592	0	200	2792	0.8080%	0	0	0	0	1		39984		1	0	39039	100	0	0	-1625	0	0	0		0	40564	0	0	40564	0	0	0	0	0	0						100	0	55363		
73956																																																																																				56303	0				14.4689%			8215		56777	-1248	0						0	0	0	0	5215	56777	0	0.0000%	2769	0	0	2769	4.9180%	0	0	0	0	1		3000		1	0	6967	0	0	0	-1248	0	0	0		0	8215	0	0	8215	0	0	0	0	0	0						0	0	0		
74056																																																																																						28484	1348	1348	14.4349%	14.4875%	13.8019%	27136	196611	187989	-485	0			6.4875%			0				19518	188371								0	0	0		0		8000	13.8019%	1	0	27033	382	0	0	-485	0	0	0		0	27136	0	0	27136	0	0	0	0	0	0	0	0	0	1348	0	382	0			
74140																																																																																						196336	14220	14220	8.4538%	12.0787%	11.2039%	182116	1625472	2154257	-8022	0			4.0787%			0				106816	2158957								0	0	0		0		80000	11.2039%	1	0	178794	4700	0	0	-7984	0	-38	0		0	182116	0	0	182116	0	0	0	0	0	0	0	0	0	14220	0	4700	0			
74403																																																																																						145725	13057	13057	9.5667%	13.9570%	12.7064%	132668	1044103	1386763	-12062	0			5.9570%			0				125284	1389309								0	0	0		0		9929	12.7064%	1	0	123151	2546	0	0	-12017	10	-56	0		0	132668	0	0	132668	0	0	0	0	0	0	0	0	0	13057	0	2546	0			
74449																																																																																				28131	0				13.9084%			3902		28055	0	0						0	0	0	0	3722	28055	0	0.0000%	0	0	3	3	0.0107%	0	0	0	0	1		180		1	0	3902	0	0	0	0	0	0	0		0	3902	0	0	3902	0	0	0	0	0	0						0	0	728		
75259																																																																																				1257098	0				9.0476%			113150		1250607	-97	0						0	0	0	0	48432	1251139	0	0.0000%	239263	0	8808	248071	19.7336%	0	0	0	0	1		65250		1	0	113585	54	478	0	-97	0	0	0		0	113150	0	0	113150	0	0	0	0	0	0						532	0	0		
75446																																																																																						72270	3440	3440	13.2997%	19.2102%	18.2958%	68830	376207	517530	-6805	0			11.2102%			0				60068	529801								0	0	0		0		21033	18.2958%	1	0	74296	12102	169	0	-6805	0	0	0		0	68830	0	0	68830	0	0	0	0	0	0	0	0	0	3440	0	12271	0			
75455																																																																																						7981	213	213	14.8485%	47.8019%	46.5261%	7768	16696	52315	209	0			39.8019%			0				2758	52315								0	0	0		0		5010	46.5261%	1	0	7977	0	0	0	209	0	0	0		0	7768	0	0	7768	0	0	0	0	0	0	0	0	0	213	0	0	0			
75633			29082920	2270108	2270108	11.0671%	16.0041%	14.7549%	26812812	181721482	242274908	-1593695	0	281921248	9.5107%	8.0041%						8770453	254453667								0	0	0		30188076	14.7367%	0	37364834	11111049	1067704	5	-3211426	193409	-1971	1440988		0	26779771	0	0	26779771	0	0	33041	33041	0	33041	0	0	0	2270108	0	12178759	-14695								2.5000%																														1																	0				1																															
75651																																																																																				77483	0				13.2319%			10438		78885	-897	0						0	0	0	0	2938	78885	0	0.0000%	416	0	21	437	0.5640%	0	0	0	0	1		7500		1	0	9541	0	0	0	-897	0	0	0		0	10438	0	0	10438	0	0	0	0	0	0						0	0	3746		
76153																																																																																						6400	663	663	9.2432%	12.0732%	10.8225%	5737	53010	62067	-1	0			4.0732%			0				2918	62067								0	0	0		0		2819	10.8225%	1	0	5736	0	0	0	-1	0	0	0		0	5737	0	0	5737	0	0	0	0	0	0	0	0	0	663	0	0	0			
76443																																																																																						17087	1099	1099	11.4019%	19.5001%	18.2459%	15988	87625	140222	-4279	0			11.5001%			0				6488	140222								0	0	0		0		9500	18.2459%	1	0	11709	0	0	0	-4279	0	0	0		0	15988	0	0	15988	0	0	0	0	0	0	0	0	0	1099	0	0	0			
76854																																																																																						77320	7002	7002	10.4244%	13.8588%	12.6038%	70318	557913	674550	-7015	0			5.8588%			0				54296	674550								0	0	0		0		16022	12.6038%	1	0	63303	0	0	0	-7015	0	0	0		0	70318	0	0	70318	0	0	0	0	0	0	0	0	0	7002	0	0	0			
77150																																																																																						9445	911	911	8.8352%	12.9775%	11.7257%	8534	72780	96591	-476	0			4.9775%			0				1611	96591								0	0	0		0		6923	11.7257%	1	0	8058	0	0	0	-476	0	0	0		0	8534	0	0	8534	0	0	0	0	0	0	0	0	0	911	0	0	0			
77253																																																																																						69559	4882	4882	9.6790%	16.8869%	15.7017%	64677	411910	668222	-14937	0			8.8869%			0				31029	668694								0	0	0		0		34120	15.7017%	1	0	50212	120	352	0	-14937	0	0	0		0	64677	0	0	64677	0	0	0	0	0	0	0	0	0	4882	0	472	0			
77422																																																																																				128761	0				15.2644%			20516		134404	-1348	0						0	0	0	0	11239	134404	0	0.0000%	20584	0	302	20886	16.2208%	0	0	0	0	1		9277		1	0	19168	0	0	0	-1348	0	0	0		0	20516	0	0	20516	0	0	0	0	0	0						0	0	0		
77851																																																																																				4697206	0				10.2082%			484925		4750371	-8948	0						1	0	0	0	381743	4803336	0	0.0000%	89743	0	13547	103290	2.1990%	0	0	0	47750	1		156147		1	0	528942	38973	13992	0	-5444	0	0	-3504		0	484925	0	0	484925	0	0	0	0	0	0						52965	0	6380959		
78157																																																																																				89097	0				12.0526%			11093		92038	-732	0						0	0	0	0	6843	92038	0	0.0000%	2496	0	0	2496	2.8014%	0	0	0	0	1		4250		1	0	10361	0	0	0	-732	0	0	0		0	11093	0	0	11093	0	0	0	0	0	0						0	0	0		
78241																																																																																						16518	751	751	15.4497%	27.7978%	26.5339%	15767	59422	102054	-678	0			19.7978%			0				13440	102054								0	0	0		0		2327	26.5339%	1	0	15089	0	0	0	-678	0	0	0		0	15767	0	0	15767	0	0	0	0	0	0	0	0	0	751	0	0	0			
78559																																																																																						2188	533	533	2.1335%	5.1732%	3.9130%	1655	42295	77573	-262	0			0.0000%	0	0	0				-7014	77573								0	0	0		0		8669	3.9130%	1	0	1393	0	0	0	-262	0	0	0		0	1655	0	0	1655	0	0	0	0	0	0	0	0	0	533	0	0	0			
79042																																																																																						48399	2280	2280	8.2803%	11.8107%	11.2543%	46119	409789	556973	-7390	0			3.8107%			0				39064	556973								0	0	0		0		7055	11.2543%	1	0	38729	0	0	0	-7390	0	0	0		0	46119	0	0	46119	0	0	0	0	0	0	0	0	0	2280	0	0	0			
79127																																																																																				89914	0				11.1256%			9998		89865	-1248	0						0	0	0	0	9748	89865	0	0.0000%	2266	0	0	2266	2.5202%	0	0	0	0	1		250		1	0	8750	0	0	0	-1248	0	0	0		0	9998	0	0	9998	0	0	0	0	0	0						0	0	0		
79145																																																																																				240843	0				10.8451%			26239		241944	-601	0						0	0	0	0	18413	241944	0	0.0000%	10348	0	821	11169	4.6375%	0	0	0	0	1		7826		1	0	25638	0	0	0	-601	0	0	0		0	26239	0	0	26239	0	0	0	0	0	0						0	0	21210		
79257																																																																																						5676	382	382	9.5190%	14.4065%	13.4369%	5294	39399	55615	97	0			6.4065%			0				-89	57255								0	0	0		0		7023	13.4369%	1	0	7031	1600	40	0	97	0	0	0		0	5294	0	0	5294	0	0	0	0	0	0	0	0	0	382	0	1640	0			
79855																																																																																				334436	0				10.5484%			35096		332714	77	0						0	0	0	0	13046	332714	0	0.0000%	13201	0	2093	15294	4.5731%	0	0	0	0	1		22050		1	0	35173	0	0	0	77	0	0	0		0	35096	0	0	35096	0	0	0	0	0	0						0	0	0		
80150																																																																																						65625	2019	2019	9.2949%	13.0769%	12.6745%	63606	501841	684310	-8754	0			5.0769%			0				51927	689404								0	0	0		0		16773	12.6745%	1	0	59946	2668	2426	0	-8754	0	0	0		0	63606	0	0	63606	0	0	0	0	0	0	0	0	0	2019	0	5094	0			
80374																																																																																						40728	691	691	16.5209%	41.5181%	40.8137%	40037	98097	242342	-1880	0			33.5181%			1				40038	242342								0	0	0		0		0	40.8137%	1	0	38158	0	0	0	-1879	0	0	0		0	40037	0	0	40037	0	0	0	0	0	0	0	0	0	691	0	0	0			
80431																																																																																				95594	0				14.2985%			13862		96947	-391	0						0	0	0	0	13579	96974	0	0.0000%	3937	0	29	3966	4.1488%	0	0	0	0	1		310		1	0	13498	0	0	27	-391	0	0	0		0	13862	0	0	13862	0	0	0	0	0	0						27	0	0		
81175																																																																																						57481	5212	5212	10.2284%	13.8224%	12.5691%	52269	415853	511017	38	0			5.8224%			0				36470	511860								0	0	0		0		16642	12.5691%	1	0	53150	0	843	0	38	0	0	0		0	52269	0	0	52269	0	0	0	0	0	0	0	0	0	5212	0	843	0			
