"IDRSSD"	RCFA2170	RCFA3128	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAJJ30	RCFAJJ31	RCFAJJ32	RCFAKW00	RCFAKW03	RCFAKX77	RCFAKX78	RCFAKX79	RCFAKX80	RCFAKX81	RCFAKX82	RCFAKX83	RCFALB58	RCFALB59	RCFALB60	RCFALB61	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP852	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ258	RCFAS540	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP851	RCFWP852	RCFWP853	RCFWP854	RCFWP855	RCFWP856	RCFWP857	RCFWP858	RCFWP859	RCFWP870	RCOA2170	RCOA3128	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAJJ30	RCOAJJ31	RCOAJJ32	RCOAKW00	RCOAKW03	RCOAKX77	RCOAKX78	RCOAKX79	RCOAKX80	RCOAKX81	RCOAKX82	RCOAKX83	RCOALB58	RCOALB59	RCOALB60	RCOALB61	RCOALE74	RCOANC99	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP852	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ258	RCOAS540	RCOWH312	
1669																																																																																				462938	0				11.7392%			53942		459502	-2337	0						0	0	0	0	52342	459502	0	0.0000%	22527	0	173	22700	4.9035%	0	0	0	0	1		1600		1	0	51605	0	0	0	-2337	0	0	0		0	53942	0	0	53942	0	0	0	0	0	0						0	0	0		
1856																																																																																				43550	0				14.1873%			6426		45294	-66	0						0	0	0	0	292	45392	0	0.0000%	2088	0	0	2088	4.7945%	0	0	0	0	1		6232		1	0	6458	98	0	0	-66	0	0	0		0	6426	0	0	6426	0	0	0	0	0	0						98	0	0		
2161																																																																																				375922	0				10.8672%			40596		373566	-7916	0						0	0	0	0	19073	373566	0	0.0000%	11810	0	173	11983	3.1876%	0	0	0	0	1		21524		1	0	32681	0	0	0	-7721	-194	0	0		0	40596	0	0	40596	0	0	0	0	0	0						0	0	0		
2732																																																																																				729563	0				16.5009%			121429		735893	46	0						0	0	0	0	116752	737005	0	0.0000%	73723	0	2017	75740	10.3816%	0	0	0	0	1		5789		1	0	122587	0	1112	0	46	0	0	0		0	121429	0	0	121429	0	0	0	0	0	0						1112	0	3352		
2750																																																																																						9554	546	546	12.7569%	16.0299%	15.1138%	9008	59601	70613	-686	0			8.0299%			0				899	70613								0	0	0		0		8109	15.1138%	1	0	8322	0	0	0	-686	0	0	0		0	9008	0	0	9008	0	0	0	0	0	0	0	0	0	546	0	0	0			
3252																																																																																						51585	1716	1716	13.0688%	38.0409%	36.7755%	49869	135604	381587	178	0			30.0409%			0				49369	381587								0	0	0		0		500	36.7755%	1	0	50047	0	0	0	178	0	0	0		0	49869	0	0	49869	0	0	0	0	0	0	0	0	0	1716	0	0	0			
3720																																																																																				441857	0				11.4627%			49569		432437	-3997	0						0	0	0	0	37149	432437	0	0.0000%	17180	0	143	17323	3.9205%	0	0	0	0	1		12420		1	0	45572	0	0	0	-3997	0	0	0		0	49569	0	0	49569	0	0	0	0	0	0						0	0	0		
3971																																																																																						143571	10366	10366	12.7656%	17.3709%	16.1167%	133205	826501	1043467	-7717	0			9.3709%			0				21532	1050781								0	0	0		0		118987	16.1167%	1	0	132802	5263	1316	735	-7717	0	0	0		0	133205	0	0	133205	0	0	0	0	0	0	0	0	0	10366	0	7314	0			
4231																																																																																				172793	0				15.6826%			25690		163812	-2399	0						0	0	0	0	13093	163815	0	0.0000%	6744	0	110	6854	3.9666%	0	0	0	0	1		12600		1	0	23294	0	0	3	-2399	0	0	0		0	25690	0	0	25690	0	0	0	0	0	0						3	0	1638		
5069																																																																																						240271	6022	6022	45.7072%	50.3277%	49.0663%	234249	477413	512499	324	0			42.3277%			0				225620	512499								0	0	0		0		8629	49.0663%	1	0	234573	0	0	0	324	0	0	0		0	234249	0	0	234249	0	0	0	0	0	0	0	0	0	6022	0	0	0			
5135																																																																																						130131	5801	5801	18.4994%	28.0591%	26.8083%	124330	463774	672076	-102	0			20.0591%			0				100330	673118								0	0	0		0		25042	26.8083%	1	0	125270	1042	0	0	-102	0	0	0		0	124330	0	0	124330	0	0	0	0	0	0	0	0	0	5801	0	1042	0			
5210																																																																																						376125	23916	23916	10.9246%	15.2960%	14.3234%	352209	2458975	3223991	-22174	-2521			7.2960%			1				224432	3290328								0	0	0		0		196635	14.3234%	1	0	398893	56065	12793	0	-19544	-109	-2521	0		0	352209	0	0	352209	0	0	0	0	0	0	0	0	0	23916	0	68858	0			
5461																																																																																						95333	6971	6971	11.2307%	17.0980%	15.8478%	88362	557567	786791	-14610	0			9.0980%			0				82089	786818								0	0	0		0		6300	15.8478%	1	0	73779	0	27	0	-792	0	0	-13818		0	88362	0	0	88362	0	0	0	0	0	0	0	0	0	6971	0	27	0			
5751																																																																																				338600	0				12.2483%			41194		336323	-5270	0						0	0	0	0	32713	337194	0	0.0000%	30011	0	65	30076	8.8825%	0	0	0	0	1		9352		1	0	36795	871	0	0	-5270	0	0	0		0	41194	0	0	41194	0	0	0	0	0	0						871	0	96		
6039																																																																																				569937	0				9.7466%			55946		574005	122	0						0	0	0	0	24909	574005	0	0.0000%	36168	0	672	36840	6.4639%	0	0	0	0	1		31037		1	0	56068	0	0	0	122	0	0	0		0	55946	0	0	55946	0	0	0	0	0	0						0	0	19508		
6329																																																																																						226136	22708	22708	9.3402%	12.5047%	11.2490%	203428	1808410	2177979	-11344	0			4.5047%			0				162893	2182444								0	0	0		0		45000	11.2490%	1	0	196549	0	0	4465	-11344	0	0	0		0	203428	0	0	203428	0	0	0	0	0	0	0	0	0	22708	0	4465	0			
7009																																																																																						124354	0	0	7.1691%	49.4461%	49.4461%	124354	251494	1734587	-451	0			41.4461%			0				123302	1734587								0	0	0		0		1052	49.4461%	1	0	123903	0	0	0	-451	0	0	0		0	124354	0	0	124354	0	0	0	0	0	0	0	0	0	0	0	0	0			
7045																																																																																						31638	1131	1131	8.9091%	18.6808%	18.0130%	30507	169361	342427	-7711	0			10.6808%			0				28082	342427								0	0	0		0		2425	18.0130%	1	0	22796	0	0	0	-7711	0	0	0		0	30507	0	0	30507	0	0	0	0	0	0	0	0	0	1131	0	0	0			
7072																																																																																						45366	3619	3619	9.0456%	14.6567%	13.4874%	41747	309525	461517	-2364	0			6.6567%			0				43634	467464								0	0	0		0		4060	13.4874%	1	0	45330	5478	469	0	-2420	0	56	0		0	41747	0	0	41747	0	0	0	0	0	0	0	0	0	3619	0	5947	0			
7456																																																																																						14384	1303	1303	8.7460%	11.2203%	10.2039%	13081	128196	149566	-903	0			3.2203%			0				6081	149566								0	0	0		0		7000	10.2039%	1	0	12178	0	0	0	-903	0	0	0		0	13081	0	0	13081	0	0	0	0	0	0	0	0	0	1303	0	0	0			
7634																																																																																				91656	0				13.8317%			12712		91905	-1004	0						0	0	0	0	4452	91905	0	0.0000%	1350	0	0	1350	1.4729%	0	0	0	0	1		8260		1	0	11708	0	0	0	-1004	0	0	0		0	12712	0	0	12712	0	0	0	0	0	0						0	0	958		
8462																																																																																				203846	0				16.3450%			32972		201725	-3608	0						0	0	0	0	32272	201725	0	0.0000%	2181	0	149	2330	1.1430%	0	0	0	0	1		700		1	0	29364	0	0	0	-3608	0	0	0		0	32972	0	0	32972	0	0	0	0	0	0						0	0	8172		
8631																																																																																				79436	0				9.6382%			7605		78905	-564	0						0	0	0	0	6305	78905	0	0.0000%	3392	0	140	3532	4.4463%	0	0	0	0	1		1300		1	0	7041	0	0	0	-564	0	0	0		0	7605	0	0	7605	0	0	0	0	0	0						0	0	0		
9357																																																																																				564303	0				13.4263%			71443		532113	315	0						0	0	0	0	56243	573573	0	0.0000%	19617	0	1568	21185	3.7542%	0	0	0	0	1		56660		1	0	113218	28667	12793	0	315	0	0	0		0	71443	0	0	71443	0	0	0	0	0	0						41460	0	335542		
9553																																																																																						29422	1751	1751	11.6207%	16.5437%	15.5591%	27671	177844	238118	-3524	0			8.5437%			0				25571	238118								0	0	0		0		2100	15.5591%	1	0	24147	0	0	0	-3524	0	0	0		0	27671	0	0	27671	0	0	0	0	0	0	0	0	0	1751	0	0	0			
9807																																																																																						365036	29682	29682	11.5691%	15.3932%	14.1416%	335354	2371409	2898710	-385	0			7.3932%			0				203082	2898710								0	0	0		0		132272	14.1416%	1	0	334969	0	0	0	-385	0	0	0		0	335354	0	0	335354	0	0	0	0	0	0	0	0	0	29682	0	0	0			
9955																																																																																				246634	0				14.5356%			33601		231164	-1135	0						0	0	0	0	30468	231164	0	0.0000%	5803	0	8	5811	2.3561%	0	0	0	0	1		3133		1	0	32466	0	0	0	-1135	0	0	0		0	33601	0	0	33601	0	0	0	0	0	0						0	0	13272		
10250																																																																																						70296	5021	5021	8.9587%	15.0721%	13.9955%	65275	466399	728620	-15737	0			7.0721%			0				25275	728620								0	0	0		0		40000	13.9955%	1	0	49538	0	0	0	-9290	0	0	-6447		0	65275	0	0	65275	0	0	0	0	0	0	0	0	0	5021	0	0	0			
10849																																																																																				328570	0				10.7312%			35317		329105	-2986	0						0	0	0	0	20620	329799	0	0.0000%	23079	0	0	23079	7.0241%	0	0	0	0	1		15391		1	0	33025	694	0	0	-2986	0	0	0		0	35317	0	0	35317	0	0	0	0	0	0						694	0	0		
11145																																																																																						59239	3433	3433	12.2170%	19.6830%	18.5424%	55806	300965	456791	-7977	0			11.6830%			0				30773	457758								0	0	0		0		26000	18.5424%	1	0	48796	450	517	0	-7977	0	0	0		0	55806	0	0	55806	0	0	0	0	0	0	0	0	0	3433	0	967	0			
11640																																																																																				393355	0				12.5649%			47786		380312	-8435	0						0	0	0	0	3041	380312	0	0.0000%	34431	0	202	34633	8.8045%	0	0	0	0	1		44745		1	0	39351	0	0	0	-8435	0	0	0		0	47786	0	0	47786	0	0	0	0	0	0						0	0	0		
11837																																																																																						19156	1290	1290	10.6577%	18.5732%	17.3224%	17866	103138	167634	-3393	0			10.5732%			0				5866	167634								0	0	0		0		12000	17.3224%	1	0	14473	0	0	0	-3393	0	0	0		0	17866	0	0	17866	0	0	0	0	0	0	0	0	0	1290	0	0	0			
12030																																																																																						114583	6150	6150	15.2610%	23.6526%	22.3831%	108433	484441	710522	445	0			15.6526%			0				107833	710522								0	0	0		0		600	22.3831%	1	0	108878	0	0	0	445	0	0	0		0	108433	0	0	108433	0	0	0	0	0	0	0	0	0	6150	0	0	0			
12142																																																																																				337514	0				11.0929%			36201		326344	-12712	0						0	0	0	0	9401	326344	0	0.0000%	2891	0	259	3150	0.9333%	0	0	0	0	1		26800		1	0	23489	0	0	0	-7439	0	-353	-4920		0	36201	0	0	36201	0	0	0	0	0	0						0	0	24174		
12311			23165240	2077690	2539690	9.6282%	13.9801%	12.4474%	20625550	165701462	214219451	-1889463	0			5.9801%						5142634	220191144								0	0	0		20259877	11.7237%	0	23513048	5641911	125280	204502	-1693998	27210	-174477	-43701		0	19426321	0	0	19426321	780000	0	419229	1199229	0	1199229	462000	0	0	2539690	0	5971693	0																																						0																	0				1																															
12647																																																																																				215689	0				11.6297%			26041		223919	0	0						0	0	0	0	8074	223919	0	0.0000%	21132	0	208	21340	9.8939%	0	0	0	0	1		17967		1	0	26041	0	0	0	0	0	0	0		0	26041	0	0	26041	0	0	0	0	0	0						0	0	0		
12946																																																																																						332163	32115	32115	9.7510%	12.9510%	11.6988%	300048	2564770	3077089	-57069	0			4.9510%			0				236388	3108613								0	0	0		0		95184	11.6988%	1	0	274503	23845	7679	0	-57069	0	0	0		0	300048	0	0	300048	0	0	0	0	0	0	0	0	0	32115	0	31524	0			
13103																																																																																						478226	28120	28120	14.4048%	18.8876%	17.7770%	450106	2531962	3124700	-5835	-9161			10.8876%			0				432779	3132732								0	0	0		0		34519	17.7770%	1	0	461463	14250	2943	0	-14997	0	9161	0		0	450106	0	0	450106	0	0	0	0	0	0	0	0	0	28120	0	17193	0			
13251																																																																																						9930	757	757	12.3739%	15.7963%	14.5920%	9173	62863	74132	-105	0			7.7963%			0				5173	74132								0	0	0		0		4000	14.5920%	1	0	9068	0	0	0	-105	0	0	0		0	9173	0	0	9173	0	0	0	0	0	0	0	0	0	757	0	0	0			
13457																																																																																				148740	0				12.0389%			15651		130004	-1	0						0	0	0	0	123	130526	0	0.0000%	6725	0	530	7255	4.8776%	0	0	0	0	1		16050		1	0	16172	0	522	0	-1	0	0	0		0	15651	0	0	15651	0	0	0	0	0	0						522	0	11644		
14155																																																																																				467321	0				10.7987%			48369		447917	56	0						0	0	0	0	48033	447917	0	0.0000%	3469	0	824	4293	0.9186%	0	0	0	0	1		336		1	0	48425	0	0	0	56	0	0	0		0	48369	0	0	48369	0	0	0	0	0	0						0	0	19644		
14650																																																																																				161524	0				11.2203%			15924		141921	0	0						0	0	0	0	11740	141921	0	0.0000%	29610	0	2500	32110	19.8794%	0	0	0	0	1		4184		1	0	15924	0	0	0	0	0	0	0		0	15924	0	0	15924	0	0	0	0	0	0						0	0	0		
14753																																																																																				65809	0				10.4340%			7212		69120	-292	0						0	0	0	0	5635	69120	0	0.0000%	4195	0	0	4195	6.3745%	0	0	0	0	1		1577		1	0	6920	0	0	0	-292	0	0	0		0	7212	0	0	7212	0	0	0	0	0	0						0	0	0		
14865																																																																																				960382	0				10.7019%			101959		952719	-856	0						0	500	0	0	90374	953396	0	0.0000%	27165	0	2842	30007	3.1245%	0	0	0	0	1		12262		1	0	101780	0	486	191	-856	0	0	0		0	101959	0	0	101959	0	0	0	0	0	0						677	0	195950		
14977																																																																																				66056	0				17.6522%			11639		65935	21	0						0	0	0	0	11662	65953	0	0.0000%	15	0	0	15	0.0227%	0	0	0	0	1		0		1	0	11683	0	18	0	26	0	0	0		0	11639	0	0	11639	0	0	0	0	0	0						18	0	0		
16551																																																																																				470056	0				10.5928%			49407		466421	-2331	0						0	0	0	0	21340	468854	0	0.0000%	49639	0	108	49747	10.5832%	0	0	0	0	1		30500		1	0	49509	2433	0	0	-2331	0	0	0		0	49407	0	0	49407	0	0	0	0	0	0						2433	0	0		
17110																																																																																				174139	0				20.2493%			36330		179414	0	0						0	0	0	0	29044	179414	0	0.0000%	0	0	2345	2345	1.3466%	0	0	0	0	1		7286		0	0	36330	0	0	0					0	0	36330	0	0	36330	0	0	0	0	0	0						0	0	150239		
17147																																																																																						2074790	197973	197973	10.1766%	13.1115%	11.8604%	1876817	15824187	18442484	-128247	0			5.1115%			0				898603	19162825								0	0	0		0		1698555	11.8604%	1	0	2468911	709526	10715	100	-131901	0	3654	0		0	1876817	0	0	1876817	0	0	0	0	0	0	0	0	0	197973	0	720341	0			
17259																																																																																						6104	632	632	7.6451%	12.1584%	10.8995%	5472	50204	71575	-760	0			4.1584%			0				3934	71575								0	0	0		0		1538	10.8995%	1	0	4712	0	0	0	-760	0	0	0		0	5472	0	0	5472	0	0	0	0	0	0	0	0	0	632	0	0	0			
17950																																																																																						85465	5104	5104	9.8209%	20.9552%	19.7038%	80361	407846	818269	-15401	0			12.9552%			0				50479	821949								0	0	0		0		33562	19.7038%	1	0	68640	3065	615	0	-15401	0	0	0		0	80361	0	0	80361	0	0	0	0	0	0	0	0	0	5104	0	3680	0			
