rssd_id,bank_name,ndfi_loans_total,ndfi_loans_total_usd
994435,,7749.0,7749000.0
814458,,7682.0,7682000.0
604024,,7542.0,7542000.0
972648,,7477.0,7477000.0
125855,,7250.0,7250000.0
685676,,7090.0,7090000.0
883959,,7057.0,7057000.0
916745,,7056.0,7056000.0
242257,,7014.0,7014000.0
597546,,7000.0,7000000.0
479446,,6974.0,6974000.0
5342974,,6834.0,6834000.0
289702,,6800.0,6800000.0
3835454,,6791.0,6791000.0
400141,,6771.0,6771000.0
3595271,,6733.0,6733000.0
977951,,6411.0,6411000.0
51253,,6341.0,6341000.0
329550,,6247.0,6247000.0
137643,,6230.0,6230000.0
674849,,6150.0,6150000.0
340742,,6000.0,6000000.0
475354,,6000.0,6000000.0
959715,,5944.0,5944000.0
1017939,,5859.0,5859000.0
328777,,5831.0,5831000.0
693952,,5750.0,5750000.0
514655,,5600.0,5600000.0
613008,,5558.0,5558000.0
215710,,5433.0,5433000.0
2037185,,5362.0,5362000.0
455972,,5245.0,5245000.0
442244,,5209.0,5209000.0
634544,,5192.0,5192000.0
3614976,,5006.0,5006000.0
962890,,5003.0,5003000.0
328357,,5000.0,5000000.0
477648,,4935.0,4935000.0
1469677,,4812.0,4812000.0
371232,,4768.0,4768000.0
248240,,4704.0,4704000.0
100843,,4655.0,4655000.0
928618,,4624.0,4624000.0
1015560,,4615.0,4615000.0
596062,,4511.0,4511000.0
1014853,,4505.0,4505000.0
262741,,4483.0,4483000.0
84541,,4478.0,4478000.0
5686089,,4447.0,4447000.0
5143788,,4384.0,4384000.0
1016857,,4240.0,4240000.0
204826,,4156.0,4156000.0
382050,,4087.0,4087000.0
865544,,4085.0,4085000.0
778738,,4060.0,4060000.0
982348,,4043.0,4043000.0
216922,,4030.0,4030000.0
342410,,4015.0,4015000.0
329952,,4006.0,4006000.0
475653,,4000.0,4000000.0
543459,,3986.0,3986000.0
648242,,3821.0,3821000.0
5313312,,3794.0,3794000.0
972732,,3717.0,3717000.0
659341,,3650.0,3650000.0
421539,,3602.0,3602000.0
261940,,3600.0,3600000.0
851239,,3575.0,3575000.0
121642,,3559.0,3559000.0
3720608,,3504.0,3504000.0
867650,,3381.0,3381000.0
649342,,3374.0,3374000.0
702117,,3298.0,3298000.0
839255,,3250.0,3250000.0
399517,,3228.0,3228000.0
645317,,3223.0,3223000.0
2734729,,3199.0,3199000.0
229342,,3192.0,3192000.0
924236,,3182.0,3182000.0
77422,,3150.0,3150000.0
936136,,3063.0,3063000.0
2820604,,3050.0,3050000.0
499501,,3014.0,3014000.0
172457,,3000.0,3000000.0
2849285,,3000.0,3000000.0
841838,,3000.0,3000000.0
262059,,2945.0,2945000.0
202514,,2928.0,2928000.0
880332,,2903.0,2903000.0
3010363,,2900.0,2900000.0
869346,,2890.0,2890000.0
991359,,2883.0,2883000.0
3391718,,2876.0,2876000.0
719656,,2800.0,2800000.0
3314043,,2797.0,2797000.0
2925620,,2753.0,2753000.0
3488579,,2686.0,2686000.0
1386251,,2663.0,2663000.0
458665,,2599.0,2599000.0
468673,,2563.0,2563000.0
653134,,2509.0,2509000.0
556936,,2500.0,2500000.0
3943210,,2500.0,2500000.0
3166699,,2456.0,2456000.0
780955,,2429.0,2429000.0
273840,,2425.0,2425000.0
439338,,2422.0,2422000.0
450632,,2411.0,2411000.0
901938,,2400.0,2400000.0
858443,,2375.0,2375000.0
646556,,2375.0,2375000.0
1007015,,2341.0,2341000.0
956358,,2332.0,2332000.0
2529176,,2306.0,2306000.0
270504,,2291.0,2291000.0
927134,,2255.0,2255000.0
765662,,2250.0,2250000.0
956134,,2250.0,2250000.0
846945,,2239.0,2239000.0
884648,,2217.0,2217000.0
990642,,2189.0,2189000.0
651541,,2112.0,2112000.0
173306,,2107.0,2107000.0
646743,,2062.0,2062000.0
870913,,2045.0,2045000.0
625953,,2034.0,2034000.0
49148,,2016.0,2016000.0
63733,,2004.0,2004000.0
524971,,2003.0,2003000.0
3280625,,2000.0,2000000.0
333650,,2000.0,2000000.0
580155,,2000.0,2000000.0
355559,,2000.0,2000000.0
660570,,2000.0,2000000.0
400365,,2000.0,2000000.0
420644,,1987.0,1987000.0
393355,,1900.0,1900000.0
2497181,,1879.0,1879000.0
150727,,1870.0,1870000.0
670654,,1847.0,1847000.0
150035,,1826.0,1826000.0
261146,,1815.0,1815000.0
899428,,1744.0,1744000.0
3350658,,1650.0,1650000.0
909055,,1596.0,1596000.0
309150,,1594.0,1594000.0
626101,,1586.0,1586000.0
625757,,1580.0,1580000.0
479370,,1521.0,1521000.0
297051,,1514.0,1514000.0
2736451,,1500.0,1500000.0
634955,,1500.0,1500000.0
381026,,1500.0,1500000.0
1017425,,1461.0,1461000.0
327855,,1425.0,1425000.0
513256,,1348.0,1348000.0
2631172,,1340.0,1340000.0
613343,,1314.0,1314000.0
132938,,1254.0,1254000.0
56351,,1250.0,1250000.0
827458,,1250.0,1250000.0
697950,,1250.0,1250000.0
628552,,1243.0,1243000.0
835444,,1230.0,1230000.0
783844,,1225.0,1225000.0
3022610,,1180.0,1180000.0
208347,,1111.0,1111000.0
762045,,1044.0,1044000.0
3538009,,1023.0,1023000.0
406059,,1000.0,1000000.0
524953,,1000.0,1000000.0
167453,,1000.0,1000000.0
90328,,1000.0,1000000.0
302656,,1000.0,1000000.0
244037,,1000.0,1000000.0
691743,,1000.0,1000000.0
1003839,,1000.0,1000000.0
644776,,999.0,999000.0
915065,,997.0,997000.0
382649,,988.0,988000.0
55635,,985.0,985000.0
950356,,982.0,982000.0
622037,,926.0,926000.0
3015939,,925.0,925000.0
353546,,906.0,906000.0
947749,,879.0,879000.0
287959,,841.0,841000.0
755252,,833.0,833000.0
3832127,,768.0,768000.0
2948058,,753.0,753000.0
701062,,750.0,750000.0
526452,,750.0,750000.0
141350,,750.0,750000.0
192857,,750.0,750000.0
143952,,750.0,750000.0
675248,,742.0,742000.0
417710,,713.0,713000.0
487357,,707.0,707000.0
149150,,706.0,706000.0
2140348,,700.0,700000.0
765877,,699.0,699000.0
550952,,679.0,679000.0
885430,,667.0,667000.0
913753,,652.0,652000.0
177920,,628.0,628000.0
777366,,604.0,604000.0
176325,,588.0,588000.0
295011,,588.0,588000.0
937740,,554.0,554000.0
186744,,553.0,553000.0
680813,,550.0,550000.0
2684552,,526.0,526000.0
43856,,519.0,519000.0
576578,,517.0,517000.0
380878,,503.0,503000.0
401906,,500.0,500000.0
3597211,,500.0,500000.0
647955,,500.0,500000.0
557317,,500.0,500000.0
249658,,500.0,500000.0
133850,,500.0,500000.0
491934,,495.0,495000.0
499154,,493.0,493000.0
1017555,,487.0,487000.0
782306,,477.0,477000.0
67209,,464.0,464000.0
327220,,428.0,428000.0
615954,,395.0,395000.0
459644,,390.0,390000.0
162337,,382.0,382000.0
1492817,,377.0,377000.0
862141,,366.0,366000.0
3821037,,365.0,365000.0
112510,,360.0,360000.0
616036,,360.0,360000.0
550448,,355.0,355000.0
361167,,349.0,349000.0
651859,,338.0,338000.0
935250,,336.0,336000.0
837840,,329.0,329000.0
580847,,300.0,300000.0
18827,,298.0,298000.0
754536,,293.0,293000.0
2897633,,286.0,286000.0
2232757,,281.0,281000.0
3448425,,266.0,266000.0
879457,,254.0,254000.0
505,,251.0,251000.0
187947,,226.0,226000.0
340144,,224.0,224000.0
2726050,,222.0,222000.0
389358,,213.0,213000.0
2907019,,208.0,208000.0
247140,,200.0,200000.0
2562164,,200.0,200000.0
984258,,198.0,198000.0
54973,,197.0,197000.0
1000276,,197.0,197000.0
3284445,,196.0,196000.0
622774,,193.0,193000.0
45560,,193.0,193000.0
3303944,,185.0,185000.0
2748502,,166.0,166000.0
323204,,163.0,163000.0
522454,,160.0,160000.0
749840,,145.0,145000.0
589523,,143.0,143000.0
661308,,142.0,142000.0
315656,,135.0,135000.0
701857,,126.0,126000.0
617145,,114.0,114000.0
370347,,90.0,90000.0
2941068,,86.0,86000.0
578862,,81.0,81000.0
42448,,67.0,67000.0
637170,,61.0,61000.0
3720,,57.0,57000.0
271529,,57.0,57000.0
3281510,,53.0,53000.0
623454,,49.0,49000.0
301574,,49.0,49000.0
283737,,46.0,46000.0
228000,,36.0,36000.0
2236821,,23.0,23000.0
459130,,20.0,20000.0
416674,,19.0,19000.0
392255,,19.0,19000.0
495558,,17.0,17000.0
675659,,12.0,12000.0
2889227,,10.0,10000.0
498148,,6.0,6000.0
3390337,,4.0,4000.0
1006157,,2.0,2000.0
1001152,,1.0,1000.0
914648,,1.0,1000.0
273336,,1.0,1000.0
