rssd_id,total_equity_capital,total_equity_capital_usd,bank_name,quarter_end
262237,55116.0,55116000.0,FIRST PORT CITY BANK,2025-09-30
262237,57774.0,57774000.0,FIRST PORT CITY BANK,2025-12-31
262237,59532.0,59532000.0,FIRST PORT CITY BANK,2026-03-31
262358,76432.0,76432000.0,AMERICAN STATE BANK,2025-06-30
262358,76384.0,76384000.0,AMERICAN STATE BANK,2025-09-30
262358,76653.0,76653000.0,AMERICAN STATE BANK,2025-12-31
262358,76324.0,76324000.0,AMERICAN STATE BANK,2026-03-31
2624400,176308.0,176308000.0,"CRYSTAL LAKE BANK & TRUST COMPANY, NATIONAL ASSOCIATION",2025-06-30
2624400,187577.0,187577000.0,"CRYSTAL LAKE BANK & TRUST COMPANY, NATIONAL ASSOCIATION",2025-09-30
2624400,196177.0,196177000.0,"CRYSTAL LAKE BANK & TRUST COMPANY, NATIONAL ASSOCIATION",2025-12-31
2624400,202408.0,202408000.0,"CRYSTAL LAKE BANK & TRUST COMPANY, NATIONAL ASSOCIATION",2026-03-31
2625724,142979.0,142979000.0,SOUTHWESTERN NATIONAL BANK,2025-06-30
2625724,148108.0,148108000.0,SOUTHWESTERN NATIONAL BANK,2025-09-30
2625724,153120.0,153120000.0,SOUTHWESTERN NATIONAL BANK,2025-12-31
2625724,164506.0,164506000.0,SOUTHWESTERN NATIONAL BANK,2026-03-31
262741,61954.0,61954000.0,FARMERS BANK & TRUST COMPANY,2025-06-30
262741,64901.0,64901000.0,FARMERS BANK & TRUST COMPANY,2025-09-30
262741,66660.0,66660000.0,FARMERS BANK & TRUST COMPANY,2025-12-31
262741,68220.0,68220000.0,FARMERS BANK & TRUST COMPANY,2026-03-31
262844,84187.0,84187000.0,PEOPLES STATE BANK,2025-06-30
262844,90126.0,90126000.0,PEOPLES STATE BANK,2025-09-30
262844,95927.0,95927000.0,PEOPLES STATE BANK,2025-12-31
262844,96030.0,96030000.0,PEOPLES STATE BANK,2026-03-31
262956,21160.0,21160000.0,PEOPLES STATE BANK OF MUNISING,2025-06-30
262956,22141.0,22141000.0,PEOPLES STATE BANK OF MUNISING,2025-09-30
262956,22391.0,22391000.0,PEOPLES STATE BANK OF MUNISING,2025-12-31
262956,22504.0,22504000.0,PEOPLES STATE BANK OF MUNISING,2026-03-31
2631172,42423.0,42423000.0,STATE BANK FINANCIAL,2025-06-30
2631172,45613.0,45613000.0,STATE BANK FINANCIAL,2025-09-30
2631172,46806.0,46806000.0,STATE BANK FINANCIAL,2025-12-31
2631172,47051.0,47051000.0,STATE BANK FINANCIAL,2026-03-31
2631846,83664.0,83664000.0,NORTH AMERICAN BANKING COMPANY,2025-06-30
2631846,92600.0,92600000.0,NORTH AMERICAN BANKING COMPANY,2025-09-30
2631846,97514.0,97514000.0,NORTH AMERICAN BANKING COMPANY,2025-12-31
2631846,94689.0,94689000.0,NORTH AMERICAN BANKING COMPANY,2026-03-31
263243,40799.0,40799000.0,"FIRST KENTUCKY BANK, INC.",2025-06-30
263243,43071.0,43071000.0,"FIRST KENTUCKY BANK, INC.",2025-09-30
263243,44300.0,44300000.0,"FIRST KENTUCKY BANK, INC.",2025-12-31
263243,44303.0,44303000.0,"FIRST KENTUCKY BANK, INC.",2026-03-31
2634191,3541761.0,3541761000.0,GLACIER BANK,2025-06-30
2634191,3605942.0,3605942000.0,GLACIER BANK,2025-09-30
2634191,4199764.0,4199764000.0,GLACIER BANK,2025-12-31
2634191,4261906.0,4261906000.0,GLACIER BANK,2026-03-31
2634351,531667.0,531667000.0,"MACATAWA BANK, NATIONAL ASSOCIATION",2025-06-30
2634351,546796.0,546796000.0,"MACATAWA BANK, NATIONAL ASSOCIATION",2025-09-30
2634351,562996.0,562996000.0,"MACATAWA BANK, NATIONAL ASSOCIATION",2025-12-31
2634351,558174.0,558174000.0,"MACATAWA BANK, NATIONAL ASSOCIATION",2026-03-31
263627,17971.0,17971000.0,"FIRST NATIONAL BANK OF WAVERLY, THE",2025-06-30
263627,18192.0,18192000.0,"FIRST NATIONAL BANK OF WAVERLY, THE",2025-09-30
263627,18246.0,18246000.0,"FIRST NATIONAL BANK OF WAVERLY, THE",2025-12-31
263627,18396.0,18396000.0,"FIRST NATIONAL BANK OF WAVERLY, THE",2026-03-31
2641827,7522.0,7522000.0,"NEW COVENANT TRUST COMPANY, NATIONAL ASSOCIATION",2025-06-30
2641827,7775.0,7775000.0,"NEW COVENANT TRUST COMPANY, NATIONAL ASSOCIATION",2025-09-30
2641827,8101.0,8101000.0,"NEW COVENANT TRUST COMPANY, NATIONAL ASSOCIATION",2025-12-31
2641827,8285.0,8285000.0,"NEW COVENANT TRUST COMPANY, NATIONAL ASSOCIATION",2026-03-31
2642598,47983.0,47983000.0,COMMUNITY FIRST BANK,2025-06-30
2643595,32523.0,32523000.0,PACIFIC CREST SAVINGS BANK,2025-06-30
2643595,33902.0,33902000.0,PACIFIC CREST BANK,2025-09-30
2643595,32611.0,32611000.0,PACIFIC CREST BANK,2025-12-31
2643595,32515.0,32515000.0,PACIFIC CREST BANK,2026-03-31
264455,74642.0,74642000.0,FIRST STATE BANK,2025-06-30
264455,78808.0,78808000.0,FIRST STATE BANK,2025-09-30
264455,80921.0,80921000.0,FIRST STATE BANK,2025-12-31
264455,83418.0,83418000.0,FIRST STATE BANK,2026-03-31
264772,1204588.0,1204588000.0,"LENDINGCLUB BANK, NATIONAL ASSOCIATION",2025-06-30
264772,1254986.0,1254986000.0,"LENDINGCLUB BANK, NATIONAL ASSOCIATION",2025-09-30
264772,1305655.0,1305655000.0,"LENDINGCLUB BANK, NATIONAL ASSOCIATION",2025-12-31
264772,1362131.0,1362131000.0,"LENDINGCLUB BANK, NATIONAL ASSOCIATION",2026-03-31
2649177,73431.0,73431000.0,"PITNEY BOWES BANK INC., THE",2025-06-30
2649177,75831.0,75831000.0,"PITNEY BOWES BANK INC., THE",2025-09-30
2649177,78219.0,78219000.0,"PITNEY BOWES BANK INC., THE",2025-12-31
2649177,77915.0,77915000.0,"PITNEY BOWES BANK INC., THE",2026-03-31
2651899,10701.0,10701000.0,CEDAR HILL NATIONAL BANK,2025-06-30
2651899,10930.0,10930000.0,CEDAR HILL NATIONAL BANK,2025-09-30
2651899,11154.0,11154000.0,CEDAR HILL NATIONAL BANK,2025-12-31
2651899,11444.0,11444000.0,CEDAR HILL NATIONAL BANK,2026-03-31
2652092,1198338.0,1198338000.0,EAGLEBANK,2025-06-30
2652092,1138543.0,1138543000.0,EAGLEBANK,2025-09-30
2652092,1149492.0,1149492000.0,EAGLEBANK,2025-12-31
2652092,1165171.0,1165171000.0,EAGLEBANK,2026-03-31
265340,25947.0,25947000.0,"FARMERS BANK OF MILTON, THE",2025-06-30
265340,27960.0,27960000.0,"FARMERS BANK OF MILTON, THE",2025-09-30
265340,29395.0,29395000.0,"FARMERS BANK OF MILTON, THE",2025-12-31
265340,28528.0,28528000.0,"FARMERS BANK OF MILTON, THE",2026-03-31
265407,301653.0,301653000.0,BANK OF NEW HAMPSHIRE,2025-06-30
265407,310549.0,310549000.0,BANK OF NEW HAMPSHIRE,2025-09-30
265407,318554.0,318554000.0,BANK OF NEW HAMPSHIRE,2025-12-31
265407,322368.0,322368000.0,BANK OF NEW HAMPSHIRE,2026-03-31
265452,13307.0,13307000.0,"STOCKGROWERS STATE BANK, THE",2025-06-30
265452,14077.0,14077000.0,"STOCKGROWERS STATE BANK, THE",2025-09-30
265452,14784.0,14784000.0,"STOCKGROWERS STATE BANK, THE",2025-12-31
265452,15267.0,15267000.0,"STOCKGROWERS STATE BANK, THE",2026-03-31
2654911,435366.0,435366000.0,PRINCIPAL BANK,2025-06-30
2654911,460405.0,460405000.0,PRINCIPAL BANK,2025-09-30
2654911,491065.0,491065000.0,PRINCIPAL BANK,2025-12-31
2654911,482656.0,482656000.0,PRINCIPAL BANK,2026-03-31
265676,16047.0,16047000.0,CENTRAL BANK,2025-06-30
265676,16653.0,16653000.0,CENTRAL BANK,2025-09-30
265676,16963.0,16963000.0,CENTRAL BANK,2025-12-31
265676,17269.0,17269000.0,CENTRAL BANK,2026-03-31
2661861,108122.0,108122000.0,PEOPLE'S BANK OF COMMERCE,2025-06-30
2661861,111170.0,111170000.0,PEOPLE'S BANK OF COMMERCE,2025-09-30
2661861,112705.0,112705000.0,PEOPLE'S BANK OF COMMERCE,2025-12-31
2661861,113233.0,113233000.0,PEOPLE'S BANK OF COMMERCE,2026-03-31
266244,20113.0,20113000.0,STATE BANK,2025-06-30
266244,22132.0,22132000.0,STATE BANK,2025-09-30
266244,21863.0,21863000.0,STATE BANK,2025-12-31
266244,22255.0,22255000.0,STATE BANK,2026-03-31
266253,15072.0,15072000.0,ACB BANK,2025-06-30
266253,16160.0,16160000.0,ACB BANK,2025-09-30
266253,16351.0,16351000.0,ACB BANK,2025-12-31
266253,16910.0,16910000.0,ACB BANK,2026-03-31
2666400,186595.0,186595000.0,INDEPENDENT BANK,2025-06-30
2666400,187133.0,187133000.0,INDEPENDENT BANK,2025-09-30
2666400,192776.0,192776000.0,INDEPENDENT BANK,2025-12-31
2666400,189160.0,189160000.0,INDEPENDENT BANK,2026-03-31
266655,13415.0,13415000.0,FIRST BANK AND TRUST OF FULLERTON,2025-06-30
266655,13942.0,13942000.0,FIRST BANK AND TRUST OF FULLERTON,2025-09-30
266655,14032.0,14032000.0,FIRST BANK AND TRUST OF FULLERTON,2025-12-31
266655,14150.0,14150000.0,FIRST BANK AND TRUST OF FULLERTON,2026-03-31
2667920,174285.0,174285000.0,U.S. BANK TRUST NATIONAL ASSOCIATION SD,2025-06-30
2667920,178806.0,178806000.0,U.S. BANK TRUST NATIONAL ASSOCIATION SD,2025-09-30
2667920,183377.0,183377000.0,U.S. BANK TRUST NATIONAL ASSOCIATION SD,2025-12-31
2667920,187118.0,187118000.0,U.S. BANK TRUST NATIONAL ASSOCIATION SD,2026-03-31
2667939,65063.0,65063000.0,FARMERS & MERCHANTS BANK OF COLBY,2025-06-30
2667939,68387.0,68387000.0,FARMERS & MERCHANTS BANK OF COLBY,2025-09-30
2667939,68924.0,68924000.0,FARMERS & MERCHANTS BANK OF COLBY,2025-12-31
2667939,70735.0,70735000.0,FARMERS & MERCHANTS BANK OF COLBY,2026-03-31
2667957,87656.0,87656000.0,NEBRASKALAND BANK,2025-06-30
2667957,89180.0,89180000.0,NEBRASKALAND BANK,2025-09-30
2667957,87624.0,87624000.0,NEBRASKALAND BANK,2025-12-31
2667957,88719.0,88719000.0,NEBRASKALAND BANK,2026-03-31
266851,36022.0,36022000.0,FARMERS AND MERCHANTS BANK OF ST. CLAIR,2025-06-30
266851,37409.0,37409000.0,FARMERS AND MERCHANTS BANK OF ST. CLAIR,2025-09-30
266851,38611.0,38611000.0,FARMERS AND MERCHANTS BANK OF ST. CLAIR,2025-12-31
266851,39085.0,39085000.0,FARMERS AND MERCHANTS BANK OF ST. CLAIR,2026-03-31
2668598,48399.0,48399000.0,PORTAGE COMMUNITY BANK,2025-06-30
2668598,51679.0,51679000.0,PORTAGE COMMUNITY BANK,2025-09-30
2668598,53091.0,53091000.0,PORTAGE COMMUNITY BANK,2025-12-31
2668598,54618.0,54618000.0,PORTAGE COMMUNITY BANK,2026-03-31
266945,90528.0,90528000.0,MONTICELLO BANKING COMPANY,2025-06-30
266945,90553.0,90553000.0,MONTICELLO BANKING COMPANY,2025-09-30
266945,95311.0,95311000.0,MONTICELLO BANKING COMPANY,2025-12-31
266945,97823.0,97823000.0,MONTICELLO BANKING COMPANY,2026-03-31
26765,393934.0,393934000.0,VANTAGE BANK TEXAS,2025-06-30
26765,408463.0,408463000.0,VANTAGE BANK TEXAS,2025-09-30
26765,426357.0,426357000.0,VANTAGE BANK TEXAS,2025-12-31
26765,434653.0,434653000.0,VANTAGE BANK TEXAS,2026-03-31
267652,7132.0,7132000.0,SECURITY STATE BANK OF AITKIN,2025-06-30
267652,6066.0,6066000.0,SECURITY STATE BANK OF AITKIN,2025-09-30
267652,6626.0,6626000.0,SECURITY STATE BANK OF AITKIN,2025-12-31
267652,6170.0,6170000.0,SECURITY STATE BANK OF AITKIN,2026-03-31
268006,235044.0,235044000.0,MASCOMA BANK,2025-06-30
268006,245656.0,245656000.0,MASCOMA BANK,2025-09-30
268006,251763.0,251763000.0,MASCOMA BANK,2025-12-31
268006,254057.0,254057000.0,MASCOMA BANK,2026-03-31
268136,44107.0,44107000.0,"CITIZENS BANK OF SWAINSBORO, THE",2025-06-30
268136,46646.0,46646000.0,"CITIZENS BANK OF SWAINSBORO, THE",2025-09-30
268136,48765.0,48765000.0,"CITIZENS BANK OF SWAINSBORO, THE",2025-12-31
268136,48900.0,48900000.0,"CITIZENS BANK OF SWAINSBORO, THE",2026-03-31
2684552,36592.0,36592000.0,AMERICAN BANK OF OKLAHOMA,2025-06-30
2684552,35281.0,35281000.0,AMERICAN BANK OF OKLAHOMA,2025-09-30
2684552,49150.0,49150000.0,AMERICAN BANK OF OKLAHOMA,2025-12-31
2686211,158706.0,158706000.0,CROWN BANK,2025-06-30
2686211,162629.0,162629000.0,CROWN BANK,2025-09-30
2686211,163184.0,163184000.0,CROWN BANK,2025-12-31
2686211,162769.0,162769000.0,CROWN BANK,2026-03-31
268677,51691.0,51691000.0,CARVER FEDERAL SAVINGS BANK,2025-06-30
268677,50655.0,50655000.0,CARVER FEDERAL SAVINGS BANK,2025-09-30
268677,49798.0,49798000.0,CARVER FEDERAL SAVINGS BANK,2025-12-31
268677,48516.0,48516000.0,CARVER FEDERAL SAVINGS BANK,2026-03-31
2687133,27995.0,27995000.0,PREMIER BANK,2025-06-30
2687133,28757.0,28757000.0,PREMIER BANK,2025-09-30
2687133,29554.0,29554000.0,PREMIER BANK,2025-12-31
2687133,29524.0,29524000.0,PREMIER BANK,2026-03-31
2687487,77486.0,77486000.0,"TCM BANK, NATIONAL ASSOCIATION",2025-06-30
2687487,77581.0,77581000.0,"TCM BANK, NATIONAL ASSOCIATION",2025-09-30
2687487,76617.0,76617000.0,"TCM BANK, NATIONAL ASSOCIATION",2025-12-31
2687487,75426.0,75426000.0,"TCM BANK, NATIONAL ASSOCIATION",2026-03-31
268828,61123.0,61123000.0,LEGACY BANK,2025-06-30
268828,63794.0,63794000.0,LEGACY BANK,2025-09-30
268828,62953.0,62953000.0,LEGACY BANK,2025-12-31
268828,63850.0,63850000.0,LEGACY BANK,2026-03-31
268976,104873.0,104873000.0,WINCHESTER CO-OPERATIVE BANK,2025-06-30
268976,105896.0,105896000.0,WINCHESTER CO-OPERATIVE BANK,2025-09-30
268976,107128.0,107128000.0,WINCHESTER CO-OPERATIVE BANK,2025-12-31
268976,108575.0,108575000.0,WINCHESTER CO-OPERATIVE BANK,2026-03-31
269049,89510.0,89510000.0,VISIONBANK OF IOWA,2025-06-30
269049,89124.0,89124000.0,VISIONBANK OF IOWA,2025-09-30
269049,91103.0,91103000.0,VISIONBANK OF IOWA,2025-12-31
269049,92477.0,92477000.0,VISIONBANK OF IOWA,2026-03-31
269058,26159.0,26159000.0,LAKE CENTRAL BANK,2025-06-30
269058,28756.0,28756000.0,LAKE CENTRAL BANK,2025-09-30
269058,30689.0,30689000.0,LAKE CENTRAL BANK,2025-12-31
269058,29104.0,29104000.0,LAKE CENTRAL BANK,2026-03-31
2693264,428439.0,428439000.0,"TOWN BANK, NATIONAL ASSOCIATION",2025-06-30
2693264,449616.0,449616000.0,"TOWN BANK, NATIONAL ASSOCIATION",2025-09-30
2693264,465492.0,465492000.0,"TOWN BANK, NATIONAL ASSOCIATION",2025-12-31
2693264,469431.0,469431000.0,"TOWN BANK, NATIONAL ASSOCIATION",2026-03-31
2694681,371040.0,371040000.0,AMERICAN FIRST NATIONAL BANK,2025-06-30
2694681,385703.0,385703000.0,AMERICAN FIRST NATIONAL BANK,2025-09-30
2694681,380970.0,380970000.0,AMERICAN FIRST NATIONAL BANK,2025-12-31
2694681,397699.0,397699000.0,AMERICAN FIRST NATIONAL BANK,2026-03-31
269571,11764.0,11764000.0,ARMSTRONG COUNTY BUILDING AND LOAN ASSOCIATION,2025-06-30
269571,11824.0,11824000.0,ARMSTRONG COUNTY BUILDING AND LOAN ASSOCIATION,2025-09-30
269571,11823.0,11823000.0,ARMSTRONG COUNTY BUILDING AND LOAN ASSOCIATION,2025-12-31
269571,11855.0,11855000.0,ARMSTRONG COUNTY BUILDING AND LOAN ASSOCIATION,2026-03-31
2696180,12182.0,12182000.0,FIRST COMMUNITY BANK OF HILLSBORO,2025-06-30
2696180,13245.0,13245000.0,FIRST COMMUNITY BANK OF HILLSBORO,2025-09-30
2696180,13870.0,13870000.0,FIRST COMMUNITY BANK OF HILLSBORO,2025-12-31
2696180,14188.0,14188000.0,FIRST COMMUNITY BANK OF HILLSBORO,2026-03-31
269759,7458.0,7458000.0,FARMERS AND MERCHANTS STATE BANK OF APPLETON,2025-06-30
269759,7780.0,7780000.0,FARMERS AND MERCHANTS STATE BANK OF APPLETON,2025-09-30
269759,8205.0,8205000.0,FARMERS AND MERCHANTS STATE BANK OF APPLETON,2025-12-31
269759,7697.0,7697000.0,FARMERS AND MERCHANTS STATE BANK OF APPLETON,2026-03-31
2697963,207269.0,207269000.0,"CITY FIRST BANK, NATIONAL ASSOCIATION",2025-06-30
2697963,185164.0,185164000.0,"CITY FIRST BANK, NATIONAL ASSOCIATION",2025-09-30
2697963,187152.0,187152000.0,"CITY FIRST BANK, NATIONAL ASSOCIATION",2025-12-31
2697963,187705.0,187705000.0,"CITY FIRST BANK, NATIONAL ASSOCIATION",2026-03-31
2700984,712764.0,712764000.0,WEX BANK,2025-06-30
2700984,752824.0,752824000.0,WEX BANK,2025-09-30
2700984,766567.0,766567000.0,WEX BANK,2025-12-31
2700984,751287.0,751287000.0,WEX BANK,2026-03-31
270148,16951.0,16951000.0,STATE BANK OF WHITTINGTON,2025-06-30
270148,17168.0,17168000.0,STATE BANK OF WHITTINGTON,2025-09-30
270148,18407.0,18407000.0,STATE BANK OF WHITTINGTON,2025-12-31
270148,18342.0,18342000.0,STATE BANK OF WHITTINGTON,2026-03-31
2702764,12765.0,12765000.0,COMMUNITY BANK OF OELWEIN,2025-06-30
2702764,13329.0,13329000.0,COMMUNITY BANK OF OELWEIN,2025-09-30
2702764,13074.0,13074000.0,COMMUNITY BANK OF OELWEIN,2025-12-31
2702764,13369.0,13369000.0,COMMUNITY BANK OF OELWEIN,2026-03-31
270353,2893.0,2893000.0,ARLINGTON STATE BANK,2025-06-30
270353,3268.0,3268000.0,ARLINGTON STATE BANK,2025-09-30
270353,3641.0,3641000.0,ARLINGTON STATE BANK,2025-12-31
270353,3266.0,3266000.0,ARLINGTON STATE BANK,2026-03-31
270504,118181.0,118181000.0,COMMUNITY NATIONAL BANK,2025-06-30
270504,123399.0,123399000.0,COMMUNITY NATIONAL BANK,2025-09-30
270504,125522.0,125522000.0,COMMUNITY NATIONAL BANK,2025-12-31
270504,128868.0,128868000.0,COMMUNITY NATIONAL BANK,2026-03-31
2705112,21246.0,21246000.0,CHARTER BANK,2025-06-30
2705112,22379.0,22379000.0,CHARTER BANK,2025-09-30
2705112,22249.0,22249000.0,CHARTER BANK,2025-12-31
2705112,22585.0,22585000.0,CHARTER BANK,2026-03-31
270531,23735.0,23735000.0,BRICKYARD BANK,2025-06-30
270531,24604.0,24604000.0,BRICKYARD BANK,2025-09-30
270531,24971.0,24971000.0,BRICKYARD BANK,2025-12-31
270531,25473.0,25473000.0,BRICKYARD BANK,2026-03-31
2705895,727710.0,727710000.0,METROPOLITAN COMMERCIAL BANK,2025-06-30
2705895,719561.0,719561000.0,METROPOLITAN COMMERCIAL BANK,2025-09-30
2705895,726723.0,726723000.0,METROPOLITAN COMMERCIAL BANK,2025-12-31
2705895,946437.0,946437000.0,METROPOLITAN COMMERCIAL BANK,2026-03-31
270652,6736.0,6736000.0,SECURITY STATE BANK,2025-06-30
270652,7545.0,7545000.0,SECURITY STATE BANK,2025-09-30
270652,7338.0,7338000.0,SECURITY STATE BANK,2025-12-31
270652,7482.0,7482000.0,SECURITY STATE BANK,2026-03-31
27070,127460.0,127460000.0,PREVAIL BANK,2025-06-30
27070,131279.0,131279000.0,PREVAIL BANK,2025-09-30
27070,134446.0,134446000.0,PREVAIL BANK,2025-12-31
27070,133498.0,133498000.0,PREVAIL BANK,2026-03-31
2708122,171945.0,171945000.0,VIRGINIA NATIONAL BANK,2025-06-30
2708122,178142.0,178142000.0,VIRGINIA NATIONAL BANK,2025-09-30
2708122,184821.0,184821000.0,VIRGINIA NATIONAL BANK,2025-12-31
2708122,186827.0,186827000.0,VIRGINIA NATIONAL BANK,2026-03-31
271136,11222.0,11222000.0,BANK OF LOUISIANA,2025-06-30
271136,11218.0,11218000.0,BANK OF LOUISIANA,2025-09-30
271136,11179.0,11179000.0,BANK OF LOUISIANA,2025-12-31
271136,11179.0,11179000.0,BANK OF LOUISIANA,2026-03-31
271275,29569.0,29569000.0,DEAN CO-OPERATIVE BANK,2025-06-30
271275,31719.0,31719000.0,DEAN CO-OPERATIVE BANK,2025-09-30
271275,32684.0,32684000.0,DEAN CO-OPERATIVE BANK,2025-12-31
271275,32613.0,32613000.0,DEAN CO-OPERATIVE BANK,2026-03-31
271341,8668.0,8668000.0,PEOPLES BANK MT WASHINGTON,2025-06-30
271341,9466.0,9466000.0,PEOPLES BANK MT WASHINGTON,2025-09-30
271341,9669.0,9669000.0,PEOPLES BANK MT WASHINGTON,2025-12-31
271341,9620.0,9620000.0,PEOPLES BANK MT WASHINGTON,2026-03-31
2713920,66259.0,66259000.0,STIFEL TRUST COMPANY NATIONAL ASSOCIATION,2025-06-30
2713920,72162.0,72162000.0,STIFEL TRUST COMPANY NATIONAL ASSOCIATION,2025-09-30
2713920,68505.0,68505000.0,STIFEL TRUST COMPANY NATIONAL ASSOCIATION,2025-12-31
2713920,66234.0,66234000.0,STIFEL TRUST COMPANY NATIONAL ASSOCIATION,2026-03-31
271529,38005.0,38005000.0,COUNTYBANK,2025-06-30
271529,43920.0,43920000.0,COUNTYBANK,2025-09-30
271529,47253.0,47253000.0,COUNTYBANK,2025-12-31
271529,46206.0,46206000.0,COUNTYBANK,2026-03-31
2716088,113942.0,113942000.0,RESOURCE BANK,2025-06-30
2716088,112471.0,112471000.0,RESOURCE BANK,2025-09-30
2716088,115042.0,115042000.0,RESOURCE BANK,2025-12-31
2716088,118381.0,118381000.0,RESOURCE BANK,2026-03-31
2718596,29938.0,29938000.0,FIRST TRUST BANK OF ILLINOIS,2025-06-30
2718596,33507.0,33507000.0,FIRST TRUST BANK OF ILLINOIS,2025-09-30
2718596,34717.0,34717000.0,FIRST TRUST BANK OF ILLINOIS,2025-12-31
2718596,34989.0,34989000.0,FIRST TRUST BANK OF ILLINOIS,2026-03-31
2719810,129726.0,129726000.0,"WINTRUST PRIVATE TRUST COMPANY, NATIONAL ASSOCIATION",2025-06-30
2719810,131492.0,131492000.0,"WINTRUST PRIVATE TRUST COMPANY, NATIONAL ASSOCIATION",2025-09-30
2719810,133389.0,133389000.0,"WINTRUST PRIVATE TRUST COMPANY, NATIONAL ASSOCIATION",2025-12-31
2719810,134988.0,134988000.0,"WINTRUST PRIVATE TRUST COMPANY, NATIONAL ASSOCIATION",2026-03-31
272030,18165.0,18165000.0,"PEOPLES BANK OF GEORGIA, THE",2025-06-30
272030,19202.0,19202000.0,"PEOPLES BANK OF GEORGIA, THE",2025-09-30
272030,20167.0,20167000.0,"PEOPLES BANK OF GEORGIA, THE",2025-12-31
272030,21576.0,21576000.0,"PEOPLES BANK OF GEORGIA, THE",2026-03-31
272058,4531.0,4531000.0,STATE BANK OF BELLINGHAM,2025-06-30
272058,4896.0,4896000.0,STATE BANK OF BELLINGHAM,2025-09-30
272058,5077.0,5077000.0,STATE BANK OF BELLINGHAM,2025-12-31
272058,5078.0,5078000.0,STATE BANK OF BELLINGHAM,2026-03-31
272151,5715.0,5715000.0,"GRANGER NATIONAL BANK, THE",2025-06-30
272151,5895.0,5895000.0,"GRANGER NATIONAL BANK, THE",2025-09-30
272151,5817.0,5817000.0,"GRANGER NATIONAL BANK, THE",2025-12-31
272151,5617.0,5617000.0,"GRANGER NATIONAL BANK, THE",2026-03-31
272272,498348.0,498348000.0,SOUTHERN BANK,2025-06-30
272272,513169.0,513169000.0,SOUTHERN BANK,2025-09-30
272272,527168.0,527168000.0,SOUTHERN BANK,2025-12-31
272272,531559.0,531559000.0,SOUTHERN BANK,2026-03-31
272302,635270.0,635270000.0,INSTITUTION FOR SAVINGS IN NEWBURYPORT AND ITS VICINITY,2025-06-30
272302,660250.0,660250000.0,INSTITUTION FOR SAVINGS IN NEWBURYPORT AND ITS VICINITY,2025-09-30
272302,668188.0,668188000.0,INSTITUTION FOR SAVINGS IN NEWBURYPORT AND ITS VICINITY,2025-12-31
272302,668148.0,668148000.0,INSTITUTION FOR SAVINGS IN NEWBURYPORT AND ITS VICINITY,2026-03-31
2723376,15965.0,15965000.0,CLEARPOINT FEDERAL BANK & TRUST,2025-06-30
2723376,18697.0,18697000.0,CLEARPOINT FEDERAL BANK & TRUST,2025-09-30
2723376,20141.0,20141000.0,CLEARPOINT FEDERAL BANK & TRUST,2025-12-31
2723376,18765.0,18765000.0,CLEARPOINT FEDERAL BANK & TRUST,2026-03-31
2724766,7903.0,7903000.0,COMMUNITY BANK OF MEMPHIS,2025-06-30
2724766,8180.0,8180000.0,COMMUNITY BANK OF MEMPHIS,2025-09-30
2724766,8456.0,8456000.0,COMMUNITY BANK OF MEMPHIS,2025-12-31
2724766,8291.0,8291000.0,COMMUNITY BANK OF MEMPHIS,2026-03-31
2726050,12580.0,12580000.0,FIRST CENTRAL BANK MCCOOK,2025-06-30
2726050,12766.0,12766000.0,FIRST CENTRAL BANK MCCOOK,2025-09-30
2726050,13527.0,13527000.0,FIRST CENTRAL BANK MCCOOK,2025-12-31
2726050,13740.0,13740000.0,FIRST CENTRAL BANK MCCOOK,2026-03-31
2729677,62260.0,62260000.0,"NATIONWIDE TRUST COMPANY, FSB",2025-06-30
2729677,64129.0,64129000.0,"NATIONWIDE TRUST COMPANY, FSB",2025-09-30
2729677,64093.0,64093000.0,"NATIONWIDE TRUST COMPANY, FSB",2025-12-31
2729677,64303.0,64303000.0,"NATIONWIDE TRUST COMPANY, FSB",2026-03-31
2730431,39143.0,39143000.0,ENTERPRISE BANK,2025-06-30
2730431,40078.0,40078000.0,ENTERPRISE BANK,2025-09-30
2730431,40659.0,40659000.0,ENTERPRISE BANK,2025-12-31
2730431,41292.0,41292000.0,ENTERPRISE BANK,2026-03-31
2732,120251.0,120251000.0,"ALBANY BANK & TRUST CO., NATIONAL ASSOCIATION",2025-06-30
2732,121322.0,121322000.0,"ALBANY BANK & TRUST CO., NATIONAL ASSOCIATION",2025-09-30
2732,122587.0,122587000.0,"ALBANY BANK & TRUST CO., NATIONAL ASSOCIATION",2025-12-31
2732,123448.0,123448000.0,"ALBANY BANK & TRUST CO., NATIONAL ASSOCIATION",2026-03-31
2732565,32360.0,32360000.0,PEOPLES SAVINGS BANK,2025-06-30
2732565,36999.0,36999000.0,PEOPLES SAVINGS BANK,2025-09-30
2732565,40228.0,40228000.0,PEOPLES SAVINGS BANK,2025-12-31
2732565,39487.0,39487000.0,PEOPLES SAVINGS BANK,2026-03-31
2733263,36151.0,36151000.0,"AMERICAN BANK AND TRUST COMPANY, NATIONAL ASSOCIATION",2025-06-30
2733263,34913.0,34913000.0,"AMERICAN BANK AND TRUST COMPANY, NATIONAL ASSOCIATION",2025-09-30
2733263,37621.0,37621000.0,"AMERICAN BANK AND TRUST COMPANY, NATIONAL ASSOCIATION",2025-12-31
2733263,39055.0,39055000.0,"AMERICAN BANK AND TRUST COMPANY, NATIONAL ASSOCIATION",2026-03-31
