rssd_id,total_equity_capital,total_equity_capital_usd,bank_name,quarter_end
1000052,71567.0,71567000.0,WASHINGTON COUNTY BANK,2025-06-30
1000052,74497.0,74497000.0,WASHINGTON COUNTY BANK,2025-09-30
1000052,77555.0,77555000.0,WASHINGTON COUNTY BANK,2025-12-31
1000052,79707.0,79707000.0,WASHINGTON COUNTY BANK,2026-03-31
1000276,55017.0,55017000.0,PITTSFIELD CO-OPERATIVE BANK,2025-06-30
1000276,55600.0,55600000.0,PITTSFIELD CO-OPERATIVE BANK,2025-09-30
1000276,55344.0,55344000.0,PITTSFIELD CO-OPERATIVE BANK,2025-12-31
1000276,55258.0,55258000.0,PITTSFIELD CO-OPERATIVE BANK,2026-03-31
1000641,85546.0,85546000.0,CITIZENS STATE BANK OF NEW CASTLE,2025-06-30
1000641,87961.0,87961000.0,CITIZENS STATE BANK OF NEW CASTLE,2025-09-30
1000641,89652.0,89652000.0,CITIZENS STATE BANK OF NEW CASTLE,2025-12-31
1000641,91237.0,91237000.0,CITIZENS STATE BANK OF NEW CASTLE,2026-03-31
1000856,5878.0,5878000.0,"BAXTER STATE BANK, THE",2025-06-30
1000856,5322.0,5322000.0,"BAXTER STATE BANK, THE",2025-09-30
1000856,4848.0,4848000.0,"BAXTER STATE BANK, THE",2025-12-31
1000856,4881.0,4881000.0,"BAXTER STATE BANK, THE",2026-03-31
1000959,29257.0,29257000.0,EAGLE BANK,2025-06-30
1000959,30045.0,30045000.0,EAGLE BANK,2025-09-30
1000959,31107.0,31107000.0,EAGLE BANK,2025-12-31
1000959,31416.0,31416000.0,EAGLE BANK,2026-03-31
1001059,115253.0,115253000.0,SECURITY BANK & TRUST COMPANY,2025-06-30
1001059,114929.0,114929000.0,SECURITY BANK & TRUST COMPANY,2025-09-30
1001059,122644.0,122644000.0,SECURITY BANK & TRUST COMPANY,2025-12-31
1001059,124004.0,124004000.0,SECURITY BANK & TRUST COMPANY,2026-03-31
1001152,1816884.0,1816884000.0,INTERNATIONAL BANK OF COMMERCE,2025-06-30
1001152,1889845.0,1889845000.0,INTERNATIONAL BANK OF COMMERCE,2025-09-30
1001152,1971227.0,1971227000.0,INTERNATIONAL BANK OF COMMERCE,2025-12-31
1001152,2031659.0,2031659000.0,INTERNATIONAL BANK OF COMMERCE,2026-03-31
1001639,395696.0,395696000.0,PARKWAY BANK AND TRUST COMPANY,2025-06-30
1001639,402999.0,402999000.0,PARKWAY BANK AND TRUST COMPANY,2025-09-30
1001639,411686.0,411686000.0,PARKWAY BANK AND TRUST COMPANY,2025-12-31
1001639,418334.0,418334000.0,PARKWAY BANK AND TRUST COMPANY,2026-03-31
1001648,287612.0,287612000.0,CARROLLTON BANK,2025-06-30
1001648,290056.0,290056000.0,CARROLLTON BANK,2025-09-30
1001648,292610.0,292610000.0,CARROLLTON BANK,2025-12-31
1001648,292110.0,292110000.0,CARROLLTON BANK,2026-03-31
1001853,43949.0,43949000.0,CITIZENS BANK,2025-06-30
1001853,45028.0,45028000.0,CITIZENS BANK,2025-09-30
1001853,45920.0,45920000.0,CITIZENS BANK,2025-12-31
1001853,46777.0,46777000.0,CITIZENS BANK,2026-03-31
100236,50819.0,50819000.0,SUNMARK COMMUNITY BANK,2025-06-30
100236,52581.0,52581000.0,SUNMARK COMMUNITY BANK,2025-09-30
100236,47600.0,47600000.0,SUNMARK COMMUNITY BANK,2025-12-31
100236,79827.0,79827000.0,SUNMARK COMMUNITY BANK,2026-03-31
1002373,75844.0,75844000.0,SAVERS CO-OPERATIVE BANK,2025-06-30
1002373,79739.0,79739000.0,SAVERS CO-OPERATIVE BANK,2025-09-30
1002373,79341.0,79341000.0,SAVERS CO-OPERATIVE BANK,2025-12-31
1002373,79937.0,79937000.0,SAVERS CO-OPERATIVE BANK,2026-03-31
1002458,11442.0,11442000.0,SICILY ISLAND STATE BANK,2025-06-30
1002458,12037.0,12037000.0,SICILY ISLAND STATE BANK,2025-09-30
1002458,11332.0,11332000.0,SICILY ISLAND STATE BANK,2025-12-31
1002458,11612.0,11612000.0,SICILY ISLAND STATE BANK,2026-03-31
1002878,1643629.0,1643629000.0,NORTHWEST BANK,2025-06-30
1002878,1894417.0,1894417000.0,NORTHWEST BANK,2025-09-30
1002878,1962200.0,1962200000.0,NORTHWEST BANK,2025-12-31
1002878,1975369.0,1975369000.0,NORTHWEST BANK,2026-03-31
1002953,15853.0,15853000.0,AMERICAN BANK OF BAXTER SPRINGS,2025-06-30
1002953,16826.0,16826000.0,AMERICAN BANK OF BAXTER SPRINGS,2025-09-30
1002953,17235.0,17235000.0,AMERICAN BANK OF BAXTER SPRINGS,2025-12-31
1002953,16759.0,16759000.0,AMERICAN BANK OF BAXTER SPRINGS,2026-03-31
1003455,14024.0,14024000.0,ASTRA BANK,2025-06-30
1003455,17280.0,17280000.0,ASTRA BANK,2025-09-30
1003455,19391.0,19391000.0,ASTRA BANK,2025-12-31
1003455,18896.0,18896000.0,ASTRA BANK,2026-03-31
1003558,20673.0,20673000.0,GRAND RAPIDS STATE BANK,2025-06-30
1003558,22041.0,22041000.0,GRAND RAPIDS STATE BANK,2025-09-30
1003558,22713.0,22713000.0,GRAND RAPIDS STATE BANK,2025-12-31
1003558,22832.0,22832000.0,GRAND RAPIDS STATE BANK,2026-03-31
100357,105136.0,105136000.0,"LEGEND BANK, N. A.",2025-06-30
100357,113963.0,113963000.0,"LEGEND BANK, N. A.",2025-09-30
100357,115206.0,115206000.0,"LEGEND BANK, N. A.",2025-12-31
100357,119423.0,119423000.0,"LEGEND BANK, N. A.",2026-03-31
1003839,78265.0,78265000.0,M C BANK & TRUST COMPANY,2025-06-30
1003839,79845.0,79845000.0,M C BANK & TRUST COMPANY,2025-09-30
1003839,80513.0,80513000.0,M C BANK & TRUST COMPANY,2025-12-31
1003839,80878.0,80878000.0,M C BANK & TRUST COMPANY,2026-03-31
1003950,18366.0,18366000.0,TBO BANK,2025-06-30
1003950,21277.0,21277000.0,TBO BANK,2025-09-30
1003950,22002.0,22002000.0,TBO BANK,2025-12-31
1003950,22197.0,22197000.0,TBO BANK,2026-03-31
1004256,5446.0,5446000.0,BUTTE STATE BANK,2025-06-30
1004256,5528.0,5528000.0,BUTTE STATE BANK,2025-09-30
1004256,5844.0,5844000.0,BUTTE STATE BANK,2025-12-31
1004256,5275.0,5275000.0,BUTTE STATE BANK,2026-03-31
1004470,179080.0,179080000.0,BANKHOMETOWN,2025-06-30
1004470,184218.0,184218000.0,BANKHOMETOWN,2025-09-30
1004470,186570.0,186570000.0,BANKHOMETOWN,2025-12-31
1004470,189812.0,189812000.0,BANKHOMETOWN,2026-03-31
1005075,77630.0,77630000.0,DEARBORN FEDERAL SAVINGS BANK,2025-06-30
1005075,77443.0,77443000.0,DEARBORN FEDERAL SAVINGS BANK,2025-09-30
1005075,77137.0,77137000.0,DEARBORN FEDERAL SAVINGS BANK,2025-12-31
1005075,77126.0,77126000.0,DEARBORN FEDERAL SAVINGS BANK,2026-03-31
1005552,21394.0,21394000.0,"VALLEY STATE BANK, THE",2025-06-30
1005552,22808.0,22808000.0,"VALLEY STATE BANK, THE",2025-09-30
1005552,22804.0,22804000.0,"VALLEY STATE BANK, THE",2025-12-31
1005552,22958.0,22958000.0,"VALLEY STATE BANK, THE",2026-03-31
100562,1358229.0,1358229000.0,TRI COUNTIES BANK,2025-06-30
100562,1336847.0,1336847000.0,TRI COUNTIES BANK,2025-09-30
100562,1362147.0,1362147000.0,TRI COUNTIES BANK,2025-12-31
100562,1358983.0,1358983000.0,TRI COUNTIES BANK,2026-03-31
1005655,16813.0,16813000.0,RED RIVER STATE BANK,2025-06-30
1005655,16888.0,16888000.0,RED RIVER STATE BANK,2025-09-30
1005655,16471.0,16471000.0,RED RIVER STATE BANK,2025-12-31
1005655,17092.0,17092000.0,RED RIVER STATE BANK,2026-03-31
1005851,16604.0,16604000.0,CEDAR RAPIDS STATE BANK,2025-06-30
1005851,17081.0,17081000.0,CEDAR RAPIDS STATE BANK,2025-09-30
1005851,16538.0,16538000.0,CEDAR RAPIDS STATE BANK,2025-12-31
1005851,16506.0,16506000.0,CEDAR RAPIDS STATE BANK,2026-03-31
1006148,142636.0,142636000.0,FARMERS STATE BANK,2025-06-30
1006148,148343.0,148343000.0,FARMERS STATE BANK,2025-09-30
1006148,150873.0,150873000.0,FARMERS STATE BANK,2025-12-31
1006148,151596.0,151596000.0,FARMERS STATE BANK,2026-03-31
1006157,10009.0,10009000.0,FARMERS STATE BANK OF HAMEL,2025-06-30
1006157,11519.0,11519000.0,FARMERS STATE BANK OF HAMEL,2025-09-30
1006157,12885.0,12885000.0,FARMERS STATE BANK OF HAMEL,2025-12-31
1006157,11671.0,11671000.0,FARMERS STATE BANK OF HAMEL,2026-03-31
1006513,33373.0,33373000.0,BANK OF THE BLUEGRASS AND TRUST CO.,2025-06-30
1006513,34120.0,34120000.0,BANK OF THE BLUEGRASS AND TRUST CO.,2025-09-30
1006513,35962.0,35962000.0,BANK OF THE BLUEGRASS AND TRUST CO.,2025-12-31
1006513,35487.0,35487000.0,BANK OF THE BLUEGRASS AND TRUST CO.,2026-03-31
1006559,15401.0,15401000.0,BANK STAR,2025-06-30
1006559,16043.0,16043000.0,BANK STAR,2025-09-30
1006559,16585.0,16585000.0,BANK STAR,2025-12-31
1006559,16615.0,16615000.0,BANK STAR,2026-03-31
1006652,23032.0,23032000.0,FRANKLIN STATE BANK & TRUST COMPANY,2025-06-30
1006652,24200.0,24200000.0,FRANKLIN STATE BANK & TRUST COMPANY,2025-09-30
1006652,21250.0,21250000.0,FRANKLIN STATE BANK & TRUST COMPANY,2025-12-31
1006652,22048.0,22048000.0,FRANKLIN STATE BANK & TRUST COMPANY,2026-03-31
1007015,457215.0,457215000.0,CENTRAL BANK & TRUST COMPANY,2025-06-30
1007015,470609.0,470609000.0,CENTRAL BANK & TRUST COMPANY,2025-09-30
1007015,482314.0,482314000.0,CENTRAL BANK & TRUST COMPANY,2025-12-31
1007015,490379.0,490379000.0,CENTRAL BANK & TRUST COMPANY,2026-03-31
1007051,13369.0,13369000.0,TPNB BANK,2025-06-30
1007051,14356.0,14356000.0,TPNB BANK,2025-09-30
1007051,14755.0,14755000.0,TPNB BANK,2025-12-31
1007051,14937.0,14937000.0,TPNB BANK,2026-03-31
1007154,70893.0,70893000.0,PROGRESSIVE BANK,2025-06-30
1007154,73165.0,73165000.0,PROGRESSIVE BANK,2025-09-30
1007154,69672.0,69672000.0,PROGRESSIVE BANK,2025-12-31
1007417,84443.0,84443000.0,FIRST NATIONAL BANK & TRUST COMPANY OF NEWTOWN,2025-06-30
1007417,93316.0,93316000.0,FIRST NATIONAL BANK & TRUST COMPANY OF NEWTOWN,2025-09-30
1007417,105027.0,105027000.0,FIRST NATIONAL BANK & TRUST COMPANY OF NEWTOWN,2025-12-31
1007417,106035.0,106035000.0,FIRST NATIONAL BANK & TRUST COMPANY OF NEWTOWN,2026-03-31
1007734,52035.0,52035000.0,BARWICK BANKING COMPANY,2025-06-30
1007734,56173.0,56173000.0,BARWICK BANKING COMPANY,2025-09-30
1007734,61803.0,61803000.0,BARWICK BANKING COMPANY,2025-12-31
1007734,67212.0,67212000.0,BARWICK BANKING COMPANY,2026-03-31
1007752,27368.0,27368000.0,ARCADIAN BANK,2025-06-30
1007752,27008.0,27008000.0,ARCADIAN BANK,2025-09-30
1007752,28160.0,28160000.0,ARCADIAN BANK,2025-12-31
1007752,27735.0,27735000.0,ARCADIAN BANK,2026-03-31
100777,72409.0,72409000.0,CFSBANK,2025-06-30
100777,74258.0,74258000.0,CFSBANK,2025-09-30
100777,75378.0,75378000.0,CFSBANK,2025-12-31
100777,75380.0,75380000.0,CFSBANK,2026-03-31
1007819,217636.0,217636000.0,"FIDELITY DEPOSIT AND DISCOUNT BANK, THE",2025-06-30
1007819,229099.0,229099000.0,"FIDELITY DEPOSIT AND DISCOUNT BANK, THE",2025-09-30
1007819,238763.0,238763000.0,"FIDELITY DEPOSIT AND DISCOUNT BANK, THE",2025-12-31
1007819,244341.0,244341000.0,"FIDELITY DEPOSIT AND DISCOUNT BANK, THE",2026-03-31
1007873,64765.0,64765000.0,CROSS COUNTY SAVINGS BANK,2025-06-30
1007873,65976.0,65976000.0,CROSS COUNTY SAVINGS BANK,2025-09-30
1007873,66754.0,66754000.0,CROSS COUNTY SAVINGS BANK,2025-12-31
1007873,67179.0,67179000.0,CROSS COUNTY SAVINGS BANK,2026-03-31
1007930,13344.0,13344000.0,IROQUOIS FARMERS STATE BANK,2025-06-30
1007930,13859.0,13859000.0,IROQUOIS FARMERS STATE BANK,2025-09-30
1007930,14642.0,14642000.0,IROQUOIS FARMERS STATE BANK,2025-12-31
1007930,14726.0,14726000.0,IROQUOIS FARMERS STATE BANK,2026-03-31
1007958,7413.0,7413000.0,CLARKSON BANK,2025-06-30
1007958,7799.0,7799000.0,CLARKSON BANK,2025-09-30
1007958,7926.0,7926000.0,CLARKSON BANK,2025-12-31
1007958,7993.0,7993000.0,CLARKSON BANK,2026-03-31
1008076,22780.0,22780000.0,HADDON SAVINGS BANK,2025-06-30
1008076,23706.0,23706000.0,HADDON SAVINGS BANK,2025-09-30
1008076,24710.0,24710000.0,HADDON SAVINGS BANK,2025-12-31
1008076,24331.0,24331000.0,HADDON SAVINGS BANK,2026-03-31
1008151,9163.0,9163000.0,BENDENA STATE BANK,2025-06-30
1008151,9988.0,9988000.0,BENDENA STATE BANK,2025-09-30
1008151,12324.0,12324000.0,BENDENA STATE BANK,2025-12-31
1008151,12453.0,12453000.0,BENDENA STATE BANK,2026-03-31
1008209,24416.0,24416000.0,"NATIONAL IRON BANK, THE",2025-06-30
1008209,24841.0,24841000.0,"NATIONAL IRON BANK, THE",2025-09-30
1008209,25376.0,25376000.0,"NATIONAL IRON BANK, THE",2025-12-31
1008209,25371.0,25371000.0,"NATIONAL IRON BANK, THE",2026-03-31
100843,56076.0,56076000.0,FNBC BANK,2025-06-30
100843,62194.0,62194000.0,FNBC BANK,2025-09-30
100843,63524.0,63524000.0,FNBC BANK,2025-12-31
100843,64020.0,64020000.0,FNBC BANK,2026-03-31
1008450,4536.0,4536000.0,COMMUNITY STATE BANK,2025-06-30
1008450,4131.0,4131000.0,COMMUNITY STATE BANK,2025-09-30
1008553,16300.0,16300000.0,COMMERCIAL BANK OF MOTT,2025-06-30
1008553,17176.0,17176000.0,COMMERCIAL BANK OF MOTT,2025-09-30
1008553,17807.0,17807000.0,COMMERCIAL BANK OF MOTT,2025-12-31
1008553,17076.0,17076000.0,COMMERCIAL BANK OF MOTT,2026-03-31
1008674,67577.0,67577000.0,READING CO-OPERATIVE BANK,2025-06-30
1008674,71819.0,71819000.0,READING CO-OPERATIVE BANK,2025-09-30
1008674,74256.0,74256000.0,READING CO-OPERATIVE BANK,2025-12-31
1008674,75501.0,75501000.0,READING CO-OPERATIVE BANK,2026-03-31
1008955,10677.0,10677000.0,VALLEY PREMIER BANK,2025-06-30
1008955,12067.0,12067000.0,VALLEY PREMIER BANK,2025-09-30
1008955,12726.0,12726000.0,VALLEY PREMIER BANK,2025-12-31
1008955,12855.0,12855000.0,VALLEY PREMIER BANK,2026-03-31
1009242,157891.0,157891000.0,BTC BANK,2025-06-30
1009242,164807.0,164807000.0,BTC BANK,2025-09-30
1009242,168179.0,168179000.0,BTC BANK,2025-12-31
1009242,171524.0,171524000.0,BTC BANK,2026-03-31
1009354,400854.0,400854000.0,SECURITY BANK OF KANSAS CITY,2025-06-30
1009354,426818.0,426818000.0,SECURITY BANK OF KANSAS CITY,2025-09-30
1009354,434850.0,434850000.0,SECURITY BANK OF KANSAS CITY,2025-12-31
1009354,443039.0,443039000.0,SECURITY BANK OF KANSAS CITY,2026-03-31
1009756,36251.0,36251000.0,GUARANTY STATE BANK AND TRUST COMPANY,2025-06-30
1009756,37628.0,37628000.0,GUARANTY STATE BANK AND TRUST COMPANY,2025-09-30
1009756,38780.0,38780000.0,GUARANTY STATE BANK AND TRUST COMPANY,2025-12-31
1009756,38206.0,38206000.0,GUARANTY STATE BANK AND TRUST COMPANY,2026-03-31
1009840,11704.0,11704000.0,MAYNARD SAVINGS BANK,2025-06-30
1009840,12452.0,12452000.0,MAYNARD SAVINGS BANK,2025-09-30
1009840,13157.0,13157000.0,MAYNARD SAVINGS BANK,2025-12-31
1009840,12687.0,12687000.0,MAYNARD SAVINGS BANK,2026-03-31
1010015,34216.0,34216000.0,"CITIZENS BANK COMPANY, THE",2025-06-30
1010015,37556.0,37556000.0,"CITIZENS BANK COMPANY, THE",2025-09-30
1010015,39712.0,39712000.0,"CITIZENS BANK COMPANY, THE",2025-12-31
1010015,39871.0,39871000.0,"CITIZENS BANK COMPANY, THE",2026-03-31
101037,145568.0,145568000.0,FIRST AMERICAN BANK AND TRUST,2025-06-30
101037,153327.0,153327000.0,FIRST AMERICAN BANK AND TRUST,2025-09-30
101037,160092.0,160092000.0,FIRST AMERICAN BANK AND TRUST,2025-12-31
101037,158309.0,158309000.0,FIRST AMERICAN BANK AND TRUST,2026-03-31
1010574,33455.0,33455000.0,AMERICAN COMMUNITY BANK OF INDIANA,2025-06-30
1010574,34570.0,34570000.0,AMERICAN COMMUNITY BANK OF INDIANA,2025-09-30
1010574,33891.0,33891000.0,AMERICAN COMMUNITY BANK OF INDIANA,2025-12-31
1010574,34947.0,34947000.0,AMERICAN COMMUNITY BANK OF INDIANA,2026-03-31
1011432,23495.0,23495000.0,"MOUNTAIN VALLEY BANK, N.A.",2025-06-30
1011432,24804.0,24804000.0,"MOUNTAIN VALLEY BANK, N.A.",2025-09-30
1011432,24806.0,24806000.0,"MOUNTAIN VALLEY BANK, N.A.",2025-12-31
1011432,25239.0,25239000.0,"MOUNTAIN VALLEY BANK, N.A.",2026-03-31
1011526,692340.0,692340000.0,CITY NATIONAL BANK OF WEST VIRGINIA,2025-06-30
1011526,739801.0,739801000.0,CITY NATIONAL BANK OF WEST VIRGINIA,2025-09-30
1011526,656501.0,656501000.0,CITY NATIONAL BANK OF WEST VIRGINIA,2025-12-31
1011526,684999.0,684999000.0,CITY NATIONAL BANK OF WEST VIRGINIA,2026-03-31
1011638,147005.0,147005000.0,PRIMESOUTH BANK,2025-06-30
1011638,155990.0,155990000.0,PRIMESOUTH BANK,2025-09-30
1011638,161154.0,161154000.0,PRIMESOUTH BANK,2025-12-31
1011638,167382.0,167382000.0,PRIMESOUTH BANK,2026-03-31
1011656,99043.0,99043000.0,"VERSABANK USA, NATIONAL ASSOCIATION",2025-06-30
1011656,180634.0,180634000.0,"VERSABANK USA, NATIONAL ASSOCIATION",2025-09-30
1011656,182655.0,182655000.0,"VERSABANK USA, NATIONAL ASSOCIATION",2025-12-31
1011656,184874.0,184874000.0,"VERSABANK USA, NATIONAL ASSOCIATION",2026-03-31
1011852,2207.0,2207000.0,CULBERTSON BANK,2025-06-30
1011852,2178.0,2178000.0,CULBERTSON BANK,2025-09-30
1011955,69039.0,69039000.0,FIRST UNITED BANK,2025-06-30
1011955,73406.0,73406000.0,FIRST UNITED BANK,2025-09-30
1011955,75127.0,75127000.0,FIRST UNITED BANK,2025-12-31
1011955,76186.0,76186000.0,FIRST UNITED BANK,2026-03-31
1012251,48182.0,48182000.0,FIRST STATE BANK AND TRUST COMPANY,2025-06-30
1012251,54070.0,54070000.0,FIRST STATE BANK AND TRUST COMPANY,2025-09-30
1012251,54648.0,54648000.0,FIRST STATE BANK AND TRUST COMPANY,2025-12-31
1012251,51849.0,51849000.0,FIRST STATE BANK AND TRUST COMPANY,2026-03-31
1012457,4886.0,4886000.0,ROLETTE STATE BANK,2025-06-30
1012457,5111.0,5111000.0,ROLETTE STATE BANK,2025-09-30
1012457,4973.0,4973000.0,ROLETTE STATE BANK,2025-12-31
1012457,5119.0,5119000.0,ROLETTE STATE BANK,2026-03-31
1013070,134648.0,134648000.0,ONELOCAL BANK,2025-06-30
1013070,138382.0,138382000.0,ONELOCAL BANK,2025-09-30
1013070,141623.0,141623000.0,ONELOCAL BANK,2025-12-31
1013070,143317.0,143317000.0,ONELOCAL BANK,2026-03-31
1013650,19117.0,19117000.0,STATE BANK OF BERN,2025-06-30
1013650,20141.0,20141000.0,STATE BANK OF BERN,2025-09-30
1013650,20746.0,20746000.0,STATE BANK OF BERN,2025-12-31
1013650,20394.0,20394000.0,STATE BANK OF BERN,2026-03-31
1013744,66151.0,66151000.0,CAPRA BANK,2025-06-30
1013744,67602.0,67602000.0,CAPRA BANK,2025-09-30
1013744,70593.0,70593000.0,CAPRA BANK,2025-12-31
1013744,81376.0,81376000.0,CAPRA BANK,2026-03-31
1014059,10674.0,10674000.0,SOUTHWEST BANK OF WEATHERFORD,2025-06-30
1014059,10962.0,10962000.0,SOUTHWEST BANK OF WEATHERFORD,2025-09-30
1014059,11184.0,11184000.0,SOUTHWEST BANK OF WEATHERFORD,2025-12-31
1014059,10628.0,10628000.0,SOUTHWEST BANK OF WEATHERFORD,2026-03-31
1014125,86202.0,86202000.0,BANK OF CHARLES TOWN,2025-06-30
1014125,88918.0,88918000.0,BANK OF CHARLES TOWN,2025-09-30
1014125,90910.0,90910000.0,"POTOMAC BANK, INC.",2025-12-31
1014125,93024.0,93024000.0,"POTOMAC BANK, INC.",2026-03-31
1014246,10424.0,10424000.0,CEDAR VALLEY BANK & TRUST,2025-06-30
1014246,10699.0,10699000.0,CEDAR VALLEY BANK & TRUST,2025-09-30
1014246,10813.0,10813000.0,CEDAR VALLEY BANK & TRUST,2025-12-31
1014246,11025.0,11025000.0,CEDAR VALLEY BANK & TRUST,2026-03-31
1014255,4915.0,4915000.0,STATE BANK OF JEFFERS,2025-06-30
1014255,5075.0,5075000.0,STATE BANK OF JEFFERS,2025-09-30
1014255,5039.0,5039000.0,STATE BANK OF JEFFERS,2025-12-31
1014255,5282.0,5282000.0,STATE BANK OF JEFFERS,2026-03-31
1014376,41186.0,41186000.0,CITIZENS SAVINGS BANK,2025-06-30
1014376,42563.0,42563000.0,CITIZENS SAVINGS BANK,2025-09-30
1014376,42953.0,42953000.0,CITIZENS SAVINGS BANK,2025-12-31
1014376,43818.0,43818000.0,CITIZENS SAVINGS BANK,2026-03-31
101439,41114.0,41114000.0,"DURDEN BANKING COMPANY, INCORPORATED",2025-06-30
101439,43701.0,43701000.0,"DURDEN BANKING COMPANY, INCORPORATED",2025-09-30
101439,44506.0,44506000.0,"DURDEN BANKING COMPANY, INCORPORATED",2025-12-31
101439,43971.0,43971000.0,"DURDEN BANKING COMPANY, INCORPORATED",2026-03-31
1014451,7275.0,7275000.0,AMERICAN EXCHANGE BANK,2025-06-30
1014451,7796.0,7796000.0,AMERICAN EXCHANGE BANK,2025-09-30
1014451,5947.0,5947000.0,AMERICAN EXCHANGE BANK,2025-12-31
1014451,6217.0,6217000.0,AMERICAN EXCHANGE BANK,2026-03-31
1014554,9412.0,9412000.0,STATE BANK OF BOTTINEAU,2025-06-30
1014554,9788.0,9788000.0,STATE BANK OF BOTTINEAU,2025-09-30
1014554,10171.0,10171000.0,STATE BANK OF BOTTINEAU,2025-12-31
1014554,9684.0,9684000.0,STATE BANK OF BOTTINEAU,2026-03-31
1014657,58850.0,58850000.0,NEW ERA BANK,2025-06-30
1014657,61210.0,61210000.0,NEW ERA BANK,2025-09-30
1014657,62577.0,62577000.0,NEW ERA BANK,2025-12-31
1014657,62651.0,62651000.0,NEW ERA BANK,2026-03-31
1014853,22940.0,22940000.0,CITIZENS BANK OF KANSAS,2025-06-30
1014853,30410.0,30410000.0,CITIZENS BANK OF KANSAS,2025-09-30
1014853,33780.0,33780000.0,CITIZENS BANK OF KANSAS,2025-12-31
1014853,30465.0,30465000.0,CITIZENS BANK OF KANSAS,2026-03-31
1015252,43020.0,43020000.0,LEA COUNTY STATE BANK,2025-06-30
1015252,48101.0,48101000.0,LEA COUNTY STATE BANK,2025-09-30
1015252,55246.0,55246000.0,LEA COUNTY STATE BANK,2025-12-31
1015252,53554.0,53554000.0,LEA COUNTY STATE BANK,2026-03-31
1015270,32196.0,32196000.0,HOME BANK SB,2025-06-30
1015270,35811.0,35811000.0,HOME BANK SB,2025-09-30
1015270,38119.0,38119000.0,HOME BANK SB,2025-12-31
1015270,38151.0,38151000.0,HOME BANK SB,2026-03-31
1015458,8242.0,8242000.0,GLOBAL INNOVATIONS BANK,2025-06-30
1015458,8490.0,8490000.0,GLOBAL INNOVATIONS BANK,2025-09-30
1015458,8633.0,8633000.0,GLOBAL INNOVATIONS BANK,2025-12-31
1015458,8843.0,8843000.0,GLOBAL INNOVATIONS BANK,2026-03-31
1015560,481086.0,481086000.0,"INDUSTRIAL AND COMMERCIAL BANK OF CHINA (USA), NATIONAL ASSOCIATION",2025-06-30
1015560,484415.0,484415000.0,"INDUSTRIAL AND COMMERCIAL BANK OF CHINA (USA), NATIONAL ASSOCIATION",2025-09-30
1015560,488960.0,488960000.0,"INDUSTRIAL AND COMMERCIAL BANK OF CHINA (USA), NATIONAL ASSOCIATION",2025-12-31
1015560,492687.0,492687000.0,"INDUSTRIAL AND COMMERCIAL BANK OF CHINA (USA), NATIONAL ASSOCIATION",2026-03-31
1015841,18225.0,18225000.0,COMMUNITY BANK & TRUST COMPANY,2025-06-30
1015841,21091.0,21091000.0,COMMUNITY BANK & TRUST COMPANY,2025-09-30
1015841,21557.0,21557000.0,COMMUNITY BANK & TRUST COMPANY,2025-12-31
1015841,21977.0,21977000.0,COMMUNITY BANK & TRUST COMPANY,2026-03-31
1015850,55599.0,55599000.0,LAKE ELMO BANK,2025-06-30
1015850,57781.0,57781000.0,LAKE ELMO BANK,2025-09-30
1015850,57220.0,57220000.0,LAKE ELMO BANK,2025-12-31
1015850,59361.0,59361000.0,LAKE ELMO BANK,2026-03-31
1016174,38758.0,38758000.0,OZARKS FEDERAL SAVINGS AND LOAN ASSOCIATION,2025-06-30
1016174,39381.0,39381000.0,OZARKS FEDERAL SAVINGS AND LOAN ASSOCIATION,2025-09-30
1016174,39907.0,39907000.0,OZARKS FEDERAL SAVINGS AND LOAN ASSOCIATION,2025-12-31
1016174,40515.0,40515000.0,OZARKS FEDERAL SAVINGS AND LOAN ASSOCIATION,2026-03-31
1016231,152117.0,152117000.0,MOUNTAIN COMMERCE BANK,2025-06-30
1016231,153527.0,153527000.0,MOUNTAIN COMMERCE BANK,2025-09-30
1016231,153968.0,153968000.0,MOUNTAIN COMMERCE BANK,2025-12-31
1016231,152917.0,152917000.0,MOUNTAIN COMMERCE BANK,2026-03-31
1016259,115810.0,115810000.0,"BENNINGTON STATE BANK, THE",2025-06-30
1016259,124348.0,124348000.0,"BENNINGTON STATE BANK, THE",2025-09-30
1016259,124823.0,124823000.0,"BENNINGTON STATE BANK, THE",2025-12-31
1016259,127540.0,127540000.0,"BENNINGTON STATE BANK, THE",2026-03-31
1016558,5708.0,5708000.0,GENERATIONS BANK,2025-06-30
1016558,6026.0,6026000.0,GENERATIONS BANK,2025-09-30
1016558,5901.0,5901000.0,GENERATIONS BANK,2025-12-31
1016558,5945.0,5945000.0,GENERATIONS BANK,2026-03-31
101671,69827.0,69827000.0,ADIRONDACK BANK,2025-06-30
101671,72428.0,72428000.0,ADIRONDACK BANK,2025-09-30
101671,74525.0,74525000.0,ADIRONDACK BANK,2025-12-31
101671,73464.0,73464000.0,ADIRONDACK BANK,2026-03-31
1016718,47395.0,47395000.0,JACKSON COUNTY BANK,2025-06-30
1016718,48598.0,48598000.0,JACKSON COUNTY BANK,2025-09-30
1016718,48785.0,48785000.0,JACKSON COUNTY BANK,2025-12-31
1016718,49231.0,49231000.0,JACKSON COUNTY BANK,2026-03-31
1016848,9784.0,9784000.0,COUNTY BANK,2025-06-30
1016848,10686.0,10686000.0,COUNTY BANK,2025-09-30
