rssd_id,ndfi_loans_total,ndfi_loans_total_usd,bank_name
852218,168029000.0,168029000000.0,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
451965,155191000.0,155191000000.0,"WELLS FARGO BANK, NATIONAL ASSOCIATION"
480228,143604000.0,143604000000.0,"BANK OF AMERICA, NATIONAL ASSOCIATION"
2182786,103846000.0,103846000000.0,GOLDMAN SACHS BANK USA
476810,66439000.0,66439000000.0,"CITIBANK, N.A."
1456501,64030000.0,64030000000.0,"MORGAN STANLEY BANK, N.A."
817824,61764934.0,61764934000.0,"PNC BANK, NATIONAL ASSOCIATION"
504713,44040403.0,44040403000.0,U.S. BANK NATIONAL ASSOCIATION
112837,35352560.0,35352560000.0,"CAPITAL ONE, NATIONAL ASSOCIATION"
852320,34705000.0,34705000000.0,TRUIST BANK
491224,30801000.0,30801000000.0,FIRST-CITIZENS BANK & TRUST COMPANY
35301,26013000.0,26013000000.0,STATE STREET BANK AND TRUST COMPANY
75633,18020787.0,18020787000.0,BMO BANK NATIONAL ASSOCIATION
280110,17723718.0,17723718000.0,KEYBANK NATIONAL ASSOCIATION
3303298,15934871.0,15934871000.0,"CITIZENS BANK, NATIONAL ASSOCIATION"
2735146,13046870.0,13046870000.0,"EVERBANK, NATIONAL ASSOCIATION"
3138146,12960728.0,12960728000.0,WESTERN ALLIANCE BANK
233031,11527000.0,11527000000.0,REGIONS BANK
501105,10795563.0,10795563000.0,MANUFACTURERS AND TRADERS TRUST COMPANY
497404,10688699.0,10688699000.0,"TD BANK, NATIONAL ASSOCIATION"
12311,10400871.0,10400871000.0,"HUNTINGTON NATIONAL BANK, THE"
723112,8736000.0,8736000000.0,"FIFTH THIRD BANK, NATIONAL ASSOCIATION"
2618780,8528218.0,8528218000.0,TEXAS CAPITAL BANK
2917317,8317615.0,8317615000.0,AXOS BANK
413208,8254516.0,8254516000.0,"HSBC BANK USA, NATIONAL ASSOCIATION"
485559,7696080.0,7696080000.0,FIRST HORIZON BANK
1842065,7654563.0,7654563000.0,CIBC BANK USA
63069,7328226.0,7328226000.0,CITY NATIONAL BANK
541101,6439000.0,6439000000.0,"BANK OF NEW YORK MELLON, THE"
963945,6275400.0,6275400000.0,MERCHANTS BANK OF INDIANA
197478,5999873.0,5999873000.0,EAST WEST BANK
761806,5734861.0,5734861000.0,"WEBSTER BANK, NATIONAL ASSOCIATION"
3212149,5579092.0,5579092000.0,UBS BANK USA
2489805,5298000.0,5298000000.0,"MORGAN STANLEY PRIVATE BANK, NATIONAL ASSOCIATION"
2354985,5289124.0,5289124000.0,CUSTOMERS BANK
395238,5001597.0,5001597000.0,SYNOVUS BANK
3284070,4218000.0,4218000000.0,ALLY BANK
494261,4147312.0,4147312000.0,BANC OF CALIFORNIA
210434,3480532.0,3480532000.0,"NORTHERN TRUST COMPANY, THE"
2193616,3421626.0,3421626000.0,RAYMOND JAMES BANK
107244,3163310.0,3163310000.0,BANK OZK
2737980,2891902.0,2891902000.0,NORTHPOINTE BANK
249612,2615006.0,2615006000.0,APPLE BANK
917742,2377040.0,2377040000.0,"ASSOCIATED BANK, NATIONAL ASSOCIATION"
276579,2244351.0,2244351000.0,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION"
60143,2225000.0,2225000000.0,COMERICA BANK
694904,2138864.0,2138864000.0,"FLAGSTAR BANK, NATIONAL ASSOCIATION"
3221468,2135234.0,2135234000.0,VERITEX COMMUNITY BANK
652874,2107624.0,2107624000.0,NEXBANK
3938186,2008677.0,2008677000.0,"BANKUNITED, NATIONAL ASSOCIATION"
664756,1703111.0,1703111000.0,PROSPERITY BANK
3187630,1629349.0,1629349000.0,FORBRIGHT BANK
229913,1543633.0,1543633000.0,MIZUHO BANK (USA)
783648,1498076.0,1498076000.0,CENTIER BANK
2925666,1431647.0,1431647000.0,PINNACLE BANK
722777,1411351.0,1411351000.0,"SANTANDER BANK, NATIONAL ASSOCIATION"
1394676,1356610.0,1356610000.0,AMERICAN EXPRESS NATIONAL BANK
3783313,1302264.0,1302264000.0,CROSS RIVER BANK
764030,1249665.0,1249665000.0,AMERIS BANK
766164,1209695.0,1209695000.0,"TBK BANK, SSB"
3475083,1185445.0,1185445000.0,TRISTATE CAPITAL BANK
814430,997124.0,997124000.0,CITY NATIONAL BANK OF FLORIDA
3637685,919048.0,919048000.0,FIRST FOUNDATION BANK
667757,835277.0,835277000.0,ORIGIN BANK
