rssd_id,total_equity_capital,total_equity_capital_usd
852218,335931000.0,335931000000.0
480228,241710000.0,241710000000.0
451965,173016000.0,173016000000.0
476810,171401000.0,171401000000.0
112837,97280000.0,97280000000.0
504713,67968276.0,67968276000.0
2182786,63958000.0,63958000000.0
852320,63082000.0,63082000000.0
817824,59440316.0,59440316000.0
497404,50028687.0,50028687000.0
1456501,41955000.0,41955000000.0
75633,37611001.0,37611001000.0
723112,37413000.0,37413000000.0
12311,33143721.0,33143721000.0
541101,29100000.0,29100000000.0
35301,28711000.0,28711000000.0
501105,28171000.0,28171000000.0
3303298,26651224.0,26651224000.0
491224,23476000.0,23476000000.0
1394676,19007749.0,19007749000.0
280110,18841264.0,18841264000.0
2489805,18425000.0,18425000000.0
3150447,18260000.0,18260000000.0
233031,18064000.0,18064000000.0
413208,16439241.0,16439241000.0
3284070,15378000.0,15378000000.0
1216022,14688000.0,14688000000.0
2925666,14486990.0,14486990000.0
722777,13611611.0,13611611000.0
63069,11687991.0,11687991000.0
210434,11546963.0,11546963000.0
1842065,11331822.0,11331822000.0
214807,9862000.0,9862000000.0
761806,9669972.0,9669972000.0
1929247,9590534.0,9590534000.0
485559,9404506.0,9404506000.0
3212149,9037413.0,9037413000.0
229801,8231825.0,8231825000.0
197478,8218667.0,8218667000.0
208244,8213684.0,8213684000.0
694904,8120652.0,8120652000.0
664756,8018697.0,8018697000.0
143662,7965503.0,7965503000.0
3138146,7718589.0,7718589000.0
936855,7675387.0,7675387000.0
276579,7295506.0,7295506000.0
379920,6758324.0,6758324000.0
2980209,6537000.0,6537000000.0
962966,6326023.0,6326023000.0
107244,6156210.0,6156210000.0
693224,5759867.0,5759867000.0
339858,5595833.0,5595833000.0
365325,5588486.0,5588486000.0
619877,5571000.0,5571000000.0
917742,4831236.0,4831236000.0
288853,4556491.0,4556491000.0
682563,4524619.0,4524619000.0
463735,4348018.0,4348018000.0
2634191,4261906.0,4261906000.0
645625,4189598.0,4189598000.0
2735146,4176323.0,4176323000.0
749242,4101456.0,4101456000.0
595270,4084668.0,4084668000.0
128904,4069197.0,4069197000.0
764030,4049054.0,4049054000.0
456045,4022556.0,4022556000.0
494261,3909677.0,3909677000.0
613008,3894664.0,3894664000.0
527954,3873637.0,3873637000.0
601050,3831715.0,3831715000.0
940311,3813000.0,3813000000.0
2121196,3765538.0,3765538000.0
2618780,3623133.0,3623133000.0
