rssd_id,bank_name,ndfi_loans_total,ndfi_loans_total_usd
451965,,201617000.0,201617000000.0
852218,,195781000.0,195781000000.0
480228,,157955000.0,157955000000.0
2182786,,122334000.0,122334000000.0
476810,,79559000.0,79559000000.0
1456501,,78280000.0,78280000000.0
817824,,72693957.0,72693957000.0
504713,,50179492.0,50179492000.0
852320,,39909000.0,39909000000.0
491224,,38780000.0,38780000000.0
112837,,37544000.0,37544000000.0
35301,,27878000.0,27878000000.0
280110,,20817165.0,20817165000.0
3303298,,19610625.0,19610625000.0
75633,,18266936.0,18266936000.0
2735146,,16436239.0,16436239000.0
12311,,16368218.0,16368218000.0
3138146,,14927699.0,14927699000.0
501105,,13283000.0,13283000000.0
723112,,13127000.0,13127000000.0
233031,,12831000.0,12831000000.0
2618780,,10099304.0,10099304000.0
2917317,,10073726.0,10073726000.0
497404,,9702030.0,9702030000.0
413208,,9525981.0,9525981000.0
485559,,8729024.0,8729024000.0
1842065,,8606867.0,8606867000.0
63069,,8553811.0,8553811000.0
541101,,8461000.0,8461000000.0
963945,,7872364.0,7872364000.0
761806,,7478430.0,7478430000.0
2925666,,7254099.0,7254099000.0
197478,,6677826.0,6677826000.0
2354985,,6023028.0,6023028000.0
3212149,,5745141.0,5745141000.0
3284070,,5474000.0,5474000000.0
494261,,5130594.0,5130594000.0
210434,,5029002.0,5029002000.0
2489805,,4848000.0,4848000000.0
2737980,,3860663.0,3860663000.0
2193616,,3845501.0,3845501000.0
3076220,,3271099.0,3271099000.0
249612,,3226798.0,3226798000.0
107244,,3057519.0,3057519000.0
694904,,2889636.0,2889636000.0
917742,,2886553.0,2886553000.0
936855,,2632290.0,2632290000.0
3938186,,2245505.0,2245505000.0
276579,,2033937.0,2033937000.0
3187630,,1950243.0,1950243000.0
783648,,1829323.0,1829323000.0
652874,,1759962.0,1759962000.0
664756,,1706353.0,1706353000.0
814430,,1687647.0,1687647000.0
1394676,,1620493.0,1620493000.0
3783313,,1547270.0,1547270000.0
3076248,,1499585.0,1499585000.0
764030,,1421870.0,1421870000.0
722777,,1408458.0,1408458000.0
229801,,1343752.0,1343752000.0
766164,,1180875.0,1180875000.0
3475083,,1129318.0,1129318000.0
3650808,,1118723.0,1118723000.0
682563,,1017555.0,1017555000.0
143662,,938162.0,938162000.0
