rssd_id,bank_name,ndfi_loans_total,ndfi_loans_total_usd
852218,,195774000.0,195774000000.0
451965,,186720000.0,186720000000.0
480228,,151170000.0,151170000000.0
2182786,,117409000.0,117409000000.0
476810,,77611000.0,77611000000.0
1456501,,75824000.0,75824000000.0
817824,,65090363.0,65090363000.0
504713,,49886812.0,49886812000.0
852320,,38091000.0,38091000000.0
491224,,37593000.0,37593000000.0
112837,,36841667.0,36841667000.0
35301,,27101000.0,27101000000.0
3303298,,18674999.0,18674999000.0
75633,,18553296.0,18553296000.0
280110,,18391249.0,18391249000.0
12311,,15320689.0,15320689000.0
2735146,,15052876.0,15052876000.0
3138146,,14671792.0,14671792000.0
501105,,12478028.0,12478028000.0
233031,,11912000.0,11912000000.0
723112,,9551000.0,9551000000.0
2917317,,9419188.0,9419188000.0
497404,,9371547.0,9371547000.0
2618780,,9255038.0,9255038000.0
63069,,8799396.0,8799396000.0
485559,,8568247.0,8568247000.0
1842065,,8205612.0,8205612000.0
413208,,8079255.0,8079255000.0
541101,,7160000.0,7160000000.0
761806,,7077451.0,7077451000.0
963945,,6573404.0,6573404000.0
197478,,6246257.0,6246257000.0
2489805,,5796000.0,5796000000.0
3212149,,5617037.0,5617037000.0
2354985,,5586855.0,5586855000.0
395238,,5213229.0,5213229000.0
3284070,,5141000.0,5141000000.0
494261,,5122046.0,5122046000.0
2193616,,3975253.0,3975253000.0
210434,,3775022.0,3775022000.0
2737980,,3424935.0,3424935000.0
3076220,,3358468.0,3358468000.0
249612,,3076938.0,3076938000.0
60143,,2797000.0,2797000000.0
107244,,2742514.0,2742514000.0
917742,,2729459.0,2729459000.0
936855,,2430468.0,2430468000.0
694904,,2356521.0,2356521000.0
3938186,,2211631.0,2211631000.0
276579,,1997098.0,1997098000.0
652874,,1957949.0,1957949000.0
3187630,,1893292.0,1893292000.0
3076248,,1671825.0,1671825000.0
664756,,1648468.0,1648468000.0
1394676,,1540337.0,1540337000.0
814430,,1446443.0,1446443000.0
783648,,1443504.0,1443504000.0
722777,,1389016.0,1389016000.0
3783313,,1382372.0,1382372000.0
229801,,1371794.0,1371794000.0
764030,,1354082.0,1354082000.0
2925666,,1347758.0,1347758000.0
229913,,1333993.0,1333993000.0
766164,,1156334.0,1156334000.0
3475083,,1137681.0,1137681000.0
3650808,,986463.0,986463000.0
682563,,947796.0,947796000.0
667757,,874785.0,874785000.0
468806,,771637.0,771637000.0
1929247,,760369.0,760369000.0
316840,,755353.0,755353000.0
671464,,714720.0,714720000.0
339858,,689470.0,689470000.0
606046,,682918.0,682918000.0
934329,,675000.0,675000000.0
663245,,673768.0,673768000.0
1190476,,634416.0,634416000.0
3637685,,631607.0,631607000.0
2119773,,603844.0,603844000.0
412751,,581940.0,581940000.0
23504,,572750.0,572750000.0
128904,,552756.0,552756000.0
379920,,529726.0,529726000.0
137915,,528632.0,528632000.0
662369,,518333.0,518333000.0
474759,,500316.0,500316000.0
416245,,489519.0,489519000.0
3150447,,472000.0,472000000.0
320119,,471983.0,471983000.0
463735,,462970.0,462970000.0
165628,,461097.0,461097000.0
2239288,,450560.0,450560000.0
940311,,446000.0,446000000.0
143662,,444930.0,444930000.0
637451,,444518.0,444518000.0
437914,,415430.0,415430000.0
3325759,,405119.0,405119000.0
529958,,398174.0,398174000.0
929352,,371198.0,371198000.0
365325,,361492.0,361492000.0
1917301,,360799.0,360799000.0
214807,,359000.0,359000000.0
601050,,358200.0,358200000.0
204004,,357051.0,357051000.0
2938198,,342751.0,342751000.0
773247,,335239.0,335239000.0
85472,,331684.0,331684000.0
208244,,309254.0,309254000.0
169653,,308162.0,308162000.0
3408728,,295429.0,295429000.0
408642,,282117.0,282117000.0
339773,,280845.0,280845000.0
342634,,276453.0,276453000.0
489623,,274133.0,274133000.0
693224,,269530.0,269530000.0
3579589,,257993.0,257993000.0
17147,,256212.0,256212000.0
779650,,251840.0,251840000.0
749242,,250100.0,250100000.0
657365,,236050.0,236050000.0
595869,,227535.0,227535000.0
2298995,,223830.0,223830000.0
510871,,222978.0,222978000.0
384278,,209510.0,209510000.0
171768,,191064.0,191064000.0
2652092,,182156.0,182156000.0
725732,,181144.0,181144000.0
965789,,180041.0,180041000.0
428547,,179852.0,179852000.0
245276,,176185.0,176185000.0
129732,,171904.0,171904000.0
980661,,170585.0,170585000.0
930358,,170321.0,170321000.0
936426,,166963.0,166963000.0
3212402,,152395.0,152395000.0
450856,,148952.0,148952000.0
811046,,148777.0,148777000.0
83638,,148602.0,148602000.0
2693264,,141350.0,141350000.0
384652,,141066.0,141066000.0
474919,,137936.0,137936000.0
980960,,136957.0,136957000.0
3202702,,136000.0,136000000.0
3216017,,131252.0,131252000.0
977250,,121721.0,121721000.0
2797724,,116452.0,116452000.0
595430,,110575.0,110575000.0
3357219,,110005.0,110005000.0
