rssd_id,total_equity_capital,total_equity_capital_usd
852218,331953000.0,331953000000.0
480228,251567000.0,251567000000.0
476810,177068000.0,177068000000.0
451965,172663000.0,172663000000.0
112837,97868410.0,97868410000.0
504713,66797435.0,66797435000.0
2182786,65503000.0,65503000000.0
852320,62581000.0,62581000000.0
817824,57910433.0,57910433000.0
497404,49233714.0,49233714000.0
75633,36775634.0,36775634000.0
541101,29259000.0,29259000000.0
35301,28896000.0,28896000000.0
501105,28262985.0,28262985000.0
3303298,26409305.0,26409305000.0
1456501,25985000.0,25985000000.0
723112,24160000.0,24160000000.0
491224,22326000.0,22326000000.0
12311,21678641.0,21678641000.0
3150447,21328000.0,21328000000.0
280110,18803766.0,18803766000.0
1394676,18165686.0,18165686000.0
233031,18047000.0,18047000000.0
2489805,18034000.0,18034000000.0
413208,16454465.0,16454465000.0
3284070,15059000.0,15059000000.0
1216022,14743000.0,14743000000.0
722777,13646075.0,13646075000.0
63069,12044659.0,12044659000.0
210434,11258336.0,11258336000.0
1842065,10928925.0,10928925000.0
761806,9859502.0,9859502000.0
214807,9666000.0,9666000000.0
1929247,9585598.0,9585598000.0
3212149,9367765.0,9367765000.0
485559,9317818.0,9317818000.0
694904,8609465.0,8609465000.0
143662,8092635.0,8092635000.0
208244,8076852.0,8076852000.0
229801,8063357.0,8063357000.0
197478,8028345.0,8028345000.0
3138146,7662140.0,7662140000.0
664756,7422066.0,7422066000.0
936855,7284913.0,7284913000.0
2925666,6936719.0,6936719000.0
276579,6864795.0,6864795000.0
60143,6852000.0,6852000000.0
379920,6557610.0,6557610000.0
2980209,6385000.0,6385000000.0
107244,6093406.0,6093406000.0
606046,6083096.0,6083096000.0
962966,5815517.0,5815517000.0
395238,5782764.0,5782764000.0
693224,5617160.0,5617160000.0
339858,5525060.0,5525060000.0
365325,5514424.0,5514424000.0
619877,4987000.0,4987000000.0
917742,4705377.0,4705377000.0
2121196,4453947.0,4453947000.0
682563,4405626.0,4405626000.0
463735,4353344.0,4353344000.0
645625,4106171.0,4106171000.0
2735146,4015976.0,4015976000.0
764030,4001678.0,4001678000.0
749242,3986285.0,3986285000.0
456045,3953510.0,3953510000.0
613008,3823772.0,3823772000.0
494261,3791761.0,3791761000.0
595270,3751284.0,3751284000.0
940311,3733000.0,3733000000.0
527954,3612952.0,3612952000.0
2634191,3605942.0,3605942000.0
128904,3525996.0,3525996000.0
934329,3509000.0,3509000000.0
1444021,3491301.0,3491301000.0
474919,3465630.0,3465630000.0
2618780,3427056.0,3427056000.0
659855,3387537.0,3387537000.0
1017939,3381511.0,3381511000.0
3938186,3196951.0,3196951000.0
601050,3174852.0,3174852000.0
3284397,3152158.0,3152158000.0
204004,3105919.0,3105919000.0
2193616,3105280.0,3105280000.0
663245,3092464.0,3092464000.0
656377,3042944.0,3042944000.0
3394278,3018141.0,3018141000.0
595869,2988300.0,2988300000.0
936462,2972889.0,2972889000.0
814430,2815906.0,2815906000.0
3202702,2788000.0,2788000000.0
980661,2721784.0,2721784000.0
437914,2572647.0,2572647000.0
2917317,2534572.0,2534572000.0
165628,2526700.0,2526700000.0
2567123,2469891.0,2469891000.0
416245,2443734.0,2443734000.0
17147,2402836.0,2402836000.0
782306,2400056.0,2400056000.0
2797724,2397526.0,2397526000.0
34537,2371481.0,2371481000.0
671464,2337200.0,2337200000.0
933966,2262447.0,2262447000.0
311845,2222223.0,2222223000.0
342634,2189910.0,2189910000.0
963945,2179350.0,2179350000.0
1893049,2163000.0,2163000000.0
2354985,2076393.0,2076393000.0
2736291,2056153.0,2056153000.0
436159,2003526.0,2003526000.0
1190476,1960801.0,1960801000.0
352772,1923344.0,1923344000.0
853952,1916411.0,1916411000.0
1002878,1894417.0,1894417000.0
1001152,1889845.0,1889845000.0
2615190,1868621.0,1868621000.0
1443266,1862000.0,1862000000.0
510871,1844434.0,1844434000.0
3348888,1840205.0,1840205000.0
3224580,1826760.0,1826760000.0
702117,1814351.0,1814351000.0
2850722,1812164.0,1812164000.0
288853,1786415.0,1786415000.0
3221468,1762264.0,1762264000.0
915878,1743326.0,1743326000.0
85472,1709563.0,1709563000.0
795968,1692611.0,1692611000.0
3317932,1680425.0,1680425000.0
216922,1675983.0,1675983000.0
23504,1640606.0,1640606000.0
3579589,1638076.0,1638076000.0
470050,1619931.0,1619931000.0
3470239,1586455.0,1586455000.0
1225761,1571757.0,1571757000.0
249612,1570814.0,1570814000.0
3475083,1557891.0,1557891000.0
202907,1552137.0,1552137000.0
42420,1506990.0,1506990000.0
637451,1501342.0,1501342000.0
509950,1475278.0,1475278000.0
936426,1440106.0,1440106000.0
929352,1420014.0,1420014000.0
320119,1405832.0,1405832000.0
871769,1403516.0,1403516000.0
688079,1347089.0,1347089000.0
918918,1344285.0,1344285000.0
100562,1336847.0,1336847000.0
3076248,1327978.0,1327978000.0
1386251,1325701.0,1325701000.0
129732,1323007.0,1323007000.0
229913,1313933.0,1313933000.0
245276,1300987.0,1300987000.0
4210227,1279883.0,1279883000.0
264772,1254986.0,1254986000.0
652874,1249824.0,1249824000.0
961624,1248470.0,1248470000.0
3287660,1238261.0,1238261000.0
137915,1206374.0,1206374000.0
991340,1185493.0,1185493000.0
577128,1184905.0,1184905000.0
2941068,1182571.0,1182571000.0
489623,1165612.0,1165612000.0
1176881,1163305.0,1163305000.0
587800,1159193.0,1159193000.0
2652092,1138543.0,1138543000.0
667757,1120771.0,1120771000.0
673440,1120037.0,1120037000.0
37640,1104946.0,1104946000.0
474759,1089389.0,1089389000.0
3650808,1083479.0,1083479000.0
398668,1074035.0,1074035000.0
174572,1070928.0,1070928000.0
2239288,1068799.0,1068799000.0
3637685,1063445.0,1063445000.0
3783313,1052926.0,1052926000.0
353555,1052749.0,1052749000.0
317342,1040300.0,1040300000.0
361167,1025626.0,1025626000.0
316840,1022550.0,1022550000.0
766164,1013316.0,1013316000.0
1391778,1010711.0,1010711000.0
968070,998042.0,998042000.0
83638,983417.0,983417000.0
3408728,955946.0,955946000.0
58971,955021.0,955021000.0
2600039,950717.0,950717000.0
930965,945155.0,945155000.0
52719,944903.0,944903000.0
783648,944207.0,944207000.0
618807,935455.0,935455000.0
354310,930634.0,930634000.0
762447,925736.0,925736000.0
859712,919767.0,919767000.0
881478,915849.0,915849000.0
450856,909219.0,909219000.0
399517,906857.0,906857000.0
936136,905453.0,905453000.0
121642,902419.0,902419000.0
959304,901656.0,901656000.0
933621,890989.0,890989000.0
435077,885938.0,885938000.0
3187630,885432.0,885432000.0
479268,884102.0,884102000.0
2916963,874572.0,874572000.0
2858960,873849.0,873849000.0
657365,859671.0,859671000.0
2362458,851076.0,851076000.0
509811,848690.0,848690000.0
5582846,845060.0,845060000.0
58243,840460.0,840460000.0
1917301,834604.0,834604000.0
3783948,821975.0,821975000.0
913856,820443.0,820443000.0
2998576,802450.0,802450000.0
3076220,782557.0,782557000.0
661308,780355.0,780355000.0
1918344,775642.0,775642000.0
786612,770973.0,770973000.0
2992547,769003.0,769003000.0
888002,763162.0,763162000.0
29878,756650.0,756650000.0
2700984,752824.0,752824000.0
5278251,752383.0,752383000.0
412751,750099.0,750099000.0
28013,747019.0,747019000.0
996260,744659.0,744659000.0
874845,741324.0,741324000.0
130541,740923.0,740923000.0
1011526,739801.0,739801000.0
