rssd_id,total_equity_capital,total_equity_capital_usd
455972,301686.0,301686000.0
265407,301653.0,301653000.0
689209,299636.0,299636000.0
3374412,298187.0,298187000.0
3437157,298129.0,298129000.0
2142155,297788.0,297788000.0
459671,297020.0,297020000.0
139843,296496.0,296496000.0
928421,296202.0,296202000.0
895710,295898.0,295898000.0
528960,292940.0,292940000.0
443205,292526.0,292526000.0
1458608,291984.0,291984000.0
3158546,291357.0,291357000.0
441256,290963.0,290963000.0
24006,289842.0,289842000.0
397540,288704.0,288704000.0
546003,287866.0,287866000.0
1001648,287612.0,287612000.0
293053,287541.0,287541000.0
648242,286048.0,286048000.0
18827,286007.0,286007000.0
1718188,285767.0,285767000.0
233554,285754.0,285754000.0
622774,284967.0,284967000.0
3386264,284842.0,284842000.0
599764,284176.0,284176000.0
201834,283406.0,283406000.0
42448,283206.0,283206000.0
113601,282051.0,282051000.0
232856,280564.0,280564000.0
645465,278238.0,278238000.0
2594240,277498.0,277498000.0
3449066,277262.0,277262000.0
1387605,277244.0,277244000.0
3419416,276518.0,276518000.0
137205,275708.0,275708000.0
3110197,274900.0,274900000.0
3248849,274890.0,274890000.0
965789,273268.0,273268000.0
536059,272085.0,272085000.0
67656,269651.0,269651000.0
797775,268499.0,268499000.0
785923,268215.0,268215000.0
193809,267178.0,267178000.0
670560,267110.0,267110000.0
3404207,266592.0,266592000.0
884303,266539.0,266539000.0
2339795,265236.0,265236000.0
656470,264701.0,264701000.0
975751,264407.0,264407000.0
547840,264154.0,264154000.0
237619,263659.0,263659000.0
3851427,262742.0,262742000.0
3356191,262045.0,262045000.0
237066,261863.0,261863000.0
3337097,261326.0,261326000.0
3216017,261257.0,261257000.0
3545258,260839.0,260839000.0
595430,259503.0,259503000.0
176101,258490.0,258490000.0
214106,258333.0,258333000.0
613950,257181.0,257181000.0
273336,256136.0,256136000.0
3595271,255677.0,255677000.0
3614976,255609.0,255609000.0
294779,254942.0,254942000.0
771609,254722.0,254722000.0
345309,254696.0,254696000.0
2973386,254175.0,254175000.0
37435,253623.0,253623000.0
497039,252003.0,252003000.0
2986407,251152.0,251152000.0
499501,250972.0,250972000.0
539032,250462.0,250462000.0
538802,249414.0,249414000.0
86675,248816.0,248816000.0
12946,248652.0,248652000.0
2297998,248565.0,248565000.0
574976,248452.0,248452000.0
247140,247622.0,247622000.0
1494914,246607.0,246607000.0
3047659,246462.0,246462000.0
1718469,244897.0,244897000.0
892205,244460.0,244460000.0
564557,244457.0,244457000.0
154770,244129.0,244129000.0
255574,243297.0,243297000.0
339072,242778.0,242778000.0
860053,241670.0,241670000.0
2596646,241178.0,241178000.0
2531991,240810.0,240810000.0
3016347,239888.0,239888000.0
687951,239285.0,239285000.0
5859511,239268.0,239268000.0
807955,238860.0,238860000.0
289702,238741.0,238741000.0
200435,238023.0,238023000.0
498362,237979.0,237979000.0
380458,237950.0,237950000.0
552161,237253.0,237253000.0
439404,236733.0,236733000.0
685676,235108.0,235108000.0
268006,235044.0,235044000.0
864471,234630.0,234630000.0
5069,234580.0,234580000.0
2970657,232657.0,232657000.0
245016,232517.0,232517000.0
767974,230975.0,230975000.0
882701,230948.0,230948000.0
18854,230808.0,230808000.0
3447820,230129.0,230129000.0
952677,229331.0,229331000.0
925037,229052.0,229052000.0
773470,228985.0,228985000.0
625654,228190.0,228190000.0
3271799,228127.0,228127000.0
3146150,228063.0,228063000.0
403151,226894.0,226894000.0
583905,226000.0,226000000.0
5050028,225296.0,225296000.0
59316,225018.0,225018000.0
962890,224625.0,224625000.0
397755,224520.0,224520000.0
106359,224350.0,224350000.0
526452,224173.0,224173000.0
5514409,224118.0,224118000.0
546544,223507.0,223507000.0
772008,222706.0,222706000.0
3793714,222335.0,222335000.0
473266,221324.0,221324000.0
3274709,220706.0,220706000.0
3214059,219042.0,219042000.0
48374,217754.0,217754000.0
1007819,217636.0,217636000.0
318974,217603.0,217603000.0
711472,217227.0,217227000.0
578255,216973.0,216973000.0
177920,216783.0,216783000.0
113003,214770.0,214770000.0
923707,214717.0,214717000.0
619701,214195.0,214195000.0
626101,214009.0,214009000.0
972648,212433.0,212433000.0
375502,212262.0,212262000.0
482156,211719.0,211719000.0
2132941,211691.0,211691000.0
3357219,211472.0,211472000.0
3548567,211092.0,211092000.0
45560,211052.0,211052000.0
51253,210468.0,210468000.0
3678857,210068.0,210068000.0
2497181,209412.0,209412000.0
1445943,209290.0,209290000.0
110413,209063.0,209063000.0
785473,208597.0,208597000.0
234739,208043.0,208043000.0
2697963,207269.0,207269000.0
939249,206955.0,206955000.0
133850,206506.0,206506000.0
709602,206498.0,206498000.0
366238,206453.0,206453000.0
677644,205607.0,205607000.0
738040,205534.0,205534000.0
247355,204930.0,204930000.0
753324,204734.0,204734000.0
703552,204624.0,204624000.0
3398623,204275.0,204275000.0
433505,203598.0,203598000.0
3344321,202441.0,202441000.0
177751,200971.0,200971000.0
627108,200877.0,200877000.0
1459717,200733.0,200733000.0
674849,200187.0,200187000.0
994435,200103.0,200103000.0
243375,200077.0,200077000.0
279105,199283.0,199283000.0
775456,199091.0,199091000.0
757377,198379.0,198379000.0
65858,197096.0,197096000.0
859002,196738.0,196738000.0
61122,196404.0,196404000.0
2140348,196135.0,196135000.0
2736714,195893.0,195893000.0
2344753,195755.0,195755000.0
2847142,195751.0,195751000.0
537560,195410.0,195410000.0
806846,195385.0,195385000.0
774132,195301.0,195301000.0
2747587,194369.0,194369000.0
670467,194254.0,194254000.0
423739,193945.0,193945000.0
502849,193890.0,193890000.0
418249,193740.0,193740000.0
783161,192282.0,192282000.0
282075,191895.0,191895000.0
3437483,191408.0,191408000.0
253356,190899.0,190899000.0
159971,187968.0,187968000.0
242976,187964.0,187964000.0
517049,187353.0,187353000.0
2332910,186979.0,186979000.0
2666400,186595.0,186595000.0
804338,186569.0,186569000.0
830542,186248.0,186248000.0
983457,185453.0,185453000.0
786210,185443.0,185443000.0
1864197,185405.0,185405000.0
3719648,184484.0,184484000.0
186744,184443.0,184443000.0
69333,182773.0,182773000.0
790543,182700.0,182700000.0
716833,182255.0,182255000.0
65205,182208.0,182208000.0
369659,181773.0,181773000.0
473042,181574.0,181574000.0
921178,181494.0,181494000.0
960935,180636.0,180636000.0
273662,180441.0,180441000.0
326858,179875.0,179875000.0
117458,179611.0,179611000.0
631422,179296.0,179296000.0
1004470,179080.0,179080000.0
2482824,178985.0,178985000.0
49241,178969.0,178969000.0
6329,178947.0,178947000.0
3608751,178824.0,178824000.0
933377,178303.0,178303000.0
923752,178211.0,178211000.0
893855,177403.0,177403000.0
508346,177081.0,177081000.0
490450,176583.0,176583000.0
645317,176518.0,176518000.0
2624400,176308.0,176308000.0
779968,175920.0,175920000.0
425911,175645.0,175645000.0
132107,175467.0,175467000.0
340135,175201.0,175201000.0
958204,175187.0,175187000.0
3807880,174820.0,174820000.0
276850,174363.0,174363000.0
2667920,174285.0,174285000.0
187947,174202.0,174202000.0
738769,174082.0,174082000.0
134437,173700.0,173700000.0
3284490,173009.0,173009000.0
403179,172717.0,172717000.0
890742,172700.0,172700000.0
899428,172414.0,172414000.0
74140,172263.0,172263000.0
881012,172248.0,172248000.0
778738,171951.0,171951000.0
2708122,171945.0,171945000.0
290249,171727.0,171727000.0
242444,170563.0,170563000.0
680457,170528.0,170528000.0
275358,170468.0,170468000.0
514066,169412.0,169412000.0
2748502,169295.0,169295000.0
481177,168999.0,168999000.0
3720608,168960.0,168960000.0
726953,168847.0,168847000.0
717737,168618.0,168618000.0
463650,168608.0,168608000.0
3404373,168419.0,168419000.0
2785646,168161.0,168161000.0
3280625,167834.0,167834000.0
309655,167573.0,167573000.0
289515,166962.0,166962000.0
3404506,166751.0,166751000.0
2068107,166263.0,166263000.0
470452,165471.0,165471000.0
247908,165281.0,165281000.0
118156,164994.0,164994000.0
2328137,164658.0,164658000.0
408642,164500.0,164500000.0
3636446,164398.0,164398000.0
2736219,163437.0,163437000.0
298218,163365.0,163365000.0
454676,163232.0,163232000.0
734538,162839.0,162839000.0
2947556,162488.0,162488000.0
146663,162117.0,162117000.0
646172,161889.0,161889000.0
209858,161803.0,161803000.0
856243,161619.0,161619000.0
63733,161311.0,161311000.0
375043,161230.0,161230000.0
524579,161168.0,161168000.0
564052,160830.0,160830000.0
173575,160669.0,160669000.0
2806877,160246.0,160246000.0
818401,159975.0,159975000.0
844053,159940.0,159940000.0
4536084,159883.0,159883000.0
840363,159484.0,159484000.0
3588424,159132.0,159132000.0
527600,158841.0,158841000.0
2686211,158706.0,158706000.0
97804,158609.0,158609000.0
528849,158416.0,158416000.0
584377,158151.0,158151000.0
248240,158027.0,158027000.0
212522,158008.0,158008000.0
886204,157946.0,157946000.0
1009242,157891.0,157891000.0
304173,157729.0,157729000.0
220527,157363.0,157363000.0
771458,157300.0,157300000.0
982142,156955.0,156955000.0
283737,156823.0,156823000.0
1394621,156786.0,156786000.0
887340,156779.0,156779000.0
150035,156732.0,156732000.0
684455,156588.0,156588000.0
2834759,156384.0,156384000.0
592448,156241.0,156241000.0
828651,156039.0,156039000.0
727174,155240.0,155240000.0
577137,154593.0,154593000.0
3610718,154555.0,154555000.0
214722,154336.0,154336000.0
754929,154051.0,154051000.0
614313,153922.0,153922000.0
171768,153798.0,153798000.0
498317,153726.0,153726000.0
568470,153151.0,153151000.0
2262718,153069.0,153069000.0
375566,152777.0,152777000.0
371924,152541.0,152541000.0
447100,152509.0,152509000.0
600419,152141.0,152141000.0
1016231,152117.0,152117000.0
2009605,151865.0,151865000.0
120609,151863.0,151863000.0
119779,151405.0,151405000.0
735441,150377.0,150377000.0
624778,150292.0,150292000.0
507509,150184.0,150184000.0
3633173,149994.0,149994000.0
502111,149943.0,149943000.0
3076604,149475.0,149475000.0
2325882,149388.0,149388000.0
754826,148691.0,148691000.0
3465392,148604.0,148604000.0
185859,148514.0,148514000.0
738303,148408.0,148408000.0
613343,148221.0,148221000.0
2880019,147957.0,147957000.0
3637247,147767.0,147767000.0
952172,147671.0,147671000.0
576608,147515.0,147515000.0
840747,147446.0,147446000.0
1169650,147034.0,147034000.0
1011638,147005.0,147005000.0
589943,146914.0,146914000.0
372538,146541.0,146541000.0
88231,146127.0,146127000.0
101037,145568.0,145568000.0
765505,145158.0,145158000.0
556936,144924.0,144924000.0
286457,144763.0,144763000.0
3597211,144685.0,144685000.0
403946,144045.0,144045000.0
741330,143881.0,143881000.0
606653,143826.0,143826000.0
323204,143753.0,143753000.0
2877840,143452.0,143452000.0
163549,143408.0,143408000.0
885869,143325.0,143325000.0
396253,143183.0,143183000.0
2625724,142979.0,142979000.0
540551,142975.0,142975000.0
492650,142813.0,142813000.0
934271,142731.0,142731000.0
520003,142689.0,142689000.0
1006148,142636.0,142636000.0
729310,142599.0,142599000.0
732918,141824.0,141824000.0
956750,141633.0,141633000.0
2605566,141448.0,141448000.0
959715,141174.0,141174000.0
822042,140887.0,140887000.0
972862,140851.0,140851000.0
1162017,140837.0,140837000.0
444350,140734.0,140734000.0
594433,140533.0,140533000.0
783844,140427.0,140427000.0
554857,140110.0,140110000.0
763677,140075.0,140075000.0
2921659,139515.0,139515000.0
2451240,139447.0,139447000.0
3320781,139042.0,139042000.0
67209,138933.0,138933000.0
186221,138724.0,138724000.0
995272,138561.0,138561000.0
196800,137835.0,137835000.0
758851,137801.0,137801000.0
3388482,137547.0,137547000.0
3141726,137130.0,137130000.0
261360,136354.0,136354000.0
931038,136347.0,136347000.0
465618,136135.0,136135000.0
207050,135874.0,135874000.0
859141,135739.0,135739000.0
930358,135663.0,135663000.0
3470154,135384.0,135384000.0
565750,135261.0,135261000.0
439356,135067.0,135067000.0
3052813,134799.0,134799000.0
1013070,134648.0,134648000.0
125855,134624.0,134624000.0
3623110,134505.0,134505000.0
279954,134003.0,134003000.0
1228034,133921.0,133921000.0
869663,133822.0,133822000.0
593052,133707.0,133707000.0
928618,133627.0,133627000.0
972732,133517.0,133517000.0
17978,133476.0,133476000.0
283867,133394.0,133394000.0
33857,133367.0,133367000.0
348720,132975.0,132975000.0
435750,132957.0,132957000.0
3243282,132895.0,132895000.0
594853,132229.0,132229000.0
3066025,132213.0,132213000.0
384652,131658.0,131658000.0
985479,131604.0,131604000.0
3529315,131478.0,131478000.0
307679,131397.0,131397000.0
300063,131324.0,131324000.0
3971,131109.0,131109000.0
61355,130928.0,130928000.0
340144,130805.0,130805000.0
845247,130495.0,130495000.0
228000,130465.0,130465000.0
956938,130130.0,130130000.0
498531,130030.0,130030000.0
362717,129790.0,129790000.0
2719810,129726.0,129726000.0
304913,129725.0,129725000.0
133971,129572.0,129572000.0
852713,129514.0,129514000.0
777366,129455.0,129455000.0
234355,129389.0,129389000.0
3386536,129152.0,129152000.0
162337,128484.0,128484000.0
833404,128337.0,128337000.0
702612,128058.0,128058000.0
632607,128015.0,128015000.0
900502,127902.0,127902000.0
648130,127793.0,127793000.0
27070,127460.0,127460000.0
927479,127283.0,127283000.0
397531,127118.0,127118000.0
1396764,126702.0,126702000.0
339607,126615.0,126615000.0
790918,126508.0,126508000.0
427353,126039.0,126039000.0
195111,125977.0,125977000.0
153353,125948.0,125948000.0
666554,125674.0,125674000.0
613558,125601.0,125601000.0
631570,125226.0,125226000.0
856748,125140.0,125140000.0
60330,125049.0,125049000.0
770657,124596.0,124596000.0
3350724,124536.0,124536000.0
879457,124413.0,124413000.0
99536,124320.0,124320000.0
186717,124277.0,124277000.0
7009,124134.0,124134000.0
536554,123936.0,123936000.0
311050,123590.0,123590000.0
207845,123280.0,123280000.0
419675,123251.0,123251000.0
311603,123199.0,123199000.0
139553,123000.0,123000000.0
930442,122409.0,122409000.0
283438,122365.0,122365000.0
873259,122105.0,122105000.0
831008,121900.0,121900000.0
314257,121846.0,121846000.0
215662,121693.0,121693000.0
759045,121096.0,121096000.0
3297490,120684.0,120684000.0
39327,120608.0,120608000.0
189129,120607.0,120607000.0
596062,120555.0,120555000.0
501459,120397.0,120397000.0
2785477,120280.0,120280000.0
2732,120251.0,120251000.0
428060,120146.0,120146000.0
5135,120121.0,120121000.0
45551,120118.0,120118000.0
3688043,120091.0,120091000.0
699105,119617.0,119617000.0
582971,119616.0,119616000.0
74403,119316.0,119316000.0
610128,118960.0,118960000.0
