rssd_id,total_equity_capital,total_equity_capital_usd,bank_name
37640,1119548.0,1119548000.0,GERMAN AMERICAN BANK
474759,1111067.0,1111067000.0,"SUNFLOWER BANK, NATIONAL ASSOCIATION"
174572,1102652.0,1102652000.0,COLUMBIA BANK
398668,1081671.0,1081671000.0,"BANK OF NEW YORK MELLON TRUST COMPANY, NATIONAL ASSOCIATION, THE"
353555,1077040.0,1077040000.0,AMARILLO NATIONAL BANK
317342,1074255.0,1074255000.0,STOCK YARDS BANK & TRUST COMPANY
3637685,1065989.0,1065989000.0,FIRST FOUNDATION BANK
3783313,1064323.0,1064323000.0,CROSS RIVER BANK
361167,1064248.0,1064248000.0,SOUTHSIDE BANK
2239288,1059419.0,1059419000.0,"WINTRUST BANK, NATIONAL ASSOCIATION"
1391778,1050341.0,1050341000.0,COMENITY BANK
766164,1038102.0,1038102000.0,"TBK BANK, SSB"
316840,1037177.0,1037177000.0,REPUBLIC BANK & TRUST COMPANY
968070,994543.0,994543000.0,CAPITOL FEDERAL SAVINGS BANK
5582846,991223.0,991223000.0,"SQUARE FINANCIAL SERVICES, INC."
783648,982190.0,982190000.0,CENTIER BANK
83638,978367.0,978367000.0,"AMERANT BANK, NATIONAL ASSOCIATION"
52719,969650.0,969650000.0,"DEPOSITORY TRUST COMPANY, THE"
3408728,969217.0,969217000.0,B1BANK
58971,967306.0,967306000.0,WASHINGTON TRUST BANK
618807,963423.0,963423000.0,SALEM FIVE CENTS SAVINGS BANK
450856,955606.0,955606000.0,UNION BANK AND TRUST COMPANY
859712,940937.0,940937000.0,RIDGEWOOD SAVINGS BANK
2600039,938493.0,938493000.0,"COMPUTERSHARE TRUST COMPANY, NATIONAL ASSOCIATION"
762447,935216.0,935216000.0,"FIRST MID BANK & TRUST, NATIONAL ASSOCIATION"
881478,933152.0,933152000.0,HERITAGE BANK
399517,932937.0,932937000.0,CNB BANK
933621,923510.0,923510000.0,BURKE AND HERBERT BANK AND TRUST COMPANY
3187630,923028.0,923028000.0,FORBRIGHT BANK
121642,921813.0,921813000.0,BANKPLUS
959304,913216.0,913216000.0,FLUSHING BANK
354310,907055.0,907055000.0,UNIVEST BANK AND TRUST CO.
936136,904949.0,904949000.0,OLD SECOND NATIONAL BANK
930965,893497.0,893497000.0,SMBC MANUBANK
2916963,893396.0,893396000.0,U.S. BANK TRUST NATIONAL ASSOCIATION
435077,891754.0,891754000.0,"PATHWARD, NATIONAL ASSOCIATION"
3783948,881476.0,881476000.0,"RBC BANK (GEORGIA), NATIONAL ASSOCIATION"
479268,880031.0,880031000.0,BANK OF STOCKTON
509811,873449.0,873449000.0,"COMMUNITY TRUST BANK, INC."
657365,872646.0,872646000.0,HANMI BANK
2858960,870023.0,870023000.0,"BANCORP BANK NATIONAL ASSOCIATION, THE"
58243,863340.0,863340000.0,JOHNSON BANK
1917301,861379.0,861379000.0,"LAKE FOREST BANK & TRUST COMPANY, NATIONAL ASSOCIATION"
913856,857917.0,857917000.0,PINNACLE BANK
2998576,850455.0,850455000.0,CELTIC BANK CORPORATION
2992547,821810.0,821810000.0,"JOHN DEERE FINANCIAL, F.S.B."
3076220,812790.0,812790000.0,STIFEL BANK
661308,812710.0,812710000.0,AMALGAMATED BANK
786612,794362.0,794362000.0,MID PENN BANK
433608,791954.0,791954000.0,TOMPKINS COMMUNITY BANK
888002,791412.0,791412000.0,MIDDLESEX SAVINGS BANK
1918344,789477.0,789477000.0,PREFERRED BANK
339773,779187.0,779187000.0,NEEDHAM BANK
874845,769144.0,769144000.0,LAKE CITY BANK
130541,768929.0,768929000.0,HORIZON BANK
2700984,766567.0,766567000.0,WEX BANK
5278251,765803.0,765803000.0,CHARLES SCHWAB TRUST BANK
29878,760599.0,760599000.0,MASPETH FEDERAL SAVINGS AND LOAN ASSOCIATION
996260,760231.0,760231000.0,CTBC BANK CORP. (USA)
2362458,758293.0,758293000.0,"WELLS FARGO BANK SOUTH CENTRAL, NATIONAL ASSOCIATION"
412751,756563.0,756563000.0,WOODFOREST NATIONAL BANK
139656,749340.0,749340000.0,EQUITY BANK
255659,738863.0,738863000.0,BANK OF COLORADO
2209553,733625.0,733625000.0,HERITAGE BANK OF COMMERCE
236706,733441.0,733441000.0,PEAPACK PRIVATE BANK AND TRUST
651859,731828.0,731828000.0,STOCKMAN BANK OF MONTANA
2705895,726723.0,726723000.0,METROPOLITAN COMMERCIAL BANK
2608754,725795.0,725795000.0,MERCANTILE BANK
593007,724700.0,724700000.0,CAMDEN NATIONAL BANK
28013,724186.0,724186000.0,NORTHFIELD BANK
811046,716295.0,716295000.0,BANKERS TRUST COMPANY
633378,714644.0,714644000.0,KEARNY BANK
758703,703531.0,703531000.0,CAMBRIDGE SAVINGS BANK
836843,702818.0,702818000.0,MIDWESTONE BANK
663834,697385.0,697385000.0,OCEAN BANK
260055,696311.0,696311000.0,ALPINE BANK
850036,688880.0,688880000.0,FIRST AMERICAN BANK
3232204,685307.0,685307000.0,POPPY BANK
826956,683175.0,683175000.0,CHOICE FINANCIAL GROUP
54973,669876.0,669876000.0,"AMERICAN SAVINGS BANK, F.S.B."
2265456,669410.0,669410000.0,"WILMINGTON TRUST, NATIONAL ASSOCIATION"
272302,668188.0,668188000.0,INSTITUTION FOR SAVINGS IN NEWBURYPORT AND ITS VICINITY
2119773,663722.0,663722000.0,"HINSDALE BANK & TRUST COMPANY, NATIONAL ASSOCIATION"
2737980,662331.0,662331000.0,NORTHPOINTE BANK
601416,662253.0,662253000.0,FIVE STAR BANK
1011526,656501.0,656501000.0,CITY NATIONAL BANK OF WEST VIRGINIA
426534,654269.0,654269000.0,HEARTLAND BANK AND TRUST COMPANY
808260,652993.0,652993000.0,FARMERS & MERCHANTS BANK OF CENTRAL CALIFORNIA
391575,648770.0,648770000.0,"UNITED FIDELITY BANK, FSB"
933023,648279.0,648279000.0,"SHORE UNITED BANK, NATIONAL ASSOCIATION"
3630323,644479.0,644479000.0,THIRD COAST BANK
693345,640560.0,640560000.0,"FIRST FINANCIAL BANK, NATIONAL ASSOCIATION"
2471239,639837.0,639837000.0,CFG BANK
701062,633711.0,633711000.0,CENTRAL PACIFIC BANK
3532641,631558.0,631558000.0,SMARTBANK
697763,629879.0,629879000.0,WESTAMERICA BANK
342410,623489.0,623489000.0,ORRSTOWN BANK
542528,617072.0,617072000.0,CIVISTA BANK
1187001,613832.0,613832000.0,INTERBANK
3447576,612971.0,612971000.0,AMERICAN MOMENTUM BANK
773247,610247.0,610247000.0,MIDLAND STATES BANK
572374,610219.0,610219000.0,GREAT SOUTHERN BANK
3835454,603502.0,603502000.0,ROYAL BUSINESS BANK
731247,602537.0,602537000.0,HILLS BANK AND TRUST COMPANY
594947,600598.0,600598000.0,"BANK FIRST, NATIONAL ASSOCIATION"
278818,599582.0,599582000.0,PEOPLES SECURITY BANK AND TRUST COMPANY
932978,595723.0,595723000.0,FIRSTRUST SAVINGS BANK
212577,595578.0,595578000.0,HOMETRUST BANK
3378773,595035.0,595035000.0,BRIDGEWATER BANK
3076453,591819.0,591819000.0,"CALIFORNIA BANK OF COMMERCE, NATIONAL ASSOCIATION"
3402913,587670.0,587670000.0,BANESCO USA
159636,578498.0,578498000.0,WILSON BANK & TRUST
664206,577879.0,577879000.0,CAPE COD FIVE CENTS SAVINGS BANK
725732,576231.0,576231000.0,BRADESCO BANK
522605,573304.0,573304000.0,BAR HARBOR BANK AND TRUST COMPANY
114260,569246.0,569246000.0,FIRST NATIONAL BANK ALASKA
2634351,562996.0,562996000.0,"MACATAWA BANK, NATIONAL ASSOCIATION"
933256,561482.0,561482000.0,"ALERUS FINANCIAL, NATIONAL ASSOCIATION"
141556,559272.0,559272000.0,STEARNS BANK NATIONAL ASSOCIATION
816603,557843.0,557843000.0,"WASHINGTON TRUST COMPANY, OF WESTERLY, THE"
722544,554120.0,554120000.0,NATIONAL EXCHANGE BANK AND TRUST
639567,553548.0,553548000.0,"CREDIT ONE BANK, NATIONAL ASSOCIATION"
230759,551663.0,551663000.0,INTERNATIONAL BANK OF COMMERCE
925411,550275.0,550275000.0,SUMITOMO MITSUI TRUST BANK (U.S.A.) LIMITED
253468,548491.0,548491000.0,RIVER CITY BANK
707354,543347.0,543347000.0,FIRST STATE COMMUNITY BANK
809771,543070.0,543070000.0,YAKIMA FEDERAL SAVINGS AND LOAN ASSOCIATION
3109146,539119.0,539119000.0,"LEADER BANK, NATIONAL ASSOCIATION"
660655,538080.0,538080000.0,AMERICAN NATIONAL BANK
413141,536580.0,536580000.0,FIRST NATIONAL BANK OF AMERICA
468806,536018.0,536018000.0,NORTHEAST BANK
169653,535671.0,535671000.0,FIRST BANK
949154,532932.0,532932000.0,TEXAS BANK AND TRUST COMPANY
825146,531314.0,531314000.0,MORTON COMMUNITY BANK
77851,528711.0,528711000.0,FIRST BANK & TRUST
680813,527939.0,527939000.0,"FARMERS NATIONAL BANK OF CANFIELD, THE"
419406,527458.0,527458000.0,BANGOR SAVINGS BANK
272272,527168.0,527168000.0,SOUTHERN BANK
677176,524296.0,524296000.0,TRUSTCO BANK
384018,523117.0,523117000.0,WOORI AMERICA BANK
2508751,519730.0,519730000.0,"BARRINGTON BANK & TRUST COMPANY, NATIONAL ASSOCIATION"
876634,517794.0,517794000.0,CAPITAL CITY BANK
2938198,514335.0,514335000.0,"NORTHBROOK BANK & TRUST COMPANY, NATIONAL ASSOCIATION"
236153,510926.0,510926000.0,FIRST INTERNATIONAL BANK AND TRUST
1883321,509891.0,509891000.0,"FIRST AMERICAN TRUST, FSB"
324340,506677.0,506677000.0,CHOICEONE BANK
56351,506054.0,506054000.0,"VERABANK, NATIONAL ASSOCIATION"
897170,504790.0,504790000.0,"PONCE BANK, NATIONAL ASSOCIATION"
2867337,501068.0,501068000.0,FIVE STAR BANK
2562164,493126.0,493126000.0,COASTAL COMMUNITY BANK
2654911,491065.0,491065000.0,PRINCIPAL BANK
636771,490911.0,490911000.0,INDEPENDENT BANK
3437456,489243.0,489243000.0,METRO CITY BANK
1015560,488960.0,488960000.0,"INDUSTRIAL AND COMMERCIAL BANK OF CHINA (USA), NATIONAL ASSOCIATION"
913753,483128.0,483128000.0,INWOOD NATIONAL BANK
1007015,482314.0,482314000.0,CENTRAL BANK & TRUST COMPANY
673909,479708.0,479708000.0,HINGHAM INSTITUTION FOR SAVINGS
548351,477799.0,477799000.0,"AUSTIN BANK, TEXAS NATIONAL ASSOCIATION"
161273,477526.0,477526000.0,"NORTH SHORE BANK, A CO-OPERATIVE BANK"
374653,476590.0,476590000.0,FIRST PREMIER BANK
2390929,475668.0,475668000.0,BANK OF ANN ARBOR
474254,474474.0,474474000.0,BROADWAY NATIONAL BANK
703767,472495.0,472495000.0,COMMUNITY WEST BANK
929978,472495.0,472495000.0,"HOME BANK, NATIONAL ASSOCIATION"
3029589,469366.0,469366000.0,CEDAR RAPIDS BANK AND TRUST COMPANY
3325759,468103.0,468103000.0,PRIMIS BANK
845573,467973.0,467973000.0,"SPENCER SAVINGS BANK, SAVINGS AND LOAN ASSOCIATION"
2693264,465492.0,465492000.0,"TOWN BANK, NATIONAL ASSOCIATION"
575254,465084.0,465084000.0,CITY BANK
2353595,464626.0,464626000.0,FIRST COMMUNITY BANK
945053,463818.0,463818000.0,RCB BANK
557858,463056.0,463056000.0,"INTRUST BANK, NATIONAL ASSOCIATION"
256553,462083.0,462083000.0,DACOTAH BANK
900306,461910.0,461910000.0,NORTHERN BANK & TRUST COMPANY
13103,461463.0,461463000.0,BRISTOL COUNTY SAVINGS BANK
535753,460437.0,460437000.0,"ACADEMY BANK, N.A."
739560,460215.0,460215000.0,FREMONT BANK
2916534,459100.0,459100000.0,"BTG PACTUAL BANK, NATIONAL ASSOCIATION"
161602,457962.0,457962000.0,"CANANDAIGUA NATIONAL BANK AND TRUST COMPANY, THE"
105473,455089.0,455089000.0,HOME FEDERAL BANK OF TENNESSEE
355858,454013.0,454013000.0,FIRST NATIONAL BANK
99376,450731.0,450731000.0,"NATIONAL COOPERATIVE BANK, N.A."
3228908,450173.0,450173000.0,MEDALLION BANK
933975,447472.0,447472000.0,BANK OF UTAH
384278,445531.0,445531000.0,FIRST FEDERAL BANK
3401970,443502.0,443502000.0,FIRST BANK
2576134,442934.0,442934000.0,WEBBANK
662369,442092.0,442092000.0,BANK OF THE SIERRA
1009354,434850.0,434850000.0,SECURITY BANK OF KANSAS CITY
584920,433014.0,433014000.0,"FIDELITY BANK, THE"
866000,429428.0,429428000.0,ARROW BANK NATIONAL ASSOCIATION
26765,426357.0,426357000.0,VANTAGE BANK TEXAS
2758613,426347.0,426347000.0,FIRST INTERNET BANK OF INDIANA
211271,425633.0,425633000.0,"NORTH AMERICAN SAVINGS BANK, FSB"
717924,424415.0,424415000.0,SOUTHERN BANK AND TRUST COMPANY
537449,423364.0,423364000.0,FIRST BUSINESS BANK
914648,422241.0,422241000.0,BANKFIRST FINANCIAL SERVICES
751656,419018.0,419018000.0,FRANDSEN BANK & TRUST
529958,417156.0,417156000.0,"TIB, NATIONAL ASSOCIATION"
460033,413982.0,413982000.0,COMMUNITY BANK OF MISSISSIPPI
1001639,411686.0,411686000.0,PARKWAY BANK AND TRUST COMPANY
876700,411379.0,411379000.0,CENTREVILLE BANK
2734729,411125.0,411125000.0,AMERICAN BUSINESS BANK
911973,409499.0,409499000.0,UNION SAVINGS BANK
2044811,407550.0,407550000.0,"WHEATON BANK & TRUST COMPANY, NATIONAL ASSOCIATION"
1157415,407265.0,407265000.0,STATE BANK OF TEXAS
223322,405973.0,405973000.0,"FIRST BANK AND TRUST COMPANY, THE"
2963266,405322.0,405322000.0,FIRST CAROLINA BANK
1436204,403614.0,403614000.0,BANK OF MARIN
439338,402792.0,402792000.0,UNITED COMMUNITY BANK
613400,399382.0,399382000.0,PEOPLESBANK
5210,398301.0,398301000.0,ACNB BANK
491934,397645.0,397645000.0,COLONY BANK
3476192,397632.0,397632000.0,CARTER BANK & TRUST
971959,394626.0,394626000.0,BRAVERA BANK
214414,392654.0,392654000.0,"FARMERS & MERCHANTS STATE BANK, THE"
3804535,392102.0,392102000.0,GUARANTY BANK
852544,387684.0,387684000.0,SOUTHERN BANCORP BANK
2849801,387473.0,387473000.0,SOUTHERN FIRST BANK
376273,386283.0,386283000.0,NORTH SHORE BANK
822556,385601.0,385601000.0,TEXAS EXCHANGE BANK
976703,384535.0,384535000.0,"BESSEMER TRUST COMPANY, N.A."
3235410,382597.0,382597000.0,WEST COAST COMMUNITY BANK
140362,382263.0,382263000.0,SUNWEST BANK
2694681,380970.0,380970000.0,AMERICAN FIRST NATIONAL BANK
3547131,379363.0,379363000.0,FINEMARK NATIONAL BANK & TRUST
3212402,378457.0,378457000.0,PCB BANK
657459,369052.0,369052000.0,MIDWEST BANKCENTRE
1447639,368341.0,368341000.0,WESTSTAR BANK
139740,366241.0,366241000.0,WEST BANK
1718188,362213.0,362213000.0,NORTHRIM BANK
842460,361598.0,361598000.0,LONE STAR NATIONAL BANK
657271,359688.0,359688000.0,GATE CITY BANK
254317,359132.0,359132000.0,BANK OF UTICA
557317,358943.0,358943000.0,LINKBANK
978118,358001.0,358001000.0,FIRST CITIZENS COMMUNITY BANK
671334,357979.0,357979000.0,REPUBLIC BANK OF CHICAGO
278555,357690.0,357690000.0,"STRIDE BANK, NATIONAL ASSOCIATION"
867650,356407.0,356407000.0,PINNACLE BANK
2743244,356093.0,356093000.0,RED RIVER BANK
110936,353783.0,353783000.0,BANCO DO BRASIL AMERICAS
895710,351132.0,351132000.0,CITIZENS & NORTHERN BANK
2757205,351093.0,351093000.0,"MVB BANK, INC."
1018927,349514.0,349514000.0,1ST SECURITY BANK OF WASHINGTON
3109043,348347.0,348347000.0,BANKWELL BANK
2954059,347934.0,347934000.0,BCB COMMUNITY BANK
428547,347402.0,347402000.0,"ST. CHARLES BANK & TRUST COMPANY, NATIONAL ASSOCIATION"
330855,346932.0,346932000.0,"BANK OF MISSOURI, THE"
507068,346727.0,346727000.0,EXCHANGE BANK
2298995,346066.0,346066000.0,"VILLAGE BANK & TRUST, NATIONAL ASSOCIATION"
1890525,345269.0,345269000.0,UNITY BANK
3189063,343808.0,343808000.0,COMMERCIAL BANK OF CALIFORNIA
995076,343688.0,343688000.0,CACHE VALLEY BANK
4457536,342091.0,342091000.0,THRIVENT BANK
823478,340428.0,340428000.0,NORTHEAST COMMUNITY BANK
2891622,339948.0,339948000.0,"CORNERSTONE CAPITAL BANK, SSB"
525549,339447.0,339447000.0,LAKE RIDGE BANK
3437157,339061.0,339061000.0,RIVER BANK & TRUST
936583,338568.0,338568000.0,THINK MUTUAL BANK
