rssd_id,ndfi_loans_total,ndfi_loans_total_usd,bank_name
693224,249394.0,249394000.0,ATLANTIC UNION BANK
657365,248995.0,248995000.0,HANMI BANK
510871,226478.0,226478000.0,FIRSTBANK PUERTO RICO
3579589,226337.0,226337000.0,STELLAR BANK
129732,221280.0,221280000.0,BYLINE BANK
384278,200115.0,200115000.0,FIRST FEDERAL BANK
245276,194070.0,194070000.0,ORIENTAL BANK
2298995,183918.0,183918000.0,"VILLAGE BANK & TRUST, NATIONAL ASSOCIATION"
171768,174146.0,174146000.0,"SOUTHSTAR BANK, S.S.B."
980661,167237.0,167237000.0,FIRST HAWAIIAN BANK
930358,167206.0,167206000.0,UNITED BANKERS' BANK
83638,164974.0,164974000.0,"AMERANT BANK, NATIONAL ASSOCIATION"
3408728,164457.0,164457000.0,B1BANK
980960,160027.0,160027000.0,BENCHMARK BANK
2652092,153416.0,153416000.0,EAGLEBANK
811046,150524.0,150524000.0,BANKERS TRUST COMPANY
725732,148615.0,148615000.0,BRADESCO BANK
936426,148044.0,148044000.0,S & T BANK
208244,144374.0,144374000.0,OLD NATIONAL BANK
474919,139781.0,139781000.0,"FULTON BANK, NATIONAL ASSOCIATION"
428547,138718.0,138718000.0,"ST. CHARLES BANK & TRUST COMPANY, NATIONAL ASSOCIATION"
663834,129737.0,129737000.0,OCEAN BANK
965789,129306.0,129306000.0,SUSSER BANK
384652,129109.0,129109000.0,"DALLAS CAPITAL BANK, NATIONAL ASSOCIATION"
977250,128810.0,128810000.0,MIDWEST INDEPENDENT BANKERSBANK
3212402,126389.0,126389000.0,PCB BANK
450856,124052.0,124052000.0,UNION BANK AND TRUST COMPANY
2693264,121963.0,121963000.0,"TOWN BANK, NATIONAL ASSOCIATION"
3202702,120000.0,120000000.0,"OPTUM BANK, INC."
2797724,119204.0,119204000.0,TOWNEBANK
353555,106184.0,106184000.0,AMARILLO NATIONAL BANK
3357219,104516.0,104516000.0,OPEN BANK
416245,102909.0,102909000.0,BUSEY BANK
3401970,101805.0,101805000.0,FIRST BANK
3016347,101750.0,101750000.0,GEORGIA BANKING COMPANY
527954,97954.0,97954000.0,FIRST NATIONAL BANK OF OMAHA
9357,97724.0,97724000.0,SCALE BANK
3216017,97563.0,97563000.0,"BEVERLY BANK & TRUST COMPANY, NATIONAL ASSOCIATION"
2316714,96293.0,96293000.0,TIME BANK
2634351,95782.0,95782000.0,"MACATAWA BANK, NATIONAL ASSOCIATION"
2736219,94651.0,94651000.0,"TRANSPORTATION ALLIANCE BANK, INC. DBA TAB BANK"
595430,93235.0,93235000.0,"STATE BANK OF THE LAKES, NATIONAL ASSOCIATION"
426534,93138.0,93138000.0,HEARTLAND BANK AND TRUST COMPANY
2044811,92884.0,92884000.0,"WHEATON BANK & TRUST COMPANY, NATIONAL ASSOCIATION"
1718469,91979.0,91979000.0,COLORADO FEDERAL SAVINGS BANK
2142155,86001.0,86001000.0,QUAD CITY BANK AND TRUST COMPANY
795968,85023.0,85023000.0,BANK OF HAWAII
734538,84620.0,84620000.0,FIRST NATIONAL BANKERS BANK
853952,81525.0,81525000.0,"CENTRAL TRUST BANK, THE"
141556,80973.0,80973000.0,STEARNS BANK NATIONAL ASSOCIATION
1447639,78161.0,78161000.0,WESTSTAR BANK
3214059,76666.0,76666000.0,AVIDBANK
1216022,75000.0,75000000.0,SYNCHRONY BANK
2736291,74009.0,74009000.0,POPULAR BANK
34537,73958.0,73958000.0,SEACOAST NATIONAL BANK
3344321,72442.0,72442000.0,TRADITION CAPITAL BANK
3348888,71630.0,71630000.0,SERVISFIRST BANK
930965,71275.0,71275000.0,SMBC MANUBANK
77851,68440.0,68440000.0,FIRST BANK & TRUST
2508751,68134.0,68134000.0,"BARRINGTON BANK & TRUST COMPANY, NATIONAL ASSOCIATION"
933621,67711.0,67711000.0,BURKE AND HERBERT BANK AND TRUST COMPANY
531250,67072.0,67072000.0,CENTENNIAL BANK
3402913,67046.0,67046000.0,BANESCO USA
660655,66729.0,66729000.0,AMERICAN NATIONAL BANK
498362,66649.0,66649000.0,AMERICAN NATIONAL BANK & TRUST
2339795,66376.0,66376000.0,"LIBERTYVILLE BANK & TRUST COMPANY, NATIONAL ASSOCIATION"
474254,66120.0,66120000.0,BROADWAY NATIONAL BANK
2624400,64233.0,64233000.0,"CRYSTAL LAKE BANK & TRUST COMPANY, NATIONAL ASSOCIATION"
918918,63271.0,63271000.0,SAFRA NATIONAL BANK OF NEW YORK
3630323,62918.0,62918000.0,THIRD COAST BANK
3076220,62768.0,62768000.0,STIFEL BANK
538802,61055.0,61055000.0,INTERAUDI BANK
140362,61051.0,61051000.0,SUNWEST BANK
871769,60573.0,60573000.0,FARMERS AND MERCHANTS BANK OF LONG BEACH
3465392,60002.0,60002000.0,PEGASUS BANK
913856,57509.0,57509000.0,PINNACLE BANK
470050,55025.0,55025000.0,FIRST FINANCIAL BANK
17147,53948.0,53948000.0,FIRST MERCHANTS BANK
3690121,53383.0,53383000.0,LIBERTY CAPITAL BANK
31255,52901.0,52901000.0,CENTRAL BANK
26765,51774.0,51774000.0,VANTAGE BANK TEXAS
2970657,51481.0,51481000.0,"SCHAUMBURG BANK & TRUST COMPANY, NATIONAL ASSOCIATION"
593052,51039.0,51039000.0,PLAINS COMMERCE BANK
403151,50445.0,50445000.0,CORNERSTONE BANK
3404207,50065.0,50065000.0,"OLD PLANK TRAIL COMMUNITY BANK, NATIONAL ASSOCIATION"
509950,49768.0,49768000.0,FIRST UNITED BANK AND TRUST COMPANY
137652,48945.0,48945000.0,UNIVERSITY BANK
435750,47683.0,47683000.0,FIRST STATE BANK
482156,47636.0,47636000.0,FARMERS BANK & TRUST
936462,47391.0,47391000.0,MECHANICS BANK
188430,46079.0,46079000.0,"FLORIDA CAPITAL BANK, N.A."
311845,45000.0,45000000.0,ARVEST BANK
317342,44430.0,44430000.0,STOCK YARDS BANK & TRUST COMPANY
656377,43760.0,43760000.0,WAFD BANK
710859,43592.0,43592000.0,"CITIZENS BANK OF CLOVIS, THE"
522605,43130.0,43130000.0,BAR HARBOR BANK AND TRUST COMPANY
509811,42877.0,42877000.0,"COMMUNITY TRUST BANK, INC."
3470154,42805.0,42805000.0,US METRO BANK
2121196,40179.0,40179000.0,"TD BANK USA, NATIONAL ASSOCIATION"
1002878,40000.0,40000000.0,NORTHWEST BANK
722544,39344.0,39344000.0,NATIONAL EXCHANGE BANK AND TRUST
369659,37802.0,37802000.0,FIRST NATIONAL BANK OF CENTRAL TEXAS
408875,36644.0,36644000.0,"AXIOM BANK, NATIONAL ASSOCIATION"
456045,36159.0,36159000.0,CENTENNIAL BANK
3248849,35415.0,35415000.0,MAINSTREET BANK
698144,34854.0,34854000.0,COMMUNITY FINANCIAL SERVICES BANK
703552,34400.0,34400000.0,"HORIZON BANK, SSB"
272272,34270.0,34270000.0,SOUTHERN BANK
69333,33653.0,33653000.0,"CITIZENS NATIONAL BANK OF MERIDIAN, THE"
2838207,33548.0,33548000.0,SEATTLE BANK
422433,33467.0,33467000.0,FIRST GUARANTY BANK
130541,32242.0,32242000.0,HORIZON BANK
2808602,31808.0,31808000.0,"CAPITAL BANK, NATIONAL ASSOCIATION"
557858,30665.0,30665000.0,"INTRUST BANK, NATIONAL ASSOCIATION"
113740,29912.0,29912000.0,FIRST STATE BANK
594853,29807.0,29807000.0,"BONVENU BANK, N.A."
677644,29803.0,29803000.0,"FARMERS & MERCHANTS BANK, THE"
1018927,29565.0,29565000.0,1ST SECURITY BANK OF WASHINGTON
2631846,28656.0,28656000.0,NORTH AMERICAN BANKING COMPANY
575254,28636.0,28636000.0,CITY BANK
525549,28088.0,28088000.0,LAKE RIDGE BANK
2891622,27370.0,27370000.0,"CORNERSTONE CAPITAL BANK, SSB"
391418,26963.0,26963000.0,FIRST & PEOPLES BANK AND TRUST COMPANY
1218446,26645.0,26645000.0,BANKERS' BANK OF KANSAS
407506,26146.0,26146000.0,ION BANK
632858,25157.0,25157000.0,FRONTIER STATE BANK
528849,24591.0,24591000.0,HORICON BANK
293053,24416.0,24416000.0,COMMUNITY NATIONAL BANK
3688043,24398.0,24398000.0,PARKSIDE FINANCIAL BANK AND TRUST
859655,23988.0,23988000.0,"BANKERS BANK, THE"
732758,23878.0,23878000.0,BANKERS' BANK OF THE WEST
436159,23580.0,23580000.0,FIRSTBANK
242976,23322.0,23322000.0,BAYVANGUARD BANK
202907,22841.0,22841000.0,"COMMUNITY BANK, NATIONAL ASSOCIATION"
867632,22822.0,22822000.0,INTERNATIONAL FINANCE BANK
881478,22683.0,22683000.0,HERITAGE BANK
58971,22481.0,22481000.0,WASHINGTON TRUST BANK
840363,22181.0,22181000.0,FIRSTBANK SOUTHWEST
726953,22028.0,22028000.0,UNITED TEXAS BANK
806958,21851.0,21851000.0,MIDWEST BANK
540551,21500.0,21500000.0,"BANKWEST, INCORPORATED"
852704,20598.0,20598000.0,GENESEE REGIONAL BANK
160959,20410.0,20410000.0,KS STATEBANK
2855866,20103.0,20103000.0,FOUR CORNERS COMMUNITY BANK
74140,20100.0,20100000.0,ISABELLA BANK
1436204,19246.0,19246000.0,BANK OF MARIN
207050,19211.0,19211000.0,WEST GATE BANK
859552,19083.0,19083000.0,BANK OF THE WEST
775456,18792.0,18792000.0,NATIONAL BANK OF COMMERCE
600419,18753.0,18753000.0,KISH BANK
3224375,18235.0,18235000.0,GOLDEN STATE BANK
978118,18220.0,18220000.0,FIRST CITIZENS COMMUNITY BANK
3690635,18188.0,18188000.0,MEGA BANK
595270,17478.0,17478000.0,MIDFIRST BANK
176464,17195.0,17195000.0,ALLIANCE BANK
3437148,17049.0,17049000.0,FIRST FREEDOM BANK
418249,16773.0,16773000.0,"THE SECURITY NATIONAL BANK OF SIOUX CITY, IOWA"
3317932,16663.0,16663000.0,CONNECTONE BANK
309655,16553.0,16553000.0,REGENT BANK
2743244,16462.0,16462000.0,RED RIVER BANK
645625,16403.0,16403000.0,"WESBANCO BANK, INC."
836843,16006.0,16006000.0,MIDWESTONE BANK
2815879,15987.0,15987000.0,GREAT AMERICAN BANK
473266,15500.0,15500000.0,TEXAS FIRST BANK
499453,15352.0,15352000.0,FIRST STATE BANK NEBRASKA
933023,15023.0,15023000.0,"SHORE UNITED BANK, NATIONAL ASSOCIATION"
45551,15000.0,15000000.0,BANK MIDWEST
3545258,14980.0,14980000.0,CALPRIVATE BANK
279954,14910.0,14910000.0,CITIZENS ALLIANCE BANK
762447,14844.0,14844000.0,"FIRST MID BANK & TRUST, NATIONAL ASSOCIATION"
3146150,14733.0,14733000.0,U.S. CENTURY BANK
594947,14721.0,14721000.0,"BANK FIRST, NATIONAL ASSOCIATION"
58243,14691.0,14691000.0,JOHNSON BANK
1187551,14474.0,14474000.0,"INDEPENDENT CORRESPONDENT BANKERS' BANK, INC."
121651,14200.0,14200000.0,JONESBORO STATE BANK
276850,13788.0,13788000.0,SECURITY FIRST BANK
3293540,13750.0,13750000.0,PACIFIC VALLEY BANK
5382514,13684.0,13684000.0,GULF CAPITAL BANK
3029589,13617.0,13617000.0,CEDAR RAPIDS BANK AND TRUST COMPANY
3588424,12961.0,12961000.0,"WATERFORD BANK, NA"
754853,12845.0,12845000.0,"FIRST NATIONAL BANK OF HUTCHINSON, THE"
825146,12836.0,12836000.0,MORTON COMMUNITY BANK
3398623,12498.0,12498000.0,FFB BANK
968070,12235.0,12235000.0,CAPITOL FEDERAL SAVINGS BANK
2209553,12065.0,12065000.0,HERITAGE BANK OF COMMERCE
892205,12003.0,12003000.0,WESTFIELD BANK
3459207,12000.0,12000000.0,MOUNTAIN PACIFIC BANK
220844,11998.0,11998000.0,DENVER SAVINGS BANK
3378773,11519.0,11519000.0,BRIDGEWATER BANK
3356191,11389.0,11389000.0,BRYANT BANK
939249,11271.0,11271000.0,FIDELITY BANK & TRUST
568359,11216.0,11216000.0,AMERICAN BANK OF FREEDOM
3690701,11200.0,11200000.0,PRIME MERIDIAN BANK
2515320,11121.0,11121000.0,FORTIS BANK
2634191,11022.0,11022000.0,GLACIER BANK
403946,11000.0,11000000.0,"PARK BANK, THE"
546003,11000.0,11000000.0,BANKNEWPORT
556459,10965.0,10965000.0,"KLEBERG BANK, N.A."
375043,10911.0,10911000.0,"PEOPLES NATIONAL BANK, NATIONAL ASSOCIATION"
779968,10457.0,10457000.0,STATE BANK OF INDIA (CALIFORNIA)
565750,10097.0,10097000.0,BANK OF WASHINGTON
2398701,10021.0,10021000.0,"MODERN BANK, NATIONAL ASSOCIATION"
724744,9726.0,9726000.0,GNB BANK
597313,9461.0,9461000.0,PS BANK
2877345,9319.0,9319000.0,INSBANK
2667957,9000.0,9000000.0,NEBRASKALAND BANK
1015252,8865.0,8865000.0,LEA COUNTY STATE BANK
1001648,8550.0,8550000.0,CARROLLTON BANK
498317,8500.0,8500000.0,"OHIO VALLEY BANK COMPANY, THE"
163857,8421.0,8421000.0,F&M BANK
5592340,8287.0,8287000.0,CLIMATE FIRST BANK
497954,8026.0,8026000.0,TEXAS NATIONAL BANK
785473,7985.0,7985000.0,FIRST SAVINGS BANK
552974,7951.0,7951000.0,"SHELBY SAVINGS BANK, SSB"
132107,7923.0,7923000.0,ANDROSCOGGIN SAVINGS BANK
236706,7804.0,7804000.0,PEAPACK PRIVATE BANK AND TRUST
994435,7749.0,7749000.0,UNITED BANK
814458,7682.0,7682000.0,CHARTER BANK
604024,7542.0,7542000.0,MINSTER BANK
972648,7477.0,7477000.0,PLANTERS BANK & TRUST COMPANY
125855,7250.0,7250000.0,SABINE STATE BANK AND TRUST COMPANY
685676,7090.0,7090000.0,OPPORTUNITY BANK OF MONTANA
883959,7057.0,7057000.0,COWBOY BANK
916745,7056.0,7056000.0,BNA BANK
242257,7014.0,7014000.0,PEOPLES SAVINGS BANK OF RHINELAND
597546,7000.0,7000000.0,PREMIER COMMUNITY BANK
479446,6974.0,6974000.0,CITIZENS STATE BANK OF LOYAL
5342974,6834.0,6834000.0,PIERMONT BANK
289702,6800.0,6800000.0,NORWAY SAVINGS BANK
3835454,6791.0,6791000.0,ROYAL BUSINESS BANK
400141,6771.0,6771000.0,"FNB BANK, INC."
3595271,6733.0,6733000.0,"BANK OF PRINCETON, THE"
977951,6411.0,6411000.0,BORDER BANK
51253,6341.0,6341000.0,APEX BANK
329550,6247.0,6247000.0,INSOUTH BANK
137643,6230.0,6230000.0,WEST IOWA BANK
674849,6150.0,6150000.0,LUANA SAVINGS BANK
340742,6000.0,6000000.0,CIBM BANK
475354,6000.0,6000000.0,FARMERS STATE BANK
959715,5944.0,5944000.0,ATLANTIC COMMUNITY BANKERS BANK
1017939,5859.0,5859000.0,UNITED COMMUNITY BANK
328777,5831.0,5831000.0,PENN COMMUNITY BANK
693952,5750.0,5750000.0,SECURITY FIRST BANK OF NORTH DAKOTA
514655,5600.0,5600000.0,"TEXAS GULF BANK, NATIONAL ASSOCIATION"
613008,5558.0,5558000.0,ROCKLAND TRUST COMPANY
215710,5433.0,5433000.0,"JUNIATA VALLEY BANK, THE"
2037185,5362.0,5362000.0,FIRST COMMUNITY BANK OF EAST TENNESSEE
455972,5245.0,5245000.0,PEOPLES BANK
442244,5209.0,5209000.0,NORTHEAST SECURITY BANK
634544,5192.0,5192000.0,BANK 21
3614976,5006.0,5006000.0,FVCBANK
962890,5003.0,5003000.0,CITIZENS COMMUNITY FEDERAL NATIONAL ASSOCIATION
328357,5000.0,5000000.0,"TITAN BANK, N.A."
477648,4935.0,4935000.0,FARMERS STATE BANK
1469677,4812.0,4812000.0,"HERITAGE BANK, INC."
371232,4768.0,4768000.0,FIRST COMMUNITY BANK AND TRUST
248240,4704.0,4704000.0,BANK OF SPRINGFIELD
100843,4655.0,4655000.0,FNBC BANK
928618,4624.0,4624000.0,AMERISERV FINANCIAL BANK
1015560,4615.0,4615000.0,"INDUSTRIAL AND COMMERCIAL BANK OF CHINA (USA), NATIONAL ASSOCIATION"
596062,4511.0,4511000.0,"CITY NATIONAL BANK OF SULPHUR SPRINGS, THE"
1014853,4505.0,4505000.0,CITIZENS BANK OF KANSAS
262741,4483.0,4483000.0,FARMERS BANK & TRUST COMPANY
84541,4478.0,4478000.0,GUARANTY BANK AND TRUST COMPANY
5686089,4447.0,4447000.0,NAVE BANK
5143788,4384.0,4384000.0,WINTER PARK NATIONAL BANK
1016857,4240.0,4240000.0,CITIZENS BANK OF LAS CRUCES
204826,4156.0,4156000.0,FIRST NATIONAL BANK IN NEW BREMEN
382050,4087.0,4087000.0,CENTRAL SAVINGS BANK
865544,4085.0,4085000.0,CLEAR LAKE BANK AND TRUST COMPANY
778738,4060.0,4060000.0,CITIZENS BANK
982348,4043.0,4043000.0,IOWA STATE BANK
216922,4030.0,4030000.0,FIRST BANK
342410,4015.0,4015000.0,ORRSTOWN BANK
329952,4006.0,4006000.0,"FIRST NATIONAL BANK OF GRANBURY, THE"
475653,4000.0,4000000.0,MOUNTAIN VALLEY BANK
543459,3986.0,3986000.0,"DREAM FIRST BANK, NATIONAL ASSOCIATION"
648242,3821.0,3821000.0,INDEPENDENCE BANK OF KENTUCKY
5313312,3794.0,3794000.0,WATERMARK BANK
972732,3717.0,3717000.0,FIRST NATIONAL BANK OF PULASKI
659341,3650.0,3650000.0,"CONSTITUTION BANK, NATIONAL ASSOCIATION"
421539,3602.0,3602000.0,FIRST PEOPLES BANK OF TENNESSEE
261940,3600.0,3600000.0,ANSTAFF BANK
851239,3575.0,3575000.0,"POCA VALLEY BANK, INC., THE"
121642,3559.0,3559000.0,BANKPLUS
3720608,3504.0,3504000.0,OAKWORTH CAPITAL BANK
867650,3381.0,3381000.0,PINNACLE BANK
649342,3374.0,3374000.0,IOWA TRUST & SAVINGS BANK
702117,3298.0,3298000.0,"NBT BANK, NATIONAL ASSOCIATION"
839255,3250.0,3250000.0,FNB COMMUNITY BANK
399517,3228.0,3228000.0,CNB BANK
645317,3223.0,3223000.0,"ADIRONDACK TRUST COMPANY, THE"
2734729,3199.0,3199000.0,AMERICAN BUSINESS BANK
229342,3192.0,3192000.0,STATE BANK & TRUST CO.
924236,3182.0,3182000.0,FIRST STATE BANK
77422,3150.0,3150000.0,COMMUNITY BANKERS' BANK
936136,3063.0,3063000.0,OLD SECOND NATIONAL BANK
2820604,3050.0,3050000.0,MILLENNIUM BANK
499501,3014.0,3014000.0,MAINE COMMUNITY BANK
172457,3000.0,3000000.0,"CITIZENS BANK OF EDMOND, THE"
2849285,3000.0,3000000.0,BANKVISTA
841838,3000.0,3000000.0,THREAD BANK
262059,2945.0,2945000.0,AVB BANK
202514,2928.0,2928000.0,"CUMBERLAND SECURITY BANK, INC."
880332,2903.0,2903000.0,PIKE NATIONAL BANK
3010363,2900.0,2900000.0,BANKCDA
869346,2890.0,2890000.0,IOWA STATE SAVINGS BANK
991359,2883.0,2883000.0,FIRST MISSOURI BANK OF SEMO
3391718,2876.0,2876000.0,BELMONT BANK & TRUST COMPANY
719656,2800.0,2800000.0,"CALLAWAY BANK, THE"
3314043,2797.0,2797000.0,FIRST RESOURCE BANK
2925620,2753.0,2753000.0,"CHINO COMMERCIAL BANK, NATIONAL ASSOCIATION"
3488579,2686.0,2686000.0,CENTRAL BANK
1386251,2663.0,2663000.0,BANCFIRST
458665,2599.0,2599000.0,"FIRST NATIONAL BANK OF STANTON, THE"
468673,2563.0,2563000.0,"HOME LOAN SAVINGS BANK, THE"
653134,2509.0,2509000.0,FARMERS-MERCHANTS BANK & TRUST COMPANY
556936,2500.0,2500000.0,FORESIGHT BANK
3943210,2500.0,2500000.0,LIBERTY BANK
3166699,2456.0,2456000.0,TOLLESON PRIVATE BANK
780955,2429.0,2429000.0,WAUMANDEE STATE BANK
273840,2425.0,2425000.0,COMMUNITY FIRST BANK OF THE HEARTLAND
439338,2422.0,2422000.0,UNITED COMMUNITY BANK
450632,2411.0,2411000.0,FIRST NATIONAL COMMUNITY BANK
901938,2400.0,2400000.0,"FARMERS BANK, THE"
858443,2375.0,2375000.0,"FIRST NATIONAL BANK OF AVA, THE"
646556,2375.0,2375000.0,CONNECTIONS BANK
1007015,2341.0,2341000.0,CENTRAL BANK & TRUST COMPANY
956358,2332.0,2332000.0,SECURITY BANK OF THE OZARKS
2529176,2306.0,2306000.0,SECURITY NATIONAL BANK OF SOUTH DAKOTA
