rssd_id,ndfi_loans_total,ndfi_loans_total_usd,bank_name
2925620,2753.0,2753000.0,"CHINO COMMERCIAL BANK, NATIONAL ASSOCIATION"
1003839,2750.0,2750000.0,M C BANK & TRUST COMPANY
956134,2750.0,2750000.0,LASALLE STATE BANK
869346,2742.0,2742000.0,IOWA STATE SAVINGS BANK
916745,2730.0,2730000.0,BNA BANK
406059,2695.0,2695000.0,NBT FINANCIAL BANK
880332,2676.0,2676000.0,PIKE NATIONAL BANK
3488579,2628.0,2628000.0,CENTRAL BANK
458665,2618.0,2618000.0,"FIRST NATIONAL BANK OF STANTON, THE"
468673,2563.0,2563000.0,"HOME LOAN SAVINGS BANK, THE"
202514,2562.0,2562000.0,"CUMBERLAND SECURITY BANK, INC."
884648,2556.0,2556000.0,UNITED COMMUNITY BANK
3943210,2500.0,2500000.0,LIBERTY BANK
556936,2500.0,2500000.0,FORESIGHT BANK
780955,2429.0,2429000.0,WAUMANDEE STATE BANK
2849285,2400.0,2400000.0,BANKVISTA
858443,2335.0,2335000.0,"FIRST NATIONAL BANK OF AVA, THE"
439338,2318.0,2318000.0,UNITED COMMUNITY BANK
765662,2250.0,2250000.0,MUENSTER STATE BANK
273840,2200.0,2200000.0,COMMUNITY FIRST BANK OF THE HEARTLAND
2529176,2194.0,2194000.0,SECURITY NATIONAL BANK OF SOUTH DAKOTA
1007015,2153.0,2153000.0,CENTRAL BANK & TRUST COMPANY
927134,2141.0,2141000.0,SOLUTIONS BANK
901938,2100.0,2100000.0,"FARMERS BANK, THE"
63733,2090.0,2090000.0,WELLWORTH BANK
651541,2043.0,2043000.0,IOWA STATE BANK AND TRUST COMPANY
956358,2016.0,2016000.0,SECURITY BANK OF THE OZARKS
524971,2003.0,2003000.0,WESTBURY BANK
626101,2003.0,2003000.0,IVES BANK
59316,2000.0,2000000.0,WAYNE BANK
333650,2000.0,2000000.0,"BANK, THE"
355559,2000.0,2000000.0,RANGE BANK
580155,2000.0,2000000.0,PLATTE VALLEY BANK
420644,1987.0,1987000.0,"PEOPLES COMMUNITY BANK, THE"
990642,1972.0,1972000.0,"FIRST NATIONAL BANK OF ALLENDALE, THE"
646743,1954.0,1954000.0,COMMUNITY SAVINGS BANK
49148,1941.0,1941000.0,RUSHVILLE STATE BANK
393355,1900.0,1900000.0,BANK OF WESTON
150035,1798.0,1798000.0,FIRST FARMERS AND MERCHANTS BANK
846945,1777.0,1777000.0,BADGER BANK
830645,1774.0,1774000.0,LONGVIEW COMMUNITY BANK
697950,1750.0,1750000.0,CITY NATIONAL BANK
625953,1700.0,1700000.0,BANK OF WINNFIELD & TRUST COMPANY
3166699,1656.0,1656000.0,TOLLESON PRIVATE BANK
261146,1608.0,1608000.0,"MAGNOLIA BANK, INC"
1016857,1600.0,1600000.0,CITIZENS BANK OF LAS CRUCES
3350658,1600.0,1600000.0,FIRST VISION BANK OF TENNESSEE
2497181,1598.0,1598000.0,"PLANTERS BANK, INC."
625757,1550.0,1550000.0,NORTHERN STATE BANK
309150,1539.0,1539000.0,"MISSOURI BANK, THE"
173306,1505.0,1505000.0,NATIONAL BANK OF MIDDLEBURY
634955,1500.0,1500000.0,"PATRONS BANK, NATIONAL ASSOCIATION"
3280625,1500.0,1500000.0,PROVIDENCE BANK & TRUST
899428,1495.0,1495000.0,FIRST BANK
647955,1400.0,1400000.0,ASCENT BANK
561574,1329.0,1329000.0,SUMMIT STATE BANK
132938,1313.0,1313000.0,PLANTERS AND CITIZENS BANK
1000276,1282.0,1282000.0,PITTSFIELD CO-OPERATIVE BANK
381026,1247.0,1247000.0,"TWIN VALLEY BANK, THE"
435750,1176.0,1176000.0,FIRST STATE BANK
513256,1070.0,1070000.0,FIRST NATIONAL BANK COLORADO
783844,1050.0,1050000.0,CITIZENS BANK
167453,1000.0,1000000.0,BLUFF VIEW BANK
691743,1000.0,1000000.0,ANNA STATE BANK
342410,1000.0,1000000.0,ORRSTOWN BANK
244037,1000.0,1000000.0,FRIEND BANK
90328,1000.0,1000000.0,SKYLINE NATIONAL BANK
524953,1000.0,1000000.0,FIRST PRYORITY BANK
827458,1000.0,1000000.0,DAKOTA WESTERN BANK
382649,993.0,993000.0,FIRST SOUTHERN BANK
55635,986.0,986000.0,CITIZENS SAVINGS BANK AND TRUST COMPANY
762045,980.0,980000.0,STATE SAVINGS BANK
3022610,965.0,965000.0,FLATIRONS BANK
353546,880.0,880000.0,"FIRST NATIONAL BANK IN TREMONT, THE"
622037,859.0,859000.0,"FIRST NATIONAL BANK OF JEANERETTE, THE"
3538009,852.0,852000.0,PLATINUM BANK
581358,825.0,825000.0,STATE NEBRASKA BANK &TRUST
65858,823.0,823000.0,EMPRISE BANK
628552,810.0,810000.0,WINNSBORO STATE BANK & TRUST COMPANY
208347,782.0,782000.0,CONSERVATION FIRST BANK
297051,768.0,768000.0,PATRIOTS BANK
141350,750.0,750000.0,"FIRST STATE BANK, THE"
143952,750.0,750000.0,PILLAR BANK
526452,750.0,750000.0,1ST FINANCIAL BANK USA
2948058,750.0,750000.0,STORY BANK DBA STORY FINANCIAL PARTNERS
143859,750.0,750000.0,NEBRASKA BANK
646556,750.0,750000.0,CONNECTIONS BANK
192857,750.0,750000.0,PANHANDLE FIRST BANK
3015939,740.0,740000.0,AMG NATIONAL TRUST BANK
407168,739.0,739000.0,FIRST STATE BANK
675248,733.0,733000.0,GREENLEAF BANK
947749,695.0,695000.0,"NORTH SALEM STATE BANK, THE"
3832127,695.0,695000.0,PROMISEONE BANK
242257,683.0,683000.0,PSB BANK
550952,657.0,657000.0,RSNB BANK
450632,621.0,621000.0,FIRST NATIONAL COMMUNITY BANK
487357,606.0,606000.0,TOWN & COUNTRY BANK
287959,604.0,604000.0,KANSAS STATE BANK
777366,595.0,595000.0,BANK OF THE ORIENT
1014125,593.0,593000.0,"POTOMAC BANK, INC."
417710,588.0,588000.0,"PINNACLE BANK, INC"
950356,567.0,567000.0,SECURITY STATE BANK OF HIBBING
149150,546.0,546000.0,CITIZENS STATE BANK
1017425,538.0,538000.0,"KILLBUCK SAVINGS BANK COMPANY, THE"
787459,533.0,533000.0,PRINSBANK
249658,500.0,500000.0,ROCKY MOUNTAIN BANK AND TRUST
557317,500.0,500000.0,LINKBANK
3597211,500.0,500000.0,"CHAIN BRIDGE BANK, NATIONAL ASSOCIATION"
401906,500.0,500000.0,SKOWHEGAN SAVINGS BANK
67209,464.0,464000.0,NEWBURYPORT FIVE CENTS SAVINGS BANK
915065,452.0,452000.0,HAWAII NATIONAL BANK
499154,449.0,449000.0,HOME LOAN STATE BANK
58757,441.0,441000.0,KENSINGTON BANK
43856,437.0,437000.0,"MINERS NATIONAL BANK OF EVELETH, THE"
3821037,428.0,428000.0,R BANK
782306,415.0,415000.0,BEACON BANK & TRUST
616036,403.0,403000.0,SOUTH LOUISIANA BANK
186744,386.0,386000.0,FIRST CITIZENS BANK
913753,364.0,364000.0,INWOOD NATIONAL BANK
112510,354.0,354000.0,"BALTIC STATE BANK, THE"
162337,345.0,345000.0,CITIZENS TRI-COUNTY BANK
550448,336.0,336000.0,"STATE BANK, THE"
1492817,327.0,327000.0,FIRST KANSAS BANK
765877,327.0,327000.0,HOME SAVINGS BANK
615954,314.0,314000.0,TRAILWEST BANK
837840,305.0,305000.0,UNITY BANK OF MISSISSIPPI
580847,300.0,300000.0,LEWISBURG BANKING COMPANY
3303944,299.0,299000.0,PACIFIC WEST BANK
754536,293.0,293000.0,VERMILION BANK & TRUST COMPANY
2232757,275.0,275000.0,CHARLEVOIX STATE BANK
459644,268.0,268000.0,FIRST COMMUNITY BANK OF MOULTRIE COUNTY
670654,260.0,260000.0,FIRST SECURITY BANK OF DEER LODGE
106359,257.0,257000.0,FIRST FIDELITY BANK
505,245.0,245000.0,BALLSTON SPA NATIONAL BANK
3448425,228.0,228000.0,COMMUNITY BANK OF PLEASANT HILL
213538,221.0,221000.0,BANK OF ABBEVILLE & TRUST COMPANY
340144,219.0,219000.0,PEOPLES STATE BANK
295011,217.0,217000.0,GREENVILLE NATIONAL BANK
176325,217.0,217000.0,FARMERS & MERCHANTS BANK
187947,216.0,216000.0,BANK IOWA
2726050,209.0,209000.0,FIRST CENTRAL BANK MCCOOK
2907019,208.0,208000.0,COMMUNITY FIRST NATIONAL BANK
2897633,204.0,204000.0,HOMETOWN BANK OF CORBIN INC.
246947,200.0,200000.0,"FIRST NATIONAL BANK OF SPARTA, THE"
247140,200.0,200000.0,ONE COMMUNITY BANK
3284445,192.0,192000.0,"T BANK, NATIONAL ASSOCIATION"
136338,191.0,191000.0,MERCHANTS & FARMERS BANK & TRUST COMPANY
576578,190.0,190000.0,MONROE FEDERAL SAVINGS AND LOAN ASSOCIATION
862141,188.0,188000.0,TRUBANK
45560,158.0,158000.0,JEFFERSON BANK
327220,158.0,158000.0,FARMERS STATE BANK
522454,156.0,156000.0,FIRST STATE BANK
651859,148.0,148000.0,STOCKMAN BANK OF MONTANA
622774,145.0,145000.0,CENTRAL BANK
589523,143.0,143000.0,BANK OF TRAVELERS REST
661308,139.0,139000.0,AMALGAMATED BANK
2748502,138.0,138000.0,SYNERGY BANK
937740,120.0,120000.0,"PORT WASHINGTON STATE BANK, THE"
617145,109.0,109000.0,"CITIZENS BANK, THE"
323204,98.0,98000.0,"LYONS NATIONAL BANK, THE"
223322,90.0,90000.0,"FIRST BANK AND TRUST COMPANY, THE"
366854,87.0,87000.0,KENDALL BANK
578862,84.0,84000.0,FIRST STATE BANK OF SAN DIEGO
42448,75.0,75000.0,FIRST NATIONAL BANK
3720,57.0,57000.0,"BANK OF CLARENDON, THE"
271529,57.0,57000.0,COUNTYBANK
283737,56.0,56000.0,FIRST NATIONAL BANK OF TENNESSEE
623454,56.0,56000.0,"BANK AND TRUST, SSB, THE"
637170,54.0,54000.0,AMERICAN FEDERAL BANK
301574,45.0,45000.0,LAKE SHORE BANK
710176,44.0,44000.0,VERIMORE BANK
3281510,38.0,38000.0,UNITED BUSINESS BANK
228000,31.0,31000.0,FRANKLIN SAVINGS BANK
459130,20.0,20000.0,GULF COAST BANK
416674,12.0,12000.0,"KS BANK, INC."
675659,11.0,11000.0,STATE BANK & TRUST OF KENMARE
2889227,10.0,10000.0,ALPINE CAPITAL BANK
498148,3.0,3000.0,FOCUS BANK
399517,1.0,1000.0,CNB BANK
