rssd_id,bank_name,ndfi_loans_total,ndfi_loans_total_usd
245276,,197651.0,197651000.0
171768,,181176.0,181176000.0
663834,,177442.0,177442000.0
2652092,,173003.0,173003000.0
384652,,169724.0,169724000.0
214807,,168000.0,168000000.0
930358,,161521.0,161521000.0
3212402,,159177.0,159177000.0
83638,,156918.0,156918000.0
811046,,156224.0,156224000.0
725732,,154763.0,154763000.0
1190476,,153564.0,153564000.0
140362,,147959.0,147959000.0
980661,,147341.0,147341000.0
936426,,130696.0,130696000.0
1917301,,126934.0,126934000.0
474759,,126126.0,126126000.0
977250,,125813.0,125813000.0
208244,,124766.0,124766000.0
2239288,,121162.0,121162000.0
3202702,,119000.0,119000000.0
795968,,117844.0,117844000.0
2938198,,108863.0,108863000.0
3016347,,104091.0,104091000.0
853952,,101970.0,101970000.0
2736219,,101126.0,101126000.0
353555,,98353.0,98353000.0
3348888,,98104.0,98104000.0
527954,,96514.0,96514000.0
657365,,95427.0,95427000.0
871769,,95002.0,95002000.0
416245,,91166.0,91166000.0
9357,,90892.0,90892000.0
1447639,,87412.0,87412000.0
3357219,,85563.0,85563000.0
2142155,,85253.0,85253000.0
3076220,,84152.0,84152000.0
734538,,84111.0,84111000.0
450856,,82819.0,82819000.0
980960,,81953.0,81953000.0
2736291,,80534.0,80534000.0
936855,,79512.0,79512000.0
428547,,75545.0,75545000.0
1216022,,75000.0,75000000.0
531250,,74864.0,74864000.0
2316714,,74526.0,74526000.0
660655,,73710.0,73710000.0
930965,,72170.0,72170000.0
141556,,68245.0,68245000.0
595430,,67850.0,67850000.0
3402913,,67764.0,67764000.0
17147,,66385.0,66385000.0
426534,,65777.0,65777000.0
933621,,65738.0,65738000.0
498362,,65163.0,65163000.0
77851,,64048.0,64048000.0
918918,,62471.0,62471000.0
3408728,,62261.0,62261000.0
1718469,,62228.0,62228000.0
538802,,60589.0,60589000.0
913856,,56752.0,56752000.0
431172,,55667.0,55667000.0
31255,,55073.0,55073000.0
509811,,54925.0,54925000.0
3470154,,53753.0,53753000.0
403151,,52435.0,52435000.0
391418,,47581.0,47581000.0
593052,,46887.0,46887000.0
656377,,46771.0,46771000.0
710859,,46536.0,46536000.0
408875,,46265.0,46265000.0
509950,,46265.0,46265000.0
317342,,45942.0,45942000.0
435750,,44310.0,44310000.0
188430,,43534.0,43534000.0
522605,,42872.0,42872000.0
2044811,,42407.0,42407000.0
26765,,41425.0,41425000.0
722544,,40948.0,40948000.0
3216017,,40201.0,40201000.0
3630323,,40140.0,40140000.0
369659,,39416.0,39416000.0
2624400,,39297.0,39297000.0
3690121,,37675.0,37675000.0
474919,,36911.0,36911000.0
482156,,34094.0,34094000.0
272272,,33959.0,33959000.0
456045,,33325.0,33325000.0
3404207,,33293.0,33293000.0
1018927,,32893.0,32893000.0
2808602,,32457.0,32457000.0
130541,,32436.0,32436000.0
3688043,,31690.0,31690000.0
594853,,30994.0,30994000.0
2838207,,30840.0,30840000.0
2631846,,30406.0,30406000.0
859655,,30362.0,30362000.0
3248849,,30248.0,30248000.0
677644,,30194.0,30194000.0
525549,,29798.0,29798000.0
3344321,,29744.0,29744000.0
2298995,,28823.0,28823000.0
632858,,27818.0,27818000.0
69333,,27662.0,27662000.0
2121196,,27194.0,27194000.0
3214059,,26747.0,26747000.0
474254,,26306.0,26306000.0
2970657,,26255.0,26255000.0
698144,,25464.0,25464000.0
2693264,,25376.0,25376000.0
407506,,25271.0,25271000.0
2891622,,24902.0,24902000.0
528849,,24707.0,24707000.0
1218446,,24476.0,24476000.0
867632,,24201.0,24201000.0
436159,,23578.0,23578000.0
775456,,22689.0,22689000.0
732758,,22577.0,22577000.0
58971,,22278.0,22278000.0
645625,,22241.0,22241000.0
1436204,,21824.0,21824000.0
540551,,21750.0,21750000.0
473266,,21250.0,21250000.0
202907,,21154.0,21154000.0
881478,,20581.0,20581000.0
806958,,20314.0,20314000.0
3690635,,19995.0,19995000.0
703552,,19668.0,19668000.0
859552,,19321.0,19321000.0
3224375,,19235.0,19235000.0
207050,,19211.0,19211000.0
852704,,19202.0,19202000.0
726953,,19179.0,19179000.0
575254,,19139.0,19139000.0
840363,,19088.0,19088000.0
293053,,18744.0,18744000.0
176464,,18622.0,18622000.0
2743244,,17857.0,17857000.0
595270,,17252.0,17252000.0
3437148,,17233.0,17233000.0
557858,,17162.0,17162000.0
418249,,16700.0,16700000.0
754853,,16690.0,16690000.0
499453,,16357.0,16357000.0
600419,,16037.0,16037000.0
403946,,16000.0,16000000.0
836843,,15595.0,15595000.0
342410,,15473.0,15473000.0
933023,,15083.0,15083000.0
2855866,,15030.0,15030000.0
258771,,15012.0,15012000.0
45551,,15000.0,15000000.0
3545258,,14981.0,14981000.0
762447,,14760.0,14760000.0
242976,,14650.0,14650000.0
2815879,,14513.0,14513000.0
276850,,14492.0,14492000.0
825146,,14421.0,14421000.0
309655,,13904.0,13904000.0
3293540,,13750.0,13750000.0
121651,,13730.0,13730000.0
3029589,,13648.0,13648000.0
3588424,,13643.0,13643000.0
613008,,13367.0,13367000.0
3459207,,13250.0,13250000.0
58243,,13147.0,13147000.0
2634191,,12655.0,12655000.0
2508751,,12641.0,12641000.0
3378773,,12640.0,12640000.0
2797724,,12595.0,12595000.0
1187551,,12265.0,12265000.0
968070,,12234.0,12234000.0
5342974,,12212.0,12212000.0
892205,,12004.0,12004000.0
3356191,,11789.0,11789000.0
74140,,11509.0,11509000.0
939249,,11443.0,11443000.0
3690701,,11200.0,11200000.0
546003,,11000.0,11000000.0
375043,,10911.0,10911000.0
5592340,,10519.0,10519000.0
220844,,10500.0,10500000.0
779968,,10465.0,10465000.0
3146150,,10401.0,10401000.0
565750,,10324.0,10324000.0
556459,,10114.0,10114000.0
685676,,10095.0,10095000.0
2398701,,10014.0,10014000.0
724744,,9801.0,9801000.0
959715,,9729.0,9729000.0
160959,,9715.0,9715000.0
279954,,9500.0,9500000.0
2877345,,9319.0,9319000.0
163857,,9228.0,9228000.0
34537,,9189.0,9189000.0
597313,,9161.0,9161000.0
2667957,,9000.0,9000000.0
1001648,,8775.0,8775000.0
568359,,8710.0,8710000.0
498317,,8500.0,8500000.0
552974,,8430.0,8430000.0
1015252,,8342.0,8342000.0
132107,,8104.0,8104000.0
497954,,8026.0,8026000.0
814458,,8012.0,8012000.0
262059,,8002.0,8002000.0
982348,,7906.0,7906000.0
972648,,7840.0,7840000.0
994435,,7749.0,7749000.0
604024,,7738.0,7738000.0
514655,,7723.0,7723000.0
3595271,,7686.0,7686000.0
3485420,,7646.0,7646000.0
3398623,,7375.0,7375000.0
3835454,,7317.0,7317000.0
883959,,7275.0,7275000.0
125855,,7250.0,7250000.0
702117,,7172.0,7172000.0
242257,,7154.0,7154000.0
479446,,7093.0,7093000.0
916745,,7056.0,7056000.0
597546,,7000.0,7000000.0
2515320,,6971.0,6971000.0
400141,,6908.0,6908000.0
289702,,6849.0,6849000.0
215710,,6610.0,6610000.0
977951,,6481.0,6481000.0
137643,,6376.0,6376000.0
329550,,6281.0,6281000.0
51253,,6180.0,6180000.0
475354,,6000.0,6000000.0
340742,,6000.0,6000000.0
5313312,,5915.0,5915000.0
3391718,,5862.0,5862000.0
2037185,,5859.0,5859000.0
442244,,5844.0,5844000.0
328777,,5828.0,5828000.0
399517,,5786.0,5786000.0
693952,,5750.0,5750000.0
785473,,5710.0,5710000.0
186744,,5592.0,5592000.0
455972,,5326.0,5326000.0
380878,,5193.0,5193000.0
634544,,5193.0,5193000.0
382050,,5167.0,5167000.0
3281510,,5061.0,5061000.0
328357,,5000.0,5000000.0
962890,,5000.0,5000000.0
477648,,4935.0,4935000.0
3022610,,4871.0,4871000.0
248240,,4868.0,4868000.0
371232,,4796.0,4796000.0
1014853,,4787.0,4787000.0
1469677,,4787.0,4787000.0
84541,,4778.0,4778000.0
1017939,,4769.0,4769000.0
928618,,4721.0,4721000.0
596062,,4665.0,4665000.0
100843,,4655.0,4655000.0
936462,,4617.0,4617000.0
262741,,4592.0,4592000.0
574976,,4522.0,4522000.0
580155,,4500.0,4500000.0
1015560,,4350.0,4350000.0
204826,,4235.0,4235000.0
972732,,4163.0,4163000.0
659341,,4150.0,4150000.0
778738,,4060.0,4060000.0
329952,,4005.0,4005000.0
719656,,4000.0,4000000.0
475653,,4000.0,4000000.0
865544,,3988.0,3988000.0
543459,,3976.0,3976000.0
5143788,,3856.0,3856000.0
1386251,,3663.0,3663000.0
261940,,3600.0,3600000.0
851239,,3575.0,3575000.0
649342,,3463.0,3463000.0
216922,,3407.0,3407000.0
867650,,3400.0,3400000.0
1016857,,3392.0,3392000.0
645317,,3342.0,3342000.0
936136,,3338.0,3338000.0
121642,,3296.0,3296000.0
229342,,3250.0,3250000.0
924236,,3208.0,3208000.0
77422,,3150.0,3150000.0
2734729,,3066.0,3066000.0
324340,,3033.0,3033000.0
458665,,3022.0,3022000.0
499501,,3020.0,3020000.0
956358,,3020.0,3020000.0
90328,,3005.0,3005000.0
2849285,,3000.0,3000000.0
556936,,3000.0,3000000.0
869346,,3000.0,3000000.0
172457,,3000.0,3000000.0
3943210,,3000.0,3000000.0
406059,,3000.0,3000000.0
927134,,2978.0,2978000.0
839255,,2950.0,2950000.0
202514,,2928.0,2928000.0
3010363,,2900.0,2900000.0
991359,,2883.0,2883000.0
439338,,2767.0,2767000.0
3447820,,2755.0,2755000.0
2925620,,2754.0,2754000.0
765662,,2750.0,2750000.0
648242,,2748.0,2748000.0
899428,,2744.0,2744000.0
3488579,,2693.0,2693000.0
880332,,2692.0,2692000.0
113740,,2606.0,2606000.0
468673,,2563.0,2563000.0
273840,,2537.0,2537000.0
674849,,2520.0,2520000.0
3314043,,2509.0,2509000.0
780955,,2429.0,2429000.0
1007015,,2420.0,2420000.0
901938,,2400.0,2400000.0
646556,,2375.0,2375000.0
2529176,,2363.0,2363000.0
846945,,2354.0,2354000.0
990642,,2267.0,2267000.0
2820604,,2186.0,2186000.0
261146,,2150.0,2150000.0
651541,,2146.0,2146000.0
327855,,2131.0,2131000.0
884648,,2110.0,2110000.0
270504,,2105.0,2105000.0
646743,,2100.0,2100000.0
143859,,2100.0,2100000.0
49148,,2099.0,2099000.0
870913,,2057.0,2057000.0
3166699,,2056.0,2056000.0
915065,,2019.0,2019000.0
524971,,2003.0,2003000.0
707354,,2000.0,2000000.0
3280625,,2000.0,2000000.0
956134,,2000.0,2000000.0
400365,,2000.0,2000000.0
660570,,2000.0,2000000.0
420644,,1987.0,1987000.0
393355,,1900.0,1900000.0
2497181,,1889.0,1889000.0
150727,,1864.0,1864000.0
150035,,1864.0,1864000.0
670654,,1847.0,1847000.0
83375,,1840.0,1840000.0
186221,,1808.0,1808000.0
479370,,1791.0,1791000.0
173306,,1770.0,1770000.0
297051,,1739.0,1739000.0
3350658,,1725.0,1725000.0
625953,,1700.0,1700000.0
909055,,1615.0,1615000.0
309150,,1603.0,1603000.0
625757,,1594.0,1594000.0
63733,,1587.0,1587000.0
626101,,1586.0,1586000.0
1017425,,1538.0,1538000.0
634955,,1500.0,1500000.0
2736451,,1500.0,1500000.0
783844,,1400.0,1400000.0
2631172,,1372.0,1372000.0
513256,,1361.0,1361000.0
628552,,1292.0,1292000.0
835444,,1256.0,1256000.0
2861317,,1255.0,1255000.0
56351,,1250.0,1250000.0
827458,,1250.0,1250000.0
5686089,,1245.0,1245000.0
236706,,1175.0,1175000.0
613343,,1167.0,1167000.0
755252,,1083.0,1083000.0
762045,,1075.0,1075000.0
3538009,,1023.0,1023000.0
361167,,1001.0,1001000.0
524953,,1000.0,1000000.0
1003839,,1000.0,1000000.0
244037,,1000.0,1000000.0
167453,,1000.0,1000000.0
644776,,999.0,999000.0
382649,,987.0,987000.0
55635,,985.0,985000.0
950356,,974.0,974000.0
622037,,965.0,965000.0
132938,,954.0,954000.0
477303,,934.0,934000.0
3015939,,925.0,925000.0
353546,,925.0,925000.0
3832127,,885.0,885000.0
947749,,879.0,879000.0
885430,,867.0,867000.0
2339795,,843.0,843000.0
149150,,779.0,779000.0
141350,,750.0,750000.0
143952,,750.0,750000.0
526452,,750.0,750000.0
192857,,750.0,750000.0
701062,,750.0,750000.0
675248,,746.0,746000.0
450632,,745.0,745000.0
177920,,739.0,739000.0
3303944,,718.0,718000.0
487357,,707.0,707000.0
550448,,698.0,698000.0
550952,,690.0,690000.0
417710,,672.0,672000.0
2948058,,664.0,664000.0
113441,,657.0,657000.0
913753,,652.0,652000.0
287959,,640.0,640000.0
937740,,635.0,635000.0
295011,,619.0,619000.0
176325,,619.0,619000.0
777366,,609.0,609000.0
459644,,594.0,594000.0
473501,,561.0,561000.0
43856,,558.0,558000.0
208347,,557.0,557000.0
576578,,544.0,544000.0
2748502,,540.0,540000.0
2684552,,537.0,537000.0
1017555,,512.0,512000.0
647955,,500.0,500000.0
3597211,,500.0,500000.0
133850,,500.0,500000.0
680813,,500.0,500000.0
401906,,500.0,500000.0
249658,,500.0,500000.0
697950,,500.0,500000.0
67209,,464.0,464000.0
879457,,450.0,450000.0
327220,,450.0,450000.0
615954,,414.0,414000.0
765877,,402.0,402000.0
1492817,,402.0,402000.0
653134,,400.0,400000.0
162337,,397.0,397000.0
935250,,386.0,386000.0
616036,,385.0,385000.0
862141,,366.0,366000.0
112510,,364.0,364000.0
1000276,,360.0,360000.0
580847,,360.0,360000.0
651859,,338.0,338000.0
837840,,335.0,335000.0
3821037,,323.0,323000.0
754536,,293.0,293000.0
984258,,292.0,292000.0
2232757,,283.0,283000.0
3448425,,266.0,266000.0
499154,,254.0,254000.0
45560,,250.0,250000.0
323204,,237.0,237000.0
187947,,231.0,231000.0
2897633,,230.0,230000.0
2634351,,227.0,227000.0
340144,,226.0,226000.0
2726050,,223.0,223000.0
622774,,217.0,217000.0
2907019,,208.0,208000.0
2562164,,200.0,200000.0
247140,,200.0,200000.0
3284445,,198.0,198000.0
54973,,193.0,193000.0
522454,,154.0,154000.0
510947,,150.0,150000.0
749840,,145.0,145000.0
661308,,144.0,144000.0
589523,,143.0,143000.0
315656,,139.0,139000.0
505,,127.0,127000.0
617145,,117.0,117000.0
370347,,110.0,110000.0
2941068,,104.0,104000.0
578862,,81.0,81000.0
926632,,79.0,79000.0
637170,,64.0,64000.0
271529,,57.0,57000.0
3720,,57.0,57000.0
301574,,50.0,50000.0
623454,,44.0,44000.0
228000,,37.0,37000.0
416674,,22.0,22000.0
459130,,20.0,20000.0
761833,,18.0,18000.0
18827,,17.0,17000.0
11837,,15.0,15000.0
283737,,15.0,15000.0
675659,,12.0,12000.0
3390337,,11.0,11000.0
2889227,,10.0,10000.0
498148,,2.0,2000.0
273336,,2.0,2000.0
1001152,,1.0,1000.0
