rssd_id,total_equity_capital,total_equity_capital_usd,bank_name
60143,6852000.0,6852000000.0,COMERICA BANK
379920,6557610.0,6557610000.0,FIRST NATIONAL BANK OF PENNSYLVANIA
2980209,6385000.0,6385000000.0,BARCLAYS BANK DELAWARE
107244,6093406.0,6093406000.0,BANK OZK
606046,6083096.0,6083096000.0,CADENCE BANK
962966,5815517.0,5815517000.0,"SOFI BANK, NATIONAL ASSOCIATION"
395238,5782764.0,5782764000.0,SYNOVUS BANK
693224,5617160.0,5617160000.0,ATLANTIC UNION BANK
339858,5525060.0,5525060000.0,"BOKF, NATIONAL ASSOCIATION"
365325,5514424.0,5514424000.0,UNITED BANK
619877,4987000.0,4987000000.0,USAA FEDERAL SAVINGS BANK
917742,4705377.0,4705377000.0,"ASSOCIATED BANK, NATIONAL ASSOCIATION"
2121196,4453947.0,4453947000.0,"TD BANK USA, NATIONAL ASSOCIATION"
682563,4405626.0,4405626000.0,FROST BANK
463735,4353344.0,4353344000.0,HANCOCK WHITNEY BANK
645625,4106171.0,4106171000.0,"WESBANCO BANK, INC."
2735146,4015976.0,4015976000.0,"EVERBANK, NATIONAL ASSOCIATION"
764030,4001678.0,4001678000.0,AMERIS BANK
749242,3986285.0,3986285000.0,RENASANT BANK
456045,3953510.0,3953510000.0,CENTENNIAL BANK
613008,3823772.0,3823772000.0,ROCKLAND TRUST COMPANY
494261,3791761.0,3791761000.0,BANC OF CALIFORNIA
595270,3751284.0,3751284000.0,MIDFIRST BANK
940311,3733000.0,3733000000.0,BANCO POPULAR DE PUERTO RICO
527954,3612952.0,3612952000.0,FIRST NATIONAL BANK OF OMAHA
2634191,3605942.0,3605942000.0,GLACIER BANK
128904,3525996.0,3525996000.0,EASTERN BANK
934329,3509000.0,3509000000.0,"BNY MELLON, NATIONAL ASSOCIATION"
1444021,3491301.0,3491301000.0,"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION"
474919,3465630.0,3465630000.0,"FULTON BANK, NATIONAL ASSOCIATION"
2618780,3427056.0,3427056000.0,TEXAS CAPITAL BANK
659855,3387537.0,3387537000.0,FIRST INTERSTATE BANK
1017939,3381511.0,3381511000.0,UNITED COMMUNITY BANK
3938186,3196951.0,3196951000.0,"BANKUNITED, NATIONAL ASSOCIATION"
601050,3174852.0,3174852000.0,COMMERCE BANK
3284397,3152158.0,3152158000.0,BEAL BANK USA
204004,3105919.0,3105919000.0,PROVIDENT BANK
2193616,3105280.0,3105280000.0,RAYMOND JAMES BANK
663245,3092464.0,3092464000.0,SIMMONS BANK
656377,3042944.0,3042944000.0,WAFD BANK
3394278,3018141.0,3018141000.0,SALLIE MAE BANK
595869,2988300.0,2988300000.0,CATHAY BANK
936462,2972889.0,2972889000.0,MECHANICS BANK
814430,2815906.0,2815906000.0,CITY NATIONAL BANK OF FLORIDA
3202702,2788000.0,2788000000.0,"OPTUM BANK, INC."
980661,2721784.0,2721784000.0,FIRST HAWAIIAN BANK
437914,2572647.0,2572647000.0,"WILMINGTON SAVINGS FUND SOCIETY, FSB"
2917317,2534572.0,2534572000.0,AXOS BANK
165628,2526700.0,2526700000.0,FIRST FINANCIAL BANK
2567123,2469891.0,2469891000.0,"U.S. BANK TRUST COMPANY, NATIONAL ASSOCIATION"
416245,2443734.0,2443734000.0,BUSEY BANK
17147,2402836.0,2402836000.0,FIRST MERCHANTS BANK
782306,2400056.0,2400056000.0,BEACON BANK & TRUST
2797724,2397526.0,2397526000.0,TOWNEBANK
34537,2371481.0,2371481000.0,SEACOAST NATIONAL BANK
671464,2337200.0,2337200000.0,BANK OF HOPE
933966,2262447.0,2262447000.0,CITIZENS BUSINESS BANK
311845,2222223.0,2222223000.0,ARVEST BANK
342634,2189910.0,2189910000.0,TRUSTMARK BANK
963945,2179350.0,2179350000.0,MERCHANTS BANK OF INDIANA
1893049,2163000.0,2163000000.0,"CHARLES SCHWAB PREMIER BANK, SSB"
2354985,2076393.0,2076393000.0,CUSTOMERS BANK
2736291,2056153.0,2056153000.0,POPULAR BANK
436159,2003526.0,2003526000.0,FIRSTBANK
1190476,1960801.0,1960801000.0,ENTERPRISE BANK & TRUST
352772,1923344.0,1923344000.0,BANNER BANK
853952,1916411.0,1916411000.0,"CENTRAL TRUST BANK, THE"
1002878,1894417.0,1894417000.0,NORTHWEST BANK
1001152,1889845.0,1889845000.0,INTERNATIONAL BANK OF COMMERCE
2615190,1868621.0,1868621000.0,MERRICK BANK
1443266,1862000.0,1862000000.0,"BANK OF AMERICA CALIFORNIA, NATIONAL ASSOCIATION"
510871,1844434.0,1844434000.0,FIRSTBANK PUERTO RICO
3348888,1840205.0,1840205000.0,SERVISFIRST BANK
3224580,1826760.0,1826760000.0,COMENITY CAPITAL BANK
702117,1814351.0,1814351000.0,"NBT BANK, NATIONAL ASSOCIATION"
2850722,1812164.0,1812164000.0,BMW BANK OF NORTH AMERICA
288853,1786415.0,1786415000.0,FIRSTBANK
3221468,1762264.0,1762264000.0,VERITEX COMMUNITY BANK
915878,1743326.0,1743326000.0,THIRD FEDERAL SAVINGS & LOAN ASSOCIATION OF CLEVELAND
85472,1709563.0,1709563000.0,"OCEANFIRST BANK, NATIONAL ASSOCIATION"
795968,1692611.0,1692611000.0,BANK OF HAWAII
3317932,1680425.0,1680425000.0,CONNECTONE BANK
216922,1675983.0,1675983000.0,FIRST BANK
23504,1640606.0,1640606000.0,DIME COMMUNITY BANK
3579589,1638076.0,1638076000.0,STELLAR BANK
470050,1619931.0,1619931000.0,FIRST FINANCIAL BANK
3470239,1586455.0,1586455000.0,"AMERIPRISE BANK, FSB"
1225761,1571757.0,1571757000.0,WELLS FARGO NATIONAL BANK WEST
249612,1570814.0,1570814000.0,APPLE BANK
3475083,1557891.0,1557891000.0,TRISTATE CAPITAL BANK
202907,1552137.0,1552137000.0,"COMMUNITY BANK, NATIONAL ASSOCIATION"
42420,1506990.0,1506990000.0,FIRST COMMONWEALTH BANK
637451,1501342.0,1501342000.0,PLAINSCAPITAL BANK
509950,1475278.0,1475278000.0,FIRST UNITED BANK AND TRUST COMPANY
936426,1440106.0,1440106000.0,S & T BANK
929352,1420014.0,1420014000.0,BELL BANK
320119,1405832.0,1405832000.0,ISRAEL DISCOUNT BANK OF NEW YORK
871769,1403516.0,1403516000.0,FARMERS AND MERCHANTS BANK OF LONG BEACH
688079,1347089.0,1347089000.0,"WELLS FARGO TRUST COMPANY, NATIONAL ASSOCIATION"
918918,1344285.0,1344285000.0,SAFRA NATIONAL BANK OF NEW YORK
100562,1336847.0,1336847000.0,TRI COUNTIES BANK
3076248,1327978.0,1327978000.0,STIFEL BANK AND TRUST
1386251,1325701.0,1325701000.0,BANCFIRST
129732,1323007.0,1323007000.0,BYLINE BANK
229913,1313933.0,1313933000.0,MIZUHO BANK (USA)
245276,1300987.0,1300987000.0,ORIENTAL BANK
4210227,1279883.0,1279883000.0,NBH BANK
264772,1254986.0,1254986000.0,"LENDINGCLUB BANK, NATIONAL ASSOCIATION"
652874,1249824.0,1249824000.0,NEXBANK
961624,1248470.0,1248470000.0,"DOLLAR BANK, FEDERAL SAVINGS BANK"
3287660,1238261.0,1238261000.0,TOYOTA FINANCIAL SAVINGS BANK
137915,1206374.0,1206374000.0,EMIGRANT BANK
991340,1185493.0,1185493000.0,1ST SOURCE BANK
577128,1184905.0,1184905000.0,PEOPLES BANK
2941068,1182571.0,1182571000.0,NICOLET NATIONAL BANK
489623,1165612.0,1165612000.0,"PARK NATIONAL BANK, THE"
1176881,1163305.0,1163305000.0,MONET BANK
587800,1159193.0,1159193000.0,LIBERTY BANK
2652092,1138543.0,1138543000.0,EAGLEBANK
667757,1120771.0,1120771000.0,ORIGIN BANK
673440,1120037.0,1120037000.0,FIRST SECURITY BANK
37640,1104946.0,1104946000.0,GERMAN AMERICAN BANK
474759,1089389.0,1089389000.0,"SUNFLOWER BANK, NATIONAL ASSOCIATION"
3650808,1083479.0,1083479000.0,LIVE OAK BANKING COMPANY
398668,1074035.0,1074035000.0,"BANK OF NEW YORK MELLON TRUST COMPANY, NATIONAL ASSOCIATION, THE"
174572,1070928.0,1070928000.0,COLUMBIA BANK
2239288,1068799.0,1068799000.0,"WINTRUST BANK, NATIONAL ASSOCIATION"
3637685,1063445.0,1063445000.0,FIRST FOUNDATION BANK
3783313,1052926.0,1052926000.0,CROSS RIVER BANK
353555,1052749.0,1052749000.0,AMARILLO NATIONAL BANK
317342,1040300.0,1040300000.0,STOCK YARDS BANK & TRUST COMPANY
361167,1025626.0,1025626000.0,SOUTHSIDE BANK
316840,1022550.0,1022550000.0,REPUBLIC BANK & TRUST COMPANY
766164,1013316.0,1013316000.0,"TBK BANK, SSB"
1391778,1010711.0,1010711000.0,COMENITY BANK
968070,998042.0,998042000.0,CAPITOL FEDERAL SAVINGS BANK
83638,983417.0,983417000.0,"AMERANT BANK, NATIONAL ASSOCIATION"
3408728,955946.0,955946000.0,B1BANK
58971,955021.0,955021000.0,WASHINGTON TRUST BANK
2600039,950717.0,950717000.0,"COMPUTERSHARE TRUST COMPANY, NATIONAL ASSOCIATION"
930965,945155.0,945155000.0,SMBC MANUBANK
52719,944903.0,944903000.0,"DEPOSITORY TRUST COMPANY, THE"
783648,944207.0,944207000.0,CENTIER BANK
618807,935455.0,935455000.0,SALEM FIVE CENTS SAVINGS BANK
354310,930634.0,930634000.0,UNIVEST BANK AND TRUST CO.
762447,925736.0,925736000.0,"FIRST MID BANK & TRUST, NATIONAL ASSOCIATION"
859712,919767.0,919767000.0,RIDGEWOOD SAVINGS BANK
881478,915849.0,915849000.0,HERITAGE BANK
450856,909219.0,909219000.0,UNION BANK AND TRUST COMPANY
399517,906857.0,906857000.0,CNB BANK
936136,905453.0,905453000.0,OLD SECOND NATIONAL BANK
121642,902419.0,902419000.0,BANKPLUS
959304,901656.0,901656000.0,FLUSHING BANK
933621,890989.0,890989000.0,BURKE AND HERBERT BANK AND TRUST COMPANY
435077,885938.0,885938000.0,"PATHWARD, NATIONAL ASSOCIATION"
3187630,885432.0,885432000.0,FORBRIGHT BANK
479268,884102.0,884102000.0,BANK OF STOCKTON
2916963,874572.0,874572000.0,U.S. BANK TRUST NATIONAL ASSOCIATION
2858960,873849.0,873849000.0,"BANCORP BANK NATIONAL ASSOCIATION, THE"
657365,859671.0,859671000.0,HANMI BANK
2362458,851076.0,851076000.0,"WELLS FARGO BANK SOUTH CENTRAL, NATIONAL ASSOCIATION"
509811,848690.0,848690000.0,"COMMUNITY TRUST BANK, INC."
5582846,845060.0,845060000.0,"SQUARE FINANCIAL SERVICES, INC."
58243,840460.0,840460000.0,JOHNSON BANK
1917301,834604.0,834604000.0,"LAKE FOREST BANK & TRUST COMPANY, NATIONAL ASSOCIATION"
3783948,821975.0,821975000.0,"RBC BANK (GEORGIA), NATIONAL ASSOCIATION"
913856,820443.0,820443000.0,PINNACLE BANK
2998576,802450.0,802450000.0,CELTIC BANK CORPORATION
3076220,782557.0,782557000.0,STIFEL BANK
661308,780355.0,780355000.0,AMALGAMATED BANK
1918344,775642.0,775642000.0,PREFERRED BANK
786612,770973.0,770973000.0,MID PENN BANK
2992547,769003.0,769003000.0,"JOHN DEERE FINANCIAL, F.S.B."
888002,763162.0,763162000.0,MIDDLESEX SAVINGS BANK
29878,756650.0,756650000.0,MASPETH FEDERAL SAVINGS AND LOAN ASSOCIATION
2700984,752824.0,752824000.0,WEX BANK
5278251,752383.0,752383000.0,CHARLES SCHWAB TRUST BANK
412751,750099.0,750099000.0,WOODFOREST NATIONAL BANK
28013,747019.0,747019000.0,NORTHFIELD BANK
996260,744659.0,744659000.0,CTBC BANK CORP. (USA)
874845,741324.0,741324000.0,LAKE CITY BANK
130541,740923.0,740923000.0,HORIZON BANK
1011526,739801.0,739801000.0,CITY NATIONAL BANK OF WEST VIRGINIA
2608754,735948.0,735948000.0,MERCANTILE BANK
2209553,724780.0,724780000.0,HERITAGE BANK OF COMMERCE
139656,721033.0,721033000.0,EQUITY BANK
2705895,719561.0,719561000.0,METROPOLITAN COMMERCIAL BANK
433608,718853.0,718853000.0,TOMPKINS COMMUNITY BANK
236706,717685.0,717685000.0,PEAPACK PRIVATE BANK AND TRUST
633378,711527.0,711527000.0,KEARNY BANK
255659,708930.0,708930000.0,BANK OF COLORADO
593007,708720.0,708720000.0,CAMDEN NATIONAL BANK
651859,703708.0,703708000.0,STOCKMAN BANK OF MONTANA
663834,693539.0,693539000.0,OCEAN BANK
758703,689899.0,689899000.0,CAMBRIDGE SAVINGS BANK
811046,689483.0,689483000.0,BANKERS TRUST COMPANY
836843,686241.0,686241000.0,MIDWESTONE BANK
677176,675752.0,675752000.0,TRUSTCO BANK
701062,670856.0,670856000.0,CENTRAL PACIFIC BANK
2265456,665071.0,665071000.0,"WILMINGTON TRUST, NATIONAL ASSOCIATION"
3232204,661478.0,661478000.0,POPPY BANK
272302,660250.0,660250000.0,INSTITUTION FOR SAVINGS IN NEWBURYPORT AND ITS VICINITY
826956,659146.0,659146000.0,CHOICE FINANCIAL GROUP
260055,652703.0,652703000.0,ALPINE BANK
339773,651418.0,651418000.0,NEEDHAM BANK
601416,645650.0,645650000.0,FIVE STAR BANK
54973,645141.0,645141000.0,"AMERICAN SAVINGS BANK, F.S.B."
2737980,642670.0,642670000.0,NORTHPOINTE BANK
933023,639670.0,639670000.0,"SHORE UNITED BANK, NATIONAL ASSOCIATION"
850036,639273.0,639273000.0,FIRST AMERICAN BANK
426534,639267.0,639267000.0,HEARTLAND BANK AND TRUST COMPANY
2119773,638508.0,638508000.0,"HINSDALE BANK & TRUST COMPANY, NATIONAL ASSOCIATION"
572374,637215.0,637215000.0,GREAT SOUTHERN BANK
808260,632636.0,632636000.0,FARMERS & MERCHANTS BANK OF CENTRAL CALIFORNIA
697763,630899.0,630899000.0,WESTAMERICA BANK
639567,630881.0,630881000.0,"CREDIT ONE BANK, NATIONAL ASSOCIATION"
3630323,624315.0,624315000.0,THIRD COAST BANK
1187001,623897.0,623897000.0,INTERBANK
391575,621794.0,621794000.0,"UNITED FIDELITY BANK, FSB"
773247,621345.0,621345000.0,MIDLAND STATES BANK
2471239,617074.0,617074000.0,CFG BANK
3532641,614512.0,614512000.0,SMARTBANK
693345,612741.0,612741000.0,"FIRST FINANCIAL BANK, NATIONAL ASSOCIATION"
932978,603302.0,603302000.0,FIRSTRUST SAVINGS BANK
342410,600515.0,600515000.0,ORRSTOWN BANK
3447576,599378.0,599378000.0,AMERICAN MOMENTUM BANK
594947,596565.0,596565000.0,"BANK FIRST, NATIONAL ASSOCIATION"
3835454,590853.0,590853000.0,ROYAL BUSINESS BANK
278818,590315.0,590315000.0,PEOPLES SECURITY BANK AND TRUST COMPANY
212577,585814.0,585814000.0,HOMETRUST BANK
731247,584210.0,584210000.0,HILLS BANK AND TRUST COMPANY
3076453,574254.0,574254000.0,"CALIFORNIA BANK OF COMMERCE, NATIONAL ASSOCIATION"
3378773,572795.0,572795000.0,BRIDGEWATER BANK
3402913,571712.0,571712000.0,BANESCO USA
542528,569670.0,569670000.0,CIVISTA BANK
114260,567724.0,567724000.0,FIRST NATIONAL BANK ALASKA
664206,565601.0,565601000.0,CAPE COD FIVE CENTS SAVINGS BANK
725732,563551.0,563551000.0,BRADESCO BANK
522605,561644.0,561644000.0,BAR HARBOR BANK AND TRUST COMPANY
159636,551265.0,551265000.0,WILSON BANK & TRUST
933256,551253.0,551253000.0,"ALERUS FINANCIAL, NATIONAL ASSOCIATION"
2634351,546796.0,546796000.0,"MACATAWA BANK, NATIONAL ASSOCIATION"
816603,546466.0,546466000.0,"WASHINGTON TRUST COMPANY, OF WESTERLY, THE"
40499,544568.0,544568000.0,HARBORONE BANK
722544,541752.0,541752000.0,NATIONAL EXCHANGE BANK AND TRUST
809771,537708.0,537708000.0,YAKIMA FEDERAL SAVINGS AND LOAN ASSOCIATION
141556,536418.0,536418000.0,STEARNS BANK NATIONAL ASSOCIATION
2508751,533945.0,533945000.0,"BARRINGTON BANK & TRUST COMPANY, NATIONAL ASSOCIATION"
925411,532300.0,532300000.0,SUMITOMO MITSUI TRUST BANK (U.S.A.) LIMITED
3109146,530422.0,530422000.0,"LEADER BANK, NATIONAL ASSOCIATION"
413141,528936.0,528936000.0,FIRST NATIONAL BANK OF AMERICA
253468,527700.0,527700000.0,RIVER CITY BANK
230759,524218.0,524218000.0,INTERNATIONAL BANK OF COMMERCE
707354,521017.0,521017000.0,FIRST STATE COMMUNITY BANK
77851,520530.0,520530000.0,FIRST BANK & TRUST
169653,517579.0,517579000.0,FIRST BANK
660655,514354.0,514354000.0,AMERICAN NATIONAL BANK
468806,513648.0,513648000.0,NORTHEAST BANK
272272,513169.0,513169000.0,SOUTHERN BANK
949154,512801.0,512801000.0,TEXAS BANK AND TRUST COMPANY
384018,511598.0,511598000.0,WOORI AMERICA BANK
876634,510643.0,510643000.0,CAPITAL CITY BANK
2938198,507214.0,507214000.0,"NORTHBROOK BANK & TRUST COMPANY, NATIONAL ASSOCIATION"
825146,506267.0,506267000.0,MORTON COMMUNITY BANK
680813,501468.0,501468000.0,"FARMERS NATIONAL BANK OF CANFIELD, THE"
1867983,501130.0,501130000.0,CITIZENS FIRST BANK
897170,492764.0,492764000.0,PONCE BANK
324340,491679.0,491679000.0,CHOICEONE BANK
419406,488616.0,488616000.0,BANGOR SAVINGS BANK
56351,486826.0,486826000.0,"VERABANK, NATIONAL ASSOCIATION"
2867337,486115.0,486115000.0,FIVE STAR BANK
236153,485554.0,485554000.0,FIRST INTERNATIONAL BANK AND TRUST
1015560,484415.0,484415000.0,"INDUSTRIAL AND COMMERCIAL BANK OF CHINA (USA), NATIONAL ASSOCIATION"
636771,480475.0,480475000.0,INDEPENDENT BANK
2562164,476184.0,476184000.0,COASTAL COMMUNITY BANK
900306,476006.0,476006000.0,NORTHERN BANK & TRUST COMPANY
1007015,470609.0,470609000.0,CENTRAL BANK & TRUST COMPANY
913753,469776.0,469776000.0,INWOOD NATIONAL BANK
929978,465833.0,465833000.0,"HOME BANK, NATIONAL ASSOCIATION"
1883321,465466.0,465466000.0,"FIRST AMERICAN TRUST, FSB"
2353595,463864.0,463864000.0,FIRST COMMUNITY BANK
703767,463359.0,463359000.0,COMMUNITY WEST BANK
548351,463280.0,463280000.0,"AUSTIN BANK, TEXAS NATIONAL ASSOCIATION"
2390929,462817.0,462817000.0,BANK OF ANN ARBOR
673909,461705.0,461705000.0,HINGHAM INSTITUTION FOR SAVINGS
739560,460493.0,460493000.0,FREMONT BANK
2654911,460405.0,460405000.0,PRINCIPAL BANK
845573,459590.0,459590000.0,"SPENCER SAVINGS BANK, SAVINGS AND LOAN ASSOCIATION"
575254,458401.0,458401000.0,CITY BANK
374653,457757.0,457757000.0,FIRST PREMIER BANK
105473,455254.0,455254000.0,HOME FEDERAL BANK OF TENNESSEE
3029589,453386.0,453386000.0,CEDAR RAPIDS BANK AND TRUST COMPANY
474254,452691.0,452691000.0,BROADWAY NATIONAL BANK
13103,452592.0,452592000.0,BRISTOL COUNTY SAVINGS BANK
161273,451983.0,451983000.0,"NORTH SHORE BANK, A CO-OPERATIVE BANK"
557858,451585.0,451585000.0,"INTRUST BANK, NATIONAL ASSOCIATION"
945053,449789.0,449789000.0,RCB BANK
2693264,449616.0,449616000.0,"TOWN BANK, NATIONAL ASSOCIATION"
256553,449091.0,449091000.0,DACOTAH BANK
3437456,443365.0,443365000.0,METRO CITY BANK
355858,443065.0,443065000.0,FIRST NATIONAL BANK
161602,441521.0,441521000.0,"CANANDAIGUA NATIONAL BANK AND TRUST COMPANY, THE"
3228908,439072.0,439072000.0,MEDALLION BANK
933975,437525.0,437525000.0,BANK OF UTAH
662369,435186.0,435186000.0,BANK OF THE SIERRA
3401970,431875.0,431875000.0,FIRST BANK
99376,431727.0,431727000.0,"NATIONAL COOPERATIVE BANK, N.A."
1157415,431272.0,431272000.0,STATE BANK OF TEXAS
535753,430295.0,430295000.0,"ACADEMY BANK, N.A."
3325759,428747.0,428747000.0,PRIMIS BANK
384278,428255.0,428255000.0,FIRST FEDERAL BANK
1009354,426818.0,426818000.0,SECURITY BANK OF KANSAS CITY
2576134,422871.0,422871000.0,WEBBANK
2758613,419930.0,419930000.0,FIRST INTERNET BANK OF INDIANA
211271,419822.0,419822000.0,"NORTH AMERICAN SAVINGS BANK, FSB"
717924,419406.0,419406000.0,SOUTHERN BANK AND TRUST COMPANY
1436204,417865.0,417865000.0,BANK OF MARIN
866000,415635.0,415635000.0,ARROW BANK NATIONAL ASSOCIATION
911973,411434.0,411434000.0,UNION SAVINGS BANK
537449,410976.0,410976000.0,FIRST BUSINESS BANK
529958,409262.0,409262000.0,"TIB, NATIONAL ASSOCIATION"
914648,409091.0,409091000.0,BANKFIRST FINANCIAL SERVICES
26765,408463.0,408463000.0,VANTAGE BANK TEXAS
3547131,407375.0,407375000.0,FINEMARK NATIONAL BANK & TRUST
3017081,404524.0,404524000.0,NORTHWESTERN MUTUAL WEALTH MANAGEMENT COMPANY
3476192,404226.0,404226000.0,CARTER BANK & TRUST
876700,403964.0,403964000.0,CENTREVILLE BANK
584920,403386.0,403386000.0,"FIDELITY BANK, THE"
1001639,402999.0,402999000.0,PARKWAY BANK AND TRUST COMPANY
460033,401479.0,401479000.0,COMMUNITY BANK OF MISSISSIPPI
751656,399545.0,399545000.0,FRANDSEN BANK & TRUST
439338,399017.0,399017000.0,UNITED COMMUNITY BANK
2963266,396914.0,396914000.0,FIRST CAROLINA BANK
2734729,395546.0,395546000.0,AMERICAN BUSINESS BANK
223322,394810.0,394810000.0,"FIRST BANK AND TRUST COMPANY, THE"
613400,393819.0,393819000.0,PEOPLESBANK
976703,391952.0,391952000.0,"BESSEMER TRUST COMPANY, N.A."
5210,390540.0,390540000.0,ACNB BANK
2044811,390206.0,390206000.0,"WHEATON BANK & TRUST COMPANY, NATIONAL ASSOCIATION"
3804535,389587.0,389587000.0,GUARANTY BANK
2694681,385703.0,385703000.0,AMERICAN FIRST NATIONAL BANK
214414,383924.0,383924000.0,"FARMERS & MERCHANTS STATE BANK, THE"
995076,380146.0,380146000.0,CACHE VALLEY BANK
852544,379715.0,379715000.0,SOUTHERN BANCORP BANK
376273,379401.0,379401000.0,NORTH SHORE BANK
3235410,378334.0,378334000.0,WEST COAST COMMUNITY BANK
2849801,376239.0,376239000.0,SOUTHERN FIRST BANK
822556,376235.0,376235000.0,TEXAS EXCHANGE BANK
3212402,373561.0,373561000.0,PCB BANK
140362,364493.0,364493000.0,SUNWEST BANK
2954059,361572.0,361572000.0,BCB COMMUNITY BANK
1447639,360540.0,360540000.0,WESTSTAR BANK
557317,358469.0,358469000.0,LINKBANK
139740,356867.0,356867000.0,WEST BANK
254317,352157.0,352157000.0,BANK OF UTICA
657271,350596.0,350596000.0,GATE CITY BANK
671334,348338.0,348338000.0,REPUBLIC BANK OF CHICAGO
978118,348171.0,348171000.0,FIRST CITIZENS COMMUNITY BANK
3109043,347393.0,347393000.0,BANKWELL BANK
1018927,347213.0,347213000.0,1ST SECURITY BANK OF WASHINGTON
407506,346871.0,346871000.0,ION BANK
657459,346582.0,346582000.0,MIDWEST BANKCENTRE
330855,346401.0,346401000.0,"BANK OF MISSOURI, THE"
867650,345505.0,345505000.0,PINNACLE BANK
112163,345386.0,345386000.0,"GUARANTY BANK & TRUST, N.A."
2757205,343553.0,343553000.0,"MVB BANK, INC."
2743244,342569.0,342569000.0,RED RIVER BANK
278555,342525.0,342525000.0,"STRIDE BANK, NATIONAL ASSOCIATION"
842460,342426.0,342426000.0,LONE STAR NATIONAL BANK
971959,342345.0,342345000.0,BRAVERA BANK
4457536,342229.0,342229000.0,THRIVENT BANK
9807,341249.0,341249000.0,AMBOY BANK
110936,340626.0,340626000.0,BANCO DO BRASIL AMERICAS
2891622,338635.0,338635000.0,"CORNERSTONE CAPITAL BANK, SSB"
428547,335400.0,335400000.0,"ST. CHARLES BANK & TRUST COMPANY, NATIONAL ASSOCIATION"
1890525,334834.0,334834000.0,UNITY BANK
310978,333149.0,333149000.0,WATERSTONE BANK
936583,332936.0,332936000.0,THINK MUTUAL BANK
507068,332711.0,332711000.0,EXCHANGE BANK
525549,332585.0,332585000.0,LAKE RIDGE BANK
3189063,331715.0,331715000.0,COMMERCIAL BANK OF CALIFORNIA
324863,331326.0,331326000.0,"BANK OF COMMERCE, THE"
