rssd_id,ndfi_loans_total,ndfi_loans_total_usd,bank_name
852218,195774000.0,195774000000.0,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
451965,186720000.0,186720000000.0,"WELLS FARGO BANK, NATIONAL ASSOCIATION"
480228,151170000.0,151170000000.0,"BANK OF AMERICA, NATIONAL ASSOCIATION"
2182786,117409000.0,117409000000.0,GOLDMAN SACHS BANK USA
476810,77611000.0,77611000000.0,"CITIBANK, N.A."
1456501,75824000.0,75824000000.0,"MORGAN STANLEY BANK, N.A."
817824,65090363.0,65090363000.0,"PNC BANK, NATIONAL ASSOCIATION"
504713,49886812.0,49886812000.0,U.S. BANK NATIONAL ASSOCIATION
852320,38091000.0,38091000000.0,TRUIST BANK
491224,37593000.0,37593000000.0,FIRST-CITIZENS BANK & TRUST COMPANY
112837,36841667.0,36841667000.0,"CAPITAL ONE, NATIONAL ASSOCIATION"
35301,27101000.0,27101000000.0,STATE STREET BANK AND TRUST COMPANY
3303298,18674999.0,18674999000.0,"CITIZENS BANK, NATIONAL ASSOCIATION"
75633,18553296.0,18553296000.0,BMO BANK NATIONAL ASSOCIATION
280110,18391249.0,18391249000.0,KEYBANK NATIONAL ASSOCIATION
12311,15320689.0,15320689000.0,"HUNTINGTON NATIONAL BANK, THE"
2735146,15052876.0,15052876000.0,"EVERBANK, NATIONAL ASSOCIATION"
3138146,14671792.0,14671792000.0,WESTERN ALLIANCE BANK
501105,12478028.0,12478028000.0,MANUFACTURERS AND TRADERS TRUST COMPANY
233031,11912000.0,11912000000.0,REGIONS BANK
723112,9551000.0,9551000000.0,"FIFTH THIRD BANK, NATIONAL ASSOCIATION"
2917317,9419188.0,9419188000.0,AXOS BANK
497404,9371547.0,9371547000.0,"TD BANK, NATIONAL ASSOCIATION"
2618780,9255038.0,9255038000.0,TEXAS CAPITAL BANK
63069,8799396.0,8799396000.0,CITY NATIONAL BANK
485559,8568247.0,8568247000.0,FIRST HORIZON BANK
1842065,8205612.0,8205612000.0,CIBC BANK USA
413208,8079255.0,8079255000.0,"HSBC BANK USA, NATIONAL ASSOCIATION"
541101,7160000.0,7160000000.0,"BANK OF NEW YORK MELLON, THE"
761806,7077451.0,7077451000.0,"WEBSTER BANK, NATIONAL ASSOCIATION"
963945,6573404.0,6573404000.0,MERCHANTS BANK OF INDIANA
197478,6246257.0,6246257000.0,EAST WEST BANK
2489805,5796000.0,5796000000.0,"MORGAN STANLEY PRIVATE BANK, NATIONAL ASSOCIATION"
3212149,5617037.0,5617037000.0,UBS BANK USA
2354985,5586855.0,5586855000.0,CUSTOMERS BANK
395238,5213229.0,5213229000.0,SYNOVUS BANK
3284070,5141000.0,5141000000.0,ALLY BANK
494261,5122046.0,5122046000.0,BANC OF CALIFORNIA
2193616,3975253.0,3975253000.0,RAYMOND JAMES BANK
210434,3775022.0,3775022000.0,"NORTHERN TRUST COMPANY, THE"
2737980,3424935.0,3424935000.0,NORTHPOINTE BANK
3076220,3358468.0,3358468000.0,STIFEL BANK
249612,3076938.0,3076938000.0,APPLE BANK
60143,2797000.0,2797000000.0,COMERICA BANK
107244,2742514.0,2742514000.0,BANK OZK
917742,2729459.0,2729459000.0,"ASSOCIATED BANK, NATIONAL ASSOCIATION"
936855,2430468.0,2430468000.0,"UMB BANK, NATIONAL ASSOCIATION"
694904,2356521.0,2356521000.0,"FLAGSTAR BANK, NATIONAL ASSOCIATION"
3938186,2211631.0,2211631000.0,"BANKUNITED, NATIONAL ASSOCIATION"
276579,1997098.0,1997098000.0,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION"
652874,1957949.0,1957949000.0,NEXBANK
3187630,1893292.0,1893292000.0,FORBRIGHT BANK
3076248,1671825.0,1671825000.0,STIFEL BANK AND TRUST
664756,1648468.0,1648468000.0,PROSPERITY BANK
1394676,1540337.0,1540337000.0,AMERICAN EXPRESS NATIONAL BANK
814430,1446443.0,1446443000.0,CITY NATIONAL BANK OF FLORIDA
783648,1443504.0,1443504000.0,CENTIER BANK
722777,1389016.0,1389016000.0,"SANTANDER BANK, NATIONAL ASSOCIATION"
3783313,1382372.0,1382372000.0,CROSS RIVER BANK
229801,1371794.0,1371794000.0,VALLEY NATIONAL BANK
764030,1354082.0,1354082000.0,AMERIS BANK
2925666,1347758.0,1347758000.0,PINNACLE BANK
229913,1333993.0,1333993000.0,MIZUHO BANK (USA)
766164,1156334.0,1156334000.0,"TBK BANK, SSB"
3475083,1137681.0,1137681000.0,TRISTATE CAPITAL BANK
3650808,986463.0,986463000.0,LIVE OAK BANKING COMPANY
682563,947796.0,947796000.0,FROST BANK
667757,874785.0,874785000.0,ORIGIN BANK
468806,771637.0,771637000.0,NORTHEAST BANK
1929247,760369.0,760369000.0,"SOUTHSTATE BANK, N.A."
316840,755353.0,755353000.0,REPUBLIC BANK & TRUST COMPANY
671464,714720.0,714720000.0,BANK OF HOPE
339858,689470.0,689470000.0,"BOKF, NATIONAL ASSOCIATION"
606046,682918.0,682918000.0,CADENCE BANK
934329,675000.0,675000000.0,"BNY MELLON, NATIONAL ASSOCIATION"
663245,673768.0,673768000.0,SIMMONS BANK
1190476,634416.0,634416000.0,ENTERPRISE BANK & TRUST
3637685,631607.0,631607000.0,FIRST FOUNDATION BANK
2119773,603844.0,603844000.0,"HINSDALE BANK & TRUST COMPANY, NATIONAL ASSOCIATION"
412751,581940.0,581940000.0,WOODFOREST NATIONAL BANK
23504,572750.0,572750000.0,DIME COMMUNITY BANK
128904,552756.0,552756000.0,EASTERN BANK
379920,529726.0,529726000.0,FIRST NATIONAL BANK OF PENNSYLVANIA
137915,528632.0,528632000.0,EMIGRANT BANK
662369,518333.0,518333000.0,BANK OF THE SIERRA
474759,500316.0,500316000.0,"SUNFLOWER BANK, NATIONAL ASSOCIATION"
416245,489519.0,489519000.0,BUSEY BANK
3150447,472000.0,472000000.0,"CHARLES SCHWAB BANK, SSB"
320119,471983.0,471983000.0,ISRAEL DISCOUNT BANK OF NEW YORK
463735,462970.0,462970000.0,HANCOCK WHITNEY BANK
165628,461097.0,461097000.0,FIRST FINANCIAL BANK
2239288,450560.0,450560000.0,"WINTRUST BANK, NATIONAL ASSOCIATION"
940311,446000.0,446000000.0,BANCO POPULAR DE PUERTO RICO
143662,444930.0,444930000.0,COLUMBIA BANK
637451,444518.0,444518000.0,PLAINSCAPITAL BANK
437914,415430.0,415430000.0,"WILMINGTON SAVINGS FUND SOCIETY, FSB"
3325759,405119.0,405119000.0,PRIMIS BANK
529958,398174.0,398174000.0,"TIB, NATIONAL ASSOCIATION"
929352,371198.0,371198000.0,BELL BANK
365325,361492.0,361492000.0,UNITED BANK
1917301,360799.0,360799000.0,"LAKE FOREST BANK & TRUST COMPANY, NATIONAL ASSOCIATION"
214807,359000.0,359000000.0,DEUTSCHE BANK TRUST COMPANY AMERICAS
601050,358200.0,358200000.0,COMMERCE BANK
204004,357051.0,357051000.0,PROVIDENT BANK
2938198,342751.0,342751000.0,"NORTHBROOK BANK & TRUST COMPANY, NATIONAL ASSOCIATION"
773247,335239.0,335239000.0,MIDLAND STATES BANK
85472,331684.0,331684000.0,"OCEANFIRST BANK, NATIONAL ASSOCIATION"
208244,309254.0,309254000.0,OLD NATIONAL BANK
169653,308162.0,308162000.0,FIRST BANK
3408728,295429.0,295429000.0,B1BANK
408642,282117.0,282117000.0,BANKERS' BANK
339773,280845.0,280845000.0,NEEDHAM BANK
342634,276453.0,276453000.0,TRUSTMARK BANK
489623,274133.0,274133000.0,"PARK NATIONAL BANK, THE"
693224,269530.0,269530000.0,ATLANTIC UNION BANK
3579589,257993.0,257993000.0,STELLAR BANK
17147,256212.0,256212000.0,FIRST MERCHANTS BANK
779650,251840.0,251840000.0,CHIPPEWA VALLEY BANK
749242,250100.0,250100000.0,RENASANT BANK
657365,236050.0,236050000.0,HANMI BANK
595869,227535.0,227535000.0,CATHAY BANK
2298995,223830.0,223830000.0,"VILLAGE BANK & TRUST, NATIONAL ASSOCIATION"
510871,222978.0,222978000.0,FIRSTBANK PUERTO RICO
384278,209510.0,209510000.0,FIRST FEDERAL BANK
171768,191064.0,191064000.0,"SOUTHSTAR BANK, S.S.B."
2652092,182156.0,182156000.0,EAGLEBANK
725732,181144.0,181144000.0,BRADESCO BANK
965789,180041.0,180041000.0,SUSSER BANK
428547,179852.0,179852000.0,"ST. CHARLES BANK & TRUST COMPANY, NATIONAL ASSOCIATION"
245276,176185.0,176185000.0,ORIENTAL BANK
129732,171904.0,171904000.0,BYLINE BANK
980661,170585.0,170585000.0,FIRST HAWAIIAN BANK
930358,170321.0,170321000.0,UNITED BANKERS' BANK
936426,166963.0,166963000.0,S & T BANK
3212402,152395.0,152395000.0,PCB BANK
450856,148952.0,148952000.0,UNION BANK AND TRUST COMPANY
811046,148777.0,148777000.0,BANKERS TRUST COMPANY
83638,148602.0,148602000.0,"AMERANT BANK, NATIONAL ASSOCIATION"
2693264,141350.0,141350000.0,"TOWN BANK, NATIONAL ASSOCIATION"
384652,141066.0,141066000.0,"DALLAS CAPITAL BANK, NATIONAL ASSOCIATION"
474919,137936.0,137936000.0,"FULTON BANK, NATIONAL ASSOCIATION"
980960,136957.0,136957000.0,BENCHMARK BANK
3202702,136000.0,136000000.0,"OPTUM BANK, INC."
3216017,131252.0,131252000.0,"BEVERLY BANK & TRUST COMPANY, NATIONAL ASSOCIATION"
977250,121721.0,121721000.0,MIDWEST INDEPENDENT BANKERSBANK
2797724,116452.0,116452000.0,TOWNEBANK
595430,110575.0,110575000.0,"STATE BANK OF THE LAKES, NATIONAL ASSOCIATION"
3357219,110005.0,110005000.0,OPEN BANK
2044811,109928.0,109928000.0,"WHEATON BANK & TRUST COMPANY, NATIONAL ASSOCIATION"
2508751,108895.0,108895000.0,"BARRINGTON BANK & TRUST COMPANY, NATIONAL ASSOCIATION"
2339795,108744.0,108744000.0,"LIBERTYVILLE BANK & TRUST COMPANY, NATIONAL ASSOCIATION"
130541,108731.0,108731000.0,HORIZON BANK
527954,108044.0,108044000.0,FIRST NATIONAL BANK OF OMAHA
663834,107874.0,107874000.0,OCEAN BANK
74140,103975.0,103975000.0,ISABELLA BANK
3630323,103161.0,103161000.0,THIRD COAST BANK
3401970,102869.0,102869000.0,FIRST BANK
2624400,101676.0,101676000.0,"CRYSTAL LAKE BANK & TRUST COMPANY, NATIONAL ASSOCIATION"
353555,99038.0,99038000.0,AMARILLO NATIONAL BANK
2736291,98949.0,98949000.0,POPULAR BANK
3016347,96529.0,96529000.0,GEORGIA BANKING COMPANY
2634351,95655.0,95655000.0,"MACATAWA BANK, NATIONAL ASSOCIATION"
2316714,95350.0,95350000.0,TIME BANK
3348888,92651.0,92651000.0,SERVISFIRST BANK
1447639,90926.0,90926000.0,WESTSTAR BANK
140362,89650.0,89650000.0,SUNWEST BANK
2736219,88375.0,88375000.0,"TRANSPORTATION ALLIANCE BANK, INC. DBA TAB BANK"
2608754,87982.0,87982000.0,MERCANTILE BANK
141556,86419.0,86419000.0,STEARNS BANK NATIONAL ASSOCIATION
3214059,86170.0,86170000.0,AVIDBANK
1718469,85997.0,85997000.0,COLORADO FEDERAL SAVINGS BANK
426534,82939.0,82939000.0,HEARTLAND BANK AND TRUST COMPANY
734538,81690.0,81690000.0,FIRST NATIONAL BANKERS BANK
853952,81166.0,81166000.0,"CENTRAL TRUST BANK, THE"
34537,81093.0,81093000.0,SEACOAST NATIONAL BANK
795968,80788.0,80788000.0,BANK OF HAWAII
2142155,80614.0,80614000.0,QUAD CITY BANK AND TRUST COMPANY
659855,79750.0,79750000.0,FIRST INTERSTATE BANK
930965,75660.0,75660000.0,SMBC MANUBANK
660655,73945.0,73945000.0,AMERICAN NATIONAL BANK
9357,73474.0,73474000.0,SCALE BANK
1216022,73000.0,73000000.0,SYNCHRONY BANK
3344321,67695.0,67695000.0,TRADITION CAPITAL BANK
3402913,65680.0,65680000.0,BANESCO USA
77851,64561.0,64561000.0,FIRST BANK & TRUST
871769,64367.0,64367000.0,FARMERS AND MERCHANTS BANK OF LONG BEACH
531250,63322.0,63322000.0,CENTENNIAL BANK
470050,62816.0,62816000.0,FIRST FINANCIAL BANK
474254,62227.0,62227000.0,BROADWAY NATIONAL BANK
3404207,60883.0,60883000.0,"OLD PLANK TRAIL COMMUNITY BANK, NATIONAL ASSOCIATION"
324340,58987.0,58987000.0,CHOICEONE BANK
1017939,58984.0,58984000.0,UNITED COMMUNITY BANK
913856,57595.0,57595000.0,PINNACLE BANK
403151,57569.0,57569000.0,CORNERSTONE BANK
2970657,57568.0,57568000.0,"SCHAUMBURG BANK & TRUST COMPANY, NATIONAL ASSOCIATION"
498362,57245.0,57245000.0,AMERICAN NATIONAL BANK & TRUST
26765,56470.0,56470000.0,VANTAGE BANK TEXAS
593052,56206.0,56206000.0,PLAINS COMMERCE BANK
31255,53135.0,53135000.0,CENTRAL BANK
538802,52803.0,52803000.0,INTERAUDI BANK
317342,52772.0,52772000.0,STOCK YARDS BANK & TRUST COMPANY
3470154,50304.0,50304000.0,US METRO BANK
482156,49305.0,49305000.0,FARMERS BANK & TRUST
656377,48401.0,48401000.0,WAFD BANK
137652,48126.0,48126000.0,UNIVERSITY BANK
3465392,48086.0,48086000.0,PEGASUS BANK
113740,46167.0,46167000.0,FIRST STATE BANK
575254,45900.0,45900000.0,CITY BANK
188430,45896.0,45896000.0,"FLORIDA CAPITAL BANK, N.A."
4210227,45000.0,45000000.0,NBH BANK
509950,44389.0,44389000.0,FIRST UNITED BANK AND TRUST COMPANY
710859,42961.0,42961000.0,"CITIZENS BANK OF CLOVIS, THE"
2808602,41368.0,41368000.0,"CAPITAL BANK, NATIONAL ASSOCIATION"
2121196,40328.0,40328000.0,"TD BANK USA, NATIONAL ASSOCIATION"
1002878,40000.0,40000000.0,NORTHWEST BANK
522605,38971.0,38971000.0,BAR HARBOR BANK AND TRUST COMPANY
3690121,38654.0,38654000.0,LIBERTY CAPITAL BANK
1018927,38488.0,38488000.0,1ST SECURITY BANK OF WASHINGTON
3248849,38464.0,38464000.0,MAINSTREET BANK
3076453,38298.0,38298000.0,"CALIFORNIA BANK OF COMMERCE, NATIONAL ASSOCIATION"
722544,36887.0,36887000.0,NATIONAL EXCHANGE BANK AND TRUST
407506,35203.0,35203000.0,ION BANK
594853,35106.0,35106000.0,"BONVENU BANK, N.A."
272272,34537.0,34537000.0,SOUTHERN BANK
254849,33573.0,33573000.0,FIRST INDEPENDENCE BANK
422433,33467.0,33467000.0,FIRST GUARANTY BANK
69333,33064.0,33064000.0,"CITIZENS NATIONAL BANK OF MERIDIAN, THE"
698144,32936.0,32936000.0,COMMUNITY FINANCIAL SERVICES BANK
703552,32500.0,32500000.0,"HORIZON BANK, SSB"
435750,32157.0,32157000.0,FIRST STATE BANK
2891622,32111.0,32111000.0,"CORNERSTONE CAPITAL BANK, SSB"
408875,31546.0,31546000.0,"AXIOM BANK, NATIONAL ASSOCIATION"
1218446,31376.0,31376000.0,BANKERS' BANK OF KANSAS
2631846,30956.0,30956000.0,NORTH AMERICAN BANKING COMPANY
525549,30887.0,30887000.0,LAKE RIDGE BANK
867632,30818.0,30818000.0,INTERNATIONAL FINANCE BANK
557858,30624.0,30624000.0,"INTRUST BANK, NATIONAL ASSOCIATION"
852704,30014.0,30014000.0,GENESEE REGIONAL BANK
311845,30000.0,30000000.0,ARVEST BANK
677644,28962.0,28962000.0,"FARMERS & MERCHANTS BANK, THE"
382050,28918.0,28918000.0,CENTRAL SAVINGS BANK
3688043,28035.0,28035000.0,PARKSIDE FINANCIAL BANK AND TRUST
595270,27371.0,27371000.0,MIDFIRST BANK
202907,26767.0,26767000.0,"COMMUNITY BANK, NATIONAL ASSOCIATION"
732758,26562.0,26562000.0,BANKERS' BANK OF THE WEST
391418,26040.0,26040000.0,FIRST & PEOPLES BANK AND TRUST COMPANY
436159,25514.0,25514000.0,FIRSTBANK
293053,25204.0,25204000.0,COMMUNITY NATIONAL BANK
352772,24968.0,24968000.0,BANNER BANK
456045,24844.0,24844000.0,CENTENNIAL BANK
370020,24614.0,24614000.0,"PENDLETON COMMUNITY BANK, INC."
528849,24444.0,24444000.0,HORICON BANK
2838207,24195.0,24195000.0,SEATTLE BANK
285544,24055.0,24055000.0,CAPITOL NATIONAL BANK
859655,23928.0,23928000.0,"BANKERS BANK, THE"
497039,23828.0,23828000.0,COMMERCIAL BANK
881478,23548.0,23548000.0,HERITAGE BANK
369659,23457.0,23457000.0,FIRST NATIONAL BANK OF CENTRAL TEXAS
3437148,23166.0,23166000.0,FIRST FREEDOM BANK
