rssd_id,total_equity_capital,total_equity_capital_usd
852218,335936000.0,335936000000.0
480228,246250000.0,246250000000.0
476810,176530000.0,176530000000.0
451965,173751000.0,173751000000.0
112837,97584212.0,97584212000.0
504713,67960628.0,67960628000.0
2182786,65331000.0,65331000000.0
852320,63223000.0,63223000000.0
817824,59441103.0,59441103000.0
497404,49728084.0,49728084000.0
75633,37358799.0,37358799000.0
541101,29822000.0,29822000000.0
35301,28919000.0,28919000000.0
501105,28333192.0,28333192000.0
3303298,26838113.0,26838113000.0
1456501,25576000.0,25576000000.0
723112,24648000.0,24648000000.0
12311,24293048.0,24293048000.0
491224,23371000.0,23371000000.0
280110,19074946.0,19074946000.0
1394676,19010556.0,19010556000.0
3150447,18658000.0,18658000000.0
233031,18071000.0,18071000000.0
2489805,17721000.0,17721000000.0
413208,16200640.0,16200640000.0
3284070,15277000.0,15277000000.0
1216022,14552000.0,14552000000.0
722777,14170802.0,14170802000.0
63069,12386276.0,12386276000.0
210434,11411586.0,11411586000.0
1842065,11175461.0,11175461000.0
214807,9808000.0,9808000000.0
761806,9774130.0,9774130000.0
3212149,9741941.0,9741941000.0
1929247,9669919.0,9669919000.0
485559,9188421.0,9188421000.0
229801,8185196.0,8185196000.0
197478,8151065.0,8151065000.0
694904,8144856.0,8144856000.0
143662,8141845.0,8141845000.0
208244,8112742.0,8112742000.0
3138146,7815796.0,7815796000.0
936855,7527586.0,7527586000.0
664756,7369747.0,7369747000.0
60143,7238000.0,7238000000.0
276579,7179703.0,7179703000.0
2925666,6929788.0,6929788000.0
379920,6711049.0,6711049000.0
2980209,6403000.0,6403000000.0
606046,6243661.0,6243661000.0
107244,6129851.0,6129851000.0
962966,6030419.0,6030419000.0
395238,5825211.0,5825211000.0
693224,5716082.0,5716082000.0
365325,5577829.0,5577829000.0
339858,5495781.0,5495781000.0
619877,5260000.0,5260000000.0
917742,4800581.0,4800581000.0
682563,4541125.0,4541125000.0
463735,4341452.0,4341452000.0
2634191,4199764.0,4199764000.0
645625,4160466.0,4160466000.0
128904,4143226.0,4143226000.0
2735146,4100958.0,4100958000.0
764030,4070169.0,4070169000.0
749242,4049369.0,4049369000.0
456045,3997010.0,3997010000.0
595270,3903444.0,3903444000.0
613008,3875657.0,3875657000.0
2121196,3863507.0,3863507000.0
494261,3862210.0,3862210000.0
940311,3778000.0,3778000000.0
527954,3749154.0,3749154000.0
1444021,3681564.0,3681564000.0
2618780,3555602.0,3555602000.0
474919,3530379.0,3530379000.0
934329,3496000.0,3496000000.0
1017939,3391455.0,3391455000.0
659855,3371314.0,3371314000.0
601050,3280934.0,3280934000.0
663245,3197586.0,3197586000.0
3938186,3166950.0,3166950000.0
2193616,3166096.0,3166096000.0
204004,3165569.0,3165569000.0
936462,3062588.0,3062588000.0
656377,3055489.0,3055489000.0
34537,3036739.0,3036739000.0
595869,3013158.0,3013158000.0
3202702,2955000.0,2955000000.0
814430,2907244.0,2907244000.0
3394278,2889845.0,2889845000.0
3284397,2787886.0,2787886000.0
980661,2757205.0,2757205000.0
165628,2736506.0,2736506000.0
437914,2678024.0,2678024000.0
2917317,2604036.0,2604036000.0
2567123,2551032.0,2551032000.0
782306,2508972.0,2508972000.0
416245,2483450.0,2483450000.0
17147,2469036.0,2469036000.0
2797724,2422066.0,2422066000.0
671464,2366522.0,2366522000.0
311845,2296768.0,2296768000.0
933966,2270968.0,2270968000.0
963945,2235386.0,2235386000.0
342634,2215483.0,2215483000.0
2354985,2155427.0,2155427000.0
2736291,2091633.0,2091633000.0
1190476,2006846.0,2006846000.0
1893049,1995000.0,1995000000.0
436159,1975296.0,1975296000.0
1001152,1971227.0,1971227000.0
1002878,1962200.0,1962200000.0
352772,1951461.0,1951461000.0
510871,1898022.0,1898022000.0
1443266,1886000.0,1886000000.0
3348888,1878159.0,1878159000.0
2615190,1878028.0,1878028000.0
853952,1874332.0,1874332000.0
288853,1860280.0,1860280000.0
702117,1848419.0,1848419000.0
3224580,1770490.0,1770490000.0
795968,1751664.0,1751664000.0
470050,1741248.0,1741248000.0
2850722,1739304.0,1739304000.0
85472,1737430.0,1737430000.0
3317932,1711901.0,1711901000.0
216922,1707303.0,1707303000.0
915878,1702152.0,1702152000.0
23504,1645437.0,1645437000.0
3579589,1636813.0,1636813000.0
202907,1615176.0,1615176000.0
3475083,1613294.0,1613294000.0
871769,1606287.0,1606287000.0
1225761,1603560.0,1603560000.0
3470239,1581355.0,1581355000.0
249612,1577445.0,1577445000.0
509950,1558770.0,1558770000.0
42420,1510142.0,1510142000.0
637451,1505737.0,1505737000.0
3287660,1469328.0,1469328000.0
936426,1461635.0,1461635000.0
320119,1429190.0,1429190000.0
929352,1412593.0,1412593000.0
1386251,1366130.0,1366130000.0
100562,1362147.0,1362147000.0
129732,1354170.0,1354170000.0
229913,1344023.0,1344023000.0
3076248,1334746.0,1334746000.0
245276,1331724.0,1331724000.0
918918,1329866.0,1329866000.0
264772,1305655.0,1305655000.0
961624,1280006.0,1280006000.0
688079,1258897.0,1258897000.0
4210227,1246458.0,1246458000.0
991340,1218532.0,1218532000.0
652874,1207876.0,1207876000.0
137915,1206231.0,1206231000.0
2941068,1190618.0,1190618000.0
673440,1189776.0,1189776000.0
577128,1184257.0,1184257000.0
1176881,1183716.0,1183716000.0
489623,1181597.0,1181597000.0
587800,1172614.0,1172614000.0
2652092,1149492.0,1149492000.0
3650808,1137648.0,1137648000.0
667757,1130219.0,1130219000.0
37640,1119548.0,1119548000.0
474759,1111067.0,1111067000.0
174572,1102652.0,1102652000.0
398668,1081671.0,1081671000.0
353555,1077040.0,1077040000.0
317342,1074255.0,1074255000.0
3637685,1065989.0,1065989000.0
3783313,1064323.0,1064323000.0
361167,1064248.0,1064248000.0
2239288,1059419.0,1059419000.0
1391778,1050341.0,1050341000.0
766164,1038102.0,1038102000.0
316840,1037177.0,1037177000.0
968070,994543.0,994543000.0
5582846,991223.0,991223000.0
783648,982190.0,982190000.0
83638,978367.0,978367000.0
52719,969650.0,969650000.0
3408728,969217.0,969217000.0
58971,967306.0,967306000.0
618807,963423.0,963423000.0
450856,955606.0,955606000.0
859712,940937.0,940937000.0
2600039,938493.0,938493000.0
762447,935216.0,935216000.0
881478,933152.0,933152000.0
399517,932937.0,932937000.0
933621,923510.0,923510000.0
3187630,923028.0,923028000.0
121642,921813.0,921813000.0
959304,913216.0,913216000.0
354310,907055.0,907055000.0
936136,904949.0,904949000.0
930965,893497.0,893497000.0
2916963,893396.0,893396000.0
435077,891754.0,891754000.0
3783948,881476.0,881476000.0
479268,880031.0,880031000.0
509811,873449.0,873449000.0
657365,872646.0,872646000.0
2858960,870023.0,870023000.0
58243,863340.0,863340000.0
1917301,861379.0,861379000.0
913856,857917.0,857917000.0
2998576,850455.0,850455000.0
2992547,821810.0,821810000.0
3076220,812790.0,812790000.0
661308,812710.0,812710000.0
786612,794362.0,794362000.0
433608,791954.0,791954000.0
888002,791412.0,791412000.0
1918344,789477.0,789477000.0
339773,779187.0,779187000.0
874845,769144.0,769144000.0
130541,768929.0,768929000.0
2700984,766567.0,766567000.0
5278251,765803.0,765803000.0
29878,760599.0,760599000.0
996260,760231.0,760231000.0
2362458,758293.0,758293000.0
412751,756563.0,756563000.0
139656,749340.0,749340000.0
255659,738863.0,738863000.0
2209553,733625.0,733625000.0
236706,733441.0,733441000.0
651859,731828.0,731828000.0
2705895,726723.0,726723000.0
2608754,725795.0,725795000.0
593007,724700.0,724700000.0
28013,724186.0,724186000.0
811046,716295.0,716295000.0
633378,714644.0,714644000.0
758703,703531.0,703531000.0
836843,702818.0,702818000.0
663834,697385.0,697385000.0
260055,696311.0,696311000.0
850036,688880.0,688880000.0
3232204,685307.0,685307000.0
826956,683175.0,683175000.0
54973,669876.0,669876000.0
2265456,669410.0,669410000.0
272302,668188.0,668188000.0
2119773,663722.0,663722000.0
2737980,662331.0,662331000.0
601416,662253.0,662253000.0
1011526,656501.0,656501000.0
426534,654269.0,654269000.0
808260,652993.0,652993000.0
391575,648770.0,648770000.0
933023,648279.0,648279000.0
3630323,644479.0,644479000.0
693345,640560.0,640560000.0
2471239,639837.0,639837000.0
701062,633711.0,633711000.0
3532641,631558.0,631558000.0
697763,629879.0,629879000.0
342410,623489.0,623489000.0
542528,617072.0,617072000.0
1187001,613832.0,613832000.0
3447576,612971.0,612971000.0
773247,610247.0,610247000.0
572374,610219.0,610219000.0
3835454,603502.0,603502000.0
731247,602537.0,602537000.0
594947,600598.0,600598000.0
278818,599582.0,599582000.0
932978,595723.0,595723000.0
212577,595578.0,595578000.0
3378773,595035.0,595035000.0
3076453,591819.0,591819000.0
3402913,587670.0,587670000.0
159636,578498.0,578498000.0
664206,577879.0,577879000.0
725732,576231.0,576231000.0
522605,573304.0,573304000.0
114260,569246.0,569246000.0
2634351,562996.0,562996000.0
933256,561482.0,561482000.0
141556,559272.0,559272000.0
816603,557843.0,557843000.0
722544,554120.0,554120000.0
639567,553548.0,553548000.0
230759,551663.0,551663000.0
925411,550275.0,550275000.0
253468,548491.0,548491000.0
707354,543347.0,543347000.0
809771,543070.0,543070000.0
3109146,539119.0,539119000.0
660655,538080.0,538080000.0
413141,536580.0,536580000.0
468806,536018.0,536018000.0
169653,535671.0,535671000.0
949154,532932.0,532932000.0
825146,531314.0,531314000.0
77851,528711.0,528711000.0
680813,527939.0,527939000.0
419406,527458.0,527458000.0
272272,527168.0,527168000.0
677176,524296.0,524296000.0
384018,523117.0,523117000.0
2508751,519730.0,519730000.0
