"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONMT87	RCONMT88	RCONMT89	RCONMT90	RCONMT91	RCONMT92	RCONMT93	RCONMT94	RCONMT95	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
	OTH NONTRANSACTION SAVINGS DEPOSITS	TOT TRANSACTION ACCTS-US GOVERNMENT	TOT TRANSACT ACCTS-STS&POL SUB IN US	TOTAL DEMAND DEPOSITS	TOT TRANS ACCTS-BKS IN FGN COUNTRIES	TOTAL TRANSACTIONS ACCOUNTS	TOT TRANS ACCTS-FGN GOVTS&OFFCL INST	NONTRANS DPS OF BKS IN FGN COUNTRIES	TOTAL BROKERED DEPOSITS	TOT NONTRANS ACCTS-FGN GOVTS&OFFCL I	TOTAL NONTRANSACTION ACCOUNTS	TOT NONTRANSACTION ACCTS-US GOVT	TOT NONTRANSACTION ACCTS-STS&POL SUB	PREFERRED DEPOSITS	TIME DEPOSITS LT 100000	AMT OUTSTDG IN MONEY MARKET DEP ACCT	IRA AND KEOGH PLAN ACCOUNTS	TRANSACTION ACCTS: IPC DEPOSITS	NONTRANSACTION ACCTS: IPC DEPOSITS	TRANSACTION ACCT: CB'S & DI'S IN U.S	NONTRANSACT ACCT: CB'S & DI'S IN U.S	IRA KEOGH IN MEM ITEM 2.C	SELECTED COMPONENTS OF TOTAL DEPOSIT	SELECTED COMPONENTS OF TOTAL DEPOSIT	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS OF 250000 OR LESS WITH	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS EQ 100K LE 250K	TIME DEPOSITS GT 250K	Total reciprocal deposit	BRKRD DEP GT 250000 MAT LE 1 YR	TIME DEP GT 250000 MAT LE 1 YRDEP	EST DEP LISTING SERVICE NOT BROKERED	Fully insured, affiliate sweep depos	Fully insured, affiliate, retail swe	Not fully insured, affiliate sweep d	Not fully insured, affiliate, retail	Fully insured, non-affiliate sweep d	Fully insured, non-affiliate, retail	Not fully insured, non-affiliate swe	Not fully insured, non-affiliate, re	Designated exception sweep deposit	OFFR CONSUM DEP ACT INDIV HSHLD FMLY	NONINTR TRN ACCTS INDIV HSHLD FMLY	INTR TRN ACCTS INDIV HSHLD FMLY	MMDA DEPS PRIMRLY INDIV HSHLD FAMLY	OTHR MMDA INDIV PRTNRS CORPS	OTHR SVGS DEPS IND HSHLD FAMILY USE	OTHR SVGS DEPS IND PRTNRS AND CORPS	
17978	44541	0	0	2609	0	44284	0	0	0	0	142428	0	919		44189	3038		44284	138421	0	3088	11937	0	0	15431	54556	5185	1291	69987	5773	12613	0	0	32274	18386	0	0	18386	0																	
18050	106534	0	203342	290840	0	517776	0	0	0	0	472988	0	13632		60387	107953		314434	459108	0	248	5110	0	0	66655	65203	6186	0	130253	43625	72823	4009	0	77657	120457	13346	0	116447	0																	
18827	449729	0	230966	1143129	0	1143129	0	0	0	0	1335596	0	243771		133897	412399		910184	1090041	1979	1784	9913	0	0	96450	117897	30651	7014	214347	70264	137082	11786	2324	118115	221456	43923	0	207346	0																	
18836	28545	0	5279	57714	0	75148	0	0	0	0	138737	0	24049		30717	37907		69869	113742	0	946	4401	0	0	18536	32546	6119	2205	49122	9140	3738	0	0	28690	12878	10383	0	12429	0																	
18854	95363	0	160968	909030	0	1031417	0	0	422691	0	640002	0	13538		37642	274184	5531	859554	621259	10895	5205	2576	422691	422557	66324	106935	4197	390	173259	19761	71654	1194	0	140204	92609	624580	0	91415	4463	0		0		0		0		0	true	80678	69469	97463	176721	76805	2899	
19356	8958	0	8836	60815	0	61544	0	0	18043	0	74795	0	9923		11126	8094		39941	52801	12767	12071	453	5008	5008	13472	21103	4728	5857	34031	2005	3395	6692	490	34034	12582	17560	11036	5084	0																	
19936	22213	0	59321	103961	0	227503	0	0	0	0	223236	0	18037		26242	114195		168182	205199	0	0	4004	0	0	16315	33438	5964	1921	49753	9899	9738	6195	3358	31396	29190	0	0	19637	0																	
19972	95605	0	0	0	0	0	0	0	0	0	95605	0	0		0	0		0	95605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
20053	16633	0	5107	33927	0	51869	0	0	30613	0	152693	8	1140		53289	39756		46614	144541	148	7004	4212	30613	22079	7173	42706	24211	3090	49879	3342	11286	4496	0	23891	19124	9715	0	14628	4869																	
20633	43042	0	18094	46571	0	140749	0	0	5021	0	160719	0	16377		28902	29512		122655	143399	0	943	3706	5021	5021	22295	38044	1603	1062	60339	10239	14922	0	0	34102	25161	27454	0	25161	0																	
20857	47752	0	53242	195612	0	228013	0	0	0	0	398597	0	73524		44433	209333		172736	325073	2035	0	8285	0	0	25123	50906	3950	837	76029	7596	41247	11523	332	36383	60698	0	0	48843	0																	
21256	1562	0	1625	3479	0	5061	0	0	0	0	3395	0	202		251	579		3436	3193	0	0	893	0	0	0	20	129	213	20	0	893	0	0	110	893	0	0	893	0																	
21359	11985	0	2128	17809	0	26574	0	0	1079	0	47273	0	2864		4785	19310		24446	44409	0	0	0	0	0	1390	5978	3588	248	7368	1079	2124	1571	0	6419	4774	0	1079	3203	0																	
21658	29752	0	8919	20052	0	95861	0	0	0	0	106730	0	1543		37763	8943	14764	86942	105187	0	0	6021	0	0	28750	27786	1975	135	56516	6483	2585	320	0	20884	9388	0	0	9068	0	0		0		0		0		0	true							
22048	29641	0	19746	136809	0	136809	0	0	29665	0	158392	0	13576		22434	0		116001	144816	1062	0	3198	29665	29665	40160	40742	11022	1443	80902	14528	19466	1390	0	70933	35384	27456	0	33993	611																	
22543	50384	0	31524	196924	0	196924	0	0	0	0	168094	0	4633		20795	52924		163914	163461	1486	0	1453	0	0	26087	23055	2921	185	49142	7701	3630	1208	0	31452	12539	60712	0	11331	0																	
22552	14588	0	2780	26029	0	41384	0	0	11757	0	70247	0	5890		9941	10650		38604	64357	0	0	0	10176	6751	7684	17411	5247	3342	25095	3743	7083	0	498	23743	11324	0	1083	10826	0																	
22730	91	0	38815	104627	0	144231	0	0	1	0	130868	0	22637		23927	52328		105416	108231	0	0	0	1	0	20480	26894	1703	577	46991	14198	14597	0	0	25727	28795	0	0	28795	0																	
23456	20091	0	13560	173028	0	173028	0	0	0	0	212083	0	26652		60496	39757		159468	185431	0	0	6716	0	0	20561	75587	6726	1179	96148	14624	24932	8627	0	43557	48183	0	0	39556	0																	
23504	1701899	0	240881	4456001	0	5000677	0	0	214961	0	7666336	0	1719270		261352	4874544	109695	4759106	5941705	690	5361	39625	214961	15001	267400	274975	235578	5230	542375	152461	144925	9024	300	521831	306710	1891306	0	297386	0	0		0		1820340		0		1806445	true	688379	82430	1143478	2932755	567877	215978	
23643	27815	0	36150	64507	0	124581	0	0	7928	0	220153	0	33280		32135	35758		88431	186873	0	0	7681	7928	5945	21774	44026	12831	760	65800	33071	39674	4444	0	47256	77189	0	0	72745	0																	
23755	65563	326	28958	68507	0	143245	0	0	3874	0	160898	280	11157		20413	27222		113961	137792	0	11669	744	1250	1250	13689	31419	5846	1772	40536	8568	6010	809	0	32313	15387	13360	2500	14578	10489																	
24378	18331	0	0	11745	0	18578	0	0	0	0	45765	1	250		13133	1842		18578	45514	0	0	1097	0	0	5821	10498	4806	1113	16318	267	1302	1785	0	9105	3354	0	0	1569	0																	
24659	32460	0	2560	30998	0	56154	0	0	0	0	42029	0	458		4567	578		53594	41571	0	0	1970	0	0	1700	4230	1023	83	5929	1404	551	0	0	2469	1955	0	0	1955	0																	
24949	49613	0	14740	140008	0	179093	0	0	0	0	317746	0	7076		80270	100160		162165	310670	2188	0	2827	0	0	40365	74029	13116	635	114394	19889	12773	6631	535	47875	39828	21060	0	32662	0																	
25357	19229	5	21370	66621	0	397697	0	0	0	0	152838	262	5636		30277	33408		376322	146940	0	0	6423	0	0	29487	42235	4930	1352	71722	7879	13095	854	367	47728	22195	0	0	20974	0																	
25647	43170	0	1	47134	0	52148	0	0	0	0	262290	0	9849		46158	56830	8210	52146	213329	1	39112	3862	0	0	34287	83235	4250	132	117522	14339	24817	1230	0	75746	40386	0	0	39156	10545	0		0		0		0		0	true							
26765	61598	0	270654	1793703	9524	2107349	0	0	0	0	2332964	0	46494		53365	1306825		1813651	2284052	13520	2418	17463	0	0	149111	192857	4973	1374	341968	291726	310482	7926	6092	294950	616226	673776	0	602208	0																	
27070	117511	0	16427	176330	0	176330	0	0	65054	0	581388	0	23379		179425	122584		157888	557585	2015	424	16694	65054	60054	73713	165544	40085	1341	234856	13695	36444	9719	752	101258	60610	27814	0	50139	0																	
27614	105050	0	42176	149810	0	262938	0	0	0	0	299777	0	27769		68255	52674		220762	272008	0	0	6013	0	0	55272	55344	4831	2168	110471	12515	10167	1758	0	49360	24440	0	0	22682	0																	
27847	74487	0	78725	306136	0	306136	0	0	8026	0	526778	0	40300		115434	64368		225680	471613	1731	14865	20566	0	0	110821	172182	10344	483	283003	31965	58989	2711	428	178396	94093	51530	8026	90954	14472																	
28013	902892	0	1017200	2248053	0	2248053	0	0	30000	0	1873292	0	58799		234394	276770	43648	1230853	1814493	0	0	13440	30000	0	396582	99384	31423	23300	495966	109934	28352	2047	2608	316295	142941	21196	0	138286	0	0		0		0		0		0	true	635042	461892	121289	99768	871150	2978	
28152	59176	0	9209	126970	0	126970	0	0	252	0	199017	0	17766		25364	79231	11488	117761	180714	0	537	4443	252	2	17625	21170	7096	765	38795	3065	8220	2141	529	21291	13955	6272	0	11285	0	0		0		2762		0		2762	true							
28675	21824	0	23786	54270	0	55481	0	0	91267	0	206664	0	43301		108234	24361	3072	31695	163363	0	0	774	91267	91267	54871	77022	3096	668	131893	2556	21260	1006	0	27423	24822	0	0	23816	0	0		0		5024		0		0	true							
28732	27592	0	1957	53756	0	62000	0	0	0	0	82843	0	4152		10660	11853		60043	78691	0	0	1761	0	0	6101	18969	412	0	25070	1511	16406	0	0	14822	17917	0	0	17917	0																	
29476	4759	0	31556	19173	0	64224	0	0	7744	0	78568	0	10694		10821	7222		32438	55598	230	12276	3182	1738	1738	16318	33366	434	468	49684	8860	7141	0	0	39764	16001	2061	6006	16001	22871																	
29636	117844	0	121384	292303	0	665053	0	0	0	0	680911	0	74534		86166	300292		543669	600190	0	6187	20452	0	0	32569	62897	50941	13794	95466	18408	51319	28266	4581	74035	102574	238664	0	69727	0																	
29878	578917	0	0	64436	0	207997	0	0	0	0	1209882	0	0		204709	11802		207997	1209882	0	0	40512	0	0	114250	298007	33670	11325	412256	43783	108134	7197	2797	252542	161911	0	0	151917	0																	
30052	4850	0	0	13826	0	15941	0	0	0	0	29274	0	2764		3019	8160		15941	26510	0	0	0	0	0	2432	5484	554	0	7916	1115	6680	0	0	5450	7795	0	0	7795	0																	
31134	25288	8271	10704	73616	0	91846	0	0	0	0	90182	200	439		12123	28007	4766	72871	89543	0	0	1963	0	0	5457	16898	2610	475	22352	0	10846	601	0	13317	11447	0	0	10846	0	0		0		0		0		0	true							
31255	12692	0	241304	224850	0	335692	0	0	11003	0	873528	0	215859		13351	669359	3264	91981	656728	2407	941	2623	11003	11003	52813	46518	908	365	98325	26196	62246	2430	0	87254	90872	255374	0	88441	0	0		0		0		0		0	false							
31657	13510	0	7678	53822	0	80454	0	0	0	0	78096	0	4650		12642	3406		72776	73446	0	0	2821	0	0	7079	26034	1578	0	33113	6469	20020	0	0	22049	26489	0	0	26489	0																	
31826	42496	0	39825	121487	0	169415	0	0	3537	0	296392	0	20822		34077	175582	17936	129590	275570	0	0	9248	0	0	13295	35754	6696	1445	44416	5068	14485	1315	256	23114	21124	0	0	12671	0	0		0		25206		0		25206	false							
31835	10772	0	37593	15708	0	87444	0	0	0	0	79050	0	12182		11977	9794		49851	66868	0	0	2976	0	0	15771	14179	805	765	29950	8983	8285	2323	7375	19543	26966	0	0	17268	0																	
32234	33436	0	24746	120789	0	120789	0	0	95000	0	243741	0	57387		111651	49412		96043	186354	0	0	1821	95000	95000	105130	25867	775	250	130997	5443	23428	0	0	20371	28871	9	0	28870	243																	
32766	8538	0	21444	113746	0	113746	0	0	112127	0	206733	0	26537		26374	167529		89330	175742	2972	4454	710	112127	0	3680	1296	285	25129	4976	0	275	0	0	4016	275	155074	0	275	2986																	
32971	41819	0	12335	58478	0	109450	0	0	0	0	278475	0	21722		29752	124544		97115	245593	0	11160	821	0	0	24156	32038	10374	555	56193	18686	19753	6551	0	37370	44990	50904	0	38439	0																	
33147	77958	0	77410	360825	0	529198	0	0	70344	0	644751	0	121773		107397	30244		451788	518899	0	4079	12126	70344	66640	84524	227727	35318	2350	312251	46562	116324	21311	2433	242522	186630	68011	0	162886	0																	
33259	46009	16	29745	200475	0	350101	0	0	9505	0	682671	0	11316		86521	419554		319444	667095	896	4260	5381	8005	8005	48250	102315	6908	1214	150565	20021	38051	349	0	72166	58421	31115	1500	58072	2732																	
33370	2950	0	0	524	0	2555	0	0	0	0	17277	0	0		5853	0	3158	2555	17277	0	0	1136	0	0	2802	5358	4556	466	8160	274	871	0	0	7329	1145	0	0	1145	4232	0		0		0		0		0	true							
33839	7694	0	6082	7492	0	18370	0	0	0	0	22781	0	760		5585	1949		12288	22021	0	0	436	0	0	2187	7712	752	168	9899	1274	1045	0	0	5234	2319	0	0	2319	0																	
34537	978975	0	597581	5087537	0	8243752	0	0	209281	248	8403107	0	261880		854961	5205762	115029	7633044	8137565	13127	3414	26831	209281	209281	740886	833227	14579	4344	1574113	382077	236705	5504	1047	738075	625333	1066738	0	618782	0	0		0		1007614		0		1007614	true	676152	2126907	2609435	2396144	939152	39086	
34555	27966	0	42341	79635	0	148759	0	0	0	0	214931	0	42240		50277	38206	12609	104236	172691	2182	0	4113	0	0	9977	33834	56685	5976	42928	2514	11213	25786	2776	56194	42289	5625	0	13727	0	0		0		4245		0		4245	true							
34742	31029	0	27775	96437	0	198183	0	0	47706	0	470970	0	31598		80725	83509		170408	439372	0	0	8478	0	0	80090	133528	1904	235	179665	68309	71530	420	417	135032	140676	33953	47706	139838	0																	
35057	19403	0	8499	62791	0	118540	0	0	0	0	121638	0	4433		25228	34874	5114	108644	117205	1397	0	2613	0	0	14976	32226	5330	160	47202	5227	7991	1451	0	27464	14669	1085	0	13218	5095	0		0		0		0		0	true							
35301	0	0	2245000	206180000	0	206180000	0	0	15364000	0	11694000	0	0		0	9812000	0	203935000	11694000	0	0	0	14354000	14354000	0	0	0	0	0	1882000	0	0	0	0	1882000	0	1010000	1882000	0	0	0	0	0	14354000	14354000	0	0	0	true	0	0	0	9812000	0	0	
35646	15616	0	3407	26535	0	31871	0	0	15651	0	80374	0	1023		15497	11396		28464	78546	0	805	1500	15651	4400	3248	22127	15273	4865	25375	1677	3858	2314	0	30016	7849	5184	0	5535	0																	
35879	27518	0	7	6706	0	39119	0	0	0	0	180661	0	5077		50980	39395		39112	174873	0	711	6270	0	0	33259	46792	11767	4145	79867	5048	9995	1942	800	44983	17785	16426	0	15043	0																	
36933	11744	0	68428	284003	0	284003	0	0	39768	0	166224	0	4311		55169	0		210625	148189	4950	13724	4737	39768	39768	27745	81155	12540	2286	108900	8936	20180	1376	263	68557	30755	104548	0	29116	13716																	
37051	8826	9	5699	6553	0	21442	0	0	8873	0	98028	0	11112		18337	19747		15734	86916	0	0	952	8873	8873	17324	32887	1390	29	50211	5386	11870	568	0	33293	17824	0	0	17256	0																	
37341	8808	0	1375	14035	0	16663	0	0	7284	0	51333	0	1001		9871	15311		15031	47324	257	3008	2152	4275	0	4773	12790	4884	1476	17563	1374	1919	0	0	14051	3293	1296	3009	3293	0																	
37435	243426	0	210378	745877	0	1276765	0	0	0	0	669394	0	24075		99495	268265		1066387	645319	0	0	9940	0	0	28941	85068	19483	7612	113948	1662	11117	2867	953	41609	16599	0	0	12779	0																	
37640	2748294	0	414451	1625672	0	1654204	0	0	28282	0	5390890	0	929277		459400	1357045	79334	1236535	4460162	3218	1451	28137	28282	18282	304582	341674	199881	10756	646256	197789	183078	46044	1747	397493	428658	171968	0	380866	0	0		0		158096		0		158096	true	910287	265383	419118	663376	1490560	835826	
37659	7514	0	1197	13845	0	23187	0	0	0	0	24341	0	367		4365	0		21990	23974	0	0	0	0	0	3432	7801	383	0	11233	1548	3151	512	0	7252	5211	0	0	4699	0																	
37949	8010	0	37254	33110	0	90206	0	0	4085	0	134998	0	26750		8070	84302		52937	108248	15	0	3427	4085	0	2263	4790	5959	3649	7053	18257	5366	878	1526	8589	26027	0	0	23623	0																	
38740	32436	0	30469	89975	0	143496	0	0	19211	0	183212	0	14530		44072	59105		112893	168647	134	35	3694	19211	0	24410	28954	13239	1365	53364	9955	12091	1660	0	23895	23706	0	0	22044	0																	
39327	100132	0	18889	244434	0	408274	0	0	0	0	450441	0	41682		49181	201570		385203	404614	4182	4145	6755	0	0	70480	52015	7984	0	122495	11981	5508	772	0	81298	18261	157002	0	17489	0																	
40033	7419	0	5578	14186	0	30164	0	0	0	0	14914	0	266		4440	256		24586	14648	0	0	667	0	0	2923	2421	538	38	4161	891	428	0	0	1480	1319	0	0	1319	0																	
40855	6830	0	1715	29325	0	29325	0	0	0	0	139315	0	6276		32055	52582		27610	133039	0	0	2842	0	0	18255	28670	13550	3513	46925	5700	7089	2615	511	31933	15915	0	0	12789	0																	
41553	14857	0	53330	13831	0	88492	0	0	0	0	45857	0	4149		8066	203		35162	41708	0	0	393	0	0	10436	8762	1318	0	19198	4930	5351	0	0	12450	10281	0	0	10281	0																	
41629	48567	0	2752	97153	0	126430	0	0	0	0	163997	0	3308		34901	15467		123678	160689	0	0	2080	0	0	19480	35236	7019	558	54716	25763	10826	1081	0	27392	37670	519	0	36589	0																	
41825	74236	0	52647	456017	0	470772	0	0	15000	0	526663	0	9140		50505	271792	16160	412739	516474	5386	1049	1243	15000	0	10693	49812	35956	605	60505	8590	37895	36566	518	46562	83569	189874	0	46485	0	0		0		177989		0		177989	true	100277	868	175334	96431	65770	3039	
42037	11303	0	253	26925	0	37265	0	0	0	0	48515	0	601		8430	12665		37012	47914	0	0	0	0	0	6154	10170	1515	77	16324	2301	3801	277	252	9486	6631	0	0	6101	61																	
42354	19040	2	49763	103506	0	179089	0	0	25000	0	160113	0	13650		37642	37730		128336	145858	988	605	1061	25000	0	17623	32180	25637	0	49803	7691	20212	0	0	37798	27903	28069	0	27903	0																	
42372	33113	0	2130	96296	0	99800	0	0	0	0	283953	0	2837		50932	70998		97670	281116	0	0	10784	0	0	29271	78646	3663	1637	107917	15682	50641	302	0	62285	66625	0	0	66323	0																	
42420	1430273	8	667185	2473293	0	4308795	0	0	0	0	6204259	350	136052		766016	2972517	89117	3633625	6067620	7977	237	28655	0	0	514194	811057	48632	13124	1325251	160834	247436	5316	876	620991	414462	341547	0	408270	0	0		0		308702		0		308702	true	667900	872154	1779831	1192686	1284343	145930	
42448	138441	0	182007	891895	0	891895	0	0	122039	0	1226053	4750	90999		324222	95282		706463	887695	3425	242609	51001	110934	70919	235246	392830	116394	6037	628076	94590	122456	22190	2586	426286	241822	31596	4628	217046	127979																	
42457	4006	0	5175	8717	0	19230	0	0	13570	0	30430	0	7818		1846	18021		14055	22612	0	0	0	148	148	739	1819	390	11	2557	509	2934	2000	0	1113	5443	0	11422	3443	0																	
43052	20660	5	2089	23508	0	40311	0	0	0	0	69766	0	3710		13743	18305		38217	66056	0	0	618	0	0	11690	12545	1247	15	16388	1807	3497	0	0	11754	5304	0	0	5304	0																	
43351	21662	0	41264	261077	0	261077	0	0	59288	0	295922	0	18691		29487	161825		213873	275624	5940	1607	2050	0	0	22954	59379	4880	1053	82333	8161	14428	1580	0	58779	24169	173381	0	22589	0																	
43856	26979	0	13143	18597	0	36846	0	0	0	0	49321	0	574		6293	1162		23703	48747	0	0	2260	0	0	6625	5865	1149	0	12490	5883	1658	0	0	7347	7541	2577	0	7541	0																	
43959	23242	0	8254	59091	0	78242	0	0	0	0	140404	0	2000		7431	67746		69882	138404	106	0	1041	0	0	7133	12487	722	745	19097	2833	23496	0	2000	13656	28329	0	0	25978	0																	
44040	110515	0	54180	57300	0	158718	0	0	0	0	219613	0	4201		42024	8923		104538	215412	0	0	0	0	0	28278	39641	10822	0	67919	4952	11551	4933	0	36717	21436	0	0	16503	0																	
44433	1342946	0	0	83877	0	89734	0	0	180985	0	1718520	0	0		200287	37593	1830	89734	1718520	0	0	631	180985	91885	49542	142928	65056	24989	192470	30449	24004	517	496	82228	55466	0	0	54453	0	0		0		0		0		0	true	25459	48115	11305	26288	1335045	7901	
44741	91509	2	124996	191169	0	341033	0	0	0	0	293433	0	52793		24369	90223		212571	239897	3464	743	6285	0	0	12307	24658	5559	4957	36098	29953	28526	5232	509	23112	64220	77384	0	58201	0																	
44750	9209	0	15562	53653	0	80893	0	0	39028	0	127043	0	9212		17597	28621		64815	117831	516	0	6713	0	0	9414	22869	5530	2697	32283	15506	28185	3178	1831	22914	48700	32822	0	43691	0																	
44929	59114	0	34085	48450	0	97749	0	0	0	0	81934	0	1644		10776	4229	6551	63664	80290	0	0	2928	0	0	3524	4314	5309	1703	6845	266	2042	867	566	4074	3741	0	0	2308	0	0		0		0		0		0	false							
45056	9035	0	2772	19128	0	28891	0	0	0	0	62937	0	15081		11778	26312		26119	47856	0	0	1359	0	0	5491	13045	914	68	18536	3461	4609	0	0	7740	8070	0	0	8070	0																	
45458	26708	0	17447	84417	0	84417	0	0	703	0	138970	0	35175		26412	36924		66970	103795	0	0	2450	703	703	18322	29376	3422	482	47698	13932	9224	579	0	25190	23735	0	0	23156	0																	
45551	125378	1	71498	461512	0	461512	0	0	120000	0	660058	0	37895		97038	185497		389957	621950	56	213	6019	120000	120000	105652	154503	23402	5677	259337	11020	39970	6204	2755	192196	59949	74311	0	50990	0																	
45560	210051	6	15655	247414	0	276959	0	0	0	0	2253851	0	10563		33027	1389626	7324	261298	2243288	0	0	2579	0	0	81064	18726	2610	0	98639	436012	115762	0	0	69373	551774	6130	0	551774	0	0		0		0		0		0	true	22360	29545	230316	454156	146732	63319	
45775	19020	0	0	26043	0	46433	0	0	0	0	139375	0	2206		39149	24153		46433	137169	0	0	9759	0	0	21099	51765	5681	864	72864	2264	13900	629	0	40260	16793	0	0	16164	0																	
46053	111888	246	5834	78935	0	125903	0	0	7000	0	170667	500	2963		32600	0		119823	167204	0	0	1795	7000	7000	12945	22318	12786	1531	35263	2880	3442	2377	500	16980	9199	0	0	6322	0																	
46941	21361	0	19539	43675	0	113742	0	0	8000	0	105945	0	2577		23219	14840		91978	100385	2225	2983	2026	8000	0	10486	28577	6875	1598	39045	5995	11553	4659	0	24318	22207	38997	0	17548	2983																	
47247	69294	1503	7313	526558	0	527396	0	0	175159	0	530447	6532	35565		177571	205221	6238	422293	484426	96287	3924	2504	175159	104746	100338	39929	75160	973	65111	15082	22994	1183	273	38828	39532	40990	0	38076	145	0		0		62447		0		0	true	43044	16522	34688	136007	38132	1158	
47500	91255	0	15775	73675	0	180467	0	0	7264	0	281222	0	7083		53450	60521		161228	273641	3464	498	8135	7264	7264	26413	55064	9695	3796	81477	5969	25527	2983	0	41518	34479	52668	0	31496	498																	
48374	117376	0	69128	248455	0	543194	0	0	100062	0	1075475	0	60161		297155	115140		473591	990175	475	25139	39740	100062	78274	182929	341697	70594	1764	524142	55962	168924	21088	0	299829	245974	53328	0	224886	24479																	
48440	18431	0	1025	62291	0	62300	0	0	2249	0	141584	0	6417		30170	60696		39669	132273	21606	2894	1794	2249	2249	9657	32777	7446	634	42434	2396	6662	2627	257	20344	11942	0	0	9058	0																	
49054	12385	0	428	12263	0	16746	0	0	67764	0	148754	0	770		72331	53000		16318	147984	0	0	0	67764	25177	12090	23259	28754	15586	35349	871	1736	1073	0	7358	3680	1814	0	2607	0																	
49148	24321	0	11607	27880	0	55361	0	0	0	0	61898	0	15053		10048	1412		43754	46845	0	0	1267	0	0	6128	11346	1404	324	17474	5027	11426	510	0	9154	16963	0	0	16453	0																	
49241	67141	0	170606	299927	0	608406	0	0	20056	0	661644	0	74663		94994	180754		434673	586981	3127	0	16369	20056	20056	113377	123280	4961	124	236657	45855	120650	5501	0	146749	172006	0	0	166505	0																	
49652	11553	0	7595	39140	0	58884	0	0	10500	0	62975	0	6774		8586	9027		50547	33917	742	22284	1268	0	0	5199	11174	10117	1905	16373	835	3986	4179	5000	19809	14000	7577	0	4821	10245																	
49858	12648	0	68	45107	0	49769	0	0	0	0	87996	0	0		16429	2741		49701	87996	0	0	103	0	0	14497	23996	2704	159	38493	10583	18676	335	1657	24927	31251	0	0	29259	0																	
49951	47305	0	15069	21461	0	64587	0	0	50604	0	202818	0	1474		11615	64738		49518	201344	0	0	1056	0	0	14577	18158	2101	212	32735	18149	37293	285	0	23433	55727	0	42325	55442	47923																	
50461	88	0	0	20810	0	20810	0	0	0	0	37047	0	0		905	8028	73	20810	27445	0	9602	0	0	0	4909	6887	2623	0	11796	8288	1212	4743	270	13513	14513	0	0	9499	0	0		0		0		0		0	false							
51253	59888	0	38990	267047	0	267047	0	0	393397	0	823712	0	66759		61516	156445	13381	226339	739816	1718	17137	7283	365404	27993	50252	91070	71824	297379	141322	29158	63783	3863	51	449008	96855	20501	0	92941	6017	0		0		17530		0		17530	true	115265	42277	135476	20969	55118	4770	
51356	7728	0	858	10169	0	17045	0	0	0	0	32532	0	0		4247	0	3533	16187	32532	0	0	0	0	0	2256	5829	1210	0	8085	1326	4690	9493	0	5048	15509	0	0	6015	0	0		0		0		0		0	false							
51459	30068	0	10793	109494	0	122839	0	0	0	0	178994	0	74326		17350	55803		112046	104635	0	33	2373	0	0	16030	18427	1735	0	34457	32488	24442	0	0	18843	56930	56	0	56930	66																	
51842	177146	1281	18127	104261	0	219330	0	0	5506	0	564453	0	94240		90627	78613	27528	199922	461435	0	8778	10836	5506	4023	76097	154091	39564	2545	230187	14323	18954	2550	569	181671	36396	57544	0	33247	68388	0		0		0		0		0	true							
52719	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0		0		0	false							
52951	16608	0	20218	154384	0	154384	0	0	12120	0	142557	0	33324		15738	54805		134166	108760	0	473	2396	12120	11263	11852	35169	2964	1086	47021	8543	11530	0	0	35333	20073	0	0	20073	0																	
53051	13375	0	5015	38172	0	51640	0	0	0	0	62524	0	1911		10916	9110		46625	60613	0	0	982	0	0	4718	16966	1566	1153	21684	3615	11671	350	0	13487	15636	0	0	15286	0																	
54058	163393	0	2359	84453	0	109808	0	0	0	0	459131	0	46949		68083	82601	24953	107449	410946	0	1236	16474	0	0	49626	70603	13139	17837	57084	17076	39182	4872	802	83122	61932	0	0	55284	1236	0		0		0		0		0	true							
54973	2801745	129	114473	2561296	0	4226005	0	0	0	0	4011410	0	1970		249856	554843	83020	4102292	4007287	9111	2153	6017	0	0	178724	262197	23215	14287	440921	83415	88707	575	3702	228567	176399	68099	0	172122	0	0		0		0		0		0	true	1346227	1072284	37268	515665	2652644	147131	
