"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONMT87	RCONMT88	RCONMT89	RCONMT90	RCONMT91	RCONMT92	RCONMT93	RCONMT94	RCONMT95	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
	OTH NONTRANSACTION SAVINGS DEPOSITS	TOT TRANSACTION ACCTS-US GOVERNMENT	TOT TRANSACT ACCTS-STS&POL SUB IN US	TOTAL DEMAND DEPOSITS	TOT TRANS ACCTS-BKS IN FGN COUNTRIES	TOTAL TRANSACTIONS ACCOUNTS	TOT TRANS ACCTS-FGN GOVTS&OFFCL INST	NONTRANS DPS OF BKS IN FGN COUNTRIES	TOTAL BROKERED DEPOSITS	TOT NONTRANS ACCTS-FGN GOVTS&OFFCL I	TOTAL NONTRANSACTION ACCOUNTS	TOT NONTRANSACTION ACCTS-US GOVT	TOT NONTRANSACTION ACCTS-STS&POL SUB	PREFERRED DEPOSITS	TIME DEPOSITS LT 100000	AMT OUTSTDG IN MONEY MARKET DEP ACCT	IRA AND KEOGH PLAN ACCOUNTS	TRANSACTION ACCTS: IPC DEPOSITS	NONTRANSACTION ACCTS: IPC DEPOSITS	TRANSACTION ACCT: CB'S & DI'S IN U.S	NONTRANSACT ACCT: CB'S & DI'S IN U.S	IRA KEOGH IN MEM ITEM 2.C	SELECTED COMPONENTS OF TOTAL DEPOSIT	SELECTED COMPONENTS OF TOTAL DEPOSIT	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS OF 250000 OR LESS WITH	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS EQ 100K LE 250K	TIME DEPOSITS GT 250K	Total reciprocal deposit	BRKRD DEP GT 250000 MAT LE 1 YR	TIME DEP GT 250000 MAT LE 1 YRDEP	EST DEP LISTING SERVICE NOT BROKERED	Fully insured, affiliate sweep depos	Fully insured, affiliate, retail swe	Not fully insured, affiliate sweep d	Not fully insured, affiliate, retail	Fully insured, non-affiliate sweep d	Fully insured, non-affiliate, retail	Not fully insured, non-affiliate swe	Not fully insured, non-affiliate, re	Designated exception sweep deposit	OFFR CONSUM DEP ACT INDIV HSHLD FMLY	NONINTR TRN ACCTS INDIV HSHLD FMLY	INTR TRN ACCTS INDIV HSHLD FMLY	MMDA DEPS PRIMRLY INDIV HSHLD FAMLY	OTHR MMDA INDIV PRTNRS CORPS	OTHR SVGS DEPS IND HSHLD FAMILY USE	OTHR SVGS DEPS IND PRTNRS AND CORPS	
345756	34143	0	1334	127177	0	153518	0	0	0	0	269310	0	19522		32537	124174	4168	152184	249788	0	0	1065	0	0	32698	39572	3336	74	72270	11579	23734	0	0	43143	35313	16510	0	35313	0	0		0		0		0		0	true							
345877	56405	0	17632	528970	0	528970	0	0	0	0	265407	0	22399		9688	178546		510102	243008	1236	0	1118	0	0	4144	8895	3549	412	13039	2581	7742	3134	0	7312	13457	16467	0	10323	0																	
346379	39983	0	13250	22895	0	93792	0	0	10584	0	192850	0	46636		18961	20251		80542	143597	0	2617	2498	10584	0	28215	63536	19489	917	50251	5368	8181	6600	310	93196	20459	76340	0	13549	0																	
346566	3581	0	3158	29746	0	41405	0	0	0	0	29095	0	996		2433	15015		38247	28099	0	0	109	0	0	1741	4343	94	0	6084	1338	2981	0	0	3745	4319	0	0	4319	0																	
346771	41270	0	0	108525	0	109329	0	0	0	0	64784	0	95		3112	18668		109329	64689	0	0	793	0	0	1148	1842	853	100	2990	257	252	394	0	831	903	0	0	509	0																	
347022	43002	0	3719	86564	0	149573	0	0	0	0	124044	0	422		20450	22489		145854	123622	0	0	3556	0	0	19351	23300	476	179	42450	5820	9426	0	0	22857	15246	0	0	15246	0																	
347639	36545	0	0	121788	0	135204	0	0	5000	0	144888	0	1477		15222	57699		135204	141412	0	1999	3012	5000	5000	18180	16339	3940	91	34519	3947	6415	1732	0	23328	12094	3812	0	10362	1526																	
347956	19765	0	47799	271239	0	271239	0	0	122731	0	180761	0	5987		22420	37324	7925	217500	174692	5940	82	5303	13327	13327	40812	39749	2473	463	80561	18279	20108	303	1485	61077	40175	212798	0	38387	0	0		0		189861		0		189828	true							
348159	35781	0	11566	85590	0	123231	0	0	32962	0	74031	0	9967		10305	8926		111092	63817	573	247	328	32962	32962	8732	12087	610	126	20819	2713	5056	0	0	11250	7769	17252	0	7769	0																	
348720	84539	1	9842	278389	0	410016	0	0	0	0	421097	0	3538		39214	233335		400173	416539	0	1020	1145	0	0	25362	44801	3754	700	70163	11631	15771	1205	0	35402	28607	7313	0	27402	0																	
349129	32815	0	8600	94331	0	133209	0	0	0	0	124335	0	2759		26753	18683		124609	121576	0	0	9697	0	0	20698	29571	3332	0	50269	9793	9367	76	0	26850	19236	0	0	19160	0																	
349343	35268	0	7193	75587	0	118611	0	0	0	0	125749	0	11759		24764	18063		110500	113990	918	0	1698	0	0	13996	27811	3257	1093	41807	10315	14945	1002	0	21392	26262	0	0	25260	0																	
350657	5698	0	3421	11725	0	17249	0	0	1000	0	23770	0	4669		5645	2497		13828	19101	0	0	353	0	0	3430	4594	1069	75	8023	3741	1636	1031	0	3522	6408	0	1000	5377	0																	
350750	28404	0	136	41229	0	62496	0	0	0	0	146688	0	4818		14924	41324		62360	115847	0	26023	1697	0	0	10977	39175	8196	389	50152	3695	9457	5071	0	43813	18223	1499	0	13152	26010																	
351131	7890	0	6257	16786	0	25741	0	0	0	0	15873	0	201		1630	0		19484	15672	0	0	0	0	0	2284	2694	95	0	4978	2911	0	0	0	3443	2911	0	0	2911	0																	
351560	5969	0	0	94734	0	98810	0	0	0	0	112664	0	100		972	78036		98810	112564	0	0	534	0	0	1303	1498	209	93	2801	10137	13510	800	1109	2131	25556	5026	0	23646	0																	
351878	35403	0	2031	2483	0	32950	0	0	0	0	143747	0	6223		38100	26234		30919	137524	0	0	6170	0	0	9635	38672	12653	1729	48307	525	10051	6285	2560	24589	19421	2304	0	10576	0																	
352370	23143	0	8985	25449	0	62104	0	0	0	0	114125	0	9912		30169	14997		53119	104213	0	0	2813	0	0	14453	36116	2963	742	50569	4782	15787	310	832	24105	21711	0	0	20569	0																	
352651	4546	0	972	52576	0	53546	0	0	0	0	135373	0	15892		5916	101840		52574	119481	0	0	0	0	0	5036	9404	379	0	14440	5391	8775	0	0	8903	14166	0	0	13820	0																	
352745	57651	0	4498	95386	0	130534	0	0	0	0	182922	0	4691		51911	24222		125209	177987	827	244	1599	0	0	19108	67280	612	280	86388	5708	8061	0	0	35369	13769	16773	0	13769	0																	
352772	3892577	9	495870	7188283	0	7188283	0	0	0	0	6740633	229	194682		462104	1383242	133234	6677886	6543763	14518	1959	54747	0	0	418433	516659	28855	4257	935092	209454	273350	11257	2549	506100	496610	1247857	0	482804	0	0		0		1176516		0		1176516	true	1086577	766340	430490	839039	2211167	1598253	
353238	34973	530	99961	299828	0	302563	0	0	0	0	396294	1464	80749		28551	158229		202029	312348	43	1733	6605	0	0	25521	43548	4370	1731	68176	48269	64630	2743	12279	46618	127921	44085	0	112899	0																	
353546	0	0	26273	80639	0	108347	0	0	0	0	66677	0	4237		20780	16754		82074	62440	0	0	441	0	0	11170	19908	4610	0	22080	7212	7023	0	0	14908	14235	350	0	13886	0																	
353555	816075	0	165455	3011891	0	4468375	0	0	0	0	4484941	0	42464		383150	1698759	185011	4263492	4436333	39428	6144	47125	0	0	437421	493223	33418	8002	930639	407338	579767	9556	1383	588914	998044	161141	0	987105	0	31164		0		94843		0		126007	true	619623	1153897	969304	705549	754984	61070	
353957	1912	0	8085	10025	0	19645	0	0	0	0	29687	0	7324		2868	12463		11550	22363	10	0	287	0	0	2430	4118	1501	35	6548	4939	1512	500	277	5216	7228	0	0	6451	0																	
354253	4376	0	250	17772	0	21831	0	0	0	0	32539	0	2303		5076	14229		21581	30236	0	0	556	0	0	3723	4866	643	229	8240	980	2691	802	0	4385	4473	0	0	3671	0																	
354310	644719	7	344760	2309414	0	2857527	0	0	449678	0	4064676	0	1146240		771666	2058153	106253	2505577	2916143	7183	2293	26672	449678	161741	264828	481090	347227	2814	745878	80302	164617	19873	1053	324293	265845	596303	0	244319	0	0		0		596907		0		542346	true	465819	276561	305128	687921	549843	87819	
354552	356949	81	34204	208995	0	236222	0	0	0	0	574066	0	7118		76106	35917		199679	566699	2258	249	10355	0	0	43943	81137	12252	1014	125080	17842	19653	5359	0	62240	42854	33291	0	37495	0																	
354851	5199	0	3489	16970	0	21936	0	0	20872	0	61548	3000	1661		25604	8220		18335	55398	112	1489	391	20872	11348	11067	17611	11877	473	28678	846	5536	719	0	15424	7101	2652	0	6382	12300																	
355120	54545	0	107560	190015	0	385579	0	0	0	0	328513	0	13403		25386	186917		278019	315110	0	0	4931	0	0	18235	27770	3641	1205	45726	17857	17663	680	0	25465	36200	0	0	35520	0																	
355559	152998	0	42632	216625	0	216625	0	0	0	0	322167	0	83979		43129	65871		173993	236413	0	1775	4798	0	0	32705	46447	1988	1911	78656	9487	10142	263	355	39922	20247	55380	0	19629	0																	
355858	113072	818	75655	390140	0	655938	0	0	4013	0	878966	0	48053		64930	504114	16292	575919	826831	3546	4082	5939	0	0	51876	92585	11116	2926	144461	27331	65470	8048	2428	93573	103277	80500	4013	92801	0	0		0		0		0		0	true	281858	294061	190700	288841	92791	16956	
356239	42543	0	24985	101030	0	156304	0	0	0	0	241681	0	40112		68769	34695		131319	201569	0	0	5566	0	0	30402	47505	34206	655	76963	17828	26826	7021	0	43998	51675	9032	0	44654	0																	
356659	7568	0	1772	15361	0	27901	0	0	0	0	117838	0	9658		31940	29722		26118	108180	11	0	5606	0	0	17134	30200	11920	5604	47334	3979	9656	2055	0	32917	15690	0	0	13635	0																	
356752	47378	0	17284	232753	0	232952	0	0	0	0	263564	0	45537		4497	166037		210811	218027	4857	0	971	0	0	7927	28890	911	76	36817	2118	7721	2504	0	33308	12343	95022	0	9839	35184																	
357526	67129	0	1619	81734	0	81734	0	0	5199	0	131534	0	3299		22838	12163		75844	127988	4271	247	2504	5199	5199	8004	27745	7818	327	35749	1806	4106	2156	281	21055	8349	5005	0	5912	28590																	
357553	25350	0	26947	50535	0	91480	0	0	0	0	121444	0	29744		21985	20965		64533	91700	0	0	753	0	0	9675	26038	3618	2615	35713	13566	18756	561	300	19962	33183	0	0	32322	0																	
357777	58049	0	0	23092	0	50246	0	0	0	0	209496	0	0		65792	7865		50246	209496	0	0	8448	0	0	36859	65397	11027	5036	102255	9626	14418	1219	0	52527	25263	0	0	24044	0																	
357937	100205	0	34252	119263	0	168713	0	0	0	0	241501	0	65097		15597	81836		133946	176246	515	158	1698	0	0	20415	15013	2241	8	35379	15547	6235	0	0	22080	21782	0	0	21782	0																	
358112	37810	0	10832	42295	0	57981	0	0	0	0	124062	0	1783		23724	7664		47149	122279	0	0	4234	0	0	17619	46272	3494	288	63203	1966	8100	486	363	43949	10915	11684	0	10066	14943																	
358448	28696	0	4682	22165	0	31690	0	0	0	0	56059	0	770		15186	2196		27008	55289	0	0	1507	0	0	8639	12064	2821	310	20571	654	678	0	0	8647	1332	0	0	1332	0																	
359472	2285	0	0	750	0	3213	0	0	0	0	45086	0	0		7753	4096		3213	26327	0	18759	1323	0	0	6832	21596	5723	1315	28428	509	2148	291	291	27713	3239	0	0	2657	19002																	
359744	15163	0	3872	21993	0	37833	0	0	0	0	53243	0	2636		13809	8547		33916	50607	45	0	0	0	0	10416	11253	940	262	21669	3533	3129	0	0	9062	6662	0	0	6662	0																	
360777	2652	0	0	0	0	0	0	0	0	0	23980	0	0		5747	1786	1173	0	23980	0	0	708	0	0	3782	8515	1085	0	12297	3164	2737	258	0	7635	6159	0	0	5901	0	0		0		0		0		0	false							
361055	91403	0	65974	339657	0	602482	0	0	0	0	483604	0	14370		75396	224812		532757	469234	3751	0	2975	0	0	49519	56448	10925	473	105966	16368	33020	636	0	41969	50024	106928	0	49388	0																	
361167	2758520	6	242730	1663746	0	1663746	0	0	782935	0	5215481	0	1116552		153548	1148284	81999	1406156	4094067	14854	4862	41244	782935	770903	283734	297050	39221	6205	580784	329571	338424	13898	574	472662	682467	368209	0	667995	247	0		0		1068005		10		349394	true	87055	94241	323035	450973	1425608	966877	
361279	22814	0	11901	61074	0	88063	0	0	49652	0	215295	0	3995		37835	40762		76162	210562	0	738	3177	44486	44486	42297	69928	4166	93	112225	16327	17850	1057	0	78650	35234	7428	0	34177	738																	
361354	4015	0	1023	9830	0	13967	0	0	0	0	36040	0	11696		4670	6068		12944	24344	0	0	952	0	0	5265	6732	1109	0	11997	9522	3329	0	0	8436	12851	0	0	12851	0																	
361439	43669	0	43911	139133	0	240776	0	0	0	0	321685	0	9391		37962	128599	13836	196865	312294	0	0	2858	0	0	26364	67550	7913	304	92141	14809	29903	2574	0	64168	47286	10985	0	44712	0	0		0		7477		0		7477	true							
362043	7267	0	4640	6979	0	20081	0	0	0	0	30067	0	874		9001	6072		15441	29193	0	0	353	0	0	1954	7813	3859	339	9517	334	1287	1141	0	4965	2762	0	0	1621	0																	
362155	35233	0	13881	80707	0	98965	0	0	0	0	98481	0	1099		13777	10057		85084	97382	0	0	485	0	0	9014	20650	3084	478	29664	5436	14529	0	0	19449	19965	0	0	19965	2730																	
362717	188488	2	105872	291193	0	427796	0	0	0	0	602072	0	20686		94771	208743	32204	321922	581386	0	0	13179	0	0	38846	82809	24760	7270	121655	9872	20106	18919	2259	58914	51156	0	0	29978	0	0		0		0		0		0	true	138247	34187	103952	104791	175700	12757	
362856	30370	0	13562	71894	0	93198	0	0	0	0	49757	0	82		4260	6466		79636	49675	0	0	438	0	0	2130	4964	1344	0	7094	871	3612	0	0	4179	4483	0	0	4483	0																	
363442	2064	0	439	4375	0	4814	0	0	0	0	12062	0	1588		2559	3748		4375	10474	0	0	0	0	0	889	3043	846	209	3932	0	1261	0	0	2429	1261	0	0	1261	0																	
363648	43826	4	9035	15921	0	56943	0	0	0	0	200114	0	52767		16049	107216		47904	147347	0	0	0	0	0	5136	18375	7785	0	23511	258	15672	1847	0	15247	17777	0	0	15930	0																	
363657	35270	8	29550	151601	0	235451	0	0	0	0	600099	0	70437		140128	180407	95265	205893	529662	0	0	60834	0	0	72355	70578	79209	31354	142022	42302	32685	47567	8372	113368	130926	0	0	74987	0	0		0		0		0		0	true							
363778	16440	0	343	9747	0	19883	0	0	6284	0	65059	0	244		18065	0		19540	64815	0	0	2113	6284	6284	10466	21610	4283	202	29364	4397	5854	1807	0	18496	12058	2050	0	10251	0																	
364131	18974	0	32730	109814	0	165121	0	0	20000	0	212669	0	11668		17673	131857		132391	201001	0	0	1927	0	0	6936	16653	6164	2631	23589	1306	9129	9019	10000	14711	29454	45807	5000	10435	0																	
364270	55208	0	6145	79075	0	79251	0	0	0	0	60994	0	3174		829	3357	0	73106	57820	0	0	0	0	0	495	848	121	162	1343	0	803	0	0	797	803	0	0	803	0	0		0		0		0		0	true							
364430	18694	0	20717	113054	0	135872	0	0	0	0	210480	0	20295		17466	101073		114840	190185	315	0	820	0	0	11027	29381	7006	1126	40407	14023	13581	13945	626	31073	42175	17077	0	27604	0																	
364850	13948	0	3108	18929	0	33916	0	0	0	0	68270	0	4578		8808	26711	4965	30808	63692	0	0	324	0	0	2868	8501	7807	1140	11257	1924	2485	2887	0	11508	7296	0	0	4409	0	0		0		0		0		0	false							
365325	1282718	39	922309	6434233	0	13052262	0	0	636998	0	14251776	0	561951		1367965	8192986	277008	12129052	13689825	862	0	92401	636998	636998	1089106	1808245	132337	23288	2897351	668124	997423	52875	4675	1685011	1723097	5636980	0	1665547	0	0		0		5268020		0		0	true	1541438	1915353	2730605	5149142	1197699	71834	
365745	16041	0	6441	69202	0	134912	0	0	40765	0	134133	0	25766		13094	24728		126851	108367	1620	0	2019	40765	17512	16933	22773	24333	234	39706	18000	10815	276	0	51179	29091	22925	0	28814	0																	
365848	15416	0	3202	23915	0	33922	0	0	0	0	47257	0	4292		8141	17713		30720	42965	0	0	525	0	0	3461	7247	1930	1033	10708	0	457	0	0	5530	457	0	0	457	0																	
365950	3684	0	1139	20092	0	26781	0	0	5549	0	89023	0	3810		18162	19193		25082	84874	560	339	378	5549	3049	12799	35863	4499	986	46161	4294	7280	425	0	35985	11999	7720	0	11574	6717																	
366078	99287	0	156001	175597	0	532717	0	0	11079	0	375712	0	58502		46483	62511		374260	317210	2456	0	3484	11079	2647	31017	50187	13091	1220	81201	40965	76123	315	996	49032	118399	116583	0	117088	6208																	
366238	162916	0	146098	651648	0	1039587	0	0	0	0	1052017	0	74478		92087	584065	30116	891758	975319	1731	2220	11047	0	0	71216	110133	7544	3078	181349	44450	67769	400	444	99885	113063	60518	0	112219	0	0		0		51798		0		103597	false							
366247	19792	0	3068	35521	0	54821	0	0	1	0	87443	70	1415		21511	7361		51753	85957	0	1	1008	1	1	13087	26672	2019	95	39757	7638	10463	317	0	20361	18418	0	0	18101	0																	
366359	0	0	20491	48676	0	88952	0	0	0	0	15620	0	1109	0	1970	1845		68461	14511	0	0	0	0	0	1341	2389	697	55	3730	9293	0	0	0	2513	9293	0	0	9293	0																	
366658	19122	0	1603	43918	0	43918	0	0	0	0	82743	0	938		18896	10197		42315	81805	0	0	6525	0	0	10760	24999	5580	676	35759	1864	9260	0	285	23119	11409	0	0	11124	0																	
366854	11201	0	18894	94977	0	94977	0	0	53185	0	91637	0	6668		8807	46963		72868	74213	3215	10756	826	53185	53185	10313	14446	4599	176	24759	790	2836	313	0	20727	3939	52682	0	3626	11149																	
367150	8765	28	25639	52202	0	62405	0	0	2003	0	45076	0	1466		11614	9856		36738	43610	0	0	1937	2003	2003	5624	12861	4341	348	18485	761	1604	917	0	11560	3282	0	0	2365	0																	
367178	20147	0	429	24983	0	31203	0	0	0	0	70078	0	362		17926	2573		30774	69716	0	0	2277	0	0	11487	17631	1355	50	29118	6312	10522	0	0	12598	16834	0	0	16834	0																	
367431	19258	0	30222	249906	0	249906	0	0	0	0	92894	0	25		17299	0		219684	76973	0	15896	5151	0	0	12614	42169	2073	1460	54783	1988	12485	542	305	41016	15320	0	0	14473	15896																	
367543	47400	8	6376	66931	0	100917	0	0	14086	0	210043	0	17635		23843	52806		94533	192408	0	0	0	14086	5000	29040	31365	2071	1241	60405	12212	24538	9086	283	39874	46119	0	0	36750	0																	
368054	18995	0	515	45075	0	60473	0	0	0	0	66964	0	89		9084	13739		59958	66875	0	0	493	0	0	11210	7452	1427	449	18662	4601	8176	446	469	11454	13692	0	0	12777	0																	
368344	37874	1	32229	44106	0	100075	0	0	0	0	112185	0	5989		30921	13083	7148	67845	106196	0	0	1338	0	0	7955	23885	15581	0	31840	1473	8525	3808	0	16501	13806	0	0	9998	0	0		0		0		0		0	true							
368522	55972	0	933	65692	0	73136	0	0	0	0	74868	0	617		8408	1981		72203	74251	0	0	1993	0	0	5984	5405	1601	1009	11389	855	2059	0	0	5592	2914	0	0	2914	0																	
368951	34592	0	29644	55012	0	111484	0	0	0	0	148841	0	25651		28322	37342		80850	123190	990	0	5213	0	0	12011	25442	6185	1215	35528	7607	13177	11270	0	16530	32054	0	0	20479	0																	
369453	24262	0	25138	34930	0	71619	0	0	14000	0	81990	0	7993		11790	4272		46481	73997	0	0	1658	14000	14000	9921	22843	3240	697	32764	5321	11434	0	0	24911	16755	0	0	16755	0																	
369659	76455	0	42953	387434	0	791184	0	0	0	0	692584	0	37453		51749	288018		748231	655131	0	0	11642	0	0	44794	93607	5976	1175	138401	57422	118850	2596	3691	93803	182559	17564	0	176272	0																	
370020	72846	20	46918	168631	0	319459	0	0	1	0	387868	0	33635		74542	132597		269212	353781	3309	452	13109	1	1	55279	80666	5285	3969	134939	11863	25072	292	0	70657	37227	73348	0	36934	0																	
370347	13888	0	23360	23179	0	60462	0	0	0	0	72504	0	13657		12075	8155		37102	58847	0	0	1249	0	0	5459	27721	2466	74	33180	780	13960	0	0	23645	14740	0	0	14740	0																	
370721	33203	0	21913	50837	0	110901	0	0	0	0	180292	0	23396		32278	32199	9871	88988	150927	0	5969	5660	0	0	27142	36782	5325	341	61424	12380	19733	10074	3113	37312	45300	0	0	32113	5969	0		0		0		0		0	false							
370833	9461	0	2599	34505	0	37213	0	0	23964	0	59937	0	8575		3406	2633		33625	50787	989	575	133	23964	23964	9787	31871	986	340	41658	817	3722	0	319	39579	4858	43650	0	4539	0																	
370954	12058	0	3029	23595	0	29081	0	0	1991	0	60134	0	9391		6482	18425		26052	50743	0	0	501	1991	1991	5162	13869	1047	0	19031	2244	7330	0	0	13596	9574	0	0	9574	0																	
371223	35911	4	9220	125172	0	128847	0	0	58301	0	177891	0	968		67355	63405		119623	176923	0	0	1753	58301	900	4446	12243	1568	56682	16689	2060	1576	0	0	7584	3636	0	0	3636	0																	
371232	44483	1	14680	59459	0	83002	0	0	0	0	87906	0	7695		6720	20815		68321	79265	0	946	998	0	0	3469	14038	596	60	17258	2108	2335	0	0	11444	4443	6901	0	4443	0																	
371362	54208	0	65687	154174	0	285258	0	0	0	0	305059	0	47386		24175	85944		219571	256491	0	1182	1503	0	0	26789	59808	535	0	86597	23408	54367	0	0	62957	77775	19680	0	77775	0																	
371849	18554	0	2438	14862	0	25895	0	0	0	0	54254	0	1818		16013	2745		22884	52430	573	6	2078	0	0	5496	16797	3444	1192	22293	1358	3568	303	797	10916	6026	0	0	4926	0																	
371924	172172	3	128920	308641	0	693239	0	0	98500	0	689708	0	64315		180194	209258		561349	625393	2967	0	7301	98500	98500	161862	62656	17183	5424	224518	28001	25258	6827	1067	66931	61153	58773	0	53259	0																	
371942	27773	0	8408	39111	0	60831	0	0	0	0	105172	0	5081		34461	11287		52423	100091	0	0	3342	0	0	14541	30785	6440	718	44816	5757	7266	604	0	18023	13627	0	0	12758	0																	
372444	30796	0	4816	32636	0	43609	0	0	0	0	80246	0	5642		13769	2628		38793	74604	0	0	4328	0	0	5678	23162	2470	332	28840	6678	8162	340	0	17873	15180	0	0	14840	0																	
372538	128855	0	57127	220647	0	300617	0	0	10000	0	597264	0	86601		97320	3385		243490	510663	0	0	16613	10000	10000	57190	157882	32477	4802	213841	53770	126192	32126	585	155031	212673	0	0	179150	0																	
372640	27302	0	46959	47678	0	125227	0	0	0	0	163214	0	17657		8698	119361		78268	145557	0	0	797	0	0	5167	6373	1462	230	1154	2442	877	0	0	4534	3319	0	0	3319	0																	
372855	12168	0	4019	39733	0	68164	0	0	130616	0	205669	39	3002		10355	55705	3148	64145	202628	0	0	1634	19134	19134	3607	19161	6590	1528	22768	5038	43570	39293	19010	20531	106911	0	15552	48607	4970	0		0		10875		0		0	true							
373272	7607	0	305	4562	0	10599	0	0	0	0	37797	0	44		12359	0		10294	37753	0	0	3428	0	0	1924	6926	13718	2364	8850	535	1907	1972	844	12573	5257	0	0	2442	0																	
373553	4048	0	407	72435	0	79402	0	0	0	0	41568	0	773		6439	4394		78995	40795	0	0	2025	0	0	5199	13352	770	0	18551	6350	5483	1971	0	12882	13804	0	0	11833	0																	
373601	152559	1	0	49739	0	74096	0	0	107030	0	1275002	15103	41516		305953	40816	0	73910	1217898	185	485	0	107030	107030	323840	389639	49642	1245	713479	96073	204575	16362	252	458412	317262	11782	0	300648	25405	0		0		0		0		0	false							
374130	8576	0	2451	60461	0	74092	0	0	10029	0	133209	0	23		10339	73237		71641	133186	0	0	385	10029	10029	10821	16527	3251	1814	27348	6776	9678	350	2179	22074	18983	0	0	16454	0																	
374653	163356	0	50929	1417882	0	1417882	0	0	551728	0	1429137	0	31356		618991	504494	8370	1364754	1397781	2199	0	2313	551728	91070	72252	133665	250204	220967	205917	38981	43271	1947	0	58097	84199	19460	0	82252	0	0		0		28348		0		18326	true	0	238448	140216	342710	89529	73776	
374774	20516	0	808	11483	0	80592	0	0	15058	0	119792	0	2386		3503	65943		79784	117406	0	0	200	15058	15058	136	4086	24888	1944	4222	0	1185	1095	0	27550	2280	0	0	1185	23841																	
375043	135018	0	353244	422382	0	1026833	0	0	104625	0	790419	0	117281		126212	46012	34329	673589	671955	0	1183	14952	104625	104625	165469	271252	10025	1856	436711	53615	94383	11785	1004	322390	160787	370096	0	147997	0	0		0		0		0		0	true	140103	145849	14954	24883	129523	5178	
375379	12324	0	0	7813	0	9703	0	0	0	0	24006	0	0		4431	1785		9703	24006	0	0	496	0	0	3013	5337	354	52	8350	0	1142	0	0	4324	1142	0	0	1142	0																	
375650	6225	0	5375	24411	0	56080	0	0	0	0	25196	0	9111		2888	485		50705	16085	0	0	267	0	0	3745	4624	306	0	8369	8335	892	585	0	5787	9812	0	0	9227	0																	
376237	7788	0	18840	27077	0	44812	0	0	10892	0	76453	0	23925		10297	3842		25972	52528	0	0	0	8896	2782	5937	17716	12376	682	23653	4162	20356	3594	0	26414	28112	1566	1996	24518	0																	
376273	519534	0	5796	416692	0	714579	0	0	0	0	1448485	13	753		325378	326745	71914	708783	1447719	0	0	25763	0	0	128805	323365	43218	20182	452170	25107	51493	5951	4084	190192	86635	0	0	76599	0	0		0		0		0		0	true	212265	292805	302104	24619	510285	9029	
376442	44160	1	44359	118881	0	265128	0	0	8026	0	357713	0	36852		85890	125650	7794	218723	312835	2045	8026	2157	8026	0	50141	74184	21627	412	117962	13235	23247	5057	0	60474	41539	8494	0	36482	0	0		0		0		0		0	true							
376947	11694	0	11652	23231	0	57021	0	0	0	0	90435	0	8602		21206	15425		45081	81833	288	0	4652	0	0	9218	32827	1675	667	42045	4662	14267	0	0	23181	18929	0	0	18929	0																	
377663	11289	0	11211	45589	0	60964	0	0	1000	0	79983	0	4417		11457	29083	1549	49753	75566	0	0	553	1000	1000	12529	10380	1294	630	22909	7338	7440	0	0	13376	14778	0	0	14778	0	0		0		0		0		0	true							
377850	5539	0	467	18803	0	19222	0	0	15503	0	182512	0	18940		10499	32486		18755	98463	0	65109	506	2503	2503	30316	87989	10722	653	12134	1828	12448	528	0	119183	14804	22475	13000	14276	64614																	
378044	1365	0	235	13154	0	15783	0	0	0	0	63529	0	697		7396	6394		15548	62832	0	0	568	0	0	12180	29594	912	0	41629	7333	5751	0	0	35290	13084	0	0	13084	17126																	
378110	11606	0	3636	21314	0	27229	0	0	0	0	25993	0	100		6988	1655		23593	25893	0	0	339	0	0	4311	5562	739	89	9873	586	1444	0	0	3714	2030	0	0	2030	0																	
379050	3391	0	1229	5465	0	7912	0	0	0	0	16591	0	1762		3892	964		6683	14829	0	0	335	0	0	1445	4940	1358	0	6385	359	3188	946	0	3851	4493	0	0	3547	0																	
379153	13593	0	3511	47976	0	78259	0	0	0	0	95376	0	903		13454	18022		74748	94473	0	0	3716	0	0	11464	20355	1654	826	31819	7288	22172	0	0	20846	29460	0	0	29460	0																	
379470	23462	0	0	6385	0	32930	0	0	14154	0	93630	0	0		31209	4444		32930	93630	0	0	2056	14154	0	13700	20691	13882	61	34390	6040	8653	2697	0	17124	17390	0	0	14693	0																	
379649	26672	0	13683	46903	0	73525	0	0	0	0	89456	0	4700		22729	4769	5782	59842	84756	0	0	1832	0	0	13398	26596	1505	0	39994	3709	12807	0	0	18771	16516	0	0	16516	0	0		0		0		0		0	true							
