"IDRSSD"	RCONG349	RCONG350	RCONG351	RCONG352	RCONG353	RCONG354	RCONG355	RCONG356	RCONG357	RCONG358	RCONG359	RCONG360	RCONG361	RCONG362	RCONG363	RCONG364	RCONG365	RCONG366	RCONG367	RCONG368	RCONG369	RCONG370	RCONG371	RCONG372	RCONG373	RCONG374	RCONG375	RCONHT50	RCONHT51	RCONHT52	RCONHT53	RCONHT54	RCONHT55	RCONHT56	RCONHT57	RCONHT58	RCONHT59	RCONHT60	RCONHT61	RCONK142	RCONK143	RCONK144	RCONK145	RCONK146	RCONK147	RCONK148	RCONK149	RCONK150	RCONK151	RCONK152	RCONK153	RCONK154	RCONK155	RCONK156	RCONK157	RCONMG95	RCONPU98	RCONPU99	RCONPV00	RCONPV01	
1669																												0	0	0	0	0	0	16865	14687	0	0	0	0	0	0	2041	2022	0	0	0	0	0	0	560	564	0	0	0	0		0	0	0	0	
1856																												0	0	222	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
2161																												0	0	0	0	0	0	20894	19380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12634	11723		0	0	0	0	
2732																												0	0	2033	1993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
2750																												0	0	6015	5773	0	0	638	633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
3252																												0	0	4495	4479	0	0	1927	1870	0	0	0	0	0	0	39405	39174	0	0	0	0	0	0	27213	27040	0	0	0	0		0	0	0	0	
3720																												7745	7435	9937	9987	0	0	66082	60178	0	0	0	0	0	0	4415	4550	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
3971																												0	0	56946	52701	0	0	62616	61359	0	0	0	0	0	0	16990	17156	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
4231																												0	0	4431	4433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
5069																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
5135																												0	0	19738	19628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
5210																												0	0	59520	53198	938	914	183224	169622	0	0	0	0	0	0	117157	113510	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
5461																												27915	27098	14365	14142	83670	75798	3087	2927	0	0	0	0	350	332	1298	1245	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
5751																												0	0	1668	1658	0	0	2119	2151	0	0	3136	3124	0	0	852	862	0	0	0	0	0	0	0	0	0	0	5709	5677		0	0	23	23	
6039																												0	0	6687	6598					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
6329																												0	0	56093	55823					0	0	0	0	0	0	1501	1510	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
7009																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
7045																												0	0	0	0					0	0	1000	991	0	0	204	189	0	0	0	0	0	0	9014	8924	0	0	0	0		0	0	0	0	
7072																												0	0	7991	7567	27775	24291	3396	3377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
7456																												0	0	2778	2731	0	0	106	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
7634																												0	0	1068	1037	0	0	5435	5134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
8462																												0	0	35633	35030	0	0	31677	29701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
8631																												0	0	9585	9329	0	0	5461	4916	0	0	0	0	0	0	500	494	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
9357																												0	0	3490	3423	0	0	8918	8837	0	0	553	552	0	0	12055	12016	0	0	0	0	0	0	0	0	0	0	0	0		0	0	553	552	
9553																												0	0	157	154	0	0	10609	9495	0	0	0	0	0	0	10	11	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
9807																												0	0	49542	49265					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
9955																												0	0	24419	23923	0	0	252	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
10250																												0	0	15696	14591	0	0	98267	89868	0	0	0	0	0	0	298	292	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
10849																												0	0	14236	14149	0	0	7881	7125	0	0	28	24	0	0	5012	4753	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
11145																												0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23691	22195	139	0	0	0	0	
11640																												0	0	14192	12156	0	0	17498	15408	0	0	0	0	0	0	5755	5202	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
11837																												0	0	7896	7602	0	0	27144	23318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
12030																												0	0	786	785	0	0	0	0	0	0	0	0	74	73	695	695	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
12142																												10525	10130	1000	996	28368	25421	15369	14866	0	0	0	0	4814	4500	4715	4491	0	0	0	0	2192	1706	2650	2506	0	0	0	0		0	0	0	0	
12311																																																													
12647																												20559	19753	0	0	4779	4205	0	0	0	0	0	0	2042	2033	0	0	0	0	0	0	100	94	0	0	0	0	0	0		0	0	0	0	
12946																												0	0	67456	56912	0	0	106077	96971	0	0	56	49	0	0	8936	7883	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
13103																												17968	17968	0	0					0	0	71672	71259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
13251																												0	0	338	332	0	0	1047	938	0	0	0	0	0	0	1038	1033	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
13457																												0	0	668	656	0	0	184	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
14155																												0	0	0	0	0	0	493	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
14650																												0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
14753																												0	0	4456	4334	25	25	397	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
14865																												0	0	50798	49586	849	780	24075	24016	493	498	3160	3162	0	0	43384	43165	0	0	0	0	954	1014	7620	7508	0	0	0	0		0	0	0	0	
14977																												0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
16551																												0	0	0	0	0	0	6798	6610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
17110																												0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
17147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319475	274766	86447	75353					0	0	0	0	0	0	70606	67713	0	0	0	0	5908	5145	11443	11122	0	0	0	0		0	0	0	0	
17259																												0	0	250	237	0	0	4036	3666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
17950																												0	0	2806	2627	0	0	142401	134387	0	0	0	0	0	0	14321	13355	0	0	0	0	0	0	670	606	0	0	0	0		0	0	0	0	
17978																												84392	79930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
18050																												0	0	0	0	0	0	151522	138621	0	0	19070	18169	0	0	0	0	0	0	0	0	0	0	1411	1213	0	0	0	0		0	0	19070	18169	
18827																												0	0	22789	21938	0	0	103319	102347	0	0	9942	10140	0	0	10621	10798	0	0	0	0	0	0	5511	5403	0	0	0	0		0	0	9942	10140	
18836																												0	0	9034	9039	0	0	5687	5354	0	0	0	0	0	0	1895	1888	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
18854																												0	0	7	7					0	0	0	0	0	0	6646	6451	0	0	0	0	0	0	1511	1456	0	0	0	0		0	0	0	0	
19356																												0	0	0	0	0	0	934	970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
19936																												0	0	15848	15130	19	19	14281	13077	0	0	0	0	0	0	1876	1872	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
19972																												0	0	0	0	31	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
20053																												0	0	800	761	0	0	831	772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
20633																												0	0	10871	10502	0	0	22777	21970	0	0	0	0	0	0	5452	5142	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
20857																												0	0	0	0	0	0	335	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
21256																												0	0	1086	1088	0	0	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
21359																												0	0	1725	1616	0	0	8458	7387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
21658																												0	0	9768	9691					0	0	0	0	0	0	4515	4467	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
22048																												0	0	4534	4293	0	0	20756	18327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
22543																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
22552																												0	0	0	0	0	0	9028	8049	0	0	0	0	0	0	2042	2007	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
22730																												0	0	635	608	0	0	61359	58673	0	0	0	0	0	0	5489	5404	0	0	0	0	0	0	785	612	0	0	0	0		0	0	0	0	
23456																												0	0	0	0	0	0	39060	35366	0	0	0	0	0	0	987	1005	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
23504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10626	9456	38059	37709	90507	83850	0	0					10626	9456	38059	37709	73472	66977	77300	77767	0	0	0	0	194357	174247	119290	109383	0	0	0	0	0	10626	9456	38059	37709	
23643																												0	0	1999	1972	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
23755																												0	0	2482	2470	15481	15267	2873	2544	0	0	0	0	0	0	2108	1902	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
24378																												0	0	0	0	10369	9999	2144	1980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
24659																												506	505	2001	2009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
24949																												12799	11646	7619	7608	29889	29071	28006	27719	0	0	0	0	29225	29221	15528	15722	0	0	0	0	17624	15750	16056	15978	0	0	0	0		0	0	0	0	
25357																												0	0	0	0	16858	16714	74802	74470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
25647																												0	0	4000	3919					0	0	0	0	0	0	194	195	0	0	0	0	0	0	228	196	0	0	0	0		0	0	0	0	
26765																												0	0	0	0	0	0	129752	116086	0	0	0	0	0	0	2924	2934	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
27070																												0	0	10455	10164	0	0	21605	20114	0	0	0	0	0	0	5144	4966	0	0	0	0	0	0	0	0	0	0	622	610		0	0	0	0	
27614																												0	0	0	0	0	0	127642	112529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
27847																												0	0	0	0	0	0	30450	28364	0	0	0	0	0	0	19595	18955	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
28013																												0	0	588	540					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
28152																												4198	4139	7843	7402					0	0	0	0	0	0	3535	3304	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
28675																												0	0	6311	6299					0	0	0	0	0	0	2113	2094	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
28732																												2498	2489	3987	3750	749	737	8122	7693	0	0	0	0	0	0	2475	2478	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
29476																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	10793	10763	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
29636																												4216	3862	0	0	175213	158835	33126	26847	0	0	0	0	5809	5774	724	668	0	0	0	0	51833	46007	1756	1668	0	0	0	0	47	0	0	0	0	
29878																												0	0	50444	48349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
30052																												0	0	0	0	0	0	2265	2228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
31134																												0	0	2000	1945					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
31255																												0	0	23	23					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
31657																												0	0	0	0	94079	84454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
31826																												0	0	8499	8083					0	0	0	0	0	0	33	33	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
31835																												0	0	18299	17537	0	0	14320	14086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
32234																												0	0	1601	1588	6652	6621	391	409	0	0	0	0	3558	3658	3185	3162	0	0	0	0	0	0	2	0	920	941	1745	1700		0	0	0	0	
32766																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
32971																												0	0	0	0	0	0	8	8	0	0	197	195	0	0	1865	1811	0	0	0	0	0	0	1975	1939	0	0	0	0		0	0	197	195	
33147																												0	0	11537	10413	0	0	19093	16785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3546	2726	0	0	0	0		0	0	0	0	
33259																												0	0	31032	29484	0	0	32447	30311	0	0	0	0	0	0	831	841	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
33370																												0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
33839																												0	0	8608	8605	0	0	638	638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
34537	0	0	0	0	0	0	0	0	0	385328	383155	0	0	0	0	0	0	0	0	0	0	0	0	830	774	138896	138870	0	0	62672	62137					830	774	524224	522025	84159	78518	182276	182734	0	0	0	0	1897	1613	37657	35843	0	0	0	0		0	0	0	0	
34555																												0	0	2002	1997					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
34742																												0	0	13241	12797	0	0	37718	36793	0	0	773	765	0	0	0	0	0	0	0	0	0	0	939	929	0	0	0	0		0	0	773	765	
35057																												0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
35301																																																													
35646																												0	0	9249	9002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
35879																												27333	27368	0	0	0	0	5985	5301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	695	561	0	0	0	0		0	0	0	0	
36933																												0	0	3997	3757	0	0	27654	24102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
37051																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
37341																												0	0	347	337	0	0	793	769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
37435																												19000	18383	44092	44026	13401	12369	225772	212953	0	0	0	0	8926	8478	60943	58603	0	0	0	0	0	0	10952	10210	0	0	0	0		0	0	0	0	
37640																												0	0	9973	9932					0	0	2500	2463	0	0	339596	313065	0	0	0	0	0	0	4277	3354	0	0	0	0		0	0	0	0	
37659																												0	0	0	0	0	0	126	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
37949																												0	0	7536	7543	0	0	26120	24296	0	0	0	0	0	0	1861	1840	0	0	0	0	0	0	1936	1844	0	0	0	0		0	0	0	0	
38740																												0	0	0	0	0	0	38575	33499	0	0	0	0	0	0	17252	15487	0	0	0	0	0	0	877	691	0	0	0	0		0	0	0	0	
39327																												9631	9586	68316	66567	0	0	70165	65575	0	0	5656	5603	0	0	15510	15308	0	0	0	0	0	0	13283	13130	0	0	0	0		0	0	5656	5603	
40033																												0	0	5952	5540	0	0	3263	3219	0	0	253	310	0	0	1003	1039	0	0	0	0	0	0	925	920	0	0	0	0		0	0	0	0	
40855																												0	0	7000	6944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
41553																												0	0	51674	43922	0	0	9131	9026	0	0	0	0	0	0	2962	2977	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
41629																												0	0	24012	23486	0	0	7932	7704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
41825																												1978	1917	5275	5013					0	0	0	0	0	0	0	0	0	0	0	0	0	0	2953	2956	0	0	0	0		0	0	0	0	
42037																												0	0	0	0	0	0	8426	7463	0	0	144	143	0	0	73	69	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
42354																												0	0	0	0	0	0	17053	14732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
42372																												0	0	1154	1154	0	0	7668	6974	0	0	28935	27098	0	0	319	325	0	0	0	0	0	0	0	0	0	0	0	0		0	0	28935	27098	
42420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23283	20476	1000	991					0	0	0	0	0	0	0	0	0	0	0	0	50089	43445	234925	213096	0	0	0	0		0	0	0	0	
42448																												0	0	46838	45638	0	0	3473	3006	0	0	0	0	0	0	995	878	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
42457																												0	0	0	0	0	0	6109	5080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
43052																												0	0	1426	1415	0	0	11926	11562	0	0	0	0	0	0	858	819	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
43351																												0	0	0	0	0	0	300	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
43856																												0	0	1074	1068	0	0	1952	1903	0	0	0	0	0	0	5406	5373	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
43959																												0	0	20297	17131	0	0	16838	14716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2397	1864	0	0	0	0		0	0	0	0	
44040																												0	0	20737	20196	0	0	54542	50452	0	0	0	0	0	0	3169	3235	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
44433																												0	0	87573	87219					0	0	229797	229767	0	0	15125	14774	0	0	0	0	0	0	12074	11539	0	0	3737	3404		0	0	0	0	
44741																												0	0	35965	35022	0	0	1335	1196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
44750																												0	0	37955	29015	0	0	109	105	0	0	0	0	0	0	238	235	0	0	0	0	0	0	0	0	0	0	3391	3400		0	0	0	0	
44929																												0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
45056																												0	0	5972	5827	0	0	8107	7848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
45458																												0	0	4651	4363	0	0	21082	18973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	203	0	0	0	0		0	0	0	0	
45551																												0	0	11501	11311	0	0	46297	42184	0	0	2855	2815	0	0	7400	7168	0	0	0	0	0	0	2488	2415	0	0	0	0		0	0	2855	2816	
45560																												0	0	24070	22414					0	0	5976	5957	0	0	8077	8082	0	0	0	0	0	0	0	0	0	0	0	0		0	0	5311	5308	
45775																												0	0	16492	14807	0	0	11132	9594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
46053																												3513	3134	23198	22126	8922	8719	14950	14030	0	0	0	0	0	0	489	488	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
46941																												0	0	10616	10402	0	0	17410	15340	0	0	0	0	0	0	1720	1675	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
47247																												0	0	287	280					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
47500																												0	0	9886	9591	0	0	35013	29153	0	0	0	0	0	0	1823	1645	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
48374																												0	0	9684	9675	0	0	23428	22314	0	0	5041	4795	0	0	5864	5829	0	0	0	0	0	0	6535	5324	0	0	0	0		0	0	5041	4795	
48440																												0	0	11569	10187	0	0	13290	12325	0	0	0	0	0	0	13579	12745	0	0	0	0	0	0	3041	2972	0	0	0	0		0	0	0	0	
49054																												0	0	17297	16266	0	0	1136	1039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
49148																												0	0	1748	1769	0	0	26965	23588	0	0	0	0	0	0	209	202	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
49241																												0	0	16688	16731	3588	3102	9586	9227	0	0	0	0	1545	1343	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
49652																												0	0	4491	4363	0	0	4435	3998	0	0	2480	2474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	2480	2474	
49858																												0	0	0	0	0	0	8385	8393	0	0	0	0	0	0	5778	5821	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
49951																												0	0	7462	7121	0	0	11150	9907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
