"IDRSSD"	RCFA2170	RCFA3128	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAJJ30	RCFAJJ31	RCFAJJ32	RCFAKW00	RCFAKW03	RCFAKX77	RCFAKX78	RCFAKX79	RCFAKX80	RCFAKX81	RCFAKX82	RCFAKX83	RCFALB58	RCFALB59	RCFALB60	RCFALB61	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP852	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ258	RCFAS540	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP851	RCFWP852	RCFWP853	RCFWP854	RCFWP855	RCFWP856	RCFWP857	RCFWP858	RCFWP859	RCFWP870	RCOA2170	RCOA3128	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAJJ30	RCOAJJ31	RCOAJJ32	RCOAKW00	RCOAKW03	RCOAKX77	RCOAKX78	RCOAKX79	RCOAKX80	RCOAKX81	RCOAKX82	RCOAKX83	RCOALB58	RCOALB59	RCOALB60	RCOALB61	RCOALE74	RCOANC99	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP852	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ258	RCOAS540	RCOWH312	
701839																																																																																						129546	9995	9995	7.8763%	13.5502%	12.5047%	119551	956046	1517867	-61788	0			5.5502%			0				55569	1517867								0	0	0		0		63982	12.5047%	1	0	57763	0	0	0	-61788	0	0	0		0	119551	0	0	119551	0	0	0	0	0	0	0	0	0	9995	0	0	0			
701857																																																																																				56919	0				10.9315%			6025		55116	-105	0						0	0	0	0	5025	55116	0	0.0000%	2454	0	72	2526	4.4379%	0	0	0	0	1		1000		1	0	5920	0	0	0	-105	0	0	0		0	6025	0	0	6025	0	0	0	0	0	0						0	0	0		
702117																																																																																						1602400	134722	134722	9.4703%	13.1677%	12.0606%	1467678	12169189	15497655	-77147	0			5.1677%			0				897214	15958109								0	0	0		0		1030918	12.0606%	1	0	1850985	409769	50685	0	-76652	0	-228	-267		0	1467678	0	0	1467678	0	0	0	0	0	0	0	0	0	134722	0	460454	0			
702612																																																																																						147238	9722	9722	10.9827%	19.0094%	17.7542%	137516	774554	1252113	-4463	0			11.0094%			0				81254	1267840								0	0	0		0		71989	17.7542%	1	0	148780	15727	0	0	-4463	0	0	0		0	137516	0	0	137516	0	0	0	0	0	0	0	0	0	9722	0	15727	0			
702836																																																																																						24004	1947	1947	10.0307%	15.4488%	14.1957%	22057	155378	219895	-16	0			7.4488%			1				20842	219895								0	0	0		0		1215	14.1957%	1	0	22041	0	0	0	-16	0	0	0		0	22057	0	0	22057	0	0	0	0	0	0	0	0	0	1947	0	0	0			
702911																																																																																						108068	5962	5962	11.9669%	22.1785%	20.9550%	102106	487264	853234	-21020	0			14.1785%			0				98198	853326								0	0	0		0		4000	20.9550%	1	0	81178	92	0	0	-21020	0	0	0		0	102106	0	0	102106	0	0	0	0	0	0	0	0	0	5962	0	92	0			
703039																																																																																						37716	2435	2435	17.3258%	19.8745%	18.5914%	35281	189771	203633	-1137	0			11.8745%			0				22429	203633								0	0	0		0		12852	18.5914%	1	0	34144	0	0	0	-1137	0	0	0		0	35281	0	0	35281	0	0	0	0	0	0	0	0	0	2435	0	0	0			
703552																																																																																						242294	22888	22888	9.2399%	13.2859%	12.0309%	219406	1823691	2374544	-17418	0			5.2859%			0				137320	2376331								0	0	0		0		83873	12.0309%	1	0	203775	1787	0	0	-17861	0	0	443		0	219406	0	0	219406	0	0	0	0	0	0	0	0	0	22888	0	1787	0			
703767																																																																																						444581	31963	31963	11.4259%	14.8795%	13.8097%	412618	2987882	3611263	-39835	0			6.8795%			0				380990	3715821								0	0	0		0		136186	13.8097%	1	0	477341	96828	5680	2050	-28692	0	0	-11143		0	412618	0	0	412618	0	0	0	0	0	0	0	0	0	31963	0	104558	0			
705378																																																																																				152294	0				10.4822%			16098		153575	-1297	0						0	0	0	0	13929	153575	0	0.0000%	7559	0	0	7559	4.9634%	0	0	0	0	1		2169		1	0	14801	0	0	0	-1297	0	0	0		0	16098	0	0	16098	0	0	0	0	0	0						0	0	0		
705556																																																																																						36994	2149	2149	11.2222%	17.8566%	16.8193%	34845	207173	310500	-12125	0			9.8566%			0				28492	310500								0	0	0		0		6353	16.8193%	1	0	22720	0	0	0	-12125	0	0	0		0	34845	0	0	34845	0	0	0	0	0	0	0	0	0	2149	0	0	0			
706030																																																																																				268178	0				9.8579%			26541		269235	-4643	0						0	0	0	0	11615	269235	0	0.0000%	30856	0	263	31119	11.6039%	0	0	0	0	1		14926		1	0	21898	0	0	0	-4643	0	0	0		0	26541	0	0	26541	0	0	0	0	0	0						0	0	0		
706058																																																																																				135495	1142				15.7601%			21862		138717	-3614	0						0	0	0	0	21562	138717	0	0.0000%	13085	0	691	13776	10.1672%	0	0	0	0	1		300		1	0	18248	0	0	0	-3614	0	0	0		0	21862	0	0	21862	0	0	0	0	0	0						0	0	0		
706236																																																																																						21729	1423	1423	13.7605%	19.1656%	17.9105%	20306	113375	147567	-130	0			11.1656%			0				9763	147567								0	0	0		0		10543	17.9105%	1	0	20176	0	0	0	-130	0	0	0		0	20306	0	0	20306	0	0	0	0	0	0	0	0	0	1423	0	0	0			
706254																																																																																						39058	3467	3467	9.1407%	14.0276%	12.7825%	35591	278436	389369	-8175	0			6.0276%			0				31414	390024								0	0	0		0		4832	12.7825%	1	0	28071	655	0	0	-8175	0	0	0		0	35591	0	0	35591	0	0	0	0	0	0	0	0	0	3467	0	655	0			
706450																																																																																						3947	216	216	11.8021%	22.3424%	21.1197%	3731	17666	31613	-705	0			14.3424%			0				-266	31711								0	0	0		0		4095	21.1197%	1	0	3124	0	0	98	-705	0	0	0		0	3731	0	0	3731	0	0	0	0	0	0	0	0	0	216	0	98	0			
706656																																																																																				247116	0				9.9484%			24029		241537	-4297	0						0	0	0	0	22583	242657	0	0.0000%	19895	0	33	19928	8.0642%	0	0	0	0	1		2566		1	0	20852	150	250	720	-4297	0	0	0		0	24029	0	0	24029	0	0	0	0	0	0						1120	0	2013		
707354																																																																																						536883	37612	37612	11.4498%	14.8114%	13.7738%	499271	3624798	4360524	-35811	0			6.8114%			0				420016	4438298								0	0	0		0		157029	13.7738%	1	0	541234	73529	4245	0	-35811	0	0	0		0	499271	0	0	499271	0	0	0	0	0	0	0	0	0	37612	0	77774	0			
708379																																																																																				250291	0				12.4895%			31193		249754	-4108	0						0	0	0	0	22215	249754	0	0.0000%	0	0	10	10	0.0040%	0	0	0	0	1		8978		1	0	27085	0	0	0	-4108	0	0	0		0	31193	0	0	31193	0	0	0	0	0	0						0	0	22240		
709143																																																																																						67399	5312	5312	8.7588%	15.3691%	14.1578%	62087	438537	708854	-15593	0			7.3691%			0				28005	722740								0	0	0		0		47968	14.1578%	1	0	60380	13650	236	0	-15593	0	0	0		0	62087	0	0	62087	0	0	0	0	0	0	0	0	0	5312	0	13886	0			
709451																																																																																				162378	0				10.3097%			16468		159733	-326	0						0	0	0	0	16108	159733	0	0.0000%	10175	0	50	10225	6.2970%	0	0	0	0	1		360		1	0	16142	0	0	0	-326	0	0	0		0	16468	0	0	16468	0	0	0	0	0	0						0	0	0		
709554																																																																																						37583	2182	2182	10.8310%	16.5059%	15.5476%	35401	227694	326848	-3519	0			8.5059%			0				29651	326848								0	0	0		0		5750	15.5476%	1	0	31882	0	0	0	-3519	0	0	0		0	35401	0	0	35401	0	0	0	0	0	0	0	0	0	2182	0	0	0			
709602																																																																																						291900	24229	24229	9.1006%	15.1147%	13.8601%	267671	1931232	2941257	-39898	0			7.1147%			0				239646	2941257								0	0	0		0		28025	13.8601%	1	0	227773	0	0	0	-39898	0	0	0		0	267671	0	0	267671	0	0	0	0	0	0	0	0	0	24229	0	0	0			
709639																																																																																				825426	0				10.0216%			81609		814331	-21527	0						0	0	0	0	80898	814820	0	0.0000%	85187	0	1457	86644	10.4969%	0	0	0	0	1		1200		1	0	60571	489	0	0	-21806	0	279	0		0	81609	0	0	81609	0	0	0	0	0	0						489	0	22798		
709956																																																																																						8761	792	792	8.2146%	12.5451%	11.4110%	7969	69836	97010	219	0			4.5451%			0				-699	99523								0	0	0		0		11181	11.4110%	1	0	10701	0	2513	0	219	0	0	0		0	7969	0	0	7969	0	0	0	0	0	0	0	0	0	792	0	2513	0			
710176																																																																																						72208	5851	5851	10.5776%	15.4355%	14.1848%	66357	467805	627337	-401	0			7.4355%			0				32936	631483								0	0	0		0		37566	14.1848%	1	0	70101	220	3925	0	-401	0	0	0		0	66357	0	0	66357	0	0	0	0	0	0	0	0	0	5851	0	4146	0			
710859																																																																																				503362	0				11.9945%			61266		510783	-26558	0						0	0	0	0	48700	510783	0	0.0000%	84304	0	12465	96769	19.2245%	0	0	0	0	1		12566		1	0	34708	0	0	0	-26558	0	0	0		0	61266	0	0	61266	0	0	0	0	0	0						0	0	0		
711472			288585	23286	23286	8.5416%	15.5485%	14.2939%	265299	1856026	3105964	-39204	0			7.5485%						232326	3106747								0	0	0		33756	14.2939%	0	226878	783	0	0	-39204	0	0	0		0	265299	0	0	265299	0	0	0	0	0	0	0	0	0	23286	0	783	0																																						0																	0				1																															
711520																																																																																						12685	621	621	12.7184%	22.7419%	21.6286%	12064	55778	94855	-956	0			14.7419%			0				9764	94855								0	0	0		0		2300	21.6286%	1	0	11108	0	0	0	-956	0	0	0		0	12064	0	0	12064	0	0	0	0	0	0	0	0	0	621	0	0	0			
711548																																																																																						55384	3477	3477	12.1722%	19.9536%	18.7009%	51907	277564	426440	-6061	0			11.9536%			0				31907	426440								0	0	0		0		20000	18.7009%	1	0	45846	0	0	0	-6061	0	0	0		0	51907	0	0	51907	0	0	0	0	0	0	0	0	0	3477	0	0	0			
711753																																																																																				85976	0				15.6477%			13806		88230	-37	0						0	0	0	0	3414	88238	0	0.0000%	1579	0	438	2017	2.3460%	0	0	0	0	1		10400		1	0	13777	8	0	0	-37	0	0	0		0	13806	0	0	13806	0	0	0	0	0	0						8	0	34670		
711801																																																																																				864036	0				9.5979%			83399		868928	-7858	0						0	0	0	0	89851	875380	0	0.0000%	73620	0	210	73830	8.5448%	0	0	0	0	1		0		1	0	81993	3014	0	3438	-7858	0	0	0		0	83399	0	0	83399	0	0	0	0	0	0						6452	0	7499		
712059																																																																																						96853	7968	7968	9.3368%	11.1948%	10.2739%	88885	865157	951982	-5097	0			3.1948%			0				27327	960799								0	0	0		0		70375	10.2739%	1	0	92605	8817	0	0	-5097	0	0	0		0	88885	0	0	88885	0	0	0	0	0	0	0	0	0	7968	0	8817	0			
712648																																																																																						28328	1697	1697	13.8139%	21.0200%	19.7608%	26631	134767	192784	70	1031			13.0200%			0				24677	194994								0	0	0		0		3133	19.7608%	1	0	27880	960	219	0	70	0	0	0		0	26631	0	0	26631	0	0	0	0	0	0	0	0	0	1697	0	1179	0			
712956																																																																																				274362	0				14.5099%			39944		275288	-236	0						0	0	0	0	35944	275288	0	0.0000%	12422	0	30	12452	4.5385%	0	0	0	0	1		4000		1	0	39708	0	0	0	0	0	0	-236		0	39944	0	0	39944	0	0	0	0	0	0						0	0	0		
713252																																																																																						20298	1815	1815	9.4702%	13.9895%	12.7386%	18483	145095	195170	-1089	0			5.9895%			0				14683	195170								0	0	0		0		3800	12.7386%	1	0	17394	0	0	0	-1089	0	0	0		0	18483	0	0	18483	0	0	0	0	0	0	0	0	0	1815	0	0	0			
713476																																																																																						73011	5364	5364	11.3054%	15.8213%	14.6589%	67647	461473	598361	-4493	0			7.8213%			0				43394	600340								0	0	0		0		26232	14.6589%	1	0	65133	0	0	1979	-4493	0	0	0		0	67647	0	0	67647	0	0	0	0	0	0	0	0	0	5364	0	1979	0			
713926																																																																																						132729	8696	8696	8.8353%	14.1046%	13.1805%	124033	941036	1403831	-17189	0			6.1046%			0				86955	1406736								0	0	0		0		39983	13.1805%	1	0	109749	2868	37	0	-17189	0	0	0		0	124033	0	0	124033	0	0	0	0	0	0	0	0	0	8696	0	2905	0			
714165																																																																																				82633	0				12.5766%			10432		82948	-723	0										9472	82948	0	0.0000%	0	0	0	0	0.0000%	0	0	0	0	1		960		1	0	9709	0	0	0	-723	0	0	0		0	10432	0	0	10432	0	0	0	0	0	0						0	0	107		
714437																																																																																						26576	1454	1454	9.7064%	15.6434%	14.7876%	25122	169886	258819	-361	0			7.6434%			0				11472	258819								0	0	0		0		13650	14.7876%	1	0	24761	0	0	0	-361	0	0	0		0	25122	0	0	25122	0	0	0	0	0	0	0	0	0	1454	0	0	0			
714839																																																																																				239878	0				13.9186%			33283		239126	165	0						0	0	0	0	27718	239126	0	0.0000%	18929	0	101	19030	7.9332%	0	0	0	0	1		5565		1	0	33448	0	0	0	165	0	0	0		0	33283	0	0	33283	0	0	0	0	0	0						0	0	3543		
714978																																																																																						53857	3931	3931	9.2711%	14.3055%	13.2613%	49926	376478	538511	-1756	0			6.3055%			0				49926	538511								0	0	0		0		0	13.2613%	1	0	48170	0	0	0	-1756	0	0	0		0	49926	0	0	49926	0	0	0	0	0	0	0	0	0	3931	0	0	0			
715032																																																																																						21806	1216	1216	10.8239%	22.5896%	21.3299%	20590	96531	190227	-150	720			14.5896%			0				14115	190947								0	0	0		0		6475	21.3299%	1	0	20440	0	0	0	-150	0	0	0		0	20590	0	0	20590	0	0	0	0	0	0	0	0	0	1216	0	0	0			
715050																																																																																						44613	3867	3867	9.0067%	11.4948%	10.4985%	40746	388113	452397	-1144	0			3.4948%			0				15803	455954								0	0	0		0		28500	10.4985%	1	0	43159	2947	610	0	-1144	0	0	0		0	40746	0	0	40746	0	0	0	0	0	0	0	0	0	3867	0	3557	0			
715144																																																																																						52161	2798	2798	13.5260%	23.3242%	22.0730%	49363	223635	364948	-108	0			15.3242%			0				46110	368880								0	0	0		0		7185	22.0730%	1	0	53187	3904	28	0	-108	0	0	0		0	49363	0	0	49363	0	0	0	0	0	0	0	0	0	2798	0	3932	0			
715340																																																																																				1196482	0				8.9762%			106405		1185417	-3369	0						0	0	0	0	46405	1185417	1656	0.1384%	113167	0	5834	119001	9.9459%	0	0	0	0	1		60000		1	0	103036	0	0	0	-3369	0	0	0		0	106405	0	0	106405	0	0	0	0	0	0						0	0	340199		
715470																																																																																				65524	0				16.5133%			11015		66704	0	0						0	0	0	0	10111	66704	0	0.0000%	14	0	0	14	0.0214%	0	0	0	0	1		904		1	0	11015	0	0	0	0	0	0	0		0	11015	0	0	11015	0	0	0	0	0	0						0	0	0		
715630																																																																																				274617	0				14.4516%			41771		289040	-13083	0						0	0	0	0	40971	289040	0	0.0000%	16992	0	6	16998	6.1897%	0	0	0	0	1		800		1	0	28688	0	0	0	-13083	0	0	0		0	41771	0	0	41771	0	0	0	0	0	0						0	0	8229		
715872																																																																																						61720	3826	3826	11.4557%	20.2187%	18.9653%	57894	305262	505372	-3837	-3837			12.2187%			0				45003	501535								0	0	0		0		12891	18.9653%	1	0	54057	0	0	0	-3837	0	0	0		0	57894	0	0	57894	0	0	0	0	0	0	0	0	0	3826	0	0	0			
715975																																																																																				77041	0				12.9666%			9921		76512	-240	0						0	0	0	0	10042	76512	0	0.0000%	1372	0	0	1372	1.7809%	0	0	0	0	1		0		1	0	9802	0	0	0	-119	0	0	0		0	9921	0	0	9921	0	0	0	0	0	0						0	0	0		
716374																																																																																				1281783	0				11.1287%			141225		1269018	-14716	0						0	0	0	0	97816	1275931	0	0.0000%	176886	0	10668	187554	14.6323%	0	0	0	0	1		50322		1	0	133422	6472	0	441	-14716	0	0	0		0	141225	0	0	141225	0	0	0	0	0	0						6913	0	0		
716833																																																																																						187822	14043	14043	8.1924%	15.4652%	14.3089%	173779	1214479	2121220	-19463	0			7.4652%			0				103045	2156568								0	0	0		0		106082	14.3089%	1	0	189664	35348	0	0	-19463	0	0	0		0	173779	0	0	173779	0	0	0	0	0	0	0	0	0	14043	0	35348	0			
716851																																																																																						36184	670	670	9.5489%	20.9564%	20.5684%	35514	172663	371919	-21842	0			12.9564%			0				29345	371975								0	0	0		0		6225	20.5684%	1	0	13728	56	0	0	-21842	0	0	0		0	35514	0	0	35514	0	0	0	0	0	0	0	0	0	670	0	56	0			
716954																																																																																				344168	0				10.2504%			35007		341517	-4039	0						0	0	0	0	31629	343139	0	0.0000%	11333	0	973	12306	3.5756%	0	0	0	0	1		5000		1	0	32590	1622	0	0	-4039	0	0	0		0	35007	0	0	35007	0	0	0	0	0	0						1622	0	20952		
717232																																																																																						12601	414	414	10.2061%	30.3932%	29.3946%	12187	41460	119409	-4006	0			22.3932%			0				10857	119409								0	0	0		0		1330	29.3946%	1	0	8181	0	0	0	-35	0	0	-3971		0	12187	0	0	12187	0	0	0	0	0	0	0	0	0	414	0	0	0			
717670																																																																																				228669	0				15.0406%			32278		214606	-76	0						0	0	0	0	613	220535	0	0.0000%	31894	0	1498	33392	14.6028%	0	0	0	4548	1		37594		1	0	38131	4619	581	729	-76	0	0	0		0	32278	0	0	32278	0	0	0	0	0	0						5929	0	0		
717737																																																																																						229776	16915	16915	10.7812%	16.0191%	14.8398%	212861	1434390	1974370	-25888	0			8.0191%			0				186561	1974370								0	0	0		0		26300	14.8398%	1	0	186973	0	0	0	-25789	-99	0	0		0	212861	0	0	212861	0	0	0	0	0	0	0	0	0	16915	0	0	0			
717924																																																																																						565859	38260	38260	9.6916%	14.0724%	13.1209%	527599	4021052	5443868	-120984	0			6.0724%			0				375858	5468945								0	0	0		0		176818	13.1209%	1	0	431692	25077	0	0	-124051	0	3067	0		0	527599	0	0	527599	0	0	0	0	0	0	0	0	0	38260	0	25077	0			
718145																																																																																						93386	7649	7649	9.1293%	15.2666%	14.0161%	85737	611702	939140	-8983	0			7.2666%			0				73198	943014								0	0	0		0		16413	14.0161%	1	0	80628	3734	140	0	-8983	0	0	0		0	85737	0	0	85737	0	0	0	0	0	0	0	0	0	7649	0	3874	0			
718275																																																																																						36473	924	924	13.0013%	50.2695%	48.9959%	35549	72555	273427	-1572	0			42.2695%			0				26213	273427								0	0	0		0		9336	48.9959%	1	0	33977	0	0	0	-1572	0	0	0		0	35549	0	0	35549	0	0	0	0	0	0	0	0	0	924	0	0	0			
718538																																																																																				396869	0				11.0702%			43177		390030	-2037	261						0	0	0	0	36785	391830	0	0.0000%	58398	0	4608	63006	15.8758%	0	0	0	0	1		7931		1	0	42679	1534	5	0	-1776	0	-261	0		0	43177	0	0	43177	0	0	0	0	0	0						1539	0	0		
719030																																																																																						12515	524	524	13.9297%	29.8609%	28.6106%	11991	41911	86082	-1275	0			21.8609%			0				11551	86082								0	0	0		0		440	28.6106%	1	0	10716	0	0	0	-1275	0	0	0		0	11991	0	0	11991	0	0	0	0	0	0	0	0	0	524	0	0	0			
719610																																																																																						24466	1953	1953	9.6926%	15.6760%	14.4247%	22513	156073	232271	-634	0			7.6760%			0				21663	232271								0	0	0		0		850	14.4247%	1	0	21879	0	0	0	-634	0	0	0		0	22513	0	0	22513	0	0	0	0	0	0	0	0	0	1953	0	0	0			
719656																																																																																				539781	0				9.8149%			50518		514709	-2124	0						0	0	0	0	42403	514709	0	0.0000%	79830	0	211	80041	14.8284%	0	0	0	0	1		8115		1	0	48394	0	0	0	-2124	0	0	0		0	50518	0	0	50518	0	0	0	0	0	0						0	0	0		
719964																																																																																				184624	0				13.6584%			24649		180468	-494	0						0	0	0	0	20949	180468	0	0.0000%	7036	0	108	7144	3.8695%	0	0	0	0	1		3700		1	0	24155	0	0	0	-494	0	0	0		0	24649	0	0	24649	0	0	0	0	0	0						0	0	0		
720157																																																																																						7041	153	153	15.7982%	58.0701%	56.8082%	6888	12125	43600	-2	0			50.0701%			0				4388	43600								0	0	0		0		2500	56.8082%	1	0	6886	0	0	0	-2	0	0	0		0	6888	0	0	6888	0	0	0	0	0	0	0	0	0	153	0	0	0			
720344																																																																																						23322	646	646	12.3587%	19.3912%	18.8541%	22676	120271	183482	-5031	0			11.3912%			0				15576	183482								0	0	0		0		7100	18.8541%	1	0	17645	0	0	0	-5031	0	0	0		0	22676	0	0	22676	0	0	0	0	0	0	0	0	0	646	0	0	0			
720746																																																																																						70420	5934	5934	9.3882%	13.6913%	12.5376%	64486	514342	686880	-11901	0			5.6913%			0				43852	698428								0	0	0		0		32182	12.5376%	1	0	64133	6603	4945	0	-11901	0	0	0		0	64486	0	0	64486	0	0	0	0	0	0	0	0	0	5934	0	11548	0			
720858																																																																																						14244	1186	1186	11.1222%	15.0879%	13.8316%	13058	94407	117405	-1920	0			7.0879%			0				9858	117405								0	0	0		0		3200	13.8316%	1	0	11138	0	0	0	-1920	0	0	0		0	13058	0	0	13058	0	0	0	0	0	0	0	0	0	1186	0	0	0			
721350																																																																																						74908	6639	6639	10.2212%	11.5674%	10.5422%	68269	647580	667917	-905	0			3.5674%			0				42828	677045								0	0	0		0		34569	10.5422%	1	0	76492	8146	982	0	-905	0	0	0		0	68269	0	0	68269	0	0	0	0	0	0	0	0	0	6639	0	9128	0			
721752																																																																																						11853	549	549	13.5083%	26.9766%	25.7272%	11304	43938	83682	-4620	0			18.9766%			0				6304	83682								0	0	0		0		5000	25.7272%	1	0	6684	0	0	0	-4620	0	0	0		0	11304	0	0	11304	0	0	0	0	0	0	0	0	0	549	0	0	0			
721949																																																																																						84526	6627	6627	11.5226%	15.9781%	14.7254%	77899	529012	676056	-3754	0			7.9781%			0				33125	678332								0	0	0		0		47050	14.7254%	1	0	76421	2276	0	0	-3754	0	0	0		0	77899	0	0	77899	0	0	0	0	0	0	0	0	0	6627	0	2276	0			
722227																																																																																						18324	919	919	10.4413%	16.8004%	15.9578%	17405	109069	166694	-1677	0			8.8004%			0				-7071	168902								0	0	0		0		26684	15.9578%	1	0	17936	0	22	2186	-1677	0	0	0		0	17405	0	0	17405	0	0	0	0	0	0	0	0	0	919	0	2208	0			
722432																																																																																				370529	0				15.9085%			58838		369852	242	1829						0	0	0	0	57238	371681	0	0.0000%	43117	0	0	43117	11.6366%	0	0	0	0	1		1600		1	0	59080	0	0	0	-1587	0	1829	0		0	58838	0	0	58838	0	0	0	0	0	0						0	0	0		
722544																																																																																				2933056	0				19.5328%			579919		2968956	-26123	0						0	0	0	0	521223	2970590	0	0.0000%	535064	0	75895	610959	20.8301%	0	0	0	0	1		60330		1	0	555430	0	1634	0	-26123	0	0	0		0	579919	0	0	579919	0	0	0	0	0	0						1634	0	0		
722777			13476076	811175	811175	12.3336%	20.9851%	19.7219%	12664901	64217353	102686346	-590458	0			12.9851%						411465	104223514								0	0	0		13790604	19.7219%	0	13611611	1452943	7429	76796	-472847	-22015	-361	-95235		0	12664901	0	0	12664901	0	0	0	0	0	0	0	0	0	811175	0	1537168	0																																						0																	0				1																															
722816																																																																																				1190928	0				9.2287%			113272		1227384	-20717	0						0	0	0	0	93096	1227384	0	0.0000%	125876	0	6375	132251	11.1049%	0	0	0	0	1		20176		1	0	92555	0	0	0	-20666	0	-49	-2		0	113272	0	0	113272	0	0	0	0	0	0						0	0	96579		
723112			31557000	2563000	3068000	11.1629%	12.9983%	11.7346%	28489000	242777280	255211000	-3232000	351000			4.9983%						11034000	267718000								0	0	0		29611000	11.7346%	0	37413000	9816000	976000	127000	-2331000	-321000	-15000	-565000		1237000	28489000	0	0	28489000	0	0	0	0	0	0	505000	0	0	3068000	0	12156000	0																																						0																	0				1																															
723158																																																																																						17326	1307	1307	10.9968%	16.6598%	15.4030%	16019	103999	145670	-1537	0			8.6598%			0				6019	145670								0	0	0		0		10000	15.4030%	1	0	14482	0	0	0	-1537	0	0	0		0	16019	0	0	16019	0	0	0	0	0	0	0	0	0	1307	0	0	0			
723550																																																																																						11722	285	285	9.8141%	17.6210%	17.1925%	11437	66523	116537	-5414	0			9.6210%			0				11087	116537								0	0	0		0		350	17.1925%	1	0	6023	0	0	0	-5414	0	0	0		0	11437	0	0	11437	0	0	0	0	0	0	0	0	0	285	0	0	0			
723653																																																																																						40124	1464	1464	11.9599%	33.7015%	32.4718%	38660	119057	323247	-2654	0			25.7015%			0				33545	323247								0	0	0		0		5115	32.4718%	1	0	36006	0	0	0	-2184	0	0	-470		0	38660	0	0	38660	0	0	0	0	0	0	0	0	0	1464	0	0	0			
724744																																																																																						78950	5996	5996	11.7984%	16.4725%	15.2215%	72954	479284	618339	-2070	0			8.4725%			0				49377	624712								0	0	0		0		29950	15.2215%	1	0	77257	6373	0	0	-2070	0	0	0		0	72954	0	0	72954	0	0	0	0	0	0	0	0	0	5996	0	6373	0			
724904																																																																																						60315	5391	5391	11.1660%	14.1258%	12.8632%	54924	426984	491887	-106	0			6.1258%			0				20824	491887								0	0	0		0		34100	12.8632%	1	0	54818	0	0	0	-106	0	0	0		0	54924	0	0	54924	0	0	0	0	0	0	0	0	0	5391	0	0	0			
724940																																																																																				53114	0				17.9866%			9530		52984	0	0						0	0	0	0	7530	52984	0	0.0000%	3522	0	0	3522	6.6310%	0	0	0	0	1		2000		1	0	9530	0	0	0	0	0	0	0		0	9530	0	0	9530	0	0	0	0	0	0						0	0	0		
725077																																																																																						44517	3386	3386	11.3620%	16.4761%	15.2229%	41131	270191	362005	-1467	0			8.4761%			0				15284	362655								0	0	0		0		26497	15.2229%	1	0	40314	650	0	0	-1467	0	0	0		0	41131	0	0	41131	0	0	0	0	0	0	0	0	0	3386	0	650	0			
725732			632526	42745	42745	10.2023%	16.4562%	15.3441%	589781	3843689	5780835	1448	0			8.4562%						330241	5780835								0	0	0		259540	15.3441%	0	591229	0	0	0	1448	0	0	0		0	589781	0	0	589781	0	0	0	0	0	0	0	0	0	42745	0	0	0																																						0																	0				1																															
726458																																																																																						9169	719	719	8.9569%	11.9845%	11.0447%	8450	76507	94341	-815	0			3.9845%			0				1922	95799								0	0	0		0		7986	11.0447%	1	0	9093	1458	0	0	-815	0	0	0		0	8450	0	0	8450	0	0	0	0	0	0	0	0	0	719	0	1458	0			
726953																																																																																				1023976	0				15.7487%			166765		1058916	-354	0						0	0	0	0	106183	1058916	0	0.0000%	48623	0	85	48708	4.7568%	0	0	0	0	1		60582		1	0	166411	0	0	0	-354	0	0	0		0	166765	0	0	166765	0	0	0	0	0	0						0	0	0		
727174																																																																																				1381983	0				11.6828%			160427		1373189	0	0						0	0	0	0	158290	1373189	0	0.0000%	149035	0	0	149035	10.7841%	0	0	0	0	1		2137		1	0	160427	0	0	0	0	0	0	0		0	160427	0	0	160427	0	0	0	0	0	0						0	0	0		
728948																																																																																						81529	5760	5760	11.8042%	17.8253%	16.5659%	75769	457378	641880	-10019	0			9.8253%			0				51460	642563								0	0	0		0		24992	16.5659%	1	0	66433	135	548	0	-10019	0	0	0		0	75769	0	0	75769	0	0	0	0	0	0	0	0	0	5760	0	683	0			
