"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCFDLB56	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	RCONLB56	TEXT3552	TEXT3553	TEXT3554	
	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	Operating lease liabilitie	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	INTEREST ACCRUED & UNPAID ON DEPS	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	Operating lease liabilitie	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	
37														174		74	0					100	0	0							
242														78		0	0					73	0	5							
279														2746		1594	0					493	447	212							
354														1279		0	189					164	855	71							
457														223		13	0					136	74	0							
505														9632		5038	1028					866	2607	93							
1155														3333		2114	0					692	527	0							
1351														1244		93	0					961	190	0							
1454														7937		6731	0					314	316	576							
1669														2255		1450	0					787	18	0							
1856														75		3	0					39	23	10							
2161														6977		5477	0					234	1093	173							
2732														5187		2260	0					1929	818	180							
2750														896		592	0					102	192	10							
3252														815		36	0					550	229	0							
3720														3548		1	0					299	3198	50							
3971														11216		5298	0					2988	2822	108							
4231														792		0	0					348	324	120							
5069														7926		2705	0					1858	2644	719							
5135														3488		1158	0					1073	1257	0							
5210														37905		25058	0					896	10133	1818							
5461														7651		5784	0					131	1554	182							
5751														1870		1314	0					194	232	130							
6039														4491		526	0	99				2038	1880	47	331		96				
6329														17989		9673	0	1029				2431	4443	1442	4646		3315				
7009														21066		288	0					4416	16362	0							
7045														1189		0	0					208	981	0							
7072														5568		3737	0					264	1528	39							
7456														770		393	0					259	118	0							
7634														368		0	0					206	126	36							
8462														1202		22	0					1120	49	11							
8631														829		669	0					63	95	2							
9357														10759		8695	0					24	1949	91							
9553														1701		1	0					272	1428	0							
9807														19218		5038	0					5082	8360	738			3642	0	0		
9955														626		4	0					173	449	0							
10250														3721		1504	0					996	927	294							
10849														1495		167	0					295	741	292							
11145														4349		450	0		77	223	34	462	3388	49		116		Great Lakes Capital FUnd	Differed Revenue	Marble Cliff Capital	
11640														3380		1701	0					791	888	0							
11837														733		2	0					106	466	159							
12030														7318		4257	0					1204	441	1416							
12142														2642		1162	0					1249	212	19							
12311	4215290	0	3023627	0	1285321	0	0	0	806143	125519	0	0	0									260001									
12647														552		170	0					290	92	0							
12946														26424		14135	0					1485	10349	455							
13103														41014		24784	0					3534	10054	2642		8180					
13251														299		133	0					161	0	5							
13457														765		3	0					336	426	0							
14155														3516		1254	0					962	1279	21							
14650														995		249	0					247	306	193							
14753														298		0	81					140	77	0							
14865														7447		5877	0					260	1285	25							
14977														387		23	0	17				225	106	33							
16551														1678		137	0					582	515	444							
17110														20374		6806	0					513	12974	81			6544				
17147														255668		82644	0					8796	145728	18500		46688					
17259														1413		1242	0					90	81	0							
17950														3630		1830	0					690	949	161							
17978														1153		244	666					15	228	0							
18050														4822		2428	0					1120	1094	180							
18827														23463		11893	0					2032	6898	2640							
18836														3359		958	0					218	1983	200							
18854														13879		7391	0		2570			1154	4870	464			2301	Dividends Payable			
19356														846		308	0					287	162	89							
19936														3671		2859	0					391	1	420							
19972														1399		1343	0					1	35	20							
20053														1124		0	0					354	749	21							
20633														2268		959	0					181	892	236							
20857														3157		698	0					1836	541	82							
21256														22		12	0					10	0	0							
21359														375		220	0					72	83	0							
21658														1602		978	0					306	175	143	846						
22048														3266		1953	0					715	399	199							
22543														2362		513	913					221	575	140							
22552														373		0	0					339	34	0							
22730														1286		142	0					896	173	75							
23456														2009		272	0					1312	379	46							
23504														92885		45863	0					2602	41786	2634			42431				
23643														1050		45	0					775	122	108							
23755														4288		3230	0					302	756	0							
24378														513		252	0					57	204	0							
24659														513		357	0					21	135	0							
24949														4855		3189	0					748	856	62							
25357														1412		594	0					593	220	5							
25647														1693		43	0	43				630	991	29							
26765														59486		22823	0					3313	23645	9705							
27070														5021		180	0					1372	3098	371							
27614														3178		1902	0					615	661	0							
27847														6353		3900	0					957	1358	138							
28013														28187		19181	0					51	8733	222	18112						
28152														1993		1593	0	40				218	84	98	1132	411					
28675														1642		1	0					1248	393	0							
28732														1848		966	0					216	509	157							
29476														902		264	149					202	65	222							
29636														24853		17889	0					1134	4270	1560							
29878														43859		43346	0					0	412	101							
30052														507		30	303					26	129	19							
31134														1781		971	0	169	348		200	448	162	200				Index Liability Plan	Split Dollar Ins Liability	Allowance for unfunded committments	
31255														12635		4851	0		2123	32		694	6534	556			1384	Factored loans collected reserves	CDARS Ratebridge payments		
31657														134		0	0					104	30	0							
31826														3035		1889	0					664	459	23	1070						
31835														3817		932	0					352	2355	178							
32234														8991		7261	0					743	983	4							
32766														731		0	0					67	593	71							
32971														6445		4347	0					777	1148	173							
33147														7869		1392	0					2760	3316	401							
33259														8010		267	0					2544	4853	346							
33370														265		265	0					0	0	0							
33839														224		5	72					50	90	7							
34537														196428		144396	0					15564	29365	7103			61039				
34555														3175		2264	0	35				896	0	15	2135						
34742														7022		3204	0					2104	1632	82							
35057														1197		64	0					528	491	114							
35301	34586000	0	32032000	59000	0	16442000	9982000	0	2430000	10000	0	0	0									55000						Payables for non-cash collateral	Payables for cash collateral received		
35646														1372		771	0					369	230	2							
35879														1458		193	0					547	583	135							
36933														4708		1483	0					1298	1827	100							
37051														449		98	0					324	27	0							
37341														558		299	0					235	14	10							
37435														21668		3598	0					691	15110	2269							
37640														69218		26572	0		9971			6303	35164	1179				Promissory Notes Affordable Housing			
37659														886		755	0					41	56	34							
37949														628		165	0					456	7	0							
38740														2026		273	0					299	1420	34							
39327														7347		3211	0					727	2855	554							
40033														770		705	0					12	53	0							
40855														1438		0	0					1118	320	0							
41553														699		0	0					58	596	45							
41629														2206		496	0					1048	619	43							
41825														10098		7251	0					313	2087	447			4984				
42037														708		0	0					142	566	0							
42354														1275		39	0					384	852	0							
42372														2927		2239	0					24	290	374							
42420														141849	5907	72270	0					5744	56520	7315			41226				
42448														14001		1126	0					7140	3140	2595							
42457														85		0	0					45	40	0							
43052														1300		3	0					259	1025	13							
43351														2524		65	0					1628	551	280							
43856														730		597	0					83	50	0							
43959														1451		1	0					790	620	40							
44040														2096		6	0					242	1831	17							
44433														15511		9412	0	2893				2881	2291	927		120	6030				
44741														2076		56	0					194	1821	5							
44750														1767		948	0					641	162	16							
44929														1489		0	990					111	342	46							
45056														552		185	0					218	149	0							
45458														1884		956	0					323	585	20							
45551														14631		9431	0					3285	1880	35							
45560														23577		15314	0					4153	3363	747	8709		4980				
45775														4089		3988	0					99	1	1							
46053														3902		2856	0					590	344	112							
46941														897		0	0					611	286	0							
47247														12554		2500	3053					994	3914	2093	1559						
47500														2503		849	0					18	1367	269							
48374														24770		14150	0					2966	6809	845							
48440														1998		1196	0					677	0	125							
49054														1758		957	0					188	613	0							
49148														1720		1422	0					149	149	0							
49241														20188		16742	0					1678	1247	521							
49652														1040		498	0					148	384	10							
49858														1608		1178	0					210	162	58							
49951														2151		4	0					371	1776	0							
50461														1617		744	0	294				417	356	100			436				
51253														10099		2691	0					3616	3768	24				Escrows Payables			
51356														103		0	0					91	12	0							
51459														2176		791	0					706	567	112							
51842														8202		3078	0		109			4062	580	482	1428			Supplemental Exec Retire Healthcare Benefit			
52719														5975025		5941123	0		2136417	3722391		0	33902	0				Participant fund cash	Payable to participants		
52951														1816		109	0					389	1288	30							
53051														183		0	0					170	13	0							
54058														1763		248	0		5			1065	0	450				ATM Clearing			
54973														123824		56462	0					777	61385	5200	37190		16736				
55336														5211		3271	0					406	1393	141							
55635														883		288	0					222	368	5							
55970														2351		109	0					549	1670	23							
56258														1567		1048	0					280	114	125							
56351														36179		14819	0					3383	17225	752	8950		4436				
56548														8948		54	0					3596	5288	10							
56717														16629		6837	0					602	8649	541							
57451														5303		0	0					1815	2291	1197							
58225														2355		1091	0					386	674	204							
58243														127803		85395	0	1000				17680	22728	2000	513	38302	32353				
58355														590		121	0					348	121	0							
58551														2336		1493	0					803	40	0							
58636														5646		1455	0					924	2680	587							
58757														6230		4164	0					863	856	347							
58971														210701		144281	0					6018	47744	12658	39713		37101				
59316														38801		13632	0					9712	15121	336							
59352														2767		252	0					708	1769	38							
59370														997		86	0					194	408	309							
59754														1980		286	0					372	1297	25							
60330														8832		6600	0					1777	279	176	3433		1895				
60545														1230		0	0					1066	164	0							
60554														303		10	0					162	131	0							
60648														3204		2142	0					148	914	0							
61122														23879		19184	0					450	2827	1418	9054		1095				
61355														10983		61	0					1887	9035	0							
61757														4277		1022	0					1347	1706	202	999						
61832														3115		1998	0					551	280	286							
61953														246		15	0					57	84	90							
62044														3056		1798	3					124	987	144							
62110														2997		440	0					0	2557	0							
62147														262		40	0					59	154	9							
63050														6028		4461	0					520	1047	0							
63069	2263797	0	1607514	0	0	0	0	0	531242	100800	0	0	0									24241									
63201														639		209	0					74	285	71							
63573														3593		792	0					92	2016	693							
63733														9790		2515	0	1				2893	3178	1204	2497			Cardholder Settlement Debit Cards			
64552														3709		2835	0		767			388	323	163			768	Reserve for Other Expenses			
64730														2107		20	0					157	1204	726							
65205														7195		2470	0					9	3871	845							
65559														9913		6217	0					783	2913	0	6105						
65858														14349		2409	0					2619	7934	1387							
66154														2283		757	0					501	951	74							
66275														2101		1107	0					402	507	85							
67142														643		26	0					331	226	60							
67151														9015		6708	0					630	1677	0							
67209														19487		16374	0					730	1575	808							
67254														257		0	0					0	257	0							
67656														13462		3955	0		2737			1667	7192	648	1212			ACCRUED LONG TERM EMPLOYEE BENEFITS			
68671														2669		972	0					1309	368	20							
68756														5261		2986	0					922	1014	339	2334		145				
68831														1727		319	0					307	896	205							
69333														12010		1731	0					3557	5675	1047			1731				
69678														2796		1216	0					319	1231	30							
70218														6288		5371	0					584	308	25			5370				
70638														742		8	0					256	358	120							
70955														265		4	122					36	103	0							
71073														1943		767	0					100	1061	15							
71457														2680		978	0					899	803	0							
71859														990		0	0					3	987	0							
72258														5446		0	0					1829	3475	142							
72351														338		0	0					163	173	2							
72454														883		0	0					564	319	0							
72678														2775		690	0					260	1789	36							
73116														4503		1021	0					111	3205	166							
73152														1105		865	0					198	2	40							
73554														2702		743	1069					512	263	115							
73956														240		124	0					95	13	8							
74056														2692		2146	24					203	219	100							
74140														15428		8143	0		2085			942	5786	557	5403			Unearned Contract Income			
74403														8249		4649	0	1771				508	2420	672			1921		ATM Settlement	SERP	
74449														67		13	0					54	0	0							
75259														3649		853	0					1343	1220	233							
75446														2242		249	0					901	1047	45							
75455														142		0	0					107	15	20							
75633	3504919	0	2144795	0	786859	0	0	0	991450	238709	0	0	980451									129965									
75651														436		0	0					344	92	0							
76153														440		10	224					63	143	0							
76443														351		10	0					50	253	38							
76854														3526		1292	0					372	1480	382							
77150														754		0	60					411	261	22							
77253														2512		885	0					284	980	363							
77422														21564		21273	0					67	119	105							
77851														75309		35729	0					16057	22423	1100	24360						
78157														273		77	0					28	144	24							
78241														424		0	0					174	250	0							
78559														302		27	0					71	184	20							
79042														3996		1526	0	1041				1627	750	93	83						
79127														924		269	0					73	569	13							
79145														2563		477	0					632	964	490							
79257														175		0	51					51	67	6							
79855														1094		0	0					855	239	0							
80150														6164		3898	0					2116	150	0							
80374														963		170	0					54	693	46							
80431														683		0	0					283	374	26							
81175														3827		268	0					624	2588	347							
82033														1001		396	0					324	218	63							
82257														879		731	0					88	60	0							
82350														1190		1018	0					95	77	0							
83375														11173		5880	0					1686	2157	1450							
83638	221642	0	171869	0	0	0	0	0	33131	10792	0	0	121606									5850									
83834														1898		1140	0					191	359	208							
83852														179		1	0					121	57	0							
83955														923		0	0					481	442	0							
84541														25609		16411	0					3213	4434	1551							
85052														562		148	0					222	167	25							
85472														144715		105915	0					2432	32630	3738		53762					
85931														2714		1393	0					1140	105	76							
86349														4603		2091	0					959	1476	77							
86675														7411		5993	0					84	1312	22							
87047														857		477	0					253	97	30							
87234														10996		6966	0					3201	674	155							
87476														1259		245	0					14	912	88							
87579														4292		941	0					779	2105	467			374				
88231														19764		13610	0					1601	2717	1836							
88259														1225		852	0					359	9	5							
88352														1089		462	0	382				375	252	0			80				
88455														6813		20	0					1306	5487	0							
89032														1164		0	0					459	705	0							
89135														1475		1345	0					55	75	0							
89854														717		164	0					365	188	0							
89957														1245		201	0					447	460	137							
90047														135		2	8					88	37	0							
90177														1853		271	208					112	1239	23							
90328														8548		5748	0					501	1819	480							
90337														9878		6284	0					2288	586	720							
90579														6244		3865	0					299	1870	210							
91615														423		0	0					87	308	28							
91950														679		491	0					130	58	0							
92144														62		0	0					62	0	0							
92676														12961		9969	0		2283			151	2325	516			5143	Liability for Pension & Postretirement benefits			
92706														5259		5051	0					183	3	22							
92902														50		32	0					6	12	0							
93244														1422		0	0					1100	195	127							
93543														6309		2415	0					1510	2002	382							
93619	723	0	0	0	0	0	0	0	723	0	0	0	0									0									
94139														7908		5370	0					231	2142	165							
94522														8802		5127	0					805	2738	132							
94755														1176		532	0					303	0	341							
94858														976		420	0					392	130	34							
95051														2281		1062	0	325				695	507	17			498				
95677														368		348	0					1	0	19							
96553														376		0	8					159	209	0							
97055														2605		20	0					1325	1260	0							
97279														602		0	0					260	268	74							
97457														593		130	0					240	223	0							
97804														30613		13074	0					2032	14244	1263							
97943														1726		16	0					1064	646	0							
98351														2886		2529	206					151	0	0							
98463														10653		898	0					3	9500	252							
98717														1406		19	0					1030	353	4							
99143														4758		3737	0					164	807	50							
99376														40301		20809	0	486		450	826	413	17064	2015	2821	14234	1992	Deferred Revenue	Rep and Warranty Reserves	Misc Liabilities	
99442														6821		2951	0					2728	1142	0							
99536														20975		11633	0					5623	3699	20							
99853														50		12	0					35	3	0							
100236														6440		4779	0					536	995	130							
100357														13715		11161	0					1599	631	324							
100562														167331		125650	0		53311	34300		7163	26418	8100				Low income housing fund commitments	SERP & MPL		
100777														3830		1802	0					1826	167	35							
100843														3422		2301	0					304	447	370							
101037														10457		6109	0					1941	2259	148							
101439														505		54	0					237	214	0							
101671														14054		12712	0					837	407	98	3648			LT Lease Liability			
101738														1488		913	0					462	93	20							
101952														729		0	0					216	513	0							
102333														247		33	0					74	140	0							
102342														3983		361	0					2974	648	0							
102557														3113		2478	0					413	222	0							
102874														962		421	0					119	407	15							
103134														252		0	12					78	64	98							
104234														568		292	0					142	134	0							
104542														449		181	0					222	44	2							
104971														107		7	0					0	100	0							
105026														4764		3248	0					450	1056	10							
105473														31337		11342	0					214	18717	1064							
105530														2465		1810	0					323	103	229							
106359														24639		13367	0					3254	6918	1100			10612				
106452														3767		1185	0					152	1990	440							
106676														341		10	0					236	90	5							
107244														928963		628686	60784		260824			41369	49609	148515			204391	Uncalled Contributions for Equity Investments			
107570														3874		962	0					1202	1609	101							
107758														219		155	0					35	29	0							
108072														1416		489	0					72	811	44							
108269														2388		2381	0					6	1	0							
108652														175		0	0					7	155	13							
108746														250		0	0					194	56	0							
108951														4913		2633	0					1128	1002	150							
109136														3939		2392	0					677	310	560							
109154														482		0	0					295	187	0							
109453														2002		360	118					1345	179	0							
109574														6314		4586	0					17	1380	331							
109659														8856		7317	0					495	894	150							
110413														6358		2096	0					83	3727	452	2096						
110936														32908		24080	0					1798	6967	63							
110945														1479		66	0					459	893	61							
110972														362		47	0					115	165	35							
111157														852		475	150					201	26	0	475			DDA Suspense			
111205														5610		744	0					1016	3550	300							
111942														3891		2348	0					493	561	489							
112332														1036		453	0					562	0	21							
112510														583		0	0					90	484	9							
112556														938		420	74					256	188	0							
112837	27152000	0	10959000	0	0	0	0	0	15719000	133000	0	0	0									341000									
113003														50916		2488	47458			1776		2	907	61	190		509	Pension 87	Fasb 106		
113030														1414		0	0					607	719	88							
113441														8216		3328	0					622	4266	0							
113601														27481		18711	0					775	5449	2546							
113740														5016		0	0					2435	2181	400							
114149														3286		57	0					194	3011	24							
114260														43255		22129	0		19019			3699	15777	1650				LIHTC Partnerships			
114457														1699		1361	0					281	33	24							
114774														1274		321	608					168	177	0							
114840														3811		40	0					516	2905	350							
114859														464		290	11					127	36	0							
115146														595		49	54					491	0	1							
115575														7037		4836	0					64	1650	487							
116358														130		13	0					52	65	0							
116554														940		937	0					0	0	3							
116741														515		0	0					418	97	0							
117038														2821	180	1958	0					785	0	78	1777						
117458														8207		3080	0					1373	3754	0							
117775														8296		7221	0	146	6887			24	1040	11			188	Factoring Liabilities			
118156														9577		5459	0					2895	1223	0							
118660														951		730	0					1	220	0							
118736														1591		626	0					272	521	172							
119153														943		189	0					219	406	129	114						
119779														11296		0	0					893	10190	213							
119872														12318		10774	168					203	922	251							
120476														237		2	0					165	70	0							
120542														1537		6	0					1407	74	50							
120609														18388		12410	0					1	4681	1296							
120953														755		2	0					403	322	28							
121642														81260		32178	0					15663	26546	6873		161	32017				
121651														4043		247	0					1798	1991	7							
121914														3741		2867	0					165	709	0							
122153														236		0	0					120	116	0							
122546														427		0	0					365	24	38							
123075														371		99	0					117	155	0							
123374														234		74	0					129	31	0							
124344														6069		2938	0					1641	1290	200							
124830														1927		1321	0					443	143	20							
125154														11705		7015	0		2297			84	4571	35			4718	RETIREMENT BENEFIT OBLIGATION			
125855														26222		0	0					924	25035	263							
126012														11122		8140	0					559	2079	344							
126049														254		0	0					184	69	1							
126375														1625		868	0					327	430	0							
126553														9913		8828	0		222	1615		434	581	70		16	623	Mortgage Liability	Banker's Acceptance		
126834														5653		47	0					4196	1410	0							
127055														2011		0	0					724	1287	0							
127224														1535		0	0					510	1022	3							
128258														324		0	5					168	76	75							
128904														521167		285559	0					28706	190707	16195		72343	96624				
129349														2085		1326	43					287	326	103							
129358														1479		353	0					300	617	209							
129732														163276		55991	0	26595	20230			8226	96242	2817				A/P - due to Broker/Counterparty			
129853														932		43	0					485	404	0							
129910														7225		4351	0					1172	1628	74							
130345														5319		944	0					139	4099	137							
130541														38019		22717	0	3314				5934	7761	1607	198						
131436														6086		3474	0					141	1855	616	3426						
131717														596		423	0		115	305		53	120	0				Escrow Loan Account	Incentive/Launch Support Mastercard conversion		
131940														1147		710	0					254	67	116							
132107														29340		15430	0					1173	11907	830							
132451														314		24	0					192	98	0							
132778														321		54	0					6	259	2							
132938														805		89	0					460	222	34							
133579														8570		6904	0		2102			18	1313	335	2470			RETIREMENT PLAN			
133971														5640		4445	0					62	1116	17							
134156														1270		121	599					192	346	12							
134437														16094		8671	0					1756	5426	241							
134455														1621		874	0					497	250	0							
134848														1560		162	0					707	654	37							
135836														581		0	0					141	418	22							
135854														613		132	114					293	64	10							
136048														1462		570	0					628	264	0							
136338														1947		593	0					347	770	237							
136655														754		296	0					347	111	0							
137205														22779		14447	0					1531	5505	1296							
137447														4779		2787	0					728	1169	95							
137456														319		0	0					116	203	0							
137559														586		149	0					382	55	0							
137643														856		208	0					348	300	0							
137652														36582		20414	5927	16775				788	9238	215							
137915														265675		162933	56650	2794	147156			67	40211	5814				Lease liability			
138051														1011		0	0					697	314	0							
138257														512		194	0					283	10	25							
138556														1322		1049	0					169	94	10							
139133														4257		3104	0					437	716	0	2441		42				
139478														2370		441	0					1	1869	59							
139553														12171		1459	0					1682	8604	426							
139656														45695		21288	0		6145			5943	15963	2501				Operating Lease Liabilities			
139740														29076		16476	0					4748	6308	1544		10003					
139843														22866		7765	0					2685	10148	2268			3813				
140157														2914		16	1109					458	1331	0							
140362														60716		40909	0		26031			847	17853	1107				Pending investment purchase			
140634														466		43	0					423	0	0							
141350														651		40	0					458	153	0							
141556	55151	0	26165	0	0	0	0	0	8784	1236	10025	0	0									18966									
141677														746		300	0					182	264	0							
141958														763		0	0					531	202	30							
142049														955		0	0					282	629	44							
142179														1745		1368	0					122	255	0							
142955														8610		6379	0					1124	767	340							
143372														1804		1420	0					197	161	26							
143662														864481		708576	0					14427	122649	18829		180506					
143859														2475		1015	0					913	547	0							
143952														1130		0	222					127	706	75							
144052														3624		1214	0					808	1477	125							
144155														10059		8583	0					443	953	80			8583				
144678														3878		3108	0					616	113	41							
144856														2880		102	0					927	1836	15							
144913														3727		2290	0					1437	0	0							
145059														982		583	0					343	56	0							
145545														5535		3524	0					1174	504	333							
145554														2402		1143	0					102	868	289							
145741														1056		0	0					799	257	0							
145844														3302		21	0					1003	2278	0							
146056														857		331	0					116	393	17							
146663														5283		2899	0					861	1517	6							
147651														370		0	0					79	291	0							
147679														4008		2624	0					789	574	21							
147857														1738		871	0					817	50	0		50					
147923														3199		1402	0					427	1162	208							
148171														2064		738	188					621	467	50							
148238														2864		605	0					541	1510	208							
148340														852		374	0					293	181	4							
148470														12544		11247	0					332	907	58							
148715														597		141	0					96	360	0							
149150														1739		83	0					323	1333	0							
150035														16771		12232	0					1777	2037	725	4589						
150044														8066		3580	0					390	3387	709							
150727														19160		17570	0					509	515	566							
151957														6165		2633	0					1144	2388	0							
152057														4150		0	0					36	4114	0							
152253														637		1	0					580	56	0							
152440														536		13	0					328	186	9							
153054														2965		512	0					316	1387	750							
153353														15601		6565	0					3033	4818	1185							
154154														4906		2556	0					1461	594	295							
154770														20044		11043	0					1750	5284	1967							
155759														138		0	0					138	0	0							
156457														712		0	0					658	32	22							
156970														1005		65	0					91	711	138							
157155														531		345	0					97	74	15							
157379														478		200	67					0	183	28							
157650														949		222	0					194	515	18							
157744														3364		2268	0					218	778	100							
157856														73		49	0					24	0	0							
158376														429		113	64					240	12	0							
158741														1792		454	0					872	466	0							
159636														47432		9080	0					25025	10843	2484	6745		2100				
159645														1290		0	0					311	959	20							
159953														745		350	0					323	72	0							
159971														14255		13052	0					210	935	58							
160360														7628		5051	0					169	1810	598							
160454														1902		383	0					118	1401	0							
160959														14239		3708	0					4925	4544	1062			3563				
161273														44900		10830	0					0	32657	1413							
161602														72239		50928	0		14502			9205	10486	1620			28245	Commercial Loan Swap Fair Value			
162337														13970		5383	0					5207	2380	1000							
163343														354		25	0					126	0	203							
163549														35264		25122	0					2022	7170	950	22665	2457					
163857														24898		5786	0					1106	17572	434							
164153														1014		792	0					132	90	0							
164331														1311		368	0					122	806	15							
164377														3578		2795	0					502	219	62							
164957														903		0	0					374	345	184							
164975														410		259	0					0	151	0							
165628	946035	0	701285	23445	0	0	0	0	169838	23002	0	457675	0									28465									
165758														1215		100	0					366	658	91							
166111														6168		0	5534					12	622	0							
166531														1368		41	0					374	715	238							
166652														7729		2312	0	114				1814	3603	0			2198				
167453														574		10	0					438	126	0							
167752														68		27	0					20	21	0							
168571														2227		596	0					531	930	170							
169354														1714		238	0					816	413	247							
169653														89655		76596	0					2613	8094	2352			28869				
169756														631		509	0					77	45	0							
170257														321		201	0					46	74	0							
170275														2201		995	0					51	1103	52							
170332														2022		974	0	479				635	221	192	368						
171133	2012	0	1715	0	0	0	0	0	180	15	0	0	1710									102									
171656														821		288	0					334	199	0	287						
171759														794		33	0					181	580	0							
171768														6353		868	0					2121	2776	588							
172251														287		150	0					86	51	0							
172457														2677		1267	382					195	734	99							
172475														5108		3767	0					133	1124	84							
172859														941		93	0					216	632	0							
173306														5817		3265	0					166	2329	57			2899				
173557														913		145	0					36	673	59							
173575														10090		7973	0					4	1597	516	1851						
173641														2999		0	0					2183	654	162							
173959														637		19	0					228	380	10							
174321														549		144	0					126	279	0							
174367														474		344	0					90	16	24							
174572														171658		128111	17769		59005			811	20755	4212				Employee Benefits			
175056														4339		1572	0		63			1957	741	69	1509			CDARS Incoming Ratebridge			
175140														2329		261	0		199			1323	289	456				Personnel			
175458														122		0	0					53	69	0							
175609														2445		1058	915					12	238	222							
176101														25506		10346	0					156	14520	484	6936						
176325														1389		384	0		100			304	701	0	284			Unearned income on bank property being leased			
176464														8523		5745	0					759	1319	700							
176642														585		179	0					184	99	123							
177135														9		7	0					2	0	0							
177443														934		595	0					100	212	27							
177500														140		46	0					5	80	9							
177555														185		96	0					89	0	0							
177751														14650		2675	0					431	11295	249							
178150														2812		2430	0					198	160	24							
178244														910		94	0					738	78	0							
178356														466		81	0					273	112	0							
178851														2582		133	0					324	1825	300							
179148														2494		1986	3					155	346	4							
179335														1351		0	0					889	402	60							
179700														4295	22	1710	0		472			0	2313	272			1216	HISTORICAL TAX CREDIT			
180144														1294		280	0					291	723	0							
180845														487		0	0					398	89	0							
181963														825		454	0					90	281	0							
182951														6662		4313	0					755	1015	579							
183668														7921		7002	0					60	816	43							
183770														8891		6085	0					224	1633	949							
183958														1144		2	166					554	422	0							
184656														2044	427	1536	0					208	280	20	1098						
184759														479		67	0					147	265	0							
185251														36		20	0					11	5	0							
185448														608		216	0					320	72	0							
185859														5387		4	0					1170	649	3564							
186717														23835		21799	0					760	1247	29							
186744														18137		5252	0					3922	8181	782							
187648														1281		1186	0					95	0	0							
187947														23627		11306	0					7044	5202	75		3107					
188056														1374		1	0					943	150	280							
188177														631		5	11					424	191	0							
188430														3513		982	0		170			46	2373	112	12		538	Deferred builder commitment fees			
188449														1489		153	0		97	12	44	823	279	234				RE TAX PAYABLE	PREPAID SAFE DEP BOX	KPMG PAYABLE	
188720														2187		749	0					666	696	76							
188739														492		0	0					371	121	0							
188917														1222		619	0					157	414	32							
189129														5933		1392	0					436	3498	607							
189950														1119		255	0					824	40	0							
190563														1841		633	0					466	640	102							
190648														1047		124	0					715	208	0							
190947														285		0	6					46	103	130							
190956														1222		126	0					974	122	0							
191355														1835		0	0					1529	36	270							
191935														12433		7767	0					3443	1125	98							
192147														2550		0	0					260	1870	420							
192558														3367		1990	68	1979				439	831	39							
192651														207		13	0					82	112	0							
192857														3033		1916	0					721	296	100							
193162														1019		0	0					110	909	0							
193537														1860		76	0					877	707	200							
193649														1340		0	0					353	650	337							
193809														38386		30398	712					352	6156	768							
194440														1265		1	0					1071	193	0							
194570														304		222	0					10	72	0							
194936														1052		4	0					491	337	220							
195111														23791		20963	0					811	1877	140							
195157														255		15	2					81	144	13							
195456														575		7	256					236	50	26							
196752														1045		95	67					384	499	0							
196800														8607		1228	0					4	6775	600							
197142														7940		6262	0					1144	455	79							
197254														308		0	22					148	138	0							
197302														6300		3186	0					286	2828	0							
197478	1312559	0	1118574	0	0	367922	0	0	127472	47005	0	291321	0									19508						Notes Payable			
197759														1552		6	56					738	752	0							
198073														889		299	0	299				485	105	0							
198149														1985		136	0					853	951	45							
198251														1916		49	51					446	1051	319							
198961														417		191	0					14	82	130							
199137														176		21	0					34	121	0							
199351														821		236	0					553	32	0							
199436														666		0	0					392	244	30							
199463														3831		264	0					2312	1250	5							
200435														9520		5633	0		2152			1389	1847	651	1178		2040	Debit Card Settlement			
201254														904		178	0					540	186	0							
201834														21525		7610	0					2762	10597	556		1645	5723				
202514														992		0	0					160	479	353							
202541														411		0	0					256	155	0							
202907														131747		90286	0					3602	36407	1452			40677	Investment Purchase Commitment			
