"IDRSSD"	RCFD2143	RCFD2150	RCFD2651	RCFD3163	RCFD3164	RCFD3190	RCFD4088	RCFD6164	RCFD6165	RCFDA590	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJA29	RCFDJF76	RCFDK192	RCFDK193	RCFDK194	RCFN5513	RCON2143	RCON2150	RCON2651	RCON3163	RCON3164	RCON3190	RCON4088	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB569	RCONB570	RCONB571	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJA29	RCONJF76	RCONK192	RCONK193	RCONK194	RCONL133	RCONL135	RCONLG26	RCONLG27	RCONLG28	RCONLL57	RCONLL59	RCONLL60	RCONMM07	RCONMQ52	RCONN523	RCONN524	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
	INTANGIBLE ASSETS	OTHER REAL ESTATE OWNED	FHLB ADVANCES MATURING <= 1 YEAR	GOODWILL	MORTGAGE SERVICING ASSETS	OTHER BORROWED MONEY	IS CU WEB SITE INTERACTIVE?	AGGREG AKT OF EXT OF CREDIT TO EXECS	NBR OF EXEC OFFCRSEPRIN SHAREHOLDERS	ESTMTD FAIR VAL OF MTG SERVNG ASSETS	DOES RPRTNG BANK SELL MUTUAL FUNDS?	ASSETS MANAGED: MUTUAL FUNDS&ANNUITY	OTHER BORR0WINGS MATURING <= 1 YEAR	FHLB ADVS:RMNG MAT/REPRNG DT 1 YR LE	FHLB ADVS:RMNG MAT/REPRNG DT 1-3 YRS	FHLB ADVS:RMNG MAT/REPRNG DT 3-5 YRS	FHLB ADVS:RMNG MAT/REPRNG DT OVR 5 Y	FHLB ADVANCES: STRUCTURED ADVANCES	OT BRWD MNY:WT RMNG MAT/REPR DT 1 YR	OT BRWD MNY:WT RMNG MAT/REPR DT 1-3 	OT BRWD MNY:WT RMNG MAT/REPR DT 3-5 	OT BRWD MNY:WT RMNG MAT/REPR DT OV 5	SECURED LIBLTIES:AMT OF	Cost of equity securities with readi	All other intangible asset	ASSET CVR LS SHR FDIC OREO PRTN PROT	CPTV INS SUB TOTAL ASSET CPTV INS SU	CPTV INS SUB TOTAL ASSET CPTV REINS 	ALL OTHR RE OWNED IN FOREIGN OFFICES	INTANGIBLE ASSETS	OTHER REAL ESTATE OWNED	FHLB ADVANCES MATURING <= 1 YEAR	GOODWILL	MORTGAGE SERVICING ASSETS	OTHER BORROWED MONEY	IS CU WEB SITE INTERACTIVE?	CONSTRCTN&LAND DEVLPMNT IN DOMS OFFC	FARMLAND IN DOMESTIC OFFICES	1-4 FMLY RESDTL PROPTS IN DOMS OFFCS	MULTIFMLY RESDTL PROPTS IN DOMS OFFC	NONFRM NONRESDTL PROPTS IN DOMS OFFC	AGGREG AKT OF EXT OF CREDIT TO EXECS	NBR OF EXEC OFFCRSEPRIN SHAREHOLDERS	ESTMTD FAIR VAL OF MTG SERVNG ASSETS	DOES RPRTNG BANK SELL MUTUAL FUNDS?	ASSETS MANAGED: MUTUAL FUNDS&ANNUITY	OTHER BORR0WINGS MATURING <= 1 YEAR	FHLB ADVS:RMNG MAT/REPRNG DT 1 YR LE	FHLB ADVS:RMNG MAT/REPRNG DT 1-3 YRS	FHLB ADVS:RMNG MAT/REPRNG DT 3-5 YRS	FHLB ADVS:RMNG MAT/REPRNG DT OVR 5 Y	FHLB ADVANCES: STRUCTURED ADVANCES	OT BRWD MNY:WT RMNG MAT/REPR DT 1 YR	OT BRWD MNY:WT RMNG MAT/REPR DT 1-3 	OT BRWD MNY:WT RMNG MAT/REPR DT 3-5 	OT BRWD MNY:WT RMNG MAT/REPR DT OV 5	SECURED LIBLTIES:AMT OF	SECURED LIBLTIES:AMT OF	BK ACT AS TR CUST IRA, HSA, & OTHR?	BK CUST OTHR SRVC SL PRCH SCTY?	Cost of equity securities with readi	All other intangible asset	ASSET CVR LS SHR FDIC OREO PRTN PROT	CPTV INS SUB TOTAL ASSET CPTV INS SU	CPTV INS SUB TOTAL ASSET CPTV REINS 	INST USE HOLA QTL OR IRS DBLA	INST COMPLY W HOLA QLT OR IRS DBLA	Number of outstanding PPP Loan	Outstanding balance of PPP loan	Outstanding balance of loans pledged	Quarterly average amount of PPP loan	Outstanding balance of borrowings fr	Outstanding balance of borrowings fr	Estimated number of international re	Estimated number of international re	EST NUMBER OF REMITTANCE TRANSFERS	EST DOLLAR OF REMITTANCE TRANSFERS	URLS PUB WEB TO ACCPT OR SOLICT DEPS	TRD NM OTR THN LGL TTL ID INST DEPS	URLS PUB WEB TO ACCPT OR SOLICT DEPS	TRD NM OTR THN LGL TTL ID INST DEPS	URLS PUB WEB TO ACCPT OR SOLICT DEPS	TRD NM OTR THN LGL TTL ID INST DEPS	URLS PUB WEB TO ACCPT OR SOLICT DEPS	TRD NM OTR THN LGL TTL ID INST DEPS	URLS PUB WEB TO ACCPT OR SOLICT DEPS	TRD NM OTR THN LGL TTL ID INST DEPS	URLS PUB WEB TO ACCPT OR SOLICT DEPS	TRD NM OTR THN LGL TTL ID INST DEPS	URLS PUB WEB TO ACCPT OR SOLICT DEPS	URLS PUB WEB TO ACCPT OR SOLICT DEPS	URLS PUB WEB TO ACCPT OR SOLICT DEPS	URLS PUB WEB TO ACCPT OR SOLICT DEPS	URL	
37																														0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.bankofhancock.com	
242																														0	0	1000	0	0	3000	true	0	0	0	0	0	0	0	0	true		0	1000	527	1423	50	0	0	0	0	0	0	0	true	false		0						0	0	0	0	0	0																					www.fcbxeniaflora.com	
279																														205	9104	13000	0	205	41567		3355	0	0	5749	0	1918	2	205			0	13000	28567	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.broadstreet.bank	
354																														0	0	27370	0	0	27370		0	0	0	0	0	38	0	0			0	27370	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.bisonstatebank.com	
457																														0	226	3500	0	0	7000		0	0	226	0	0	516	0	0			0	3500	3500	0	0	0	0	0	0	0	0	0			3	0						0	0	0	0	0	0																					www.lowrystate.bank	
505																														1721	0	10000	1595	126	20000		0	0	0	0	0	9270	1	126			0	10000	10000	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					https://ww.bsnb.com	
1155																														9124	0	0	8580	0	0		0	0	0	0	0	6279	4	0			0	0	0	0	0	0	0	0	0	0	0	0			0	544						1	1	0	0	0	0					www.rvrbankchecking.com																www.rvr.bank	
1351																														0	100	0	0	0	0		0	0	0	0	100	4912	6	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.bankofgrandin.net	
1454																														590	0	0	0	0	0		0	0	0	0	0	30440	11	0			0	0	0	0	0	0	0	0	0	0	0	0			9	590						1	5	0	0	0	0																					WWW.HILLTOP.BANK	
1669																														0	0	0	0	0	0		0	0	0	0	0	5488	5	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.lnbparis.com	
1856																														98	0	2000	98	0	2000		0	0	0	0	0	150	0	0			0	2000	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.washitastatebank.com	
2161																														0	330	0	0	0	0		0	0	330	0	0	3607	1	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						1	3	0	0	0	0																					www.lamarnational.com	
2732																														1112	0	0	0	0	0		0	0	0	0	0	19408	3	0			0	0	0	0	0	0	0	0	0	0	0	0			0	1112						0	0	0	0	0	0						Albank															www.albanybank.com	
2750																														0	0	0	0	0	1190		0	0	0	0	0	1326	1	0			1190	0	0	0	0	0	1190	0	0	0	0	1190			0	0						0	0	0	0	0	0																					www.genoacb.com	
3252																														0	0	0	0	0	0		0	0	0	0	0	3200	1	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					https://www.fnbgordon.com	
3720																														0	0	0	0	0	0		0	0	0	0	0	4541	1	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.myboc.bank	
3971																														8919	0	5500	7276	0	55500		0	0	0	0	0	0	0	0			0	5500	50000	0	0	0	0	0	0	0	0	0			960	1643						0	0	0	0	0	0																					www.midcountrybank.com	
4231																														0	0	0	0	0	0		0	0	0	0	0	255	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.fmbanksylvania.com	
5069																														0	0	0	0	0	0		0	0	0	0	0	700	1	0			0	0	0	0	0	0	0	0	0	0	0	0			1200	0						0	0	0	0	0	0																						
5135																														1042	491	0	1042	0	1039		0	234	257	0	0	5497	2	0			0	0	0	0	1039	0	0	0	0	0	0	0				0						0	0	0	0	0	0						Fisrt State Bank of Arlington		First State Bank of Colquitt		Firts State Bank of Albany		First State Bank of Donalsonville		First State Bank of Leesburg		Fisrt STate Bank of Bainbridge					fsbanks.com	
5210																														71622	0	115000	56065	0	240000		0	0	0	0	0	15629	4	0			0	115000	125000	0	0	0	0	0	0	0	0	0			1044	15557						0	0	0	0	0	0					www.traditions.bank	Traditions Bank, A Division of ACNB Bank															http://www.acnb.com	
5461																														25	0	1498	0	0	11883		0	0	0	0	0	0	0	0			0	1498	10385	0	0	0	0	0	0	0	0	0			0	25						0	0	0	0	0	0																					www.bankbac.com	
5751																														844	0	0	844	0	0		0	0	0	0	0	4545	2	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.kcbks.bank	
6039																														0	3300	0	0	0	2640		0	0	0	0	3300	633	0	0	true	0	2640	0	0	0	0	0	2640	0	0	0	0	0	false	false		0	0					0	0	0	0	0	0																					www.pineland.bank	
6329																														0	1494	0	0	0	0		1411	0	83	0	0	1317	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0					3	4	0	0	0	0																					www.abbank.com	
7009																														0	0	0	0	0	0		0	0	0	0	0	25550	5	0			0	0	0	0	0	0	0	0	0	0	0	0			1010	0						0	0	0	0	0	0																					http://www.bessemertrust.com	
7045																														0	0	0	0	0	0		0	0	0	0	0	3192	3	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0					0	0	0	0	0	0																					http://www.banktpb.com	
7072																														6201	0	0	5478	293	15000		0	0	0	0	0	432	0	1251			0	0	15000	0	0	0	0	0	0	0	0	0			0	430				2	true	0	0	0	0	0	0																					www.wallkill.com	
7456																														0	0	0	0	0	0		0	0	0	0	0	1575	1	0			0	0	0	0	0	0	0	0	0	0	0	0			2	0						0	0	0	0	0	0					www.bankofhartington.net		www.bankofhartington.online														www.bankofhartington.com	
7634																														0	0	0	0	0	0		0	0	0	0	0	1490	1	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					THEFOURCOUNTYBANK.COM	
8462																														0	0	0	0	0	0		0	0	0	0	0	2987	3	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					http://www.perrytonbank.com	
8631																														0	0	0	0	0	0		0	0	0	0	0	444	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.pcbsm.com	
9357																														40787	0	40000	28667	0	40000		0	0	0	0	0	0	0	0			0	40000	0	0	0	0	0	0	0	0	0	0			970	12120						0	0	0	0	0	0																					scale.bank	
9553																														0	0	1998	0	0	58730		0	0	0	0	0	434	0	0			300	1998	2692	5998	47742	24555	300	0	0	0	0	300			0	0						0	0	0	0	0	0																					www.adamscountybank.net	
9807																														0	1823	0	0	0	0		1349	0	474	0	0	13792	3	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0					0	0	0	0	0	0																					www.amboybank.com	
9955																														0	0	9871	0	0	25903		0	0	0	0	0	1929	2	0			0	13980	10548	1375	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.fusion.bank	
10250																														0	0	5000	0	0	5000		0	0	0	0	0	5257	3	0			0	5000	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.thebankofelkriver.com	
10849																														694	0	0	694	0	2700		0	0	0	0	0	15237	3	0			2700	0	0	0	0	0	2700	0	0	0	0	0				0						0	0	0	0	0	0																					https://www.firststatebk.com	
11145																														589	72	7000	450	0	17000		0	0	0	0	72	4904	2	0	false	0	0	7000	0	10000	0	0	0	0	0	0	0	0	false	false		139	0					0	0	0	0	0	0																					www.losb.com	
11640																														0	0	0	0	0	0		0	0	0	0	0	12288	3	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.fnbclarksdale.com	
11837																														0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.farmbk.com	
12030																														0	560	0	0	0	0		0	0	0	0	560	216	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.fnbsouth.net	
12142																														0	165	0	0	0	0		0	0	0	0	165	627	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.clevelandstatebank.com	
12311	10977107	22435	5002290	9251810	741337	16896712		113962	3	741337	true	0	94332	5002290	3647963	5000	666	0	450262	5504464	1183927	1102140	899838	35264	983960	0			0						16896712		2023	0	20412	0	0																0		true	true								495	4568	0	0	0	0					apply.huntington.com																www.huntington.com	
12647																														0	0	0	0	0	8850		0	0	0	0	0	1514	1	0			0	0	3000	1850	4000	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					http://www.PORTAGECOUNTYBANK.COM	
12946																														36444	145	0	28975	0	0		0	0	0	0	145	3871	3	0			0	0	0	0	0	0	0	0	0	0	0	0			3348	7469						1	19	0	0	0	0																					www.myfarmers.bank	
13103																														17070	0	873	14250	0	6698		0	0	0	0	0	15610	1	0	false	0	5183	873	0	530	112	0	5183	0	0	0	0	4929	false	false	1506	2820	0					1	589	0	0	0	0																					www.bristolcountysavings.com	
13251																														428	0	0	0	428	0		0	0	0	0	0	64	0	428			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.elysianbank.net	
13457																														505	0	0	0	0	0		0	0	0	0	0	1878	1	0			0	0	0	0	0	0	0	0	0	0	0	0			0	505						0	0	0	0	0	0																					www.legendswest.bank	
14155																														0	0	2500	0	0	2500		0	0	0	0	0	1939	1	0			0	2500	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					https://www.fandcbank.com	
14650																														0	65	0	0	0	0		0	0	65	0	0	10436	4	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.banklg.com	
14753																														0	0	0	0	0	0		0	0	0	0	0	3907	3	0			0	0	0	0	0	0	0	0	0	0	0	0			4	0						0	0	0	0	0	0																					www.fsbbucklin.com	
14865																														446	0	0	0	0	0		0	0	0	0	0	2032	2	0			0	0	0	0	0	0	0	0	0	0	0	0			0	446						0	0	0	0	0	0						Bank of Eastern Washington, a branch of Bank of Eastern Oregon															www.beobank.com	
14977																														17	0	0	0	0	0		0	0	0	0	0	88	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false		17	0					0	0	0	0	0	0																					firstfedlfd.com	
16551																														4276	0	3000	2433	1843	24500		0	0	0	0	0	869	0	1843			0	3000	17500	4000	0	24500	0	0	0	0	0	0			0	0						0	0	0	0	0	0					www.vacationpropertyloans.com																http://www.northviewbank.com	
17110																														0	0	0	0	0	0		0	0	0	0	0	1695	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	29554	0	0					0	0	0	0	0	0																					www.haverfordquality.com	
17147																														837558	1264	465000	782341	9995	1307187		0	0	960	0	304	2487	2	14403	true	0	1078	465000	540000	50000	244192	460000	1078	0	0	6917	0	0	true	false		45222	0					4	440	0	0	0	0						First Merchants Private Wealth Advisors, A Division of First Merchants Bank		Gold Shield Lending, A Division of First Merchants Bank		First Savings Bank, A Division of FIrst Merchants Bank											http://www.firstmerchants.com	
17259																														0	0	0	0	0	0		0	0	0	0	0	292	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0						THE FIRST NATIONAL BANK IN COMANCHE															WWW.FNBMARLOW.COM	
17950																														4220	0	0	3677	0	0		0	0	0	0	0	4288	1	0			0	0	0	0	0	0	0	0	0	0	0	0			7	543						1	2	0	0	0	0					www.bankofjoliet.com	BANK OF JOLIET, BANK OF THERMOPOLIS	www.bankofthermopolis.com	BANK OF HARLEM, BANK OF RED LODGE	www.bankofharlemmt.com	BANK OF GREYBULL, BANK OF LOVELL	www.bankofredlodge.com	BANK OF POWELL	www.bankofgreybull.com	BANK OF BUTTE, BANK OF PLENTYWOOD	www.bankoflovell.com	BANK OF MALTA, BANK OF GLASGOW	www.bankofpowell.com	www.bankofbutte.com	www.bankofplentywood.com	www.bankofmaltamt.com	www.bankofbridger.com	
17978																														0	211	0	0	0	0		211	0	0	0	0	1081	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0				2	true	0	0	0	0	0	0																					www.elizfed.com	
18050																														0	0	0	0	0	0		0	0	0	0	0	22723	5	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.fnbbastrop.bank	
18827																														43144	533	50000	35325	0	50000		0	0	533	0	0	52639	3	0			0	50000	0	0	0	0	0	0	0	0	0	0			40	7819						0	0	0	0	0	0																					www.nextierbank.com	
18836																														0	0	0	0	0	0		0	0	0	0	0	423	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.caponvalleybank.com	
18854																														10918	462	0	10197	0	0		462	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	721	0					0	0	0	0	0	0																					www.bank7.com	
19356																														771	256	5500	762	0	5500		0	0	256	0	0	80	0	0			0	5500	0	0	0	0	0	0	0	0	0	0				9						0	0	0	0	0	0																					www.sbtmiami.com	
19936																														0	136	5041	0	0	5041		0	0	0	0	136	6970	1	0			0	5041	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.cbkamericus.com	
19972																														0	0	0	0	0	0		0	0	0	0	0	649	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																						
20053																														0	0	0	0	0	7000		0	0	0	0	0	266	0	0			0	0	7000	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.securityonlinebank.com	
20633																														0	315	20373	0	0	20895		180	0	135	0	0	3949	1	0			0	20373	522	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0						MCNB BANKS															www.mcnbbanks.com	
20857																														5291	897	3475	5247	0	9341		0	0	0	0	897	600	1	0			6	3475	624	1366	2987	2177	6	152	232	499	0	0				44						0	0	0	0	0	0					fmbankminnesota.com		granitefallsbank.com														mybankfm.com	
21256																														0	0	0	0	0	0		0	0	0	0	0	112	1	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.statebankofburrtononline.com	
21359																														0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.asbgrygla.com	
21658																														0	0	0	0	0	24991		0	0	0	0	0	575	0	0	true	0	0	0	16760	7931	300	24991	0	0	0	0	0	0	true	false	0	0	0					0	0	0	0	0	0																					www.alliancebank.us	
22048																														0	0	0	0	0	406		0	0	0	0	0	15175	3	0			0	0	0	0	406	406	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.unionbnk.com	
22543																														3420	0	0	0	3420	0		0	0	0	0	0	1188	1	3420			0	0	0	0	0	0	0	0	0	0	0	0			36	0						0	0	0	0	0	0																					www.ssbankmi.com	
22552																														0	0	37	0	0	1016		0	0	0	0	0	882	1	0			0	37	76	79	402	0	0	0	0	422	28725	0			0	0						1	22	0	0	0	0																					http://www.firstsoutheastbank.com	
22730																														0	0	0	0	0	139		0	0	0	0	0	681	0	0			0	0	0	139	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.westunionbank.com	
23456																														3948	348	0	2414	0	518		0	0	0	0	348	854	0	0			0	0	0	0	0	0	0	0	518	0	0	0				1534						0	0	0	0	0	0																					www.mykindofbank.com	
23504																														156583	0	375000	151668	2186	492630		0	0	0	0	0	644	1	2969	true	0	57630	375000	0	60000	0	0	57630	0	0	0	0	0	true	false		2729	0					0	0	0	0	0	0																					www.dime.com	
23643																														0	308	1000	0	0	2000		0	0	0	0	308	3205	4	0			0	1000	1000	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.commercial-bank.net	
23755																														971	0	330	0	971	2346		0	0	0	0	0	3009	2	2792			0	330	2016	0	0	2346	0	0	0	0	0	0			0	0						0	0	0	0	0	0						FNC Bank															www.fnc.bank	
24378																														0	0	1000	0	0	6000		0	0	0	0	0	648	0	0			0	1000	5000	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.gblbank.com	
24659																														751	0	0	716	0	0		0	0	0	0	0	157	0	0			0	0	0	0	0	0	0	0	0	0	0	0			2	35						0	0	0	0	0	0																					www.producestatebank.com	
24949																														693	0	0	0	693	8750		0	0	0	0	0	50	0	1039			0	0	0	8750	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					http://www.baraboobank.com	
25357																														0	1201	0	0	0	0		0	0	600	0	601	2034	1	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0					https://www.redneck.bank																https://www.allamerica.bank	
25647																														0	0	39000	0	0	39000		0	0	0	0	0	0	0	0	false	0	0	39000	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0					0	0	0	0	0	0																					WWW.FIRSTSECUREBANK.COM	
26765																														3454	1668	0	3454	0	0		0	1668	0	0	0	97697	4	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.vantage.bank	
27070																														16509	0	45000	15394	440	113600		0	0	0	0	0	1147	0	440			0	45000	28100	35500	5000	0	0	0	0	0	0	0			0	675						0	0	0	0	0	0																					www.prevail.bank	
27614																														2654	0	0	2654	0	0		0	0	0	0	0	1781	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.andover.bank	
27847																														0	937	27000	0	0	27000		24	910	3	0	0	285	0	0			0	27000	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0					www.diamondbanking.com																www.diamond.bank	
28013																														80	0	438483	0	80	844219		0	0	0	0	0	715	1	80	true	0	96930	438483	267343	0	0	0	96930	5668	857	34938	0	124533	true	false	0	0	0			1	true	0	0	0	0	0	0																					www.enorthfield.com	
28152																														2702	2318	0	2702	0	0		0	0	0	0	2318	189	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false		0	0					0	0	0	0	0	0					www.facebook.com/harvestbank																www.harvestbank.com	
28675																														380	0	25000	0	380	33593		0	0	0	0	0	516	0	380	false	0	593	25000	0	8000	0	11000	593	0	0	0	0	0	true	false		0	0			1	true	0	0	0	0	0	0																					www.cumberlandfederal.com	
28732																														0	0	0	0	0	0		0	0	0	0	0	2433	1	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.bankwithpeoples.com	
29476																														199	0	1500	199	0	1500		0	0	0	0	0	4466	4	0			0	1500	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					eriverbank.com	
29636																														13085	1596	0	13030	0	0		0	0	0	0	1596	394	0	0			0	0	0	0	0	0	0	0	0	0	0	0			750	55						0	0	0	0	0	0																					www.thecitizensbankphila.com	
29878																														0	4468	0	0	0	0		0	0	782	1332	2354	2297	1	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0				1	true	0	0	0	0	0	0																					www.maspethfederal.com	
30052																														2953	0	0	1231	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				1722						0	0	0	0	0	0																					www.amistadbank.com	
31134																														0	0	0	0	0	0		0	0	0	0	0	7762	3	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		0	0					0	0	0	0	0	0																					www.fnbwaynesboro.com	
31255																														933	1900	0	933	0	0		0	0	0	0	1900	793	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false		0	0					0	0	0	0	0	0																					www.centralbankhouston.com	
31657																														0	0	0	0	0	0		0	0	0	0	0	343	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.fsbbenwheeler.com	
31826																														897	380	0	865	32	0		0	0	380	0	0	6492	1	32	true	75451	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0					0	0	0	0	0	0																					www.powellvalleybank.com	
31835																														0	24	0	0	0	0		0	0	24	0	0	5262	4	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.bankofanguilla.com	
32234																														4309	0	0	3935	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	374						0	0	0	0	0	0					www.qwickrate.com																www.firstnbtc.com	
32766																														1595	0	19000	1062	0	19000		0	0	0	0	0	0	0	0			0	19000	0	0	0	0	0	0	0	0	0	0				533						0	0	0	0	0	0																					http://www.LBTEXAS.com	
32971																														292	0	0	0	292	17500		0	0	0	0	0	1084	0	292			0	0	5000	12500	0	10000	0	0	0	0	0	0			60	0				1	true	0	0	0	0	0	0																					www.secfedbank.com	
33147																														0	93	3000	0	0	11000		0	0	93	0	0	19262	2	0			0	3000	8000	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0					www.firstmissouri.bank	First Missouri State Bank of Cape County	www.firstmissouristatebank.com	First Missouri State Bank													www.myfm.bank	
33259																														0	0	24000	0	0	24000		0	0	0	0	0	390	0	0			0	24000	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0					www.remotedeposit.premierbanks.com		www.olb-ebanking.com														www..premierbanks.com	
33370																														0	0	1500	0	0	4082		0	0	0	0	0	113	0	0	false	0	0	1500	0	0	2582	0	0	0	0	0	0	0	false	false		0	0			1	true	0	0	0	0	0	0																					www.homesavingsbanknky.com	
33839																														0	0	0	0	0	222		0	0	0	0	0	352	0	0			0	0	222	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					http://www.psbofcolfax.com	
34537																														1221931	4250	570000	1038617	29131	775000		0	0	82	0	4168	3629	4	29131	true	0	0	775000	0	0	0	320000	0	0	0	0	0	0	true	true		154183	0					5	104	0	0	0	0																					www.seacoastbank.com	
34555																														1137	0	350	764	373	3230		0	0	0	0	0	6661	2	373	true	0	0	358	2000	0	872	0	0	0	0	0	0	0	true	true		0	0					1	0	0	0	0	0					www.mabank.com/investments/products-and-services		www.mabank.com/investments/our-team														www.mabank.com	
34742																														570	358	41000	570	0	41000		0	0	328	0	30	3006	2	0			0	41000	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0					https://www.urfirst.com																http://www.fwbank.com	
35057																														1109	720	0	0	1109	0		720	0	0	0	0	0	0	1109	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false		0	0					1	2	0	0	0	0																					www.alliantbank.com	
35301	8702000	0	3500000	7832000	0	17401000		6750000	2	0	false	0	2943000	3500000	0	0	0	0	3816000	42000	1993000	8050000	151000	4000	870000	0	0	0	0						17369000		0	0	0	0	0																0		true	true								0	0	0	0	0	0																					www.statestreet.com	
