"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1545	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDJ451	RCFDJ454	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCFDPV05	RCFDPV06	RCFDPV07	RCFDPV08	RCFDPV09	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLE75	RCONLG24	RCONLG25	RCONPR04	RCONPR05	RCONPR06	RCONPV05	RCONPV06	RCONPV07	RCONPV08	RCONPV09	RIADG377	
124344																																																																				0	4931	150812		5848			30111	14212		0	590189	0	0	0	103193	4669		129047	13456	7247	9830	8527	5040	58810	169914	48042	156477	59018	38127	15416				0	15			5098	12143	94143	161065							0														481318				0		0	813		1226													1910			CONF	CONF										
124830																																																																				0	20988	17225		10609			7197	0		17	120586	0	0	0	32914	353		53664	6382	5302	11419	9044	743	0	24212	17768	20887	16810	7563	0				347	0			1971	7024	15186	5248							0														16718				16		0	7		640													860			CONF	CONF										
125154																																																																				0	20309	7359	0	0	8021	0	8021	0		1091	144917	250	0	0	28362	1055	0	9525	32	0	2293	66	3809	21829	13505	3197	12765	12967	43934	30435	0	0	0	432	426	0		0	203	212	53796	0	0				0	0													0	26986				0	19812	0	19812	0	1507	0	0	0	0	0	0	0	0	0	0	0	0	2582	0	0	CONF	CONF									0	
125855																																																																				0	114398	44523		42182			220875	3858		464	1103855	0	0	0	111791	637		389474	51529	13899	35521	4045	1166	5378	653957	175508	91272	22418	15546	16075				1269	1089			5432	109886	221584	203782							124														1103855				608		7250	0		3246													11589			CONF	CONF										
126012																																																																				0	0	61210		0			19538	3910		0	330326	0	0	0	66093	1630		19079	2004	396	842	19640	24008	19079	45354	3314	22434	131795	55091	5545				0	2			1454	16942	40713	79017							0														217117				4854		0	4434		35200													183			CONF	CONF										
126049																																																																				0	1265	2034		6197			12940	26		1641	79188	0	0	0	21609	1152		27377	1070	5995	7592	6451	454	48	5415	14953	14400	15684	6779	310				0	55			6598	6050	11575	5774							0														61129				281		0	0		622													1650			CONF	CONF										
126375																																																																				0	0	0		644			0	0		0	96804	0	0	0	91726	399		812	0	36	370	1016	26587	63193	190	599	924	799	2213	352				0	0			0	35	407	935							0														0				0		0	13		1323													1322			CONF	CONF										
126553																																																																				0	0	29908	0	0	29568	0	29568	31914		2722	452492	712	0	0	224877	8190	130900	84898	6700	24095	41982	52491	50164	49445	63419	40570	49760	39132	28374	6409	0	0	0	0	166	0		27934	4536	35119	50814	0	0				167	0													0	213971				167	44	0	44	0	5126	0	0	0	0	0	0	0	0	0	0	0	0	2286	0	0	CONF	CONF									0	
126834																																																																				0	16717	20030		3874			41198	13750		0	454012	0	0	0	67381	7102		116503	11328	25071	19118	9311	289	66	86686	116485	60450	63312	47986	11608				0	0			34087	25712	58797	135421							0														0				0		0	11		8146													21786			CONF	CONF										
127055																																																																				0	0	3699		0			6407	713		1139	85660	0	0	0	25578	1430		16908	356	1735	5660	10602	3022	4202	8581	7021	19389	21357	3419	134				909	47			631	1687	17260	24711							0														40887				0		0	39		523													887			CONF	CONF										
127224																																																																				0	2059	572		0			12540	2327		1292	202761	0	0	0	129513	7038		28853	6769	9416	28841	40656	28931	13320	11550	1118	11376	24420	17461	7024				0	1156			3394	0	19670	2059							265													0	0				34		0	0		11163													9978			CONF	CONF									0	
128258																																																																				0	7159	197		12092			2471	0		74	25276	0	0	0	0	0		8424	0	0	0	0	0	0	2148	6580	4457	4682	1104	6305				121	0			0	0	2294	0							0														0				0		0	5		462													401			CONF	CONF										
128904																																																																				0	84	3474038	0	0	3111525	0	3111525	1715609		1885633	22950008	0	0	258754	5447791	52170	1633944	2312649	80208	191762	411699	538055	977462	3226746	8112276	888892	2006757	2699415	3038015	641052	0	0	0	0	38231	0		54359	432906	1685835	4319301	0	0				1180	3933														10230058				64384	3015	557267	3015	0	6288	0	0	0	4572	54278	4354	0	0	0	0	0	0	165956	4354	169116	CONF	CONF				140907	95934	12572	18800	289055		
129349																																																																				0	8967	541		3695			26520	8		0	114108	0	102	0	42859	913		24856	1888	4777	14371	18530	2716	352	6319	11974	18328	24296	10172	0				0	0			3718	125	4048	9713							0													0	0				137		0	0		8088													4811			CONF	CONF									0	
129358																																																																				0	362	4241		363			4021	9403		0	263540	706	0	0	120492	7624		95949	20724	33965	60534	3326	64	1879	53840	23924	58751	7089	115	33				0	172			15408	19696	25561	56182							0													0	149558				0		0	16		287													418			CONF	CONF									0	
129732																																																																				0	1027	476883	83002	0	2326078	0	2326078	64839		1259	7484958	0	734559	12783	200770	10393	96070	1591357	15915	16944	47959	45856	34506	39189	4007791	359350	1199159	1212279	392350	46385	0	0	0	0	6176	0		17297	357981	1520861	1035578	0	734559				0	505														2212746				34479	475681	167721	558683	0	30	0	0	0	0	0	34479	0	0	0	0	0	0	4823	34479	0	CONF	CONF										
129853																																																																				0	40864	1174		47050			16170	0		3696	154641	0	0	0	19330	0		64391	1620	2793	4169	8434	2314	0	29638	30350	23304	40089	7998	754				4	0			1646	0	18171	367							0													0	26989				739		0	201		2923													3045			CONF	CONF									0	
129910																																																																				0	40469	36480		7577			12147	14820		296	507196	0	0	0	206687	3900		32329	16110	38457	18091	56962	13405	63397	28765	55611	41966	83920	35966	54281				0	10			17244	27518	67634	65821							679														341298				373		0	0		2992													3601			CONF	CONF										
130345																																																																				0	6485	4307		8513			70055	1765		2243	350416	0	0	0	75073	2360		119071	2126	6965	22513	25587	13832	3969	35108	74872	106392	50086	8227	285				0	0			7930	26560	60744	82239							0														137000				8		0	1397		263													482			CONF	CONF										
130541																																																																				0	29406	420110	0	33532	586406	0	586406	517552		65429	4888370	0	0	0	805292	47750	303696	472403	21397	44509	90897	74565	102592	454748	1361468	265202	681511	1082485	587141	87070	0	0	0	0	2226	0		47519	180712	669236	1062257	0	0				0	0														2527967				13180	180396	150152	180396	0	23140	0	0	0	6837	330	5567	0	446	446	0	0	0	67255	5567	0	CONF	CONF										
131436																																																																				0	62841	12094	0	15628	20734	0	20734	6913		21200	483417	0	0	0	111362	6126	98143	31708	4649	11589	55430	8301	11809	19412	41923	29842	73017	100930	58995	67349	0	0	0	0	120	0		7401	41344	96863	73989	0	0				0	0														101897				0	0	0	0	0	1080	0	0	0	0	0	0	0	0	0	0	0	0	5722	0	0	CONF	CONF										
131717																																																																				0	567	1806		0			2542	895		1754	28857	0	0	0	8805	163	266	5233	28	290	15	346	3355	4567	5522	1597	4058	2990	3554	2282				0	4			0	3610	2098	3000						0	0														3325				0		0	127	0	1519	0	0	0	0	0			0	0		0	0	1967	0	0	CONF	CONF										
131940																																																																				0	3762	2623		738			6573	12174		287	117261	0	0	0	51242	3887		39695	2010	7427	17811	20631	2080	911	19065	11193	15500	15541	2780	18				0	34			6686	4137	19174	3967							0													0	51283				262		0	0		806													1171			CONF	CONF									0	
132107																																																																				0	0	88299		0			148212	34262		37739	1486543	0	26096	0	559374	35		69221	15271	11075	23887	24665	45733	435293	317422	37035	121168	177769	260370	7587				0	1148			14173	11282	117276	438905							0														599103				93		8779	0		40													923			CONF	CONF										
132451																																																																				0	2961	211		453			8671	14615		0	121473	0	2058	0	61111	1005		48815	6065	7344	4351	17252	9227	16872	19531	15875	4847	11485	3338	5286				0	0			12732	6413	4483	2875							0													0	19799				0		0	9		2411													1465			CONF	CONF									0	
132778																																																																				0	761	1763		0			3048	2072		85	51240	0	0	0	24283	1526		170	472	2936	4172	3319	8614	4734	2763	4990	8164	7178	3850	1				0	7			79	579	6748	9332							0														18943				564		0	4		852													101			CONF	CONF										
132938																																																																				0	8926	0		14735			11981	891		145	84998	0	0	0	12618	197		30350	2034	1803	1609	2164	739	4196	18840	9058	23440	13836	7206	0				0	0			2463	1412	10571	17274							0														3853				0		1313	0		1283													1189			CONF	CONF										
133579																																																																				0	0	12171	0	0	17282	0	17282	22230		1034	499287	0	0	2823	358492	2398	38768	6662	1	82	1888	3627	51347	301064	2712	3867	4358	9049	55589	64354	0	0	0	0	10	0		1958	2499	40062	39506	0	0				1	259														190421				1	0	0	0	0	582	0	0	0	0	0	0	0	0	0	0	0	0	1063	0	1679	CONF	CONF										
133971																																																																				0	0	937		220			168	3642		0	292890	0	0	0	276179	1852		612	1	110	866	4207	73972	195548	3868	2	274	559	7615	1819				0	0			2	221	429	9239							0														276539				937		0	1		0													0			CONF	CONF										
134156																																																																				0	36750	1150		26258			18139	0		135	100537	142	0	0	5710	152		34354	744	1197	946	1879	878	66	20409	12004	20882	20298	12346	5260				0	0			457	2502	3964	1332							0														28134				0		0	37		2300													1793			CONF	CONF										
134437																																																																				4494	35433	39296		11736			193495	22049		40437	1045327	0	0	0	224741	5461		170329	22076	41099	36928	25045	21054	75886	260258	104113	126442	140993	151343	32677				0	8756			20875	62220	184483	174465							89														497275				883		0	496		4159													12731			CONF	CONF										
134455																																																																				0	12994	148		20641			18933	0		1543	111991	0	0	595	32664	205		41001	2358	2981	7137	12327	7370	176	25079	13074	14558	17370	7740	462				0	0			1504	351	19423	1367							0														111991				0		0	36		699													1483			CONF	CONF										
134848																																																																				0	18352	0		12409			21938	986		732	182777	0	0	0	53901	0		63771	641	3253	8430	30375	11124	77	32450	28044	31405	32517	4445	14				0	1			6253	2315	32389	27386							0														0				1058		0	20		5388													707			CONF	CONF										
135836																																																																				0	149	4410		263			33193	1141		0	140953	0	0	0	45426	75		43961	4887	4626	22018	11768	1021	0	20817	13632	19877	24095	6377	4737				0	0			2187	18725	20904	7819							0														43536				0		0	4		758													5899			CONF	CONF										
135854																																																																				0	19670	1948		83197			4587	545		0	118145	0	0	0	556	15		72712	80	32	164	280	0	0	55302	17298	14020	27093	2926	949				275	0			0	0	0	6198							0														38792				0		0	0		501													653			CONF	CONF										
136048																																																																				0	22052	0		35239			22717	510		469	139227	0	0	0	30842	149		31144	770	1331	3544	3547	21535	115	5971	28336	17377	32400	22691	1304				0	7			1248	0	15736	6314							0														101231				0		0	6		3274													664			CONF	CONF										
136338																																																																				0	4210	4402		1559			26091	4524		231	269802	0	0	625	106805	693		51783	3796	6452	22912	37263	19549	15657	30158	26528	25429	47210	25886	6882				0	16			6230	24215	39366	47133							172														265129				758		191	231		631													3274			CONF	CONF										
136655																																																																				0	23335	958		12334			6153	0		996	94189	0	0	0	40135	335		14379	1679	7449	24597	2370	2436	1531	5162	9940	14415	5925	4786	13809				0	31			1516	648	13	5129							73														35760				0		0	0		2174													432			CONF	CONF										
137205																																																																				0	9205	192172		48834			295443	89379		48895	2179526	0	4801	9818	551561	9509		204927	24887	27521	74223	88760	97782	233910	538208	100452	299907	382952	238390	63704				576	574			19718	102603	277122	525294							2309														989194				24159		0	635		692													2513			CONF	CONF										
137447																																																																				0	68357	6046		32032			30632	408		184	301021	0	0	873	71825	522		83785	3353	7876	19684	13576	27292	44	36668	57435	51022	60497	23314	260				0	56			4360	379	36280	43731							34														39737				521		0	1018		1622													3569			CONF	CONF										
137456																																																																				0	18375	3622		12020			13030	0		0	102347	0	3751	0	34003	538		13445	233	4580	7939	5113	1163	14975	13641	6896	19059	15182	8203	5363				0	0			2317	186	1954	7748							0														32930				0		0	25		2610													2168			CONF	CONF										
137559																																																																				0	23500	0		18830			12595	0		0	83323	0	1461	0	13394	0		12371	10	665	1249	2790	8680	0	12340	9769	38633	4596	3529	679				0	0			1403	228	0	8769							0														0				0		0	138		1325													1680			CONF	CONF										
137643																																																																				0	25030	782		20548			7362	0		4354	95022	0	0	0	12273	0		26586	87	761	3254	4522	3371	278	20044	5694	13481	26946	14117	2467				0	7			151	3890	9454	5325							0														27545				0		4369	78		737													662			CONF	CONF										
137652																																																																				0	0	943	0	0	8700	0	8700	374083		0	998078	0	0	0	387844	15169	285214	16016	68457	5558	11561	236727	25768	35956	216748	267601	43131	69978	11880	439	0	0	0	39	0	0		22589	2627	62952	64427	0	0				434	1834														322150				434	0	44723	0	0	13956	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	CONF	CONF										
137915																																																																				0	0	557735	14926	0	1794542	82757	1877299	139		0	3988996	0	11137	0	374773	0	357926	927491	92708	153090	65242	18095	12273	6417	2281475	123685	378924	234685	300001	153868	0	0	0	2108	2727	0		0	201003	0	433541	0	11137				3375	21867													0	1033876				3375	19105	489883	34031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4620	0	0	CONF	CONF									0	
138051																																																																				0	32829	792		35791			6629	0		0	126148	0	0	0	33527	0		87568	1224	6004	9965	15594	740	0	18172	62191	6729	4680	849	0				0	0			2246	15	5679	1922							0														0				0		0	12		626													6080			CONF	CONF										
138257																																																																				0	8739	0		5622			4047	0		1080	47657	0	0	0	16345	0		9083	818	347	1694	3757	9460	156	4665	3258	9086	10634	3630	0				0	0			449	526	4880	3439							0													0	0				0		0	0		1307													1223			CONF	CONF									0	
138556																																																																				0	315	324		0			5701	1425		0	61956	0	0	0	30273	27		14525	1095	1798	13114	11432	2188	0	4516	7116	12149	7092	562	24				0	0			3448	4775	5361	2613							0													0	25225				465		0	16		2765													4913			CONF	CONF									0	
139133																																																																				0	1161	5688	0	7604	32235	0	32235	3085		0	279156	0	0	1300	82982	1868	35242	51385	6514	3946	15053	24791	17184	15177	69764	19871	32986	48392	16979	8184	0	0	0	0	1064	0		10424	42735	67814	19844	0	0				0	0													0	15051				155	49	0	49	0	326	0	0	0	0	0	0	0	155	0	0	0	0	2277	0	0	CONF	CONF									0	
139478																																																																				0	2033	55962		0			14721	26927		0	706292	0	0	0	355056	11957		55003	8585	12184	44734	57998	72189	158533	50349	26584	77515	102623	82047	11945				0	5			0	3857	7303	227929							286														706292				460		0	57		0													485			CONF	CONF										
139553																																																																				0	54945	43527		14200			295945	25021		7836	1498836	0	2588	8254	338163	14928		286316	28534	27904	93188	58438	54586	73825	446790	98297	254175	258194	95549	3028				0	0			33976	101491	276071	267996							205														1039562				15		0	384		8993													12772			CONF	CONF										
139656																																																																				0	431359	217133	39964	249239	958243	0	958243	163296		6494	5435906	0	1747	0	999634	38794	353501	1505519	137372	149113	213973	179285	72375	238598	2404943	531837	821974	477708	115903	40376	0	0	0	2108	9844	0		124333	599372	562659	981241	0	1747				0	3615														1305570				2680	651	0	40615	0	26126	0	95	0	101	0	2484	0	0	0	0	0	0	23669	2484	127	CONF	CONF										
139740																																																																				0	8528	464805	197	1298	428584	0	428584	18129		69632	2991733	0	17127	1245	139287	8955	52665	772096	60926	7297	50228	18868	1968	0	1054139	211970	837249	586643	162445	0	0	0	0	0	0	0		138782	228749	477507	967886	0	17127				0	0													0	1526843				0	17438	0	17635	0	65	0	0	0	0	0	0	0	0	0	0	0	0	4764	0	0	CONF	CONF									0	
139843																																																																				0	313504	206673	5275	338445	481302	0	481302	94314		39018	2547083	0	41231	19852	134883	4100	120502	609876	6257	16231	30159	46775	27902	6413	1091044	246590	352372	499984	187074	22256	0	0	0	0	73	0		46534	177044	224552	425798	0	41231				0	59														427146				1748	2	0	5277	0	9690	0	0	0	0	0	1748	0	0	0	0	0	0	4645	1748	0	CONF	CONF										
140157																																																																				0	138049	0		145896			23395	4359		1952	348390	0	0	0	3333	0		123384	612	911	1125	624	61	0	117393	43684	66969	46284	25391	44700				0	38			1098	1857	3486	17587							0														75068				0		0	0		3086													4254			CONF	CONF										
140362																																																																				0	122	248211	0	715	696641	0	696641	7750		0	3464501	10306	249239	19968	30063	596	19715	1043039	18044	612	10586	0	639	182	1545148	280103	598359	510595	401174	86891	0	0	0	0	645	0		6922	163710	638998	1134492	0	249239				0	0													124875	1485972				0	29372	74632	29372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192699	0	0	CONF	CONF									2094	
140634																																																																				0	4839	0		4192			5282	0		416	28348	0	0	0	2176	0		9086	320	1354	191	230	22	0	4705	10678	2593	6507	267	173				0	0			0	0	7456	381							0														0				0		0	57		1480													2069			CONF	CONF										
141350																																																																				0	41029	0		54602			9897	6		43	124419	0	0	958	6703	0		53608	3413	300	34	421	774	1762	96173	3132	7729	4224	4024	2390				0	0			0	0	0	5795							0														36890				0		750	192		4337													1065			CONF	CONF										
141556	1274570			0	13309	1461474	0		0	0	2847102	0	34184			610289	1105468	188392	509444	738346	120037	12962	0	0	0	0	0	0	131	0						0	16870													1268816	23922	3387	76092	0	230	12309	0	0	0	0	0	1039							17893	131486	0	13309	1461474	0		16422	0	0	2847102	0	16870		104799	1407	21514		18003	1124	10184	2575	2467	67820							0	0	0	0	131			12659	424112	343237	222555						594	0																			3387	76092			230	0	0	0	2156	8863				0				1039		0	CONF	CONF										
141677																																																																				0	0	0		0			0	0		0	36812	0	0	0	35018	0		0	1	25	27	91	6774	28018	0	0	0	0	318	1475				0	0			768	0	1026	0							0														0				1		0	0		0													0			CONF	CONF										
141958																																																																				250	7452	787		2755			16059	1009		0	77166	0	0	0	29190	1567		19935	256	1336	6022	9431	12132	0	5000	13343	10695	10159	8718	0				0	0			1590	190	6549	31							0														30757				0		0	120		3921													5696			CONF	CONF										
142049																																																																				0	20835	614		24344			7276	720		0	98166	0	0	0	28717	696		37793	459	2559	8106	13350	491	3752	25601	9174	17253	14365	2099	953				0	17			719	2538	5004	4653							0														12808				0		0	57		1397													579			CONF	CONF										
142179																																																																				0	172	0		0			0	0		0	40037	0	0	0	35922	803		256	15	13	225	706	13878	20597	55	177	879	681	1245	1079				0	0			270	0	738	0							0														34946				50		0	0		1201													931			CONF	CONF										
142955																																																																				0	2347	18712		8			145493	378		0	618358	0	0	9123	84339	2601		127416	15727	12877	7051	3332	15175	29322	191724	54276	182924	65730	31853	344				0	16			18027	74472	81529	178010							427													54285	139746				5302		0	5318		2245													4863			CONF	CONF									169	
143372																																																																				0	37157	201		6010			7044	3927		0	158642	0	0	0	67709	103		12552	6096	17317	382	934	10226	32753	3455	15733	9886	11696	14655	32611				0	2			2409	10444	11601	3581							0													0	97321				607		0	0		6513													1941			CONF	CONF									0	
143662																																																																				0	795212	10378863	20031	867563	7482650	18735	7501385	2236489		1403130	47778761	0	322330	361578	6157980	35053	4093212	7513744	75895	332761	509044	911406	2818737	1508856	16531916	2123045	3312163	4949018	10362610	4156702	0	0	0	0	103006	36014		371914	1829475	6769536	7491104	0	322330				19127	9692													0	30293445				110296	515445	938162	535476	0	11835	0	2784	0	1268	21122	48735	0	17260	0	0	0	0	30248	48735	10854	CONF	CONF				571510	176002	31193	90619	68838	0	
143859																																																																				0	70296	9304		105714			33032	8662		14265	386941	0	0	0	19089	1089		173299	1534	2572	5213	6287	1120	1988	124014	57545	55722	74940	39789	12878				0	197			9155	19029	34302	53830							0													0	144095				0		750	277		3033													4917			CONF	CONF									0	
143952																																																																				0	30325	2093		22332			12822	4376		7675	156327	0	0	0	23038	1364		36131	1382	1268	6761	4191	9335	102	23552	16848	41529	37533	10939	1985				0	27			1898	5215	20027	20529							0													0	111177				0		750	0		627													3229			CONF	CONF									0	
144052																																																																				0	66022	12313		27060			32481	3874		0	366119	0	1113	7458	99037	2883		57247	1899	12866	38274	29897	15939	0	35548	42252	72105	79623	24450	13104				0	39			3334	22250	29648	1781							0														96532				0		0	51		62107													2126			CONF	CONF										
144155																																																																				0	0	8866	0	150	28534	0	28535	2775		0	314056	653	0	0	43523	2960	1316	76388	1495	2993	6987	16920	14474	454	34939	42448	74199	105848	8895	3638	0	0	0	0	24	0		3231	5887	91485	123306	0	0				0	0													0	158646				0	27	0	27	0	131	0	0	0	0	0	0	0	0	0	0	0	0	3809	0	0	CONF	CONF									0	
144678																																																																				0	0	4848		0			69	12587		0	457012	0	0	0	433192	198		1180	434	3407	10611	10051	69768	337125	12538	136	694	1828	4556	3964				410	0			4093	1532	0	0							52														428454				1543		0	38		0													45			CONF	CONF										
144856																																																																				15000	0	13693		0			26705	8183		3127	310665	0	0	0	114733	4070		34574	4791	7061	9407	38956	53670	848	41364	16968	36145	78568	22402	485				0	118			3591	20738	46217	45695							0														92058				0		0	8		809													7978			CONF	CONF										
144913																																																																				0	848	670		0			3822	16304		16149	254394	0	0	0	103861	4651		29725	10397	5	107	734	19100	73423	27002	8625	35838	48740	30148	180				0	149			180	0	16525	66101							0														26610				285		0	0		22969													2165			CONF	CONF										
145059																																																																				0	18642	0		2116			8051	1514		0	60066	0	0	0	11884	114		11442	770	10	2287	4058	4694	64	5821	7074	6405	14129	14567	2				0	0			1893	2867	5647	4703							0														13512				133		0	0		595													2040			CONF	CONF										
145545																																																																				5360	26789	60711		15649			41181	25037		2397	538023	1203	0	232	149505	9636		171489	7550	22177	43210	18272	50483	7451	94967	47438	102080	111284	26863	729				0	9			13662	25750	60689	98137							126														210216				2565		0	825		795													3094			CONF	CONF										
145554																																																																				0	1208	10246		4			25265	3657		0	220250	1	0	0	85269	2668		58459	3963	4141	10645	56424	8690	1406	24312	36345	31197	25580	17002	194				0	0			8519	16421	15211	51414							0														80628				0		0	7		244													118			CONF	CONF										
145741																																																																				0	49495	68		37741			9768	2058		976	162594	0	0	0	35797	1083		48366	1275	5340	9069	13734	6379	0	39882	15486	29833	35627	5745	225				0	0			4154	2382	10853	646							0														35737				308		0	34		6127													1412			CONF	CONF										
145844																																																																				0	96376	8751		57236			61320	7256		4606	508411	0	1067	0	148815	3737		86083	7545	24926	34550	46180	27760	6848	53541	56460	58878	101091	61613	26617				0	0			6771	7857	38878	59395							149														105980				0		0	180		2155													4011			CONF	CONF										
146056																																																																				0	8534	5346		10711			10326	0		0	50175	0	0	0	5048	0		6292	654	2219	1975	200	0	0	17678	8677	8800	2628	3344	335				0	0			350	872	2062	5204							0													0	11564				0		0	0		511													1211			CONF	CONF									0	
146663																																																																				0	7796	52570		73			59030	22697		9751	752530	94	0	0	53708	4399		54190	596	866	5569	5460	11060	29862	48315	33493	79463	252219	276693	6512				0	78			0	6948	38477	464018							0														582675				16707		0	335		1433													31311			CONF	CONF										
147651																																																																				0	16397	0		12083			13473	389		0	53231	0	0	0	4742	0		6484	30	405	416	2489	1400	0	1484	4565	11208	18269	11638	1326				0	0			0	0	3129	1680							0														3818				0		0	44		488													806			CONF	CONF										
147679																																																																				0	0	65662		0			141	15629		0	316527	502	0	0	165821	11062		22088	0	834	4300	17300	30031	113356	44142	455	9464	13497	7093	76395				0	18			14243	8704	13822	21875							0													0	155841				0		0	49		3													0			CONF	CONF									0	
147857																																																																				322	79285	0	0	49434	14945	0	14945	1124		2215	202564	0	0	0	18252	0	0	57281	171	517	3526	3213	8457	2337	43432	13161	27593	40923	53903	3186	322	0	0	0	67	0		455	9021	4463	19093	0	0				0	0														110081				0	35	0	35	0	3075	0	0	0	0	0	0	0	0	0	0	0	0	778	0	0	CONF	CONF										
147923																																																																				0	5740	12692		0			24842	4643		2000	516230	0	0	10623	118615	5879		25284	5558	20397	30535	40090	18016	4019	16118	101820	129947	121737	23234	1361				0	1			18352	39683	127062	155130							0													0	0				0		0	781		118													692			CONF	CONF									0	
148171																																																																				0	20417	4602		12579			19222	11378		0	268737	0	0	0	143206	6210		21202	3477	9873	15500	35849	30394	47283	27898	12765	16155	27461	27001	14210				0	10			1286	4945	896	31294							0														156767				0		0	400		6669													5623			CONF	CONF										
148238																																																																				0	33265	0		7341			101421	0		171	332678	0	0	0	49300	4835		270328	6796	29822	3370	860	2133	6239	93605	140105	17428	16795	12148	2223				0	0			15735	27228	64746	13296							0													0	23627				0		0	50		5526													9764			CONF	CONF									0	
148340																																																																				0	9855	4031		3786			7817	2811		0	84197	0	0	0	39136	794		14425	2991	4856	12707	15432	831	2320	9448	2851	12507	12885	6633	737				0	0			2711	1155	9106	1844							0														45434				0		0	0		436													715			CONF	CONF										
148470																																																																				0	0	0		0			383	6057		0	242777	61	0	0	184693	3318		30283	3	5368	9188	998	27043	142094	17070	7872	10103	9050	1835	12213				0	0			21122	846	20297	5993							0														160984				357		0	0		0													129			CONF	CONF										
148715																																																																				0	14201	3971		1698			4255	5958		636	102935	0	0	0	43113	22		19375	2596	9253	12099	8453	7902	2556	16441	14912	10998	12092	2863	2341				0	2			5727	139	9914	4338							0														43113				0		0	91		2392													6478			CONF	CONF										
149150																																																																				0	21741	18292		7500			13517	12363		975	196392	0	0	0	62202	3558		57225	1763	7405	23994	22973	1731	4217	24871	23249	41420	30055	11114	1484				0	0			7561	4811	22213	17071							0													0	96415				0		546	119		1660													2263			CONF	CONF									0	
150035																																																																				0	3888	40017	0	182	91629	0	91629	71751		36008	1013264	0	0	0	246637	2361	14672	141249	9813	33336	79257	59522	56495	7590	175096	98506	258638	169722	59028	4929	0	0	0	0	222	0		7046	98890	83104	299965	0	0				0	0														506329				0	20592	1798	20592	0	3635	0	0	0	0	0	0	0	0	0	0	0	0	5539	0	0	CONF	CONF										
150044																																																																				0	5629	82873		0			19329	20884		1327	843198	0	0	0	162146	9078		57698	12901	1338	9001	44211	58146	36358	92883	25182	141471	196531	220695	3988				0	379			14055	26045	118018	380098							0														725472				489		0	71		2451													815			CONF	CONF										
150727																																																																				0	118529	37280		22862			67725	25899		7105	870500	0	1177	0	175678	7292		201553	14921	17466	34022	49935	43242	15400	104361	64806	216711	200048	86607	18719				0	0			4669	25376	131085	243101							0														607214				0		0	0		1841													881			CONF	CONF										
151957																																																																				17183	152401	22215		76692			58295	6881		4900	829384	0	0	0	168259	4811		303486	18422	26563	47831	58290	4314	12531	189883	68618	115056	155077	76215	46989				0	0			7146	26681	140796	126750							0														162902				2217		0	3468		2923													9983			CONF	CONF										
152057																																																																				0	4796	1227		1238			8739	835		3378	131397	0	0	0	26614	2517		23520	4243	4429	944	2035	2266	12698	19439	20129	19703	22407	10912	11485				0	0			10937	8642	33036	13335							0														41907				0		0	0		10179													5924			CONF	CONF										
152253																																																																				0	9220	385		12252			31341	1199		0	131303	0	0	0	39274	6209		31455	665	1966	10163	12540	10601	3339	15008	13816	18258	26934	15987	2022				0	0			1637	0	16082	742							0														0				26		0	82		4079													8801			CONF	CONF										
152440																																																																				0	29978	590		7160			14494	479		0	116924	0	0	0	42868	1032		34331	2362	5244	16460	15015	1537	569	8938	18610	29731	10952	1787	1433				0	89			4	594	4098	2498							285														200				0		0	0		8160													4880			CONF	CONF										
