"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1545	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDJ451	RCFDJ454	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCFDPV05	RCFDPV06	RCFDPV07	RCFDPV08	RCFDPV09	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLE75	RCONLG24	RCONLG25	RCONPR04	RCONPR05	RCONPR06	RCONPV05	RCONPV06	RCONPV07	RCONPV08	RCONPV09	RIADG377	
1669																																																																				0	2004	3642		7916			38088	0		0	318381	0	0	0	163711	6496		37239	9540	23968	11095	31146	22156	65563	17932	33924	25142	38137	13159	25811				0	0			13354	1312	52477	12801							280														0				0		0	47		7512													9021			CONF	CONF										
1856																																																																				0	2951	1320		3152			7318	0		0	28081	0	0	0	7737	0		4512	1522	3516	2096	21	200	382	6413	6020	5979	1242	432	0				0	0			691	63	1870	1700							0														11709				0		0	0		742													537			CONF	CONF										
2161																																																																				0	8535	10480		923			17889	0		0	230185	0	0	0	82462	741		19490	25834	31642	22268	2390	0	0	32817	15802	23835	9728	17259	48274				3	0			549	22916	38616	45437							0														95840				0		0	0		360													1274			CONF	CONF										
2732																																																																				0	0	292238		0			59298	4420		0	543005	267	0	22785	27993	728		71154	2072	4129	11886	9206	0	0	99778	104639	212844	77842	14707	0				0	0			965	3132	24831	129470							0													0	277463				0		0	173		0													24			CONF	CONF									0	
2750																																																																				0	7187	4024		22233			8154	0		0	48435	0	0	0	1874	0		29392	782	44	72	975	0	0	24776	5957	6425	6722	1857	825				0	36			577	57	1153	759							0													0	21316				0		0	1764		311													306			CONF	CONF									0	
3252																																																																				0	40786	729		44876			6040	0		5562	114309	0	145	0	0	0		0	0	0	0	0	0	0	25521	67099	6693	12563	814	381				0	0			0	821	0	7155							0														47368				0		0	1410		1999													4786			CONF	CONF										
3720																																																																				0	17945	5772		1727			23120	2862		4003	221990	0	0	0	54872	2876		45040	1427	2985	13743	28279	6092	2346	13786	30540	43309	73208	6259	0				0	236			2669	8580	34644	52956							0														120147				86		57	177		3612													5882			CONF	CONF										
3971																																																																				0	15763	101390		8278			60270	34246		0	700548	0	23707	5151	68132	5157		199272	3967	5559	16373	10628	3218	28179	79341	110405	191782	176431	41087	23101				0	500			5394	11936	94615	238940							0														306731				761		0	125		432													31663			CONF	CONF										
4231																																																																				0	3386	2460		393			2873	0		948	63079	0	0	0	18348	61		29883	2084	3209	4767	7870	416	0	11277	13314	6180	13443	391	0				0	0			1632	10730	15363	4147							0														0				0		0	68		881													1789			CONF	CONF										
5069																																																																				0	4450	469		0			4095	3722		0	393480	1670	0	0	37197	0		274856	28075	7110	0	0	0	0	208311	74980	62910	0	0	0				0	0			18633	71210	80803	174571							2012														104209				0		0	0		0													0			CONF	CONF										
5135																																																																				0	102591	1257		103436			42496	0		6737	445281	0	0	0	71821	1945		238512	10559	18940	30064	9608	910	71	86294	134162	110780	24106	1785	373				840	0			6018	11109	51333	36599							0														28949				668		0	117		2771													6211			CONF	CONF										
5210																																																																				0	125094	150197		17571			128261	126588		47714	2364400	0	0	921	569109	49342		220159	22814	216074	63745	65888	64278	134685	470101	144775	454428	352686	166317	200983				0	3855			45514	60340	381429	645556							2250														1871094				444		0	7992		307													5531			CONF	CONF										
5461																																																																				0	35579	80714		5256			28201	5709		0	476531	228	0	2422	34880	1707		51383	4166	121	12225	5329	5497	7541	44400	45121	166465	161072	23408	528				0	17			0	18127	84252	175248							0													0	402835				0		0	720		179													6170			CONF	CONF									0	
5751																																																																				0	34995	2961		29658			25729	2492		1575	184724	0	0	0	42797	121		32825	2606	3978	3767	3994	5324	22650	34079	14594	20558	50634	14371	5744				0	10			828	2163	15242	22133							0													0	32592				55		0	55		3471													494			CONF	CONF									0	
6039																																																																				0	51302	1469	0	2791	35973	0	35973	2065		893	416114	0	0	0	97430	1320	17963	68881	10516	13893	15733	23538	9020	24680	109956	64814	75250	47915	19458	1025	0	0	0	705	100	0		18852	28565	74171	85843	0	0				97	0														17139				97	6771	0	6771	0	1047	0	0	0	0	0	0	0	0	0	0	0	0	6817	0	0	CONF	CONF										
6329																																																																				0	3429	74793	0	2099	117932	0	117932	28371		2105	1798899	0	0	0	306846	16952	2421	393537	14126	47733	113492	116299	569	12116	101968	229710	459430	537666	154661	299	0	0	0	0	819	0		64819	273569	242700	180287	0	0				0	594													0	220370				155	868	0	868	0	391180	0	155	0	0	0	0	0	0	0	0	0	0	92130	0	0	CONF	CONF									0	
7009																																																																				0	0	0		0			48637	0		0	250311	0	0	0	0	0		248389	0	0	0	0	0	0	248389	0	1922	0	0	0				0	0			0	0	0	0							0														51757				0		0	51918		0													149756			CONF	CONF										
7045																																																																				0	10991	0	0	7531	6986	0	6986	1391		414	146654	0	0	0	82070	610	23579	10382	478	362	5605	14506	7362	53488	5294	7467	12250	12514	12049	14528	0	0	0	467	8	0		5247	0	1758	12892	0	0				0	0														68987				0	0	0	0	0	8305	0	0	0	0	0	0	0	0	0	0	0	0	7984	0	0	CONF	CONF										
7072																																																																				0	4489	20308		0			28391	12644		0	343128	0	0	0	207566	3379		18049	10394	12575	4530	12772	32600	134484	29857	3704	12335	40155	25247	24235				0	585			6075	1710	31774	24631							238														149361				1656		0	0		0													1576			CONF	CONF										
7456																																																																				0	16058	142		54672			15693	0		124	107753	0	0	0	8232	379		64019	103	786	3025	4294	24	0	55217	8350	16013	18499	818	624				0	150			1246	409	1793	6398							0														75796				0		0	11		1815													631			CONF	CONF										
7634																																																																				0	2979	371		6133			9252	0		180	60772	0	0	0	18797	630		14847	1391	1137	5525	5566	4816	0	3207	9204	11916	15998	1315	0				0	0			1884	1544	515	6092							0														1527				0		0	32		369													11994			CONF	CONF										
8462																																																																				0	7732	0		22153			16523	0		0	92090	0	0	0	17438	1122		27071	255	303	5070	2018	2759	7033	22122	18819	9108	15970	3024	5587				0	0			2833	2640	6606	2815							0														0				22		0	0		7655													4573			CONF	CONF										
8631																																																																				0	0	0		95			3994	2810		366	46777	0	0	0	23027	930		1051	171	3	309	2113	6867	13565	1541	332	1822	8816	6306	4934				0	0			0	2158	667	10512							0													0	18291				40		0	39		859													1320			CONF	CONF									0	
9357																																																																				23492	0	34691		0			220442	2796		0	451996	0	18361	0	0	56		268118	0	0	0	0	0	0	203391	86069	62513	82494	12359	4759				0	419			0	0	35423	32797							0													0	201130				12		82270	963		53													233			CONF	CONF									0	
9553																																																																				0	63490	1693		46940			9397	591		170	149542	0	0	0	16646	0		50729	2350	1554	4491	5956	2144	151	72546	5420	13088	17663	16027	8152				0	0			1396	0	6033	458							0														86108				0		0	1552		895													281			CONF	CONF										
9807																																																																				0	0	746022	0	0	33323	0	33323	104478		0	1990505	1530	0	0	139958	4944	4548	561035	2979	7543	11365	12993	43954	60981	296939	253574	548327	611895	115889	15501	0	0	0	0	12	0		29228	297965	158830	476454	0	0				0	1267													0	806932				0	520	0	520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	1206	CONF	CONF									0	
9955																																																																				0	17428	1883		2235			27484	5564		0	128988	0	9247	0	14612	0		57365	489	2629	11053	393	48	0	34861	19386	40497	17874	1758	0				0	0			0	0	2460	47826							0														53286				0		0	15		193													41			CONF	CONF										
10250																																																																				0	1680	29775		0			94431	26727		0	452691	0	0	0	88591	3539		66875	106	3309	9010	37994	21765	16407	34811	43922	100634	133780	45050	1841				0	262			7153	27491	86513	65258							0														243234				0		0	91		9581													11599			CONF	CONF										
10849																																																																				0	22424	11737		9016			19892	6302		1894	239698	0	0	0	71161	571		27651	7018	25141	28593	10060	350	0	42104	46204	63451	12560	4217	0				0	0			8611	10662	40661	32360							0														115000				0		0	2756		558													1093			CONF	CONF										
11145																																																																				0	3130	463	0	0	16598	0	16598	12665		2281	257466	0	0	0	64540	1157	2518	33091	970	4247	12434	27304	9593	9859	33357	14764	47799	53323	42697	468	0	0	0	0	15	0		3190	9751	58315	26631	0	0				445	0													0	188312				700	0	0	0	0	7421	0	0	0	23	11	0	0	221	221	0	0	0	51309	0	0	CONF	CONF									0	
11640																																																																				0	19220	5029		43655			30537	0		0	244145	0	0	0	45080	1272		94223	6026	6278	4251	8942	3273	16310	94013	23964	28721	24339	9496	16943				0	0			9868	36983	16816	28655							0														105874				6		0	135		5574													1321			CONF	CONF										
11837																																																																				0	1462	7421		21			2970	4403		1038	97921	99	0	0	28931	289		34618	2541	7069	12976	4635	1077	594	20678	10319	26984	8152	1872	0				73	0			8777	9526	6126	24343							0														32504				0		0	129		975													1536			CONF	CONF										
12030																																																																				0	61088	15417		7512			49694	0		191	478907	0	0	0	87791	856		97354	3828	7671	30223	5292	38996	1781	40817	113172	181049	31050	20960	4068				987	148			1632	22886	139078	65341							0														0				0		0	601		11870													13815			CONF	CONF										
12142																																																																				0	5847	4534		4840			47802	2020		0	171772	0	10	0	58358	876		57357	5217	7923	15559	26096	3343	0	27524	19584	23675	37426	5058	0				0	0			761	7449	2983	20109							0													0	171772				128		0	0		5228													10955			CONF	CONF									0	
12311		543031	5311294	152354	343624	51427050	1833067	9455682	0	1030501	189769953	0	2262570	37102250	715094	32591199	95997719	4246380	9818046	16954091	18798490	5731237	0	27125	51	0	950452	982162	772515	13424	8410	1521366	3404803	13338162	15012817	0	5808454													141231018	363715	896381	16368218	0	16496521	181425	0	13933	0	0	0	6276979	2684445	2721319	4092128	666057	6204269		543031	5311294	152354	343624	51155678	1084219		9455682	0	1030501	188749733	0	5808454		37102250	715094	21030024		729172	1368892	2227064	4835634	13819642	13908716							27125	51	950452	982162	772515			1521366	3404803	13338162	15012817						36198	91093													0						896381	16368218			16496521	0	0	38697	28384	65078				0				6276979		545193	CONF	CONF				2684445	2721319	4092128	666057	6204269	0	
12647																																																																				0	17997	12712		5871			10545	789		5062	123007	0	0	0	30664	301		9253	7294	8295	11438	2327	949	344	28587	28779	14527	9194	10834	306				254	23			1712	2847	13317	20771							0														100219				0		0	29		17													96			CONF	CONF										
12946																																																																				0	131235	79077		30539			365909	0		9508	2403645	0	0	0	377783	14455		674009	88956	57048	117672	57901	26439	25575	1215537	206959	300868	207080	69530	2682				3265	0			28139	186090	303409	830370							301													0	1417428				0		0	982		8550													34334			CONF	CONF									0	
13103																																																																				0	763	231523	0	131	181471	0	181471	51318		0	2653492	0	0	201	995759	19098	339215	115330	34486	11360	36662	148601	245643	516850	366808	82222	287821	517661	229720	159838	0	0	0	0	48	0		10369	95557	351334	471268	0	0				856	43														1303052				2177	776	0	776	0	239884	0	0	0	0	0	1321	0	0	0	0	0	0	4193	1321	2261	CONF	CONF										
13251																																																																				0	3590	0		2574			5521	963		0	55895	0	0	0	16538	3658		16376	385	2058	5859	7162	73	929	7542	7439	10038	13153	700	0				0	0			819	487	496	15346							0														0				515		0	0		2879													3024			CONF	CONF										
13457																																																																				0	17883	3398		9596			17072	1642		0	127485	0	0	0	13130	332		48838	2740	1646	0	8319	0	426	27156	27952	7989	42225	2857	3495				0	0			18799	19671	19681	3400							0													9175	0				0		0	14		764													2103			CONF	CONF									96	
14155																																																																				0	89177	3787		49776			16565	4931		54	414068	0	0	13268	126989	4029		153574	6516	21814	37765	51459	4227	5059	36159	89587	58911	92096	7520	1884				0	0			43879	14441	31578	21722							794													0	274531				11		0	502		2710													3928			CONF	CONF									0	
14650																																																																				0	1054	4160		5173			38737	4132		0	144486	0	0	0	49081	487		29585	12921	27701	3015	3643	486	1316	34356	35140	6558	8073	11276	0				0	0			850	5628	3328	24021							0														66820				0		0	205		587													7043			CONF	CONF										
14753																																																																				0	8435	0		15306			3075	49		200	31575	0	816	0	630	0		9082	10	26	272	322	0	0	2920	6632	5628	13253	2323	189				0	0			0	0	1064	906							0														0				0		0	9		818													267			CONF	CONF										
14865																																																																				0	168063	7408		199987			78019	582		8879	626957	0	0	0	23382	2077		203209	1430	1842	7450	7799	3171	1651	218705	29276	85492	153641	66735	48432				1644	894			10105	13675	61963	49206							0														17956				0		0	16		282													775			CONF	CONF										
14977																																																																				0	6086	0		12159			3759	0		0	41315	0	0	0	9316	36	5324	9047	1944	90	417	798	4611	1457	7500	3775	5262	6168	8399	632				0	0			0	0	4574	0						0	0														0				0		0	0	0	3727	0	0	0	0	0			0	0	0	0	0	1658	0	0	CONF	CONF										
16551																																																																				0	8242	23827		1590			28986	20803		423	366582	0	557	0	120155	3338		57022	12150	3963	27215	35202	34961	6577	45565	21760	60598	54030	56875	5962				0	126			9081	81106	21953	36254							0													0	104506				198		0	0		4039													6102			CONF	CONF									0	
17110																																																																				0	0	0		0			12476	0		0	106295	0	0	0	0	0	0	43475	0	0	0	0	0	0	106295	0	0	0	0	0				0	0			0	0	0	0						0	0														12118				0		0	12951	0	0	0	0	0	0	0			0	0		0	0	80868	0	0	CONF	CONF										
17147																																																																				0	216887	737681	912	93901	4612190	0	4612190	1086124		1080053	15663728	0	0	0	2629448	44979	1227376	2063460	456474	98363	251620	445531	609121	730711	7794736	513094	1074276	1161763	1566616	871830	0	0	0	0	50575	9746		164373	750465	1339309	2454656	0	0				1358	6916														12323085				113497	32875	266592	33787	0	56024	0	31363	9708	0	44999	26069	0	0	0	0	0	0	46684	26069	283	CONF	CONF				11697	75562	48377	130957	0		
17259																																																																				0	4385	0		817			1125	0		1023	50716	27	89	0	15107	168		11785	1042	1774	4135	7265	878	0	10538	5088	12536	3923	1942	1051				0	0			412	0	20969	3056							0														18763				0		0	11		1166													2415			CONF	CONF										
17950																																																																				0	89781	2178		39062			28761	12193		204	371074	0	1151	49	89795	3433		57938	2843	7032	20642	29588	24526	4546	21178	26947	46144	67521	64805	51897				0	126			6540	7664	57727	15714							0													0	234532				0		0	75		6119													10551			CONF	CONF									0	
17978																																																																				0	573	6473		0			0	1903		0	174494	0	0	0	130372	6315		5970	0	856	176	466	14812	114061	2929	2185	889	931	5638	31551				0	2			17848	4059	3858	1921							0														130372				0		0	0		639													531			CONF	CONF										
