"IDRSSD"	RCONC970	RCONC971	RCONC972	RCONC973	RCONC974	RCONC975	RCONC978	RCONF164	RCONF165	RCONG401	RCONG402	RCONG403	RCONG404	RCONG405	RCONG406	RCONG407	RCONG408	RCONG409	RCONG410	RCONG411	RCONG412	RCONG413	RCONG414	RCONG415	RCONG416	RCONG417	RCONG418	RCONG422	RCONG423	RCONG427	RCONG428	RCONG432	RCONG433	RCONG437	RCONG453	RCONG457	RCONG458	RCONG462	RCONHT72	RCONJ455	RCONJ456	RCONJ457	RCONJ459	RCONPV10	RCONPV11	RCONPV12	RCONPV13	RCONPV14	RCONPV15	RCONPV16	TEXT3555	TEXT3556	TEXT3557	TEXT5592	TEXT5593	TEXT5594	TEXT5595	
	CR DRIVTS:NTNL AMTS-TOT RETRN SWAPS-	CR DRIVTS:NTNL AMTS-TOT RETRN SWAPS-	CRD DERIVTS:NOTL AMTS-CRD OPTIONS-GU	CRD DERIVTS:NOTL AMTS-CRDIT OPTIONS-	CRD DERIVTS:NOTL AMTS-OT CR DERIVTS-	CRD DERIVTS:NOTL AMTS-OT CR DERIVTS-	STNDBY LTRS OF CRD ISSD BY FHLB BK B	1-4  FAM RES CNSTRCTN LN COMMITMNTS	CMRL RE OTHR CNSTRCTN LN & LND DEV L	NTL AMT REG CAP CVRD MRR SL PRTC	NTL AMT REG CAP CVRD MRR PURC PRTC	NTL AMT REG CAP OTHR SL PRTC	NTL AMT REG CAP OTHR PRTC REG CAP	NTL REG CAP OTHR PRTC NOT REG CAP	NTL SL CR PRTC INV MAT LE 1 YR.	NTL SL CR PRTC INV MAT 1T5 YR	NTL SL CR PRTC INV MAT GT 5 YR	NTL SL CR PRTC SUBINV MAT LE 1 YR.	NTL SL CR PRTC SUBINV MAT 1T5 YR	NTL SL CR PRTC SUBINV MAT GT 5 YR	NTL PURC CR PRTC INV MAT LE 1 YR.	NTL PURC CR PRTC INV MAT 1T5 YR	NTL PURC CR PRTC INV MAT GT 5 YR	NTL PURC CR PRTC SUBINV MAT LE 1 YR.	NTL PURC CR PRTC SUBINV MAT 1T5 YR	NTL PURC CR PRTC SUBINV MAT GT 5 YR	OTC DRVT CR EXP BK & SCTY FIRM	OTC DRVT CR EXP CORP OTHR CNTRPRTY	OTC FV CSH USD BK & SCTY FIRM	OTC FV CSH USD CORP OTHR CNTRPRTY	OTC FV CSH OTHR CUR BK & SCTY FIRM	OTC FV CSH OTHR CUR CORP OTHR CNTRPR	OTC FV US TREAS SCTY BK & SCTY FIRM	OTC FV US TREAS SCTY CORP OTHR CNTRP	OTC FV OTHR CLTRL BK & SCTY FIRM	OTC FV OTHR CLTRL CORP OTHR CNTRPRTY	OTC FV TOTAL FV CLTRL BK & SCTY FIRM	OTC FV TOTAL FV CLTRL CORP OTHR CNTR	Unused commitments, Revolving, open 	UNUSED CNSMR CR CARD LINE	OTHR UNUSED CNSMR CR CARD LINE	OTHR UNUSED CMTMT CMRL IND LN	OTHR UNUSED CMTMT ALL OTHR	Loans to depository financial instit	Loans to nondepository financial ins	Loans to mortgage credit intermediar	Loans to business credit intermediar	Loans to private equity fund	Loans to consumer credit intermediar	Other loans to nondepository financi	1ST CP OF OT OFF BALANCE SHEET LIABI	2ND CP OF OT OFF BALANCE SHEET LIABI	3RD CP OF OT OFF BALANCE SHEET LIABI	1ST ITMZD&DESCRPTN LINE CPNT OF 5591	2ND ITMZD&DESCRPTN LINE CPNT OF 5591	3RD ITMZD&DESCRPTN LINE CPNT OF 5591	4TH ITMZD&DESCRPTN LINE CPNT OF 5591	
535940								0	7155																																	6657	15391	0	0													
536059	0	0	0	0	0	0	0	18022	134855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																17498	500	0	0													
536349								1717	3289																																	14932	45733	0	0													
536527								952	23075																																	4541	0	0	4902													
536554								37000	72744																																	19130	29016	0	0													
536853								126	0																																	26	2351	0	0													
537243								0	1475																																	1842	13144	0	0													
537449	0	0	0	0	0	0	0	41029	283020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														498	13307	716006	51878	0	0													
537551								2192	20736																																	14681	25228	0	0													
537560	0	0	0	0	0	0	45500	39065	7467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																70949	58426	0	0													
538222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																347	2818	0	0													
538473								43152	13735																																	500	1012	0	0													
538754								0	9104																																	24387	81508	0	0													
538802																																																										
539032	0	0	0	0	0	0	0	27286	85717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																127257	32656	0	0													
539340								6734	2136																																	35378	8040	0	0													
539377								15869	5807																																	4605	1134	0	0													
539452								611	313																																	2621	6612	0	0													
539872								7039	11295																																	0	620	0	0													
540056								927	1400																																	6308	19548	0	0													
540542								859	0																																	0	730	0	0													
540551								11226	41715																																	85066	134964	0	0													
540739								4073	2623																																	2679	4572	0	0													
540775	0	0	0	0	0	0	21000	2847	29621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																35257	27616	2000	0													
540850								0	0																																	267	3611	0	0													
541101																																																										
541231	0	0	0	0	0	0	0	8871	1243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																7062	6713	0	0													
541307								0	0																																	1929	3166	0	0													
541642								946	1253																																	137	218	0	0													
541754								445	820																																	5885	27974	0	0													
541857								20369	7839																																	6774	21765	0	0													
542153								12238	18334																																	22938	93086	0	0													
542340								15374	14846																																	38812	0	0	8764													
542528	0	0	0	0	0	0	0	64146	225107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																163722	70821	0	0													
542667								2344	23571																																	21279	48	0	0													
542854								413	400																																	775	918	0	0													
543262	0	0	0	0	0	0	0	17284	142532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																115816	135741	0	0													
543459								0	7470																																	80668	48059	0	0													
543945								2948	24124																																	18532	0	0	15759						WHEN ISSUED SECURITIES							
544335								0	449																																	8040	3062	0	0													
544447								80	0																																	2004	8353	0	0													
544652								12656	27527																																	12281	14585	0	0													
544951								0	1368																																	614	1215	0	0													
545604								21137	28769																																	70018	14879	0	0													
546003								4304	173936																																	100321	15657	0	0													
546320								414	229																																	650	2200	0	0													
546535								11665	27439																																	5736	12325	0	0													
546544								73504	98426																																	292113	411	0	0													
547251	0	0	0	0	0	0	0	1476	9526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																7928	8954	0	0													
547550								1915	2062																																	7740	1195	0	0													
547840	0	0	0	0	0	0	0	79148	131701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																333169	67090	0	0													
548052								5864	317																																	4675	7525	0	0													
548267								1003	13789																																	6360	9928	0	0													
548351	0	0	0	0	0	0	0	53359	65746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																66657	97226	0	0													
548472								1499	313																																	1057	1179	0	0													
548771								3152	10577																																	41069	1027	0	0													
549862	0	0	0	0	0	0	0	9354	25690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																68321	2508	0	0													
550279								23064	2678																																	2336	963	0	0													
550354	0	0	0	0	0	0	0	728	5654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1197	101	0	0													
550448								983	1030																																	1179	1933	0	500													
550635								1583	14558																																	68335	12977	0	0													
550653								0	0																																	2932	6425	0	0													
550952								6939	5221																																	9150	3399	0	0													
551016								376	2850																																	35530	51	0	0													
552059								17345	8614																																	26593	29016	0	0													
552161								29683	208435																																	110632	44227	0	0													
552545								291	2616																																	9582	23792	0	0													
552956								3475	1737																																	158	3580	0	0													
552974	0	0	0	0	0	0	23000	4118	5290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																48528	3959	0	0													
553038								1114	1291																																	1998	12663	0	0													
553926	0	0	0	0	0	0	0	4374	2959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3772	2726	0	0													
553944								4199	5362																																	1818	6977	0	0													
554343								78	215																																	18209	35	0	401													
554857	0	0	0	0	0	0	0	15039	64685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																145440	62825	0	0													
555256								1728	4488																																	2601	9314	0	0													
556459								1397	20242																																	40284	18326	0	2799													
556936	0	0	0	0	0	0	52982	1401	23409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																120385	74352	0	0													
557317	0	0	0	0	0	0	0	38869	131516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																298430	48172	0	0													
557858	0	0	0	0	0	0	0	41517	345506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1209802	259688	11409	0													
559179								767	43																																	923	0	0	0													
560214								0	0																																	0	11573	0	0													
560353								7658	141																																	996	150	0	0													
560438								0	0																																	2554	498	0	0													
560830								33	453																																	990	1952	0	0													
561145								1236	13574																																	11779	66924	0	0													
561574								0	8454																																	40237	2199	0	0													
561659	0	0	0	0	0	0	0	859	16889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																42040	69214	0	0													
561864								18410	26831																																	86837	4012	0	0													
562058								11296	20371																																	20577	13323	0	0													
563233								1722	20082																																	9021	3605	0	0													
563336								411	913																																	463	1871	0	0													
563457								0	0																																	362	1369	0	0													
563934								187	232																																	0	0	0	0													
564052								671	18098																																	2891	18460	0	0													
564324								11016	7755																																	68599	0	0	12038													
564463								3229	4728																																	4986	2243	0	0													
564557																																																										
564678	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	1840	0	0						FHLB MULOCS							
564838								1627	1662																																	2836	3078	0	0													
565143	0	0	0	0	0	0	0	4554	13468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2115	458	0	0													
565170								4408	3255																																	0	0	0	0													
565536								0	983																																	1793	9887	0	0													
565750								10338	58032																																	128318	13015	0	0													
565844	0	0	0	0	0	0	0	2359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																10	5308	0	0													
566056								831	311																																	11986	47186	0	0													
566243								6583	8259																																	11544	6787	0	0													
567240								2606	10975																																	1006	2049	0	0													
567679								2624	9281																																	4671	15776	0	0													
567736								3204	6216																																	1200	2126	0	0													
568126								3116	3946																																	26936	0	0	0													
568135								5646	3028																																	3215	2058	0	0													
568359	0	0	0	0	0	0	0	28124	27331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																9805	0	0	11420													
568377								585	0																																	0	2045	0	0													
568470	0	0	0	0	0	0	17209	31735	33925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																79946	0	0	46789													
568939								4800	2929																																	7411	6398	0	0													
570558								2586	3392																																	0	17910	0	0													
570651								0	0																																	671	10358	0	0													
571135	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																62	8972	0	0													
571265	0	0	0	0	0	0	0	2177	10936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																22757	1458	0	0													
571920								3179	761																																	5060	13488	0	0													
571957								0	0																																	189	3590	0	0													
572347								3392	1311																																	296	1939	0	0													
572374	0	0	0	0	0	0	0	47844	612242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																138636	65615	0	0													
572459								1715	1232																																	13584	39509	4000	0													
572655	0	0	0	0	0	0	18585	426	1632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																20200	5389	0	0						0							
573036								2656	25071																																	5046	2962	0	0													
573335								8898	8055																																	4735	4904	0	0													
574079								1840	8227																																	6618	2240	0	0													
574949								4639	41279																																	50042	2598	0	0													
574976								4772	17099																																	66757	54561	0	0													
575133								556	1670																																	210	1	0	0													
575254	0	0	0	0	0	0	0	76464	205851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																135226	167284	0	0													
575348								1922	819																																	2997	2362	0	0													
575375	0	0	0	0	0	0	0	0	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																763	0	0	0													
575759	0	0	0	0	0	0	0	277	14110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																34721	61383	0	0													
575834								3924	36080																																	73089	2722	0	0													
576354	0	0	0	0	0	0	0	0	5268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1764	39	0	0													
576578								209	4293																																	3903	928	0	0													
576608	0	0	0	0	0	0	41850	23729	19097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																20340	24734	0	0													
576644								8056	35766																																	22743	15821	0	0													
576952								8564	7656																																	12372	21901	0	0													
577128	0	0	0	0	0	0	0	1277	350038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																565847	151997	0	0													
577137	0	0	0	0	0	0	0	6871	37145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																18281	2916	0	0													
577230								39	7																																	0	252	0	0													
578116								181	9571																																	10261	3403	0	0													
578237								528	164																																	526	0	0	0													
578255								31928	26653																																	255824	20793	0	0													
578554								576	231																																	728	11206	0	0													
578741								4774	12489																																	43460	4807	0	0													
578862	0	0	0	0	0	0	0	1	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1198	801	0	0													
579140								4227	3926																																	32317	28904	0	0													
579319								0	0																																	500	1882	0	0													
579364								8690	2595																																	7784	5532	0	0													
579636								3677	3351																																	1249	2098	0	0													
580155								9963	27866																																	21641	24227	0	0													
580548	0	0	0	0	0	0	0	9513	14404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																37867	13755	0	0													
580847								3683	5925																																	2707	0	0	0													
580874								1680	1972																																	4780	2369	0	0													
581237								3545	5529																																	784	1886	0	0													
581358								461	1682																																	11474	20441	0	925													
582654								151	1705																																	2173	4518	0	0													
582878								0	64																																	0	827	0	0													
582953								16193	9881																																	6860	38756	0	0													
582971								19064	100603																																	28623	3377	0	0													
583071								788	592																																	177	3266	0	0													
583268								12653	57498																																	12306	995	0	0													
583352								3866	9107																																	21818	7909	0	0													
583754								9142	24718																																	41621	92	0	0													
583905								5907	35531																																	37839	43587	0	0													
584724								9753	32996																																	83194	14521	0	0													
584920								198614	83058																																	161236	79579	0	0													
585749								7266	6488																																	28604	60256	0	0													
586027								0	0																																	0	81	0	0													
586072								16631	42283																																	12068	6508	0	0													
586335								920	71																																	1656	61	0	0													
586960								4086	4929																																	698	442	0	0													
587677								4171	4716																																	3251	2673	0	0													
587800	0	0	0	0	0	0	0	21200	489011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1050687	330850	0	0													
588245								12389	2081																																	7981	2526	0	0						QUAD CITY BANK & TRUST							
588348	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																18510	24923	0	0													
589158								0	0																																	17491	0	0	0													
589523								14744	47525																																	55473	29696	0	1357													
589943	0	0	0	0	0	0	0	9418	29675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																66147	47446	0	0													
590220	0	0	0	0	0	0	0	17769	41051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																25061	2175	0	0													
590640								35615	37941																																	15065	3677	0	0													
590976								52187	11921																																	36726	17119	0	0													
591209								374	0																																	0	4157	0	0													
591320	0	0	0	0	0	0	0	26297	5725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																8641	3594	0	0													
591357								540	1312																																	423	1138	0	0													
591366	0	0	0	0	0	0	0	27393	30175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																24601	6088	0	0													
592448	0	0	0	0	0	0	200000	9805	10496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																100229	0	0	47809													
592550	0	0	0	0	0	0	0	3648	2700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3892	28612	0	0													
592644								34599	51207																																	18979	8962	0	0													
593007	0	0	0	0	64462	55667	277035	49950	73591	0	0	64462	0	55667	0	51965	12497	0	0	0	5677	43257	6733	0	0	0																192213	124107	0	0													
593052								28633	33718																																	33645	61804	0	121405						Mortgage credit enhancing exposures >120 days							
593249								1522	2017																																	7502	6341	0	2487													
593333								2446	0																																	4032	8122	0	0													
593771								0	0																																	0	0	0	0													
593940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	3775	0	0													
594433								40064	107662																																	168481	56583	0	0													
594451								427	11065																																	74401	1925	0	0													
594853								12484	38119																																	47254	44351	0	0													
594938								3363	1450																																	10484	21675	0	0													
594947	0	0	0	0	0	0	0	20390	162625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																488484	36462	0	7047													
595270	0	0	0	0	0	0	0	261824	1338724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289749	69	305223	0	0	0	0	0	0	0	305223	0				1619885	128939	0	108288	0	10875	0	0	97413								
595337								722	1485																																	503	12	0	0													
595430	0	0	0	0	0	0	0	8937	104125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																77852	6710	0	80878													
595869																																																										
595944								79	86																																	1273	16601	0	0													
596062								21101	38258																																	33226	2189	0	1938													
596156	0	0	0	0	0	0	0	2106	27017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																7195	18624	0	0													
596277								143	19																																	0	165	0	0													
596455								3896	5773																																	4802	1193	0	0													
596978								150	1453																																	1031	751	0	0													
597041								22483	1420																																	4199	2154	0	0													
597313								4670	10518																																	13416	1383	0	0													
597452								22078	6276																																	1948	50	0	0													
597546								1772	9199																																	7896	21659	0	0													
597658								486	0																																	1834	8922	0	0													
598002	0	0	0	0	0	0	0	6930	17118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																33660	2462	0	0													
598048								6422	20927																																	22714	31139	0	0													
598132								0	3779																																	142	897	0	0													
598543								0	35																																	1771	15127	0	0													
599643								11	4741																																	4273	6357	0	0													
599764	0	0	0	0	0	0	10648	80074	380786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																176800	80348	0	0													
600419								18668	191525																																	151216	68260	0	0													
601032	0	0	0	0	0	0	5525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																175	1665	0	0													
601041	0	0	0	0	0	0	0	976	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																4431	1371	0	0													
601050	0	0	0	0	271232	202553	0	220967	1110521	0	0	271232	202553	0	49396	217152	825	0	3859	0	21614	168339	10350	0	0	2250	44533	7014	0	0	0	0	45069	0	0	0	45069	0				5442027	2180058	0	549208	64664	91581	0	0	392963								
601153								699	0																																	12589	40767	0	0													
601416	0	0	0	0	81979	6340	269300	18001	534994	0	0	81979	0	6340	11220	51587	19172	0	0	0	0	5076	1264	0	0	0																623549	98636	0	0													
601443								3566	11105																																	3506	3152	0	0													
601658								30731	79704																																	32466	6127	0	0													
602543								1299	410																																	6000	36684	0	0													
602842								0	0																																	2968	0	0	0													
603232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																104	3037	0	0													
603540								222	839																																	1065	3751	0	0													
603559								49	0																																	398	929	0	0													
603755								89	151																																	625	0	0	190													
604024								18361	11617																																	37620	20395	0	0													
604033								0	0																																	100	538	0	0													
604547								285	349																																	16963	29701	0	0													
604640								5388	1389																																	2456	6672	0	0													
605571								128	0																																	0	0	0	0													
605610								5258	1513																																	6691	2842	0	0													
605656	0	0	0	0	0	0	3500	9323	2376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3856	2836	0	0						FHLB LOC							
606176								30063	44048																																	45174	50	0	0													
606653								2124	8557																																	58935	134287	0	0													
607146								1235	16304																																	7967	7671	2500	0													
608358								0	276																																	262	6081	0	0													
608844								1469	0																																	15388	672	0	0													
609010								6580	4017																																	11873	9331	0	0													
609467								0	3559																																	1000	0	0	0													
609476								2991	0																																	0	834	0	0													
609609								0	603																																	8125	0	0	0													
609832								58	1279																																	15490	27097	0	0													
610128								898	650																																	12043	6223	0	0													
610164								12736	23145																																	6286	7101	0	0													
610539	0	0	0	0	0	0	0	604	1989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																813	8869	0	0													
610557								5599	2096																																	13644	13207	0	0													
610913								6418	10652																																	2835	10694	0	0													
611031								19183	9475																																	222	10	0	0													
612159								7279	2144																																	12341	30675	0	0													
612878								1124	444																																	2824	98	0	0													
613008	0	0	0	0	93520	141117	0	311687	1104310	0	0	93520	141117	0	19243	12441	61836	0	0	0	0	113397	27720	0	0	0	19681	6583	22644	0	0	0	0	0	0	0	22644	0				2244183	946177	0	5763	1565	50	0	70	4078								
613156								4098	8586																																	26360	11681	0	0													
613400	0	0	0	0	0	0	0	285	106387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																175948	16342	0	0													
613558								5128	33713																																	85324	47523	0	0													
613679	0	0	0	0	0	0	0	3113	15283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																14280	6580	0	0													
613839								25828	10814																																	1014	7783	0	0													
613950								25739	95849																																	1584	1461	0	0													
613978								4049	170																																	1139	13	0	0													
614256								373	202																																	700	2594	0	0													
614313	0	0	0	0	0	2827	0	12784	39134	0	0	0	0	2827	0	0	0	0	0	0	0	0	0	0	2827	0																69266	42071	0	4988													
614368								4705	38734																																	12591	7819	0	0													
614751	0	0	0	0	0	0	0	3458	2349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																5943	13970	0	0													
614948								5754	1875																																	8127	22275	0	0													
615217								34	34868																																	154888	8729	0	0													
615253								0	303																																	6118	14154	0	0													
615851								6877	5769																																	4187	12137	0	0													
615879								0	1231																																	0	37	0	0													
615954								16016	42619																																	40545	17394	0	5750													
616036								2847	12022																																	36324	4568	0	185													
616540								0	0																																	1836	9790	0	0													
617079								644	0																																	2793	1985	0	0													
617145								84	2581																																	0	20669	0	0						FULTON INDEPENDENT BOARD EDUCATION	FULTON CO FISCAL COURT						
617275	0	0	0	0	0	0	0	6136	2173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1519	144	0	0													
617743								233	0																																	2063	28512	0	0													
618647								240	0																																	1330	4544	0	0													
618740								11620	42664																																	27601	7339	0	0													
618777								171	42																																	15	1485	0	0													
618807	0	0	0	0	0	0	0	62452	497222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																427046	96698	0	0													
619701								2496	25011																																	209626	31960	0	0													
619859								237	1182																																	4928	8262	0	0						0							
619877																																																										
621151								200	3614																																	2521	3990	0	0													
621357								10132	16636																																	22633	14308	0	0													
621441								5746	6741																																	0	20251	0	0													
622037								7818	29890																																	34224	0	0	20207													
622774								95376	83526																																	27461	16119	0	0													
623052								0	0																																	0	6891	0	0													
623454								3771	5535																																	15311	7011	0	194													
623548								797	622																																	15164	14911	0	0													
623874								5491	1008																																	0	0	0	0													
624246								1499	0																																	34330	11792	0	0													
624648								1186	4766																																	3523	15642	0	0													
624778								19800	58																																	0	18962	0	0													
624956								3028	3581																																	5223	350	0	0													
625056								0	0																																	0	4383	0	0													
625065								7006	27687																																	43333	0	0	4													
625159	0	0	0	0	0	0	0	20121	19389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																998	5980	0	0													
625757								1412	149																																	9511	13449	0	0													
625850								3223	1736																																	370	6365	0	0													
625953								0	42																																	401	1881	0	1300													
626101	0	0	0	0	0	0	0	16415	67720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																62547	16190	0	997													
627108								4592	6381																																	21856	11533	0	0													
627854								2560	24674																																	2184	5907	0	0													
628039								775	2369																																	3491	123	0	0													
628123	0	0	0	0	0	0	0	1455	948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																9698	474	2000	0													
628356								3466	8534																																	4492	11988	0	0													
628552	0	0	0	0	0	0	33750	3136	6651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2198	19683	0	0													
629148								970	1426																																	1932	9744	0	0													
629353								6715	29524																																	17464	26631	0	0													
629522								3403	8898																																	3085	91	0	0													
629746	0	0	0	0	0	0	0	2932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3884	14117	0	0													
630041								0	15																																	737	13	0	0													
630340								0	0																																	0	2472	0	0													
630555								8213	6012																																	26691	13744	0	0													
630658								4153	1191																																	1485	4863	0	0													
631039								5048	2929																																	12073	9046	0	0													
631150								6731	9151																																	3650	400	0	0													
631178	0	0	0	0	0	0	0	7226	8429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																18422	2604	0	0													
631422	0	0	0	0	0	0	0	17938	31308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																16027	11189	0	0													
631570								0	0																																	460	14893	0	0													
632410	0	0	0	0	0	0	0	16061	12960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																18505	7008	0	0													
632607								1903	125935																																	36758	30787	0	0													
632858								1263	12736																																	3861	0	0	30535													
633378	0	0	0	0	0	0	404659	408	213467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																105791	18807	0	0													
633640								1837	10808																																	4477	53	0	0													
634544								10504	3685																																	1221	2042	0	0													
634955								2901	13496																																	8397	5007	0	0													
635840								1167	3597																																	12923	19309	0	0													
635907								6624	41764																																	35844	9975	0	0													
636276								0	868																																	3503	1354	0	0													
636753								0	0																																	1941	10119	0	0													
636771	0	0	0	0	0	0	0	88271	137646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																653158	191366	0	0													
637170								2357	5917																																	20491	141092	0	0													
637451	0	0	0	0	0	0	0	162311	792462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32074	19351	11335	0	0	0	0	0	0	0	11335	0				636466	380127	0	183837	176854	677	0	6306	0								
637554	0	0	0	0	0	0	12150	7129	100650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																7130	6910	0	0													
638131								2847	5386																																	7676	2078	0	0													
638355								0	757																																	4619	0	0	0													
638850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1941	10442	0	0													
639549								13657	4845																																	33976	29308	0	0													
639567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	0	0													
639633								4814	5078																																	12912	1754	0	0													
639857								460	8																																	591	2420	0	0													
640143								2056	16																																	2027	1703	0	968													
640246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																26595	4851	0	0													
640442								1949	779																																	7597	36645	0	0													
640956								1155	1607																																	3961	19100	0	0													
641449								23	285																																	1697	2561	0	0													
641579								2332	5432																																	46	4124	0	0													
642437	0	0	0	0	0	0	0	7987	12348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1783	3197	0	0													
643078								218	1587																																	0	107	0	0													
643274								0	0																																	0	185	0	0													
643340	0	0	0	0	0	0	0	445	22044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																21704	8949	0	0													
643658	0	0	0	0	0	0	0	0	1562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1002	319	0	0													
644057								148	1																																	372	3206	0	0													
644141								4053	1228																																	503	641	0	0													
644646								921	1644																																	6031	13573	0	0													
644776	0	0	0	0	0	0	5900	0	1895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	0	0													
644842								17942	0																																	5199	33974	0	0													
644954								0	0																																	0	0	0	0													
644963								425	11																																	2022	12660	0	0													
