"IDRSSD"	RCONC970	RCONC971	RCONC972	RCONC973	RCONC974	RCONC975	RCONC978	RCONF164	RCONF165	RCONG401	RCONG402	RCONG403	RCONG404	RCONG405	RCONG406	RCONG407	RCONG408	RCONG409	RCONG410	RCONG411	RCONG412	RCONG413	RCONG414	RCONG415	RCONG416	RCONG417	RCONG418	RCONG422	RCONG423	RCONG427	RCONG428	RCONG432	RCONG433	RCONG437	RCONG453	RCONG457	RCONG458	RCONG462	RCONHT72	RCONJ455	RCONJ456	RCONJ457	RCONJ459	RCONPV10	RCONPV11	RCONPV12	RCONPV13	RCONPV14	RCONPV15	RCONPV16	TEXT3555	TEXT3556	TEXT3557	TEXT5592	TEXT5593	TEXT5594	TEXT5595	
	CR DRIVTS:NTNL AMTS-TOT RETRN SWAPS-	CR DRIVTS:NTNL AMTS-TOT RETRN SWAPS-	CRD DERIVTS:NOTL AMTS-CRD OPTIONS-GU	CRD DERIVTS:NOTL AMTS-CRDIT OPTIONS-	CRD DERIVTS:NOTL AMTS-OT CR DERIVTS-	CRD DERIVTS:NOTL AMTS-OT CR DERIVTS-	STNDBY LTRS OF CRD ISSD BY FHLB BK B	1-4  FAM RES CNSTRCTN LN COMMITMNTS	CMRL RE OTHR CNSTRCTN LN & LND DEV L	NTL AMT REG CAP CVRD MRR SL PRTC	NTL AMT REG CAP CVRD MRR PURC PRTC	NTL AMT REG CAP OTHR SL PRTC	NTL AMT REG CAP OTHR PRTC REG CAP	NTL REG CAP OTHR PRTC NOT REG CAP	NTL SL CR PRTC INV MAT LE 1 YR.	NTL SL CR PRTC INV MAT 1T5 YR	NTL SL CR PRTC INV MAT GT 5 YR	NTL SL CR PRTC SUBINV MAT LE 1 YR.	NTL SL CR PRTC SUBINV MAT 1T5 YR	NTL SL CR PRTC SUBINV MAT GT 5 YR	NTL PURC CR PRTC INV MAT LE 1 YR.	NTL PURC CR PRTC INV MAT 1T5 YR	NTL PURC CR PRTC INV MAT GT 5 YR	NTL PURC CR PRTC SUBINV MAT LE 1 YR.	NTL PURC CR PRTC SUBINV MAT 1T5 YR	NTL PURC CR PRTC SUBINV MAT GT 5 YR	OTC DRVT CR EXP BK & SCTY FIRM	OTC DRVT CR EXP CORP OTHR CNTRPRTY	OTC FV CSH USD BK & SCTY FIRM	OTC FV CSH USD CORP OTHR CNTRPRTY	OTC FV CSH OTHR CUR BK & SCTY FIRM	OTC FV CSH OTHR CUR CORP OTHR CNTRPR	OTC FV US TREAS SCTY BK & SCTY FIRM	OTC FV US TREAS SCTY CORP OTHR CNTRP	OTC FV OTHR CLTRL BK & SCTY FIRM	OTC FV OTHR CLTRL CORP OTHR CNTRPRTY	OTC FV TOTAL FV CLTRL BK & SCTY FIRM	OTC FV TOTAL FV CLTRL CORP OTHR CNTR	Unused commitments, Revolving, open 	UNUSED CNSMR CR CARD LINE	OTHR UNUSED CNSMR CR CARD LINE	OTHR UNUSED CMTMT CMRL IND LN	OTHR UNUSED CMTMT ALL OTHR	Loans to depository financial instit	Loans to nondepository financial ins	Loans to mortgage credit intermediar	Loans to business credit intermediar	Loans to private equity fund	Loans to consumer credit intermediar	Other loans to nondepository financi	1ST CP OF OT OFF BALANCE SHEET LIABI	2ND CP OF OT OFF BALANCE SHEET LIABI	3RD CP OF OT OFF BALANCE SHEET LIABI	1ST ITMZD&DESCRPTN LINE CPNT OF 5591	2ND ITMZD&DESCRPTN LINE CPNT OF 5591	3RD ITMZD&DESCRPTN LINE CPNT OF 5591	4TH ITMZD&DESCRPTN LINE CPNT OF 5591	
266945								10730	18185																																	10956	15210	0	0													
267652								1922	791																																	4620	115	0	0													
268006	0	0	0	0	0	0	0	19057	102886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																56391	76430	0	0													
268136								9993	5333																																	10131	6835	0	0													
268677	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																8403	253	0	0													
268828	0	0	0	0	0	0	0	0	27724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																5495	728	0	0													
268976								19764	0																																	0	20379	0	0													
269049								8454	28650																																	10639	16138	0	0													
269058	0	0	0	0	0	0	0	2666	7135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																11725	13049	0	0													
269571								840	0																																	550	1851	0	0													
269759								0	0																																	0	13135	0	0													
270148								199	251																																	2368	7155	0	0													
270353								0	124																																	704	393	0	0													
270504								4286	34047																																	59749	57527	0	0													
270531								0	6845																																	4325	40	0	0													
270652								0	0																																	570	11372	0	0													
271136								0	0																																	0	5601	0	0													
271275	0	0	0	0	0	0	0	2371	4897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																5829	2290	0	0													
271341								2333	4616																																	860	2218	0	0													
271529								13093	3027																																	8404	4948	0	543													
272030								3437	1960																																	2256	11248	0	0													
272058								62	390																																	14	1479	0	0													
272151								0	589																																	1178	1049	0	0													
272272								36119	205787																																	186948	177622	0	3053													
272302	0	0	0	0	53408	0	0	0	99273	0	0	53408	0	0	0	31161	22247	0	0	0	0	0	0	0	0	0																5861	104559	0	0													
273336	0	0	0	0	0	0	0	14703	57607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																330452	117723	0	5200													
273550								2617	1040																																	8023	48792	0	0													
273653								75	1																																	384	2136	0	0													
273662								3095	25785																																	26956	16458	0	0													
273840								3061	40																																	5975	7058	0	0													
273859								0	0																																	0	1007	0	0													
274025								0	0																																	0	473	0	0													
274052								391	439																																	1113	552	0	0													
274829								17532	17279																																	3114	5403	0	0													
274856								29	281																																	779	16318	0	0													
275255	0	0	0	0	0	0	26845	2106	11550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																19266	41584	0	0													
275358								2238	42564																																	185088	203407	0	0													
275479								46	6276																																	0	2995	0	0													
275657								0	276																																	454	8119	0	0													
276074								668	2938																																	7942	248	0	0													
276159								0	1250																																	1327	3113	0	0													
276551								891	0																																	860	10647	0	0													
276579	0	0	0	0	0	0	0	973781	3317646	0	0	646755	0	857426	12480	106520	15982	19527	420786	71460	43200	9458	1347	124323	550479	128619	233877	180210	247391	0	0	0	0	0	0	0	247391	0				10319287	3025682	7274	1588587	215593	757918	325741	86463	202872								
276645								463	2124																																	14328	21584	0	0													
276654	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																5442	7846	0	0													
276850								13048	64056																																	55758	96183	10741	0													
276953								0	0																																	211	1972	0	0													
277240								203	9454																																	0	39204	0	0													
277277	0	0	0	0	0	0	0	11483	3430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																9189	4529	0	0													
277736								3959	4041																																	1620	4917	0	0													
277820								4599	8120																																	3863	8075	0	0													
278256								0	16579																																	20305	32291	0	0													
278555	0	0	0	0	0	0	57500	17854	129746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																114997	82028	0	0													
278733								11273	3235																																	325	1115	0	0													
278751								0	185																																	58	20	0	0													
278818	0	0	0	0	6919	37321	452250	32329	126572	0	0	6919	37321	0	0	0	0	0	2396	4523	0	0	0	1441	32385	3495																423530	76379	0	0													
279105	0	0	0	0	0	0	0	2900	31215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																75267	0	0	40957													
279842								4570	59161																																	13107	10265	0	0													
279954	0	0	0	0	0	0	0	9748	38704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																84290	111534	0	11555													
280110																																																			FNMA DUS							
280138								792	6186																																	531	1459	0	0													
280352								2383	4336																																	6945	4135	0	0													
280558								511	2217																																	5152	2855	0	0													
282075								31463	47767																																	104288	3151	0	0													
282226								2923	6775																																	1059	4500	0	0													
282824								2080	5311																																	49222	91	0	0													
283438	0	0	0	0	0	0	75000	8695	20895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																25186	269	0	0													
283652								3697	3652																																	7912	88	0	0													
283737								21905	6768																																	51343	36240	0	10069													
283867								24396	67110																																	40222	213	0	0													
284154								14957	5152																																	4715	648	0	0													
284239								6218	0																																	1113	10206	0	0													
284556								2968	23442																																	6760	66584	0	0													
284752								107	1107																																	3098	3025	0	0													
284958								0	0																																	0	5748	0	0													
285151	0	0	0	0	0	0	0	2113	1438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																11540	29993	0	0													
285348								526	1258																																	11744	2480	0	0													
285544	0	0	0	0	0	0	0	0	8880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																6238	3047	0	0													
285553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																677	3210	0	0													
285740	0	0	0	0	0	0	25000	10066	48190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																113776	1998	0	0													
285852								17138	23895																																	16978	3897	0	0													
285928								14605	24769																																	1984	76	0	0													
286251								0	354																																	308	110	0	0													
286457								9952	30359																																	103130	13062	0	0													
287007								0	0																																	0	2593	0	0													
287342	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3954	7290	0	0													
287922								0	0																																	452	0	0	0													
287959								3219	1984																																	5053	4773	0	396													
288152								0	0																																	0	6333	0	0													
288376	0	0	0	0	0	0	0	4366	8803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																12331	1066	0	0													
288853	0	0	0	0	0	0	0	238976	768867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	829	62	1360	0	0	0	0	0	0	0	1360	0				183737	337309	0	0	0	0	0	0	0								
289056								1162	343																																	1105	1028	0	0													
289225								237	50																																	0	560	0	0													
289515								63955	114655																																	162873	6852	0	0													
289702								38047	150555																																	148175	26121	0	0													
289739								341	2522																																	1183	14635	0	0													
289757								0	6313																																	6377	31652	0	0													
290249								133814	50268																																	47494	3231	0	1300													
290838								6991	24196																																	4922	0	0	0													
290922								850	0																																	19	0	0	0													
291059								1919	3824																																	1402	11635	0	0													
291611								170	1101																																	688	6461	0	0													
291732								0	0																																	499	211	0	0													
292234								1562	1926																																	2743	5132	0	0													
292467								1545	499																																	0	966	0	0													
292850								0	0																																	0	217	0	0													
293053								35498	80404																																	275995	36799	0	11340													
293437								1778	488																																	4335	1610	0	0													
293651								0	0																																	3576	49825	0	0													
293754								3785	4293																																	1924	290	0	0													
294023								2	12466																																	1901	8782	0	0													
294751	0	0	0	0	0	0	0	2787	15079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	5333	0	0													
294779	0	0	0	0	0	0	0	49852	98607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																55105	11224	0	0													
294827								679	202																																	1522	1029	0	0													
295011	0	0	0	0	0	0	25000	11507	8769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																20013	3083	0	2550						Federal Home Loan Bank							
295057								1	325																																	1042	2441	0	0													
295646								0	0																																	402	0	0	0													
296456								3505	6789																																	4693	8975	0	0													
296474								5286	956																																	2570	1003	1261	0													
296559								1926	2700																																	15992	8361	0	0													
296755								5634	319																																	4310	14537	0	0													
297051								2417	6950																																	1833	9299	0	0													
297761								0	4404																																	7303	0	0	0													
298049								1488	9530																																	3534	10518	0	0													
298218								11450	15911																																	42789	5214	0	0													
298245	0	0	0	0	0	0	0	4506	923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																8980	11456	0	0													
299868								0	0																																	0	0	0	0													
300009								233	9787																																	743	61741	0	0													
300063								22044	2099																																	7695	0	0	0													
300353								16887	7166																																	17547	0	0	0													
300933	0	0	0	0	0	0	0	4410	17917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2015	10727	0	0													
300942	0	0	0	0	0	0	0	3719	4124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3263	6864	0	0													
301574								1345	25577																																	22555	2490	0	0													
301800	0	0	0	0	0	0	0	20867	14923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																41343	9154	0	0													
302030								110	821																																	3006	500	0	0													
302133								0	831																																	1292	787	0	0													
302553								7980	3063																																	13051	27618	0	0													
302656	0	0	0	0	0	0	0	4366	141242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																249111	277000	0	0													
303653								4783	12443																																	39	4924	0	0													
303701								1340	0																																	4902	173	0	0													
303747								0	374																																	1867	2321	0	0													
303952								1726	581																																	6959	49472	0	0													
304173								10705	7650																																	53718	2674	0	0													
304520								3116	3560																																	2644	11129	0	0													
304575								0	0																																	0	1503	0	0													
304762								4795	10320																																	17101	6998	0	0													
304913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	0	0													
305059								0	796																																	4612	6768	0	0													
305077								467	2940																																	312	922	0	0													
305237								1538	555																																	2970	1479	0	0													
305442								8163	24766																																	25105	7732	0	0													
306056								26	0																																	426	1883	0	0													
306159	0	0	0	0	0	0	3300	8584	5548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																10400	3522	0	0													
306337								1247	1158																																	14358	25939	0	0													
306908								7580	15421																																	16887	15213	0	0													
307062								4719	7395																																	103510	1022	0	0													
307334								8575	11335																																	10142	2180	0	0													
307361								15803	16691																																	28783	5090	0	0													
307679								2196	22643																																	63693	24117	0	0													
308340								5937	1064																																	2252	28809	0	0													
308836								0	1271																																	0	1720	0	0													
309150								15158	2901																																	15	19977	0	0													
309655								32284	124111																																	145731	74982	0	32200													
309851								0	76																																	227	1700	0	0													
310754								31053	1482																																	4205	1685	0	0						Warehouse cred line collateralized by loans in 10b			Mort loans sold to Interim Purchaser - saleable by bank				
310978	0	0	0	0	0	0	0	20354	7606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																13189	41755	0	0													
311050								8659	18918																																	37132	28790	0	0													
311144								0	0																																	1516	3055	0	0													
311256								16366	1271																																	20860	4060	0	0													
311265								2926	6659																																	10375	2149	0	0													
311603								5280	54560																																	16521	0	0	23085													
311658								0	916																																	1118	135	0	0													
311845	0	0	0	0	0	0	765000	264950	821032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13469	16797	12240	0	0	0	0	0	0	0	12240	0				1455147	632488	0	50000	0	0	0	0	50000								
311939								6786	2556																																	7026	12457	0	0													
312244								3198	9396																																	34064	91399	0	0													
312356								2889	1598																																	2481	131	0	0													
313009								775	3700																																	5959	9359	0	0													
313157								3306	312																																	15955	12558	0	0													
313223								3549	11100																																	11129	2512	0	0													
313577								5759	7565																																	73568	72897	0	0													
314257								19459	33814																																	169809	4148	0	0													
314444								4026	2902																																	2707	1850	0	0													
315656								2184	13846																																	1313	270	0	0													
316840	0	0	0	0	0	18759	0	70418	249844	0	0	0	18759	0	0	0	0	0	0	0	0	0	0	0	18759	0																569856	176363	0	585049													
316859								134	2822																																	908	1701	0	0													
316934								0	0																																	12494	0	0	0													
317258								4756	48287																																	36823	34313	0	0													
317342	0	0	0	0	0	0	0	28904	578243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																792312	149595	0	16800													
317379								7089	7112																																	11434	12039	0	0													
318974								44863	15285																																	94175	18784	1032	0													
319047								5873	6096																																	11836	8281	4300	0													
319551								1349	13643																																	52263	95452	0	0													
320034								437	27																																	380	5269	0	0													
320052	0	0	0	0	0	0	0	39652	43155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																14743	15504	0	0													
320070								0	2783																																	1491	1361	0	0													
320119	0	0	0	0	0	0	0	11983	287952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98726	21576	107520	0	0	0	0	0	0	0	107520	0				1576934	193309	0	247006	0	49915	0	12533	184558								
321152	0	0	0	0	0	0	0	6960	18112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3307	1874	0	0													
321255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																764	648	0	0													
321273								29483	7995																																	17012	6942	0	0													
321330								121	617																																	5153	4	0	0													
321947	0	0	0	0	0	0	0	14656	29330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																26515	6882	0	0													
322449								8418	17																																	1379	2484	0	0													
322551								361	108																																	185	907	0	0													
323204								32290	109505																																	121834	237918	0	0													
323651								3111	2489																																	5297	7571	0	0													
324153								3298	250																																	7388	9556	0	0													
324229								942	0																																	1	374	0	0													
324256								0	0																																	8357	0	0	0													
324340	0	0	0	0	0	0	0	26102	63689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																301264	41788	2500	0													
324854								1437	10127																																	4748	20339	0	0													
324863	0	0	0	0	0	0	0	62319	105843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																169969	270690	0	0													
324975								481	0																																	0	1611	0	0													
325141	0	0	0	0	0	0	0	1992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3899	1435	0	0													
325459								0	0																																	87	4815	0	0													
325534								2300	4049																																	2595	13326	0	0													
326054								14459	12631																																	46536	9638	0	0													
326344								2141	6362																																	34815	29813	0	0													
326858								2935	35398																																	200181	213480	0	0													
326979								3885	9397																																	13013	13690	0	0													
327220								462	320																																	14564	1809	0	0						Letter of credit to secure insurance policy for customer							
327305								20483	9273																																	59605	25903	0	0													
327435								10463	10951																																	9161	14569	0	0													
327556								0	475																																	17557	40957	0	0													
327855								25990	64977																																	26082	23983	0	0													
328058								251	500																																	4	708	0	0													
328357	0	0	0	0	0	0	0	0	6705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2000	0	0	0													
328656								136	300																																	4339	28735	0	0													
328777	0	0	0	0	0	0	168500	74310	199641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																95176	16177	0	2058													
329149								0	0																																	3510	26717	0	0													
329345								26425	39295																																	24262	7959	0	0													
329550								11416	14226																																	36927	589	0	0													
329952	0	0	0	0	0	0	0	36429	21613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																16783	15848	0	0													
330239								0	3745																																	3568	3940	0	0													
330248								0	0																																	297	10749	0	0													
330855	0	0	0	0	0	0	0	28825	154249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																275964	37884	0	0													
330949								8648	13081																																	11336	8470	0	0													
331076								1077	8162																																	18392	0	0	0													
331375								14305	3302																																	5678	3354	0	0													
331544								1635	1808																																	1685	481	0	0													
331713								3778	17244																																	18678	11215	0	0													
332224								100	5174																																	4110	2783	0	0													
332671								3337	2171																																	0	0	0	0													
332756								0	0																																	1288	7037	0	0													
333203	0	0	0	0	0	0	0	46177	75836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																19411	48079	0	0													
333650								119	0																																	9314	67861	0	320													
333856								24159	46524																																	16861	1281	0	0													
333940	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																578	2922	0	0													
334264								6940	37431																																	18039	15223	0	0													
335346								5272	8611																																	1838	39689	0	0													
336147								6826	7810																																	1442	2313	0	0													
336361								4591	7084																																	2384	496	0	0													
336576								6508	0																																	2543	87	0	0													
337340								0	0																																	500	11	0	0													
338646								9294	21884																																	2519	27825	0	0													
338945								0	20																																	3062	5726	0	0													
339072	0	0	0	0	0	0	0	0	9088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																6162	29	0	0													
339353								72	0																																	3397	2856	0	0													
339456	0	0	0	0	0	0	2000	30474	25846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																23931	3325	0	0													
339607								25051	28371																																	13354	7141	0	0													
339773	0	0	0	0	0	44565	0	78775	511443	0	0	0	0	44565	0	0	0	0	0	0	36682	7883	0	0	0	0																316967	26134	0	386744													
339858	0	0	0	0	0	0	0	63068	3274901	0	0	5503	0	582	769	3997	737	0	0	0	0	582	0	0	0	0	47152	537033	52386	1718	0	0	0	0	0	0	52386	1718				11679614	4129994	772	857479	55994	175070	416317	64860	145238								
340135	0	0	0	0	0	0	310000	48353	134242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																76794	9704	0	50													
340144								11650	6107																																	148143	0	0	0													
340256								11988	25879																																	39707	1743	0	0													
340443								4598	357																																	0	1750	0	0													
340742	0	0	0	0	0	0	0	500	18276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																32957	9206	0	0													
340751								28775	28090																																	23304	13476	0	0													
341310								13022	70909																																	66221	19182	0	0													
342054								18076	20850																																	6883	10202	0	0													
342410	0	0	0	0	26097	31620	609	84676	217279	0	0	26097	31620	0	0	0	0	0	2409	23688	0	0	0	0	14137	17483																447553	125643	0	0													
342634	0	0	0	0	324561	118747	0	451832	1514661	0	0	324561	118747	0	54191	229835	40535	0	0	0	37627	57435	23685	0	0	0	1022	4808	7192	0	0	0	0	0	0	0	7192	0				1143545	309522	0	254636	39107	102516	0	6857	106156								
343051								0	260																																	179	130	0	0													
343248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	10318	0	0													
343770								442	74																																	211	1294	0	0													
343903								1869	919																																	8996	19571	0	0													
343958								0	0																																	3071	17403	0	0													
344647	0	0	0	0	0	0	0	4025	3805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																49040	30517	0	0													
344852								1043	418																																	2060	717	0	0													
345309	0	0	0	0	0	0	0	15874	83766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																55356	62247	0	0													
345345	0	0	0	0	0	0	0	3826	2622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																29223	96630	0	0													
345747	0	0	0	0	0	0	0	25318	48802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																30242	14262	5075	0													
345756	0	0	0	0	0	0	0	4281	4453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																18678	0	0	0													
345877								9460	52830																																	24679	10961	0	0													
346379								7230	4590																																	11294	10255	0	0													
346566								4111	153																																	14	2	0	0													
346771								610	866																																	5276	5411	0	0													
347022								258	2537																																	2290	1571	0	0													
347639								104	2929																																	6231	0	0	0													
347956	0	0	0	0	0	0	415	4970	9456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																12866	4781	0	0													
348159								5536	4954																																	9402	653	0	0													
348720								94966	18720																																	10914	3605	0	0													
349129								3059	4368																																	1481	607	0	0													
349343								3293	2504																																	27237	12869	0	0													
350657								0	0																																	773	1301	0	0													
350750								2864	9171																																	332	10466	0	0													
351131								0	10																																	0	4538	0	0													
351560								0	1764																																	17799	0	0	0													
351878								0	0																																	14683	1758	0	0													
352370								808	1178																																	3007	1494	0	0													
352651								2962	4290																																	36257	2126	0	0													
352745								1728	511																																	3475	0	0	6235													
352772	0	0	0	0	40122	525	0	634682	743433	0	0	40122	525	0	0	0	0	0	40122	0	0	0	0	0	525	0	0	9892	17581	0	0	0	0	0	944	0	18525	0				874694	272889	0	114077	0	0	0	3580	110497								
353238								22725	49505																																	8083	6681	0	0													
353546								1014	1705																																	3091	12548	0	0													
353555	0	0	0	0	0	0	0	37688	98751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2457412	57688	0	0													
353957								0	0																																	0	2348	0	0													
354253								0	0																																	1975	1708	0	0													
354310	0	0	0	0	0	0	1162100	76822	187381	0	0	870877	0	0	34980	662245	173652	0	0	0	0	0	0	0	0	0																1032916	108243	0	0													
354552								4635	4217																																	13642	25799	0	0													
354851								0	95																																	1649	3398	0	0													
355120								5850	20592																																	19246	3832	0	0													
355559								4642	10125																																	41008	7304	0	0													
355858	0	0	0	0	0	0	0	18964	42966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																79652	64893	0	0													
356239								73	318																																	21521	35367	0	0													
356659								3165	225																																	0	2459	0	0													
356752								13431	21437																																	14089	262	0	0													
357526								2301	1798																																	8355	2827	0	0													
357553								228	1571																																	2851	34203	0	0													
357777								0	635																																	11114	10305	0	0													
357937								1386	19300																																	10426	5904	0	0													
358112								1008	99																																	632	5045	0	0													
358448								0	46																																	963	1516	0	0													
359472								79	1333																																	1437	0	0	0													
359744								401	529																																	1764	4361	0	0													
360777	0	0	0	0	0	0	0	962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	1294	0	0													
361055								36066	19236																																	39058	40179	0	0													
361167	0	0	0	0	0	0	19280	101310	540315	0	0	20000	0	6586	0	20000	0	0	0	0	0	6586	0	0	0	0																243666	68245	0	5158													
361279								12149	5142																																	6001	16625	0	0													
361354								0	0																																	162	1031	0	0													
361439	0	0	0	0	0	0	0	21230	9536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3268	5432	0	0													
362043								0	0																																	373	3907	0	0													
362155								3365	685																																	6472	3193	0	0													
362717	0	0	0	0	0	0	0	144	125692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																84154	11538	0	0													
362856								0	0																																	0	2035	0	0													
363442								0	0																																	0	0	0	0													
363648								0	150																																	3231	9853	0	0													
363657	0	0	0	0	0	0	0	3390	23504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	3427	0	0													
363778								441	0																																	0	0	0	0													
364131								7028	21928																																	5186	3724	0	0													
364270																																																										
364430								3449	7983																																	8280	7773	0	0													
364850	0	0	0	0	0	0	0	911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2556	419	0	0													
365325	0	0	0	0	0	0	0	698292	2774134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32029	0	0	0	0	0	0	0	0	0	0	0				1173376	749327	10250	192837	190354	0	0	0	2483								
365745								6212	18837																																	2563	1005	0	0													
365848								0	0																																	458	0	0	0													
365950								2802	1649																																	2522	6201	0	0													
366078								22479	24880																																	45796	50	0	2647													
366238	0	0	0	0	0	0	185000	56639	102176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																30392	107892	0	0													
366247								0	157																																	6017	10996	0	0													
366359								0	0																																	768	702	0	0													
366658								1481	239																																	3001	383	0	0													
366854								2807	34																																	13193	129	0	663													
367150								3663	220																																	1618	6446	0	0													
367178								160	1816																																	5634	0	0	0													
367431								14607	11604																																	7184	2361	0	0													
367543								0	14958																																	15484	22751	0	0													
368054								393	27																																	830	2591	0	0													
368344	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																333	9629	0	0													
368522								91	0																																	4000	4473	0	0													
368951								2899	3847																																	8305	7627	0	0													
369453								0	1696																																	2617	7762	0	0													
369659								47724	43112																																	86240	48417	0	0													
370020								14709	20160																																	24900	30986	0	0													
370347								38	484																																	0	14145	0	1500													
370721	0	0	0	0	0	0	0	531	689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3876	9207	0	0													
370833								0	552																																	126	387	0	0													
370954								12349	1477																																	0	518	0	0													
371223								0	53956																																	11258	1621	0	0													
371232								1096	674																																	5779	6290	0	1243													
371362								1792	12060																																	19735	30235	0	0													
371849								0	0																																	233	2559	0	0													
371924								0	42912																																	84474	28752	0	0													
371942								21	282																																	1363	1853	0	0													
372444								14	120																																	318	5511	0	0													
372538								18586	73784																																	22098	47459	0	0													
372640								2653	2022																																	4661	3812	0	0													
372855	0	0	0	0	0	0	0	8545	26389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																7612	2534	0	0													
373272								958	0																																	0	0	0	0													
373553								416	0																																	43	5900	0	0													
373601	0	0	0	0	0	0	0	0	8916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																426	0	0	0													
