"IDRSSD"	RCFD0071	RCFD0081	RCFD1773	RCFD2130	RCFD2143	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFDJA22	RCFDJJ34	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON1773	RCON2130	RCON2143	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	RCONJA22	RCONJJ34	
1669																																							15469	6658	79472	0	0	3404	0	22309	450527	395203	2255	397458	0	5789	0	0	53069	800	450527	0	0	54059	0	0	800	0	82043	313160	4	1231	0	318382	312593	-2590	0	0	0	0	53069	0	10622	
1856																																							5777	565	7652	0	98	410	0	683	43818	35322	75	37397	0	448	2000	0	6421	500	43818	0	0	290	0	0	5732	0	5129	30193	4	1231	0	28081	27633	-101	0	0	0	0	6421	0	1000	
2161																																							38790	4885	80242	0	0	19038	330	19708	392569	353648	6977	360625	0	3208	0	0	31944	1000	392569	0	0	18750	0	0	20524	0	68504	285144	1b	1231	0	230185	226977	-8330	2599	0	0	0	31944	0	0	
2732																																							128820	9476	41520	0	1112	2610	0	7357	729383	600748	5187	605935	0	4517	0	0	123448	0	729383	0	0	117690	0	0	5789	0	134744	466004	2b	1231	0	543005	538488	-31	0	0	0	0	123448	0	0	
2750																																							1530	819	13551	0	0	243	0	4892	70484	60070	896	62156	0	542	1190	0	8328	109	70484	0	0	1015	0	0	8000	0	8126	51944	4	1231	0	48435	47893	-796	1500	0	0	0	8328	56	0	
3252																																							0	8596	230899	0	0	1906	0	5220	372974	322578	815	323393	0	3456	0	0	49581	200	372974	0	0	50601	0	0	300	0	66837	255741	4	1231	0	114309	110853	-1520	15500	0	0	0	49581	0	0	
3720																																							66405	6492	104684	0	0	3998	0	15106	455614	405406	3548	408954	0	2180	0	0	46660	2400	455614	0	0	38552	0	0	18600	0	119158	286248	1b	1231	-8580	221990	219810	-4312	225	0	0	0	46660	0	38894	
3971																																							53553	6355	227367	2443	8919	17328	0	34322	1043286	841550	11216	908266	0	13122	55500	0	135020	2	1043286	0	0	24706	0	0	118985	0	170315	671235	1a	1231	0	700548	687426	-8673	4668	0	0	0	135020	905	0	
4231																																							27861	1751	71504	0	0	824	0	6952	172134	147637	792	148429	0	1124	0	0	23705	500	172134	0	0	13940	0	0	12100	0	38871	108766	2b	1231	0	63079	61955	-2835	0	0	0	0	23705	0	1287	
5069																																							66067	936	7213	0	0	36817	0	9816	504745	257910	7926	265836	0	10693	0	0	238909	4500	504745	0	0	230202	0	0	4129	0	18933	238977	1a	1231	0	393480	382787	78	0	0	0	0	238909	1109	0	
5135																																							92078	7453	96017	0	1042	6496	491	21454	664142	531599	3488	536126	0	6170	1039	0	128016	651	664142	0	0	103118	0	0	24391	0	106444	425155	1b	1231	0	445281	439111	-144	0	0	0	0	128016	0	0	
5210																																							67986	25599	471659	2220	71622	32948	0	176305	3253225	2547960	37905	2846023	0	23615	240000	0	407202	4798	3253225	0	0	234026	0	0	191837	15155	576711	1971249	2a	1231	0	2349245	2325630	-23459	0	0	3731	16427	407202	942	63159	
5461																																							26870	15736	21467	0	25	10839	0	20845	780102	684849	7651	704383	0	6863	11883	0	75719	2059	780102	0	0	83094	0	0	4241	0	261094	423755	2b	1231	0	476531	469668	-13675	0	0	0	0	75719	0	214652	
5751																																							0	7154	101595	0	844	1578	0	9395	329115	291592	1870	293462	0	3381	0	0	35653	600	329115	0	0	32127	0	0	8752	0	46093	245499	4	1231	0	184724	181343	-5826	20996	0	0	0	35653	0	6210	
6039																																							41719	6341	56749	0	0	11364	3300	8822	569564	504294	4491	511425	0	7264	2640	0	58139	469	569564	0	0	27285	0	0	30568	0	167287	337007	2b	1231	0	416114	408850	-183	28955	0	0	0	58139	0	3464	
6329																																							161353	47806	189314	0	0	44932	1494	61855	2275809	2056739	17989	2074728	0	29845	0	0	201081	2600	2275809	0	0	166195	0	0	44400	1404	463209	1593530	2a	1231	0	1797495	1767650	-12114	1	0	0	0	201081	0	0	
7009																																							240718	10124	1274622	0	0	3156	0	14287	1794219	1643045	21066	1664111	0	0	0	0	130108	500	1794219	0	0	129504	0	0	552	0	71755	1571290	2a	1231	0	250311	250311	-448	0	0	0	0	130108	1001	0	
7045																																							23677	3367	139449	0	0	1644	0	10557	325598	300946	1189	302135	0	1187	0	0	23463	100	325598	0	0	29066	0	0	2325	0	40628	260318	1a	1231	0	146655	145468	-8028	0	0	0	0	23463	0	1436	
7072																																							4634	7822	39273	0	6201	11822	0	24650	475704	409089	5568	429657	0	3620	15000	0	46047	0	475704	0	0	44431	0	0	4060	1298	84425	324664	1a	1231	0	341829	338209	-2444	7228	0	0	0	46047	0	34567	
7456																																							5911	3151	25121	0	0	703	0	5687	147054	133747	770	134517	0	1338	0	0	12537	400	147054	0	0	6626	0	0	6600	0	29578	104169	4	1231	0	107753	106415	-1089	0	0	0	0	12537	66	0	
7634																																							16368	575	11515	0	0	375	0	1251	89515	78341	368	78709	0	1341	0	0	10806	200	89515	0	0	3634	0	0	8060	0	17478	60863	2b	1231	0	60772	59431	-1088	0	0	0	0	10806	0	0	
8462																																							3089	9779	94836	0	0	495	0	1515	204770	173622	1202	174824	0	2119	0	0	29946	350	204770	0	0	32932	0	0	350	0	37040	136582	4	1231	0	92090	89971	-3686	5085	0	0	0	29946	0	0	
8631																																							5942	2031	16912	0	0	2581	0	3848	82171	74269	829	75098	0	436	0	0	7073	500	82171	0	0	6373	0	0	800	0	23956	50313	1a	1231	0	46778	46342	-600	4515	0	0	0	7073	0	0	
9357																																							8929	6156	54404	1873	40787	2927	0	5871	569609	404273	10759	455032	0	4236	40000	0	114577	500	569609	0	0	58043	0	0	56160	0	158373	245900	1b	1231	0	451996	447760	-126	11	0	0	0	114577	891	0	
9553																																							513	1733	30986	0	0	731	0	11380	241615	157356	1701	217787	0	1670	58730	0	23828	400	241615	0	0	25249	0	0	1700	0	31286	126070	4	1231	0	149542	147872	-3521	14575	0	0	0	23828	0	33825	
9807																																							181755	16695	400593	0	0	20622	1823	169927	2872182	2472589	19218	2526416	0	33198	0	0	345766	20000	2872182	0	0	215776	0	0	112272	0	151446	2321143	2a	1231	0	1990505	1957307	-2282	0	0	0	34609	345766	1141	122319	
9955																																							35029	1212	49659	0	0	5241	0	5222	233583	174253	626	200782	0	2040	25903	0	32801	110	233583	0	0	31037	0	0	3023	0	40090	134163	4	1231	0	128988	126948	-1369	0	10272	0	0	32801	0	0	
10250																																							17451	11070	220675	0	0	11079	0	6085	714696	659656	3721	668377	0	4855	5000	0	46319	1500	714696	0	0	22995	0	0	41000	0	154847	504809	2b	1231	0	452691	447836	-19176	500	0	0	0	46319	0	0	
10849																																							4412	1671	71822	0	694	6003	0	4690	325537	288045	1495	292240	0	3453	2700	0	33297	16	325537	0	0	21494	0	0	15375	0	37327	250718	1b	1231	0	239698	236245	-3588	0	0	0	0	33297	0	0	
11145																																							35255	8575	128486	44	589	7188	72	18564	481410	409947	4349	431296	0	3250	17000	0	50114	1000	481410	0	0	32867	0	0	25000	0	87785	322162	2b	1231	0	257466	254216	-8753	28421	0	0	0	50114	0	0	
11640																																							13425	9300	100798	0	0	3778	0	23941	392809	350036	3380	353416	0	2579	0	0	39393	650	392809	0	0	3908	0	0	44095	0	87978	262058	1a	1231	0	244146	241567	-9260	0	0	0	0	39393	0	0	
11837																																							21515	1304	54409	0	0	919	0	2653	177458	161889	733	162622	0	1263	0	0	14836	314	177458	0	0	6159	0	0	11686	0	14299	147590	2b	1231	0	97921	96658	-3323	0	0	0	0	14836	0	0	
12030																																							38805	15939	134990	0	0	4326	560	52251	716485	596064	7318	603382	0	14762	0	0	113103	300	716485	0	0	112546	0	0	300	0	196692	399372	1a	1231	0	478907	464145	-43	5395	0	0	0	113103	0	74	
12142																																							20772	7591	71635	0	0	4435	165	13742	345735	319404	2642	322046	0	2244	0	0	23689	1250	345735	0	0	10272	0	0	25550	0	99145	220259	4	1231	0	171772	169528	-13383	9700	0	0	0	23689	0	48167	
12311	17552945	2661202	35556939	413576	10977107	2509393	22435	9852820	284135374	4215290	250562713	428940	3242877	16896712	1569401	33143721	39999	284135374	265790	356550	5772474	2991279	0	29371674	1073020	2a	0	188696933	185454056	-2040426	0	11528	33572661	35321	14768414	0	0	0			35556939							227513232					16896712					265790	356550						44792921	182720311		1231					1077	0	0	11528		35321		
12647																																							13850	2639	0	0	0	2880	0	6849	212581	176573	552	185975	0	1225	8850	0	26606	250	212581	0	0	8639	0	0	17717	0	58827	117746	1a	1231	0	123007	121782	0	0	0	0	0	26606	0	64581	
12946																																							28772	48519	476716	0	36444	66659	145	113610	3143422	2835352	26424	2861776	0	36176	0	0	281646	1	3143422	0	0	247356	0	0	95182	6390	608628	2226724	2a	1231	0	2397256	2361080	-60893	0	0	0	0	281646	5087	0	
13103																																							50465	27110	280034	0	17070	30670	0	86404	3157745	2641917	41014	2689629	2444	24856	6698	0	465672	500	3157745	0	0	438311	941	0	34019	7190	377262	2264655	2a	1231	0	2646302	2621446	-7158	0	0	0	0	468116	18447	17968	
13251																																							14477	1516	3601	0	428	1189	0	1924	78786	69365	299	69664	0	776	0	0	9122	25	78786	0	0	5261	0	0	3975	0	14403	54962	4	1231	0	55895	55119	-139	532	0	0	0	9122	0	0	
13457																																							245	1328	1823	0	505	4535	0	1625	154033	135392	765	136157	0	2041	0	0	17876	50	154033	0	0	337	0	0	17500	0	9783	125609	5	1231	0	127485	125444	-11	18528	0	0	0	17876	0	0	
14155																																							12128	6669	20816	0	0	7187	0	17191	473001	416642	3516	422658	0	5058	2500	0	50343	176	473001	0	0	50024	0	0	160	0	67610	349032	6	1231	0	414068	409010	-17	0	0	0	0	50343	0	0	
14650																																							16509	1457	0	0	0	2098	65	2925	178502	151342	995	160837	0	2048	0	0	17665	200	178502	0	0	13481	0	0	3984	0	21542	129800	4	1231	0	144486	142438	0	7186	0	8500	0	17665	0	5824	
14753																																							5837	1411	10244	0	0	65	0	917	57757	49413	298	49711	0	617	0	0	8046	300	57757	0	0	5841	0	977	1277	0	20719	28694	5	1231	0	31575	30958	-349	8190	0	0	0	8046	110	25	
14865																																							31872	21285	196150	0	446	9707	0	27102	960329	849014	7447	856461	0	6794	0	0	103868	730	960329	0	0	92768	0	0	11532	0	241470	607544	2a	1231	0	626957	620163	-1162	50000	0	0	0	103868	0	3604	
14977																																							11221	631	11277	0	17	2115	0	1025	68168	56025	387	56412	0	679	0	0	11756	0	68168	0	0	11762	0	0	0	0	15351	40674	1b	1231	0	41316	40637	-6	1245	0	0	0	11756	0	0	
16551																																							16882	6656	49797	0	4276	9614	0	11833	477816	402092	1678	428270	0	4876	24500	0	49546	175	477816	0	0	21544	0	0	30325	0	117403	284689	2b	1231	0	366582	361706	-2498	0	0	0	0	49546	0	17052	
17110																																							28540	1854	0	0	0	7375	0	4331	177770	117124	20374	137498	0	279	0	0	40272	300	177770	0	0	32986	0	0	6986	0	0	117124	1b	1231	0	106295	106016	0	0	0	0	0	40272	29554	100	
17147																																							134219	139218	1372417	0	837558	168522	1264	822131	21048883	16514770	255668	18337083	0	212520	1307187	0	2711800	10871	21048883	0	0	891883	184861	125	1955895	401839	3777432	12737338	2a	1231	0	15261889	15049369	-146974	0	0	170000	89458	2711800	0	1937485	
17259																																							1455	1319	12163	0	0	1248	0	2815	72081	65749	1413	67162	0	1063	0	0	4919	769	72081	0	0	4158	0	0	769	0	19036	46713	4	1231	0	50716	49653	-777	2883	0	0	0	4919	0	545	
17950																																							1071	7347	390578	0	4220	7696	0	15320	791892	720424	3630	724054	0	5581	0	0	67838	725	791892	0	0	51517	0	0	32837	0	160663	559761	2b	731	0	371074	365493	-17241	0	0	0	0	67838	167	0	
17978																																							18799	2317	0	0	0	5198	211	2484	324184	186712	1153	187865	0	1495	0	0	136319	0	324184	0	0	136319	0	0	0	0	3602	183110	1a	1231	0	174494	172999	0	19399	0	0	0	136319	0	102777	
18050																																							78288	10732	305004	0	0	12083	0	28958	1099263	990765	4822	995587	0	7673	0	0	103676	1214	1099263	0	0	94398	0	0	34671	0	292088	698677	2b	1231	0	671871	664198	-26607	0	0	0	0	103676	0	0	
18827																																							88708	23244	382861	4345	43144	35523	533	103738	2853576	2478725	23463	2552188	0	23367	50000	0	301388	693	2853576	0	0	144225	0	0	162569	0	500207	1978518	2a	1231	0	2194716	2171349	-6099	0	0	0	0	301388	131	0	
18836																																							11774	2039	34971	0	0	7162	0	9057	239663	213885	3359	217244	0	2087	0	0	22419	180	239663	0	0	21337	0	0	1676	0	58476	155409	2b	1231	0	176747	174660	-774	0	0	0	0	22419	0	0	
18854																																							223063	27373	52140	0	10918	24110	462	27761	1944068	1671420	13879	1685299	0	19452	0	0	258769	40	1944068	0	0	247218	0	0	14198	3865	336840	1334580	2a	1231	0	1593828	1574376	-2687	0	0	0	0	258769	0	0	
19356																																							1246	3901	12844	0	771	1277	256	5361	155261	136339	846	142685	0	1970	5500	0	12576	2025	155261	0	0	5557	0	0	6200	0	23899	112440	5	1231	0	129053	127083	-1206	2522	0	0	0	12576	0	0	
19936																																							120941	3254	107667	0	0	3895	136	12718	506507	450739	3671	459451	0	4098	5041	0	47056	420	506507	0	0	37055	0	0	14205	0	103961	346778	2a	1231	0	261514	257416	-4624	0	0	0	0	47056	0	480	
19972																																							24707	1839	0	0	0	334	0	8150	121929	95605	1399	97004	0	471	0	0	24925	0	121929	0	0	24925	0	0	0	0	84	95521	1a	1231	0	60192	59721	0	0	0	0	0	24925	1256	25922	
20053																																							17866	2566	4101	0	0	481	0	4209	241081	204562	1124	212686	0	1885	7000	0	28395	150	241081	0	0	22338	0	0	6053	0	33927	170635	4	930	0	213287	211402	-146	456	0	0	0	28395	0	0	
20633																																							7422	4124	77065	0	0	5332	315	14266	365540	301468	2268	324631	0	2727	20895	0	40909	1106	365540	0	0	40388	0	0	2816	0	46216	255252	2b	1231	0	257861	255134	-3401	1209	0	0	0	40909	673	0	
20857																																							9416	4204	83169	0	5291	14818	897	8198	702579	626610	3157	646638	0	2799	9341	0	55941	200	702579	0	0	16695	0	0	45893	0	98696	527914	9	1231	0	484072	481273	-6847	0	0	7000	530	55941	56	95257	
21256																																							1514	285	1194	0	0	130	0	528	9373	8456	22	8478	0	101	0	0	895	105	9373	0	0	94	0	0	695	0	3463	4993	5	1231	0	5823	5722	1	0	0	0	0	895	0	0	
21359																																							16740	1928	19676	0	0	323	0	1414	81158	73848	375	74223	0	520	0	0	6935	550	81158	0	0	3101	0	0	4850	0	17726	56122	9	1231	0	41356	40836	-1566	0	0	0	0	6935	0	241	
21658																																							3031	2513	38408	0	0	1582	0	7899	254060	202592	1602	229185	0	2305	24991	0	24875	100	254060	0	0	22005	0	0	4157	175	20271	182321	8	1231	0	202608	200303	-1387	77	0	0	0	24875	72	0	
22048																																							2479	5745	44708	0	0	4253	0	10533	329266	295201	3266	298873	0	4709	406	0	30393	1000	329266	0	0	28160	0	0	6650	0	48525	246676	2b	1231	0	266257	261548	-5417	0	0	0	0	30393	0	0	
22543																																							50237	2033	11142	0	3420	23207	0	4291	404574	365018	2362	367380	0	2731	0	0	37194	602	404574	0	0	22823	0	0	13761	2345	108790	256228	2a	1231	0	310155	307424	8	401	0	0	0	37194	74	0	
22552																																							546	1143	12128	0	0	2131	0	3192	153702	111631	373	141745	0	1235	1016	0	11957	100	153702	0	0	4113	0	0	8900	0	26029	85602	4	1231	0	133675	132440	-1156	0	0	28725	0	11957	58	2064	
22730																																							8984	4564	132522	0	0	2779	0	8287	303312	275099	1286	283592	0	1862	139	0	19720	250	303312	0	0	25644	0	0	300	0	93665	181434	2b	1231	0	147635	145773	-6474	403	0	0	7068	19720	0	0	
23456																																							14445	6763	78507	0	3948	6310	348	8471	420541	385111	2009	387638	0	3382	518	0	32903	126	420541	0	0	38572	0	0	2512	358	43192	341919	4	1231	0	302404	299022	-8307	1961	0	0	0	32903	0	408	
23504																																							1980592	75720	837769	0	156583	70131	0	598344	14990679	12667013	92885	13323064	119	100673	492630	0	1667496	1	14990679	70536	70536	714493	0	0	1001824	38225	3934057	8732956	2a	1231	-15803	10612925	10512252	-33019	0	0	0	0	1667615	2685	647842	
23643																																							2081	2570	98281	0	0	2805	308	14647	372851	344734	1050	347784	0	3176	2000	0	25067	200	372851	0	0	36045	0	0	4800	0	65279	279455	1a	1231	0	252060	248884	-15978	3275	0	0	0	25067	0	0	
23755																																							15756	1539	38802	0	971	4823	0	11079	336799	304143	4288	310777	0	2283	2346	0	26022	110	336799	0	0	26618	0	0	4615	0	64789	239354	4	1231	0	230797	228514	-5321	410	0	0	0	26022	0	34905	
24378																																							7893	744	1980	0	0	1273	0	1153	79489	64343	513	70856	0	349	6000	0	8633	0	79489	0	0	8762	0	0	0	0	11745	52598	1b	1231	0	54630	54281	-129	1104	0	0	0	8633	0	11061	
24659																																							2984	1661	31434	0	751	617	0	867	110591	98183	513	98696	0	598	0	0	11895	50	110591	0	0	3889	0	0	7950	0	30998	67185	4	1231	0	61374	60776	6	2168	0	0	0	11895	12	9321	
24949																																							43433	9687	87437	0	693	4016	0	17239	575159	496839	4855	510444	0	5507	8750	0	64715	1800	575159	0	0	30077	0	0	33223	736	104975	391864	2b	1231	0	300412	294905	-385	0	0	0	0	64715	0	117013	
25357																																							6391	7027	92719	0	0	6043	1201	10441	614980	550534	1412	551946	0	5390	0	0	63034	1957	614980	0	0	12308	546	0	49558	0	66621	483913	1b	1231	0	454235	448845	-789	9256	0	0	0	63034	0	32511	
25647																																							73784	5276	20043	0	0	6903	0	5738	395368	314437	1693	355130	0	3457	39000	0	40238	12	395368	0	0	10195	0	0	30829	0	47134	267303	2a	1231	0	287081	283624	-798	0	0	0	0	40238	0	0	
26765																																							677827	46772	147190	0	3454	62506	1668	123575	4934452	4440313	59486	4499799	0	51545	0	0	434653	2360	4934452	0	0	136414	0	0	310537	1054	1216019	3224294	2b	1231	0	3921524	3869979	-14658	0	0	0	0	434653	0	427	
27070																																							5919	9208	169508	0	16509	15870	0	52168	1012360	757718	5021	878862	0	8672	113600	0	133498	0	1012360	0	0	143158	0	0	0	0	69927	687791	2b	1231	0	751850	743178	-9660	0	0	0	2523	133498	0	0	
27614																																							32569	7363	254664	0	2654	6952	0	21328	602083	562715	3178	565893	0	1574	0	0	36190	1515	602083	0	0	48849	0	0	11139	0	149810	412905	1a	1231	0	278127	276553	-25313	0	0	0	0	36190	0	0	
27847																																							13793	12219	144956	0	0	13011	937	32272	947203	832914	6353	866267	0	7840	27000	0	80936	430	947203	0	0	86757	0	0	7982	0	155283	677631	2a	1231	0	737855	730015	-14233	0	0	0	0	80936	0	0	
28013																																							227987	11620	1378502	0	80	43970	0	275603	5735013	4121345	28187	4998032	108	37034	844219	0	736873	0	5735013	18050	4281	294028	0	0	460939	0	762470	3358875	2a	1231	-11523	3807957	3770923	-6571	0	0	0	0	736981	0	8278	
28152																																							18106	2349	63149	0	2702	2729	2318	8865	356190	325987	1993	327980	0	2697	0	0	28210	105	356190	0	0	15110	0	0	19895	0	78139	247848	8	1231	0	230298	227601	-6900	6260	0	0	0	28210	0	22111	
28675																																							1052	2510	148614	0	380	1557	0	5193	328621	262145	1642	297380	0	1834	33593	0	31241	0	328621	0	0	33215	0	0	0	0	12156	249989	6	1231	0	171082	169248	-1974	0	0	0	0	31241	67	0	
28732																																							20826	2523	22174	0	0	3358	0	2728	170365	144842	1848	146690	0	1617	0	0	23675	250	170365	0	0	23851	0	0	307	0	53756	91086	1a	1231	0	114332	112715	-733	1515	0	0	0	23675	0	4526	
29476																																							5147	2145	15039	0	199	4744	0	6330	164754	142792	902	145194	0	1906	1500	0	19560	0	164754	0	0	13745	0	0	6069	0	16205	126587	1b	1231	-42	126562	124656	-212	6200	0	0	0	19560	0	294	
29636																																							70123	23191	145437	0	13085	27403	1596	62451	1528973	1345964	24853	1448638	0	8875	0	0	80335	1	1528973	0	0	18921	0	0	128806	188	296019	1049945	2a	1231	0	845482	836607	-67393	0	0	0	77821	80335	701	348191	
29878																																							169220	8776	48349	0	0	34750	4468	25080	2227906	1417879	43859	1461738	0	18446	0	0	766168	0	2227906	0	0	771466	0	0	0	0	64436	1353443	1a	930	0	1955709	1937263	-5298	0	0	0	0	766168	0	0	
30052																																							8347	1081	6378	0	2953	1953	0	492	56320	45216	507	45723	0	438	0	0	10597	1000	56320	0	0	1537	0	0	8140	0	13827	31389	2a	1231	0	32709	32271	-80	2845	0	0	0	10597	0	0	
31134																																							46178	2804	25593	0	0	4700	0	3267	226697	182027	1781	183808	0	1964	0	0	42889	200	226697	0	0	43592	0	0	250	0	50025	132002	2a	1231	0	146119	144155	-1153	0	0	0	0	42889	0	0	
31255																																							61267	10356	216401	0	933	7404	1900	33106	1347254	1209219	12635	1221854	0	10198	0	0	125400	2989	1347254	0	0	99103	0	0	31311	0	414169	795050	2a	1231	0	1026085	1015887	-8003	0	0	0	0	125400	0	0	
31657																																							0	2827	0	0	0	1263	0	6166	187054	158550	134	158684	0	1044	0	0	28370	60	187054	0	0	26100	0	0	2210	0	39733	118817	6	1231	0	67623	66579	0	5673	0	0	0	28370	0	104546	
