"IDRSSD"	RCFD0071	RCFD0081	RCFD1773	RCFD2130	RCFD2143	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFDJA22	RCFDJJ34	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON1773	RCON2130	RCON2143	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	RCONJA22	RCONJJ34	
193162																																							10374	4747	0	0	10	3627	87	2536	147231	127855	1019	128874	0	2010	0	0	18357	1500	147231	0	0	8964	0	0	7893	0	28429	99426	1a	1231	0	120286	118276	0	2481	0	0	0	18357	0	5093	
193537																																							12193	3346	31098	0	0	1537	183	5913	159860	132333	1860	134193	0	1614	0	0	25667	480	159860	0	0	19007	0	0	9520	0	26131	106202	2b	1231	0	90543	88929	-3340	16661	0	0	0	25667	0	0	
193649																																							20125	2708	147280	0	0	1099	0	4981	333386	282278	1340	283618	0	1746	0	0	49768	500	333386	0	0	48432	0	0	5400	0	30497	251781	2a	1231	0	158939	157193	-4564	0	0	0	0	49768	0	0	
193809																																							37937	5049	377287	0	3158	13583	7636	69914	2576353	2049446	38386	2294409	0	15299	206577	0	281944	0	2576353	0	0	286947	0	0	0	0	258486	1790960	2a	1231	0	1998263	1982964	-5003	0	0	0	0	281944	78825	0	
194440																																							18614	4206	28237	0	0	4219	0	3640	333471	277828	1265	305693	0	2533	24000	0	27778	400	333471	0	0	23911	0	0	4287	854	46079	231749	5	1231	0	274944	272411	-820	1178	0	0	2600	27778	112	0	
194570																																							2488	1716	5475	0	935	6188	0	4363	167949	149784	304	151288	0	1289	1200	0	16661	8	167949	0	0	8144	0	0	9121	0	20696	129088	2a	1231	0	142076	140787	-612	200	0	0	0	16661	0	5797	
194936																																							7340	629	36784	0	0	1350	0	1290	217918	175462	1052	176514	0	2815	0	0	41404	25	217918	0	0	31616	0	0	10000	0	25875	149587	1b	1231	0	173340	170525	-237	0	0	0	0	41404	0	0	
195111																																							95311	17593	156160	0	3512	19488	0	55739	1284609	1119598	23791	1148542	0	7889	5153	0	136067	0	1284609	0	0	89839	55	0	54558	0	226414	893184	2a	1231	0	944640	936751	-8330	0	0	0	0	136067	0	0	
195157																																							2749	1215	8760	0	744	1354	0	848	63096	55251	255	55506	0	457	0	0	7590	800	63096	0	0	1798	0	0	4965	0	25001	30250	2a	1231	0	45427	44970	27	2326	0	0	0	7590	130	0	
195456																																							9264	3192	14235	0	0	3281	0	1794	103917	93352	575	93927	0	857	0	0	9990	2300	103917	0	0	5432	0	0	2300	0	31644	61708	2b	1231	0	73008	72151	-42	0	0	0	0	9990	0	0	
196752																																							31604	859	0	0	0	4036	0	6943	212601	134586	1045	190631	0	1803	55000	0	21970	50	212601	0	0	13302	0	0	8618	0	19755	114831	4	1231	0	169745	167942	0	0	0	0	0	21970	0	1217	
196800																																							9810	6599	99661	386	1586	23270	0	46878	1297467	1043263	8607	1152635	0	8803	100765	0	144832	100	1297467	0	0	2090	0	0	150929	0	256805	786458	1a	1231	0	1118080	1109277	-8287	0	0	0	0	144832	0	0	
197142																																							7010	4259	110102	0	0	1565	0	19672	477932	382769	7940	422319	0	3672	22386	0	55613	300	477932	0	0	36735	0	0	30000	0	82547	300222	1a	1231	0	334279	330607	-11422	889	0	0	9224	55613	0	3828	
197254																																							5560	8128	0	0	983	1848	0	917	58430	50196	308	50504	0	509	0	0	7926	60	58430	0	0	3304	0	0	4562	0	12962	37234	5	1231	0	31262	30753	0	1500	0	0	0	7926	0	8741	
197302																																							8376	2489	65117	0	64	7496	0	39952	680250	604743	6300	611043	0	4923	0	0	69207	0	680250	0	0	73653	0	0	0	0	101952	502791	1b	1231	0	561477	556554	-4446	0	0	0	0	69207	202	0	
197478	3769973	384160	14093483	413164	469525	311942	14917	1908485	82474471	1312559	74255804	0	835874	3363145	0	8218667	23775	82474471	0	0	6388180	505435	0	2195841	27585	2a	0	58100749	57264875	-389129	425000	494027	8218667	26949	2858978	3906154	504	3905650			13288043							65179919					3363036					0	0						17646401	47533518		1231					0	425000	0	494027		26949		
197759																																							2411	4945	71801	0	4520	5892	761	15093	434031	370436	1552	390488	0	4351	18500	0	43543	713	434031	0	0	18292	0	0	28763	0	77758	292678	2a	1231	0	330801	326450	-4225	2023	0	0	0	43543	135	0	
198073																																							8371	564	0	0	0	346	0	1144	109785	91435	889	96383	0	1011	4059	0	13402	1266	109785	0	0	10744	0	0	1392	0	1482	89953	4	1231	0	88275	87264	0	0	12096	0	0	13402	0	0	
198149																																							45491	10015	137394	0	3076	13959	585	20269	650667	565305	1985	599790	0	4980	30000	0	50877	3000	650667	0	0	49187	0	0	10027	980	133802	431503	2b	1231	0	423676	418696	-11337	143	0	0	2500	50877	59	0	
198251																																							331	3877	38019	0	2559	4152	0	8820	343385	284754	1916	314670	0	3733	28000	0	28715	75	343385	0	0	6248	0	0	24925	265	83486	201268	8	1231	0	267931	264198	-2533	20664	0	0	0	28715	0	500	
198961																																							22193	5194	20562	0	0	689	0	6729	186236	162682	417	163099	0	1784	0	0	23137	200	186236	0	0	22927	0	0	200	0	58600	104082	4	1231	0	132653	130869	-190	0	0	0	0	23137	0	0	
199137																																							8166	5755	0	0	0	596	0	1078	172298	143571	176	143747	0	535	0	0	28551	434	172298	0	0	27912	0	0	205	0	37837	105734	2b	1231	0	51785	51250	0	0	0	0	0	28551	0	105453	
199351																																							8329	3660	18829	0	2915	5298	0	8555	261777	236421	821	237410	0	2339	100	0	24367	100	261777	0	0	6331	0	0	19947	0	41356	195065	4	1231	0	200198	197859	-2011	15646	0	0	68	24367	0	686	
199436																																							1694	6038	41810	0	0	2634	0	8410	329690	300804	666	301470	0	1589	0	0	28220	200	329690	0	0	26244	0	0	6811	0	83534	217270	2a	1231	0	251807	250218	-5035	1291	0	0	0	28220	0	17595	
199463																																							115332	7113	29293	0	0	42559	6800	15078	944019	834365	3831	868196	0	8865	30000	0	75823	562	944019	0	0	34511	0	0	43707	0	181470	652895	2b	1231	0	736709	727844	-2957	0	0	0	0	75823	0	0	
200435																																							363595	18059	182057	348	0	25914	0	17343	2364087	2110472	9520	2120203	0	25655	0	0	243884	1000	2364087	0	0	194990	0	0	48288	0	737144	1373328	1a	1231	0	1305206	1279551	-394	0	0	0	211	243884	0	477220	
201254																																							496	2621	28403	0	0	1620	0	5459	178989	147153	904	159678	0	1249	10500	0	19311	50	178989	0	0	-967	0	0	21430	0	23921	123232	9	1231	0	141639	140390	-1202	0	0	1121	0	19311	0	0	
201834																																							266738	10179	186701	0	0	55380	0	80834	2858811	2451882	21525	2558907	0	28442	85500	0	299904	2230	2858811	0	0	244522	0	0	63197	868	505019	1946863	1a	1231	0	2286315	2257873	-10045	0	0	0	0	299904	238	0	
202514																																							18412	9804	37755	0	46	3126	67	3091	416580	358247	992	359239	0	9329	0	0	57341	400	416580	0	0	48005	0	0	9100	0	142978	215269	2a	1231	0	352649	343320	-164	959	0	0	0	57341	0	0	
202541																																							39893	1203	75559	0	0	1166	0	2948	211364	147940	411	188782	0	1389	0	0	22582	600	211364	0	0	26746	0	0	1900	0	38345	109595	4	1231	0	91984	90595	-6664	0	0	0	40431	22582	0	0	
202907																																							393868	152475	2843196	0	786058	236458	8134	508382	17433997	15014456	131747	15793550	2696	90193	446319	0	1637751	5407	17433997	0	0	952679	0	0	1103617	150	3875295	11139161	2a	1231	0	11131184	11040991	-423952	0	0	0	201028	1640447	3535	1460750	
203043																																							21896	6380	52201	0	3129	9413	0	16131	490003	399959	10795	420754	0	3874	10000	0	69249	2060	490003	0	0	61997	0	0	7200	2546	81948	318011	1a	930	0	382181	378307	-2008	0	0	0	0	69249	0	0	
203052																																							25283	3163	15204	0	0	332	20	510	101898	86505	120	86625	0	773	0	0	15273	100	101898	0	0	14795	0	0	400	0	26526	59979	9	1231	0	53093	52320	-22	4931	0	0	0	15273	0	135	
203575																																							634	2125	15001	0	0	638	0	3101	76375	64424	552	66233	0	290	1257	0	10142	0	76375	0	0	8592	0	0	3035	0	9261	55163	4	1231	0	55028	54738	-1485	138	0	0	0	10142	0	0	
204004																																							61813	160245	3240067	0	773585	167750	2015	1017496	25187481	19154589	349169	21986737	0	176997	2387842	0	3200744	60000	25187481	0	0	895574	0	0	2370931	7517	3820313	15334276	2a	1231	-39338	19647701	19470704	-86423	0	0	0	95137	3200744	18636	267653	
204237																																							9215	13812	57879	0	282	1600	104	1534	197843	166811	1005	167816	0	2335	0	0	30027	500	197843	0	0	13795	0	0	16222	0	60656	106155	2a	1231	0	115752	113417	-490	0	0	0	0	30027	0	0	
204826																																							219048	4925	69412	0	0	2920	0	10893	457215	409538	1359	410897	0	2860	0	0	46318	788	457215	0	0	47993	0	0	1524	741	72318	337220	1b	1231	-833	151447	148587	-3154	689	0	0	0	46318	0	0	
205243																																							55826	4853	134532	0	51	8518	131	28857	567075	486424	7614	494038	0	7855	0	0	73037	360	567075	0	0	49856	0	0	29466	481	76689	409735	1a	1231	-673	341681	333826	-5972	0	0	0	0	73037	0	0	
205346																																							68807	6882	140863	0	865	3216	0	4922	457917	405960	2130	410468	0	2581	0	0	47449	562	457917	0	0	42864	0	0	6000	460	88606	317354	2b	1231	0	234341	231760	-1977	11	0	0	2378	47449	131	0	
205458																																							669	243	11395	0	0	656	0	798	47031	37666	188	42262	0	617	4408	0	4769	150	47031	0	0	1311	0	0	4950	0	19279	18387	9	1231	0	26313	25696	-1642	7574	0	0	0	4769	0	0	
205542																																							9816	3018	70552	0	0	3321	0	9720	277337	226534	520	250605	0	2055	23300	0	26732	824	277337	0	0	29059	0	0	4767	0	26122	200412	4	1231	0	182870	180815	-7918	95	0	0	251	26732	0	0	
206156																																							32673	3622	99070	0	0	10367	0	6161	471473	423056	1848	424904	0	3033	0	0	46569	6500	471473	0	0	20072	0	0	24051	0	147883	275173	1b	1231	0	211036	208003	-4054	3699	0	0	0	46569	0	107878	
206174																																							48309	1086	97227	0	468	12602	0	18870	516761	439866	4975	456069	0	2793	10793	0	60692	0	516761	435	435	73131	0	0	0	0	88769	351097	1a	930	0	340557	337764	-12439	0	0	0	0	60692	0	0	
206473																																							7295	2406	9111	0	266	1043	234	2610	171960	131643	496	145561	0	339	13422	0	26399	500	171960	0	0	26161	0	0	0	219	12298	119345	1b	1231	0	143645	143306	-262	5470	0	0	0	26399	0	0	
206772																																							13912	716	9122	0	0	9	0	2787	124212	86621	919	102540	0	1368	15000	0	21672	4237	124212	0	0	16414	0	0	2186	0	4417	82204	2b	1231	0	99034	97666	-1165	0	0	0	0	21672	0	0	
206950																																							628	2544	11777	0	0	391	0	2830	73853	65796	875	67562	0	605	891	0	6291	150	73853	0	0	6568	0	0	520	0	18480	47316	4	1231	0	53211	52606	-947	3077	0	0	0	6291	0	0	
207041																																							8368	1629	26749	0	0	141	0	1299	58495	52245	450	52695	0	434	0	0	5800	140	58495	0	0	6101	0	0	224	0	7732	44513	5	1231	0	20743	20309	-665	0	0	0	0	5800	0	0	
207050																																							18203	10638	250788	0	61748	27311	0	41726	1444197	1201035	18068	1297404	0	10149	78301	0	146793	515	1444197	0	0	124421	0	0	41365	158608	250863	950172	2a	930	0	885324	875175	-19508	0	0	0	0	146793	0	0	
207452																																							19860	3371	109418	0	0	4203	0	7409	306274	260771	2094	270989	0	3958	8124	0	35285	1000	306274	0	0	37255	0	0	1400	0	29805	230966	5	1231	0	165908	161950	-4370	0	0	0	0	35285	63	0	
207470																																							29309	3661	0	5	663	2327	0	13680	282964	234824	4630	242454	0	566	3000	0	40510	0	282964	0	0	39830	0	0	0	386	45434	189390	1b	630	0	120459	119893	680	0	0	0	0	40510	0	113040	
207555																																							10902	5578	21948	0	1371	2314	3247	2296	166863	146323	2344	148667	0	2049	0	0	18196	150	166863	0	0	10063	0	0	8650	0	34506	111817	1a	1231	0	121256	119207	-667	0	0	0	0	18196	0	0	
207872																																							51629	413	41235	0	1224	14171	0	19275	846485	697805	9518	762323	0	8525	55000	0	84162	41064	846485	0	0	40071	1818	0	5182	0	136064	561741	2a	1231	0	659254	650729	-2155	0	0	0	0	84162	0	65991	
208057																																							72445	4302	435397	0	1651	2029	818	13813	936640	812727	3189	815916	0	6573	0	0	120724	50	936640	0	0	89664	0	0	32450	339	124335	688392	8	1231	0	412419	405846	-1440	0	0	0	0	120724	0	0	
208244	1216826	528594	11441355	143	2863672	884235	3151	3572764	72614322	906650	64400638	0	574358	6528670	0	8213684	65070	72614322	0	0	2548048	0	0	6143671	56128	2a	0	49731844	49157486	-543105	0	264518	8213684	30142	2859826	0	0	0			10538327							56500217					6528670					0	0						13818777	42681440		1231					0	0	200583	264518		30142		
208347																																							6629	1832	7195	0	0	1020	0	2916	123074	101231	817	106791	0	1381	4743	0	16283	60	123074	0	0	10417	0	0	5912	68	16514	84717	4	1231	0	104084	102703	-106	108	0	0	0	16283	0	603	
208440																																							15667	2061	29564	0	0	1095	0	3847	157396	137824	722	138546	0	1452	0	0	18850	100	157396	0	0	17606	0	0	1650	0	13376	124448	1b	1231	0	106590	105138	-506	0	0	0	0	18850	24	0	
208459																																							20249	1147	56898	0	23832	326	0	3794	137362	66022	1201	67223	0	20	0	0	70139	83	137362	0	0	-4560	0	0	75184	0	4697	61325	2b	1231	0	7147	7127	-568	23989	0	0	0	70139	0	0	
208570																																							8392	3065	81407	0	0	3979	0	21722	373408	278512	8063	306575	0	2761	20000	0	66833	31235	373408	0	0	36461	0	0	0	0	27998	250514	1b	1231	0	256656	253895	-863	0	0	0	0	66833	0	948	
208655																																							755	4314	283268	0	0	3305	0	8875	501170	362808	1316	437649	0	3420	35000	0	63521	433	501170	0	0	57576	0	0	6931	0	72209	290599	4	1231	0	185413	181993	-1419	18660	0	0	38525	63521	0	0	
208972																																							2787	516	39751	0	0	1210	0	4606	127080	95223	1980	117556	0	246	20353	0	9524	0	127080	0	0	11906	0	0	0	0	3103	92120	1a	630	0	78456	78210	-2382	0	0	0	0	9524	0	0	
209148																																							112565	4449	71560	0	9846	11838	20	12409	632355	555935	2759	558694	0	5601	0	0	73661	200	632355	0	0	42388	0	0	34728	0	157618	398317	2b	1231	0	415219	409618	-3655	50	0	0	0	73661	0	0	
209362																																							68543	655	0	0	3409	789	0	1581	158847	131032	2222	133254	0	2366	0	0	25593	12612	158847	0	0	12981	0	0	0	0	10564	120468	2a	1231	0	86236	83870	0	0	0	0	0	25593	0	0	
209559																																							2552	802	34050	0	0	636	0	3540	88093	56647	730	65572	0	925	0	0	22521	100	88093	0	0	22602	0	0	200	0	17653	38994	4	1231	0	41469	40544	-381	5969	0	0	8195	22521	0	0	
209858																																							87244	14328	134306	0	21997	12571	805	27432	1360927	1147826	8873	1193257	0	15776	35000	0	167670	1365	1360927	1177	1141	39651	0	0	129876	0	351115	796711	2a	1231	0	954408	938632	-3222	0	0	0	417	167670	65	122370	
210238																																							59833	7591	66661	0	0	13755	40	20099	620808	541430	3493	544923	0	9074	0	0	75885	2500	620808	0	0	42738	0	0	36895	0	155026	386404	2b	1231	0	419535	410461	-6248	2298	0	0	0	75885	0	40070	
210256																																							5685	1579	54902	0	1344	1146	102	4467	204497	185871	770	187776	0	1235	0	0	16721	1000	204497	0	0	3100	0	0	16500	0	38862	147009	1a	1231	0	136507	135272	-3879	0	0	1135	0	16721	0	0	
210434	48866056	1402431	36913204	0	710899	899346	0	15931796	173842608	4517187	162292639	3006	161111	10705215	1758447	11546963	3563	173842608	1570863	1045974	9847248	0	0	2298808	10011	1a	0	42495442	42334331	-602656	1678853	330529	11549969	12875	23511943	89529684	13679003	75850681			33911039							52755403					10241553					499212	498760						16186290	36569114		1231					0	968467	1650200	330529		12875		
211114																																							282	4421	51591	400	0	3633	0	1362	144342	128281	1189	134979	0	795	3000	0	9363	236	144342	0	0	6840	0	0	6464	0	37404	90877	4	1231	0	83252	82457	-4177	196	0	0	2509	9363	0	0	
211271																																							56344	5706	642740	0	25611	8754	3564	62624	3155799	1895482	19060	2724432	0	29542	809890	0	431367	2334	3155799	0	0	374032	0	0	70274	7753	122542	1772940	1a	930	-3029	2172245	2142703	-12244	0	200000	0	0	431367	0	0	
211338																																							48432	2339	16427	571	0	6784	0	2920	430430	388617	3458	392075	0	4655	0	0	38355	440	430430	0	0	39508	0	0	321	2429	78604	310013	2b	1231	0	355183	350528	-1914	0	0	0	0	38355	0	0	
211851																																							3035	1121	7416	0	0	308	0	1605	113109	97874	259	100760	0	895	2627	0	12349	120	113109	0	0	4991	0	0	7380	0	20349	77525	8	1231	0	97768	96873	-142	2751	0	0	0	12349	0	0	
212018																																							31113	8794	154530	0	0	5884	0	32125	657407	569867	5200	609067	0	5414	34000	0	48340	500	657407	0	0	54087	0	0	8115	1063	116770	453097	2a	1231	0	427614	422200	-14362	1698	0	0	0	48340	0	0	
212344																																							5222	3773	49613	0	640	2996	0	2098	136763	111388	805	114978	0	566	2785	0	21785	400	136763	0	0	23558	0	0	1300	0	25628	85760	4	1231	0	72847	72281	-3473	86	0	0	0	21785	54	0	
212522																																							18188	35848	623117	0	2171	93710	90	75985	2460076	2016190	21568	2272286	0	21274	205041	0	187790	613	2460076	0	0	215315	0	0	5936	14758	461698	1554492	1a	1231	0	1613110	1591836	-34074	0	0	0	29487	187790	0	4373	
212577																																							299674	14505	149728	0	42129	69586	0	194655	4384743	3646303	54321	3794608	0	40607	93984	0	590135	1	4384743	0	0	252940	0	0	340547	108492	745752	2900551	2a	1231	-3306	3546581	3505974	-47	0	0	0	0	590135	0	0	
213471																																							28585	1047	0	0	0	2290	166	3549	622521	519815	703	520518	0	2638	0	0	102003	0	622521	0	0	102003	0	0	0	0	3741	516074	1a	1231	0	267194	264556	0	0	0	0	0	102003	437	321891	
213538																																							24779	2373	83061	0	436	4709	127	4624	246422	216457	2288	218745	0	1754	0	0	27677	300	246422	0	0	20951	0	0	9700	488	81611	134846	2b	1231	0	126138	124384	-3274	0	0	0	0	27677	0	1441	
213912																																							3704	3949	17631	0	229	3527	0	7441	261196	233933	1730	237663	0	1984	2000	0	23533	380	261196	0	0	19933	0	0	3999	0	67533	166400	1a	1231	0	226699	224715	-779	0	0	0	0	23533	0	0	
214106																																							130166	10750	370201	0	0	17181	0	112439	3181793	2779134	33607	2890130	55	21778	77389	0	291608	1	3181793	0	0	266335	0	0	36468	0	116527	2662607	2a	630	0	1748165	1726387	-11196	0	0	0	0	291663	355	814314	
214414																																							134641	37821	424975	198	95015	31534	319	92248	3479335	2815802	34799	3084350	0	27830	218987	0	394985	203764	3479335	0	0	195017	0	0	9700	5579	526488	2289314	2a	1231	0	2681965	2654135	-13496	623	0	0	14762	394985	2247	0	
214722																																							1440	27841	534514	0	6850	20019	0	70509	1724117	1464336	10183	1547191	0	11590	55000	0	176926	2000	1724117	0	0	140728	0	0	52480	147	331570	1132766	2a	1231	0	1074387	1062797	-18282	0	0	17672	0	176926	0	0	
214807																																							15087000	38000	403000	0	1000	1000	0	1622000	39745000	27713000	2170000	29883000	0	35000	0	0	9862000	2127000	39745000	0	0	6853000	0	0	932000	0	7594000	20119000	2a	1231	0	15708000	15673000	-50000	0	6920000	0	0	9862000	0	0	
215345																																							321	10591	158974	0	11096	9600	0	23549	727847	630075	5369	649694	0	7621	14250	0	78153	1500	727847	0	0	56543	0	0	27000	476	114671	515404	2b	1231	0	512601	504980	-6890	7078	0	0	0	78153	1182	0	
215653																																							7353	1870	4195	0	0	119	0	654	44436	38610	216	38826	0	469	0	0	5610	75	44436	0	0	1512	0	0	4025	0	12720	25890	9	1231	0	29876	29407	-2	592	0	0	0	5610	0	246	
215662																																							33769	17249	423337	0	326	21915	606	77329	1777199	1388283	19404	1637141	0	14503	220000	0	140058	320	1777199	0	0	121907	0	0	55441	0	421539	966744	2a	1231	0	1215671	1201168	-37610	0	0	0	9454	140058	0	1500	
215710																																							6426	5486	54755	0	10046	9498	0	30962	900948	788680	6014	841883	0	7265	37055	0	59065	821	900948	0	0	48304	430	0	36141	0	210015	578665	1a	1231	0	610113	602848	-26201	0	0	0	10134	59065	349	180148	
216164																																							53010	6197	61236	0	0	3040	0	9664	302727	269536	2055	276956	0	1671	5365	0	25771	413	302727	0	0	22315	0	0	7988	0	92453	177083	8	1231	0	171251	169580	-4945	0	0	0	0	25771	0	0	
216922																																							462932	136427	1979606	0	494735	153075	740	518426	12937641	11028439	168398	11197577	0	124734	740	0	1740064	5670	12937641	0	0	789390	0	0	1097116	11191	3613774	7414665	2a	1231	0	8793814	8669080	-152112	0	0	0	0	1740064	0	511429	
217059																																							22042	6849	138647	0	2593	3442	0	4870	473457	425996	5189	432180	0	3010	995	0	41277	2458	473457	0	0	7144	0	0	37700	767	70156	355840	2a	1231	0	296388	293378	-6025	204	0	0	0	41277	0	665	
218131																																							66758	6302	144179	0	0	8466	42	8355	556372	472985	3407	494312	0	4904	0	0	62060	900	556372	0	0	79269	0	0	900	0	122232	350753	2a	1231	0	313379	308475	-19009	13795	0	0	17920	62060	0	0	
218261																																							17908	2990	23782	0	0	795	984	556	83077	69669	546	70215	0	429	0	0	12862	145	83077	0	0	12138	0	0	897	0	17290	52379	1a	1231	0	36491	36062	-318	0	0	0	0	12862	0	0	
218878																																							27991	6754	75508	0	324	3177	0	8249	251463	193454	668	229706	0	1121	35584	0	21757	0	251463	0	0	19423	0	0	6253	0	62001	131453	1a	1231	-592	130017	128896	-3327	564	0	0	0	21757	0	0	
219044																																							7830	1241	21224	30	5639	3705	0	5045	288247	254468	1994	260462	0	1577	4000	0	27785	50	288247	0	0	7198	0	0	21295	0	47060	207408	2a	1231	0	243597	242020	-758	1513	0	0	0	27785	0	0	
219651																																							42409	3312	147454	0	766	9086	0	18643	957828	865538	3195	868733	0	10558	0	0	89095	2500	957828	0	0	71078	0	0	22873	0	209270	656268	1a	1231	0	746716	736158	-7356	0	0	0	0	89095	0	0	
219679																																							3930	448	9420	0	0	680	0	1581	42592	36239	268	36507	0	190	0	0	6085	0	42592	0	0	6616	0	0	0	0	5787	30452	8	1231	0	26723	26533	-531	0	0	0	0	6085	0	0	
220059																																							50706	4500	68677	0	12027	10452	0	17766	569960	499935	3481	511060	0	4320	7644	0	58900	985	569960	0	0	46315	0	0	21817	0	91119	408816	2a	1231	0	345233	340913	-10217	0	0	0	0	58900	0	64919	
220527																																							29386	31870	370139	0	0	17435	0	50283	1733567	1541944	20303	1562247	0	10458	0	0	171320	14632	1733567	0	0	146713	0	0	38608	1662	586112	955832	1a	1231	0	1243250	1232792	-28633	0	0	0	0	171320	0	0	
220844																																							12915	1978	49191	0	1312	2379	0	11334	252547	189605	1841	227231	0	1835	35785	0	25316	335	252547	0	0	21640	0	0	6161	0	26974	162631	4	1231	0	174481	172646	-2820	0	0	0	0	25316	0	792	
220974																																							155050	9551	92322	5	4873	11898	0	31005	1098087	969666	6896	983848	0	13296	7286	0	114239	391	1098087	0	0	75371	0	0	42457	1185	165339	804327	2a	1231	0	653632	640336	-3980	0	0	0	0	114239	0	151862	
221775																																							103053	1429	0	0	0	6222	0	3210	335839	290520	3282	297670	0	4589	3868	0	38169	1	335839	0	0	36627	0	0	1541	0	60864	229656	1a	630	0	226514	221925	0	0	0	0	0	38169	0	0	
222156																																							10121	2335	149422	0	0	440	14	9938	238342	202046	3421	205467	0	1124	0	0	32875	80	238342	0	0	23301	0	0	14920	0	36047	165999	4	1231	0	64210	63086	-5426	2986	0	0	0	32875	0	0	
222558																																							20869	2777	40414	0	0	2286	351	6873	165140	145968	476	146944	0	1278	0	0	18196	1398	165140	0	0	4987	0	0	11602	0	47866	98102	9	1231	0	88739	87461	209	4109	0	0	500	18196	0	0	
222754																																							9205	2648	108843	0	0	2692	0	4823	383986	326580	1223	340803	0	5280	13000	0	43183	900	383986	0	0	25251	0	0	17562	0	109408	217172	5	1231	0	261055	255775	-530	0	0	0	0	43183	0	0	
223322																																							383691	22576	62822	0	7294	49049	75	104146	4147949	3691233	31466	3733242	0	42585	10543	0	414707	4360	4147949	0	0	396978	0	0	15783	12945	722776	2968457	2a	1231	0	3547936	3505351	-2414	0	0	0	0	414707	0	0	
223452																																							5587	2126	31723	0	0	438	0	3670	145011	128241	1050	130291	0	1914	1000	0	14720	120	145011	0	0	14662	0	0	280	0	16159	112082	8	1231	0	102881	100967	-342	0	0	0	0	14720	0	500	
223751																																							15145	1131	3367	0	0	667	0	930	90151	75157	655	77332	0	957	1520	0	12819	400	90151	0	0	6411	0	0	6100	0	18841	56316	8	1231	0	69482	68525	-92	380	0	0	0	12819	6	0	
223845																																							2077	952	24977	0	670	1044	429	5573	183337	160042	967	161009	0	1480	0	0	22328	300	183337	0	0	21727	0	0	1000	0	25135	134907	4	1231	0	106630	105150	-699	6504	0	0	0	22328	218	35743	
224954																																							7713	2666	21242	0	6868	910	0	783	119616	100361	196	100557	0	855	0	0	19059	100	119616	0	0	3021	0	0	16313	0	15900	84461	2a	1231	4	80289	79434	-379	0	0	0	0	19059	0	0	
225054																																							0	2747	15392	0	0	2762	0	3449	233683	210021	1483	214004	0	2240	2500	0	19679	1000	233683	0	0	17695	44	500	1000	443	29736	180285	5	1231	0	187943	185703	-516	23143	0	0	0	19679	0	0	
225157																																							10189	5268	0	0	534	2077	0	4950	319057	280647	3067	284761	0	2769	1047	0	34296	50	319057	0	0	16296	0	0	17950	0	50300	230347	4	1231	0	298694	295925	0	0	0	0	0	34296	114	0	
225559																																							2496	5687	133943	5	0	9684	2806	20940	557460	466753	3059	518548	0	3455	20000	0	38912	900	557460	0	0	27724	0	0	18858	6594	81079	385674	2b	1231	0	378760	375305	-8570	0	0	2300	26436	38912	0	0	
225942																																							4932	633	12466	0	0	347	0	495	38192	32632	480	36091	0	177	504	0	2101	588	38192	0	0	389	0	0	2422	0	8667	23965	1a	1231	0	19496	19319	-1298	0	0	2475	0	2101	0	0	
226949																																							1788	123	1132	0	0	254	0	1240	15141	13477	155	13814	0	550	182	0	1327	263	15141	0	0	-6811	0	0	7877	0	3087	10390	4	1231	0	11154	10604	-2	0	0	0	0	1327	0	0	
227151																																							24046	5965	156662	0	17353	10523	0	24912	661850	576333	8963	585302	0	5036	0	0	76548	200	661850	0	0	64182	0	0	20124	0	107347	468986	2b	1231	0	427257	422221	-7958	168	0	0	6	76548	0	0	
227357																																							11025	6602	136962	0	107	10697	0	15172	505644	453920	3454	457374	0	3089	0	0	48270	1200	505644	0	0	52914	0	0	4921	0	138145	315775	1a	1231	0	275544	272455	-10765	0	0	0	0	48270	0	52624	
227656																																							17843	919	5546	0	0	704	0	568	55050	49471	309	49780	0	476	0	0	5270	75	55050	0	0	1189	0	0	4050	2938	9549	39921	1a	1231	0	27008	26532	-44	0	0	0	0	5270	0	0	
227777																																							31768	1341	21904	0	1499	10652	0	16114	545467	445394	1388	486437	0	2123	39655	0	59030	0	545467	0	0	60245	0	0	0	0	37860	407534	1a	1231	0	464285	462162	-1215	0	0	0	0	59030	0	27	
228000																																							4498	4812	43861	0	5	10028	0	39393	764634	606704	8230	625334	0	5110	10400	0	139300	1	764634	0	0	111757	0	0	30000	0	137098	469606	2b	1231	0	666835	661725	-2458	312	0	0	0	139300	0	0	
