"IDRSSD"	RCFDJJ03	RCONJJ03	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADJH88	RIADJH89	RIADJH90	RIADJH91	RIADJH92	RIADJH93	RIADJH94	RIADJH95	RIADJH96	RIADJH97	RIADJH98	RIADJH99	RIADJJ00	RIADJJ01	RIADJJ02	RIADMG93	RIADMG94	
1669		0	5790	154	15	0	5810	189	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
1856		0	448	15	0	0	433	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
2161		0	3208	0	16	0	3215	23	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
2732		0	4517	120	0	0	5748	1351	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
2750		0	542	6	0	0	536	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
3252		0	3456	125	46	0	3382	97	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
3720		0	2180	82	1	0	2100	3	0				30	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0		
3971		0	13122	3	559	0	13025	465	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
4231		0	1124	40	1	0	1083	0	0				13	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0		
5069		0	10693	475	0	0	10218	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	590		
5135		0	6171	90	4	0	6109	32	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
5210		0	23615	-76	101	0	23672	82	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-13		
5461		0	6863	0	64	0	6917	118	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
5751		0	3381	-83	5	0	3460	1	0				40	0	0	0	0	40	0	0	0	0	0	0	0	0	0	83		
6039		0	7264	306	2	0	7128	172	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6329		0	29845	4500	1507	0	29533	5695	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009		0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
7045		0	1187	57	0	0	1131	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7072		0	3621	55	11	0	3580	25	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
7456		0	1338	35	0	0	1303	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
7634		0	1341	45	0	0	1371	75	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
8462		0	2119	0	1	0	2119	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
8631		0	436	17	0	0	419	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
9357		0	4235	275	8	0	3972	20	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
9553		0	1670	0	0	0	1671	1	0				80	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0		
9807		0	33198	0	1107	0	32091	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955		0	2040	0	0	0	2040	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
10250		0	4855	1425	51	0	4545	1166	0				152	0	-152	0	0	0	0	0	0	0	0	0	0	0	0	-30		
10849		0	3453	120	4	0	3329	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
11145		0	3250	-46	33	0	3433	170	0				0	0	0	0	0	0	0	0	34	0	0	34	0	0	0	49	0	
11640		0	2579	23	10	0	2571	25	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
11837		0	1263	28	0	0	1235	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23		
12030		0	14762	0	3335	0	12290	863	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
12142		0	2243	30	3	0	2267	57	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
12311	0		3242877	238669	61740	0	2537122	172997	578343	0	7547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-80813	0	
12647		0	1225	0	1	0	1224	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
12946		0	36175	725	145	0	36155	850	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24		
13103		0	24856	105	18	0	25400	667	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-77	0	
13251		0	776	18	8	0	752	2	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
13457		0	2041	150	0	0	1891	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
14155		0	5057	90	2	0	5041	76	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2		
14650		0	2048	294	3	0	1751	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28		
14753		0	617	0	0	0	617	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
14865		0	6794	0	12	0	6833	51	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
14977		0	679	0	2	0	682	5	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16551		0	4876	0	27	0	4879	30	0				18	0	0	0	0	18	0	0	0	0	0	0	0	0	0	75		
17110		0	279	0	0	0	279	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	
17147		0	212520	4900	923	0	195597	11179	22279				245	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	3305	
17259		0	1063	0	3	0	1061	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
17950		0	5580	90	3	0	5487	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
17978		0	1495	0	0	0	1495	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
18050		0	7673	200	54	0	7561	142	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
18827		0	23367	832	97	0	22486	48	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243		
18836		0	2087	115	4	0	1987	19	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
18854		0	19452	0	45	0	19407	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19356		0	1970	129	10	0	1843	12	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
19936		0	4098	55	16	0	4030	3	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20		
19972		0	471	-34	0	0	505	0	0				29	0	0	0	0	29	0	0	0	0	0	0	0	0	0	-6		
20053		0	1885	60	1	0	1892	68	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
20633		0	2727	37	1	0	2706	17	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18		
20857		0	2798	314	0	0	2484	0	0				10	0	0	0	0	10	0	0	0	0	0	0	0	0	0	-68		
21256		0	101	0	0	0	106	5	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
21359		0	520	0	0	0	520	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
21658		0	2305	3	2	0	2301	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22048		0	4709	300	9	0	4440	40	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
22543		0	2731	17	11	0	2706	3	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7		
22552		0	1235	30	5	0	1200	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
22730		0	1862	186	44	0	1743	111	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		
23456		0	3382	150	50	0	3186	4	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
23504		0	100673	11875	153	0	97372	8727	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438	0	
23643		0	3176	450	56	0	2821	151	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
23755		0	2283	75	3	0	2209	4	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
24378		0	349	0	1	0	348	0	0				6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0		
24659		0	598	0	0	0	598	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
24949		0	5507	95	2	0	5417	7	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-95		
25357		0	5390	1089	27	0	4833	559	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-345		
25647		0	3457	0	30	0	3433	6	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26765		0	51545	1735	144	0	49725	59	0				4	0	-1	0	0	3	0	0	0	0	0	0	0	0	0	0		
27070		0	8672	225	0	0	8461	14	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
27614		0	1574	0	0	0	1577	3	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
27847		0	7840	263	11	0	7573	56	49				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
28013		0	37034	247	142	0	38144	1499	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-67	0	
28152		0	2697	-72	1	0	2122	55	701				64	0	74	5	0	143	0	0	0	0	0	0	0	0	0	-2	0	
28675		0	1834	126	0	0	1708	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28732		0	1616	45	4	0	1567	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
29476		0	1907	97	1	0	1817	8	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27		
29636		0	8875	1003	68	0	8945	1141	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300		
29878		0	18446	30	0	0	18416	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12		
30052		0	438	0	0	0	438	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
31134		0	1964	60	16	0	1930	42	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31255		0	10198	135	23	0	10052	12	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31657		0	1044	0	1	0	1043	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
31826		0	5233	150	59	0	5032	8	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31835		0	2348	0	15	0	2347	14	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
32234		0	1123	4	7	0	1188	76	0				18	0	0	0	0	18	737	0	0	0	0	737	0	0	0	0		
32766		0	2852	-48	0	0	2904	4	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
32971		0	3453	250	16	0	3253	25	-41				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
33147		0	16596	939	26	0	5749	123	10005				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
33259		0	12530	499	105	0	11930	4	0				3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	-73		
33370		0	155	1	0	0	154	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33839		0	112	0	0	0	112	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
34537		0	176252	761	614	0	178803	3926	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	
34555		0	3338	90	3	0	3248	3	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34742		0	5996	-5	1	0	5998	0	2				2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5		
35057		0	2494	0	4	0	2507	17	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35301	1000		168000	15000	0	0	193000	40000	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	
35646		0	752	25	0	0	727	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-22		
35879		0	1166	49	0	0	1143	26	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4		
36933		0	5647	145	0	0	5503	1	0				0	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0		
37051		0	1341	24	0	0	1317	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
37341		0	1281	180	26	0	1077	2	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
37435		0	18761	122	331	0	18401	93	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
37640		0	78547	2000	321	0	77694	1468	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	
37659		10	610	30	1	0	580	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	-6	4		
37949		0	1962	0	8	0	1954	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
38740		0	3490	75	4	0	3417	6	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
39327		0	5189	213	8	0	4998	30	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-213		
40033		0	785	0	0	0	785	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
40855		0	1746	48	0	0	1698	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
41553		0	913	10	1	0	910	8	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
41629		0	2518	-59	79	0	2544	46	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32		
41825		0	9701	-50	657	0	9842	748	0				78	0	-28	0	0	50	0	0	0	0	0	0	0	0	0	1	0	
42037		0	807	16	0	0	791	0	0				0	0	0	0	0	0	40	0	0	0	0	40	0	0	0	0		
42354		0	3674	120	0	0	3554	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
42372		0	3640	0	8	0	3638	6	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
42420		0	129183	11576	1276	729	125768	8708	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-843	0	
42448		0	33198	2159	248	0	30962	171	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-70		
42457		0	519	48	0	0	471	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
43052		0	1579	30	0	0	1560	11	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
43351		0	11975	150	333	0	11503	11	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
43856		0	714	0	0	0	714	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
43959		0	1303	0	0	0	1303	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
44040		0	4722	0	4	0	4718	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
44433		0	14011	846	10	0	13400	245	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	
44741		0	5806	-112	10	0	5941	33	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4		
44750		0	2083	-16	8	0	2091	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16		
44929		0	1237	15	1	0	1221	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45056		0	720	0	0	0	720	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
45458		0	1998	51	22	0	1925	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
45551		0	12761	1082	130	0	12101	552	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7		
45560		0	15798	545	5	0	15638	390	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	
45775		0	944	0	0	0	944	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
46053		0	3382	90	112	0	3261	81	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
46941		0	2273	105	3	0	2174	9	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
47247		0	10999	0	52	0	11516	569	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
47500		0	4098	-17	49	0	4081	15	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76		
48374		0	17536	1450	78	0	16589	581	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
48440		0	1669	0	0	0	1669	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
49054		0	3331	0	3	0	3328	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
49148		0	649	0	0	0	649	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
49241		0	13915	150	41	0	13806	82	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
49652		0	3201	118	43	0	3065	25	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
49858		0	1445	0	0	0	1445	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
49951		0	2892	592	1	0	2319	20	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
50461		0	5895	0	0	0	5895	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
51253		0	12032	685	15	0	11443	111	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
51356		0	215	0	0	0	215	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
51459		0	1620	1	4	0	1620	5	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4		
51842		0	12737	0	206	0	11929	57	659				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
52719		0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
52951		0	3208	59	154	0	3213	218	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
53051		0	700	0	0	0	700	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
54058		0	6507	0	10	0	6507	10	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
54973		0	58292	1049	1207	0	57557	1521	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55336		0	5030	198	10	0	4874	52	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
55635		0	1818	62	43	0	1735	22	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5		
55970		0	6783	131	0	0	6787	135	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
56258		0	2174	-4	0	0	2178	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4		
56351		0	34212	1050	120	0	34105	1063	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
56548		0	7651	0	2	0	7649	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
56717		0	13878	1003	363	0	13730	1218	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26		
57451		0	7725	300	0	0	7427	2	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
58225		0	3310	130	11	0	3208	39	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
58243		0	78372	0	1866	0	76743	237	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
58355		0	841	30	0	0	811	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
58551		0	3230	120	12	0	3105	7	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
58636		0	5126	75	38	0	5212	199	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5		
58757		0	2749	168	261	0	2320	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15		
58971		0	151479	-1500	623	0	154789	2433	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-600	0	
59316		0	24350	1505	116	0	19882	617	3464				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-46		
59352		0	6666	14	1	0	6652	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
59370		0	3777	93	0	0	3684	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28		
59754		0	2573	0	0	0	2601	28	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19		
60330		0	15049	147	190	0	15052	340	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-15	0	
60545		0	2570	130	1	0	2454	15	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
60554		0	1236	0	7	0	1229	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
60648		0	4328	0	28	0	4344	44	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
61122		0	19951	679	75	0	19470	273	0				102	0	0	0	0	102	0	0	0	0	0	0	0	0	0	200	0	
61355		0	12634	1329	279	0	13106	2080	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
61757		0	6040	0	4	0	6036	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
61832		0	2133	0	0	0	2133	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
61953		0	1144	65	0	0	1085	6	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
62044		0	1913	150	0	0	1763	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
62110		0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
62147		0	676	0	1	0	671	0	4				16	0	0	-2	0	14	0	0	0	0	0	0	0	0	0	-2		
63050		0	3947	100	4	0	3865	22	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
63069	583		712124	34469	4087	0	682563	8995	0			0	326	0	-18	0	0	308	219	0	-219	0	0	0	0	0	-117	10541	0	
63201		0	2339	-54	2	0	2393	2	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-13		
63573		0	6984	22	0	0	6962	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23		
63733		0	13745	375	48	0	13417	95	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
64552		0	3837	26	11	0	3800	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	0	
64730		0	2048	45	29	0	1974	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32		
65205		0	6815	119	5	0	6705	14	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31		
65559		0	5767	-110	1	0	5876	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
65858		0	23185	1550	270	0	22381	1016	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
66154		0	2530	0	3	0	2527	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
66275		0	8915	12580	4	0	8061	11730	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
67142		0	1694	89	3	0	1605	3	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		
67151		0	16381	0	1	0	16382	2	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
67209		0	16882	1140	66	0	17446	1770	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-285		
67254		0	6	0	0	0	6	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
67656		0	66139	10129	1343	0	68368	13701	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
68671		0	1494	100	5	0	1389	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
68756		0	9962	27	12	0	9958	35	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	
68831		0	2557	51	339	0	2575	408	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
69333		0	16148	300	59	0	15849	60	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
69678		0	4173	0	18	0	4160	5	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
70218		0	1082	0	0	0	1082	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
70638		0	6190	857	179	0	5700	546	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-17		
70955		0	126	0	3	0	123	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
71073		0	844	-35	0	0	879	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
71457		0	7327	200	0	0	7127	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
71859		0	154	-18	0	0	172	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
72258		0	3313	150	22	0	3141	0	0				4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0		
72351		0	1482	0	12	0	1471	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
72454		0	958	17	2	0	941	2	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
72678		0	3220	240	8	0	2972	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
73116		0	5072	61	3	0	5028	20	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-35		
73152		0	967	30	1	0	975	39	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
73554		0	3561	10	0	0	3557	6	0				35	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0		
