"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
198251																															
198961																															
199137																															
199351																															
199436																															
199463																															
200435			58	2341	196	25096	418	180222	113	2267	32	2600	19	2646			29	799	34	3614	29	4429	13	191	2	150	4	37	false	false	
201254																															
201834			10	543	80	11514	354	169102	82	2613	49	4865	138	41366															false	false	
202514																															
202541																															
202907			258	10527	559	57830	853	277500	3411	73239	710	63087	726	154945			56	2236	132	14394	69	16627	571	14115	91	8578	31	5889	false	false	
203043			12	695	18	2477	36	15213	62	1207	24	1486	14	4823			33	1771	44	6071	50	15403	67	1894	24	2076	17	3345	false	false	
203052	13	36															10	305	14	1791	3	1005	2	81	0	0	0	0	false	true	
203575																															
204004			222	13323	602	74255	2168	937359	734	33670	434	53639	737	305641			0	0	1	62	0	0	0	0	0	0	0	0	false	false	
204237																															
204826																															
205243																															
205346																															
205458																															
205542																															
206156																															
206174																															
206473																															
206772																															
206950																															
207041																															
207050			18	2021	34	4451	102	44658	168	7021	106	10548	53	14787			0	0	1	172	3	1116	0	0	0	0	0	0	false	false	
207452																															
207470																															
207555																															
207872																															
208057			26	1250	48	6191	83	32683	359	10124	122	13284	95	29077			10	361	21	2391	24	6257	43	1512	20	2251	21	5275	false	false	
208244			535	24481	1441	186909	3065	1306759	5045	137882	2021	178335	3058	829168			330	13656	717	86667	710	187302	1205	39972	642	64268	431	91103			
208347																															
208440																															
208459																															
208570																															
208655																															
208972																															
209148			48	1796	65	7922	123	48057	186	5697	89	9492	96	31473			40	1677	55	6710	47	13459	53	1587	31	2748	17	3880	false	false	
209362																															
209559																															
209858																															
210238																															
210256																															
210434			1	7	2	123	69	38523	120	5963	199	27230	242	89973			0	0	0	0	1	227	0	0	0	0	0	0			
211114			20	996	8	1486	18	9382	13	595	6	985	8	3034			0	0	0	0	1	267	0	0	0	0	0	0	false	false	
211271			1	19	6	660	12	5264	0	0	0	0	0	0			1	4	1	70	2	174	0	0	0	0	0	0	false	false	
211338																															
211851																															
212018			20	878	43	4890	72	26646	381	8742	220	20390	100	24822			53	1450	46	6285	44	13030	82	1535	10	940	2	357	false	false	
212344																															
212522			306	12609	398	48317	310	110560	1683	33996	314	28184	172	47400			46	1724	59	7733	21	5624	175	2437	10	1151	3	466	false	false	
212577			63	2823	130	15935	547	215545	884	26174	1108	84152	935	230626			1	34	1	176	0	0	0	0	0	0	0	0	false	false	
213471																															
213538																															
213912			25	1364	52	5659	72	25339	182	5573	144	13261	55	10637			6	268	27	3821	24	5607	19	341	8	525	1	362	false	false	
214106			65	2774	175	19992	321	123674	361	10118	91	8525	50	13225															false	false	
214414			116	5271	203	25679	333	148810	614	18224	291	28416	270	82496			176	6074	483	32241	390	55342	713	19326	278	26867	204	53876	false	false	
214722			19	910	80	9385	206	86855	310	7130	159	15120	183	47799			0	0	1	143	1	251	2	13	1	78	1	15	false	false	
214807			0	0	0	0	0	0	0	0	0	0	0	0															false	false	
215345																															
215653																															
215662			5	185	27	2797	126	49130	329	3224	109	5961	119	21841			0	0	4	370	3	813	1	9	0	0	0	0	false	false	
215710																															
216164																															
216922			316	13074	947	110484	2043	774642	4299	146348	1167	98341	799	152366			40	1360	43	3490	31	7285	53	1266	20	1325	22	2918	false	false	
217059			23	1075	46	6761	53	20946	171	4361	58	5232	38	11440			48	2458	75	9530	53	15411	193	4862	46	5165	31	7388	false	false	
218131																															
218261																															
218878			16	519	17	2335	26	11757	49	1598	7	807	16	3289			3	146	5	868	2	777	3	36	0	0	0	0	false	false	
219044																															
219651																															
219679																															
220059																															
220527			39	1807	206	25527	423	154790	799	8424	87	8044	123	26067			1	67	6	954	9	2340	9	160	2	113	0	0	false	false	
220844																															
220974																															
221775																															
222156																															
222558																															
222754																															
223322			107	4893	277	34653	439	173941	854	20285	268	22664	215	52335			300	14255	531	69032	440	121111	837	21438	292	26642	152	29120	false	false	
223452																															
223751																															
223845																															
224954																															
225054																															
225157																															
225559																															
225942																															
226949			1	65	2	375	9	3948	7	237	6	375	6	1934			3	146	4	543	1	277	2	25	3	212	0	0	false	false	
227151																															
227357																															
227656			1	52	4	455	13	3640	10	202	1	203	5	1604			1	64	0	0	0	0	1	0	1	2	0	0	false	false	
227777																															
228000																															
228158																															
228279																															
228345																															
229070																															
229173																															
229342			20	764	27	3801	25	11548	61	2006	16	1694	9	3112			6	304	9	1007	11	2878	34	1155	13	1296	11	1932	false	false	
229454																															
229801			142	3362	402	37165	2204	796394	13343	319463	1549	108840	2730	557170			2	80	0	0	4	884	0	0	0	0	0	0			
229913			0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0			
230423																															
230610																															
230759			34	1737	59	7956	120	50112	183	5652	78	7984	84	30947			6	212	3	509	5	1540	0	0	0	0	3	445	false	false	
231279																															
232847																															
232856																															
