"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDB556	RCFDC010	RCFDFT33	RCFDFT34	RCFDFT35	RCFDHT80	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONB556	RCONC010	RCONFT33	RCONFT34	RCONFT35	RCONHT80	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
	REPOSSESSED PERSONAL PROPERTY	HISTCL COST OF ALL OTH AVL-FOR-SALE	NET DEFERRED TAX ASSETS	OTHER ASSETS	PREPAID EXPENSES	ALL OTHER ASSETS	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	ACCRUED INTEREST RECEIVABLE	DERIVATIVES W/POSITIVE FAIR VALUE	COMPUTER SOFTWARE	ACCOUNTS RECEIVABLE	RECEIVABLES FROM FORECLOSED GOVERNME	Other Assets, Interest-only strips r	LIFE INS ASSET GNRL ACCNT	LIFE INS ASSET SEPARATE ACCNT	LIFE INS ASSET HYBRID ACCNT	REPOSSESSED PERSONAL PROPERTY	HISTCL COST OF ALL OTH AVL-FOR-SALE	NET DEFERRED TAX ASSETS	OTHER ASSETS	PREPAID EXPENSES	ALL OTHER ASSETS	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	ACCRUED INTEREST RECEIVABLE	DERIVATIVES W/POSITIVE FAIR VALUE	COMPUTER SOFTWARE	ACCOUNTS RECEIVABLE	RECEIVABLES FROM FORECLOSED GOVERNME	Other Assets, Interest-only strips r	LIFE INS ASSET GNRL ACCNT	LIFE INS ASSET SEPARATE ACCNT	LIFE INS ASSET HYBRID ACCNT	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	
623548																				251	900	7449		248				2024					0	4026	0	0				
623874																				466	21	12184		2121				1023					0	8553	0	0				
624246																				5067	0	18451		1799				3027					0	8558	0	0				
624648																				1358	1132	5909		401				1466					0	1552	0	0				
624778																				636	4658	37641		1043				2988					0	17319	0	10997				
624956																				495	328	4807		216				1152					0	2616	0	0				
625056																				0	0	2701		73				781					0	1847	0	0				
625065																				2065	2687	15992		1602				1759					0	0	7879	0				
625159																				314	4126	17269		612				2436					0	3491	0	6290				
625757																				1796	0	11420		495				1121					0	8008	0	0				
625850																				2275	0	3732		203				1254					0	0	0	0				
625953																				1353	0	9838		860				626					0	6999	0	0				
626101																				4851	4292	75731		9671	7814			6649					0	50268	0	0	Prepaid Pension Benefits			
627108																				1343	0	26940		1484				3414					0	16222	0	4477				
627854																				2309	215	5112		0				2588					0	0	0	0				
628039																				101	0	1120		115				904					0	0	0	0				
628123																				252	7737	19937	496	1435	810			1458					0	5097	0	3958	Miscellaneous Receivable			
628356																				687	0	3321		466				2168					0	0	0	0				
628552																				2155	0	8045		967	303	286		4923					0	0	0	0	PRE-PAID MAINT CONTRACTS	UNPOSTED DDA		
629148																				1871	0	9063		705				1658					0	4829	0	0				
629353																				1021	553	7183		1453				2520					0	1636	0	0				
629522																				207	3524	17815		2865				1594					0	4985	0	4640				
629746																				698	464	3127		174				1791					0	0	0	0				
630041																				167	0	454		63				224					0	0	0	0				
630340																				0	0	1246		644				543					59	0	0	0				
630555																				577	0	17114		1934				1922					0	12681	0	0				
630658																				934	0	5044		2579				1531					0	0	0	0				
631039																				427	1771	9274		792				1108					0	5176	0	0				
631150																				563	364	8688		1114				1222					0	5425	0	0				
631178																				473	1293	8937	285	367				2408			29		0	3045	0	1351				
631422																				1385	3942	31614	995	3385	2134			6809					0	16093	0	0	Delayed Credit Suspense			
631570																				9568	0	25319		2665				4196					5	8885	0	0				
632410																				964	10843	31787	829	2795				4405			1966		0	9313	0	3467				
632607																				5303	7082	41746		3030				5362					0	20969	0	0				
632858																				1778	0	5738		711				3249					0	0	0	0				
633378																				55889	50622	475146	7306	28281	7612			28304	8602				0	309685	0	2365	Loan Payment Deferral Receivable (CARES Act)			
633640																				463	1220	7365		1957				804					0	0	0	2921				
634544																				744	0	5430		107				914					0	3665	0	0				
634955																				972	0	16160		5536				1355					0	5147	0	3150				
635840																				613	0	25282		1505				5117					0	18047	0	0				
635907																				5299	4638	47991		11069				2941					0	24044	0	0				
636276																				0	2972	29856		3800				1791					0	15730	0	5563				
636753																				351	73	1451		36				991					0	0	0	0				
636771																				18102	23643	214962		100308	37993			18837	26970				0	779	53293	0	Tax Credit Investment			
637170																				5726	0	18599		1592				10283					0	998	0	0				
637451																				36810	38210	195233	21309	58072				35306			26764		0	26792	43	0				
637554																				705	0	3909	200	985	689			2219					0	0	0	0	unposted items			
638131																				378	2142	4087		459				1108					0	0	0	0				
638355																				53	0	3973		738				824					0	2358	0	0				
638850																				5061	0	6566	155	155				1350					0	0	0	0				
639549																				1703	4178	27059		721				5958					0	10888	0	3611				
639567																				1021	0	175129		156720	85877			17388					0	0	0	0	SERVICING RECEIVABLE			
639633																				149	762	2546		595				1040					0	0	0	0				
639857																				94	0	658		126				438					0	0	0	0				
640143																				180	0	1224		211				833					0	0	0	0				
640246																				7206	4824	36916	277	2036				6034			312		0	13398	0	3418				
640442																				1022	44	7586		300				4555					0	1665	0	0				
640956																				586	0	3013		478				1949					0	0	0	0				
641449																				287	0	6167		1274				732					0	0	3874	0				
641579																				162	0	1419		469				788					0	0	0	0				
642437																				1177	0	10998	542	980				1584					0	7257	0	0				
643078																				1112	0	18727		1500				1751					0	14364	0	0				
643274																				738	552	3507		56				203					0	1055	0	903				
643340																				3485	50	18453		1723	494			2229			955		0	9618	0	1348	Debit Card Reserve			
643658																				364	1528	2692	395	395				405					0	0	0	0				
644057																				0	0	1019		121				898					0	0	0	0				
644141																				732	680	5445		97				569					0	3367	0	0				
644646																				159	991	6077		128				1902					0	2897	0	0				
644776																				2358	0	20222	3066	9283	2514	3607		1492					0	7089	0	0	ANNUITY INVESTMENTS	RECEIVABLE DUE FROM PARENT		
644842																				1986	653	13360		4121				1552					0	4248	0	800				
644954																				0	179	1305		1126				0					0	0	0	0				
644963																				18	0	4030		125				1191					0	2696	0	0				
645157																				1579	31	4391	270	285				2496					0	0	0	0				
645317																				1460	0	74554	25038	40208				4508					0	1581	26797	0				
645540																				227	704	3440		461				2048					0	0	0	0				
645577																				1067	988	8718		2208				724					0	3731	0	0				
645625																				136720	138211	1113327	87271	172335				105288	55409				0	560773	0	0				
646042																				157	0	4180		299				1455					0	2269	0	0				
646145																				1248	1289	5134		477				2120					0	0	0	0				
646172																				407	1856	4850		633				1954					0	0	0	0				
646444																				175	263	2784		1255				1091					0	0	0	0				
646471																				10	12	617		34				45					0	516	0	0				
646556																				3217	0	11787		4210				2670					0	1690	0	0				
646743																				2678	406	9605		750				4267					0	1504	0	0				
646873																				2988	336	8455		823				1660					0	1290	0	1358				
647218																				1266	3157	16993		1811				2759					0	8000	0	0				
647245																				3008	581	17346	586	3990				3240	3390				0	6527	0	0				
647414																				128	0	1608	321	406				1074					0	0	0	0				
647759																				545	0	8982		629				1648					0	6160	0	0				
647777																				1240	0	2375	253	453	137			682					0	0	0	0	Neg Accrued Fed Income Tax			
647955																				156	112	1709		148				365					0	928	0	0				
648130																				6608	3205	41708	1534	2716				3579		302			0	22834	0	2766				
648242																				24017	0	51336		4497				22822					0	0	0	0				
648251																				681	0	9620		779				1945					0	5202	83	930				
648345																				404	0	1319		237				494					0	184	0	0				
648550																				130	0	3818		126				1418					0	2144	0	0				
649342																				3806	333	10889		1058				3125					0	0	2567	0				
649632																				0	0	1452	471	476				976					0	0	0	0				
651121																				1038	3353	22769		2751				3543					0	12084	0	0				
651149																				158	6	2748		421				666					0	1497	0	0				
651158																				514	0	4471		106				1230					0	1333	0	1288				
651448	0	1700	1	1813	0	59	0	0	0	53	0	0	0	0	0	0	0	0																						
651541																				1870	578	9481		161				4215					0	1961	0	696				
651859																			50	19164	0	201023	7251	11834				33629					0	136396	0	0				
651952																				1319	0	6266		299				762					0	3886	0	0				
652043																				2415	366	8852		91				3105					0	2875	0	0				
652070																				78	80	4593		361				178					0	3749	147	0				
652874																				199910	39330	732371		184166	52408	82309		87279					0	57016	164670	0	Interest Rate Swap Valuation	Federal Income Tax Receivable		
652959																				277	0	564		13				274					0	0	0	0				
653134																				719	0	15370		357				1769					0	12525	0	0				
653433																				298	0	6971		143				1394					0	5136	0	0				
653611																				2685	1093	31635		4050				3130					0	15268	0	5409				
653778																				1289	2422	16668		668				1451					0	10838	0	0				
653947																				2345	0	6317		33				3939					0	0	0	0				
654047																				669	0	1292		443				180					0	0	0	0				
654300																				2058	0	16138	386	7574	6659			1008					0	4813	685	0	Pension			
654579																				0	74	748		504				170					0	0	0	0				
655530																				131	42	1842		128				557					0	984	0	0				
655839																				464	411	12190		1881				4104					0	5330	0	0				
656032																				1417	3	5337		477				2582					0	858	0	0				
656377																				146351	106063	1028985		397281	149253			98856	142771				0	260914	19520	0	INVESTMENT IN CRA LOW INCOME HOUSING TAX CREDITS			
656470																				1574	13537	82409		1629				12489					0	49631	0	3549				
656658																				266	0	7573		2282				730					0	4295	0	0				
656779																				455	417	5229		133				484					0	3740	0	0				
657178																				551	1179	5638		315				674					0	2919	0	0				
657271																				23709	0	115152	5501	81871	61739			9572					0	0	0	0	Early ACH File Posting Receivable from Federal Reserve			
657365																				23885	37619	168201		27343				22820			18347		0	45971	10563	0				
657459																				15061	16407	160152		39145				12296					0	774	76469	0				
657758																				924	564	6882		159				1301					0	3934	0	0				
657954																				971	1404	8876		1096				2394					0	3011	0	0				
658072																				0	132	2172		364				337					0	1339	0	0				
658474																				414	479	1464		133				438					0	0	0	0				
658924																				90	172	1470		491				717					0	0	0	0				
659341																				743	4630	8947		669				2905					0	0	0	0				
659556																				587	0	10508	264	270				3610					0	5731	0	310				
659640																				26	0	1267		769				472					0	0	0	0				
659855																				106308	55163	930573		147271	3902	55810		101252	90	2146	14987		0	408625	74773	37181	Unearned dealer reserve	Tax credit investment		
660066																				76	0	825		86				663					0	0	0	0				
660253																				993	0	6880		905				1608					0	3068	0	306				
660271																				1200	1402	12827		1374				2971					0	5880	0	0				
660655																			157	12879	78	68000	3230	14520	5550			19900	3491	1459			0	5306	11106	4211	SWAP CASH COLLATERAL			
660879																				37	109	650		227				277					0	0	0	0				
660927																				510	1963	14150		2758	1215			2039					0	6880	0	0	Right of Use Asset (Lease)			
661072																				922	97	4740	249	1181	445	387		639					0	1901	0	0	FHLB Risk Account	Deferred Dealer Reserve		
661223																				2066	279	3768	294	360				1063					0	0	0	0				
661308																				6107	31336	229887	8975	28518				56124					0	107802	0	0				
661474																				69	395	7067		89				247					0	6267	0	0				
662350																				1583	0	4710		517				831					0	461	0	1318				
662369																				17664	20979	153683	4430	32770				13582					0	55941	12747	0	Partnership Investment			
662949																				382	194	3834		811				2447					0	0	0	0				
663245																				157041	269518	1244444		173842				101557	83688				0	510923	0	31563				
663638																				510	0	1865		114				1241					0	0	0	0				
663656																				314	0	2041		1020				707					0	0	0	0				
663834																				22163	21304	266742	0	75424	31678			20488					0	54520	0	72843	Right of Use Assets	0		
663955																				610	0	26514		18669				7235					0	0	0	0				
664206																				76258	16226	228316	6187	24732				18285	7897				0	0	92815	0				
664653																				1632	1023	14863		902				1509					0	8403	0	1394				
664756																				112869	60444	785893	19279	47895				120514					0	320364	50665	73142				
665146																				2222	120	13014		639				2440					0	7593	0	0				
665258																				541	0	4016		137				1020					0	2318	0	0				
665865																				494	5557	10370		1033				3286					0	0	0	0				
666554																				660	561	8004		1179				5604					0	0	0	0				
666844																				513	24	2785		182				2066					0	0	0	0				
666974																				381	298	4511		609				800					0	2423	0	0				
667346																				1035	0	3712		225				1079					0	1373	0	0				
667524																				273	612	2461	186	343				1056					0	177	0	0				
667551																				212	0	3302		584				1486					0	515	0	505				
667757																				31193	26663	166978		31076				36078		8175			0	26845	2051	13072				
668053																				195	57	1048		477				319					0	0	0	0				
668147																				1598	141	8030		2072				3184					0	1035	0	0				
669555																				6274	3783	25870		3355				12331					0	127	0	0				
670430																				1004	707	8278		504				950					0	5113	0	0				
670467																				13216	13992	92154		21258				9761					0	33927	0	0				
670560																			0	3238	50488	90798	0	36989	0	0	0	83	0	0	35166	0	0	0	0	0				
670654																				58	0	616		20				538					0	0	0	0				
670748																				787	0	4200		135				408					0	2870	0	0				
670878																				4231	6328	31310		666				1425					0	14654	4006	0				
671053																				369	60	1485		106				773					0	177	0	0				
671147																				986	27	8889		614				7262					0	0	0	0				
671334																				2313	2207	20127	4333	7129				8478			2679		0	0	0	0				
671464																				19080	180898	543343	65768	148280				53734					110	95422	11926	33893				
671558																				3519	0	40646		2719				8505					0	25903	0	0				
672238																				152	142	2513		27				500					0	1237	0	455				
672247																				1576	950	3347		487				275					0	59	0	0				
672537																				275	3602	10842		2312				1372					0	3281	0	0				
672573																				296	156	10257		1578				1339					0	6888	0	0				
673244																				264	366	4569		104				806					0	3029	0	0				
673440																				6975	75165	135850	4473	4539				49171					0	0	0	0				
673477																				202	64	469		48				155					0	0	0	0				
673851																				462	0	5476		240				514					0	4260	0	0				
673909																				63884	0	98198		10451	5000			9463					0	14400	0	0	San Francisco Housing Accelerator Fund (CRA)			
674344																				1018	0	4210		67				399					0	2726	0	0				
674849																				6786	0	40089		1145				11791					0	18664	0	1703				
675042																				84	53	3442	223	223				1648					0	1434	0	0				
675079																				342	0	7929		342				1583					0	0	5662	0				
675248																				817	0	2996		174				592					0	1413	0	0				
675341																				0	497	845		12				169					0	167	0	0				
675659																				236	0	2012		38				1738					0	0	0	0				
675855																				422	0	4162		293				598					0	2849	0	0				
676049																				1296	297	2773		108				1072					0	0	0	0				
676151																				1485	6612	18015		217				3500					0	6201	0	0				
677176																				6601	0	120554	92750	100452				13501					0	0	0	0				
677354																				380	90	1732	106	123	17			1139					0	0	0	0	Liabilities on Current Tax - Housing Tax Credit			
677448																				1388	0	7358		71				3963					0	1936	0	0				
677644																				9846	9276	85502		8570				11480					0	31071	1193	14066				
677756																				545	0	3714		93				2321					0	755	0	0				
677970																				1896	384	6702		853				1284					0	2285	0	0				
678052																				0	0	260		74				186					0	0	0	0				
678070																				955	7319	27102	256	1194				2309		67			0	15325	0	0				
678258																				0	0	1103		0				1103					0	0	0	0				
678454																				894	531	4751		209				1348					0	1769	0	0				
678557																				422	0	1611	84	242				947			15		0	0	0	0				
678744																				2696	379	12807		330				2095					0	7307	0	0				
679451																				1430	262	3832		245				1895					0	0	0	0				
680130																				1076	5001	32178	1138	2420				2776					0	20905	0	0				
680457																				2709	0	22149		312				9489					0	7309	0	2330				
680813																				37788	59480	405706		129620	32037	59543		25730					0	139230	1272	12586	TAX INVESTMENT CREDITS	RECEIVABLE FROM AFFILIATES		
681043																				82	20	612		257				253					0	0	0	0				
681249																				613	0	2088		69				201					0	1205	0	0				
682143																				4498	1256	34049		5211				5278					0	17806	0	0				
682563																				42501	283490	1048598	85607	336466				191988					0	24037	155655	14461				
682648																				1201	401	8475		124				1515					0	5234	0	0				
683449																				1276	2572	23759		364				4847					0	10830	0	3870				
683814																				259	0	6155		4381				1515					0	0	0	0				
684455																				15918	987	67801		17361				7572					0	25463	0	500				
685023																				580	205	4321		726				354					0	2034	0	422				
685676																				6865	9081	91166		6552				13607					0	46939	0	8122				
686459																			126	2943	221	10655	402	548				5098		20			0	1845	0	0	taxes receivable	FHLB Receivable		
686570																				639	65	2277		232				367					0	974	0	0				
686758																				0	2734	3792		223				835					0	0	0	0				
687054																				393	0	2599		269				554					0	1383	0	0				
687830																				90	0	5191		231				1401					0	3469	0	0				
687951																				16471	5460	57673		5039				12498					0	10544	0	7661				
688079	0	31104	0	580160	0	39394	39368	0	0	472	0	0	0	0	0	1860	507330	0																			Current Income Tax Receivable			
688453																				4	0	876		20				852					0	0	0	0				
688556																				76	0	1514		444				994					0	0	0	0				
689209																			0	9244	8828	48162	0	18137	7519	0	0	7223	0	0	0	0	0	784	3946	0	Defined Benefit Pension Plan			
689357																				587	0	6146	733	2083				3476					0	0	0	0				
689759																				269	1192	3220		954				805					0	0	0	0				
691042																				285	546	1375		153				391					0	0	0	0				
691743																				0	15	616		119				482					0	0	0	0				
691958																				1367	1208	19411		3669				3190					0	9977	0	0				
692450																				135	0	3439		166				3138					0	0	0	0				
692704																				356	103	89792		89333				0					0	0	0	0				
692946																				565	1713	13669	832	1178				1305					0	8908	0	0				
693073																				63	195	1652		28				17					0	1349	0	0				
693224																				178599	210972	1276049	33782	87490				125592			32148		0	541707	55718	75971				
693345																			513	18553	37802	284851	9853	64162				27881					0	67088	0	69365				
693952																				173	0	8647		427				2052					0	5995	0	0				
694146																				16	0	464		245				203					0	0	0	0				
694771																				0	0	323		62				261					0	0	0	0				
694847																				1384	1047	14585		826				2587					0	7459	0	1282				
694904	0	980709	12199	4551558	0	1606154	0	0	0	304654	0	0	0	0	0	1186586	0	461256																						
695349																				1382	927	19059	748	771				4301					0	11678	0	0				
695947																				406	0	6141		1373				2629					0	1733	0	0				
696047																				534	984	3507		122				582					0	1285	0	0				
696168																				0	2108	10959		6433				2418					0	0	0	0				
696430																				1781	0	24721		3218				2639					12	15644	0	1427				
696645																				1202	703	8168	843	1186	231			1127					0	3950	0	0	LRA Assets			
697035																			0	200	497	2695	765	1216	5	446	0	782	0	0	0	0	0	0	0	0	SBA Loan Receivable	ORE		
697147																				5018	7289	22799		1846				1971					0	6093	0	582				
697156																				5393	0	21894		797				6531					0	9173	0	0				
697231																				451	0	3065		791				1823					0	0	0	0				
697763																				14227	52968	157581		18972	9536			36762					0	34652	0	0	Merchant Card			
697950																				368	0	2573		142				279					0	1784	0	0				
698144																				4783	14346	63677		11333				5585					0	12762	10978	3890				
698546																				228	780	4925	84	335	251			1184					0	1967	0	431	919601 - Construction in Process			
698649																				3061	3150	24478		1096				4219					0	12952	0	0				
699105																				11232	13719	50312		5524				5649					0	14188	0	0				
699253																				62	0	1487		107				1318					0	0	0	0				
700140																				32	0	1778		67				317					0	1362	0	0				
700252																				110	0	4509		114				492					0	3793	0	0				
700430																				1184	5108	10362	211	404				1261					0	1284	1121	0				
700458																				252	0	4053		395				3406					0	0	0	0				
701062																				24682	24370	296790	14671	42120				24320					0	17597	162696	1005				
701222																				5812	4235	46853		17296				6910					0	12600	0	0				
701839																				1093	0	32713		3890				5436					0	16737	0	5557				
701857																				177	0	2264		104				692					0	1291	0	0				
702117																				44658	72131	719255		239175	61601			51476					0	292026	0	19789	Accrued Retirement			
702612																				3130	0	12516		4924				4462					0	0	0	0				
702836																				175	387	5101		588				782					0	1611	0	1558				
702911																				4886	6346	32512		3794				3979					0	13507	0	0				
703039																				3146	2091	8991		1502				2252					0	0	0	0				
703552																				12038	4356	57502		19919				7972					0	13217	0	0				
703767																				12115	28618	148351	2859	37397	16111	13123		15682		434			0	50985	0	3554	Investment in LIHTC	Investment in SBIC		
705378																				1488	762	7526		222				1437					0	3617	0	0				
705556																				1286	0	3735		330				1466					0	653	0	0				
706030																				452	0	3721		134				926					0	1059	0	1150				
706058																				2058	0	2866		273				535					0	0	0	0				
706236																				0	923	2304		974				407					0	0	0	0				
706254																				653	0	5322		708				3961					0	0	0	0				
706450																				71	383	726		177				95					0	0	0	0				
706656																				176	1800	8330		289				1592					0	3576	0	897				
707354																				13984	8440	196598		62286	47639			17333					0	80824	2794	10937	Fed Tax Credits			
708379																				685	2256	11780		305				2214					0	3700	0	2620				
709143																				4355	6389	33920	1271	1444				5958					0	12391	0	3383				
709451																				1183	0	2145		154				808					0	0	0	0				
709554																				833	0	7783		171				2076					0	4703	0	0				
709602																				1638	25793	53224		6856				8828					0	10109	0	0				
709639																				730	9985	32471		757				4981					0	10215	0	5803				
709956																				574	0	1574		459	284			541					0	0	0	0	WARRANTS			
710176																				2564	0	12984		452				3826					0	6142	0	0				
710859																				310	0	14979		859				2933					0	10877	0	0				
711472		1810	22875	109969	10958	26530				9227			4991		0	46560	0	2967		1810																				
711520																				127	527	2784		1828				302					0	0	0	0				
711548																				1039	0	16349		314				1684					0	10933	0	2379				
711753																				186	0	1978		647				1145					0	0	0	0				
711801																				1762	3439	32322		2507				2706					0	21908	0	0				
712059																				2574	0	18877		2000				9578					0	4725	0	0				
712648																				1872	0	8051		328				835					0	3731	0	1285				
712956																				107	1138	6571		384				1838					0	3104	0	0				
713252																				119	0	3036		242				1975					0	0	0	700				
713476																				6076	5559	29554		1196				1614					0	15109	0	0				
713926																			149	2169	7148	51757	2342	12630	4419	3368	1247	5210					0	24600	0	0	DEFERRED COMPENSATION	LOW INCOME HOUSING INVESTMENT	DEALER COMMISSIONS	
714165																				78	0	2711		154				264					0	1579	0	636				
714437																				1753	403	5351		315				819					0	1439	0	622				
714839																				634	0	5925	659	1378				676					0	3237	0	0				
714978																				1538	1316	19008		2844				1899					0	9501	1910	0				
715032																				130	138	1920		321				1331					0	0	0	0				
715050																				1581	0	9140		3518				3251					0	790	0	0				
715144																				682	0	6418		805				3266					0	1399	0	266				
715340																				6820	3888	32898		1483				3699					0	17008	0	0				
715470																				490	0	840		76				274					0	0	0	0				
715630																				395	4722	12321		6				1188					0	6010	0	0				
715872																				813	3288	15746	476	518				2483			6		0	8644	0	0				
715975																				495	67	1099		203				334					0	0	0	0				
716374																				1836	6089	29956		8064				4917					0	6284	0	2766				
716833																				9471	8846	77635	2109	4306	1519			5017					0	48995	1000	0	Deferred Compensation			
716851																				453	0	7017		332				1522					0	4710	0	0				
716954																				2588	0	11594		410				1862					0	5345	1389	0				
717232																				174	0	1025		106				745					0	0	0	0				
717670																				255	729	7630		734				752					0	5160	0	0				
717737																				2387	3081	42188	1706	1952				7843					0	20189	0	6736				
717924																				5246	23637	105966		26988	20059			18526	800				0	31569	0	0	Minimum Pension Liability			
718145																				2879	3526	32740		1212				5194					0	18750	0	1179				
718275																				0	0	2204		1020				1184					0	0	0	0				
718538																				1932	1135	14982		2618				1419					0	7878	0	0				
719030																				13	548	3202		139				250					0	2252	0	0				
719610																				219	285	4587		611				935					0	0	0	2537				
719656																				2063	855	18080		3941				2873					0	8348	0	0				
719964																				101	0	5075		40				1201					0	3733	0	0				
720157																				0	0	325		0				325					0	0	0	0				
720344																				1163	1901	9095		350				1021					0	1996	0	2664				
720746																				3874	84	23549		948				4432					0	11519	0	2692				
720858																				69	0	3776		167				1360					0	2180	0	0				
721350																				1392	0	21474		519				12627					0	6936	0	0				
721752																				264	0	2567		0				397					0	1429	0	477				
721949																				2098	1121	7049		597				3233					0	0	0	0				
722227																				170	2803	5071		1652				446					0	0	0	0				
722432																				3018	0	27852		10986				1270					0	9222	0	3356				
722544																				4967	27900	104734		1052				11682					0	21475	33317	4341				
722777	0	1726214	410597	10229732	0	5622344	4833597	0	0	426758	0	0	0	0	0	945378	76383	1022058		1726214																	OPERATING_LEASES			
722816																				1856	7746	42250		9302				4146					0	19200	0	0				
723112	0	1169000	1190000	13810000	0	6834000	0	0	0	992000	0	0	3878000	0	0	2016000	565000	1044000		1169000																				
723158																			0	85	0	1361	219	219	0	0	0	1057	0	0	0	0	0	0	0	0				
723550																				131	0	1075		70				874					0	0	0	0				
723653																				401	0	8679		558				1724					0	5996	0	0				
724744																				4446	60	27395		5643				5521					0	11725	0	0				
724904																				1943	0	7938		3497				2498					0	0	0	0				
724940																				0	0	2782		2				327					0	2453	0	0				
725077																				1619	2100	8219		2721				1251					0	0	528	0				
725732		14514	13415	155594	26219	49935				40619		11768			0	36661	0	450		14514																				
726458																				929	0	2686		230				656					0	871	0	0				
726953																				13598	1360	21140	1342	2746				3436	160		948		0	0	0	0				
727174																				13265	0	22441		4352				4824					0	0	0	0				
728948																				2020	835	8606		751				5000					0	0	0	0				
728957																				241	0	9740		376				3161					0	5962	0	0				
729011																				3096	0	17537		503				2378					0	11560	0	0				
729057																				287	0	1577		257				1033					0	0	0	0				
729178																				1378	908	7723		309				1320					0	1773	0	2035				
729310																				2374	6906	63219		16476				5832					0	31631	0	0				
729842																				1208	0	4608		101				2302					0	997	0	0				
729945																				499	875	8814		580				1315					0	2396	0	3149				
731050																				314	495	8129		47				2121					0	5152	0	0				
731247																				22787	20224	80011		10743	4949			26257					0	0	0	0	Tax Credits Purchased			
731957																				5	63	213		35				110					0	0	0	0				
732178																				1007	1463	11880		4266				5144					0	0	0	0				
732253																				642	0	6581		447				1853					0	1971	0	1668				
732637																			105	364	1626	6120	230	590	232			531					0	3009	0	0	Investment in subsidiary			
732758																				1809	2176	26517		3254				3135					0	11746	0	4397				
732954																				0	1989	2845		116				740					0	0	0	0				
733540																				1109	0	2260		135				1016					0	0	0	0				
733559																				712	0	6071		923				4436					0	0	0	0				
733661																				190	0	3144		2416				538					0	0	0	0				
733755																				244	0	1294		286				764					0	0	0	0				
733951																				2684	168	6125		289				2984					0	0	0	0				
734248																				2369	5768	24112		1990				4958					0	9027	0	0				
734350																				2644	655	18772		455				2509					0	12509	0	0				
734538																				5867	6382	66896		5676				9196					0	18632	0	21143				
734613																				552	1407	16534		754				1333					0	12488	0	0				
735067																				3035	1845	7642		387				2375					0	0	0	0				
735414																				238	11	2698		85				280					0	1077	0	1007				
735441																				3842	37	18297		1893				12525					0	0	0	0				
735973																				455	702	6947		120				221					0	5449	0	0				
736550																				2413	0	6971		618				3940					0	0	0	0				
737548																				616	152	27214		1698				7284					0	17464	0	0				
738013																				7051	0	15022		2880				5091					0	0	0	0				
738040																				19993	1364	82824	1560	1596				21518					0	36895	0	1458				
738143																				2283	406	20001		1419				3106					0	12787	0	0				
738255																				710	1183	6252	661	774				2485					0	1100	0	0	Artwork and Collectibles			
738303																				12075	8162	62409	1322	4599	2385			4092					0	33481	0	0	prepaid pension			
738657																				125	0	1988		213				532					0	1118	0	0				
738769																				6672	4363	55938		5555				5510					0	29096	963	3779				
739346																				555	1336	3314		47				1376					0	0	0	0				
739355																				1110	4324	9035	536	541				3060					0	0	0	0				
739560																				15000	4221	164187	5207	20786				25414	7265				0	98766	0	0				
739832																				3150	65	10274		349				1846					0	4864	0	0				
740249																				1384	0	4715		248				3083					0	0	0	0				
741068																				335	381	2136		970				450					0	0	0	0				
741152																				64	0	460		68				328					0	0	0	0				
741358																				0	0	827		165				359					0	303	0	0				
741844																				129	232	5797		139				1047					0	4250	0	0				
741956																				419	165	1084		127				373					0	0	0	0				
741974																				3213	0	8316		835				1201					0	2011	1056	0				
742056																				584	993	3072		470				1025					0	0	0	0				
742542																				553	0	2784		65				965					0	847	0	354				
742944																				1096	684	11478	330	348				1122					0	8228	0	0	FISERV EFT SETTLEMENT		Payroll In-Process	
743679																				2853	3784	16260		2728				2267					0	4628	0	0				
743950																				91	463	2016		79				422					0	961	0	0				
744854																				1211	1301	4956		975				1469					0	0	0	0				
745347																				113	1186	2956		246	160			1411					0	0	0	0	Abstract & Title Services Subsidiary			
746157																				2318	1606	5528		333				1271					0	0	0	0				
746755																				2111	1149	11556		435				2916					0	4945	0	0				
746942																				200	0	2199		380				1619					0	0	0	0				
746979																				110	82	907		193				522					0	0	0	0				
747051																				110	0	3560	625	702				612					0	0	0	2136				
747257																				2330	0	8234		464				1174					0	4266	0	0				
748254																				1730	2677	11660		539				1085					0	5629	0	0				
748357																				504	350	2786		849				1083					0	0	0	0				
748441																				1362	0	2738		378				998					0	0	0	0				
748964																				1741	0	15663		522				2697					0	10590	0	113				
749242																				159083	145060	1067629		177643				91045	42951				0	411468	5478	77852				
749635																				1389	6979	32060		2654				3002					0	18036	0	0				
